|6.6.6
Archiving\03_Data\eq/QFM_m0.75/EETA/EETA_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1644.23        2500.00        98.5668       0.783903                 NaN  0.577081       0.722061E-001            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        98.5220       0.783997                 NaN  0.611301       0.827248E-001            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        98.4123       0.784112                 NaN  0.710840       0.927330E-001            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        98.3026       0.784228                 NaN  0.810405       0.102744                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        98.1929       0.784343                 NaN  0.909996       0.112759                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        98.0832       0.784458                 NaN   1.00961       0.122776                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        97.9734       0.784572                 NaN   1.10926       0.132796                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        97.8636       0.784686                 NaN   1.20893       0.142819                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        97.7537       0.784801                 NaN   1.30862       0.152845                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        97.6439       0.784914                 NaN   1.40834       0.162874                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        97.2659       0.785121                 NaN   1.77670       0.172299                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        96.8877       0.785326                 NaN   2.14524       0.181729                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        96.5093       0.785531                 NaN   2.51396       0.191164                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        96.1308       0.785734                 NaN   2.88285       0.200603                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        95.7521       0.785935                 NaN   3.25192       0.210047                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        95.3732       0.786136                 NaN   3.62116       0.219496                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        94.9941       0.786335                 NaN   3.99058       0.228949                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        94.6149       0.786533                 NaN   4.36016       0.238406                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        93.3488       0.787658                 NaN   4.55868       0.236276        1.06855                 NaN            NaN            NaN            NaN
  1583.33        2500.00        91.8706       0.789049                 NaN   4.64586       0.230107        2.46441                 NaN            NaN            NaN            NaN
  1580.13        2500.00        90.4494       0.790389                 NaN   4.73215       0.223526        3.80455                 NaN            NaN            NaN            NaN
  1576.92        2500.00        89.0234       0.791731                 NaN   4.81873       0.216922        5.14918                 NaN            NaN            NaN            NaN
  1573.72        2500.00        87.6996       0.792990                 NaN   4.89707       0.209633        6.40074                 NaN            NaN            NaN            NaN
  1570.51        2500.00        86.3716       0.794250                 NaN   4.97564       0.202319        7.65623                 NaN            NaN            NaN            NaN
  1567.31        2500.00        85.0394       0.795513                 NaN   5.05446       0.194982        8.91566                 NaN            NaN            NaN            NaN
  1564.10        2500.00        83.7031       0.796778                 NaN   5.13351       0.187621        10.1790                 NaN            NaN            NaN            NaN
  1560.90        2500.00        82.5248       0.797918                 NaN   5.19782       0.178165        11.3013                 NaN            NaN            NaN            NaN
  1557.69        2500.00        81.3433       0.799060                 NaN   5.26231       0.168681        12.4267                 NaN            NaN            NaN            NaN
  1554.49        2500.00        80.1584       0.800204                 NaN   5.32697       0.159169        13.5552                 NaN            NaN            NaN            NaN
  1551.28        2500.00        78.9703       0.801350                 NaN   5.39180       0.149630        14.6870                 NaN            NaN            NaN            NaN
  1548.08        2500.00        77.7788       0.802497                 NaN   5.45681       0.140063        15.8219                 NaN            NaN            NaN            NaN
  1544.87        2500.00        76.5839       0.803646                 NaN   5.52199       0.130468        16.9599                 NaN            NaN            NaN            NaN
  1541.67        2500.00        75.3858       0.804796                 NaN   5.58735       0.120845        18.1012                 NaN            NaN            NaN            NaN
  1538.46        2500.00        74.1843       0.805949                 NaN   5.65288       0.111195        19.2457                 NaN            NaN            NaN            NaN
  1535.26        2500.00        73.1181       0.806999                 NaN   5.70608       0.976659E-001   20.2711                 NaN            NaN            NaN            NaN
  1532.05        2500.00        72.0493       0.808052                 NaN   5.75941       0.841010E-001   21.2991                 NaN            NaN            NaN            NaN
  1528.85        2500.00        70.9778       0.809106                 NaN   5.81286       0.705005E-001   22.3297                 NaN            NaN            NaN            NaN
  1525.64        2500.00        69.9036       0.810161                 NaN   5.86645       0.568643E-001   23.3630                 NaN            NaN            NaN            NaN
  1522.44        2500.00        68.8266       0.811218                 NaN   5.92017       0.431922E-001   24.3988                 NaN            NaN            NaN            NaN
  1519.23        2500.00        67.7470       0.812276                 NaN   5.97401       0.294842E-001   25.4372                 NaN            NaN            NaN            NaN
  1516.03        2500.00        66.6646       0.813336                 NaN   6.02799       0.157402E-001   26.4783                 NaN            NaN            NaN            NaN
  1512.82        2500.00        65.5795       0.814397                 NaN   6.08210       0.196015E-002   27.5220                 NaN            NaN            NaN            NaN
  1509.62        2500.00        64.5901       0.815369                 NaN   6.13565                 NaN   28.4589                 NaN            NaN            NaN            NaN
  1506.41        2500.00        63.6181       0.816324                 NaN   6.20625                 NaN   29.3594                 NaN            NaN            NaN            NaN
  1503.21        2500.00        62.6498       0.817278                 NaN   6.26680                 NaN   30.2661                 NaN            NaN            NaN            NaN
  1500.00        2500.00        61.6795       0.818234                 NaN   6.32749                 NaN   31.1748                 NaN            NaN            NaN            NaN
  1496.79        2500.00        60.7088       0.819192                 NaN   6.39081                 NaN   32.0812                 NaN            NaN            NaN            NaN
  1493.59        2500.00        59.5770       0.820332                 NaN   6.46570                 NaN   32.8767       0.260264                 NaN            NaN            NaN
  1490.38        2500.00        57.7051       0.822288                 NaN   6.59749                 NaN   32.6273       0.748497        1.49940                 NaN            NaN
  1487.18        2500.00        55.8240       0.824257                 NaN   6.70905                 NaN   32.1485        1.85838        2.63581                 NaN            NaN
  1483.97        2500.00        55.8221       0.824304                 NaN   6.70934                 NaN   32.1499        1.85846        2.63593                 NaN            NaN
  1480.77        2500.00        55.8202       0.824350                 NaN   6.70963                 NaN   32.1512        1.85854        2.63604                 NaN            NaN
  1477.56        2500.00        55.8183       0.824396                 NaN   6.70993                 NaN   32.1526        1.85862        2.63615                 NaN            NaN
  1474.36        2500.00        55.8164       0.824443                 NaN   6.71022                 NaN   32.1540        1.85871        2.63626                 NaN            NaN
  1471.15        2500.00        55.8144       0.824489                 NaN   6.71052                 NaN   32.1554        1.85879        2.63637                 NaN            NaN
  1467.95        2500.00        55.8125       0.824535                 NaN   6.71081                 NaN   32.1568        1.85887        2.63648                 NaN            NaN
  1464.74        2500.00        55.8106       0.824582                 NaN   6.71110                 NaN   32.1582        1.85895        2.63659                 NaN            NaN
  1461.54        2500.00        42.2144       0.838726                 NaN   7.35039                 NaN   28.3326        10.7644        10.4995                 NaN            NaN
  1458.33        2500.00        40.6941       0.840368                 NaN   7.40460                 NaN   27.9173        11.4624        11.6812                 NaN            NaN
  1455.13        2500.00        39.1841       0.842020                 NaN   7.43884       0.151910E-001   27.4106        12.5057        12.6036                 NaN            NaN
  1451.92        2500.00        39.1823       0.842054                 NaN   7.43906       0.151917E-001   27.4114        12.5061        12.6039                 NaN            NaN
  1448.72        2500.00        36.2992       0.845194                 NaN   7.48871       0.543229E-001   26.2907        14.3544        14.6674                 NaN            NaN
  1445.51        2500.00        36.2976       0.845226                 NaN   7.48891       0.543255E-001   26.2914        14.3547        14.6678                 NaN            NaN
  1442.31        2500.00        36.2959       0.845258                 NaN   7.48910       0.543282E-001   26.2920        14.3551        14.6682                 NaN            NaN
  1439.10        2500.00        36.2943       0.845289                 NaN   7.48929       0.543309E-001   26.2927        14.3554        14.6686                 NaN            NaN
  1435.90        2500.00        31.0315       0.851114                 NaN   7.51593       0.124239        24.9484        17.6787        17.8500                 NaN            NaN
  1432.69        2500.00        31.0301       0.851142                 NaN   7.51609       0.124244        24.9489        17.6791        17.8504                 NaN            NaN
  1429.49        2500.00        31.0286       0.851169                 NaN   7.51624       0.124250        24.9494        17.6794        17.8508                 NaN            NaN
  1426.28        2500.00        31.0272       0.851197                 NaN   7.51640       0.124256        24.9499        17.6798        17.8512                 NaN            NaN
  1423.08        2500.00        31.0258       0.851224                 NaN   7.51656       0.124261        24.9504        17.6801        17.8516                 NaN            NaN
  1419.87        2500.00        31.0243       0.851252                 NaN   7.51671       0.124267        24.9509        17.6805        17.8521                 NaN            NaN
  1416.67        2500.00        31.0229       0.851279                 NaN   7.51687       0.124272        24.9514        17.6808        17.8525                 NaN            NaN
  1413.46        2500.00        31.0214       0.851307                 NaN   7.51703       0.124278        24.9519        17.6812        17.8529                 NaN            NaN
  1410.26        2500.00        22.3318       0.861374                 NaN   7.29634       0.252735        24.6247        23.4238        21.2092                 NaN            NaN
  1407.05        2500.00        21.0215       0.862510                 NaN   7.39347       0.273532        24.2920        21.9492        23.8645       0.343254                 NaN
  1403.85        2500.00        19.5627       0.863561                 NaN   7.57678       0.295669        23.7179        22.9512        24.1398       0.892421                 NaN
  1400.64        2500.00        19.5618       0.863580                 NaN   7.57685       0.295680        23.7181        22.9515        24.1400       0.892483                 NaN
  1397.44        2500.00        16.9714       0.865432                 NaN   7.90135       0.334544        22.7110        24.5810        24.7290        1.90630                 NaN
  1394.23        2500.00        16.9706       0.865447                 NaN   7.90140       0.334555        22.7111        24.5812        24.7293        1.90642                 NaN
  1391.03        2500.00        16.9699       0.865463                 NaN   7.90146       0.334566        22.7113        24.5813        24.7295        1.90655                 NaN
  1387.82        2500.00        16.9691       0.865479                 NaN   7.90152       0.334577        22.7114        24.5815        24.7297        1.90668                 NaN
  1384.62        2500.00        12.7736       0.868500                 NaN   8.40141       0.397402        21.1679        27.5800        25.1488        3.66233                 NaN
  1381.41        2500.00        12.7730       0.868512                 NaN   8.40143       0.397414        21.1680        27.5802        25.1489        3.66255                 NaN
  1378.21        2500.00        12.7725       0.868524                 NaN   8.40146       0.397425        21.1680        27.5803        25.1490        3.66278                 NaN
  1375.00        2500.00        12.7719       0.868536                 NaN   8.40149       0.397437        21.1681        27.5805        25.1490        3.66301                 NaN
  1371.79        2500.00        12.7714       0.868548                 NaN   8.40151       0.397448        21.1681        27.5806        25.1491        3.66324                 NaN
  1368.59        2500.00        12.7708       0.868560                 NaN   8.40154       0.397460        21.1682        27.5808        25.1492        3.66347                 NaN
  1365.38        2500.00        12.7703       0.868572                 NaN   8.40156       0.397471        21.1682        27.5809        25.1492        3.66369                 NaN
  1362.18        2500.00        12.7698       0.868584                 NaN   8.40159       0.397483        21.1683        27.5811        25.1493        3.66392                 NaN
  1358.97        2500.00        6.80615       0.873024                 NaN   8.99963       0.481924        19.3509        25.5610        31.4450        6.48236                 NaN
  1355.77        2500.00        6.80590       0.873032                 NaN   8.99961       0.481935        19.3508        25.5610        31.4450        6.48273                 NaN
  1352.56        2500.00        6.80565       0.873039                 NaN   8.99959       0.481946        19.3508        25.5609        31.4450        6.48310                 NaN
  1349.36        2500.00        6.80540       0.873046                 NaN   8.99957       0.481958        19.3507        25.5609        31.4450        6.48347                 NaN
  1346.15        2500.00        6.80515       0.873053                 NaN   8.99955       0.481969        19.3506        25.5608        31.4450        6.48383                 NaN
  1342.95        2500.00        6.80490       0.873060                 NaN   8.99953       0.481981        19.3506        25.5607        31.4450        6.48420                 NaN
  1339.74        2500.00        6.80465       0.873068                 NaN   8.99951       0.481992        19.3505        25.5607        31.4450        6.48457                 NaN
  1336.54        2500.00        6.80440       0.873075                 NaN   8.99949       0.482003        19.3505        25.5606        31.4450        6.48494                 NaN
  1333.33        2500.00        2.52739       0.876562                 NaN   9.25420       0.532828        18.6087        25.5744        33.8764        8.74951                 NaN
  1330.13        2500.00        2.52731       0.876566                 NaN   9.25415       0.532839        18.6086        25.5743        33.8763        8.74998                 NaN
  1326.92        2500.00        2.52723       0.876570                 NaN   9.25409       0.532850        18.6084        25.5741        33.8762        8.75044                 NaN
  1323.72        2500.00        2.52716       0.876574                 NaN   9.25404       0.532861        18.6083        25.5740        33.8761        8.75091                 NaN
  1320.51        2500.00       0.727975       0.878190                 NaN   9.28856       0.549544        18.5175        34.7558        25.5432        9.73924                 NaN
  1317.31        2500.00       0.304174       0.878572                 NaN   9.29967       0.551651        18.5051        34.9435        25.5315        9.98584                 NaN
  1314.10        2500.00                 NaN  0.878868                 NaN   9.29177       0.555105        18.5791        25.5336        35.0115        10.1501                 NaN
  1310.90        2500.00                 NaN  0.878812                 NaN   9.31425       0.553471        18.7644        25.5410        34.7562        10.1919                 NaN
  1307.69        2500.00                 NaN  0.878753                 NaN   9.33658       0.552093        18.9499        34.4975        25.5509        10.2300       0.425583E-002
  1304.49        2500.00                 NaN  0.878756                 NaN   9.33651       0.552104        18.9497        34.4973        25.5507        10.2306       0.425589E-002
  1301.28        2500.00                 NaN  0.878758                 NaN   9.33644       0.552114        18.9496        34.4972        25.5506        10.2311       0.425595E-002
  1298.08        2500.00                 NaN  0.878761                 NaN   9.33637       0.552125        18.9494        34.4970        25.5504        10.2316       0.425600E-002
  1294.87        2500.00                 NaN  0.878763                 NaN   9.33630       0.552135        18.9493        34.4969        25.5502        10.2321       0.425606E-002
  1291.67        2500.00                 NaN  0.878766                 NaN   9.33623       0.552145        18.9492        34.4967        25.5501        10.2327       0.425612E-002
  1288.46        2500.00                 NaN  0.878768                 NaN   9.33616       0.552155        18.9490        34.4966        25.5499        10.2332       0.425617E-002
  1285.26        2500.00                 NaN  0.878770                 NaN   9.33609       0.552166        18.9489        34.4964        25.5497        10.2337       0.425623E-002
  1282.05        2500.00                 NaN  0.878308                 NaN   9.51317       0.543060        20.3518        25.5622        32.5872        10.5274       0.368675E-001
  1278.85        2500.00                 NaN  0.878310                 NaN   9.51310       0.543070        20.3516        25.5620        32.5870        10.5279       0.368680E-001
  1275.64        2500.00                 NaN  0.878312                 NaN   9.51302       0.543080        20.3515        25.5619        32.5869        10.5285       0.368685E-001
  1272.44        2500.00                 NaN  0.878314                 NaN   9.51295       0.543090        20.3513        25.5617        32.5868        10.5290       0.368689E-001
  1269.23        2500.00                 NaN  0.878316                 NaN   9.51288       0.543100        20.3512        25.5615        32.5866        10.5296       0.368694E-001
  1266.03        2500.00                 NaN  0.878318                 NaN   9.51280       0.543110        20.3510        25.5613        32.5865        10.5301       0.368699E-001
  1262.82        2500.00                 NaN  0.878320                 NaN   9.51273       0.543120        20.3508        25.5611        32.5863        10.5306       0.368704E-001
  1259.62        2500.00                 NaN  0.878322                 NaN   9.51265       0.543130        20.3507        25.5609        32.5862        10.5312       0.368708E-001
  1256.41        2500.00                 NaN  0.877919                 NaN   9.66992       0.539605        21.6177        30.9242        25.5098        10.8087       0.522455E-001
