|6.6.6
Archiving\03_Data\frac/QFM_m2.25/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1558.90        2500.00        98.9811                 NaN            NaN  0.949638E-001            NaN            NaN            NaN  0.923920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9929                 NaN            NaN  0.913550E-001            NaN            NaN            NaN  0.915742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0046                 NaN            NaN  0.886827E-001            NaN            NaN            NaN  0.906762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0172                 NaN            NaN  0.858577E-001            NaN            NaN            NaN  0.896893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0296                 NaN            NaN  0.823637E-001            NaN            NaN            NaN  0.888017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0356                 NaN            NaN  0.831434E-001            NaN            NaN            NaN  0.881264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0585                 NaN            NaN  0.765564E-001            NaN            NaN            NaN  0.864951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0656                 NaN            NaN  0.777338E-001            NaN            NaN            NaN  0.856708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0682                 NaN            NaN  0.736538E-001            NaN            NaN            NaN  0.858174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0925                 NaN            NaN  0.669516E-001            NaN            NaN            NaN  0.840509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0970                 NaN            NaN  0.676389E-001            NaN            NaN            NaN  0.835355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1044                 NaN            NaN  0.628411E-001            NaN            NaN            NaN  0.832731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1195                 NaN            NaN  0.634790E-001            NaN            NaN            NaN  0.817045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1267                 NaN            NaN  0.599227E-001            NaN            NaN            NaN  0.813350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1348                 NaN            NaN  0.566373E-001            NaN            NaN            NaN  0.808520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1453                 NaN            NaN  0.550433E-001            NaN            NaN            NaN  0.799672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1501                 NaN            NaN  0.494013E-001            NaN            NaN            NaN  0.800489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1629                 NaN            NaN  0.481509E-001            NaN            NaN            NaN  0.788958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1722                 NaN            NaN  0.486802E-001            NaN            NaN            NaN  0.779170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1795                 NaN            NaN  0.466074E-001            NaN            NaN            NaN  0.773919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1891                 NaN            NaN  0.438901E-001            NaN            NaN            NaN  0.767048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1968                 NaN            NaN  0.413796E-001            NaN            NaN            NaN  0.761863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1164                 NaN            NaN  0.153110E-003            NaN            NaN            NaN  0.383095       0.500317                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0406                 NaN            NaN  0.268359E-005            NaN            NaN            NaN  0.135718E-001  0.945858                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0444                 NaN            NaN  0.466357E-005            NaN            NaN            NaN            NaN  0.955596                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0509                 NaN            NaN  0.966331E-005            NaN            NaN            NaN  0.816109E-002  0.940966                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0516                 NaN            NaN  0.186695E-005            NaN            NaN            NaN            NaN  0.948391                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0568                 NaN            NaN  0.138304E-004            NaN            NaN            NaN            NaN  0.943219                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.941009                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0599                 NaN            NaN  0.310116E-005            NaN            NaN            NaN            NaN  0.940075                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0008                 NaN            NaN  0.115657                 NaN            NaN            NaN            NaN  0.883590                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.849733                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.941950                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.943448                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.950336                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.953427                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.967893                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.9678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.920764       0.111484                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.9235                 NaN            NaN            NaN            NaN            NaN            NaN  0.250598       0.727362       0.985860E-001            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08677       0.603573                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.872389       0.485775                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.861728       0.479927                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.851473       0.473929                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.840230       0.467828                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.832035       0.461504                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.455776       0.823286                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.451078       0.811809                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806853       0.444976                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.794887       0.440507                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.789769       0.434302                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.429341       0.779759                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8019                 NaN            NaN  0.839597E-005            NaN            NaN            NaN            NaN  0.425186       0.772893                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.420102       0.764929                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.414831       0.758752                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        97.8752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.756155       0.893248       0.475421                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.2596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.736887        1.20965       0.793895                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.3333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.714913        1.17954       0.772256                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.3744                 NaN            NaN  0.155572                 NaN            NaN            NaN            NaN  0.751416       0.936389       0.782209                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.4358                 NaN            NaN  0.332085                 NaN            NaN            NaN            NaN  0.786946       0.655462       0.789731                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4657                 NaN            NaN  0.339085                 NaN            NaN            NaN            NaN  0.638296       0.774756       0.782120                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5908                 NaN            NaN  0.322375                 NaN            NaN            NaN            NaN  0.602979       0.744300       0.739555                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6282                 NaN            NaN  0.321528                 NaN            NaN            NaN            NaN  0.737407       0.583530       0.729341                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.6868                 NaN            NaN  0.322129                 NaN            NaN            NaN            NaN  0.719457       0.559748       0.711850                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7318                 NaN            NaN  0.320954                 NaN            NaN            NaN            NaN  0.707431       0.540834       0.699022                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.7999                 NaN            NaN  0.315973                 NaN            NaN            NaN            NaN  0.517127       0.690427       0.676569                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.8460                 NaN            NaN  0.315181                 NaN            NaN            NaN            NaN  0.498133       0.677625       0.663054                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8962                 NaN            NaN  0.312515                 NaN            NaN            NaN            NaN  0.479748       0.664134       0.647379                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.9440                 NaN            NaN  0.310069                 NaN            NaN            NaN            NaN  0.461535       0.651747       0.632620                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.9918                 NaN            NaN  0.307400                 NaN            NaN            NaN            NaN  0.638438       0.444678       0.617678                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0366                 NaN            NaN  0.305224                 NaN            NaN            NaN            NaN  0.626281       0.428053       0.603865                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.0786                 NaN            NaN  0.302453                 NaN            NaN            NaN            NaN  0.412751       0.615692       0.590463                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1221                 NaN            NaN  0.299943                 NaN            NaN            NaN            NaN  0.603883       0.397259       0.576808                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.1522                 NaN            NaN  0.298294                 NaN            NaN            NaN            NaN  0.597246       0.384478       0.567801                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2090                 NaN            NaN  0.293578                 NaN            NaN            NaN            NaN  0.367449       0.580828       0.549142                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.2377                 NaN            NaN  0.291352                 NaN            NaN            NaN            NaN  0.572176       0.358594       0.540173                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.2745                 NaN            NaN  0.290087                 NaN            NaN            NaN            NaN  0.343889       0.562595       0.528908                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.3118                 NaN            NaN  0.285202                 NaN            NaN            NaN            NaN  0.334923       0.551448       0.516649                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.3439                 NaN            NaN  0.283019                 NaN            NaN            NaN            NaN  0.324006       0.542591       0.506460                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.3769                 NaN            NaN  0.279906                 NaN            NaN            NaN            NaN  0.533248       0.314002       0.495904                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.4087                 NaN            NaN  0.275957                 NaN            NaN            NaN            NaN  0.523268       0.306217       0.485836                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.4408                 NaN            NaN  0.274221                 NaN            NaN            NaN            NaN  0.294054       0.515572       0.475360                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.4671                 NaN            NaN  0.269733                 NaN            NaN            NaN            NaN  0.506899       0.289522       0.466724                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.5026                 NaN            NaN  0.266577                 NaN            NaN            NaN            NaN  0.277410       0.498222       0.455218                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.5272                 NaN            NaN  0.262964                 NaN            NaN            NaN            NaN  0.490747       0.272010       0.447129                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.5546                 NaN            NaN  0.259280                 NaN            NaN            NaN            NaN  0.265322       0.482494       0.438296                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.5815                 NaN            NaN  0.254685                 NaN            NaN            NaN            NaN  0.260438       0.474204       0.429142                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.6065                 NaN            NaN  0.250881                 NaN            NaN            NaN            NaN  0.466628       0.255037       0.420930                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.6309                 NaN            NaN  0.247124                 NaN            NaN            NaN            NaN  0.250180       0.458834       0.412924                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.6570                 NaN            NaN  0.242890                 NaN            NaN            NaN            NaN  0.244761       0.451203       0.404098                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.6771                 NaN            NaN  0.238625                 NaN            NaN            NaN            NaN  0.445298       0.241489       0.397514                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7005                 NaN            NaN  0.231380                 NaN            NaN            NaN            NaN  0.434677       0.244415       0.389066                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.7241                 NaN            NaN  0.228137                 NaN            NaN            NaN            NaN  0.427888       0.238315       0.381550                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.7463                 NaN            NaN  0.223755                 NaN            NaN            NaN            NaN  0.420967       0.234869       0.374097                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.7668                 NaN            NaN  0.218764                 NaN            NaN            NaN            NaN  0.233016       0.414374       0.367036                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.7869                 NaN            NaN  0.213441                 NaN            NaN            NaN            NaN  0.232529       0.406991       0.360133                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8055                 NaN            NaN  0.207311                 NaN            NaN            NaN            NaN  0.396994       0.236240       0.353975                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.8264                 NaN            NaN  0.203910                 NaN            NaN            NaN            NaN  0.228956       0.394187       0.346551                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.8446                 NaN            NaN  0.197442                 NaN            NaN            NaN            NaN  0.386139       0.231473       0.340320                 NaN            NaN            NaN            NaN
  1313.28        2500.00        82.3925                 NaN            NaN   1.73682                 NaN            NaN            NaN            NaN  0.747278        2.77594        2.34420        10.0032                 NaN            NaN            NaN
  1310.78        2500.00        69.9682                 NaN            NaN   2.89582                 NaN            NaN            NaN            NaN  0.959145        4.80270        3.85224        17.5219                 NaN            NaN            NaN
  1308.27        2500.00        74.6133                 NaN            NaN   2.51964                 NaN            NaN            NaN            NaN   4.38750       0.490316        3.28233        14.7069                 NaN            NaN            NaN
  1305.76        2500.00        78.0701                 NaN            NaN   2.23872                 NaN            NaN            NaN            NaN   4.13084       0.814800E-001   2.85674        12.6221                 NaN            NaN            NaN
  1303.26        2500.00        80.6843                 NaN            NaN   1.95660                 NaN            NaN            NaN            NaN   3.79878                 NaN   2.53361        11.0267                 NaN            NaN            NaN
  1300.75        2500.00        82.7750                 NaN            NaN   1.71876                 NaN            NaN            NaN            NaN   3.48160                 NaN   2.27463        9.75004                 NaN            NaN            NaN
  1298.25        2500.00        84.2530                 NaN            NaN   1.62329                 NaN            NaN            NaN            NaN   3.17300                 NaN   2.09449        8.85625                 NaN            NaN            NaN
  1295.74        2500.00        86.0437                 NaN            NaN   1.37156                 NaN            NaN            NaN            NaN   2.94782                 NaN   1.86513        7.77178                 NaN            NaN            NaN
  1293.23        2500.00        76.1855                 NaN            NaN   2.14318                 NaN            NaN            NaN            NaN   4.47711                 NaN   3.11068        13.2586       0.825004                 NaN            NaN
  1290.73        2500.00        76.2577                 NaN            NaN   2.19839                 NaN            NaN            NaN            NaN   4.33261                 NaN   3.08382        13.1970       0.930520                 NaN            NaN
  1288.22        2500.00        76.6545                 NaN            NaN   2.38574       0.843615E-001            NaN            NaN            NaN   3.93127                 NaN   3.23226        12.7778       0.934117                 NaN            NaN
  1285.71        2500.00        79.9358                 NaN            NaN   1.33609                 NaN            NaN            NaN            NaN   4.42406                 NaN   2.27825        11.2798       0.746091                 NaN            NaN
  1283.21        2500.00        81.8789                 NaN            NaN   1.71339        1.02502                 NaN            NaN            NaN   3.08068                 NaN   2.29748        10.0046                 NaN            NaN            NaN
  1280.70        2500.00        81.2895                 NaN            NaN   1.12798        1.27164                 NaN            NaN            NaN   3.53898                 NaN   2.27650        10.4954                 NaN            NaN            NaN
  1278.20        2500.00        83.4613                 NaN            NaN   1.00222        1.11610                 NaN            NaN            NaN   3.13643                 NaN   1.99976        9.28415                 NaN            NaN            NaN
  1275.69        2500.00        84.3872                 NaN            NaN  0.950937        1.06051                 NaN            NaN            NaN   2.92564                 NaN   1.87005        8.80567                 NaN            NaN            NaN
  1273.18        2500.00        85.9311                 NaN            NaN  0.862587       0.960254                 NaN            NaN            NaN   2.62934                 NaN   1.67277        7.94396                 NaN            NaN            NaN
  1270.68        2500.00        87.7116                 NaN            NaN  0.759645       0.839410                 NaN            NaN            NaN   2.32007                 NaN   1.45426        6.91505                 NaN            NaN            NaN
  1268.17        2500.00        89.1424                 NaN            NaN  0.540258       0.790441                 NaN            NaN            NaN   2.07495                 NaN   1.26947        6.18251                 NaN            NaN            NaN
  1265.66        2500.00        90.4907                 NaN            NaN  0.749097       0.600766                 NaN            NaN            NaN   1.84716                 NaN   1.13526        5.17699                 NaN            NaN            NaN
  1263.16        2500.00        91.4703                 NaN            NaN  0.535860       0.583445                 NaN            NaN            NaN   1.69928                 NaN   1.00309        4.70805                 NaN            NaN            NaN
  1260.65        2500.00        92.2621                 NaN            NaN  0.468106       0.535435                 NaN            NaN            NaN   1.58119                 NaN  0.903025        4.25010                 NaN            NaN            NaN
  1258.15        2500.00        92.9399                 NaN            NaN  0.449122       0.481713                 NaN            NaN            NaN   1.46624                 NaN  0.826133        3.83687                 NaN            NaN            NaN
  1255.64        2500.00        93.7080                 NaN            NaN  0.381631       0.434227                 NaN            NaN            NaN   1.36852                 NaN  0.729320        3.37834                 NaN            NaN            NaN
  1253.13        2500.00        93.7033                 NaN            NaN  0.286589       0.468589                 NaN            NaN            NaN   1.41690                 NaN  0.710179        3.41446                 NaN            NaN            NaN
  1250.63        2500.00                 NaN            NaN            NaN   5.10504        3.32278                 NaN            NaN            NaN   21.5993                 NaN   9.15346        41.4843                 NaN   14.8251        4.50999     
  1248.12        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20539       0.144321E-004            NaN   18.0963                 NaN   9.75115        42.3810                 NaN   15.4040        4.92806     
  1245.61        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.151435E-004            NaN   18.0963                 NaN   9.75115        42.4295                 NaN   15.4274        4.85608     
  1243.11        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.159184E-004            NaN   18.0963                 NaN   9.75115        42.4786                 NaN   15.4511        4.78332     
  1240.60        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.167625E-004            NaN   18.0963                 NaN   9.75115        42.5282                 NaN   15.4750        4.70978     
  1238.10        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.176850E-004            NaN   18.0963                 NaN   9.75115        42.5792                 NaN   15.4996        4.63417     
  1235.59        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.186920E-004            NaN   18.0963                 NaN   9.75115        42.6302                 NaN   15.5242        4.55853     
  1233.08        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.197943E-004            NaN   18.0963                 NaN   9.75115        42.6819                 NaN   15.5492        4.48198     
  1230.58        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.210025E-004            NaN   18.0963                 NaN   9.75115        42.7341                 NaN   15.5744        4.40450     
  1228.07        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.223285E-004            NaN   18.0963                 NaN   9.75115        42.7870                 NaN   15.5999        4.32608     
  1225.56        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.237868E-004            NaN   18.0963                 NaN   9.75115        42.8406                 NaN   15.6257        4.24671     
  1223.06        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.253930E-004            NaN   18.0963                 NaN   9.75115        42.8948                 NaN   15.6519        4.16638     
  1220.55        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.271653E-004            NaN   18.0963                 NaN   9.75115        42.9496                 NaN   15.6783        4.08505     
  1218.05        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.291342E-004            NaN   18.0963                 NaN   9.75115        43.0052                 NaN   15.7051        4.00273     
  1215.54        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20538       0.313130E-004            NaN   18.0963                 NaN   9.75115        43.0614                 NaN   15.7322        3.91939     
  1213.03        2500.00                 NaN            NaN            NaN   6.22455        2.00954        1.20537       0.337342E-004            NaN   18.0963                 NaN   9.75115        43.1183                 NaN   15.7597        3.83502     
  1210.53        2500.00                 NaN            NaN            NaN   6.22455        2.00953        1.20537       0.364242E-004            NaN   18.0963                 NaN   9.75115        43.1759                 NaN   15.7875        3.74961     
  1208.02        2500.00                 NaN            NaN            NaN   6.22455        2.00953        1.20537       0.394214E-004            NaN   18.0963                 NaN   9.75115        43.2342                 NaN   15.8156        3.66313     
  1205.51        2500.00                 NaN            NaN            NaN   6.22455        2.00953        1.20537       0.427679E-004            NaN   18.0963                 NaN   9.75115        43.2933                 NaN   15.8441        3.57558     
  1203.01        2500.00                 NaN            NaN            NaN   6.22455        2.00953        1.20537       0.465106E-004            NaN   18.0963                 NaN   9.75115        43.3525                 NaN   15.8727        3.48777     
  1200.50        2500.00                 NaN            NaN            NaN   6.22455        2.00953        1.20536       0.507086E-004            NaN   18.0963                 NaN   9.75115        43.4133                 NaN   15.9021        3.39762     
  1197.99        2500.00                 NaN            NaN            NaN   6.22455        2.00953        1.20536       0.554244E-004            NaN   18.0963                 NaN   9.75115        43.4748                 NaN   15.9317        3.30646     
  1195.49        2500.00                 NaN            NaN            NaN   6.22455        2.00952        1.20536       0.607384E-004            NaN   18.0963                 NaN   9.75115        43.5370                 NaN   15.9617        3.21428     
  1192.98        2500.00                 NaN            NaN            NaN   5.51588        3.13537                 NaN            NaN            NaN   21.2494                 NaN   9.78087        42.4328                 NaN   15.4315        2.45416     
  1190.48        2500.00                 NaN            NaN            NaN   5.53572        3.12305                 NaN            NaN            NaN   21.2434                 NaN   9.80742        42.4762                 NaN   15.4621        2.35216     
  1187.97        2500.00                 NaN            NaN            NaN   5.55561        3.11061                 NaN            NaN            NaN   21.2377                 NaN   9.83399        42.5202                 NaN   15.4929        2.24897     
  1185.46        2500.00                 NaN            NaN            NaN   5.57553        3.09806                 NaN            NaN            NaN   21.2321                 NaN   9.86064        42.5648                 NaN   15.5242        2.14473     
  1182.96        2500.00                 NaN            NaN            NaN   5.59545        3.08554                 NaN            NaN            NaN   21.2268                 NaN   9.88720        42.6109                 NaN   15.5560        2.03815     
  1180.45        2500.00                 NaN            NaN            NaN   5.65672        2.98910                 NaN            NaN            NaN   21.4184                 NaN   9.88740        42.5048                 NaN   15.5970        1.94659     
  1177.94        2500.00                 NaN            NaN            NaN   5.67547        2.97649                 NaN            NaN            NaN   21.4182                 NaN   9.91363        42.5500                 NaN   15.6286        1.83769     
  1175.44        2500.00                 NaN            NaN            NaN   5.68137        2.97129                 NaN            NaN            NaN   21.4232                 NaN   9.94575        42.6018                 NaN   15.6549        1.72161     
  1172.93        2500.00                 NaN            NaN            NaN   5.70042        2.95830                 NaN            NaN            NaN   21.4238                 NaN   9.97183        42.6482                 NaN   15.6874        1.61011     
  1170.43        2500.00                 NaN            NaN            NaN   5.71951        2.94516                 NaN            NaN            NaN   21.4248                 NaN   9.99790        42.6951                 NaN   15.7202        1.49725     
  1167.92        2500.00                 NaN            NaN            NaN   5.70536        2.96811                 NaN            NaN            NaN   21.3989                 NaN   10.0185        42.7958                 NaN   15.7432        1.37025     
  1165.41        2500.00                 NaN            NaN            NaN   5.72425        2.95499                 NaN            NaN            NaN   21.4004                 NaN   10.0446        42.8447                 NaN   15.7767        1.25434     
  1162.91        2500.00                 NaN            NaN            NaN   5.77715        2.90488                 NaN            NaN            NaN   21.4305                 NaN   10.0763        42.8397                 NaN   15.8210        1.15044     
  1160.40        2500.00                 NaN            NaN            NaN   5.77586        2.90658                 NaN            NaN            NaN   21.4436                 NaN   10.0956        42.9045                 NaN   15.8494        1.02451     
  1157.89        2500.00                 NaN            NaN            NaN   5.78606        2.90756                 NaN            NaN            NaN   21.4199                 NaN   10.1229        42.9821                 NaN   15.8811       0.900278     
  1155.39        2500.00                 NaN            NaN            NaN   5.83359        2.86636                 NaN            NaN            NaN   21.4417                 NaN   10.1468        42.9941                 NaN   15.9263       0.791106     
  1152.88        2500.00                 NaN            NaN            NaN   5.86337        2.84298                 NaN            NaN            NaN   21.4429                 NaN   10.1808        43.0361                 NaN   15.9633       0.670656     
  1150.38        2500.00                 NaN            NaN            NaN   5.85532        2.84919                 NaN            NaN            NaN   21.4585                 NaN   10.2012        43.1083                 NaN   15.9914       0.536199     
  1147.87        2500.00                 NaN            NaN            NaN   5.89198        2.82192                 NaN            NaN            NaN   21.4552                 NaN   10.2341        43.1483                 NaN   16.0323       0.416147     
  1145.36        2500.00                 NaN            NaN            NaN   5.91411        2.80611                 NaN            NaN            NaN   21.4590                 NaN   10.2592        43.2010                 NaN   16.0705       0.290084     
  1142.86        2500.00                 NaN            NaN            NaN   5.90956        2.80869                 NaN            NaN            NaN   21.4775                 NaN   10.2809        43.2722                 NaN   16.0998       0.151243     
  1140.35        2500.00                 NaN            NaN            NaN   5.92697        2.79539                 NaN            NaN            NaN   21.4853                 NaN   10.3076        43.3287                 NaN   16.1366       0.194158E-001
  1137.84        2500.00                 NaN            NaN            NaN   5.96509        2.76593                 NaN            NaN            NaN   21.4817                 NaN   10.3426        43.2985                 NaN   16.1462                 NaN
  1135.34        2500.00                 NaN            NaN            NaN   5.96601        2.78330                 NaN            NaN            NaN   21.4082                 NaN   10.3776        43.3282                 NaN   16.1368                 NaN
  1132.83        2500.00                 NaN            NaN            NaN   6.01439        2.73710                 NaN            NaN            NaN   21.4463                 NaN   10.3968        43.2542                 NaN   16.1512                 NaN
