|6.6.6
Archiving\03_Data\frac/QFM_m2.25/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1130.33        2500.00                 NaN            NaN            NaN   4.04691        1.63192                 NaN            NaN            NaN   17.9163                 NaN   10.6145        47.7794                 NaN   18.0111                 NaN
  1127.82        2500.00                 NaN            NaN            NaN   4.05031        1.64000                 NaN            NaN            NaN   17.8897                 NaN   10.6557        47.7799                 NaN   17.9845                 NaN
  1125.31        2500.00                 NaN            NaN            NaN   4.05648        1.64147                 NaN            NaN            NaN   17.8738                 NaN   10.6821        47.7714                 NaN   17.9748                 NaN
  1122.81        2500.00                 NaN            NaN            NaN   4.10269        1.59112                 NaN            NaN            NaN   17.9684                 NaN   10.7103        47.6330                 NaN   17.9945                 NaN
  1120.30        2500.00                 NaN            NaN            NaN   4.11199        1.58375                 NaN            NaN            NaN   17.9841                 NaN   10.7383        47.5969                 NaN   17.9849                 NaN
  1117.79        2500.00                 NaN            NaN            NaN   4.09677        1.60471                 NaN            NaN            NaN   17.9346                 NaN   10.7680        47.6402                 NaN   17.9558                 NaN
  1115.29        2500.00                 NaN            NaN            NaN   4.14339        1.55889                 NaN            NaN            NaN   18.0104                 NaN   10.7983        47.5111                 NaN   17.9780                 NaN
  1112.78        2500.00                 NaN            NaN            NaN   4.12654        1.57953                 NaN            NaN            NaN   17.9748                 NaN   10.8313        47.5477                 NaN   17.9401                 NaN
  1110.28        2500.00                 NaN            NaN            NaN   4.13879        1.57306                 NaN            NaN            NaN   17.9737                 NaN   10.8615        47.5157                 NaN   17.9373                 NaN
  1107.77        2500.00                 NaN            NaN            NaN   4.15408        1.56187                 NaN            NaN            NaN   17.9847                 NaN   10.8912        47.4762                 NaN   17.9320                 NaN
  1105.26        2500.00                 NaN            NaN            NaN   4.16872        1.55090                 NaN            NaN            NaN   17.9967                 NaN   10.9219        47.4360                 NaN   17.9257                 NaN
  1102.76        2500.00                 NaN            NaN            NaN   4.21525        1.50448                 NaN            NaN            NaN   18.0798                 NaN   10.9571        47.3005                 NaN   17.9429                 NaN
  1100.25        2500.00                 NaN            NaN            NaN   4.23135        1.49139                 NaN            NaN            NaN   18.0909                 NaN   10.9880        47.2595                 NaN   17.9389                 NaN
  1097.74        2500.00                 NaN            NaN            NaN   4.24418        1.48090                 NaN            NaN            NaN   18.1131                 NaN   11.0172        47.2150                 NaN   17.9296                 NaN
  1095.24        2500.00                 NaN            NaN            NaN   4.26009        1.46847                 NaN            NaN            NaN   18.1233                 NaN   11.0488        47.1741                 NaN   17.9252                 NaN
  1092.73        2500.00                 NaN            NaN            NaN   4.23785        1.48727                 NaN            NaN            NaN   18.1258                 NaN   11.0829        47.1817                 NaN   17.8845                 NaN
  1090.23        2500.00                 NaN            NaN            NaN   4.29995        1.42937                 NaN            NaN            NaN   17.7453                 NaN   11.1729        47.2377                 NaN   18.1147                 NaN
  1087.72        2500.00                 NaN            NaN            NaN   4.30818        1.42950                 NaN            NaN            NaN   18.1813                 NaN   11.1432        47.0311                 NaN   17.9067                 NaN
  1085.21        2500.00                 NaN            NaN            NaN   4.39230        1.40770                 NaN            NaN            NaN   17.9924                 NaN   11.2122        47.0684                 NaN   17.9270                 NaN
  1082.71        2500.00                 NaN            NaN            NaN   4.18258        1.48931                 NaN            NaN            NaN   18.2648                 NaN   11.1914        47.0250                 NaN   17.8469                 NaN
  1080.20        2500.00                 NaN            NaN            NaN   4.24205        1.42801                 NaN            NaN            NaN   18.2802                 NaN   11.2983        46.8624                 NaN   17.8891                 NaN
  1077.69        2500.00                 NaN            NaN            NaN   4.36944        1.37898                 NaN            NaN            NaN   18.2609                 NaN   11.2739        46.8406                 NaN   17.8762                 NaN
  1075.19        2500.00                 NaN            NaN            NaN   4.38678        1.36435                 NaN            NaN            NaN   18.2835                 NaN   11.3061        46.7888                 NaN   17.8704                 NaN
  1072.68        2500.00                 NaN            NaN            NaN   4.39335        1.35729                 NaN            NaN            NaN   18.2911                 NaN   11.3390        46.7579                 NaN   17.8613                 NaN
  1070.18        2500.00                 NaN            NaN            NaN   4.41015        1.34393                 NaN            NaN            NaN   18.3339                 NaN   11.3743        46.6937                 NaN   17.8440                 NaN
  1067.67        2500.00                 NaN            NaN            NaN   4.39138        1.35843                 NaN            NaN            NaN   18.3411                 NaN   11.4117        46.6924                 NaN   17.8050                 NaN
  1065.16        2500.00                 NaN            NaN            NaN   4.41197        1.35008                 NaN            NaN            NaN   18.3252                 NaN   11.4348        46.6757                 NaN   17.8022                 NaN
  1062.66        2500.00                 NaN            NaN            NaN   4.44845        1.31300                 NaN            NaN            NaN   18.4008                 NaN   11.4893        46.5505                 NaN   17.7979                 NaN
  1060.15        2500.00                 NaN            NaN            NaN   4.51547        1.34003                 NaN            NaN            NaN   18.0506                 NaN   11.4655        46.7930                 NaN   17.8354                 NaN
  1057.64        2500.00                 NaN            NaN            NaN   4.53134        1.34515                 NaN            NaN            NaN   17.9916                 NaN   11.4792        46.8248                 NaN   17.8279                 NaN
  1055.14        2500.00                 NaN            NaN            NaN   4.50664        1.26153                 NaN            NaN            NaN   18.4831                 NaN   11.5801        46.3790                 NaN   17.7897                 NaN
  1052.63        2500.00                 NaN            NaN            NaN   4.71614       0.985871                 NaN            NaN            NaN   18.4596                 NaN   11.6687        46.1415       0.134138        17.8942                 NaN
  1050.13        2500.00                 NaN            NaN            NaN   5.21456       0.273167                 NaN            NaN            NaN   17.9054                 NaN   11.8501        45.8903       0.531662        18.3348                 NaN
  1047.62        2500.00                 NaN            NaN            NaN   5.47796       0.233057E-001            NaN            NaN            NaN   18.2849                 NaN   11.8928        45.4036       0.595646        18.3218                 NaN
  1045.11        2500.00                 NaN            NaN            NaN   5.43415                 NaN            NaN            NaN            NaN   17.8917                 NaN   11.9532        45.6335       0.657361        18.4300                 NaN
  1042.61        2500.00                 NaN            NaN            NaN   5.43106                 NaN            NaN            NaN            NaN   17.6801       0.216623        11.9606        45.6269       0.659214        18.4256                 NaN
  1040.10        2500.00                 NaN            NaN            NaN   5.48982                 NaN            NaN            NaN            NaN   18.3700                 NaN   11.9714        45.2738       0.598227        18.2967                 NaN
  1037.59        2500.00                 NaN            NaN            NaN   5.43231                 NaN            NaN            NaN            NaN   17.2594       0.689789        12.0007        45.5671       0.654646        18.3960                 NaN
  1035.09        2500.00                 NaN            NaN            NaN   5.43254                 NaN            NaN            NaN            NaN   17.0463       0.925580        12.0153        45.5442       0.653307        18.3828                 NaN
  1032.58        2500.00                 NaN            NaN            NaN   5.48046                 NaN            NaN            NaN            NaN   17.9713                 NaN   12.0263        45.5359       0.645973        18.3400                 NaN
  1030.08        2500.00                 NaN            NaN            NaN   5.44002                 NaN            NaN            NaN            NaN   16.6253        1.36656        12.0468        45.5140       0.649511        18.3579                 NaN
  1027.57        2500.00                 NaN            NaN            NaN   5.42599                 NaN            NaN            NaN            NaN   18.1507                 NaN   12.0785        45.3885       0.636795        18.3195                 NaN
  1025.06        2500.00                 NaN            NaN            NaN   5.45359                 NaN            NaN            NaN            NaN   18.1428                 NaN   12.0974        45.3849       0.632344        18.2889                 NaN
  1022.56        2500.00                 NaN            NaN            NaN   5.46147                 NaN            NaN            NaN            NaN   18.1407                 NaN   12.1310        45.3624       0.630360        18.2741                 NaN
  1020.05        2500.00                 NaN            NaN            NaN   5.45000                 NaN            NaN            NaN            NaN   18.1230                 NaN   12.1424        45.3635       0.633163        18.2879                 NaN
  1017.54        2500.00                 NaN            NaN            NaN   5.52245                 NaN            NaN            NaN            NaN   18.5563                 NaN   12.1511        45.0252       0.573028        18.1720                 NaN
  1015.04        2500.00                 NaN            NaN            NaN   5.52234                 NaN            NaN            NaN            NaN   18.6043                 NaN   12.1850        44.9765       0.569702        18.1422                 NaN
  1012.53        2500.00                 NaN            NaN            NaN   5.52461                 NaN            NaN            NaN            NaN   18.6400                 NaN   12.2171        44.9352       0.566779        18.1163                 NaN
  1010.03        2500.00                 NaN            NaN            NaN   5.43035                 NaN            NaN            NaN            NaN   18.3411                 NaN   12.2182        45.1812       0.616637        18.2125                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN   4.52061                 NaN            NaN            NaN   30.7386                 NaN   4.44177        46.8534       0.178473        13.2671                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN   4.52808                 NaN            NaN            NaN   30.8643                 NaN   4.45953        46.7675       0.172276        13.2084                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN   4.53300                 NaN            NaN            NaN   30.9520                 NaN   4.48302        46.6992       0.166625        13.1661                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   4.53101                 NaN            NaN            NaN   31.0719                 NaN   4.53815        46.5800       0.159806        13.1191                 NaN
