|6.6.6
Archiving\03_Data\eqLP/QFM_m2.25/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ab            
  1817.31        500.000        99.3196       0.680421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.3195       0.680498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.3194       0.680575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.3193       0.680653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.3128       0.680740       0.648340E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.2989       0.680837       0.202834E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.2852       0.680934       0.338941E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.2715       0.681031       0.475089E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.2583       0.681128       0.605229E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.2452       0.681224       0.735408E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.2321       0.681320       0.865626E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.2190       0.681416       0.995881E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.2059       0.681513       0.112617                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.1927       0.681609       0.125651                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.1796       0.681705       0.138688                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.1665       0.681802       0.151729                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.1539       0.681897       0.164160                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.1414       0.681992       0.176595                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.1290       0.682087       0.188880                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        98.5432       0.682404       0.201046       0.573355                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        97.7737       0.682789       0.212912        1.33061                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        97.0033       0.683173       0.224790        2.08870                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        96.2322       0.683555       0.236682        2.84760                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        95.4602       0.683935       0.248585        3.60731                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        94.6786       0.684318       0.259814        4.37732                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        93.8961       0.684698       0.271055        5.14814                 NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        93.1128       0.685076       0.282308        5.91977                 NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        92.3288       0.685452       0.293572        6.69221                 NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        91.5439       0.685827       0.304847        7.46544                 NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        90.7582       0.686199       0.316134        8.23947                 NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        89.9717       0.686568       0.327431        9.01428                 NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        89.1845       0.686936       0.338740        9.78986                 NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        88.4004       0.687300       0.349138        10.5631                 NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        87.6156       0.687661       0.359546        11.3372                 NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        86.8301       0.688021       0.369963        12.1119                 NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        86.0438       0.688378       0.380390        12.8874                 NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        85.2568       0.688732       0.390826        13.6637                 NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        84.4690       0.689084       0.401271        14.4406                 NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        83.6805       0.689434       0.411726        15.2183                 NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        82.8914       0.689781       0.422189        15.9967                 NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        82.1299       0.690114       0.431816        16.7482                 NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        81.3677       0.690445       0.441450        17.5004                 NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        80.6050       0.690774       0.451092        18.2532                 NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        79.8416       0.691100       0.460741        19.0066                 NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        79.0776       0.691423       0.470398        19.7606                 NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        78.3130       0.691743       0.480061        20.5152                 NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        77.5478       0.692061       0.489732        21.2704                 NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        76.7820       0.692377       0.499410        22.0262                 NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        76.0688       0.692671       0.508214        22.7303                 NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        75.3551       0.692963       0.517023        23.4349                 NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        74.6409       0.693252       0.525838        24.1400                 NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        73.9262       0.693539       0.534659        24.8456                 NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        73.2111       0.693823       0.543484        25.5516                 NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        72.4955       0.694104       0.552315        26.2581                 NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        71.7795       0.694383       0.561150        26.9650                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        71.0630       0.694658       0.569990        27.6723                 NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        70.4013       0.694912       0.578295        28.3255                 NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        69.7392       0.695162       0.586605        28.9790                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        69.0768       0.695411       0.594917        29.6328                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        68.4141       0.695656       0.603234        30.2870                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        66.9672       0.696795       0.609147        30.5255        1.20137                 NaN            NaN            NaN            NaN
  1621.79        500.000        65.2043       0.698309       0.613214        30.5734        2.91081                 NaN            NaN            NaN            NaN
  1618.59        500.000        63.5394       0.699748       0.616558        30.6094        4.53486                 NaN            NaN            NaN            NaN
  1615.38        500.000        61.8678       0.701191       0.619914        30.6456        6.16554                 NaN            NaN            NaN            NaN
  1612.18        500.000        60.4584       0.702436       0.620810        30.6512        7.56716                 NaN            NaN            NaN            NaN
  1608.97        500.000        59.0441       0.703685       0.621707        30.6568        8.97370                 NaN            NaN            NaN            NaN
  1605.77        500.000        57.6249       0.704936       0.622607        30.6623        10.3852                 NaN            NaN            NaN            NaN
  1602.56        500.000        56.2008       0.706191       0.623509        30.6679        11.8016                 NaN            NaN            NaN            NaN
  1599.36        500.000        54.7717       0.707450       0.624413        30.6734        13.2230                 NaN            NaN            NaN            NaN
  1596.15        500.000        53.3377       0.708711       0.625319        30.6788        14.6495                 NaN            NaN            NaN            NaN
  1592.95        500.000        51.8986       0.709976       0.626228        30.6843        16.0809                 NaN            NaN            NaN            NaN
  1589.74        500.000        50.4546       0.711243       0.627138        30.6897        17.5174                 NaN            NaN            NaN            NaN
  1586.54        500.000        49.2848       0.712307       0.624114        30.6679        18.7109                 NaN            NaN            NaN            NaN
  1583.33        500.000        48.1116       0.713373       0.621080        30.6460        19.9080                 NaN            NaN            NaN            NaN
  1580.13        500.000        46.9349       0.714441       0.618035        30.6240        21.1086                 NaN            NaN            NaN            NaN
  1576.92        500.000        45.7549       0.715511       0.614981        30.6019        22.3127                 NaN            NaN            NaN            NaN
  1573.72        500.000        44.5715       0.716584       0.611917        30.5797        23.5203                 NaN            NaN            NaN            NaN
  1570.51        500.000        43.3846       0.717658       0.608843        30.5574        24.7315                 NaN            NaN            NaN            NaN
  1567.31        500.000        42.1943       0.718736       0.605759        30.5350        25.9462                 NaN            NaN            NaN            NaN
  1564.10        500.000        41.0005       0.719815       0.602665        30.5125        27.1645                 NaN            NaN            NaN            NaN
  1560.90        500.000        39.9263       0.720809       0.594238        30.4886        28.2700                 NaN            NaN            NaN            NaN
  1557.69        500.000        38.8493       0.721804       0.585788        30.4647        29.3784                 NaN            NaN            NaN            NaN
  1554.49        500.000        37.7694       0.722802       0.577313        30.4406        30.4898                 NaN            NaN            NaN            NaN
  1551.28        500.000        36.6867       0.723802       0.568815        30.4165        31.6042                 NaN            NaN            NaN            NaN
  1548.08        500.000        35.6011       0.724804       0.560292        30.3923        32.7216                 NaN            NaN            NaN            NaN
  1544.87        500.000        34.5126       0.725807       0.551745        30.3679        33.8420                 NaN            NaN            NaN            NaN
  1541.67        500.000        33.4212       0.726813       0.543174        30.3435        34.9653                 NaN            NaN            NaN            NaN
  1538.46        500.000        32.3269       0.727821       0.534578        30.3190        36.0917                 NaN            NaN            NaN            NaN
  1535.26        500.000        31.2589       0.728804       0.521632        30.3069        37.1838                 NaN            NaN            NaN            NaN
  1532.05        500.000        30.1882       0.729789       0.508650        30.2947        38.2786                 NaN            NaN            NaN            NaN
  1528.85        500.000        28.8697       0.731022       0.502855        30.2775        38.3503        1.26871                 NaN            NaN            NaN
  1525.64        500.000        27.4320       0.732361       0.503096        30.2622        37.8116        3.25877                 NaN            NaN            NaN
  1522.44        500.000        25.7513       0.733967       0.481362        30.3247        38.9265        1.22973        2.55235                 NaN            NaN
  1519.23        500.000        24.1655       0.735490       0.457858        30.3912        40.0517        1.69749        2.50079                 NaN            NaN
  1516.03        500.000        24.1643       0.735512       0.457876        30.3917        40.0523        1.69752        2.50082                 NaN            NaN
  1512.82        500.000        21.3513       0.738207       0.417775        30.4951        41.5249       0.963287        4.50945                 NaN            NaN
  1509.62        500.000        21.3502       0.738227       0.417790        30.4956        41.5255       0.963300        4.50950                 NaN            NaN
  1506.41        500.000        21.3491       0.738247       0.417805        30.4960        41.5260       0.963313        4.50956                 NaN            NaN
  1503.21        500.000        21.3480       0.738268       0.417821        30.4964        41.5266       0.963327        4.50961                 NaN            NaN
  1500.00        500.000        21.3469       0.738288       0.417836        30.4968        41.5271       0.963340        4.50967                 NaN            NaN
  1496.79        500.000        21.3458       0.738308       0.417851        30.4973        41.5277       0.963354        4.50972                 NaN            NaN
  1493.59        500.000        21.3447       0.738329       0.417867        30.4977        41.5283       0.963367        4.50978                 NaN            NaN
  1490.38        500.000        21.3436       0.738349       0.417882        30.4981        41.5288       0.963381        4.50983                 NaN            NaN
  1487.18        500.000        13.2054       0.746192       0.325311        30.6251        42.2070        9.09858        3.79240                 NaN            NaN
  1483.97        500.000        13.2047       0.746208       0.325322        30.6253        42.2073        9.09864        3.79243                 NaN            NaN
  1480.77        500.000        13.2040       0.746224       0.325332        30.6256        42.2076        9.09870        3.79246                 NaN            NaN
  1477.56        500.000        13.2034       0.746239       0.325343        30.6258        42.2080        9.09875        3.79250                 NaN            NaN
  1474.36        500.000        13.2027       0.746255       0.325353        30.6261        42.2083        9.09881        3.79253                 NaN            NaN
  1471.15        500.000        13.2020       0.746271       0.325363        30.6263        42.2086        9.09887        3.79256                 NaN            NaN
  1467.95        500.000        13.2013       0.746287       0.325374        30.6266        42.2090        9.09893        3.79260                 NaN            NaN
  1464.74        500.000        13.2006       0.746302       0.325384        30.6268        42.2093        9.09899        3.79263                 NaN            NaN
  1461.54        500.000        8.32378       0.751214       0.276503        30.5520        41.7852        11.8707        6.44065                 NaN            NaN
  1458.33        500.000        8.32338       0.751227       0.276511        30.5521        41.7853        11.8708        6.44069                 NaN            NaN
  1455.13        500.000        8.32298       0.751240       0.276519        30.5522        41.7855        11.8708        6.44072                 NaN            NaN
  1451.92        500.000        8.32258       0.751253       0.276528        30.5524        41.7857        11.8708        6.44076                 NaN            NaN
  1448.72        500.000        8.32217       0.751266       0.276536        30.5525        41.7859        11.8709        6.44080                 NaN            NaN
  1445.51        500.000        8.32177       0.751278       0.276544        30.5526        41.7861        11.8709        6.44083                 NaN            NaN
  1442.31        500.000        8.32137       0.751291       0.276552        30.5527        41.7863        11.8709        6.44087                 NaN            NaN
  1439.10        500.000        8.32096       0.751304       0.276560        30.5529        41.7864        11.8710        6.44091                 NaN            NaN
  1435.90        500.000        5.39234       0.754490       0.245957        30.4196        42.0049        7.35391        13.8288                 NaN            NaN
  1432.69        500.000        5.39212       0.754501       0.245964        30.4196        42.0050        7.35394        13.8288                 NaN            NaN
  1429.49        500.000        5.39190       0.754512       0.245971        30.4197        42.0051        7.35397        13.8288                 NaN            NaN
  1426.28        500.000        5.39167       0.754523       0.245978        30.4197        42.0052        7.35400        13.8288                 NaN            NaN
  1423.08        500.000        5.39145       0.754534       0.245985        30.4198        42.0054        7.35403        13.8289                 NaN            NaN
  1419.87        500.000        5.39122       0.754545       0.245992        30.4198        42.0055        7.35406        13.8289                 NaN            NaN
  1416.67        500.000        5.39100       0.754556       0.245999        30.4199        42.0056        7.35410        13.8289                 NaN            NaN
  1413.46        500.000        5.39077       0.754567       0.246006        30.4199        42.0057        7.35413        13.8289                 NaN            NaN
  1410.26        500.000        3.51120       0.756817       0.236340        30.2560        42.4100        7.57180        15.2579                 NaN            NaN
  1407.05        500.000        3.51108       0.756827       0.236346        30.2560        42.4100        7.57183        15.2579                 NaN            NaN
  1403.85        500.000        3.51096       0.756837       0.236353        30.2560        42.4101        7.57186        15.2579                 NaN            NaN
  1400.64        500.000        3.51084       0.756846       0.236359        30.2560        42.4102        7.57188        15.2579                 NaN            NaN
  1397.44        500.000        3.51072       0.756856       0.236366        30.2560        42.4102        7.57191        15.2579                 NaN            NaN
  1394.23        500.000        3.51060       0.756866       0.236372        30.2560        42.4103        7.57194        15.2579                 NaN            NaN
  1391.03        500.000        3.51047       0.756876       0.236379        30.2561        42.4104        7.57196        15.2579                 NaN            NaN
  1387.82        500.000        3.51035       0.756886       0.236385        30.2561        42.4104        7.57199        15.2579                 NaN            NaN
  1384.62        500.000        2.16768       0.758672       0.242933        30.0719        42.8457        16.3572        7.55592                 NaN            NaN
  1381.41        500.000        2.16762       0.758681       0.242939        30.0719        42.8457        16.3572        7.55594                 NaN            NaN
  1378.21        500.000        2.16756       0.758690       0.242946        30.0719        42.8458        16.3572        7.55596                 NaN            NaN
  1375.00        500.000        2.16750       0.758699       0.242952        30.0719        42.8458        16.3572        7.55599                 NaN            NaN
  1371.79        500.000        2.16744       0.758708       0.242959        30.0719        42.8459        16.3571        7.55601                 NaN            NaN
  1368.59        500.000        2.16738       0.758717       0.242965        30.0718        42.8459        16.3571        7.55604                 NaN            NaN
  1365.38        500.000        2.16732       0.758726       0.242972        30.0718        42.8460        16.3571        7.55607                 NaN            NaN
  1362.18        500.000        2.16726       0.758735       0.242978        30.0718        42.8460        16.3571        7.55609                 NaN            NaN
  1358.97        500.000        1.12675       0.760260       0.264780        29.8670        43.2633        17.2424        7.47550                 NaN            NaN
  1355.77        500.000        1.12672       0.760268       0.264787        29.8670        43.2633        17.2424        7.47552                 NaN            NaN
  1352.56        500.000        1.12670       0.760277       0.264794        29.8670        43.2633        17.2424        7.47555                 NaN            NaN
  1349.36        500.000        1.12668       0.760285       0.264801        29.8669        43.2634        17.2424        7.47557                 NaN            NaN
  1346.15        500.000        1.12665       0.760294       0.264808        29.8669        43.2634        17.2424        7.47560                 NaN            NaN
  1342.95        500.000        1.12663       0.760302       0.264815        29.8669        43.2634        17.2423        7.47562                 NaN            NaN
  1339.74        500.000        1.12660       0.760311       0.264822        29.8668        43.2635        17.2423        7.47565                 NaN            NaN
  1336.54        500.000        1.12658       0.760319       0.264829        29.8668        43.2635        17.2423        7.47567                 NaN            NaN
  1333.33        500.000       0.251927       0.761720       0.297376        29.6471        43.6824        17.9864        7.37306                 NaN            NaN
  1330.13        500.000       0.251923       0.761728       0.297384        29.6470        43.6825        17.9864        7.37308                 NaN            NaN
  1326.92        500.000       0.401893E-001  0.762079       0.308817        29.5813        43.7759        18.1670        7.36469                 NaN            NaN
  1323.72        500.000                 NaN  0.762161       0.313787        29.5676        43.8265        7.31957        18.2104                 NaN            NaN
  1320.51        500.000                 NaN  0.762177       0.319634        29.5628        43.8653        18.2195        7.27059                 NaN            NaN
  1317.31        500.000                 NaN  0.762185       0.319643        29.5627        43.8653        18.2195        7.27061                 NaN            NaN
  1314.10        500.000                 NaN  0.762192       0.319651        29.5627        43.8653        18.2195        7.27064                 NaN            NaN
  1310.90        500.000                 NaN  0.762200       0.319660        29.5626        43.8654        18.2195        7.27066                 NaN            NaN
  1307.69        500.000                 NaN  0.762241       0.341538        29.5455        44.0313        18.2641        7.05532                 NaN            NaN
  1304.49        500.000                 NaN  0.762249       0.341547        29.5455        44.0313        18.2641        7.05534                 NaN            NaN
  1301.28        500.000                 NaN  0.762257       0.341556        29.5454        44.0313        18.2640        7.05537                 NaN            NaN
  1298.08        500.000                 NaN  0.762265       0.341565        29.5454        44.0314        18.2640        7.05539                 NaN            NaN
  1294.87        500.000                 NaN  0.762272       0.341574        29.5453        44.0314        18.2640        7.05542                 NaN            NaN
  1291.67        500.000                 NaN  0.762280       0.341583        29.5453        44.0315        18.2640        7.05545                 NaN            NaN
  1288.46        500.000                 NaN  0.762287       0.341592        29.5452        44.0315        18.2640        7.05547                 NaN            NaN
  1285.26        500.000                 NaN  0.762295       0.341601        29.5451        44.0315        18.2639        7.05550                 NaN            NaN
  1282.05        500.000                 NaN  0.762370       0.388638        29.5081        44.3217        6.66927        18.3499                 NaN            NaN
  1278.85        500.000                 NaN  0.762378       0.388648        29.5080        44.3217        6.66930        18.3499                 NaN            NaN
  1275.64        500.000                 NaN  0.762385       0.388659        29.5080        44.3218        6.66933        18.3499                 NaN            NaN
  1272.44        500.000                 NaN  0.762393       0.388669        29.5079        44.3218        6.66935        18.3498                 NaN            NaN
  1269.23        500.000                 NaN  0.762400       0.388679        29.5078        44.3219        6.66938        18.3498                 NaN            NaN
  1266.03        500.000                 NaN  0.762408       0.388689        29.5078        44.3219        6.66941        18.3498                 NaN            NaN
  1262.82        500.000                 NaN  0.762415       0.388699        29.5077        44.3220        6.66943        18.3498                 NaN            NaN
  1259.62        500.000                 NaN  0.762422       0.388709        29.5076        44.3220        6.66946        18.3497                 NaN            NaN
  1256.41        500.000                 NaN  0.762500       0.439363        29.4678        44.5758        18.4198        6.33473                 NaN            NaN
  1253.21        500.000                 NaN  0.762507       0.439375        29.4678        44.5758        18.4198        6.33475                 NaN            NaN
  1250.00        500.000                 NaN  0.762515       0.439386        29.4677        44.5759        18.4198        6.33478                 NaN            NaN
  1246.79        500.000                 NaN  0.762522       0.439397        29.4676        44.5759        18.4197        6.33481                 NaN            NaN
  1243.59        500.000                 NaN  0.762564       0.466648        29.4452        44.6832        18.4638        6.17851                 NaN            NaN
  1240.38        500.000                 NaN  0.762564       0.473882        29.4428        44.6939        18.4595        6.15753       0.985933E-002            NaN
  1237.18        500.000                 NaN  0.762553       0.479703        29.4459        44.7032        18.4492        6.13081       0.286373E-001            NaN
  1233.97        500.000                 NaN  0.762560       0.479716        29.4458        44.7032        18.4492        6.13084       0.286390E-001            NaN
  1230.77        500.000                 NaN  0.762533       0.491445        29.4527        44.7172        18.4272        6.08282       0.661598E-001            NaN
  1227.56        500.000                 NaN  0.762540       0.491458        29.4526        44.7172        18.4272        6.08284       0.661636E-001            NaN
  1224.36        500.000                 NaN  0.762547       0.491471        29.4525        44.7173        18.4272        6.08287       0.661675E-001            NaN
  1221.15        500.000                 NaN  0.762554       0.491483        29.4524        44.7173        18.4271        6.08290       0.661714E-001            NaN
  1217.95        500.000                 NaN  0.762561       0.491496        29.4523        44.7174        18.4271        6.08293       0.661753E-001            NaN
  1214.74        500.000                 NaN  0.762568       0.491508        29.4523        44.7174        18.4271        6.08295       0.661792E-001            NaN
  1211.54        500.000                 NaN  0.762574       0.491521        29.4522        44.7175        18.4271        6.08298       0.661831E-001            NaN
  1208.33        500.000                 NaN  0.762581       0.491533        29.4521        44.7176        18.4270        6.08301       0.661870E-001            NaN
  1205.13        500.000                 NaN  0.762456       0.538677        29.4764        44.7759        18.3472        5.88851       0.210834                 NaN
  1201.92        500.000                 NaN  0.762462       0.538690        29.4764        44.7759        18.3472        5.88854       0.210846                 NaN
  1198.72        500.000                 NaN  0.762469       0.538704        29.4763        44.7760        18.3471        5.88857       0.210859                 NaN
  1195.51        500.000                 NaN  0.762476       0.538718        29.4762        44.7760        18.3471        5.88860       0.210871                 NaN
  1192.31        500.000                 NaN  0.762482       0.538731        29.4761        44.7761        18.3471        5.88862       0.210883                 NaN
  1189.10        500.000                 NaN  0.762489       0.538745        29.4760        44.7762        18.3470        5.88865       0.210896                 NaN
  1185.90        500.000                 NaN  0.762495       0.538758        29.4759        44.7762        18.3470        5.88868       0.210908                 NaN
  1182.69        500.000                 NaN  0.762502       0.538772        29.4759        44.7763        18.3470        5.88871       0.210920                 NaN
  1179.49        500.000                 NaN  0.762391       0.588335        29.4915        44.8326        18.2765        5.70506       0.343656                 NaN
  1176.28        500.000                 NaN  0.762397       0.588349        29.4914        44.8326        18.2765        5.70508       0.343676                 NaN
  1173.08        500.000                 NaN  0.762404       0.588364        29.4913        44.8327        18.2765        5.70511       0.343696                 NaN
  1169.87        500.000                 NaN  0.762410       0.588379        29.4912        44.8327        18.2764        5.70514       0.343716                 NaN
  1166.67        500.000                 NaN  0.762416       0.588393        29.4911        44.8328        18.2764        5.70517       0.343736                 NaN
  1163.46        500.000                 NaN  0.762423       0.588408        29.4910        44.8329        18.2763        5.70520       0.343756                 NaN
