|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.92960        5.37447                 NaN   7.07402        42.9367       0.328701        41.3565     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.06040        5.24702                 NaN   7.07748        42.9284       0.327746        41.3589     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN  0.396442                 NaN            NaN   7.66307       0.539048E-005            NaN   6.97289        43.0744       0.355702        41.5375     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN  0.439456                 NaN            NaN   7.59139       0.637962E-005            NaN   6.96664        43.0874       0.357883        41.5573     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN  0.481314                 NaN            NaN   7.52155       0.747675E-005            NaN   6.96053        43.1000       0.360024        41.5765     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.74904        3.59778                 NaN   7.11153        42.8499       0.317674        41.3740     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.30340        2.05705                 NaN   7.12308        42.8237       0.314347        41.3784     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.988165E-001   8.26451                 NaN   7.12612        42.8164       0.313542        41.3807     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.87070        4.48783                 NaN   7.12301        42.8226       0.314434        41.3814     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.57159        4.79080                 NaN   7.12685        42.8136       0.313344        41.3838     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.39457        3.93939                 NaN   7.10877        42.8590       0.319227        41.3791     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.53594        6.84371                 NaN   7.14204        42.7789       0.308795        41.3906     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.08143        4.25859                 NaN   7.11310        42.8452       0.318086        41.3836     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11349        7.27900                 NaN   7.15246        42.7527       0.305646        41.3967     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.304096        1.74196        6.33208        7.14234        42.7749       0.309258        41.3954     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60840       0.790946                 NaN   7.15861        42.7367       0.303934        41.4014     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.425913E-001   8.36844                 NaN   7.16835        42.7144       0.300825        41.4054     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.294390        8.12140                 NaN   7.17251        42.7040       0.299584        41.4081     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.03577       0.373276                 NaN   7.16796        42.7134       0.301296        41.4083     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.49836        4.87688       0.752546E-003   7.14558        42.7671       0.308508        41.4028     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   1.16177                 NaN            NaN  0.823123        5.47332                 NaN   6.85463        43.4133       0.406128        41.8678     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   1.17223                 NaN            NaN  0.779539        5.50285                 NaN   6.85474        43.4096       0.406125        41.8749     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   1.18250                 NaN            NaN  0.736473        5.53220                 NaN   6.85489        43.4059       0.406111        41.8820     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   1.19260                 NaN            NaN  0.694010        5.56122                 NaN   6.85506        43.4021       0.406088        41.8889     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.20253                 NaN            NaN  0.652157        5.58992                 NaN   6.85525        43.3982       0.406056        41.8959     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   1.21227                 NaN            NaN  0.610672        5.61860                 NaN   6.85549        43.3943       0.406010        41.9027     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   1.22186                 NaN            NaN  0.569775        5.64695                 NaN   6.85575        43.3902       0.405956        41.9095     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   1.23128                 NaN            NaN  0.529327        5.67515                 NaN   6.85605        43.3861       0.405890        41.9162     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   1.24056                 NaN            NaN  0.489455        5.70302                 NaN   6.85637        43.3819       0.405815        41.9229     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   1.24968                 NaN            NaN  0.450026        5.73073                 NaN   6.85673        43.3777       0.405730        41.9294     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   1.25863                 NaN            NaN  0.410874        5.75848                 NaN   6.85712        43.3733       0.405630        41.9360     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   1.26744                 NaN            NaN  0.372115        5.78610                 NaN   6.85755        43.3688       0.405520        41.9424     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   1.27613                 NaN            NaN  0.333968        5.81332                 NaN   6.85801        43.3643       0.405402        41.9489     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   1.28464                 NaN            NaN  0.295966        5.84071                 NaN   6.85851        43.3597       0.405269        41.9552     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   1.29304                 NaN            NaN  0.258429        5.86787                 NaN   6.85903        43.3550       0.405126        41.9616     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   1.30130                 NaN            NaN  0.221239        5.89493                 NaN   6.85960        43.3501       0.404971        41.9678     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   1.30944                 NaN            NaN  0.184464        5.92180                 NaN   6.86019        43.3453       0.404807        41.9740     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   1.31744                 NaN            NaN  0.147934        5.94869                 NaN   6.86083        43.3403       0.404631        41.9802     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   1.32533                 NaN            NaN  0.111751        5.97546                 NaN   6.86150        43.3352       0.404443        41.9863     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   1.33309                 NaN            NaN  0.758545E-001   6.00219                 NaN   6.86220        43.3300       0.404243        41.9924     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   1.34073                 NaN            NaN  0.402361E-001   6.02887                 NaN   6.86295        43.3247       0.404032        41.9985     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   1.34826                 NaN            NaN  0.492834E-002   6.05546                 NaN   6.86372        43.3193       0.403810        42.0045     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   1.35974                 NaN            NaN   6.04329                 NaN            NaN   6.86297        43.3182       0.404107        42.0117     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   1.32205                 NaN            NaN   6.12996       0.261207E-004            NaN   6.88496        43.2633       0.396843        42.0028     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.38489                 NaN            NaN   6.00694                 NaN            NaN   6.86164        43.3140       0.404709        42.0278     
