|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19264        7.08384                 NaN   7.32802        40.9276       0.582893        39.8850     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN  0.645714                 NaN            NaN   10.3595       0.740409E-005            NaN   7.22133        41.0765       0.632773        40.0641     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN  0.715841                 NaN            NaN   10.2580       0.876046E-005            NaN   7.21517        41.0914       0.636701        40.0829     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN  0.784098                 NaN            NaN   10.1591       0.102643E-004            NaN   7.20914        41.1060       0.640557        40.1011     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.41308        4.90883                 NaN   7.36345        40.8570       0.565067        39.8925     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.55350        2.78412                 NaN   7.37543        40.8329       0.559168        39.8948     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.134915        11.2061                 NaN   7.37865        40.8272       0.557760        39.8954     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.21837        6.11729                 NaN   7.37555        40.8346       0.559375        39.8948     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.81283        6.52735                 NaN   7.37961        40.8272       0.557459        39.8955     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.91786        5.39072                 NaN   7.36109        40.8723       0.567958        39.8900     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.06601        9.29415                 NaN   7.39543        40.7964       0.549409        39.8986     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.49013        5.82455                 NaN   7.36578        40.8621       0.565980        39.8915     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.49635        9.87865                 NaN   7.40634        40.7737       0.543850        39.9011     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.415755        2.34234        8.60059        7.39600        40.7964       0.550304        39.8986     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3059        1.07715                 NaN   7.41285        40.7608       0.540848        39.9024     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.571862E-001   11.3393                 NaN   7.42298        40.7406       0.535337        39.9045     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.395157        11.0069                 NaN   7.42736        40.7319       0.533150        39.9055     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8858       0.508619                 NaN   7.42275        40.7423       0.536222        39.9043     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.69465        6.66102       0.101433E-002   7.39986        40.7958       0.549096        39.8985     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   1.89678                 NaN            NaN   1.09396        7.34901                 NaN   7.10507        41.4500       0.723530        40.3816     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   1.91397                 NaN            NaN   1.03595        7.38611                 NaN   7.10530        41.4480       0.723559        40.3871     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   1.93084                 NaN            NaN  0.978633        7.42297                 NaN   7.10556        41.4459       0.723568        40.3925     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   1.94744                 NaN            NaN  0.922129        7.45943                 NaN   7.10584        41.4437       0.723561        40.3979     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.96377                 NaN            NaN  0.866444        7.49546                 NaN   7.10615        41.4415       0.723538        40.4032     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   1.97979                 NaN            NaN  0.811258        7.53147                 NaN   7.10650        41.4391       0.723491        40.4084     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   1.99555                 NaN            NaN  0.756861        7.56706                 NaN   7.10688        41.4367       0.723427        40.4135     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.01105                 NaN            NaN  0.703071        7.60244                 NaN   7.10729        41.4342       0.723344        40.4186     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.02631                 NaN            NaN  0.650055        7.63741                 NaN   7.10773        41.4316       0.723244        40.4236     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   2.04133                 NaN            NaN  0.597635        7.67216                 NaN   7.10820        41.4290       0.723125        40.4286     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   2.05606                 NaN            NaN  0.545593        7.70697                 NaN   7.10871        41.4262       0.722981        40.4334     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   2.07056                 NaN            NaN  0.494081        7.74162                 NaN   7.10926        41.4234       0.722818        40.4383     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   2.08486                 NaN            NaN  0.443391        7.77573                 NaN   7.10983        41.4205       0.722640        40.4431     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   2.09889                 NaN            NaN  0.392902        7.81008                 NaN   7.11044        41.4175       0.722436        40.4478     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   2.11272                 NaN            NaN  0.343040        7.84412                 NaN   7.11109        41.4144       0.722215        40.4524     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   2.12633                 NaN            NaN  0.293646        7.87803                 NaN   7.11178        41.4112       0.721972        40.4571     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   2.13975                 NaN            NaN  0.244814        7.91169                 NaN   7.11249        41.4079       0.721713        40.4616     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   2.15294                 NaN            NaN  0.196314        7.94537                 NaN   7.11324        41.4046       0.721431        40.4661     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   2.16594                 NaN            NaN  0.148284        7.97889                 NaN   7.11403        41.4011       0.721128        40.4706     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   2.17875                 NaN            NaN  0.100643        8.01236                 NaN   7.11486        41.3975       0.720805        40.4751     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   2.19135                 NaN            NaN  0.533799E-001   8.04576                 NaN   7.11573        41.3939       0.720461        40.4794     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.20378                 NaN            NaN  0.653764E-002   8.07904                 NaN   7.11663        41.3901       0.720097        40.4838     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   2.22262                 NaN            NaN   8.06065                 NaN            NaN   7.11597        41.3906       0.720663        40.4895     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   2.15963                 NaN            NaN   8.17839       0.357745E-004            NaN   7.13856        41.3379       0.707709        40.4778     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   2.26252                 NaN            NaN   8.00850                 NaN            NaN   7.11485        41.3898       0.721808        40.5025     
