|6.6.6
Archiving\03_Data\frac/QFM_m3.25/ALH/ALH_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1917.29        2500.00        99.5445                 NaN  0.455531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.5445                 NaN  0.455531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.5445                 NaN  0.455530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.5445                 NaN  0.455529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.5445                 NaN  0.455529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.5445                 NaN  0.455528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.5445                 NaN  0.455528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4836                 NaN  0.455527       0.609202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3341                 NaN            NaN  0.665935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3375                 NaN            NaN  0.662541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3402                 NaN            NaN  0.659777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3441                 NaN            NaN  0.655909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3474                 NaN            NaN  0.652646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3488                 NaN            NaN  0.651247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3546                 NaN            NaN  0.645416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3571                 NaN            NaN  0.642934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3566                 NaN            NaN  0.643397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3616                 NaN            NaN  0.638416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3609                 NaN            NaN  0.639122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3723                 NaN            NaN  0.627697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3683                 NaN            NaN  0.631726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3715                 NaN            NaN  0.628545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        98.7928                 NaN            NaN   1.20719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.9594                 NaN            NaN  0.406213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.3752                 NaN            NaN  0.624817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3792                 NaN            NaN  0.620844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3798                 NaN            NaN  0.620245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3801                 NaN            NaN  0.619914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.3807                 NaN            NaN  0.619302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3795                 NaN            NaN  0.620473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3913                 NaN            NaN  0.608702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3833                 NaN            NaN  0.616661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.9747                 NaN            NaN            NaN  0.253366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00       100.0000       0.464467E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        98.1691                 NaN            NaN   1.83091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.2716                 NaN            NaN  0.712129       0.162244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4897                 NaN            NaN  0.510059       0.198864E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3866                 NaN            NaN  0.609427       0.399717E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3757                 NaN            NaN  0.610221       0.140299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3759                 NaN            NaN  0.610096       0.139852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3753                 NaN            NaN  0.610642       0.140160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3771                 NaN            NaN  0.608955       0.139057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3756                 NaN            NaN  0.610467       0.139372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.0363                 NaN            NaN  0.941745       0.219712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.7171                 NaN            NaN  0.277258       0.563021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3733                 NaN            NaN  0.612735       0.139296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3788                 NaN            NaN  0.607473       0.136883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3749                 NaN            NaN  0.611350       0.137689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3724                 NaN            NaN  0.613838       0.137802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3729                 NaN            NaN  0.613399       0.137391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        98.7452                 NaN            NaN   1.22748       0.273042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.9954                 NaN            NaN  0.461553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3715                 NaN            NaN  0.614878       0.136257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3648                 NaN            NaN  0.621427       0.137356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3593                 NaN            NaN  0.626877       0.138198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3725                 NaN            NaN  0.614060       0.134187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3648                 NaN            NaN  0.621615       0.135674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3611                 NaN            NaN  0.625271       0.136115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3618                 NaN            NaN  0.624640       0.135195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3586                 NaN            NaN  0.627938       0.135103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4606                 NaN            NaN  0.528077       0.113496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.2529                 NaN            NaN  0.731491       0.156040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3533                 NaN            NaN  0.633245       0.134642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3508                 NaN            NaN  0.635794       0.134513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3493                 NaN            NaN  0.637284       0.134192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3475                 NaN            NaN  0.639097       0.134023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3448                 NaN            NaN  0.641755       0.134007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3420                 NaN            NaN  0.644596       0.133772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4336                 NaN            NaN  0.554616       0.117479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2392                 NaN            NaN  0.745875       0.149671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3367                 NaN            NaN  0.649998       0.132650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3345                 NaN            NaN  0.652240       0.132933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3304                 NaN            NaN  0.656334       0.133044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3266                 NaN            NaN  0.660112       0.133360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3277                 NaN            NaN  0.659084       0.132077E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3251                 NaN            NaN  0.661653       0.132131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3192                 NaN            NaN  0.667534       0.132549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3138                 NaN            NaN  0.672833       0.133357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3241                 NaN            NaN  0.662904       0.130108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3145                 NaN            NaN  0.672353       0.131643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3833                 NaN            NaN  0.604940       0.117871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2337                 NaN            NaN  0.751784       0.145317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3078                 NaN            NaN  0.679106       0.130971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3040                 NaN            NaN  0.682894       0.131124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3037                 NaN            NaN  0.683233       0.130571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3009                 NaN            NaN  0.686070       0.130667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2979                 NaN            NaN  0.689034       0.130472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2972                 NaN            NaN  0.689819       0.130030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2956                 NaN            NaN  0.691416       0.129960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2918                 NaN            NaN  0.695212       0.130231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2926                 NaN            NaN  0.694462       0.129507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2902                 NaN            NaN  0.696844       0.129433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2883                 NaN            NaN  0.698802       0.129307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2878                 NaN            NaN  0.699298       0.128925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2873                 NaN            NaN  0.699853       0.128711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2846                 NaN            NaN  0.702567       0.128644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2844                 NaN            NaN  0.702760       0.128329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2819                 NaN            NaN  0.705308       0.128284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2824                 NaN            NaN  0.704763       0.128220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2847                 NaN            NaN  0.702616       0.127182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2789                 NaN            NaN  0.708302       0.127769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2817                 NaN            NaN  0.705654       0.126777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2735                 NaN            NaN  0.713612       0.128386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2918                 NaN            NaN  0.695767       0.124597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2830                 NaN            NaN  0.704396       0.126053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2834                 NaN            NaN  0.704041       0.125762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2848                 NaN            NaN  0.702664       0.125427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2853                 NaN            NaN  0.702204       0.124977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2849                 NaN            NaN  0.702577       0.124912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2879                 NaN            NaN  0.699623       0.124383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2895                 NaN            NaN  0.698080       0.123756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2902                 NaN            NaN  0.697478       0.123631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2917                 NaN            NaN  0.695965       0.123172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2919                 NaN            NaN  0.695757       0.122974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2968                 NaN            NaN  0.690986       0.122273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2978                 NaN            NaN  0.689986       0.121805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3391                 NaN            NaN  0.648821       0.120581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2621                 NaN            NaN  0.725752       0.121757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2982                 NaN            NaN  0.689624       0.121918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6099                 NaN            NaN   1.36623       0.238864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.9682                 NaN            NaN  0.313159E-001  0.504354E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.3581                 NaN            NaN  0.630724       0.111501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.3141                 NaN            NaN  0.674002       0.118749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.3221                 NaN            NaN  0.666112       0.117676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.3230                 NaN            NaN  0.665269       0.117641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.3263                 NaN            NaN  0.662015       0.117043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.3276                 NaN            NaN  0.660661       0.117081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.3346                 NaN            NaN  0.653820       0.115671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.3384                 NaN            NaN  0.650127       0.115167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.3409                 NaN            NaN  0.647623       0.114864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.3440                 NaN            NaN  0.644583       0.114540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.3493                 NaN            NaN  0.639320       0.113578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.3529                 NaN            NaN  0.635802       0.113240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.3651                 NaN            NaN  0.623756       0.111607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.3545                 NaN            NaN  0.634244       0.112686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.3653                 NaN            NaN  0.623593       0.111216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0713                 NaN            NaN  0.369488       0.109309E-002  0.558120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8218                 NaN            NaN  0.153307                 NaN   1.02485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8379                 NaN            NaN  0.151377                 NaN   1.01077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8530                 NaN            NaN  0.148592                 NaN  0.998431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8653                 NaN            NaN  0.145777                 NaN  0.988972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8848                 NaN            NaN  0.143485                 NaN  0.971708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8966                 NaN            NaN  0.140702                 NaN  0.962680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9101                 NaN            NaN  0.141696                 NaN  0.948180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9260                 NaN            NaN  0.133857                 NaN  0.940094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9396                 NaN            NaN  0.135087                 NaN  0.925309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9519                 NaN            NaN  0.131199                 NaN  0.916905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9636                 NaN            NaN  0.129438                 NaN  0.906922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9772                 NaN            NaN  0.125073                 NaN  0.897705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9881                 NaN            NaN  0.123533                 NaN  0.888376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9992                 NaN            NaN  0.120822                 NaN  0.880015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0140                 NaN            NaN  0.122239                 NaN  0.863730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0075                 NaN            NaN  0.106766                 NaN  0.796466       0.892974E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.8625                 NaN            NaN  0.560269E-003            NaN  0.185213       0.951750                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.8449                 NaN            NaN            NaN            NaN  0.721098E-001   1.08303                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8548                 NaN            NaN  0.164980E-001            NaN  0.622132E-001   1.06648                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8582                 NaN            NaN            NaN            NaN  0.569751E-001   1.08484                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8623                 NaN            NaN            NaN            NaN  0.485308E-001   1.08919                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8668                 NaN            NaN            NaN            NaN  0.420006E-001   1.09124                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8703                 NaN            NaN            NaN            NaN  0.341674E-001   1.09550                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8736                 NaN            NaN            NaN            NaN  0.271617E-001   1.09919                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8761                 NaN            NaN            NaN            NaN  0.191402E-001   1.10478                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8772                 NaN            NaN            NaN            NaN  0.142555E-001   1.10858                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8698                 NaN            NaN            NaN  0.636805E-002            NaN   1.12385                 NaN            NaN            NaN            NaN            NaN            NaN
