|6.6.6
Archiving\03_Data\frac/QFM_m3.25/ALH/ALH_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1829.57        2500.00        99.3287                 NaN            NaN  0.660207       0.110603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5273                 NaN            NaN  0.472542       0.135513E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4329                 NaN            NaN  0.564342       0.272342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4257                 NaN            NaN  0.564764       0.955456E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4263                 NaN            NaN  0.564223       0.952002E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4260                 NaN            NaN  0.564452       0.953971E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4280                 NaN            NaN  0.562534       0.945741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4269                 NaN            NaN  0.563610       0.947453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1162                 NaN            NaN  0.868855       0.149226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.7405                 NaN            NaN  0.255636       0.382353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4258                 NaN            NaN  0.564693       0.946349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4313                 NaN            NaN  0.559385       0.928858E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4281                 NaN            NaN  0.562600       0.934162E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4263                 NaN            NaN  0.564366       0.934459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4270                 NaN            NaN  0.563695       0.931491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        98.8551                 NaN            NaN   1.12638       0.184838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.9958                 NaN            NaN  0.423214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4270                 NaN            NaN  0.563816       0.922388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4213                 NaN            NaN  0.569418       0.929680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4167                 NaN            NaN  0.573935       0.934333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4291                 NaN            NaN  0.561807       0.907356E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4225                 NaN            NaN  0.568326       0.917013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4195                 NaN            NaN  0.571323       0.919515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4206                 NaN            NaN  0.570269       0.912909E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4181                 NaN            NaN  0.572825       0.911652E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5110                 NaN            NaN  0.481339       0.765603E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3231                 NaN            NaN  0.666350       0.105229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4146                 NaN            NaN  0.576345       0.907373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4128                 NaN            NaN  0.578163       0.906082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4119                 NaN            NaN  0.579088       0.903470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4107                 NaN            NaN  0.580261       0.902087E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4088                 NaN            NaN  0.582213       0.901610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4068                 NaN            NaN  0.584230       0.899379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4902                 NaN            NaN  0.501941       0.788819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3150                 NaN            NaN  0.674930       0.100533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4035                 NaN            NaN  0.587588       0.890505E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4018                 NaN            NaN  0.589274       0.892349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3987                 NaN            NaN  0.592406       0.892521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3956                 NaN            NaN  0.595414       0.894394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3973                 NaN            NaN  0.593825       0.885005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3954                 NaN            NaN  0.595747       0.885153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3908                 NaN            NaN  0.600307       0.887428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3861                 NaN            NaN  0.604986       0.892151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3962                 NaN            NaN  0.595088       0.870497E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3880                 NaN            NaN  0.603163       0.880109E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4504                 NaN            NaN  0.541695       0.787269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3173                 NaN            NaN  0.673044       0.970173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3839                 NaN            NaN  0.607397       0.874254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3811                 NaN            NaN  0.610202       0.874761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3814                 NaN            NaN  0.609942       0.870642E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3794                 NaN            NaN  0.611887       0.870922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3774                 NaN            NaN  0.613869       0.868955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3774                 NaN            NaN  0.613993       0.865587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3765                 NaN            NaN  0.614826       0.864759E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3738                 NaN            NaN  0.617540       0.866173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3751                 NaN            NaN  0.616329       0.860857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3737                 NaN            NaN  0.617721       0.859843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3725                 NaN            NaN  0.618885       0.858464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3727                 NaN            NaN  0.618719       0.855533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3728                 NaN            NaN  0.618629       0.853661E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3713                 NaN            NaN  0.620204       0.852728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3717                 NaN            NaN  0.619780       0.850127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3703                 NaN            NaN  0.621192       0.849448E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3712                 NaN            NaN  0.620295       0.848748E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3739                 NaN            NaN  0.617717       0.841182E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3699                 NaN            NaN  0.621687       0.844367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3730                 NaN            NaN  0.618622       0.837355E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3663                 NaN            NaN  0.625212       0.847383E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3828                 NaN            NaN  0.608963       0.822085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3758                 NaN            NaN  0.615840       0.831156E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3769                 NaN            NaN  0.614861       0.828738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3788                 NaN            NaN  0.612947       0.826150E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3799                 NaN            NaN  0.611826       0.822547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3804                 NaN            NaN  0.611417       0.821714E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3835                 NaN            NaN  0.608340       0.817708E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3857                 NaN            NaN  0.606216       0.812999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3869                 NaN            NaN  0.605000       0.811783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3889                 NaN            NaN  0.603031       0.808184E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3899                 NaN            NaN  0.602006       0.806427E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3947                 NaN            NaN  0.597260       0.801490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3964                 NaN            NaN  0.595672       0.797611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.4327                 NaN            NaN  0.559382       0.789025E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3671                 NaN            NaN  0.624954       0.796411E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3987                 NaN            NaN  0.593281       0.797181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.8124                 NaN            NaN   1.17203       0.155820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.9728                 NaN            NaN  0.268446E-001  0.328864E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4520                 NaN            NaN  0.540730       0.727410E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4155                 NaN            NaN  0.576748       0.773991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4228                 NaN            NaN  0.569571       0.766805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.4242                 NaN            NaN  0.568156       0.766092E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4277                 NaN            NaN  0.564680       0.761623E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.4296                 NaN            NaN  0.562791       0.761390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.4362                 NaN            NaN  0.556264       0.751694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.4401                 NaN            NaN  0.552458       0.747970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4429                 NaN            NaN  0.549674       0.745496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.4461                 NaN            NaN  0.546422       0.743056E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.4514                 NaN            NaN  0.541280       0.736287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4549                 NaN            NaN  0.537756       0.733691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.4658                 NaN            NaN  0.526975       0.722711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.4576                 NaN            NaN  0.535060       0.729052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.4675                 NaN            NaN  0.525327       0.719052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.1946                 NaN            NaN  0.311036       0.706690E-003  0.493623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9650                 NaN            NaN  0.128954                 NaN  0.906052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9796                 NaN            NaN  0.127219                 NaN  0.893141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9936                 NaN            NaN  0.124731                 NaN  0.881675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0051                 NaN            NaN  0.122188                 NaN  0.872692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0229                 NaN            NaN  0.120192                 NaN  0.856900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0337                 NaN            NaN  0.117739                 NaN  0.848528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0464                 NaN            NaN  0.118504                 NaN  0.835142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0606                 NaN            NaN  0.111816                 NaN  0.827589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0732                 NaN            NaN  0.112713                 NaN  0.814113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0844                 NaN            NaN  0.109354                 NaN  0.806221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0953                 NaN            NaN  0.107773                 NaN  0.796973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1077                 NaN            NaN  0.104052                 NaN  0.788298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1178                 NaN            NaN  0.102638                 NaN  0.779568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1278                 NaN            NaN  0.100280                 NaN  0.771880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1417                 NaN            NaN  0.101337                 NaN  0.756989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1353                 NaN            NaN  0.884172E-001            NaN  0.697670       0.786471E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9996                 NaN            NaN  0.463538E-003            NaN  0.162146       0.837745                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9842                 NaN            NaN            NaN            NaN  0.630920E-001  0.952706                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9942                 NaN            NaN  0.136274E-001            NaN  0.544039E-001  0.937736                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9971                 NaN            NaN            NaN            NaN  0.497833E-001  0.953152                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0014                 NaN            NaN            NaN            NaN  0.423776E-001  0.956263                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0058                 NaN            NaN            NaN            NaN  0.366538E-001  0.957546                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0097                 NaN            NaN            NaN            NaN  0.297944E-001  0.960517                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0133                 NaN            NaN            NaN            NaN  0.236668E-001  0.963041                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0160                 NaN            NaN            NaN            NaN  0.166691E-001  0.967356                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0178                 NaN            NaN            NaN            NaN  0.124024E-001  0.969821                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0130                 NaN            NaN            NaN  0.411764E-002            NaN  0.982843                 NaN            NaN            NaN            NaN            NaN            NaN
