|6.6.6
Archiving\03_Data\eq/QFM_m1.75/TIS/TIS_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0010       0.983177       0.157844E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0010       0.983176       0.157844E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0010       0.983174       0.157843E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0010       0.983173       0.157843E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0010       0.983171       0.157843E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0010       0.983170       0.157843E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0010       0.983168       0.157843E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0010       0.983167       0.157842E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0011       0.983165       0.157842E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0011       0.983164       0.157842E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0011       0.983162       0.157842E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0011       0.983160       0.157841E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0011       0.983159       0.157841E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0011       0.983157       0.157841E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0011       0.983155       0.157840E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0011       0.983154       0.157840E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0011       0.983152       0.157840E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0011       0.983150       0.157840E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0011       0.983148       0.157839E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0011       0.983146       0.157839E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0011       0.983145       0.157839E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0011       0.983143       0.157838E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0011       0.983141       0.157838E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0011       0.983139       0.157838E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0011       0.983137       0.157838E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0011       0.983135       0.157837E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0011       0.983133       0.157837E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.0011       0.983131       0.157837E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.0011       0.983129       0.157836E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.0011       0.983127       0.157836E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.0011       0.983125       0.157836E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.0011       0.983123       0.157835E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.0011       0.983121       0.157835E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.0011       0.983119       0.157835E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.0011       0.983117       0.157834E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.0011       0.983114       0.157834E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.0011       0.983112       0.157833E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.0011       0.983110       0.157833E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.0011       0.983107       0.157833E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.0011       0.983105       0.157832E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.0011       0.983103       0.157832E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.0011       0.983100       0.157832E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.0011       0.983098       0.157831E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.0011       0.983096       0.157831E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.0011       0.983094       0.157831E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.0011       0.983091       0.157830E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.0011       0.983089       0.157830E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.0011       0.983087       0.157829E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.0011       0.983085       0.157829E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.0011       0.983082       0.157829E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.0011       0.983079       0.157828E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.0011       0.983077       0.157828E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.0011       0.983074       0.157827E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.0011       0.983071       0.157827E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.0011       0.983069       0.157827E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.0012       0.983066       0.157826E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.0012       0.983064       0.157826E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.0012       0.983061       0.157825E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0012       0.983058       0.157825E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0012       0.983055       0.157824E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0012       0.983052       0.157824E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0012       0.983049       0.157823E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.0012       0.983047       0.157823E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.0012       0.983044       0.157823E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.0012       0.983041       0.157822E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.0012       0.983038       0.157822E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.0012       0.983035       0.157821E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.0012       0.983032       0.157821E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.0012       0.983029       0.157820E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.0012       0.983025       0.157820E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.0012       0.983022       0.157819E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.0012       0.983019       0.157819E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.0012       0.983016       0.157818E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.0012       0.983013       0.157818E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.0012       0.983009       0.157817E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.0012       0.983006       0.157816E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.0012       0.983003       0.157816E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.0012       0.982999       0.157815E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.0012       0.982996       0.157815E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.0012       0.982993       0.157814E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.0012       0.982989       0.157814E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.0012       0.982986       0.157813E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.0012       0.982982       0.157813E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.0012       0.982978       0.157812E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.0012       0.982975       0.157811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.0012       0.982971       0.157811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.0013       0.982967       0.157810E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.0013       0.982964       0.157810E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.0013       0.982960       0.157809E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.0013       0.982963       0.157810E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.0013       0.982967       0.157810E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.0012       0.982970       0.157811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.0012       0.982973       0.157811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.0013       0.982955       0.157808E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        99.0013       0.982936       0.157805E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        99.0013       0.982932       0.157805E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        98.9977       0.982928       0.157804E-001  0.356096E-002            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        98.9812       0.982924       0.157803E-001  0.201041E-001            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        98.7823       0.982902       0.814904E-002  0.369306E-001  0.189685                 NaN            NaN            NaN            NaN
  1682.69        2500.00        98.5443       0.982881                 NaN  0.535758E-001  0.419256                 NaN            NaN            NaN            NaN
