|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.25/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        99.9997       0.342194E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        99.0144       0.985583       0.264934E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        99.0168       0.950034       0.331942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        99.0205       0.931682       0.478008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.0416       0.908407       0.500302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.0475       0.902978       0.495147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.0566       0.896840       0.465200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        99.0683       0.883751       0.479514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.0674       0.886041       0.465847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.0944       0.862953       0.426671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.0949       0.864364       0.407656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        99.1035       0.850881       0.455841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.1171       0.841830       0.410445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.1224       0.838210       0.394121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        99.1299       0.832241       0.378750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.1408       0.821311       0.378543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.1472       0.816967       0.358787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        99.1571       0.806745       0.361935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000        99.1644       0.800227       0.353991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        98.6943        1.25724       0.484500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        99.6600       0.325717       0.142820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000        99.1828       0.787402       0.297833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        500.000        99.1947       0.774803       0.305228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        500.000        99.2065       0.761965       0.315494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        500.000        99.2113       0.760550       0.281483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.2160       0.757024       0.270028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        500.000        99.2237       0.750750       0.255580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.2302       0.744397       0.253838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        500.000        99.2362       0.740784       0.229992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        500.000        99.2445       0.732870       0.225952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
