|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.25/K22/K22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.9860       0.140281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9860       0.140285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9860       0.140290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9860       0.140295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9860       0.140299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9860       0.140304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9860       0.140309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9860       0.140314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9860       0.140319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9860       0.140324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9860       0.140329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9860       0.140334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9860       0.140339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9860       0.140344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9860       0.140349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.9860       0.140354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.9860       0.140359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.5761       0.138113E-001  0.410120                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.7453       0.133504E-001   1.24139                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        97.9342       0.128900E-001   2.05290                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        97.1221       0.124290E-001   2.86544                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.3503       0.119722E-001   3.63770                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        95.5776       0.115149E-001   4.41089                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        94.8039       0.110571E-001   5.18501                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        94.0294       0.105988E-001   5.96005                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        93.3236       0.101439E-001   6.66621                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        92.6172       0.968860E-002   7.37315                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        91.9099       0.923279E-002   8.08086                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        91.2019       0.877653E-002   8.78934                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        90.4931       0.831981E-002   9.49859                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        89.7835       0.786263E-002   10.2086                 NaN            NaN            NaN            NaN            NaN            NaN
