|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1538.65        2500.00                 NaN   99.9471       0.170832E-001  0.358476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.24        2500.00                 NaN   98.9463       0.495684E-001   1.00413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.82        2500.00                 NaN   99.4013       0.207742E-001  0.345466       0.232510                 NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        2500.00                 NaN   99.4686       0.367407E-001  0.198238E-001  0.474802                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.00        2500.00                 NaN   99.1617                 NaN  0.284391E-001  0.809846                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        2500.00                 NaN   99.3145                 NaN  0.207488E-001  0.664705                 NaN            NaN            NaN            NaN            NaN            NaN
  1530.17        2500.00                 NaN   99.3135                 NaN  0.185789E-001  0.667888                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        2500.00                 NaN   99.3148                 NaN  0.159475E-001  0.669216                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.34        2500.00                 NaN   99.3159                 NaN  0.131548E-001  0.670956                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00                 NaN   99.3159                 NaN  0.111805E-001  0.672926                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.51        2500.00                 NaN   99.2081                 NaN  0.881670E-002  0.783120                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        2500.00                 NaN   99.4291                 NaN  0.407250E-002  0.566862                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.3176                 NaN  0.101346E-002  0.681394                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00                 NaN   99.3177                 NaN  0.442577E-002  0.677829                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        2500.00                 NaN   99.2953                 NaN            NaN  0.704723                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        2500.00                 NaN   99.3386                 NaN  0.612874E-002  0.655254                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00                 NaN   99.3150                 NaN            NaN  0.684984                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00                 NaN   99.3141                 NaN            NaN  0.685924                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        2500.00       0.391324E-002   99.3060                 NaN            NaN  0.690081                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        2500.00       0.702473E-002   99.2977                 NaN            NaN  0.695277                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        2500.00       0.696773E-002   99.2919                 NaN            NaN  0.701133                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00       0.686896E-002   99.2980                 NaN            NaN  0.695097                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        2500.00       0.683756E-002   99.2907                 NaN            NaN  0.702492                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        2500.00       0.674244E-002   99.2877                 NaN            NaN  0.705567                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00       0.668328E-002   99.2809                 NaN            NaN  0.712411                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        2500.00       0.659724E-002   99.2751                 NaN            NaN  0.718266                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        2500.00       0.651912E-002   99.2689                 NaN            NaN  0.724594                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        2500.00       0.323988E-002   99.6571                 NaN            NaN  0.339686                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        2500.00       0.956813E-002   98.8551                 NaN            NaN   1.13538                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        2500.00       0.496175E-002   99.0757                 NaN            NaN  0.355377       0.563976                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00       0.424842E-002   98.7069                 NaN            NaN  0.449431       0.839384                 NaN            NaN            NaN            NaN            NaN
  1494.82        2500.00       0.276612E-002   99.1388                 NaN            NaN  0.300462       0.557941                 NaN            NaN            NaN            NaN            NaN
  1493.41        2500.00       0.144436E-001   99.9848                 NaN            NaN  0.725989E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00                 NaN   97.8975                 NaN            NaN   1.35168       0.750844                 NaN            NaN            NaN            NaN            NaN
  1490.58        2500.00       0.987210E-004   98.9563                 NaN            NaN  0.682860       0.360774                 NaN            NaN            NaN            NaN            NaN
  1489.17        2500.00       0.239500E-002   98.9636                 NaN            NaN  0.362355       0.671694                 NaN            NaN            NaN            NaN            NaN
  1487.76        2500.00                 NaN   98.9735                 NaN            NaN  0.671276       0.355177                 NaN            NaN            NaN            NaN            NaN
  1486.34        2500.00       0.187671E-002   98.9808                 NaN            NaN  0.356785       0.660557                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00       0.276402E-002   98.9897                 NaN            NaN  0.355840       0.651659                 NaN            NaN            NaN            NaN            NaN
  1483.51        2500.00       0.266440E-002   98.9963                 NaN            NaN  0.648078       0.352970                 NaN            NaN            NaN            NaN            NaN
  1482.10        2500.00       0.260523E-002   99.0010                 NaN            NaN  0.646281       0.350134                 NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00       0.249355E-002   99.0143                 NaN            NaN  0.348272       0.634959                 NaN            NaN            NaN            NaN            NaN
  1479.27        2500.00       0.240673E-002   99.0214                 NaN            NaN  0.630429       0.345796                 NaN            NaN            NaN            NaN            NaN
  1477.86        2500.00       0.231983E-002   99.0277                 NaN            NaN  0.625868       0.344138                 NaN            NaN            NaN            NaN            NaN
  1476.45        2500.00       0.223225E-002   99.0314                 NaN            NaN  0.623421       0.342907                 NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00       0.215515E-002   99.0464                 NaN            NaN  0.338921       0.612492                 NaN            NaN            NaN            NaN            NaN
  1473.62        2500.00       0.209137E-002   99.0495                 NaN            NaN  0.610905       0.337485                 NaN            NaN            NaN            NaN            NaN
  1472.20        2500.00       0.200822E-002   99.0563                 NaN            NaN  0.606444       0.335274                 NaN            NaN            NaN            NaN            NaN
  1470.79        2500.00       0.193310E-002   99.0632                 NaN            NaN  0.601792       0.333026                 NaN            NaN            NaN            NaN            NaN
  1469.38        2500.00       0.186651E-002   99.0646                 NaN            NaN  0.333098       0.600454                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00       0.178284E-002   99.0829                 NaN            NaN  0.327228       0.588091                 NaN            NaN            NaN            NaN            NaN
  1466.55        2500.00       0.171749E-002   99.0833                 NaN            NaN  0.327262       0.587673                 NaN            NaN            NaN            NaN            NaN
  1465.14        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.72        2500.00       0.326883E-002   98.1875                 NaN            NaN  0.646510        1.16277                 NaN            NaN            NaN            NaN            NaN
  1462.31        2500.00       0.151184E-002   99.1018                 NaN            NaN  0.575879       0.320807                 NaN            NaN            NaN            NaN            NaN
  1460.89        2500.00       0.145364E-002   99.1072                 NaN            NaN  0.318575       0.572745                 NaN            NaN            NaN            NaN            NaN
  1459.48        2500.00       0.139851E-002   99.1120                 NaN            NaN  0.569581       0.316992                 NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.134590E-002   99.1187                 NaN            NaN  0.314551       0.565370                 NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00       0.127075E-002   99.1253                 NaN            NaN  0.560741       0.312725                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00       0.122397E-002   99.1300                 NaN            NaN  0.311007       0.557754                 NaN            NaN            NaN            NaN            NaN
  1453.82        2500.00       0.116770E-002   99.1354                 NaN            NaN  0.554352       0.309119                 NaN            NaN            NaN            NaN            NaN
  1452.41        2500.00       0.111621E-002   99.1404                 NaN            NaN  0.307252       0.551223                 NaN            NaN            NaN            NaN            NaN
  1451.00        2500.00       0.129764E-002   98.9326                 NaN            NaN  0.685354       0.380699                 NaN            NaN            NaN            NaN            NaN
  1449.58        2500.00       0.757310E-003   99.3652                 NaN            NaN  0.406841       0.227193                 NaN            NaN            NaN            NaN            NaN
  1448.17        2500.00       0.932376E-003   99.1556                 NaN            NaN  0.301637       0.541859                 NaN            NaN            NaN            NaN            NaN
  1446.76        2500.00       0.906947E-003   99.1606                 NaN            NaN  0.299989       0.538477                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00       0.924157E-003   99.0449                 NaN            NaN  0.341509       0.612669                 NaN            NaN            NaN            NaN            NaN
  1443.93        2500.00       0.678575E-003   99.2903                 NaN            NaN  0.253393       0.455632                 NaN            NaN            NaN            NaN            NaN
  1442.51        2500.00       0.778055E-003   99.1721                 NaN            NaN  0.295827       0.531340                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00       0.694829E-003   99.1806                 NaN            NaN  0.526113       0.292577                 NaN            NaN            NaN            NaN            NaN
  1439.69        2500.00       0.677760E-003   99.1824                 NaN            NaN  0.525574       0.291302                 NaN            NaN            NaN            NaN            NaN
  1438.27        2500.00       0.632370E-003   99.1871                 NaN            NaN  0.522532       0.289710                 NaN            NaN            NaN            NaN            NaN
  1436.86        2500.00       0.617686E-003   99.1897                 NaN            NaN  0.521346       0.288351                 NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00       0.556646E-003   99.1951                 NaN            NaN  0.286427       0.517936                 NaN            NaN            NaN            NaN            NaN
  1434.03        2500.00       0.506157E-003   99.1990                 NaN            NaN  0.284788       0.515711                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.471799E-003   99.2024                 NaN            NaN  0.283297       0.513862                 NaN            NaN            NaN            NaN            NaN
  1431.20        2500.00       0.176746E-003   99.0866                 NaN            NaN  0.521494       0.335433       0.563068E-001            NaN            NaN            NaN            NaN
  1429.79        2500.00                 NaN   98.1239                 NaN            NaN  0.778963       0.580974       0.516160                 NaN            NaN            NaN            NaN
  1428.38        2500.00                 NaN   98.1523                 NaN            NaN  0.572072       0.767655       0.507944                 NaN            NaN            NaN            NaN
  1426.96        2500.00                 NaN   98.1807                 NaN            NaN  0.756183       0.563686       0.499419                 NaN            NaN            NaN            NaN
  1425.55        2500.00                 NaN   98.2076                 NaN            NaN  0.555867       0.745055       0.491520                 NaN            NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.2353                 NaN            NaN  0.733903       0.547289       0.483509                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.2490                 NaN            NaN  0.542987       0.728416       0.479580                 NaN            NaN            NaN            NaN
  1421.31        2500.00                 NaN   98.2632       0.117591                 NaN  0.580099       0.543556       0.495569                 NaN            NaN            NaN            NaN
  1419.89        2500.00                 NaN   98.2590       0.217818                 NaN  0.618374       0.390342       0.514479                 NaN            NaN            NaN            NaN
  1418.48        2500.00                 NaN   98.2770       0.260690                 NaN  0.315623       0.629768       0.516881                 NaN            NaN            NaN            NaN
  1417.07        2500.00                 NaN   98.3004       0.260404                 NaN  0.305265       0.623944       0.510033                 NaN            NaN            NaN            NaN
  1415.65        2500.00                 NaN   98.3221       0.260214                 NaN  0.619527       0.294767       0.503428                 NaN            NaN            NaN            NaN
  1414.24        2500.00                 NaN   98.3447       0.259546                 NaN  0.614181       0.284886       0.496720                 NaN            NaN            NaN            NaN
  1412.83        2500.00                 NaN   98.3696       0.258271                 NaN  0.274968       0.607924       0.489223                 NaN            NaN            NaN            NaN
  1411.41        2500.00                 NaN   98.3926       0.257382                 NaN  0.601986       0.265803       0.482217                 NaN            NaN            NaN            NaN
  1410.00        2500.00                 NaN   98.4123       0.257131                 NaN  0.256130       0.597928       0.476559                 NaN            NaN            NaN            NaN
  1408.58        2500.00                 NaN   98.4329       0.256539                 NaN  0.247219       0.593000       0.470368                 NaN            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.4522       0.256660                 NaN  0.587281       0.239215       0.464649                 NaN            NaN            NaN            NaN
  1405.76        2500.00                 NaN   98.4769       0.254021                 NaN  0.231383       0.581011       0.456698                 NaN            NaN            NaN            NaN
  1404.34        2500.00                 NaN   98.4927       0.254089                 NaN  0.578945       0.222010       0.452227                 NaN            NaN            NaN            NaN
  1402.93        2500.00                 NaN   98.5111       0.253644                 NaN  0.212293       0.576202       0.446727                 NaN            NaN            NaN            NaN
  1401.51        2500.00                 NaN   98.5288       0.252739                 NaN  0.571704       0.205370       0.441369                 NaN            NaN            NaN            NaN
  1400.10        2500.00                 NaN   98.5490       0.251703                 NaN  0.567610       0.196894       0.434835                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.5646       0.251230                 NaN  0.563659       0.190213       0.430261                 NaN            NaN            NaN            NaN
  1397.27        2500.00                 NaN   98.5832       0.250253                 NaN  0.558747       0.183270       0.424489                 NaN            NaN            NaN            NaN
  1395.86        2500.00                 NaN   98.5956       0.250335                 NaN  0.176707       0.556601       0.420723                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.6152       0.247625                 NaN  0.169939       0.552955       0.414303                 NaN            NaN            NaN            NaN
  1393.03        2500.00                 NaN   98.6328       0.247482                 NaN  0.548914       0.161699       0.409139                 NaN            NaN            NaN            NaN
  1391.62        2500.00                 NaN   98.6476       0.246435                 NaN  0.155012       0.546364       0.404546                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   98.6567       0.246577                 NaN  0.546293       0.148828       0.401636                 NaN            NaN            NaN            NaN
  1388.79        2500.00                 NaN   98.6811       0.243500                 NaN  0.539159       0.142280       0.393935                 NaN            NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.6879       0.243651                 NaN  0.136531       0.540490       0.391445                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN   98.7077       0.241493                 NaN  0.131335       0.534028       0.385411                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.7190       0.242045                 NaN  0.534282       0.122178       0.382520                 NaN            NaN            NaN            NaN
  1383.14        2500.00                 NaN   98.7357       0.239025                 NaN  0.529155       0.119599       0.376498                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.7461       0.238288                 NaN  0.528178       0.114339       0.373060                 NaN            NaN            NaN            NaN
  1380.31        2500.00                 NaN   98.7592       0.237442                 NaN  0.108304       0.526002       0.369007                 NaN            NaN            NaN            NaN
  1378.89        2500.00                 NaN   98.7730       0.235402                 NaN  0.104110       0.522935       0.364543                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN   98.7801       0.234837                 NaN  0.521817       0.100793       0.362434                 NaN            NaN            NaN            NaN
  1376.07        2500.00                 NaN   98.8050       0.228718                 NaN  0.514732       0.979980E-001  0.353513                 NaN            NaN            NaN            NaN
  1374.65        2500.00                 NaN   98.8094       0.234812                 NaN  0.519966       0.825076E-001  0.353327                 NaN            NaN            NaN            NaN
  1373.24        2500.00                 NaN   98.8195       0.229724                 NaN  0.516180       0.852765E-001  0.349274                 NaN            NaN            NaN            NaN
  1371.83        2500.00                 NaN   98.8317       0.228407                 NaN  0.795542E-001  0.515000       0.345316                 NaN            NaN            NaN            NaN
  1370.41        2500.00                 NaN   98.8460       0.224933                 NaN  0.511227       0.775643E-001  0.340294                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   98.8550       0.224070                 NaN  0.510311       0.731525E-001  0.337451                 NaN            NaN            NaN            NaN
  1367.58        2500.00                 NaN   98.8665       0.222059                 NaN  0.508748       0.689671E-001  0.333727                 NaN            NaN            NaN            NaN
  1366.17        2500.00                 NaN   98.8659       0.222894                 NaN  0.520728       0.564630E-001  0.334044                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   98.8959       0.210250                 NaN  0.744515E-001  0.497077       0.322354                 NaN            NaN            NaN            NaN
  1363.34        2500.00                 NaN   98.8960       0.223416                 NaN  0.511402       0.442423E-001  0.324924                 NaN            NaN            NaN            NaN
  1361.93        2500.00                 NaN   98.9084       0.212476                 NaN  0.502678       0.574895E-001  0.318951                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   98.9162       0.211462                 NaN  0.525431E-001  0.503355       0.316426                 NaN            NaN            NaN            NaN
  1359.10        2500.00                 NaN   98.9261       0.209382                 NaN  0.502400       0.490726E-001  0.313047                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   98.9346       0.206905                 NaN  0.502905       0.456147E-001  0.309941                 NaN            NaN            NaN            NaN
  1356.27        2500.00                 NaN   98.9437       0.204550                 NaN  0.422216E-001  0.502750       0.306753                 NaN            NaN            NaN            NaN
  1354.86        2500.00                 NaN   98.9527       0.201991                 NaN  0.401903E-001  0.501468       0.303618                 NaN            NaN            NaN            NaN
  1353.45        2500.00                 NaN   98.9614       0.199034                 NaN  0.500950       0.382206E-001  0.300397                 NaN            NaN            NaN            NaN
  1352.03        2500.00                 NaN   98.9693       0.196529                 NaN  0.500984       0.357328E-001  0.297494                 NaN            NaN            NaN            NaN
  1350.62        2500.00                 NaN   98.9783       0.193764                 NaN  0.500555       0.330914E-001  0.294307                 NaN            NaN            NaN            NaN
  1349.20        2500.00                 NaN   98.9853       0.190583                 NaN  0.501374       0.312675E-001  0.291511                 NaN            NaN            NaN            NaN
  1347.79        2500.00                 NaN   98.9463       0.141204                 NaN  0.210041       0.406652       0.295784                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   98.9570       0.474225E-001            NaN  0.529406       0.186522       0.279613                 NaN            NaN            NaN            NaN
  1344.96        2500.00                 NaN   99.0310       0.191101                 NaN  0.501097                 NaN  0.276757                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.0207       0.189764                 NaN  0.509022                 NaN  0.280504                 NaN            NaN            NaN            NaN
  1342.14        2500.00                 NaN   99.0279       0.187464                 NaN  0.506786                 NaN  0.277806                 NaN            NaN            NaN            NaN
  1340.72        2500.00                 NaN   99.0347       0.184808                 NaN  0.505222                 NaN  0.275232                 NaN            NaN            NaN            NaN
  1339.31        2500.00                 NaN   99.0428       0.182544                 NaN  0.502236                 NaN  0.272445                 NaN            NaN            NaN            NaN
  1337.89        2500.00                 NaN   99.0461       0.180821                 NaN  0.502156                 NaN  0.270937                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.0562       0.168521                 NaN  0.508951                 NaN  0.266332                 NaN            NaN            NaN            NaN
  1335.07        2500.00                 NaN   99.0574       0.164220                 NaN  0.513321                 NaN  0.265055                 NaN            NaN            NaN            NaN
  1333.65        2500.00                 NaN   99.0627       0.159281                 NaN  0.515421                 NaN  0.262625                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.0669       0.154126                 NaN  0.518399                 NaN  0.260582                 NaN            NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.0729       0.148860                 NaN  0.520244                 NaN  0.257986                 NaN            NaN            NaN            NaN
  1329.41        2500.00                 NaN   98.9724       0.134865                 NaN  0.551413                 NaN  0.278525       0.627891E-001            NaN            NaN            NaN
  1328.00        2500.00                 NaN   98.9807       0.132333                 NaN  0.548524                 NaN  0.275237       0.631744E-001            NaN            NaN            NaN
  1326.58        2500.00                 NaN   98.9915       0.130456                 NaN  0.543431                 NaN  0.272547       0.620205E-001            NaN            NaN            NaN
  1325.17        2500.00                 NaN   99.0037       0.131937                 NaN  0.533732                 NaN  0.269530       0.610607E-001            NaN            NaN            NaN
  1323.76        2500.00                 NaN   99.0157       0.127036                 NaN  0.531626                 NaN  0.265537       0.600695E-001            NaN            NaN            NaN
  1322.34        2500.00                 NaN   99.0240       0.133244                 NaN  0.519572                 NaN  0.264366       0.588152E-001            NaN            NaN            NaN
  1320.93        2500.00                 NaN   99.0413       0.137963                 NaN  0.500011                 NaN  0.261927       0.587850E-001            NaN            NaN            NaN
  1319.52        2500.00                 NaN   99.0372       0.135445                 NaN  0.511493                 NaN  0.260192       0.556862E-001            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.0629       0.111543                 NaN  0.518713                 NaN  0.250771       0.560610E-001            NaN            NaN            NaN
  1316.69        2500.00                 NaN   99.0649       0.120237                 NaN  0.508283                 NaN  0.252228       0.543216E-001            NaN            NaN            NaN
  1315.27        2500.00                 NaN   99.0751       0.119996                 NaN  0.502139                 NaN  0.249397       0.533770E-001            NaN            NaN            NaN
  1313.86        2500.00                 NaN   99.0847       0.119092                 NaN  0.497073                 NaN  0.246776       0.524040E-001            NaN            NaN            NaN
  1312.45        2500.00                 NaN   99.0931       0.114261                 NaN  0.497289                 NaN  0.244244       0.511406E-001            NaN            NaN            NaN
  1311.03        2500.00                 NaN   99.1036       0.116901                 NaN  0.487430                 NaN  0.241564       0.505333E-001            NaN            NaN            NaN
  1309.62        2500.00                 NaN   99.1112       0.111161                 NaN  0.489310                 NaN  0.239134       0.491667E-001            NaN            NaN            NaN
  1308.21        2500.00                 NaN   99.1201       0.109974                 NaN  0.485121                 NaN  0.236555       0.482354E-001            NaN            NaN            NaN
  1306.79        2500.00                 NaN   99.1281       0.107162                 NaN  0.483280                 NaN  0.234285       0.472098E-001            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.1374       0.106821                 NaN  0.477755                 NaN  0.231730       0.463349E-001            NaN            NaN            NaN
  1303.96        2500.00                 NaN   89.6856       0.735816                 NaN   2.31905                 NaN   1.42351       0.397815        5.43821                 NaN            NaN
  1302.55        2500.00                 NaN   75.5687        1.86544                 NaN   4.87817                 NaN   3.18333       0.922144        13.5822                 NaN            NaN
  1301.14        2500.00                 NaN   78.9899        1.70421                 NaN   4.14672                 NaN   2.73607       0.787554        11.6356                 NaN            NaN
  1299.72        2500.00                 NaN   81.9996        1.52295                 NaN   3.53949                 NaN   2.34617       0.668982        9.92280                 NaN            NaN
  1298.31        2500.00                 NaN   84.5327        1.35175                 NaN   3.04018                 NaN   2.01945       0.570580        8.48538                 NaN            NaN
  1296.89        2500.00                 NaN   86.5735        1.20588                 NaN   2.64705                 NaN   1.75696       0.491610        7.32505                 NaN            NaN
  1295.48        2500.00                 NaN   88.2458        1.07994                 NaN   2.32831                 NaN   1.54245       0.427613        6.37593                 NaN            NaN
  1294.07        2500.00                 NaN   89.6096       0.974220                 NaN   2.07049                 NaN   1.36774       0.375864        5.60214                 NaN            NaN
  1292.65        2500.00                 NaN   90.7449       0.883270                 NaN   1.85662                 NaN   1.22230       0.333205        4.95970                 NaN            NaN
  1291.24        2500.00       0.799313        86.8310       0.816368                 NaN   2.72693                 NaN   1.71144                 NaN   7.11490                 NaN            NaN
  1289.83        2500.00       0.394379        93.0088       0.465655                 NaN   1.53018                 NaN  0.859822                 NaN   3.74115                 NaN            NaN
  1288.41        2500.00       0.446507        92.2868       0.525751                 NaN   1.70108                 NaN  0.986365                 NaN   4.05354                 NaN            NaN
  1287.00        2500.00       0.356145        93.9352       0.400066                 NaN   1.35108                 NaN  0.769299                 NaN   3.18817                 NaN            NaN
  1285.58        2500.00       0.366502        93.6153       0.445373                 NaN   1.41318                 NaN  0.820506                 NaN   3.33912                 NaN            NaN
  1284.17        2500.00       0.358007        93.7485       0.435881                 NaN   1.39364                 NaN  0.805538                 NaN   3.25841                 NaN            NaN
  1282.76        2500.00       0.327203        94.2745       0.413048                 NaN   1.26532                 NaN  0.739424                 NaN   2.98052                 NaN            NaN
  1281.34        2500.00       0.323599        94.3957       0.384710                 NaN   1.25430                 NaN  0.724861                 NaN   2.91687                 NaN            NaN
  1279.93        2500.00       0.258468        95.3496       0.348771                 NaN   1.06370                 NaN  0.602724                 NaN   2.37676                 NaN            NaN
  1278.52        2500.00       0.282168        94.7070       0.388727                 NaN   1.25964                 NaN  0.690139                 NaN   2.67233                 NaN            NaN
  1277.10        2500.00       0.233611        95.8555       0.337656                 NaN  0.892330                 NaN  0.544970                 NaN   2.13593                 NaN            NaN
  1275.69        2500.00       0.194693        96.2727       0.296101                 NaN  0.908883                 NaN  0.485997                 NaN   1.84159                 NaN            NaN
  1274.27        2500.00       0.208671        96.1044       0.302118                 NaN  0.920474                 NaN  0.509558                 NaN   1.95478                 NaN            NaN
  1272.86        2500.00       0.193915        96.3236       0.288835                 NaN  0.882021                 NaN  0.481822                 NaN   1.82980                 NaN            NaN
  1271.45        2500.00       0.184250        96.4089       0.283771                 NaN  0.879389                 NaN  0.473305                 NaN   1.77036                 NaN            NaN
  1270.03        2500.00       0.439509        93.2802       0.435914                 NaN   1.64390                 NaN  0.964371                 NaN   3.23607                 NaN            NaN
  1268.62        2500.00                 NaN   98.6696       0.225577                 NaN  0.117972                 NaN  0.768583E-001            NaN  0.910019                 NaN            NaN
  1267.21        2500.00       0.470273E-001   98.4739       0.106390                 NaN  0.593194                 NaN  0.215390                 NaN  0.564083                 NaN            NaN
  1265.79        2500.00       0.148526        96.9970       0.241808                 NaN  0.768413                 NaN  0.395951                 NaN   1.44831                 NaN            NaN
  1264.38        2500.00       0.139010        97.1073       0.242041                 NaN  0.744408                 NaN  0.383006                 NaN   1.38428                 NaN            NaN
