|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.25/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1557.30        500.000        99.2249       0.747340       0.277671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        500.000        99.2626       0.713003       0.244095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        500.000        99.2541       0.722154       0.237246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000        99.2579       0.716145       0.259755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        500.000        99.2562       0.720809       0.230177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        500.000        99.2813       0.699429       0.192677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        500.000        99.2748       0.706208       0.190385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.2824       0.699247       0.183620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        500.000        99.2218       0.758199       0.200382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        500.000        99.3637       0.619489       0.167654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        500.000        99.2997       0.683444       0.168981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        500.000        99.3036       0.681640       0.147829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        500.000        99.3134       0.672220       0.144154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        500.000        99.3154       0.672001       0.126138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        500.000        99.3201       0.668666       0.112479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        500.000        99.3268       0.662005       0.111539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        500.000        99.3313       0.658654       0.100952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.3351       0.655944       0.893922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        500.000        99.3420       0.638239       0.197765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000        99.3447       0.654755       0.549377E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        500.000        99.3519       0.623165       0.249338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.3521       0.647871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        500.000        99.3791       0.474361       0.146532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000        99.3631       0.636870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        500.000        99.3683       0.631669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        500.000        99.3730       0.627016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        500.000        99.3783       0.621670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000        99.3859       0.582123       0.320143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        500.000        99.3841       0.615866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        500.000        99.3872       0.612793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        500.000        99.3907       0.609332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000        99.4006       0.599419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        500.000        99.4016       0.598435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000        99.4052       0.594846       0.362054E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        500.000        99.4096       0.590404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000        99.4117       0.588324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        500.000        99.1153       0.833688       0.509675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        500.000        99.7247       0.275281       0.191402E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        500.000        99.4253       0.574666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        500.000        99.4266       0.573352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        500.000        99.4311       0.568865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.5611       0.438936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        500.000        99.3099       0.690147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        500.000        99.4396       0.560398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        500.000        99.4436       0.556379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        500.000        99.4460       0.553970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        500.000        99.4489       0.551055       0.368254E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        500.000        99.4542       0.545788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        500.000        99.4273       0.405835                 NaN            NaN  0.166863                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        500.000        99.3709                 NaN            NaN            NaN  0.629082                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        500.000        99.2863                 NaN            NaN            NaN  0.713653                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000        99.3317                 NaN            NaN            NaN  0.668318                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        500.000        99.3296                 NaN            NaN            NaN  0.670407                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.69        500.000        99.3312                 NaN            NaN            NaN  0.668845                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.18        500.000        99.3300                 NaN            NaN            NaN  0.669999                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.68        500.000        99.3269                 NaN            NaN            NaN  0.673148                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        99.3275                 NaN            NaN            NaN  0.672549                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.68        500.000        99.3987                 NaN            NaN            NaN  0.601306                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.17        500.000        99.2517                 NaN            NaN            NaN  0.748337                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.3186                 NaN            NaN            NaN  0.681416                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.17        500.000        99.3150                 NaN            NaN            NaN  0.684984                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.67        500.000        99.3100                 NaN            NaN            NaN  0.690015                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.17        500.000        99.3093                 NaN            NaN            NaN  0.690685                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.66        500.000        99.2967                 NaN            NaN            NaN  0.703287                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.16        500.000        99.1557                 NaN            NaN            NaN  0.249251       0.595020                 NaN            NaN            NaN            NaN            NaN
  1459.66        500.000        98.8967                 NaN            NaN            NaN  0.377672       0.725589                 NaN            NaN            NaN            NaN            NaN
  1458.16        500.000        98.9072                 NaN            NaN            NaN  0.719400       0.373377                 NaN            NaN            NaN            NaN            NaN
  1456.66        500.000        98.9193                 NaN            NaN            NaN  0.368744       0.711991                 NaN            NaN            NaN            NaN            NaN
  1455.15        500.000        98.9274                 NaN            NaN            NaN  0.707054       0.365568                 NaN            NaN            NaN            NaN            NaN
  1453.65        500.000        98.9383                 NaN            NaN            NaN  0.360800       0.700941                 NaN            NaN            NaN            NaN            NaN
  1452.15        500.000        98.9487                 NaN            NaN            NaN  0.356451       0.694850                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000        98.9556                 NaN            NaN            NaN  0.353355       0.691007                 NaN            NaN            NaN            NaN            NaN
  1449.14        500.000        98.9679                 NaN            NaN            NaN  0.349389       0.682697                 NaN            NaN            NaN            NaN            NaN
  1447.64        500.000        98.9768                 NaN            NaN            NaN  0.677557       0.345687                 NaN            NaN            NaN            NaN            NaN
  1446.14        500.000        98.9796                 NaN            NaN            NaN  0.342885       0.677558                 NaN            NaN            NaN            NaN            NaN
  1444.64        500.000        99.0008                 NaN            NaN            NaN  0.660620       0.338566                 NaN            NaN            NaN            NaN            NaN
  1443.14        500.000        99.0035                 NaN            NaN            NaN  0.661527       0.334976                 NaN            NaN            NaN            NaN            NaN
  1441.63        500.000        99.0127                 NaN            NaN            NaN  0.655309       0.331971                 NaN            NaN            NaN            NaN            NaN
  1440.13        500.000        99.0190                 NaN            NaN            NaN  0.651416       0.329544                 NaN            NaN            NaN            NaN            NaN
  1438.63        500.000        99.0311                 NaN            NaN            NaN  0.644668       0.324268                 NaN            NaN            NaN            NaN            NaN
  1437.13        500.000        99.0369                 NaN            NaN            NaN  0.640893       0.322194                 NaN            NaN            NaN            NaN            NaN
  1435.63        500.000        99.0444                 NaN            NaN            NaN  0.635609       0.320011                 NaN            NaN            NaN            NaN            NaN
  1434.12        500.000        98.6071                 NaN            NaN            NaN  0.693035       0.517647                 NaN  0.182241                 NaN            NaN            NaN
  1432.62        500.000        96.9640                 NaN            NaN            NaN  0.917690        1.25918                 NaN  0.859102                 NaN            NaN            NaN
  1431.12        500.000        97.0365                 NaN            NaN            NaN  0.895344        1.23011                 NaN  0.838093                 NaN            NaN            NaN
  1429.62        500.000        97.1907                 NaN            NaN            NaN  0.849402        1.16389                 NaN  0.795991                 NaN            NaN            NaN
  1428.11        500.000        97.0847                 NaN            NaN            NaN   1.20692       0.883794                 NaN  0.824560                 NaN            NaN            NaN
  1426.61        500.000        97.2321                 NaN            NaN            NaN  0.839541        1.14532                 NaN  0.783069                 NaN            NaN            NaN
  1425.11        500.000        97.2916                 NaN            NaN            NaN  0.822312        1.11983                 NaN  0.766221                 NaN            NaN            NaN
  1423.61        500.000        97.3501                 NaN            NaN            NaN   1.09482       0.805706                 NaN  0.749429                 NaN            NaN            NaN
  1422.11        500.000        97.4057                 NaN            NaN            NaN  0.789452        1.07132                 NaN  0.733486                 NaN            NaN            NaN
  1420.60        500.000        97.4587                 NaN            NaN            NaN   1.04925       0.773378                 NaN  0.718680                 NaN            NaN            NaN
  1419.10        500.000        97.5100                 NaN            NaN            NaN  0.758274        1.02805                 NaN  0.703699                 NaN            NaN            NaN
  1417.60        500.000        97.5585                 NaN            NaN            NaN   1.00672       0.744710                 NaN  0.690024                 NaN            NaN            NaN
  1416.10        500.000        97.6074                 NaN            NaN            NaN  0.730374       0.986458                 NaN  0.675763                 NaN            NaN            NaN
  1414.59        500.000        97.6534                 NaN            NaN            NaN  0.967286       0.716925                 NaN  0.662387                 NaN            NaN            NaN
  1413.09        500.000        97.6986                 NaN            NaN            NaN  0.949775       0.702048                 NaN  0.649604                 NaN            NaN            NaN
  1411.59        500.000        97.7395                 NaN            NaN            NaN  0.931848       0.690789                 NaN  0.637866                 NaN            NaN            NaN
  1410.09        500.000        97.7815                 NaN            NaN            NaN  0.915077       0.677713                 NaN  0.625716                 NaN            NaN            NaN
  1408.59        500.000        97.8212                 NaN            NaN            NaN  0.665851       0.898899                 NaN  0.614018                 NaN            NaN            NaN
  1407.08        500.000        97.8602                 NaN            NaN            NaN  0.654111       0.882965                 NaN  0.602691                 NaN            NaN            NaN
  1405.58        500.000        97.8963                 NaN            NaN            NaN  0.643721       0.867787                 NaN  0.592221                 NaN            NaN            NaN
  1404.08        500.000        97.9327                 NaN            NaN            NaN  0.632367       0.853345                 NaN  0.581555                 NaN            NaN            NaN
  1402.58        500.000        97.9681                 NaN            NaN            NaN  0.620913       0.839616                 NaN  0.571396                 NaN            NaN            NaN
  1401.08        500.000        97.9964                 NaN            NaN            NaN  0.827852       0.612441                 NaN  0.563259                 NaN            NaN            NaN
  1399.57        500.000        98.0402                 NaN            NaN            NaN  0.810920       0.598638                 NaN  0.550249                 NaN            NaN            NaN
  1398.07        500.000        98.0674                 NaN            NaN            NaN  0.799875       0.590292                 NaN  0.542402                 NaN            NaN            NaN
  1396.57        500.000        98.0960                 NaN            NaN            NaN  0.582241       0.787711                 NaN  0.534090                 NaN            NaN            NaN
  1395.07        500.000        98.1332                 NaN            NaN            NaN  0.570629       0.773310                 NaN  0.522879                 NaN            NaN            NaN
  1393.56        500.000        98.1556                 NaN            NaN            NaN  0.763911       0.564268                 NaN  0.516264                 NaN            NaN            NaN
  1392.06        500.000        98.1850                 NaN            NaN            NaN  0.753131       0.554046                 NaN  0.507818                 NaN            NaN            NaN
  1390.56        500.000        98.2096                 NaN            NaN            NaN  0.743730       0.546231                 NaN  0.500447                 NaN            NaN            NaN
  1389.06        500.000        98.2390                 NaN            NaN            NaN  0.535962       0.733061                 NaN  0.491972                 NaN            NaN            NaN
  1387.56        500.000        98.2646                 NaN            NaN            NaN  0.529194       0.722181                 NaN  0.484066                 NaN            NaN            NaN
  1386.05        500.000        98.2891                 NaN            NaN            NaN  0.712644       0.521321                 NaN  0.476930                 NaN            NaN            NaN
  1384.55        500.000        97.7322                 NaN  0.225914                 NaN  0.830451       0.554893                 NaN  0.656496                 NaN            NaN            NaN
  1383.05        500.000        98.9358                 NaN            NaN            NaN  0.447928       0.315923                 NaN  0.300354                 NaN            NaN            NaN
  1381.55        500.000        98.3630                 NaN            NaN            NaN  0.684554       0.497493                 NaN  0.454933                 NaN            NaN            NaN
  1380.05        500.000        98.3820                 NaN            NaN            NaN  0.490930       0.677639                 NaN  0.449465                 NaN            NaN            NaN
  1378.54        500.000        98.4066                 NaN  0.218483                 NaN  0.614470       0.291170                 NaN  0.469310                 NaN            NaN            NaN
  1377.04        500.000        98.4341                 NaN  0.272786                 NaN  0.640488       0.185152                 NaN  0.467457                 NaN            NaN            NaN
  1375.54        500.000        98.4537                 NaN  0.272816                 NaN  0.637605       0.174222                 NaN  0.461698                 NaN            NaN            NaN
  1374.04        500.000        98.4762                 NaN  0.276906                 NaN  0.633985       0.156929                 NaN  0.455956                 NaN            NaN            NaN
  1372.53        500.000        98.4988                 NaN  0.277961                 NaN  0.629302       0.145067                 NaN  0.448905                 NaN            NaN            NaN
  1371.03        500.000        98.5198                 NaN  0.277968                 NaN  0.134728       0.624922                 NaN  0.442553                 NaN            NaN            NaN
  1369.53        500.000        98.5376                 NaN  0.280516                 NaN  0.624665       0.119716                 NaN  0.437533                 NaN            NaN            NaN
  1368.03        500.000        98.5569                 NaN  0.283519                 NaN  0.105075       0.621912                 NaN  0.432616                 NaN            NaN            NaN
  1366.53        500.000        98.5841                 NaN  0.282221                 NaN  0.950744E-001  0.614870                 NaN  0.423725                 NaN            NaN            NaN
  1365.02        500.000        98.5993                 NaN  0.285271                 NaN  0.614128       0.815851E-001            NaN  0.419669                 NaN            NaN            NaN
  1363.52        500.000        98.6178                 NaN  0.286541                 NaN  0.611177       0.702468E-001            NaN  0.414198                 NaN            NaN            NaN
  1362.02        500.000        98.6350                 NaN  0.289049                 NaN  0.611066       0.555243E-001            NaN  0.409373                 NaN            NaN            NaN
  1360.52        500.000        98.6560                 NaN  0.287445                 NaN  0.604277       0.496286E-001            NaN  0.402667                 NaN            NaN            NaN
  1359.02        500.000        98.6706                 NaN  0.290071                 NaN  0.376510E-001  0.603069                 NaN  0.398610                 NaN            NaN            NaN
  1357.51        500.000        98.6915                 NaN  0.289519                 NaN  0.275153E-001  0.599316                 NaN  0.392108                 NaN            NaN            NaN
  1356.01        500.000        98.7073                 NaN  0.290922                 NaN  0.596913       0.172880E-001            NaN  0.387622                 NaN            NaN            NaN
  1354.51        500.000        98.7236                 NaN  0.291832                 NaN  0.789997E-002  0.593812                 NaN  0.382846                 NaN            NaN            NaN
  1353.01        500.000        98.7408                 NaN  0.290990                 NaN  0.590854                 NaN            NaN  0.377383                 NaN            NaN            NaN
  1351.50        500.000        98.7555                 NaN  0.287619                 NaN  0.582692       0.163957E-002            NaN  0.372555                 NaN            NaN            NaN
  1350.00        500.000        98.7687                 NaN  0.285239                 NaN  0.578076                 NaN            NaN  0.368034                 NaN            NaN            NaN
  1348.50        500.000        98.7802                 NaN  0.266629                 NaN  0.553829       0.366860E-001            NaN  0.362612                 NaN            NaN            NaN
  1347.00        500.000        98.7997                 NaN  0.278963                 NaN  0.563375                 NaN            NaN  0.357973                 NaN            NaN            NaN
  1345.50        500.000        98.8127                 NaN  0.278093                 NaN  0.555304                 NaN            NaN  0.353918                 NaN            NaN            NaN
  1343.99        500.000        98.8255                 NaN  0.273683                 NaN  0.551563                 NaN            NaN  0.349220                 NaN            NaN            NaN
  1342.49        500.000        98.8411                 NaN  0.268993                 NaN  0.545820                 NaN            NaN  0.344120                 NaN            NaN            NaN
  1340.99        500.000        98.8544                 NaN  0.267525                 NaN  0.538295                 NaN            NaN  0.339741                 NaN            NaN            NaN
  1339.49        500.000        98.8684                 NaN  0.263997                 NaN  0.532329                 NaN            NaN  0.335292                 NaN            NaN            NaN
  1337.98        500.000        98.8813                 NaN  0.262839                 NaN  0.524767                 NaN            NaN  0.331060                 NaN            NaN            NaN
  1336.48        500.000        98.8939                 NaN  0.259721                 NaN  0.519586                 NaN            NaN  0.326816                 NaN            NaN            NaN
  1334.98        500.000        98.9064                 NaN  0.260392                 NaN  0.510057                 NaN            NaN  0.323106                 NaN            NaN            NaN
  1333.48        500.000        98.9194                 NaN  0.253863                 NaN  0.508584                 NaN            NaN  0.318196                 NaN            NaN            NaN
  1331.98        500.000        98.9316                 NaN  0.250963                 NaN  0.503332                 NaN            NaN  0.314067                 NaN            NaN            NaN
  1330.47        500.000        98.9434                 NaN  0.249292                 NaN  0.496975                 NaN            NaN  0.310294                 NaN            NaN            NaN
  1328.97        500.000        98.9545                 NaN  0.247516                 NaN  0.491234                 NaN            NaN  0.306774                 NaN            NaN            NaN
  1327.47        500.000        98.9699                 NaN  0.242246                 NaN  0.486292                 NaN            NaN  0.301524                 NaN            NaN            NaN
  1325.97        500.000        98.9796                 NaN  0.240585                 NaN  0.481656                 NaN            NaN  0.298188                 NaN            NaN            NaN
  1324.47        500.000        98.9902                 NaN  0.238362                 NaN  0.476789                 NaN            NaN  0.294654                 NaN            NaN            NaN
  1322.96        500.000        99.0021                 NaN  0.235887                 NaN  0.471381                 NaN            NaN  0.290608                 NaN            NaN            NaN
  1321.46        500.000        99.0130                 NaN  0.235215                 NaN  0.464314                 NaN            NaN  0.287437                 NaN            NaN            NaN
  1319.96        500.000        99.0232                 NaN  0.230892                 NaN  0.462620                 NaN            NaN  0.283252                 NaN            NaN            NaN
  1318.46        500.000        99.0350                 NaN  0.226754                 NaN  0.458819                 NaN            NaN  0.279447                 NaN            NaN            NaN
  1316.95        500.000        99.0461                 NaN  0.225691                 NaN  0.452198                 NaN            NaN  0.275972                 NaN            NaN            NaN
  1315.45        500.000        99.0556                 NaN  0.222307                 NaN  0.449534                 NaN            NaN  0.272542                 NaN            NaN            NaN
  1313.95        500.000        99.0659                 NaN  0.219943                 NaN  0.445010                 NaN            NaN  0.269112                 NaN            NaN            NaN
  1312.45        500.000        99.0767                 NaN  0.216190                 NaN  0.441645                 NaN            NaN  0.265474                 NaN            NaN            NaN
  1310.95        500.000        99.0874                 NaN  0.214948                 NaN  0.435597                 NaN            NaN  0.262068                 NaN            NaN            NaN
  1309.44        500.000        99.0971                 NaN  0.211268                 NaN  0.432878                 NaN            NaN  0.258737                 NaN            NaN            NaN
  1307.94        500.000        99.1053                 NaN  0.206047                 NaN  0.433218                 NaN            NaN  0.255464                 NaN            NaN            NaN
  1306.44        500.000        99.1165                 NaN  0.206736                 NaN  0.424573                 NaN            NaN  0.252224                 NaN            NaN            NaN
  1304.94        500.000        99.1265                 NaN  0.203723                 NaN  0.421026                 NaN            NaN  0.248747                 NaN            NaN            NaN
  1303.44        500.000        99.1351                 NaN  0.200933                 NaN  0.418008                 NaN            NaN  0.245989                 NaN            NaN            NaN
  1301.93        500.000        99.1458                 NaN  0.198341                 NaN  0.413584                 NaN            NaN  0.242260                 NaN            NaN            NaN
  1300.43        500.000        99.1538                 NaN  0.196665                 NaN  0.409850                 NaN            NaN  0.239638                 NaN            NaN            NaN
  1298.93        500.000        99.1636                 NaN  0.193176                 NaN  0.406889                 NaN            NaN  0.236373                 NaN            NaN            NaN
  1297.43        500.000        99.1719                 NaN  0.191992                 NaN  0.402478                 NaN            NaN  0.233595                 NaN            NaN            NaN
  1295.92        500.000        99.1813                 NaN  0.187165                 NaN  0.401233                 NaN            NaN  0.230323                 NaN            NaN            NaN
  1294.42        500.000        99.1884                 NaN  0.187279                 NaN  0.396326                 NaN            NaN  0.228006                 NaN            NaN            NaN
  1292.92        500.000        99.1992                 NaN  0.181122                 NaN  0.395381                 NaN            NaN  0.224299                 NaN            NaN            NaN
  1291.42        500.000        99.2075                 NaN  0.178982                 NaN  0.391905                 NaN            NaN  0.221635                 NaN            NaN            NaN
  1289.92        500.000        99.2122                 NaN  0.177499                 NaN  0.390152                 NaN            NaN  0.220185                 NaN            NaN            NaN
  1288.41        500.000        99.2268                 NaN  0.170867                 NaN  0.387346                 NaN            NaN  0.214981                 NaN            NaN            NaN
  1286.91        500.000        99.2323                 NaN  0.170049                 NaN  0.384508                 NaN            NaN  0.213178                 NaN            NaN            NaN
  1285.41        500.000        99.2396                 NaN  0.168119                 NaN  0.381458                 NaN            NaN  0.210837                 NaN            NaN            NaN
  1283.91        500.000        99.2479                 NaN  0.164858                 NaN  0.379179                 NaN            NaN  0.208108                 NaN            NaN            NaN
  1282.41        500.000        99.2555                 NaN  0.161744                 NaN  0.377212                 NaN            NaN  0.205510                 NaN            NaN            NaN
  1280.90        500.000        99.2634                 NaN  0.158485                 NaN  0.375146                 NaN            NaN  0.202920                 NaN            NaN            NaN
  1279.40        500.000        99.2708                 NaN  0.154756                 NaN  0.374075                 NaN            NaN  0.200397                 NaN            NaN            NaN
  1277.90        500.000        99.2787                 NaN  0.153415                 NaN  0.369960                 NaN            NaN  0.197944                 NaN            NaN            NaN
  1276.40        500.000        99.2858                 NaN  0.149322                 NaN  0.369381                 NaN            NaN  0.195494                 NaN            NaN            NaN
  1274.89        500.000        99.2927                 NaN  0.146097                 NaN  0.368135                 NaN            NaN  0.193099                 NaN            NaN            NaN
  1273.39        500.000        99.3024                 NaN  0.141633                 NaN  0.366172                 NaN            NaN  0.189802                 NaN            NaN            NaN
  1271.89        500.000        99.3048                 NaN  0.142957                 NaN  0.362914                 NaN            NaN  0.189284                 NaN            NaN            NaN
  1270.39        500.000        99.3133                 NaN  0.137139                 NaN  0.363099                 NaN            NaN  0.186509                 NaN            NaN            NaN
  1268.89        500.000        96.9671                 NaN  0.254739                 NaN  0.862872                 NaN            NaN  0.428197        1.48704                 NaN            NaN
  1267.38        500.000        95.0881                 NaN  0.290384                 NaN   1.33255                 NaN            NaN  0.621504        2.66743                 NaN            NaN
  1265.88        500.000        94.9993                 NaN  0.161188E-005            NaN   1.36572       0.344240                 NaN  0.636049        2.65470                 NaN            NaN
  1264.38        500.000        95.1758                 NaN            NaN            NaN   1.58927       0.730067E-001            NaN  0.618909        2.54297                 NaN            NaN
  1262.88        500.000        95.3955                 NaN  0.181701E-005            NaN   1.59447                 NaN            NaN  0.591908        2.41812                 NaN            NaN
