|6.6.6
Archiving\03_Data\fracLP/QFM_m5/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1533.83        500.000        98.8162                 NaN            NaN            NaN            NaN            NaN   1.18381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8251                 NaN            NaN            NaN            NaN            NaN   1.17492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8476                 NaN            NaN            NaN            NaN            NaN   1.15237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8581                 NaN            NaN            NaN            NaN            NaN   1.14193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8717                 NaN            NaN            NaN            NaN            NaN   1.12834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.8862                 NaN            NaN            NaN            NaN            NaN   1.11384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.8921                 NaN            NaN            NaN            NaN            NaN   1.10792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9161                 NaN            NaN            NaN            NaN            NaN   1.08385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.8352                 NaN            NaN            NaN            NaN            NaN  0.771885       0.392894                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.6033                 NaN            NaN            NaN            NaN            NaN  0.301333E-001   1.36658                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.5968                 NaN            NaN            NaN            NaN            NaN            NaN   1.40322                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.5822                 NaN            NaN            NaN            NaN            NaN            NaN   1.41783                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.5654                 NaN            NaN            NaN            NaN            NaN            NaN   1.43456                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.2758                 NaN            NaN            NaN            NaN            NaN            NaN   1.33215       0.392050                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.5793                 NaN            NaN            NaN            NaN            NaN            NaN   1.41652        1.00416                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.6322                 NaN            NaN            NaN            NaN            NaN            NaN   1.38739       0.980371                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.6791                 NaN            NaN            NaN            NaN            NaN            NaN   1.36156       0.959329                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.7280                 NaN            NaN            NaN            NaN            NaN            NaN   1.33392       0.938110                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.7725                 NaN            NaN            NaN            NaN            NaN            NaN  0.918924        1.30860                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.8175                 NaN            NaN            NaN            NaN            NaN            NaN   1.28555       0.896955                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.8607                 NaN            NaN            NaN            NaN            NaN            NaN   1.25986       0.879419                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.9007                 NaN            NaN            NaN            NaN            NaN            NaN   1.23725       0.862000                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.9443                 NaN            NaN            NaN            NaN            NaN            NaN  0.842452        1.21322                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        97.9802                 NaN            NaN            NaN            NaN            NaN            NaN   1.19276       0.827030                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.0177                 NaN            NaN            NaN            NaN            NaN            NaN   1.17204       0.810240                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.0524                 NaN            NaN            NaN            NaN            NaN            NaN   1.15348       0.794146                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.0953                 NaN            NaN            NaN            NaN            NaN            NaN   1.12801       0.776707                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.1246                 NaN            NaN            NaN            NaN            NaN            NaN  0.763391        1.11202                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.1562                 NaN            NaN            NaN            NaN            NaN            NaN   1.09717       0.746613                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.1950                 NaN            NaN            NaN            NaN            NaN            NaN   1.07430       0.730741                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.2239                 NaN            NaN            NaN            NaN            NaN            NaN  0.718537        1.05756                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        97.6980                 NaN            NaN            NaN            NaN            NaN            NaN   1.37194       0.930058                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.8556                 NaN            NaN            NaN            NaN            NaN            NaN  0.461273       0.683093                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.3112                 NaN            NaN            NaN            NaN            NaN            NaN   1.00827       0.680514                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.3446                 NaN            NaN            NaN            NaN            NaN            NaN  0.665497       0.989858                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.3508                 NaN  0.191070E-001            NaN            NaN            NaN            NaN  0.624413        1.00572                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.3766                 NaN  0.197999E-001            NaN            NaN            NaN            NaN  0.992042       0.611552                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4044                 NaN  0.187701E-001            NaN            NaN            NaN            NaN  0.975605       0.601178                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.4310                 NaN  0.177857E-001            NaN            NaN            NaN            NaN  0.960033       0.591143                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        96.2673                 NaN  0.114756                 NaN            NaN            NaN            NaN   1.31028        1.42296                 NaN  0.884705                 NaN            NaN            NaN
  1433.58        500.000        94.9081                 NaN  0.176254                 NaN            NaN            NaN            NaN   1.69169        1.75616                 NaN   1.46785                 NaN            NaN            NaN
  1431.08        500.000        95.2008                 NaN  0.164298                 NaN            NaN            NaN            NaN   1.59794        1.65190                 NaN   1.38511                 NaN            NaN            NaN
  1428.57        500.000        95.4628                 NaN  0.153457                 NaN            NaN            NaN            NaN   1.51374        1.55911                 NaN   1.31088                 NaN            NaN            NaN
  1426.07        500.000        95.6985                 NaN  0.143906                 NaN            NaN            NaN            NaN   1.43805        1.47561                 NaN   1.24390                 NaN            NaN            NaN
  1423.56        500.000        95.9171                 NaN  0.134856                 NaN            NaN            NaN            NaN   1.39846        1.36780                 NaN   1.18180                 NaN            NaN            NaN
  1421.05        500.000        96.1141                 NaN  0.126808                 NaN            NaN            NaN            NaN   1.32968        1.30377                 NaN   1.12565                 NaN            NaN            NaN
  1418.55        500.000        96.2944                 NaN  0.119360                 NaN            NaN            NaN            NaN   1.26649        1.24531                 NaN   1.07444                 NaN            NaN            NaN
  1416.04        500.000        96.4608                 NaN  0.112578                 NaN            NaN            NaN            NaN   1.20875        1.19092                 NaN   1.02697                 NaN            NaN            NaN
  1413.53        500.000        96.6136                 NaN  0.106129                 NaN            NaN            NaN            NaN   1.14076        1.15640                 NaN  0.983102                 NaN            NaN            NaN
  1411.03        500.000        96.7574                 NaN  0.100351                 NaN            NaN            NaN            NaN   1.10624        1.09444                 NaN  0.941570                 NaN            NaN            NaN
  1408.52        500.000        96.8900                 NaN  0.948164E-001            NaN            NaN            NaN            NaN   1.05049        1.06125                 NaN  0.903426                 NaN            NaN            NaN
  1406.02        500.000        97.0125                 NaN  0.898032E-001            NaN            NaN            NaN            NaN   1.01046        1.01894                 NaN  0.868268                 NaN            NaN            NaN
  1403.51        500.000        97.1270                 NaN  0.851220E-001            NaN            NaN            NaN            NaN  0.973064       0.979469                 NaN  0.835311                 NaN            NaN            NaN
  1401.00        500.000        97.2342                 NaN  0.807523E-001            NaN            NaN            NaN            NaN  0.943503       0.937215                 NaN  0.804305                 NaN            NaN            NaN
  1398.50        500.000        97.3365                 NaN  0.763549E-001            NaN            NaN            NaN            NaN  0.902891       0.909722                 NaN  0.774570                 NaN            NaN            NaN
  1395.99        500.000        97.4305                 NaN  0.723438E-001            NaN            NaN            NaN            NaN  0.871734       0.878157                 NaN  0.747253                 NaN            NaN            NaN
  1393.48        500.000        97.5201                 NaN  0.686832E-001            NaN            NaN            NaN            NaN  0.841685       0.848195                 NaN  0.721345                 NaN            NaN            NaN
  1390.98        500.000        97.6045                 NaN  0.651753E-001            NaN            NaN            NaN            NaN  0.813316       0.820251                 NaN  0.696785                 NaN            NaN            NaN
  1388.47        500.000        97.6835                 NaN  0.617877E-001            NaN            NaN            NaN            NaN  0.786468       0.794646                 NaN  0.673578                 NaN            NaN            NaN
  1385.96        500.000        97.7573                 NaN  0.586373E-001            NaN            NaN            NaN            NaN  0.770979       0.761102                 NaN  0.652023                 NaN            NaN            NaN
  1383.46        500.000        97.8322                 NaN  0.552903E-001            NaN            NaN            NaN            NaN  0.746316       0.736340                 NaN  0.629858                 NaN            NaN            NaN
  1380.95        500.000        97.8985                 NaN  0.525293E-001            NaN            NaN            NaN            NaN  0.713389       0.725000                 NaN  0.610631                 NaN            NaN            NaN
  1378.45        500.000        97.9627                 NaN  0.496941E-001            NaN            NaN            NaN            NaN  0.704647       0.691247                 NaN  0.591676                 NaN            NaN            NaN
  1375.94        500.000        98.0237                 NaN  0.470403E-001            NaN            NaN            NaN            NaN  0.670032       0.685471                 NaN  0.573718                 NaN            NaN            NaN
  1373.43        500.000        98.0820                 NaN  0.442401E-001            NaN            NaN            NaN            NaN  0.650016       0.667221                 NaN  0.556502                 NaN            NaN            NaN
  1370.93        500.000        98.1375                 NaN  0.418750E-001            NaN            NaN            NaN            NaN  0.650268       0.630479                 NaN  0.539921                 NaN            NaN            NaN
  1368.42        500.000        98.1906                 NaN  0.392767E-001            NaN            NaN            NaN            NaN  0.635110       0.610802                 NaN  0.524238                 NaN            NaN            NaN
  1365.91        500.000        98.2426                 NaN  0.370624E-001            NaN            NaN            NaN            NaN  0.593355       0.618205                 NaN  0.508796                 NaN            NaN            NaN
  1363.41        500.000        98.2896                 NaN  0.349143E-001            NaN            NaN            NaN            NaN  0.603851       0.576826                 NaN  0.494841                 NaN            NaN            NaN
  1360.90        500.000        98.3362                 NaN  0.325947E-001            NaN            NaN            NaN            NaN  0.590191       0.560160                 NaN  0.480842                 NaN            NaN            NaN
  1358.40        500.000        98.3805                 NaN  0.305174E-001            NaN            NaN            NaN            NaN  0.544055       0.577235                 NaN  0.467663                 NaN            NaN            NaN
  1355.89        500.000        98.4228                 NaN  0.285511E-001            NaN            NaN            NaN            NaN  0.529134       0.564485                 NaN  0.455068                 NaN            NaN            NaN
  1353.38        500.000        98.4638                 NaN  0.264701E-001            NaN            NaN            NaN            NaN  0.553162       0.513823                 NaN  0.442779                 NaN            NaN            NaN
  1350.88        500.000        98.5029                 NaN  0.245409E-001            NaN            NaN            NaN            NaN  0.542134       0.499341                 NaN  0.431096                 NaN            NaN            NaN
  1348.37        500.000        94.4653                 NaN  0.157136                 NaN            NaN            NaN            NaN   1.94080        1.77695                 NaN   1.65985                 NaN            NaN            NaN
  1345.86        500.000        97.6819                 NaN  0.344347E-001            NaN            NaN            NaN            NaN  0.616802       0.983519                 NaN  0.683326                 NaN            NaN            NaN
  1343.36        500.000        96.3772                 NaN  0.909181E-001            NaN            NaN            NaN            NaN   1.06332        1.37594                 NaN   1.09264                 NaN            NaN            NaN
  1340.85        500.000        98.3256                 NaN  0.382308E-001            NaN            NaN            NaN            NaN  0.494215       0.639468                 NaN  0.502467                 NaN            NaN            NaN
  1338.35        500.000        98.9383                 NaN  0.215673E-001            NaN            NaN            NaN            NaN  0.315003       0.408535                 NaN  0.316553                 NaN            NaN            NaN
  1335.84        500.000        99.8081                 NaN            NaN            NaN            NaN            NaN            NaN  0.165526                 NaN            NaN  0.263356E-001            NaN            NaN            NaN
  1333.33        500.000        99.3293                 NaN  0.263366E-001            NaN            NaN            NaN            NaN  0.375506       0.659148E-001            NaN  0.202973                 NaN            NaN            NaN
  1330.83        500.000        98.9865                 NaN  0.932094E-003            NaN            NaN            NaN            NaN  0.670397       0.215002E-001            NaN  0.320709                 NaN            NaN            NaN
  1328.32        500.000        99.4527                 NaN  0.108318E-001            NaN            NaN            NaN            NaN  0.408590                 NaN            NaN  0.127895                 NaN            NaN            NaN
  1325.81        500.000        99.3942                 NaN  0.114479E-001            NaN            NaN            NaN            NaN  0.240563       0.177523                 NaN  0.176294                 NaN            NaN            NaN
  1323.31        500.000        99.3828                 NaN  0.375332E-002            NaN            NaN            NaN            NaN  0.249317       0.187933                 NaN  0.176238                 NaN            NaN            NaN
  1320.80        500.000        99.4210                 NaN  0.196598E-002            NaN            NaN            NaN            NaN  0.237110       0.176019                 NaN  0.163912                 NaN            NaN            NaN
  1318.30        500.000        99.4432                 NaN  0.661010E-003            NaN            NaN            NaN            NaN  0.169029       0.230465                 NaN  0.156677                 NaN            NaN            NaN
  1315.79        500.000        99.4635                 NaN            NaN            NaN            NaN            NaN            NaN  0.222705       0.163881                 NaN  0.149927                 NaN            NaN            NaN
  1313.28        500.000        99.4740                 NaN            NaN            NaN            NaN            NaN            NaN  0.217018       0.162688                 NaN  0.146302                 NaN            NaN            NaN
  1310.78        500.000        99.4796                 NaN            NaN            NaN            NaN            NaN            NaN  0.212983       0.163525                 NaN  0.143936                 NaN            NaN            NaN
  1308.27        500.000        99.4786                 NaN            NaN            NaN            NaN            NaN            NaN  0.211105       0.166953                 NaN  0.143390                 NaN            NaN            NaN
  1305.76        500.000        99.4705                 NaN            NaN            NaN            NaN            NaN            NaN  0.211409       0.173342                 NaN  0.144708                 NaN            NaN            NaN
  1303.26        500.000        99.4535                 NaN            NaN            NaN            NaN            NaN            NaN  0.183677       0.214397                 NaN  0.148415                 NaN            NaN            NaN
  1300.75        500.000        99.4184                 NaN            NaN            NaN            NaN            NaN            NaN  0.225330       0.198413                 NaN  0.157857                 NaN            NaN            NaN
  1298.25        500.000        99.3878                 NaN            NaN            NaN            NaN            NaN            NaN  0.223688       0.225926                 NaN  0.162634                 NaN            NaN            NaN
  1295.74        500.000        99.3101                 NaN            NaN            NaN            NaN            NaN            NaN  0.259181       0.247718                 NaN  0.182995                 NaN            NaN            NaN
  1293.23        500.000        99.1786                 NaN            NaN            NaN            NaN            NaN            NaN  0.116600       0.473795                 NaN  0.230985                 NaN            NaN            NaN
  1290.73        500.000        99.0198                 NaN            NaN            NaN            NaN            NaN            NaN  0.121672       0.618141                 NaN  0.240411                 NaN            NaN            NaN
  1288.22        500.000        98.5898                 NaN            NaN            NaN            NaN            NaN            NaN  0.623800       0.423939                 NaN  0.362509                 NaN            NaN            NaN
  1285.71        500.000        98.8451                 NaN            NaN            NaN            NaN            NaN            NaN  0.417815       0.424493                 NaN  0.312559                 NaN            NaN            NaN
  1283.21        500.000        99.1438                 NaN            NaN            NaN            NaN            NaN            NaN  0.366420       0.247134                 NaN  0.242626                 NaN            NaN            NaN
  1280.70        500.000        99.1580                 NaN            NaN            NaN            NaN            NaN            NaN  0.240609       0.362575                 NaN  0.238858                 NaN            NaN            NaN
  1278.20        500.000        96.8677                 NaN  0.472916E-001            NaN            NaN            NaN            NaN   1.35211       0.137955                 NaN  0.949239E-001   1.49998                 NaN            NaN
  1275.69        500.000        94.5307                 NaN            NaN            NaN            NaN            NaN            NaN   1.22230                 NaN            NaN   1.03100        3.21597                 NaN            NaN
  1273.18        500.000        90.9640                 NaN            NaN            NaN            NaN            NaN            NaN   1.31789       0.818919                 NaN   1.04753        5.37985       0.471777                 NaN
  1270.68        500.000        91.5868                 NaN            NaN            NaN            NaN            NaN            NaN  0.597564        1.38418                 NaN  0.963216        5.01102       0.457173                 NaN
  1268.17        500.000        92.3981                 NaN            NaN            NaN            NaN            NaN            NaN   1.26606       0.508405                 NaN  0.869109        4.54124       0.417117                 NaN
  1265.66        500.000        93.0738                 NaN            NaN            NaN            NaN            NaN            NaN   1.16491       0.436984                 NaN  0.790173        4.15164       0.382504                 NaN
  1263.16        500.000        93.6462                 NaN            NaN            NaN            NaN            NaN            NaN   1.07741       0.378159                 NaN  0.722525        3.82329       0.352382                 NaN
  1260.65        500.000        94.1429                 NaN            NaN            NaN            NaN            NaN            NaN  0.998074       0.329714                 NaN  0.663366        3.54023       0.325726                 NaN
  1258.15        500.000        94.5790                 NaN            NaN            NaN            NaN            NaN            NaN  0.289263       0.926519                 NaN  0.611003        3.29259       0.301613                 NaN
  1255.64        500.000        94.9635                 NaN            NaN            NaN            NaN            NaN            NaN  0.253613       0.864433                 NaN  0.564543        3.07437       0.279533                 NaN
  1253.13        500.000        95.3091                 NaN            NaN            NaN            NaN            NaN            NaN  0.805806       0.224356                 NaN  0.522596        2.87882       0.259337                 NaN
  1250.63        500.000        95.6203                 NaN            NaN            NaN            NaN            NaN            NaN  0.752505       0.199010                 NaN  0.484665        2.70281       0.240683                 NaN
  1248.12        500.000        95.9032                 NaN            NaN            NaN            NaN            NaN            NaN  0.703153       0.176920                 NaN  0.449978        2.54315       0.223580                 NaN
  1245.61        500.000        96.1599                 NaN            NaN            NaN            NaN            NaN            NaN  0.658427       0.157200                 NaN  0.418395        2.39831       0.207788                 NaN
  1243.11        500.000        96.3972                 NaN            NaN            NaN            NaN            NaN            NaN  0.614408       0.141894                 NaN  0.389312        2.26407       0.193123                 NaN
  1240.60        500.000        96.6126                 NaN            NaN            NaN            NaN            NaN            NaN  0.128535       0.574393                 NaN  0.362964        2.14200       0.179558                 NaN
  1238.10        500.000        96.8105                 NaN            NaN            NaN            NaN            NaN            NaN  0.540278       0.114813                 NaN  0.338614        2.02893       0.166856                 NaN
  1235.59        500.000        96.9930                 NaN            NaN            NaN            NaN            NaN            NaN  0.505761       0.104503                 NaN  0.316220        1.92518       0.155355                 NaN
  1233.08        500.000        97.1599                 NaN            NaN            NaN            NaN            NaN            NaN  0.475897       0.945717E-001            NaN  0.295854        1.82925       0.144536                 NaN
  1230.58        500.000        97.3148                 NaN            NaN            NaN            NaN            NaN            NaN  0.447100       0.864030E-001            NaN  0.276968        1.74014       0.134623                 NaN
  1228.07        500.000        56.6556                 NaN            NaN            NaN            NaN            NaN            NaN   3.60634       0.102101                 NaN   3.25769        18.3041       0.875943        17.1982     
  1225.56        500.000        66.6452                 NaN            NaN            NaN            NaN            NaN            NaN   2.96159                 NaN            NaN   2.52246        13.9776       0.624955        13.2682     
  1223.06        500.000        73.0926                 NaN            NaN            NaN            NaN            NaN            NaN   2.48182                 NaN            NaN   2.04940        11.2004       0.469415        10.7063     
  1220.55        500.000        77.2783                 NaN            NaN            NaN            NaN            NaN            NaN   2.16725                 NaN            NaN   1.73984        9.39972       0.371703        9.04323     
  1218.05        500.000        80.1130                 NaN            NaN            NaN            NaN            NaN            NaN   1.95927                 NaN            NaN   1.52855        8.17716       0.306025        7.91598     
  1215.54        500.000        82.1900                 NaN            NaN            NaN            NaN            NaN            NaN   1.80872                 NaN            NaN   1.37236        7.28070       0.258779        7.08942     
  1213.03        500.000        81.8908                 NaN  0.170676                 NaN            NaN            NaN            NaN   1.63752                 NaN            NaN   1.42314        7.31344       0.230529        7.33392     
  1210.53        500.000        83.4244                 NaN  0.157632                 NaN            NaN            NaN            NaN   1.50320                 NaN            NaN   1.29090        6.69209       0.208253        6.72352     
  1208.02        500.000        84.5631                 NaN  0.142797                 NaN            NaN            NaN            NaN   1.41369                 NaN            NaN   1.19022        6.23260       0.190964        6.26660     
  1205.51        500.000        85.3924                 NaN  0.129921                 NaN            NaN            NaN            NaN   1.34714                 NaN            NaN   1.11635        5.90294       0.177098        5.93409     
  1203.01        500.000        85.8223                 NaN  0.120462                 NaN            NaN            NaN            NaN   1.31345                 NaN            NaN   1.07322        5.74017       0.167683        5.76276     
  1200.50        500.000        85.7165                 NaN  0.115853                 NaN            NaN            NaN            NaN   1.32255                 NaN            NaN   1.06882        5.80307       0.163842        5.80936     
  1197.99        500.000        84.6465                 NaN  0.132662                 NaN            NaN            NaN            NaN   1.34726                 NaN            NaN   1.12828        6.28968       0.171404        6.28423     
  1195.49        500.000        80.2698                 NaN  0.161644                 NaN            NaN            NaN            NaN   1.71380                 NaN            NaN   1.41667        8.18282       0.207515        8.04780     
  1192.98        500.000        39.4976                 NaN  0.490390                 NaN            NaN            NaN            NaN   4.81328                 NaN            NaN   4.14719        25.6045       0.576386        24.8707     
  1190.48        500.000                 NaN            NaN  0.811448                 NaN            NaN            NaN            NaN   7.79634                 NaN            NaN   6.66810        42.4926       0.928128        41.3034     
  1187.97        500.000                 NaN            NaN  0.732615                 NaN            NaN            NaN            NaN   8.03290                 NaN            NaN   6.69426        42.4094       0.911494        41.2193     
  1185.46        500.000                 NaN            NaN  0.761333                 NaN            NaN            NaN            NaN   7.93568                 NaN            NaN   6.68112        42.4543       0.920011        41.2476     
  1182.96        500.000                 NaN            NaN  0.725873                 NaN            NaN            NaN            NaN   8.03378                 NaN            NaN   6.68865        42.4286       0.915029        41.2081     
  1180.45        500.000                 NaN            NaN  0.685936                 NaN            NaN            NaN            NaN   8.14413                 NaN            NaN   6.69719        42.3998       0.909365        41.1635     
  1177.94        500.000                 NaN            NaN  0.536184                 NaN            NaN            NaN            NaN   8.58107                 NaN            NaN   6.73983        42.2605       0.881295        41.0011     
  1175.44        500.000                 NaN            NaN  0.587949                 NaN            NaN            NaN            NaN   8.41425                 NaN            NaN   6.71834        42.3301       0.895294        41.0540     
  1172.93        500.000                 NaN            NaN  0.330972                 NaN            NaN            NaN            NaN   9.15416                 NaN            NaN   6.78911        42.1044       0.848372        40.7730     
  1170.43        500.000                 NaN            NaN  0.282904                 NaN            NaN            NaN            NaN   9.27036                 NaN            NaN   6.79305        42.0924       0.845413        40.7159     
  1167.92        500.000                 NaN            NaN  0.183610                 NaN            NaN            NaN            NaN   5.51870        4.01694                 NaN   6.81227        42.0331       0.832302        40.6031     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.96390        5.07558                 NaN   6.85366        41.9058       0.804127        40.3969     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0409                 NaN            NaN   6.86236        41.8979       0.802365        40.3965     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0380                 NaN            NaN   6.85678        41.9061       0.803151        40.3960     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0419                 NaN            NaN   6.85759        41.9004       0.803012        40.3971     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.60243        7.43507                 NaN   6.85692        41.9056       0.803613        40.3964     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19527        7.84689                 NaN   6.86009        41.8984       0.802085        40.3972     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.77239        5.26537       0.679675E-004   6.85942        41.9039       0.802260        40.3966     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33086        8.72077                 NaN   6.86643        41.8840       0.799001        40.3989     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.886528        9.16989                 NaN   6.86958        41.8768       0.797450        40.3997     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.407649        9.65368                 NaN   6.87276        41.8694       0.795871        40.4006     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.733112E-001   9.99273                 NaN   6.87588        41.8623       0.794316        40.4014     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1060                 NaN            NaN   6.89526        41.8065       0.782793        40.4095     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.40739        3.65447       0.231410E-004   6.87831        41.8660       0.793238        40.4005     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.44418        3.61936                 NaN   6.88109        41.8624       0.792053        40.4009     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.78267        3.28760                 NaN   6.88449        41.8531       0.790211        40.4020     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.86290        3.20946                 NaN   6.88748        41.8489       0.788901        40.4024     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.07006        3.00679                 NaN   6.89067        41.8420       0.787312        40.4032     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.28818        2.79323                 NaN   6.89388        41.8351       0.785706        40.4039     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.51749        2.56854                 NaN   6.89709        41.8281       0.784088        40.4047     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.73751        2.35318                 NaN   6.90031        41.8210       0.782465        40.4055     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.11579        7.93918                 NaN   6.90043        41.8582       0.787818        40.3986     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.18977        1.91041                 NaN   6.90675        41.8067       0.779184        40.4072     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.42537        1.67961                 NaN   6.90998        41.7995       0.777533        40.4080     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.67756        1.43229                 NaN   6.91320        41.7922       0.775872        40.4088     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.89265        1.22212                 NaN   6.91644        41.7849       0.774202        40.4097     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.16469       0.955020                 NaN   6.91965        41.7776       0.772539        40.4105     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.37106       0.754022       0.932387E-005   6.92294        41.7697       0.770820        40.4115     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.63524       0.494736       0.862429E-005   6.92613        41.7624       0.769152        40.4123     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90136       0.233599       0.799773E-005   6.92933        41.7550       0.767475        40.4132     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1164       0.235600E-001            NaN   6.93256        41.7476       0.765780        40.4141     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.89095       0.250994       0.956025E-004   6.93365        41.7446       0.765124        40.4146     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.84173       0.304407       0.154774E-003   6.93661        41.7380       0.763664        40.4155     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.70514       0.444314       0.143422E-003   6.93878        41.7329       0.762544        40.4162     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.58007       0.572851       0.132246E-003   6.94110        41.7276       0.761363        40.4169     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.45502       0.701361       0.123033E-003   6.94343        41.7222       0.760178        40.4176     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.32854       0.831241       0.112242E-003   6.94576        41.7170       0.759003        40.4184     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.21327       0.950100       0.103400E-003   6.94824        41.7114       0.757760        40.4191     
