|6.6.6
Archiving\03_Data\fracLP/QFM_m5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1533.83        500.000        98.9716                 NaN            NaN            NaN            NaN            NaN   1.02845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9794                 NaN            NaN            NaN            NaN            NaN   1.02056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9997                 NaN            NaN            NaN            NaN            NaN   1.00029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0090                 NaN            NaN            NaN            NaN            NaN  0.990963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0213                 NaN            NaN            NaN            NaN            NaN  0.978691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0343                 NaN            NaN            NaN            NaN            NaN  0.965708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0399                 NaN            NaN            NaN            NaN            NaN  0.960055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0610                 NaN            NaN            NaN            NaN            NaN  0.939043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9897                 NaN            NaN            NaN            NaN            NaN  0.668466       0.341834                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.7854                 NaN            NaN            NaN            NaN            NaN  0.260844E-001   1.18856                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.7804                 NaN            NaN            NaN            NaN            NaN            NaN   1.21959                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.7685                 NaN            NaN            NaN            NaN            NaN            NaN   1.23150                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.7550                 NaN            NaN            NaN            NaN            NaN            NaN   1.24499                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.5029                 NaN            NaN            NaN            NaN            NaN            NaN   1.15563       0.341451                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.8952                 NaN            NaN            NaN            NaN            NaN            NaN   1.23385       0.870913                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.9431                 NaN            NaN            NaN            NaN            NaN            NaN   1.20746       0.849461                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.9857                 NaN            NaN            NaN            NaN            NaN            NaN   1.18395       0.830337                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.0301                 NaN            NaN            NaN            NaN            NaN            NaN   1.15887       0.811047                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.0706                 NaN            NaN            NaN            NaN            NaN            NaN  0.793565        1.13588                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.1116                 NaN            NaN            NaN            NaN            NaN            NaN   1.11479       0.773635                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.1506                 NaN            NaN            NaN            NaN            NaN            NaN   1.09163       0.757741                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.1872                 NaN            NaN            NaN            NaN            NaN            NaN   1.07103       0.741812                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.2265                 NaN            NaN            NaN            NaN            NaN            NaN  0.724273        1.04926                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.2594                 NaN            NaN            NaN            NaN            NaN            NaN   1.03061       0.710005                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.2936                 NaN            NaN            NaN            NaN            NaN            NaN   1.01164       0.694768                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.3251                 NaN            NaN            NaN            NaN            NaN            NaN  0.994643       0.680229                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.3634                 NaN            NaN            NaN            NaN            NaN            NaN  0.971981       0.664611                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.3906                 NaN            NaN            NaN            NaN            NaN            NaN  0.652308       0.957129                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.4194                 NaN            NaN            NaN            NaN            NaN            NaN  0.943491       0.637158                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.4542                 NaN            NaN            NaN            NaN            NaN            NaN  0.922919       0.622914                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.4805                 NaN            NaN            NaN            NaN            NaN            NaN  0.611781       0.907704                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.0311                 NaN            NaN            NaN            NaN            NaN            NaN   1.17739       0.791525                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0238                 NaN            NaN            NaN            NaN            NaN            NaN  0.391465       0.584692                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.5600                 NaN            NaN            NaN            NaN            NaN            NaN  0.862789       0.577232                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.5899                 NaN            NaN            NaN            NaN            NaN            NaN  0.563819       0.846283                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6056                 NaN  0.705929E-002            NaN            NaN            NaN            NaN  0.528361       0.858964                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6296                 NaN  0.730965E-002            NaN            NaN            NaN            NaN  0.846361       0.516764                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6543                 NaN  0.692407E-002            NaN            NaN            NaN            NaN  0.831439       0.507327                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.6780                 NaN  0.655582E-002            NaN            NaN            NaN            NaN  0.817270       0.498195                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        96.7363                 NaN  0.423301E-001            NaN            NaN            NaN            NaN   1.10444        1.21188                 NaN  0.905031                 NaN            NaN            NaN
  1433.58        500.000        95.5169                 NaN  0.649678E-001            NaN            NaN            NaN            NaN   1.43927        1.47831                 NaN   1.50059                 NaN            NaN            NaN
  1431.08        500.000        95.7850                 NaN  0.604092E-001            NaN            NaN            NaN            NaN   1.35572        1.38627                 NaN   1.41256                 NaN            NaN            NaN
  1428.57        500.000        96.0249                 NaN  0.562846E-001            NaN            NaN            NaN            NaN   1.28074        1.30442                 NaN   1.33367                 NaN            NaN            NaN
  1426.07        500.000        96.2404                 NaN  0.526545E-001            NaN            NaN            NaN            NaN   1.21350        1.23086                 NaN   1.26257                 NaN            NaN            NaN
  1423.56        500.000        96.4398                 NaN  0.492265E-001            NaN            NaN            NaN            NaN   1.16310        1.15109                 NaN   1.19679                 NaN            NaN            NaN
  1421.05        500.000        96.6194                 NaN  0.461812E-001            NaN            NaN            NaN            NaN   1.10271        1.09430                 NaN   1.13736                 NaN            NaN            NaN
  1418.55        500.000        96.7836                 NaN  0.433695E-001            NaN            NaN            NaN            NaN   1.04731        1.04255                 NaN   1.08321                 NaN            NaN            NaN
  1416.04        500.000        96.9348                 NaN  0.408133E-001            NaN            NaN            NaN            NaN  0.996759       0.994494                 NaN   1.03310                 NaN            NaN            NaN
  1413.53        500.000        97.0737                 NaN  0.383905E-001            NaN            NaN            NaN            NaN  0.950208       0.950877                 NaN  0.986850                 NaN            NaN            NaN
  1411.03        500.000        97.2041                 NaN  0.362212E-001            NaN            NaN            NaN            NaN  0.907189       0.909346                 NaN  0.943164                 NaN            NaN            NaN
  1408.52        500.000        97.3242                 NaN  0.341499E-001            NaN            NaN            NaN            NaN  0.870666       0.867924                 NaN  0.903073                 NaN            NaN            NaN
  1406.02        500.000        97.4350                 NaN  0.322758E-001            NaN            NaN            NaN            NaN  0.835473       0.831104                 NaN  0.866152                 NaN            NaN            NaN
  1403.51        500.000        97.5384                 NaN  0.305295E-001            NaN            NaN            NaN            NaN  0.802625       0.796817                 NaN  0.831594                 NaN            NaN            NaN
  1401.00        500.000        97.6352                 NaN  0.289027E-001            NaN            NaN            NaN            NaN  0.765561       0.771238                 NaN  0.799133                 NaN            NaN            NaN
  1398.50        500.000        97.7272                 NaN  0.272732E-001            NaN            NaN            NaN            NaN  0.741227       0.736221                 NaN  0.768078                 NaN            NaN            NaN
  1395.99        500.000        97.8118                 NaN  0.257888E-001            NaN            NaN            NaN            NaN  0.713981       0.708845                 NaN  0.739558                 NaN            NaN            NaN
  1393.48        500.000        97.8923                 NaN  0.244355E-001            NaN            NaN            NaN            NaN  0.687794       0.682950                 NaN  0.712555                 NaN            NaN            NaN
  1390.98        500.000        97.9679                 NaN  0.231423E-001            NaN            NaN            NaN            NaN  0.663111       0.658808                 NaN  0.686999                 NaN            NaN            NaN
  1388.47        500.000        98.0388                 NaN  0.218972E-001            NaN            NaN            NaN            NaN  0.639778       0.636652                 NaN  0.662888                 NaN            NaN            NaN
  1385.96        500.000        98.1048                 NaN  0.207413E-001            NaN            NaN            NaN            NaN  0.616181       0.617773                 NaN  0.640501                 NaN            NaN            NaN
  1383.46        500.000        98.1715                 NaN  0.195207E-001            NaN            NaN            NaN            NaN  0.595012       0.596313                 NaN  0.617609                 NaN            NaN            NaN
  1380.95        500.000        98.2307                 NaN  0.185116E-001            NaN            NaN            NaN            NaN  0.576489       0.576643                 NaN  0.597691                 NaN            NaN            NaN
  1378.45        500.000        98.2879                 NaN  0.174806E-001            NaN            NaN            NaN            NaN  0.559122       0.557370                 NaN  0.578122                 NaN            NaN            NaN
  1375.94        500.000        98.3421                 NaN  0.165173E-001            NaN            NaN            NaN            NaN  0.539096       0.542641                 NaN  0.559605                 NaN            NaN            NaN
  1373.43        500.000        98.3938                 NaN  0.155064E-001            NaN            NaN            NaN            NaN  0.521875       0.526919                 NaN  0.541886                 NaN            NaN            NaN
  1370.93        500.000        98.4430                 NaN  0.146517E-001            NaN            NaN            NaN            NaN  0.512358       0.505127                 NaN  0.524855                 NaN            NaN            NaN
  1368.42        500.000        98.4900                 NaN  0.137188E-001            NaN            NaN            NaN            NaN  0.499251       0.488309                 NaN  0.508763                 NaN            NaN            NaN
  1365.91        500.000        98.5358                 NaN  0.129233E-001            NaN            NaN            NaN            NaN  0.473409       0.484878                 NaN  0.492968                 NaN            NaN            NaN
  1363.41        500.000        98.5773                 NaN  0.121538E-001            NaN            NaN            NaN            NaN  0.472571       0.459277                 NaN  0.478674                 NaN            NaN            NaN
  1360.90        500.000        98.6184                 NaN  0.113275E-001            NaN            NaN            NaN            NaN  0.460831       0.445079                 NaN  0.464391                 NaN            NaN            NaN
  1358.40        500.000        98.6573                 NaN  0.105882E-001            NaN            NaN            NaN            NaN  0.431410       0.449731                 NaN  0.450953                 NaN            NaN            NaN
  1355.89        500.000        98.6944                 NaN  0.988996E-002            NaN            NaN            NaN            NaN  0.418747       0.438848                 NaN  0.438130                 NaN            NaN            NaN
  1353.38        500.000        98.7303                 NaN  0.915447E-002            NaN            NaN            NaN            NaN  0.429108       0.405806                 NaN  0.425647                 NaN            NaN            NaN
  1350.88        500.000        98.7645                 NaN  0.847393E-002            NaN            NaN            NaN            NaN  0.419656       0.393587                 NaN  0.413792                 NaN            NaN            NaN
  1348.37        500.000        95.4432                 NaN  0.543293E-001            NaN            NaN            NaN            NaN   1.50448        1.40254                 NaN   1.59540                 NaN            NaN            NaN
  1345.86        500.000        98.0997                 NaN  0.118021E-001            NaN            NaN            NaN            NaN  0.482287       0.755131                 NaN  0.651124                 NaN            NaN            NaN
  1343.36        500.000        97.0451                 NaN  0.311055E-001            NaN            NaN            NaN            NaN  0.829909        1.05457                 NaN   1.03936                 NaN            NaN            NaN
  1340.85        500.000        98.6411                 NaN  0.130047E-001            NaN            NaN            NaN            NaN  0.383435       0.487202                 NaN  0.475254                 NaN            NaN            NaN
  1338.35        500.000        99.1391                 NaN  0.732510E-002            NaN            NaN            NaN            NaN  0.243956       0.310681                 NaN  0.298969                 NaN            NaN            NaN
  1335.84        500.000        99.8472                 NaN            NaN            NaN            NaN            NaN            NaN  0.127979                 NaN            NaN  0.248106E-001            NaN            NaN            NaN
  1333.33        500.000        99.4598                 NaN  0.892284E-002            NaN            NaN            NaN            NaN  0.290060       0.499912E-001            NaN  0.191251                 NaN            NaN            NaN
  1330.83        500.000        99.1741                 NaN  0.315394E-003            NaN            NaN            NaN            NaN  0.507216       0.165692E-001            NaN  0.301825                 NaN            NaN            NaN
  1328.32        500.000        99.5613                 NaN  0.366217E-002            NaN            NaN            NaN            NaN  0.314762                 NaN            NaN  0.120275                 NaN            NaN            NaN
  1325.81        500.000        99.5113                 NaN  0.386795E-002            NaN            NaN            NaN            NaN  0.185090       0.134076                 NaN  0.165693                 NaN            NaN            NaN
  1323.31        500.000        99.5007                 NaN  0.126723E-002            NaN            NaN            NaN            NaN  0.188064       0.144424                 NaN  0.165531                 NaN            NaN            NaN
  1320.80        500.000        99.5318                 NaN  0.663265E-003            NaN            NaN            NaN            NaN  0.178619       0.135099                 NaN  0.153847                 NaN            NaN            NaN
  1318.30        500.000        99.5499                 NaN  0.222850E-003            NaN            NaN            NaN            NaN  0.129568       0.173387                 NaN  0.146963                 NaN            NaN            NaN
  1315.79        500.000        99.5667                 NaN            NaN            NaN            NaN            NaN            NaN  0.167322       0.125466                 NaN  0.140546                 NaN            NaN            NaN
  1313.28        500.000        99.5757                 NaN            NaN            NaN            NaN            NaN            NaN  0.162859       0.124407                 NaN  0.137068                 NaN            NaN            NaN
  1310.78        500.000        99.5807                 NaN            NaN            NaN            NaN            NaN            NaN  0.159615       0.124894                 NaN  0.134776                 NaN            NaN            NaN
  1308.27        500.000        99.5805                 NaN            NaN            NaN            NaN            NaN            NaN  0.157999       0.127348                 NaN  0.134191                 NaN            NaN            NaN
  1305.76        500.000        99.5746                 NaN            NaN            NaN            NaN            NaN            NaN  0.158010       0.132054                 NaN  0.135348                 NaN            NaN            NaN
  1303.26        500.000        99.5615                 NaN            NaN            NaN            NaN            NaN            NaN  0.139744       0.160036                 NaN  0.138738                 NaN            NaN            NaN
  1300.75        500.000        99.5338                 NaN            NaN            NaN            NaN            NaN            NaN  0.167959       0.150744                 NaN  0.147478                 NaN            NaN            NaN
  1298.25        500.000        99.5103                 NaN            NaN            NaN            NaN            NaN            NaN  0.169690       0.168156                 NaN  0.151850                 NaN            NaN            NaN
  1295.74        500.000        99.4488                 NaN            NaN            NaN            NaN            NaN            NaN  0.196333       0.184097                 NaN  0.170755                 NaN            NaN            NaN
  1293.23        500.000        99.3450                 NaN            NaN            NaN            NaN            NaN            NaN  0.881755E-001  0.351450                 NaN  0.215367                 NaN            NaN            NaN
  1290.73        500.000        99.2193                 NaN            NaN            NaN            NaN            NaN            NaN  0.900948E-001  0.466576                 NaN  0.223996                 NaN            NaN            NaN
  1288.22        500.000        98.8792                 NaN            NaN            NaN            NaN            NaN            NaN  0.469958       0.313342                 NaN  0.337491                 NaN            NaN            NaN
  1285.71        500.000        99.0828                 NaN            NaN            NaN            NaN            NaN            NaN  0.307949       0.318874                 NaN  0.290417                 NaN            NaN            NaN
  1283.21        500.000        99.3202                 NaN            NaN            NaN            NaN            NaN            NaN  0.269492       0.185236                 NaN  0.225055                 NaN            NaN            NaN
  1280.70        500.000        99.3324                 NaN            NaN            NaN            NaN            NaN            NaN  0.180023       0.266224                 NaN  0.221319                 NaN            NaN            NaN
  1278.20        500.000        97.2882                 NaN  0.157483E-001            NaN            NaN            NaN            NaN   1.00966       0.101121                 NaN  0.880433E-001   1.49725                 NaN            NaN
  1275.69        500.000        94.9409                 NaN            NaN            NaN            NaN            NaN            NaN  0.895808                 NaN            NaN  0.955565        3.20773                 NaN            NaN
  1273.18        500.000        91.8085                 NaN            NaN            NaN            NaN            NaN            NaN  0.985860       0.601179                 NaN  0.972733        5.37614       0.255601                 NaN
  1270.68        500.000        92.4035                 NaN            NaN            NaN            NaN            NaN            NaN  0.436853        1.03134                 NaN  0.891341        4.99013       0.246824                 NaN
  1268.17        500.000        93.1594                 NaN            NaN            NaN            NaN            NaN            NaN  0.939399       0.370073                 NaN  0.801286        4.50552       0.224358                 NaN
  1265.66        500.000        93.7870                 NaN            NaN            NaN            NaN            NaN            NaN  0.860830       0.316790                 NaN  0.725949        4.10442       0.205011                 NaN
  1263.16        500.000        94.3170                 NaN            NaN            NaN            NaN            NaN            NaN  0.793160       0.273029                 NaN  0.661570        3.76702       0.188225                 NaN
  1260.65        500.000        94.7751                 NaN            NaN            NaN            NaN            NaN            NaN  0.732110       0.237160                 NaN  0.605443        3.47681       0.173420                 NaN
  1258.15        500.000        95.1759                 NaN            NaN            NaN            NaN            NaN            NaN  0.207308       0.677276                 NaN  0.555926        3.22353       0.160080                 NaN
  1255.64        500.000        95.5283                 NaN            NaN            NaN            NaN            NaN            NaN  0.181107       0.629695                 NaN  0.512129        3.00088       0.147916                 NaN
  1253.13        500.000        95.8438                 NaN            NaN            NaN            NaN            NaN            NaN  0.585064       0.159658                 NaN  0.472725        2.80192       0.136833                 NaN
  1250.63        500.000        96.1271                 NaN            NaN            NaN            NaN            NaN            NaN  0.544604       0.141142                 NaN  0.437212        2.62335       0.126639                 NaN
  1248.12        500.000        96.3836                 NaN            NaN            NaN            NaN            NaN            NaN  0.507332       0.125072                 NaN  0.404855        2.46185       0.117326                 NaN
  1245.61        500.000        96.6156                 NaN            NaN            NaN            NaN            NaN            NaN  0.473638       0.110781                 NaN  0.375491        2.31574       0.108761                 NaN
  1243.11        500.000        96.8294                 NaN            NaN            NaN            NaN            NaN            NaN  0.440755       0.996954E-001            NaN  0.348547        2.18079       0.100838                 NaN
  1240.60        500.000        97.0229                 NaN            NaN            NaN            NaN            NaN            NaN  0.900474E-001  0.410901                 NaN  0.324208        2.05840       0.935353E-001            NaN
  1238.10        500.000        97.2005                 NaN            NaN            NaN            NaN            NaN            NaN  0.385386       0.801920E-001            NaN  0.301789        1.94539       0.867237E-001            NaN
  1235.59        500.000        97.3636                 NaN            NaN            NaN            NaN            NaN            NaN  0.359853       0.727881E-001            NaN  0.281235        1.84196       0.805726E-001            NaN
  1233.08        500.000        97.5126                 NaN            NaN            NaN            NaN            NaN            NaN  0.337685       0.656876E-001            NaN  0.262590        1.74660       0.748077E-001            NaN
  1230.58        500.000        97.6505                 NaN            NaN            NaN            NaN            NaN            NaN  0.316452       0.598540E-001            NaN  0.245352        1.65826       0.695399E-001            NaN
  1228.07        500.000        58.8621                 NaN            NaN            NaN            NaN            NaN            NaN   2.62705       0.728684E-001            NaN   2.98985        18.0743       0.468765        16.9051     
  1225.56        500.000        68.6222                 NaN            NaN            NaN            NaN            NaN            NaN   2.12665                 NaN            NaN   2.29579        13.6896       0.331652        12.9341     
  1223.06        500.000        74.8342                 NaN            NaN            NaN            NaN            NaN            NaN   1.76420                 NaN            NaN   1.85560        10.9149       0.247813        10.3833     
  1220.55        500.000        78.8304                 NaN            NaN            NaN            NaN            NaN            NaN   1.52933                 NaN            NaN   1.57019        9.13214       0.195585        8.74236     
  1218.05        500.000        81.5220                 NaN            NaN            NaN            NaN            NaN            NaN   1.37471                 NaN            NaN   1.37657        7.92930       0.160679        7.63676     
  1215.54        500.000        83.4868                 NaN            NaN            NaN            NaN            NaN            NaN   1.26338                 NaN            NaN   1.23402        7.05092       0.135660        6.82924     
  1213.03        500.000        83.2446                 NaN  0.550178E-001            NaN            NaN            NaN            NaN   1.14614                 NaN            NaN   1.27999        7.08658       0.120875        7.06682     
  1210.53        500.000        84.6891                 NaN  0.507144E-001            NaN            NaN            NaN            NaN   1.05072                 NaN            NaN   1.15888        6.47474       0.108987        6.46686     
  1208.02        500.000        85.7588                 NaN  0.458681E-001            NaN            NaN            NaN            NaN  0.986805                 NaN            NaN   1.06685        6.02345       0.997825E-001   6.01845     
  1205.51        500.000        86.5349                 NaN  0.416762E-001            NaN            NaN            NaN            NaN  0.939139                 NaN            NaN  0.999368        5.70040       0.924162E-001   5.69214     
  1203.01        500.000        86.9350                 NaN  0.386037E-001            NaN            NaN            NaN            NaN  0.914750                 NaN            NaN  0.959862        5.54144       0.874189E-001   5.52296     
  1200.50        500.000        86.8322                 NaN  0.371070E-001            NaN            NaN            NaN            NaN  0.920619                 NaN            NaN  0.955489        5.60384       0.853739E-001   5.56533     
  1197.99        500.000        85.8158                 NaN  0.425024E-001            NaN            NaN            NaN            NaN  0.938859                 NaN            NaN   1.00898        6.08189       0.893419E-001   6.02262     
  1195.49        500.000        81.6810                 NaN  0.519498E-001            NaN            NaN            NaN            NaN   1.19845                 NaN            NaN   1.27094        7.95129       0.108507        7.73788     
  1192.98        500.000        41.6163                 NaN  0.163117                 NaN            NaN            NaN            NaN   3.48283                 NaN            NaN   3.85097        25.8225       0.311938        24.7523     
  1190.48        500.000                 NaN            NaN  0.279367                 NaN            NaN            NaN            NaN   5.83948                 NaN            NaN   6.40920        44.3999       0.519917        42.5522     
  1187.97        500.000                 NaN            NaN  0.252242                 NaN            NaN            NaN            NaN   6.01087                 NaN            NaN   6.43517        44.3179       0.510648        42.4732     
  1185.46        500.000                 NaN            NaN  0.262092                 NaN            NaN            NaN            NaN   5.93864                 NaN            NaN   6.42205        44.3606       0.515363        42.5013     
  1182.96        500.000                 NaN            NaN  0.249880                 NaN            NaN            NaN            NaN   6.00824                 NaN            NaN   6.42959        44.3350       0.512579        42.4647     
  1180.45        500.000                 NaN            NaN  0.236128                 NaN            NaN            NaN            NaN   6.08654                 NaN            NaN   6.43814        44.3065       0.509417        42.4233     
  1177.94        500.000                 NaN            NaN  0.184612                 NaN            NaN            NaN            NaN   6.40087                 NaN            NaN   6.48077        44.1712       0.493800        42.2688     
  1175.44        500.000                 NaN            NaN  0.202398                 NaN            NaN            NaN            NaN   6.27819                 NaN            NaN   6.45934        44.2380       0.501569        42.3205     
  1172.93        500.000                 NaN            NaN  0.113976                 NaN            NaN            NaN            NaN   6.80937                 NaN            NaN   6.53018        44.0200       0.475470        42.0510     
  1170.43        500.000                 NaN            NaN  0.974214E-001            NaN            NaN            NaN            NaN   6.88920                 NaN            NaN   6.53430        44.0088       0.473820        41.9964     
  1167.92        500.000                 NaN            NaN  0.632331E-001            NaN            NaN            NaN            NaN   4.10232        2.97414                 NaN   6.55369        43.9521       0.466521        41.8880     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.68518        3.74938                 NaN   6.59534        43.8303       0.450838        41.6890     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.43598                 NaN            NaN   6.60361        43.8205       0.449829        41.6900     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.43273                 NaN            NaN   6.59815        43.8277       0.450248        41.6912     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.43602                 NaN            NaN   6.59890        43.8207       0.450154        41.6942     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.94284        5.48912                 NaN   6.59813        43.8246       0.450468        41.6948     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.63916        5.79667                 NaN   6.60113        43.8160       0.449593        41.6975     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.50465        3.92720       0.503719E-004   6.60035        43.8200       0.449667        41.6981     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.994087        6.44964                 NaN   6.60711        43.7986       0.447827        41.7028     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.662315        6.78540                 NaN   6.61009        43.7898       0.446939        41.7054     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.304606        7.14721                 NaN   6.61309        43.7809       0.446037        41.7081     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.539295E-001   7.40181                 NaN   6.61604        43.7723       0.445147        41.7108     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.49049                 NaN            NaN   6.63482        43.7139       0.438683        41.7221     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.72201        2.72973       0.171891E-004   6.61815        43.7731       0.444498        41.7126     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.74660        2.70646                 NaN   6.62073        43.7679       0.443813        41.7145     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.00214        2.45656                 NaN   6.62396        43.7570       0.442764        41.7175     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.05951        2.40089                 NaN   6.62676        43.7513       0.442010        41.7196     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.21443        2.24972                 NaN   6.62977        43.7429       0.441102        41.7221     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.37760        2.09034                 NaN   6.63280        43.7344       0.440184        41.7246     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.54922        1.92257                 NaN   6.63583        43.7259       0.439259        41.7272     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.71397        1.76171                 NaN   6.63887        43.7174       0.438332        41.7298     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.58574        5.85933                 NaN   6.63859        43.7529       0.441290        41.7222     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.05283        1.43078                 NaN   6.64495        43.7000       0.436458        41.7349     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.22947        1.25818                 NaN   6.64799        43.6913       0.435515        41.7375     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.41859        1.07313                 NaN   6.65104        43.6825       0.434567        41.7402     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.58003       0.915824                 NaN   6.65410        43.6736       0.433614        41.7428     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.78418       0.715818                 NaN   6.65713        43.6648       0.432665        41.7454     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.93943       0.565091       0.695516E-005   6.66024        43.6554       0.431685        41.7482     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.13779       0.370846       0.643499E-005   6.66325        43.6466       0.430733        41.7508     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33769       0.175136       0.596904E-005   6.66627        43.6377       0.429776        41.7534     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.49973       0.173005E-001            NaN   6.66933        43.6288       0.428810        41.7561     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33637       0.182280       0.703777E-004   6.67030        43.6243       0.428424        41.7582     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30118       0.221028       0.113909E-003   6.67308        43.6162       0.427589        41.7609     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.20232       0.322668       0.105606E-003   6.67511        43.6096       0.426944        41.7633     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.11182       0.416081       0.974259E-004   6.67727        43.6028       0.426264        41.7657     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.02131       0.509502       0.906855E-004   6.67945        43.5959       0.425583        41.7681     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.92974       0.603950       0.827779E-004   6.68162        43.5892       0.424907        41.7705     
