|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1396.18        2500.00        98.9825       0.123626       0.358988                 NaN            NaN  0.175872                 NaN  0.359035                 NaN            NaN            NaN
  1395.08        2500.00        98.9884       0.121449       0.356586                 NaN            NaN  0.175951                 NaN  0.357618                 NaN            NaN            NaN
  1393.98        2500.00        98.9987       0.354152       0.117838                 NaN            NaN  0.175337                 NaN  0.354003                 NaN            NaN            NaN
  1392.88        2500.00        99.0077       0.112031       0.353485                 NaN            NaN  0.175547                 NaN  0.351271                 NaN            NaN            NaN
  1391.78        2500.00        99.0191       0.110508       0.349380                 NaN            NaN  0.174133                 NaN  0.346875                 NaN            NaN            NaN
  1390.68        2500.00        99.0277       0.105997       0.347930                 NaN            NaN  0.174246                 NaN  0.344144                 NaN            NaN            NaN
  1389.58        2500.00        99.0376       0.102395       0.345657                 NaN            NaN  0.173679                 NaN  0.340634                 NaN            NaN            NaN
  1388.48        2500.00        99.0463       0.988246E-001  0.343611                 NaN            NaN  0.173513                 NaN  0.337790                 NaN            NaN            NaN
  1387.38        2500.00        99.0559       0.341539       0.949853E-001            NaN            NaN  0.172976                 NaN  0.334554                 NaN            NaN            NaN
  1386.28        2500.00        99.0657       0.338805       0.923982E-001            NaN            NaN  0.172131                 NaN  0.330927                 NaN            NaN            NaN
  1385.18        2500.00        99.0737       0.886426E-001  0.337532                 NaN            NaN  0.171883                 NaN  0.328244                 NaN            NaN            NaN
  1384.07        2500.00        99.0820       0.335548       0.857002E-001            NaN            NaN  0.171422                 NaN  0.325321                 NaN            NaN            NaN
  1382.97        2500.00        99.0896       0.808566E-001  0.334150                 NaN            NaN  0.172198                 NaN  0.323166                 NaN            NaN            NaN
  1381.87        2500.00        99.1011       0.330953       0.802449E-001            NaN            NaN  0.169432                 NaN  0.318257                 NaN            NaN            NaN
  1380.77        2500.00        99.1030       0.717162E-001  0.334212                 NaN            NaN  0.172408                 NaN  0.318628                 NaN            NaN            NaN
  1379.67        2500.00        99.1197       0.325626       0.771925E-001            NaN            NaN  0.166322                 NaN  0.311158                 NaN            NaN            NaN
  1378.57        2500.00        99.1251       0.326015       0.696086E-001            NaN            NaN  0.168794                 NaN  0.310478                 NaN            NaN            NaN
  1377.47        2500.00        99.1328       0.673115E-001  0.324336                 NaN            NaN  0.168024                 NaN  0.307528                 NaN            NaN            NaN
  1376.37        2500.00        99.1397       0.646668E-001  0.322958                 NaN            NaN  0.167620                 NaN  0.305099                 NaN            NaN            NaN
  1375.27        2500.00        99.1474       0.620489E-001  0.321564                 NaN            NaN  0.166709                 NaN  0.302263                 NaN            NaN            NaN
  1374.17        2500.00        99.1518       0.321228       0.589075E-001            NaN            NaN  0.167079                 NaN  0.300936                 NaN            NaN            NaN
  1373.07        2500.00        99.1653       0.316710       0.579898E-001            NaN            NaN  0.164513                 NaN  0.295520                 NaN            NaN            NaN
  1371.97        2500.00        99.1520       0.323597       0.506211E-001            NaN            NaN  0.171134                 NaN  0.302684                 NaN            NaN            NaN
  1370.87        2500.00        99.1983       0.306397       0.550702E-001            NaN            NaN  0.157830                 NaN  0.282360                 NaN            NaN            NaN
  1369.77        2500.00        99.1852       0.312504       0.501017E-001            NaN            NaN  0.163388                 NaN  0.288809                 NaN            NaN            NaN
  1368.67        2500.00        99.1927       0.475124E-001  0.310751                 NaN            NaN  0.162753                 NaN  0.286243                 NaN            NaN            NaN
  1367.57        2500.00        99.1991       0.309515       0.458266E-001            NaN            NaN  0.161820                 NaN  0.283706                 NaN            NaN            NaN
  1366.47        2500.00        99.1963       0.427650E-001  0.309695                 NaN            NaN  0.165139                 NaN  0.286150                 NaN            NaN            NaN
  1365.37        2500.00        99.2203       0.452816E-001  0.302809                 NaN            NaN  0.156684                 NaN  0.274891                 NaN            NaN            NaN
  1364.27        2500.00        99.2206       0.303937       0.405881E-001            NaN            NaN  0.159062                 NaN  0.275780                 NaN            NaN            NaN
  1363.17        2500.00        99.2260       0.303225       0.386798E-001            NaN            NaN  0.158305                 NaN  0.273755                 NaN            NaN            NaN
  1362.06        2500.00        99.2320       0.370910E-001  0.301811                 NaN            NaN  0.157511                 NaN  0.271543                 NaN            NaN            NaN
  1360.96        2500.00        99.2377       0.300888       0.345913E-001            NaN            NaN  0.157161                 NaN  0.269664                 NaN            NaN            NaN
  1359.86        2500.00        99.2457       0.342159E-001  0.298560                 NaN            NaN  0.155195                 NaN  0.266279                 NaN            NaN            NaN
  1358.76        2500.00        99.2513       0.297766       0.315995E-001            NaN            NaN  0.154927                 NaN  0.264436                 NaN            NaN            NaN
  1357.66        2500.00        99.2573       0.307383E-001  0.296263                 NaN            NaN  0.153693                 NaN  0.262054                 NaN            NaN            NaN
  1356.56        2500.00        99.2631       0.294980       0.291494E-001            NaN            NaN  0.152883                 NaN  0.259933                 NaN            NaN            NaN
  1355.46        2500.00        99.2686       0.293622       0.282734E-001            NaN            NaN  0.151785                 NaN  0.257708                 NaN            NaN            NaN
  1354.36        2500.00        99.2747       0.276510E-001  0.291720                 NaN            NaN  0.150549                 NaN  0.255376                 NaN            NaN            NaN
  1353.26        2500.00        99.2807       0.290658       0.254712E-001            NaN            NaN  0.149929                 NaN  0.253222                 NaN            NaN            NaN
  1352.16        2500.00        99.2865       0.256253E-001  0.288158                 NaN            NaN  0.148657                 NaN  0.251040                 NaN            NaN            NaN
  1351.06        2500.00        99.2930       0.339255E-001  0.283672                 NaN            NaN  0.142187                 NaN  0.247257                 NaN            NaN            NaN
  1349.96        2500.00        99.2975       0.290138       0.120539E-001            NaN            NaN  0.152057                 NaN  0.248265                 NaN            NaN            NaN
  1348.86        2500.00        99.3035       0.233227E-001  0.284703                 NaN            NaN  0.144468                 NaN  0.244042                 NaN            NaN            NaN
  1347.76        2500.00        99.3073       0.163213E-001  0.286634                 NaN            NaN  0.146225                 NaN  0.243499                 NaN            NaN            NaN
  1346.66        2500.00        99.3147       0.257410E-001  0.279674                 NaN            NaN  0.140584                 NaN  0.239259                 NaN            NaN            NaN
  1345.56        2500.00        99.3191       0.279970       0.210647E-001            NaN            NaN  0.141559                 NaN  0.238296                 NaN            NaN            NaN
  1344.46        2500.00        99.3239       0.278906       0.207953E-001            NaN            NaN  0.140106                 NaN  0.236288                 NaN            NaN            NaN
  1343.36        2500.00        99.3289       0.202850E-001  0.277495                 NaN            NaN  0.139013                 NaN  0.234335                 NaN            NaN            NaN
  1342.26        2500.00        99.3334       0.276257       0.202794E-001            NaN            NaN  0.137567                 NaN  0.232508                 NaN            NaN            NaN
  1341.16        2500.00        99.3390       0.202725E-001  0.274516                 NaN            NaN  0.136042                 NaN  0.230193                 NaN            NaN            NaN
  1340.05        2500.00        99.3417       0.274047       0.207224E-001            NaN            NaN  0.134650                 NaN  0.228846                 NaN            NaN            NaN
  1338.95        2500.00        99.3477       0.272452       0.195643E-001            NaN            NaN  0.133715                 NaN  0.226614                 NaN            NaN            NaN
  1337.85        2500.00        99.3528       0.196140E-001  0.270378                 NaN            NaN  0.132400                 NaN  0.224815                 NaN            NaN            NaN
  1336.75        2500.00        99.3583       0.204708E-001  0.268898                 NaN            NaN  0.130116                 NaN  0.222171                 NaN            NaN            NaN
  1335.65        2500.00        99.3615       0.267894       0.204498E-001            NaN            NaN  0.129154                 NaN  0.220952                 NaN            NaN            NaN
  1334.55        2500.00        99.3666       0.265913       0.208449E-001            NaN            NaN  0.127679                 NaN  0.218984                 NaN            NaN            NaN
  1333.45        2500.00        99.3703       0.264614       0.216028E-001            NaN            NaN  0.126167                 NaN  0.217337                 NaN            NaN            NaN
  1332.35        2500.00        99.3749       0.263491       0.215778E-001            NaN            NaN  0.124594                 NaN  0.215434                 NaN            NaN            NaN
  1331.25        2500.00        99.3793       0.261577       0.225664E-001            NaN            NaN  0.123019                 NaN  0.213548                 NaN            NaN            NaN
  1330.15        2500.00        99.3828       0.260555       0.226132E-001            NaN            NaN  0.121839                 NaN  0.212191                 NaN            NaN            NaN
  1329.05        2500.00        99.3869       0.258645       0.250094E-001            NaN            NaN  0.119376                 NaN  0.210098                 NaN            NaN            NaN
  1327.95        2500.00        99.3905       0.257599       0.249579E-001            NaN            NaN  0.118247                 NaN  0.208676                 NaN            NaN            NaN
  1326.85        2500.00        99.3946       0.254424       0.271852E-001            NaN            NaN  0.116615                 NaN  0.207154                 NaN            NaN            NaN
  1325.75        2500.00        99.3991       0.276431E-001  0.253943                 NaN            NaN  0.114398                 NaN  0.204894                 NaN            NaN            NaN
  1324.65        2500.00        99.4028       0.253311       0.268538E-001            NaN            NaN  0.113521                 NaN  0.203527                 NaN            NaN            NaN
  1323.55        2500.00        99.4063       0.289466E-001  0.251309                 NaN            NaN  0.111523                 NaN  0.201929                 NaN            NaN            NaN
  1322.45        2500.00        99.4101       0.249381       0.303733E-001            NaN            NaN  0.109863                 NaN  0.200300                 NaN            NaN            NaN
  1321.35        2500.00        99.4137       0.248045       0.312136E-001            NaN            NaN  0.108301                 NaN  0.198790                 NaN            NaN            NaN
  1320.25        2500.00        99.4168       0.246324       0.333505E-001            NaN            NaN  0.106260                 NaN  0.197218                 NaN            NaN            NaN
  1319.15        2500.00        99.4182       0.245942       0.336808E-001            NaN            NaN  0.105250                 NaN  0.196888                 NaN            NaN            NaN
  1318.04        2500.00        99.4251       0.244187       0.353488E-001            NaN            NaN  0.102207                 NaN  0.193204                 NaN            NaN            NaN
  1316.94        2500.00        99.4272       0.382819E-001  0.241037                 NaN            NaN  0.100875                 NaN  0.192640                 NaN            NaN            NaN
  1315.84        2500.00        99.4305       0.239344       0.397523E-001            NaN            NaN  0.991177E-001            NaN  0.191237                 NaN            NaN            NaN
  1314.74        2500.00        99.4333       0.238483       0.409573E-001            NaN            NaN  0.974275E-001            NaN  0.189860                 NaN            NaN            NaN
  1313.64        2500.00        99.4364       0.236176       0.434132E-001            NaN            NaN  0.955212E-001            NaN  0.188468                 NaN            NaN            NaN
  1312.54        2500.00        99.4394       0.234104       0.459043E-001            NaN            NaN  0.935265E-001            NaN  0.187081                 NaN            NaN            NaN
  1311.44        2500.00        99.4421       0.232855       0.476458E-001            NaN            NaN  0.916486E-001            NaN  0.185775                 NaN            NaN            NaN
  1310.34        2500.00        99.4454       0.231542       0.486443E-001            NaN            NaN  0.900807E-001            NaN  0.184379                 NaN            NaN            NaN
  1309.24        2500.00        99.4479       0.514697E-001  0.229313                 NaN            NaN  0.881633E-001            NaN  0.183155                 NaN            NaN            NaN
  1308.14        2500.00        99.4497       0.560431E-001  0.226651                 NaN            NaN  0.855531E-001            NaN  0.182091                 NaN            NaN            NaN
  1307.04        2500.00        99.4536       0.573301E-001  0.224960                 NaN            NaN  0.837406E-001            NaN  0.180333                 NaN            NaN            NaN
  1305.94        2500.00        99.4558       0.223996       0.584024E-001            NaN            NaN  0.823953E-001            NaN  0.179448                 NaN            NaN            NaN
  1304.84        2500.00        99.4583       0.636974E-001  0.220292                 NaN            NaN  0.796786E-001            NaN  0.178075                 NaN            NaN            NaN
  1303.74        2500.00        99.4616       0.602663E-001  0.221912                 NaN            NaN  0.792600E-001            NaN  0.176966                 NaN            NaN            NaN
  1302.64        2500.00        99.4650       0.551919E-001  0.224718                 NaN            NaN  0.792535E-001            NaN  0.175851                 NaN            NaN            NaN
  1301.54        2500.00        99.4681       0.571474E-001  0.223129                 NaN            NaN  0.772385E-001            NaN  0.174384                 NaN            NaN            NaN
  1300.44        2500.00        99.4645       0.100294       0.195385                 NaN            NaN  0.661640E-001            NaN  0.173699                 NaN            NaN            NaN
  1299.34        2500.00        99.4745       0.393375E-001  0.235771                 NaN            NaN  0.779188E-001            NaN  0.172465                 NaN            NaN            NaN
  1298.24        2500.00        96.3940       0.741659                 NaN            NaN            NaN  0.288524                 NaN  0.567374        2.00839                 NaN            NaN
  1297.14        2500.00        85.4867        2.42323                 NaN            NaN            NaN  0.986877                 NaN   2.04578        8.79969       0.257720                 NaN
  1296.03        2500.00        77.0442        4.17843                 NaN            NaN            NaN  0.918249       0.796267        3.14160        13.8366       0.847008E-001            NaN
  1294.93        2500.00        79.3145        3.87747                 NaN            NaN            NaN  0.722619       0.848596        2.83039        12.4064                 NaN            NaN
  1293.83        2500.00        82.3274        3.35282                 NaN            NaN            NaN  0.621640       0.711896        2.43248        10.5538                 NaN            NaN
  1292.73        2500.00        84.6188        2.96243                 NaN            NaN            NaN  0.536934       0.608615        2.12888        9.14431                 NaN            NaN
  1291.63        2500.00        86.4198        2.60947                 NaN            NaN            NaN  0.538733       0.432458        1.89856        8.04447       0.564778E-001            NaN
  1290.53        2500.00        87.7526        2.30647                 NaN            NaN            NaN  0.597178       0.240150        1.73387        7.23561       0.134087                 NaN
  1289.43        2500.00        88.8278        2.08064                 NaN            NaN            NaN  0.614124       0.128549        1.59617        6.58188       0.170825                 NaN
  1288.33        2500.00        89.7113        1.89250                 NaN            NaN            NaN  0.630288       0.354467E-001   1.48263        6.04605       0.201747                 NaN
  1287.23        2500.00        90.4214        1.75806                 NaN            NaN            NaN  0.615430                 NaN   1.38735        5.61319       0.204616                 NaN
  1286.13        2500.00        88.2193        1.95876                 NaN            NaN            NaN  0.835638                 NaN   1.75425        6.96414       0.267915                 NaN
  1285.03        2500.00        93.8596        1.34681                 NaN            NaN            NaN  0.317607                 NaN  0.848497        3.50490       0.122605                 NaN
  1283.93        2500.00        82.4679        2.94969                 NaN            NaN            NaN   1.21667                 NaN   2.60619        10.3340       0.425572                 NaN
  1282.83        2500.00        99.3269       0.280125                 NaN            NaN            NaN  0.260392E-001            NaN  0.490607E-001  0.317857                 NaN            NaN
  1281.73        2500.00        80.0410        3.36029       0.329129                 NaN            NaN   1.34893                 NaN   3.02614        11.5037       0.390807                 NaN
  1280.63        2500.00        99.9998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.202369E-003            NaN
  1279.53        2500.00        99.9958       0.104687E-002            NaN            NaN            NaN  0.131480E-003            NaN  0.612854E-003  0.242347E-002            NaN            NaN
  1278.43        2500.00        99.9982       0.355881E-003            NaN            NaN            NaN  0.129183E-003            NaN  0.254179E-003  0.110600E-002            NaN            NaN
  1277.33        2500.00        99.9984       0.428101E-003            NaN            NaN            NaN  0.757541E-004            NaN  0.217469E-003  0.868620E-003            NaN            NaN
  1276.23        2500.00        99.8263       0.395446E-001            NaN            NaN            NaN  0.888259E-002            NaN  0.243264E-001  0.975067E-001  0.339176E-002            NaN
  1275.13        2500.00        86.6752        2.98800                 NaN            NaN            NaN  0.664926                 NaN   1.87248        7.57531       0.224077                 NaN
  1274.02        2500.00        89.7503        1.85316                 NaN            NaN            NaN  0.816755                 NaN   1.59929        5.76223       0.218271                 NaN
  1272.92        2500.00        99.5596       0.100854                 NaN            NaN            NaN            NaN            NaN  0.880668E-002  0.329764       0.985283E-003            NaN
  1271.82        2500.00        92.7276        1.77686                 NaN            NaN            NaN  0.210306                 NaN   1.08614        4.04943       0.149624                 NaN
  1270.72        2500.00        94.6178        1.24533                 NaN            NaN            NaN  0.506073E-001            NaN  0.755643        3.26319       0.674407E-001            NaN
  1269.62        2500.00        99.6915       0.289708                 NaN            NaN            NaN            NaN            NaN  0.153890E-001            NaN  0.344013E-002            NaN
  1268.52        2500.00        98.9253                 NaN            NaN            NaN            NaN  0.137495                 NaN  0.264122       0.617708       0.553899E-001            NaN
  1267.42        2500.00        93.0530        2.12984                 NaN            NaN            NaN  0.366660E-001            NaN  0.922334        3.77868       0.794764E-001            NaN
  1266.32        2500.00        94.1436        1.59822                 NaN            NaN            NaN  0.757129E-001            NaN  0.890134        3.17731       0.115053                 NaN
  1265.22        2500.00        97.9298       0.603486                 NaN            NaN            NaN            NaN            NaN  0.252697        1.20174       0.122703E-001            NaN
  1264.12        2500.00        95.8257        1.09836                 NaN            NaN            NaN  0.943807E-001            NaN  0.624440        2.29411       0.629793E-001            NaN
  1263.02        2500.00        96.3519        1.08191                 NaN            NaN            NaN            NaN            NaN  0.521808        1.98758       0.567769E-001            NaN
  1261.92        2500.00        96.1442        1.14777                 NaN            NaN            NaN            NaN            NaN  0.559252        2.09318       0.555817E-001            NaN
  1260.82        2500.00        93.4921        1.74297                 NaN            NaN            NaN  0.885029E-001            NaN  0.998314        3.57420       0.103885                 NaN
  1259.72        2500.00        91.5121        2.62593                 NaN            NaN            NaN            NaN            NaN  0.941329        4.83653       0.841034E-001            NaN
  1258.62        2500.00        99.6231                 NaN            NaN            NaN            NaN            NaN            NaN  0.376352                 NaN  0.525688E-003            NaN
  1257.52        2500.00        97.3416       0.603013       0.176496                 NaN            NaN            NaN            NaN  0.377428        1.42718       0.743297E-001            NaN
  1256.42        2500.00        97.4570       0.636658                 NaN            NaN            NaN            NaN            NaN  0.329790        1.54605       0.305353E-001            NaN
  1255.32        2500.00        99.3089       0.796732E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.580677       0.307549E-001            NaN
  1254.22        2500.00        86.9631        2.83930       0.914682                 NaN            NaN  0.111528                 NaN   1.97994        7.01391       0.177544                 NaN
  1253.12        2500.00        99.6809       0.151603                 NaN            NaN            NaN            NaN            NaN            NaN  0.167538                 NaN            NaN
  1252.01        2500.00        99.9570                 NaN            NaN            NaN            NaN            NaN            NaN  0.243860E-001            NaN  0.186575E-001            NaN
  1250.91        2500.00        97.7628       0.583995                 NaN            NaN            NaN  0.938544E-001            NaN  0.373435        1.17754       0.840855E-002            NaN
  1249.81        2500.00        99.7298       0.578237E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.209241       0.312006E-002            NaN
  1248.71        2500.00        99.4153       0.261942                 NaN            NaN            NaN            NaN            NaN  0.799696E-001  0.242835                 NaN            NaN
  1247.61        2500.00        96.6959       0.707474       0.197777E-001            NaN            NaN            NaN            NaN  0.415879        2.10259       0.583890E-001            NaN
  1246.51        2500.00        98.2370       0.725073                 NaN            NaN            NaN            NaN            NaN  0.261863       0.758596       0.174770E-001            NaN
  1245.41        2500.00        92.3031        1.93520                 NaN            NaN            NaN            NaN            NaN   1.09875        4.54163       0.121354                 NaN
  1244.31        2500.00        99.9999       0.213598E-004            NaN            NaN            NaN  0.140839E-005            NaN  0.194305E-004  0.928590E-004  0.305183E-005            NaN
  1243.21        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1242.11        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1241.01        2500.00        99.9999       0.179879E-004            NaN            NaN            NaN            NaN            NaN  0.955560E-005  0.449571E-004  0.131176E-005            NaN
  1239.91        2500.00        94.8066       0.857613       0.823846E-001            NaN            NaN            NaN            NaN  0.721907        3.41878       0.112751                 NaN
  1238.81        2500.00        98.9402       0.299124       0.302899E-001            NaN            NaN            NaN            NaN  0.137400       0.580248       0.127807E-001            NaN
  1237.71        2500.00        96.4619        1.63506       0.674836E-001            NaN            NaN            NaN            NaN  0.492750        1.34285                 NaN            NaN
  1236.61        2500.00        97.6938       0.600102                 NaN            NaN            NaN            NaN            NaN  0.315336        1.36992       0.208306E-001            NaN
  1235.51        2500.00        97.6815       0.454690                 NaN            NaN            NaN            NaN            NaN  0.308010        1.52161       0.342048E-001            NaN
  1234.41        2500.00        99.7152       0.202492                 NaN            NaN            NaN            NaN            NaN  0.766415E-001            NaN  0.567971E-002            NaN
  1233.31        2500.00        97.3357       0.777321                 NaN            NaN            NaN            NaN            NaN  0.332428        1.53326       0.212697E-001            NaN
  1232.21        2500.00        98.3524       0.373182                 NaN            NaN            NaN            NaN            NaN  0.214960        1.03777       0.217273E-001            NaN
  1231.11        2500.00        98.1020       0.579562                 NaN            NaN            NaN            NaN            NaN  0.262351        1.03579       0.203172E-001            NaN
  1230.00        2500.00        96.2387       0.959176E-001            NaN            NaN            NaN            NaN            NaN  0.209714        2.71269       0.105869       0.637079     
  1228.90        2500.00       100.0000       0.392448E-005            NaN            NaN            NaN            NaN            NaN  0.334154E-005  0.217745E-004            NaN  0.176710E-004
  1227.80        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.256296E-005            NaN  0.201578E-005
  1226.70        2500.00                 NaN   9.74141        3.62442                 NaN            NaN            NaN            NaN   8.90239        45.9802       0.581083        31.1705     
  1225.60        2500.00                 NaN   13.3759                 NaN            NaN            NaN            NaN            NaN   8.93993        45.9480       0.575855        31.1603     
  1224.50        2500.00                 NaN   9.90705        3.45407                 NaN            NaN            NaN            NaN   8.93054        45.9703       0.579583        31.1585     
  1223.40        2500.00                 NaN   5.57690        7.73707                 NaN            NaN            NaN            NaN   8.91216        46.0379       0.588097        31.1479     
  1222.30        2500.00                 NaN   13.3665                 NaN            NaN            NaN            NaN            NaN   8.94836        45.9458       0.578172        31.1612     
  1221.20        2500.00                 NaN   5.55339        7.76270                 NaN            NaN            NaN            NaN   8.92030        46.0273       0.587206        31.1491     
  1220.10        2500.00                 NaN   13.3592                 NaN            NaN            NaN            NaN            NaN   8.95274        45.9533       0.576221        31.1585     
  1219.00        2500.00                 NaN   11.0677        2.08918       0.123981E-001            NaN            NaN            NaN   8.80870        46.2859       0.607092        31.1290     
  1217.90        2500.00                 NaN   5.52733        7.80952                 NaN            NaN            NaN            NaN   8.94534        45.9776       0.583513        31.1567     
  1216.80        2500.00                 NaN   5.72489        7.60462                 NaN            NaN            NaN            NaN   8.94459        45.9877       0.584232        31.1540     
  1215.70        2500.00                 NaN   5.14842        8.18977                 NaN            NaN            NaN            NaN   8.95561        45.9670       0.582591        31.1566     
  1214.60        2500.00                 NaN   13.3841                 NaN            NaN            NaN            NaN            NaN   8.97996        45.8985       0.571728        31.1658     
  1213.50        2500.00                 NaN   10.2661        3.00292       0.697493E-005            NaN            NaN            NaN   8.87626        46.1060       0.595000        31.1537     
  1212.40        2500.00                 NaN   13.3671                 NaN            NaN            NaN            NaN            NaN   8.98543        45.9101       0.575076        31.1623     
  1211.30        2500.00                 NaN   5.54977        7.78782                 NaN            NaN            NaN            NaN   8.96322        45.9617       0.580452        31.1570     
  1210.20        2500.00                 NaN   5.49920        7.83596                 NaN            NaN            NaN            NaN   8.96866        45.9572       0.581623        31.1574     
  1209.10        2500.00                 NaN   5.34829        7.99282                 NaN            NaN            NaN            NaN   8.97285        45.9481       0.579418        31.1585     
