|6.6.6
Archiving\03_Data\eq/QFM_m1/LAR/LAR_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.2728       0.727214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2727       0.727281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2727       0.727349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2726       0.727417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2725       0.727485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2724       0.727552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2724       0.727620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2723       0.727688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2722       0.727756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2722       0.727824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2721       0.727892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2720       0.727960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2720       0.728028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2719       0.728096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2718       0.728164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2718       0.728232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2717       0.728300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2716       0.728368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2716       0.728436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2715       0.728504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2714       0.728572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2714       0.728641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2713       0.728709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2712       0.728777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2712       0.728846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2711       0.728914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2710       0.728982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2709       0.729050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2709       0.729118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2708       0.729187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2707       0.729255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2707       0.729324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2706       0.729392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2705       0.729460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2705       0.729529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2704       0.729597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2703       0.729665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2703       0.729734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.2702       0.729802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.2701       0.729871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.2701       0.729940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.2700       0.730008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.2699       0.730076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.2699       0.730145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.2698       0.730213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.2697       0.730282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.2696       0.730351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.2696       0.730419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.2695       0.730488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.2694       0.730556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.2694       0.730624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.2693       0.730692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.2692       0.730760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.2692       0.730829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.2691       0.730897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.2690       0.730965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.2690       0.731034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.2689       0.731103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2688       0.731172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2688       0.731241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.2687       0.731310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.2686       0.731379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.2686       0.731448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.2685       0.731517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.2684       0.731586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.2683       0.731655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.2683       0.731723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.2682       0.731792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.2681       0.731860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.2681       0.731929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.2680       0.731998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.2679       0.732067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.2679       0.732135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.2678       0.732204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.2677       0.732272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.2677       0.732341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.2676       0.732409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.2675       0.732478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.2675       0.732547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.2674       0.732616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.2673       0.732684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.2672       0.732753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.2672       0.732821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.2671       0.732890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.2670       0.732958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.2670       0.733027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.2669       0.733095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.2668       0.733164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.2668       0.733233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.2667       0.733301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.2666       0.733369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.2666       0.733437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.2665       0.733506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.2664       0.733574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        99.2664       0.733643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        99.2663       0.733711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        99.2662       0.733780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        99.2662       0.733848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        99.2654       0.733917       0.685600E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        99.2546       0.734000       0.113630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        99.2439       0.734082       0.220430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        99.2334       0.734163       0.324818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        99.2228       0.734245       0.429230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        99.2123       0.734327       0.533667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2018       0.734409       0.638127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        99.1918       0.734489       0.737323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        99.1818       0.734569       0.836542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        99.1718       0.734650       0.935783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        99.1618       0.734731       0.103505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        99.1518       0.734811       0.113433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        99.1417       0.734892       0.123364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        99.1317       0.734972       0.133297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        99.1217       0.735053       0.143233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        99.1122       0.735132       0.152619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        99.1028       0.735211       0.162008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        99.0933       0.735291       0.171399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        99.0838       0.735370       0.180792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        99.0744       0.735449       0.190159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        98.8596       0.735601       0.199571       0.205239                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        98.1652       0.735923       0.208898       0.889932                 NaN            NaN            NaN            NaN            NaN            NaN
