|6.6.6
Archiving\03_Data\DeqfracLP/QFM/T13/T13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1589.74        500.000       0.565104E-002            NaN   99.9880       0.635309E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.26        500.000       0.109271E-002            NaN   99.1437       0.825643       0.295881E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1586.78        500.000                 NaN            NaN   99.1468       0.853157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        500.000                 NaN            NaN   99.1534       0.842946       0.362076E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1583.83        500.000                 NaN            NaN   99.1632       0.784656       0.520954E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        500.000                 NaN            NaN   99.1724       0.774843       0.527463E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1580.87        500.000                 NaN            NaN   99.1802       0.769129       0.506209E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.39        500.000                 NaN            NaN   99.1779       0.776756       0.453560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1577.92        500.000                 NaN            NaN   99.2034       0.747236       0.493193E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000                 NaN            NaN   99.2052       0.744588       0.501662E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1574.96        500.000                 NaN            NaN   99.2126       0.740865       0.465613E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.48        500.000                 NaN            NaN   99.2183       0.736850       0.448838E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.00        500.000                 NaN            NaN   99.2275       0.728229       0.442977E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.53        500.000                 NaN            NaN   99.2332       0.723348       0.434754E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.05        500.000                 NaN            NaN   99.2429       0.713931       0.431253E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.57        500.000                 NaN            NaN   99.2117       0.742133       0.461596E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.09        500.000                 NaN            NaN   99.2394       0.723632       0.369680E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.61        500.000                 NaN            NaN   99.3080       0.656172       0.358091E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.14        500.000                 NaN            NaN   99.2723       0.689376       0.383568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.66        500.000                 NaN            NaN   99.2746       0.687810       0.376234E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1560.18        500.000                 NaN            NaN   99.2825       0.681449       0.360032E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.70        500.000                 NaN            NaN   99.2877       0.677339       0.349864E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1557.22        500.000                 NaN            NaN   99.2937       0.672241       0.341051E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        500.000                 NaN            NaN   99.3008       0.666294       0.329368E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1554.27        500.000                 NaN            NaN   99.3066       0.660261       0.331124E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000                 NaN            NaN   99.3095       0.660366       0.301186E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.31        500.000                 NaN            NaN   99.3191       0.650776       0.301356E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000                 NaN            NaN   98.8965        1.05348       0.500008E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.35        500.000                 NaN            NaN   99.7487       0.240342       0.109864E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        500.000                 NaN            NaN   99.3494       0.622808       0.277568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        500.000                 NaN            NaN   99.3403       0.632626       0.270322E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.92        500.000                 NaN            NaN   99.3451       0.627242       0.276853E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        500.000                 NaN            NaN   99.3518       0.625599       0.226216E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.96        500.000                 NaN            NaN   99.7816       0.191881       0.265243E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.49        500.000                 NaN            NaN   98.9354        1.04408       0.204946E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        500.000                 NaN            NaN   98.7960        1.16333       0.406172E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.53        500.000                 NaN            NaN   99.9446       0.554137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.05        500.000                 NaN            NaN   99.3747       0.605183       0.201396E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.57        500.000                 NaN            NaN   99.3800       0.601745       0.182700E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        500.000                 NaN            NaN   99.3835       0.598889       0.175968E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.62        500.000                 NaN            NaN   99.3896       0.594132       0.162774E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.14        500.000                 NaN            NaN   99.3941       0.590038       0.158908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.66        500.000                 NaN            NaN   99.3977       0.587587       0.147075E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        500.000                 NaN            NaN   99.4014       0.585008       0.135592E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.71        500.000                 NaN            NaN   99.4067       0.579135       0.141918E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        500.000                 NaN            NaN   99.4104       0.578472       0.111127E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.75        500.000                 NaN            NaN   99.4105       0.581695       0.783276E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        500.000                 NaN            NaN   99.4191       0.568449       0.124132E-001            NaN            NaN            NaN            NaN            NaN            NaN
