|6.6.6
Archiving\03_Data\eq/QFM_m1.75/GRV/GRV_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.1679       0.832069                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1679       0.832068                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1679       0.832066                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1679       0.832065                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1679       0.832064                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1679       0.832063                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1679       0.832061                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1679       0.832060                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1679       0.832059                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1679       0.832058                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1679       0.832056                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1679       0.832055                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1679       0.832054                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1679       0.832052                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1679       0.832051                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1680       0.832050                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1680       0.832048                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1680       0.832047                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1680       0.832045                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1680       0.832044                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1680       0.832042                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1680       0.832041                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1680       0.832039                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1680       0.832038                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1680       0.832036                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1680       0.832035                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1680       0.832033                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1680       0.832032                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1680       0.832030                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1680       0.832028                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1680       0.832027                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1680       0.832025                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1680       0.832023                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1680       0.832022                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1680       0.832020                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1680       0.832018                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1680       0.832016                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1680       0.832015                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1680       0.832013                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1680       0.832011                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1680       0.832009                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1680       0.832007                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1680       0.832005                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1680       0.832004                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1680       0.832002                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1680       0.832000                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1680       0.831998                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1680       0.831996                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1680       0.831994                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1680       0.831992                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1680       0.831990                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1680       0.831988                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1680       0.831986                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1680       0.831984                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1656       0.831982       0.239724E-002            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1500       0.831979       0.180621E-001            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1343       0.831976       0.337268E-001            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.1140       0.831974       0.540611E-001            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0936       0.831971       0.743953E-001            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0733       0.831968       0.947293E-001            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0530       0.831965       0.115063                 NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0326       0.831963       0.135397                 NaN            NaN            NaN            NaN
