|6.6.6
Archiving\03_Data\eq/QFM_m1.75/GRV/GRV_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3204       0.679578                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3203       0.679651                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3203       0.679724                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3202       0.679797                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3201       0.679869                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3201       0.679942                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3200       0.680015                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3199       0.680089                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3198       0.680162                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3198       0.680235                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3197       0.680308                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3196       0.680381                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3195       0.680455                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3195       0.680528                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3194       0.680601                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3193       0.680675                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3193       0.680748                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3192       0.680822                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3191       0.680895                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3190       0.680969                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3190       0.681043                 NaN            NaN            NaN            NaN            NaN
