|6.6.6
Archiving\03_Data\frac/QFM_m0.25/ALH/ALH_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1473.68        2500.00        98.8582                 NaN            NaN            NaN            NaN            NaN   1.14184                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.8399                 NaN            NaN            NaN            NaN            NaN   1.16012                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.8091                 NaN            NaN            NaN            NaN            NaN   1.19085                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.7883                 NaN            NaN            NaN            NaN            NaN   1.21173                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3832                 NaN            NaN            NaN            NaN            NaN  0.970153       0.646674                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3165                 NaN            NaN            NaN            NaN            NaN   1.16945       0.514094                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3326                 NaN            NaN            NaN            NaN            NaN   1.15560       0.511775                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3501                 NaN  0.440206E-001            NaN            NaN            NaN   1.16876       0.437080                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3716                 NaN  0.181423                 NaN            NaN            NaN   1.22409       0.222909                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3861                 NaN  0.177807                 NaN            NaN            NaN  0.228014        1.20804                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4021                 NaN  0.173166                 NaN            NaN            NaN  0.232510        1.19224                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4148                 NaN  0.169560                 NaN            NaN            NaN   1.17632       0.239331                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4294                 NaN  0.165186                 NaN            NaN            NaN   1.15837       0.247069                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4416                 NaN  0.161405                 NaN            NaN            NaN   1.14497       0.251995                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4542                 NaN  0.157665                 NaN            NaN            NaN  0.256456        1.13172                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4646                 NaN  0.154368                 NaN            NaN            NaN   1.11969       0.261387                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4803                 NaN  0.149550                 NaN            NaN            NaN   1.10237       0.267772                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4891                 NaN  0.146480                 NaN            NaN            NaN  0.272820        1.09163                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5002                 NaN  0.142712                 NaN            NaN            NaN  0.278304        1.07881                 NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5024                 NaN  0.144752                 NaN            NaN            NaN   1.07388       0.278966                 NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5282                 NaN  0.131493                 NaN            NaN            NaN  0.294246        1.04611                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5274                 NaN  0.132765                 NaN            NaN            NaN  0.294430        1.04539                 NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5357                 NaN  0.129206                 NaN            NaN            NaN   1.03661       0.298459                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5431                 NaN  0.125823                 NaN            NaN            NaN   1.02843       0.302609                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.5516                 NaN  0.122614                 NaN            NaN            NaN   1.01807       0.307750                 NaN            NaN            NaN            NaN
  1411.03        2500.00        98.5547                 NaN  0.119728                 NaN            NaN            NaN  0.313905        1.01170                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.5639                 NaN  0.115364                 NaN            NaN            NaN   1.00457       0.316141                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.5682                 NaN  0.112730                 NaN            NaN            NaN  0.995961       0.323148                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.5733                 NaN  0.109373                 NaN            NaN            NaN  0.989452       0.327839                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.5776                 NaN  0.106381                 NaN            NaN            NaN  0.983220       0.332811                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.5805                 NaN  0.102833                 NaN            NaN            NaN  0.979124       0.337519                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.5836                 NaN  0.994540E-001            NaN            NaN            NaN  0.974794       0.342149                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.5851                 NaN  0.963977E-001            NaN            NaN            NaN  0.349499       0.968973                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.1688                 NaN  0.271919                 NaN            NaN            NaN   1.00455       0.321923       0.232801                 NaN            NaN            NaN
  1388.47        2500.00        97.0761                 NaN  0.754603                 NaN            NaN            NaN   1.10163       0.221122       0.846578                 NaN            NaN            NaN
  1385.96        2500.00        97.1241                 NaN  0.759185                 NaN            NaN            NaN   1.09212       0.192197       0.832373                 NaN            NaN            NaN
  1383.46        2500.00        97.1707                 NaN  0.762970                 NaN            NaN            NaN   1.08302       0.165023       0.818309                 NaN            NaN            NaN
  1380.95        2500.00        97.2144                 NaN  0.766911                 NaN            NaN            NaN   1.07428       0.139426       0.804954                 NaN            NaN            NaN
  1378.45        2500.00        97.2431                 NaN  0.757977       0.100282E-001            NaN            NaN  0.131152        1.06469       0.793027                 NaN            NaN            NaN
  1375.94        2500.00        97.0127                 NaN  0.571605       0.161789                 NaN            NaN   1.11014       0.341309       0.802485                 NaN            NaN            NaN
  1373.43        2500.00        96.7477                 NaN  0.370263       0.316386                 NaN            NaN   1.21226       0.540796       0.812554                 NaN            NaN            NaN
  1370.93        2500.00        96.4345                 NaN  0.122500       0.496748                 NaN            NaN   1.34113       0.781601       0.823512                 NaN            NaN            NaN
  1368.42        2500.00        96.2546                 NaN            NaN  0.610186                 NaN            NaN  0.868871        1.43420       0.832127                 NaN            NaN            NaN
  1365.91        2500.00        96.2302                 NaN            NaN  0.647641                 NaN            NaN   1.47695       0.811869       0.833317                 NaN            NaN            NaN
  1363.41        2500.00        96.2928                 NaN            NaN  0.651888                 NaN            NaN   1.46490       0.770705       0.819716                 NaN            NaN            NaN
  1360.90        2500.00        96.3874                 NaN            NaN  0.641355                 NaN            NaN  0.740122        1.43042       0.800724                 NaN            NaN            NaN
  1358.40        2500.00        96.4871                 NaN            NaN  0.629381                 NaN            NaN   1.39512       0.707792       0.780650                 NaN            NaN            NaN
  1355.89        2500.00        96.5884                 NaN            NaN  0.614121                 NaN            NaN  0.682885        1.35386       0.760708                 NaN            NaN            NaN
  1353.38        2500.00        96.6932                 NaN            NaN  0.597401                 NaN            NaN   1.31117       0.658187       0.740054                 NaN            NaN            NaN
  1350.88        2500.00        96.7930                 NaN            NaN  0.581166                 NaN            NaN   1.27007       0.635350       0.720389                 NaN            NaN            NaN
  1348.37        2500.00        96.8921                 NaN            NaN  0.564213                 NaN            NaN  0.614925        1.22786       0.700918                 NaN            NaN            NaN
  1345.86        2500.00        96.9854                 NaN            NaN  0.548160                 NaN            NaN  0.596417        1.18748       0.682525                 NaN            NaN            NaN
  1343.36        2500.00        97.0788                 NaN            NaN  0.532276                 NaN            NaN   1.14858       0.576340       0.663997                 NaN            NaN            NaN
  1340.85        2500.00        97.1659                 NaN            NaN  0.516140                 NaN            NaN   1.11037       0.560736       0.646815                 NaN            NaN            NaN
  1338.35        2500.00        97.2521                 NaN            NaN  0.501220                 NaN            NaN   1.07416       0.542894       0.629614                 NaN            NaN            NaN
  1335.84        2500.00        97.3333                 NaN            NaN  0.486379                 NaN            NaN   1.03865       0.528178       0.613467                 NaN            NaN            NaN
  1333.33        2500.00        97.4114                 NaN            NaN  0.471907                 NaN            NaN   1.00538       0.513548       0.597808                 NaN            NaN            NaN
  1330.83        2500.00        97.4869                 NaN            NaN  0.458130                 NaN            NaN  0.972946       0.499345       0.582646                 NaN            NaN            NaN
  1328.32        2500.00        97.5590                 NaN            NaN  0.443869                 NaN            NaN  0.941434       0.487685       0.568050                 NaN            NaN            NaN
  1325.81        2500.00        97.6297                 NaN            NaN  0.430961                 NaN            NaN  0.911184       0.474326       0.553794                 NaN            NaN            NaN
  1323.31        2500.00        97.6959                 NaN            NaN  0.417366                 NaN            NaN  0.881559       0.464720       0.540413                 NaN            NaN            NaN
  1320.80        2500.00        97.7617                 NaN            NaN  0.404887                 NaN            NaN  0.452494       0.854032       0.526891                 NaN            NaN            NaN
  1318.30        2500.00        97.8246                 NaN            NaN  0.392703                 NaN            NaN  0.826190       0.442355       0.514152                 NaN            NaN            NaN
  1315.79        2500.00        97.8845                 NaN            NaN  0.380664                 NaN            NaN  0.800210       0.432838       0.501782                 NaN            NaN            NaN
  1313.28        2500.00        97.9434                 NaN            NaN  0.369082                 NaN            NaN  0.423046       0.774830       0.489675                 NaN            NaN            NaN
  1310.78        2500.00        97.9992                 NaN            NaN  0.357494                 NaN            NaN  0.750399       0.414847       0.478097                 NaN            NaN            NaN
  1308.27        2500.00        98.0533                 NaN            NaN  0.346424                 NaN            NaN  0.727147       0.406311       0.466800                 NaN            NaN            NaN
  1305.76        2500.00        98.1055                 NaN            NaN  0.335451                 NaN            NaN  0.398897       0.704193       0.455941                 NaN            NaN            NaN
  1303.26        2500.00        98.1562                 NaN            NaN  0.324446                 NaN            NaN  0.681204       0.392990       0.445169                 NaN            NaN            NaN
  1300.75        2500.00        98.2047                 NaN            NaN  0.314251                 NaN            NaN  0.660145       0.385799       0.435127                 NaN            NaN            NaN
  1298.25        2500.00        98.2528                 NaN            NaN  0.304184                 NaN            NaN  0.379076       0.639072       0.424845                 NaN            NaN            NaN
  1295.74        2500.00        98.2976                 NaN            NaN  0.294128                 NaN            NaN  0.619105       0.373795       0.415406                 NaN            NaN            NaN
  1293.23        2500.00        98.3427                 NaN            NaN  0.284779                 NaN            NaN  0.600186       0.366614       0.405708                 NaN            NaN            NaN
  1290.73        2500.00        87.9834                 NaN            NaN  0.911690                 NaN            NaN   1.68564        2.10418        1.65223        5.66286                 NaN            NaN
  1288.22        2500.00        81.6935                 NaN            NaN   1.22103                 NaN            NaN   2.21195        3.27729        2.39931        9.19692                 NaN            NaN
  1285.71        2500.00        84.7858                 NaN            NaN   1.00924                 NaN            NaN   1.82294        2.76359        2.01529        7.60317                 NaN            NaN
  1283.21        2500.00        86.9855                 NaN            NaN  0.865690                 NaN            NaN   2.37935        1.55532        1.73995        6.47418                 NaN            NaN
  1280.70        2500.00        87.8939                 NaN            NaN  0.829080                 NaN            NaN   1.54364        2.09141        1.62992        6.01201                 NaN            NaN
  1278.20        2500.00        90.3776                 NaN            NaN  0.594570                 NaN            NaN   1.01096        1.97627        1.30796        4.73265                 NaN            NaN
  1275.69        2500.00        90.6815                 NaN            NaN  0.640663                 NaN            NaN   1.64851        1.14741        1.27672        4.60519                 NaN            NaN
  1273.18        2500.00        92.1292                 NaN            NaN  0.576750                 NaN            NaN   1.34400        1.00781        1.07799        3.86420                 NaN            NaN
  1270.68        2500.00        92.3662                 NaN            NaN  0.540828                 NaN            NaN  0.963911        1.31771        1.05224        3.75912                 NaN            NaN
  1268.17        2500.00        93.0787                 NaN            NaN  0.505834                 NaN            NaN   1.18031       0.877619       0.956263        3.40131                 NaN            NaN
  1265.66        2500.00        93.4661                 NaN            NaN  0.468871                 NaN            NaN  0.831175        1.10426       0.905034        3.22452                 NaN            NaN
  1263.16        2500.00        93.9011                 NaN            NaN  0.462228                 NaN            NaN  0.775803        1.03253       0.846464        2.98188                 NaN            NaN
  1260.65        2500.00        94.0483                 NaN            NaN  0.435017                 NaN            NaN  0.963251       0.785654       0.828631        2.93916                 NaN            NaN
  1258.15        2500.00        95.0250                 NaN            NaN  0.412280                 NaN            NaN  0.724288       0.695954       0.689739        2.45277                 NaN            NaN
  1255.64        2500.00        95.0008                 NaN            NaN  0.390657                 NaN            NaN  0.676503       0.762109       0.694193        2.47577                 NaN            NaN
  1253.13        2500.00        95.2717                 NaN            NaN  0.376321                 NaN            NaN  0.654125       0.693039       0.656506        2.34831                 NaN            NaN
  1250.63        2500.00        95.4747                 NaN            NaN  0.365236                 NaN            NaN  0.640954       0.623024       0.627036        2.26906                 NaN            NaN
  1248.12        2500.00        95.6825                 NaN            NaN  0.225258                 NaN            NaN  0.666540       0.571653       0.589880        2.19351       0.706428E-001            NaN
  1245.61        2500.00        96.1048                 NaN            NaN  0.310537                 NaN            NaN  0.538648       0.563929       0.535834        1.94623                 NaN            NaN
  1243.11        2500.00        96.1653                 NaN            NaN  0.291825                 NaN            NaN  0.514841       0.571614       0.526133        1.93024                 NaN            NaN
  1240.60        2500.00        73.0458                 NaN            NaN   1.88373                 NaN            NaN   3.20813                 NaN   2.63578        10.8806                 NaN   8.34589     
  1238.10        2500.00        71.8351                 NaN            NaN   1.44808       0.538059                 NaN   3.19375                 NaN   2.74555        11.3674                 NaN   8.87213     
  1235.59        2500.00        85.6715                 NaN            NaN   1.01603                 NaN            NaN   1.77402                 NaN   1.36645        5.88119                 NaN   4.29081     
  1233.08        2500.00        80.7205                 NaN            NaN   1.42900                 NaN            NaN   1.99819       0.517294E-004   1.83570        7.85761                 NaN   6.15892     
  1230.58        2500.00        80.6521                 NaN            NaN   1.32043                 NaN            NaN   2.28226                 NaN   1.82221        7.87827                 NaN   6.04472     
  1228.07        2500.00        77.9969                 NaN            NaN   1.55555                 NaN            NaN   2.15962                 NaN   2.03391        9.14401                 NaN   7.11005     
  1225.56        2500.00        73.8306                 NaN            NaN   1.71211                 NaN            NaN   2.62878                 NaN   2.32584        11.1673                 NaN   8.33541     
  1223.06        2500.00                 NaN            NaN            NaN   6.25809                 NaN            NaN   8.34216                 NaN   8.34838        44.1451                 NaN   32.9062     
  1220.55        2500.00                 NaN            NaN            NaN   6.26299                 NaN            NaN   8.33354                 NaN   8.35196        44.1410                 NaN   32.9105     
  1218.05        2500.00                 NaN            NaN            NaN   6.26782                 NaN            NaN   8.32511                 NaN   8.35549        44.1368                 NaN   32.9148     
  1215.54        2500.00                 NaN            NaN            NaN   6.27258                 NaN            NaN   8.31687                 NaN   8.35899        44.1326                 NaN   32.9190     
  1213.03        2500.00                 NaN            NaN            NaN   6.27728                 NaN            NaN   8.30880                 NaN   8.36244        44.1283                 NaN   32.9232     
  1210.53        2500.00                 NaN            NaN            NaN   6.28193                 NaN            NaN   8.30086                 NaN   8.36586        44.1240                 NaN   32.9274     
  1208.02        2500.00                 NaN            NaN            NaN   3.11094        3.16937                 NaN   8.29663                 NaN   8.37242        44.1254                 NaN   32.9253     
  1205.51        2500.00                 NaN            NaN            NaN   6.29919                 NaN            NaN   8.27411                 NaN   8.36984        44.1152                 NaN   32.9417     
  1203.01        2500.00                 NaN            NaN            NaN  0.829146        5.47718                 NaN   8.21817                 NaN   8.39922        44.1328                 NaN   32.9434     
  1200.50        2500.00                 NaN            NaN            NaN   6.30027                 NaN            NaN   8.26757                 NaN   8.38111        44.1070                 NaN   32.9440     
  1197.99        2500.00                 NaN            NaN            NaN   6.31660                 NaN            NaN   8.24234                 NaN   8.38170        44.1023                 NaN   32.9571     
  1195.49        2500.00                 NaN            NaN            NaN   6.46876                 NaN            NaN   7.98415                 NaN   8.50870        43.9257                 NaN   33.1127     
  1192.98        2500.00                 NaN            NaN            NaN   6.32689                 NaN            NaN   8.22286                 NaN   8.39003        44.0939                 NaN   32.9664     
  1190.48        2500.00                 NaN            NaN            NaN   6.33665                 NaN            NaN   8.19655                 NaN   8.39899        44.0949                 NaN   32.9730     
  1187.97        2500.00                 NaN            NaN            NaN   6.34543                 NaN            NaN   8.18478                 NaN   8.39979        44.0895                 NaN   32.9805     
  1185.46        2500.00                 NaN            NaN            NaN   6.33970                 NaN            NaN   8.19881                 NaN   8.40238        44.0806                 NaN   32.9785     
  1182.96        2500.00                 NaN            NaN            NaN   6.46876                 NaN            NaN   7.98415                 NaN   8.50870        43.9257                 NaN   33.1127     
  1180.45        2500.00                 NaN            NaN            NaN   6.34531                 NaN            NaN   8.18797                 NaN   8.41067        44.0714                 NaN   32.9846     
  1177.94        2500.00                 NaN            NaN            NaN   6.35298                 NaN            NaN   8.17176                 NaN   8.41733        44.0664                 NaN   32.9915     
  1175.44        2500.00                 NaN            NaN            NaN   6.46876                 NaN            NaN   7.98415                 NaN   8.50870        43.9257                 NaN   33.1127     
  1172.93        2500.00                 NaN            NaN            NaN   6.35662                 NaN            NaN   8.16633                 NaN   8.42120        44.0608                 NaN   32.9950     
  1170.43        2500.00                 NaN            NaN            NaN   6.36186                 NaN            NaN   8.15679                 NaN   8.42555        44.0558                 NaN   33.0000     
  1167.92        2500.00                 NaN            NaN            NaN   6.34448                 NaN            NaN   8.10699                 NaN   8.44408        44.0539       0.362263E-001   33.0143     
  1165.41        2500.00                 NaN            NaN            NaN   6.36624                 NaN            NaN   8.14275                 NaN   8.43692        44.0493                 NaN   33.0048     
  1162.91        2500.00                 NaN            NaN            NaN   6.38948                 NaN            NaN   8.10790                 NaN   8.43948        44.0381                 NaN   33.0250     
  1160.40        2500.00                 NaN            NaN            NaN   6.38343                 NaN            NaN   8.11300                 NaN   8.44484        44.0386                 NaN   33.0202     
  1157.89        2500.00                 NaN            NaN            NaN   6.38811                 NaN            NaN   8.10437                 NaN   8.44921        44.0334                 NaN   33.0249     
  1155.39        2500.00                 NaN            NaN            NaN   6.35362                 NaN            NaN   8.08536                 NaN   8.45454        44.0295       0.446604E-001   33.0323     
  1152.88        2500.00                 NaN            NaN            NaN   6.39654                 NaN            NaN   8.09450                 NaN   8.45421        44.0206                 NaN   33.0342     
  1150.38        2500.00                 NaN            NaN            NaN   6.36312                 NaN            NaN   8.07270                 NaN   8.46091        44.0178       0.438984E-001   33.0416     
  1147.87        2500.00                 NaN            NaN            NaN   6.36789                 NaN            NaN   8.06634                 NaN   8.46421        44.0119       0.434580E-001   33.0462     
  1145.36        2500.00                 NaN            NaN            NaN   6.37265                 NaN            NaN   8.05997                 NaN   8.46759        44.0059       0.429787E-001   33.0509     
  1142.86        2500.00                 NaN            NaN            NaN   6.37743                 NaN            NaN   8.05358                 NaN   8.47105        44.0000       0.424622E-001   33.0555     
  1140.35        2500.00                 NaN            NaN            NaN   6.33834                 NaN            NaN   8.05496                 NaN   8.47845        43.9839       0.850359E-001   33.0594     
  1137.84        2500.00                 NaN            NaN            NaN   6.34470                 NaN            NaN   8.04787                 NaN   8.48219        43.9796       0.823429E-001   33.0633     
  1135.34        2500.00                 NaN            NaN            NaN   6.37579                 NaN            NaN   8.04230                 NaN   8.48392        43.9799       0.524010E-001   33.0656     
  1132.83        2500.00                 NaN            NaN            NaN   6.35720                 NaN            NaN   8.03453                 NaN   8.48871        43.9717       0.767696E-001   33.0711     
  1130.33        2500.00                 NaN            NaN            NaN   6.33602                 NaN            NaN   8.03792                 NaN   8.49077        43.9698       0.962825E-001   33.0693     
  1127.82        2500.00                 NaN            NaN            NaN   6.31854                 NaN            NaN   8.03649                 NaN   8.49234        43.9637       0.116405        33.0725     
  1125.31        2500.00                 NaN            NaN            NaN   6.29686                 NaN            NaN   8.03791                 NaN   8.49623        43.9578       0.138211        33.0730     
  1122.81        2500.00                 NaN            NaN            NaN   6.27647                 NaN            NaN   8.03707                 NaN   8.50054        43.9519       0.159898        33.0741     
  1120.30        2500.00                 NaN            NaN            NaN   6.19988                 NaN            NaN   7.96271       0.159079        8.51176        43.9354       0.188538        33.0427     
  1117.79        2500.00                 NaN            NaN            NaN   6.12613                 NaN            NaN   7.91533       0.289335        8.52227        43.9188       0.215523        33.0126     
  1115.29        2500.00                 NaN            NaN            NaN   5.98399                 NaN            NaN   7.79267       0.600247        8.54011        43.8916       0.250442        32.9409     
  1112.78        2500.00                 NaN            NaN            NaN   5.86597                 NaN            NaN   7.69368       0.852558        8.55623        43.8672       0.281142        32.8832     
  1110.28        2500.00                 NaN            NaN            NaN   5.74500                 NaN            NaN   7.59414        1.11097        8.57283        43.8421       0.311632        32.8233     
  1107.77        2500.00                 NaN            NaN            NaN   5.62062                 NaN            NaN   1.37728        7.49340        8.59001        43.8162       0.341643        32.7608     
  1105.26        2500.00                 NaN            NaN            NaN   5.44629                 NaN            NaN   7.34821        1.71487        8.61490        43.7871       0.403335        32.6853     
  1102.76        2500.00                 NaN            NaN            NaN   5.36251                 NaN            NaN   7.28753        1.93328        8.62619        43.7620       0.400011        32.6285     
  1100.25        2500.00                 NaN            NaN            NaN   5.21910                 NaN            NaN   7.17783        2.24312        8.64628        43.7317       0.429226        32.5527     
  1097.74        2500.00                 NaN            NaN            NaN   4.81511                 NaN            NaN   3.23611        6.83018        8.70760        43.6396       0.462994        32.3084     
  1095.24        2500.00                 NaN            NaN            NaN   4.70877                 NaN            NaN   3.34638        6.78890        8.71745        43.6321       0.528434        32.2780     
  1092.73        2500.00                 NaN            NaN            NaN   4.70877                 NaN            NaN   3.34638        6.78890        8.71745        43.6321       0.528434        32.2780     
  1090.23        2500.00                 NaN            NaN            NaN   4.60825                 NaN            NaN   6.71997        3.57663        8.73364        43.6016       0.539653        32.2203     
  1087.72        2500.00                 NaN            NaN            NaN   4.44053                 NaN            NaN   3.94420        6.59969        8.75793        43.5654       0.566000        32.1262     
  1085.21        2500.00                 NaN            NaN            NaN   4.24531                 NaN            NaN   6.45962        4.37761        8.78586        43.5238       0.593381        32.0144     
  1082.71        2500.00                 NaN            NaN            NaN   4.06915                 NaN            NaN   6.33316        4.76763        8.80972        43.4891       0.618463        31.9128     
  1080.20        2500.00                 NaN            NaN            NaN   3.85730                 NaN            NaN   6.18689        5.23920        8.84239        43.4400       0.644406        31.7898     
  1077.69        2500.00                 NaN            NaN            NaN   3.62905                 NaN            NaN   6.02920        5.75000        8.87531        43.3911       0.670495        31.6548     
  1075.19        2500.00                 NaN            NaN            NaN   3.39954                 NaN            NaN   5.87263        6.26380        8.90870        43.3418       0.695388        31.5181     
  1072.68        2500.00                 NaN            NaN            NaN   3.15618                 NaN            NaN   5.70909        6.80913        8.94413        43.2895       0.720036        31.3719     
  1070.18        2500.00                 NaN            NaN            NaN   2.87948                 NaN            NaN   5.52215        7.43609        8.98439        43.2296       0.744794        31.2035     
  1067.67        2500.00                 NaN            NaN            NaN   2.63757                 NaN            NaN   5.36911        7.97246        9.01984        43.1778       0.766905        31.0564     
  1065.16        2500.00                 NaN            NaN            NaN   2.30003                 NaN            NaN   5.14843        8.73741        9.06830        43.1059       0.792589        30.8474     
  1062.66        2500.00                 NaN            NaN            NaN   1.94417                 NaN            NaN   4.91880        9.54459        9.11947        43.0301       0.817452        30.6254     
  1060.15        2500.00                 NaN            NaN            NaN   1.56877                 NaN            NaN   4.67955        10.3969        9.17354        42.9501       0.841435        30.3897     
  1057.64        2500.00                 NaN            NaN            NaN   1.14073                 NaN            NaN   4.38888        11.3946        9.23678        42.8561       0.864538        30.1184     
  1055.14        2500.00                 NaN            NaN            NaN  0.674174                 NaN            NaN   4.08746        12.4681        9.30443        42.7562       0.888426        29.8212     
  1052.63        2500.00                 NaN            NaN            NaN  0.143710                 NaN            NaN   3.74997        13.6865        9.38289        42.6438       0.912975        29.4801     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.71251        13.9616        9.40311        42.6124       0.920671        29.3898     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.70958        13.9688        9.41322        42.5989       0.918565        29.3909     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.70875        13.9737        9.42313        42.5858       0.916578        29.3921     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.76619        13.9037        9.42569        42.5913       0.920947        29.3922     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.77964        13.8906        9.43369        42.5825       0.920441        29.3932     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.79195        13.8790        9.44180        42.5733       0.919784        29.3942     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.80328        13.8688        9.45000        42.5636       0.918996        29.3953     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.81377        13.8597        9.45829        42.5536       0.918094        29.3965     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9551        3.74394        9.47341        42.5211       0.907983        29.3984     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82835        13.8504        9.47508        42.5317       0.915453        29.3990     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8540        3.82754        9.48052        42.5247       0.914022        29.3992     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8472        3.83647        9.48871        42.5143       0.912896        29.4004     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8463        3.84005        9.49844        42.5023       0.911372        29.4015     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8437        3.84518        9.50782        42.4904       0.910264        29.4026     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8889        3.81681        9.51888        42.4668       0.903529        29.4050     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9422        3.76419        9.51103        42.4759       0.902836        29.4038     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9316        3.79232        9.54298        42.4278       0.896229        29.4092     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.80504        13.9240        9.55167        42.4141       0.894098        29.4112     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8749        3.85176        9.55357        42.4118       0.895563        29.4124     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8384        3.87351        9.55759        42.4172       0.901198        29.4121     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8965        3.79337        9.52998        42.4721       0.905887        29.4022     
