|6.6.6
Archiving\03_Data\eq/QFM_m5/WD94/WD94_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1810.90        2500.00        82.7353       0.733442        2.77642        13.7176       0.372840E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        82.2023       0.733645        2.76502        14.2505       0.485333E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        81.6691       0.733847        2.75360        14.7837       0.597889E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        81.1356       0.734048        2.74217        15.3171       0.710508E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        80.6020       0.734248        2.73074        15.8507       0.823190E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        80.0680       0.734447        2.71930        16.3846       0.935933E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        79.5352       0.734616        2.70341        16.9225       0.104245                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        79.0023       0.734784        2.68751        17.4606       0.114902                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        78.4691       0.734950        2.67160        17.9988       0.125563                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        77.9357       0.735115        2.65569        18.5372       0.136230                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        77.4022       0.735279        2.63976        19.0759       0.146901                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        76.8685       0.735441        2.62382        19.6147       0.157577                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        76.3346       0.735603        2.60787        20.1537       0.168257                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        75.8005       0.735762        2.59191        20.6929       0.178942                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        75.2570       0.735893        2.57071        21.2472       0.189148                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        74.7133       0.736022        2.54950        21.8018       0.199359                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        74.1695       0.736150        2.52828        22.3564       0.209572                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        73.6256       0.736276        2.50705        22.9112       0.219789                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        73.0816       0.736401        2.48581        23.4662       0.230009                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        72.5375       0.736524        2.46456        24.0212       0.240232                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        71.9932       0.736646        2.44330        24.5764       0.250459                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        71.4489       0.736767        2.42203        25.1317       0.260688                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        70.8938       0.736860        2.39569        25.7031       0.270497                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        70.3387       0.736952        2.36934        26.2747       0.280309                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        69.7835       0.737042        2.34299        26.8463       0.290123                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        69.2283       0.737131        2.31662        27.4180       0.299938                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        68.6730       0.737218        2.29025        27.9897       0.309756                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        68.1177       0.737303        2.26386        28.5615       0.319575                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        67.5623       0.737387        2.23747        29.1334       0.329396                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        67.0069       0.737470        2.21107        29.7053       0.339219                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        66.4392       0.737523        2.17869        30.2959       0.348663                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        65.8715       0.737574        2.14630        30.8865       0.358108                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        65.3038       0.737624        2.11391        31.4771       0.367554                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        64.7362       0.737672        2.08151        32.0677       0.377000                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        64.1685       0.737718        2.04910        32.6582       0.386447                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        63.6009       0.737763        2.01669        33.2488       0.395895                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        63.0333       0.737806        1.98427        33.8393       0.405342                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        62.4657       0.737847        1.95185        34.4298       0.414790                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        61.8959       0.737860        1.91375        35.0285       0.423990                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        61.3261       0.737871        1.87564        35.6272       0.433190                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        60.7564       0.737880        1.83753        36.2258       0.442388                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        60.1868       0.737888        1.79942        36.8243       0.451586                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        59.6173       0.737894        1.76131        37.4228       0.460784                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        59.0478       0.737898        1.72320        38.0211       0.469981                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        58.4785       0.737901        1.68509        38.6193       0.479176                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        57.9093       0.737901        1.64698        39.2174       0.488371                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        56.6303       0.738710        1.62759        39.5623       0.487526       0.953583                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        55.2205       0.739697        1.61438        39.8278       0.484186        2.11342                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        53.9066       0.740607        1.60021        40.0846       0.480481        3.18753                 NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        52.5896       0.741517        1.58599        40.3419       0.476766        4.26424                 NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        51.4353       0.742299        1.57022        40.5825       0.473217        5.19654                 NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        50.2786       0.743082        1.55441        40.8235       0.469660        6.13076                 NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        49.1196       0.743864        1.53857        41.0649       0.466094        7.06691                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        47.9583       0.744647        1.52270        41.3068       0.462521        8.00500                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        47.0497       0.745225        1.50343        41.5292       0.458897        8.71349                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        46.1398       0.745803        1.48413        41.7520       0.455268        9.42304                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        45.2286       0.746380        1.46481        41.9750       0.451632        10.1337                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        44.3160       0.746957        1.44545        42.1982       0.447990        10.8453                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        43.4022       0.747534        1.42606        42.4218       0.444342        11.5581                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        42.4871       0.748111        1.40664        42.6456       0.440688        12.2719                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        41.5707       0.748687        1.38719        42.8697       0.437027        12.9868                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        40.6529       0.749263        1.36771        43.0940       0.433360        13.7027                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        39.9644       0.749646        1.34401        43.3070       0.430138        14.2048                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        39.2751       0.750030        1.32028        43.5202       0.426913        14.7074                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        38.5853       0.750413        1.29653        43.7335       0.423683        15.2106                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        37.8949       0.750796        1.27276        43.9470       0.420450        15.7141                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        37.2038       0.751178        1.24896        44.1606       0.417214        16.2182                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        36.5121       0.751559        1.22514        44.3744       0.413974        16.7227                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        35.8199       0.751941        1.20129        44.5884       0.410730        17.2278                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        35.1270       0.752321        1.17743        44.8026       0.407483        17.7333                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        34.5856       0.752562        1.14881        45.0210       0.404919        18.0871                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        34.0440       0.752802        1.12018        45.2395       0.402354        18.4412                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        33.5021       0.753041        1.09154        45.4581       0.399787        18.7954                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        32.9599       0.753280        1.06288        45.6768       0.397218        19.1499                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        32.4175       0.753519        1.03420        45.8956       0.394647        19.5045                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        31.8748       0.753757        1.00550        46.1145       0.392074        19.8594                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        31.3318       0.753995       0.976792        46.3335       0.389500        20.2144                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        30.7885       0.754232       0.948065        46.5526       0.386924        20.5696                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        30.3492       0.754360       0.914280        46.7854       0.385235        20.8116                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        29.9097       0.754489       0.880485        47.0182       0.383545        21.0535                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        29.4702       0.754616       0.846682        47.2511       0.381855        21.2955                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        29.0306       0.754744       0.812869        47.4840       0.380164        21.5376                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        28.5909       0.754871       0.779048        47.7170       0.378473        21.7798                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        28.1511       0.754997       0.745218        47.9500       0.376781        22.0219                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        27.7112       0.755123       0.711379        48.1830       0.375088        22.2642                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        27.2712       0.755249       0.677531        48.4161       0.373395        22.5065                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        26.9042       0.755281       0.637654        48.6738       0.373058        22.6560                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        26.5372       0.755313       0.597776        48.9314       0.372721        22.8056                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        26.1703       0.755345       0.557899        49.1890       0.372384        22.9551                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        25.8033       0.755376       0.518021        49.4466       0.372047        23.1047                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        25.4364       0.755407       0.478143        49.7042       0.371710        23.2542                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        25.0695       0.755437       0.438265        49.9618       0.371373        23.4037                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        24.7026       0.755468       0.398387        50.2194       0.371036        23.5531                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        24.3357       0.755498       0.358509        50.4770       0.370700        23.7026                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        24.0088       0.755465       0.313620        50.7581       0.371631        23.7924                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        23.6819       0.755431       0.268738        51.0392       0.372563        23.8821                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        23.3552       0.755398       0.223864        51.3202       0.373494        23.9719                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        23.0285       0.755364       0.178997        51.6012       0.374426        24.0615                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        22.7219       0.755293       0.130843        51.8981       0.376485        24.1174                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        22.4155       0.755222       0.827017E-001   52.1949       0.378544        24.1732                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        22.1136       0.755140       0.335266E-001   52.4982       0.380380        24.2192                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        21.7995       0.755183                 NaN   52.7135       0.379705        24.3521                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        21.4529       0.755498                 NaN   52.7434       0.372966        24.6753                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        21.1060       0.755813                 NaN   52.7732       0.366221        24.9988                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        20.7640       0.756126                 NaN   52.8030       0.359181        25.3177                 NaN            NaN            NaN            NaN            NaN
  1474.36        2500.00        20.2403       0.756635                 NaN   52.8481       0.361047        25.4543       0.339629                 NaN            NaN            NaN            NaN
  1471.15        2500.00        19.7064       0.757169                 NaN   52.8880       0.366975        25.5304       0.751192                 NaN            NaN            NaN            NaN
  1467.95        2500.00        19.1717       0.757703                 NaN   52.9278       0.372914        25.6065        1.16332                 NaN            NaN            NaN            NaN
  1464.74        2500.00        18.6364       0.758237                 NaN   52.9677       0.378861        25.6828        1.57603                 NaN            NaN            NaN            NaN
  1461.54        2500.00        18.1003       0.758771                 NaN   53.0076       0.384819        25.7592        1.98930                 NaN            NaN            NaN            NaN
  1458.33        2500.00        17.5929       0.759289                 NaN   53.0389       0.392439        25.8332        2.38320                 NaN            NaN            NaN            NaN
  1455.13        2500.00        17.0651       0.759825                 NaN   53.0517       0.408342        25.6745        2.73290       0.307631                 NaN            NaN            NaN
  1451.92        2500.00        17.0644       0.759841                 NaN   53.0521       0.408357        25.6747        2.73292       0.307635                 NaN            NaN            NaN
  1448.72        2500.00        16.0689       0.760848                 NaN   53.0691       0.440424        25.4127       0.850717        3.39727                 NaN            NaN            NaN
  1445.51        2500.00        16.0683       0.760863                 NaN   53.0694       0.440441        25.4130       0.850727        3.39730                 NaN            NaN            NaN
  1442.31        2500.00        16.0677       0.760878                 NaN   53.0697       0.440457        25.4132       0.850737        3.39732                 NaN            NaN            NaN
  1439.10        2500.00        16.0671       0.760893                 NaN   53.0700       0.440473        25.4134       0.850746        3.39734                 NaN            NaN            NaN
  1435.90        2500.00        14.2950       0.762710                 NaN   53.0755       0.505598        25.0785        1.68578        4.59693                 NaN            NaN            NaN
  1432.69        2500.00        14.2944       0.762724                 NaN   53.0758       0.505615        25.0787        1.68580        4.59695                 NaN            NaN            NaN
  1429.49        2500.00        14.2939       0.762738                 NaN   53.0760       0.505633        25.0789        1.68581        4.59698                 NaN            NaN            NaN
  1426.28        2500.00        14.2934       0.762751                 NaN   53.0763       0.505651        25.0791        1.68583        4.59701                 NaN            NaN            NaN
  1423.08        2500.00        12.7989       0.764311                 NaN   53.0438       0.574023        24.8921        2.30749        5.61931                 NaN            NaN            NaN
  1419.87        2500.00        12.7985       0.764324                 NaN   53.0440       0.574043        24.8922        2.30751        5.61934                 NaN            NaN            NaN
  1416.67        2500.00        12.1221       0.765059                 NaN   53.0221       0.607844        24.8512        6.08193        2.54968                 NaN            NaN            NaN
  1413.46        2500.00        11.8047       0.765411                 NaN   53.0083       0.625100        24.8356        6.29967        2.66116                 NaN            NaN            NaN
  1410.26        2500.00        11.4593       0.765738                 NaN   53.0115       0.639676        24.8050        6.48305        2.79099       0.448152E-001            NaN            NaN
  1407.05        2500.00        11.4589       0.765750                 NaN   53.0116       0.639697        24.8051        6.48308        2.79101       0.448180E-001            NaN            NaN
  1403.85        2500.00        11.4586       0.765762                 NaN   53.0117       0.639719        24.8053        6.48311        2.79104       0.448209E-001            NaN            NaN
  1400.64        2500.00        11.4582       0.765774                 NaN   53.0118       0.639741        24.8054        6.48313        2.79106       0.448238E-001            NaN            NaN
  1397.44        2500.00        11.4578       0.765786                 NaN   53.0120       0.639762        24.8056        6.48316        2.79109       0.448266E-001            NaN            NaN
  1394.23        2500.00        11.4575       0.765798                 NaN   53.0121       0.639784        24.8057        6.48319        2.79111       0.448295E-001            NaN            NaN
  1391.03        2500.00        11.4571       0.765810                 NaN   53.0122       0.639806        24.8059        6.48321        2.79114       0.448324E-001            NaN            NaN
  1387.82        2500.00        11.4568       0.765822                 NaN   53.0123       0.639827        24.8060        6.48324        2.79116       0.448352E-001            NaN            NaN
  1384.62        2500.00        8.85491       0.767443                 NaN   53.2835       0.693841        24.1723        7.16658        4.04392        1.01752                 NaN            NaN
  1381.41        2500.00        8.85468       0.767453                 NaN   53.2835       0.693863        24.1723        7.16660        4.04395        1.01758                 NaN            NaN
  1378.21        2500.00        8.85446       0.767463                 NaN   53.2835       0.693884        24.1724        7.16661        4.04397        1.01765                 NaN            NaN
  1375.00        2500.00        8.85424       0.767473                 NaN   53.2835       0.693906        24.1725        7.16663        4.04400        1.01771                 NaN            NaN
  1371.79        2500.00        8.85401       0.767483                 NaN   53.2835       0.693928        24.1726        7.16664        4.04403        1.01777                 NaN            NaN
  1368.59        2500.00        8.85379       0.767493                 NaN   53.2835       0.693950        24.1727        7.16665        4.04406        1.01783                 NaN            NaN
  1365.38        2500.00        8.85356       0.767503                 NaN   53.2835       0.693971        24.1728        7.16667        4.04408        1.01790                 NaN            NaN
  1362.18        2500.00        8.85334       0.767514                 NaN   53.2835       0.693993        24.1729        7.16668        4.04411        1.01796                 NaN            NaN
  1358.97        2500.00        7.11374       0.768679                 NaN   53.4285       0.742312        23.7471        7.59380        4.89756        1.70830                 NaN            NaN
  1355.77        2500.00        7.11360       0.768688                 NaN   53.4284       0.742334        23.7471        7.59381        4.89759        1.70841                 NaN            NaN
  1352.56        2500.00        7.11346       0.768697                 NaN   53.4284       0.742356        23.7472        7.59381        4.89762        1.70851                 NaN            NaN
  1349.36        2500.00        7.11332       0.768706                 NaN   53.4283       0.742378        23.7472        7.59382        4.89765        1.70861                 NaN            NaN
  1346.15        2500.00        7.11317       0.768714                 NaN   53.4282       0.742400        23.7473        7.59383        4.89767        1.70871                 NaN            NaN
  1342.95        2500.00        7.11303       0.768723                 NaN   53.4281       0.742422        23.7474        7.59383        4.89770        1.70882                 NaN            NaN
  1339.74        2500.00        7.11289       0.768732                 NaN   53.4280       0.742444        23.7474        7.59384        4.89773        1.70892                 NaN            NaN
  1336.54        2500.00        7.11274       0.768741                 NaN   53.4279       0.742466        23.7475        7.59384        4.89776        1.70902                 NaN            NaN
  1333.33        2500.00        5.81908       0.769704                 NaN   53.4968       0.788547        23.4535        5.53610        7.90216        2.23414                 NaN            NaN
  1330.13        2500.00        5.81899       0.769711                 NaN   53.4966       0.788570        23.4535        5.53612        7.90216        2.23427                 NaN            NaN
  1326.92        2500.00        5.54047       0.769946                 NaN   53.5073       0.798800        23.4085        5.65946        7.96858        2.34694                 NaN            NaN
  1323.72        2500.00        5.40536       0.770064                 NaN   53.5070       0.805686        23.3742        5.73496        8.00367        2.39908                 NaN            NaN
  1320.51        2500.00        1.59815       0.771716                 NaN   53.9587       0.828306        22.9855        8.32366        6.24481        2.86191        2.42720                 NaN
  1317.31        2500.00                 NaN  0.772385                 NaN   54.1622       0.834481        22.8743        8.44650        6.38207        3.06118        3.46685                 NaN
  1314.10        2500.00                 NaN  0.772377                 NaN   54.1685       0.835746        22.9186        6.31940        8.44153        3.07168        3.47220                 NaN
  1310.90        2500.00                 NaN  0.772383                 NaN   54.1682       0.835767        22.9186        6.31942        8.44152        3.07186        3.47227                 NaN
  1307.69        2500.00                 NaN  0.772359                 NaN   54.1718       0.841323        22.9805        8.43755        6.22669        3.09086        3.47890                 NaN
  1304.49        2500.00                 NaN  0.772365                 NaN   54.1716       0.841345        22.9805        8.43754        6.22671        3.09103        3.47897                 NaN
  1301.28        2500.00                 NaN  0.772371                 NaN   54.1713       0.841367        22.9805        8.43752        6.22673        3.09121        3.47903                 NaN
  1298.08        2500.00                 NaN  0.772377                 NaN   54.1710       0.841388        22.9805        8.43751        6.22675        3.09138        3.47910                 NaN
