|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1412.69        500.000        98.4880       0.577648       0.464064                 NaN  0.470269       0.410891E-005            NaN            NaN            NaN
  1411.59        500.000        98.5089       0.569862       0.457684                 NaN  0.463593                 NaN            NaN            NaN            NaN
  1410.49        500.000        98.5262       0.562551       0.453054                 NaN  0.458219       0.142835E-005            NaN            NaN            NaN
  1409.39        500.000        98.5466       0.554827       0.447053                 NaN  0.451484                 NaN            NaN            NaN            NaN
  1408.29        500.000        98.5662       0.441386       0.546727                 NaN  0.445721                 NaN            NaN            NaN            NaN
  1407.19        500.000        98.5833       0.438092       0.531847                 NaN  0.441102       0.563646E-002            NaN            NaN            NaN
  1406.08        500.000        98.6021       0.419997       0.454438                 NaN  0.451031       0.724270E-001            NaN            NaN            NaN
  1404.98        500.000        98.6279       0.463621       0.333586                 NaN  0.452856       0.122013                 NaN            NaN            NaN
  1403.88        500.000        98.6364       0.327444       0.461755                 NaN  0.450713       0.123683                 NaN            NaN            NaN
  1402.78        500.000        98.6576       0.457580       0.315853                 NaN  0.444412       0.124590                 NaN            NaN            NaN
  1401.68        500.000        98.5189       0.449443       0.527093                 NaN  0.461578       0.429975E-001            NaN            NaN            NaN
  1400.58        500.000        98.8441       0.833789E-001  0.450682                 NaN  0.412889       0.208971                 NaN            NaN            NaN
  1399.48        500.000        98.7072       0.291965       0.444745                 NaN  0.429340       0.126786                 NaN            NaN            NaN
  1398.38        500.000        98.7227       0.441399       0.284032                 NaN  0.424457       0.127378                 NaN            NaN            NaN
  1397.28        500.000        98.7371       0.276598       0.437960                 NaN  0.420151       0.128168                 NaN            NaN            NaN
  1396.18        500.000        98.7548       0.268125       0.433443                 NaN  0.414792       0.128861                 NaN            NaN            NaN
  1395.08        500.000        98.7682       0.430382       0.261191                 NaN  0.410661       0.129563                 NaN            NaN            NaN
  1393.98        500.000        98.7825       0.427232       0.253811                 NaN  0.406292       0.130211                 NaN            NaN            NaN
  1392.88        500.000        98.7987       0.422782       0.246296                 NaN  0.401316       0.130927                 NaN            NaN            NaN
  1391.78        500.000        98.8119       0.239291       0.419816                 NaN  0.397304       0.131683                 NaN            NaN            NaN
  1390.68        500.000        98.8257       0.232522       0.416563                 NaN  0.392970       0.132225                 NaN            NaN            NaN
  1389.58        500.000        98.8351       0.226245       0.415080                 NaN  0.390419       0.133114                 NaN            NaN            NaN
  1388.48        500.000        98.8499       0.219350       0.411309                 NaN  0.385519       0.133929                 NaN            NaN            NaN
  1387.38        500.000        98.8707       0.405320       0.211751                 NaN  0.378859       0.133417                 NaN            NaN            NaN
  1386.28        500.000        98.8788       0.404177       0.205550                 NaN  0.376817       0.134695                 NaN            NaN            NaN
  1385.18        500.000        98.8905       0.401783       0.199017                 NaN  0.373192       0.135506                 NaN            NaN            NaN
  1384.07        500.000        98.9042       0.192585       0.397682                 NaN  0.369139       0.136374                 NaN            NaN            NaN
  1382.97        500.000        98.9183       0.394666       0.186985                 NaN  0.364288       0.135733                 NaN            NaN            NaN
  1381.87        500.000        98.9278       0.392676       0.180965                 NaN  0.361624       0.136955                 NaN            NaN            NaN
  1380.77        500.000        99.3960       0.239313                 NaN            NaN  0.219354       0.145300                 NaN            NaN            NaN
  1379.67        500.000        98.4706       0.324309       0.553743                 NaN  0.503240       0.148074                 NaN            NaN            NaN
  1378.57        500.000        98.9626       0.376361       0.194463                 NaN  0.346664       0.119950                 NaN            NaN            NaN
  1377.47        500.000        98.9736       0.164283       0.380701                 NaN  0.346554       0.134895                 NaN            NaN            NaN
  1376.37        500.000        98.9848       0.152451       0.379814                 NaN  0.343903       0.139012                 NaN            NaN            NaN
  1375.27        500.000        98.9955       0.377347       0.147522                 NaN  0.340397       0.139261                 NaN            NaN            NaN
  1374.17        500.000        99.0055       0.374951       0.142256                 NaN  0.337456       0.139811                 NaN            NaN            NaN
  1373.07        500.000        99.0149       0.136735       0.373490                 NaN  0.334557       0.140305                 NaN            NaN            NaN
  1371.97        500.000        99.0272       0.370336       0.132345                 NaN  0.330357       0.139788                 NaN            NaN            NaN
  1370.87        500.000        99.0364       0.368623       0.127238                 NaN  0.327437       0.140283                 NaN            NaN            NaN
  1369.77        500.000        99.0463       0.366142       0.122111                 NaN  0.324539       0.140875                 NaN            NaN            NaN
  1368.67        500.000        99.0551       0.118188       0.364558                 NaN  0.321436       0.140749                 NaN            NaN            NaN
  1367.57        500.000        99.0668       0.361604       0.112396                 NaN  0.317956       0.141239                 NaN            NaN            NaN
  1366.47        500.000        99.0757       0.359697       0.108803                 NaN  0.314909       0.140936                 NaN            NaN            NaN
  1365.37        500.000        99.0838       0.102736       0.358835                 NaN  0.312649       0.141976                 NaN            NaN            NaN
  1364.27        500.000        99.0944       0.996060E-001  0.355688                 NaN  0.308951       0.141389                 NaN            NaN            NaN
  1363.17        500.000        99.1015       0.354057       0.970117E-001            NaN  0.306532       0.140879                 NaN            NaN            NaN
  1362.06        500.000        99.1113       0.351844       0.920232E-001            NaN  0.303459       0.141380                 NaN            NaN            NaN
  1360.96        500.000        99.1191       0.350436       0.880001E-001            NaN  0.301001       0.141469                 NaN            NaN            NaN
  1359.86        500.000        99.1250       0.819377E-001  0.351347                 NaN  0.299423       0.142264                 NaN            NaN            NaN
  1358.76        500.000        99.1397       0.808454E-001  0.345514                 NaN  0.293683       0.140215                 NaN            NaN            NaN
  1357.66        500.000        99.1438       0.773513E-001  0.344878                 NaN  0.292806       0.141127                 NaN            NaN            NaN
  1356.56        500.000        99.1536       0.342581       0.734549E-001            NaN  0.289491       0.140844                 NaN            NaN            NaN
  1355.46        500.000        98.9770       0.415242       0.873434E-001            NaN  0.349975       0.170435                 NaN            NaN            NaN
  1354.36        500.000        99.3501       0.526119E-001  0.265681                 NaN  0.221789       0.109773                 NaN            NaN            NaN
  1353.26        500.000        99.1760       0.639569E-001  0.337817                 NaN  0.282069       0.140166                 NaN            NaN            NaN
  1352.16        500.000        99.1840       0.336108       0.608501E-001            NaN  0.279277       0.139768                 NaN            NaN            NaN
  1351.06        500.000        99.1907       0.334353       0.586623E-001            NaN  0.276952       0.139353                 NaN            NaN            NaN
  1349.96        500.000        99.1988       0.332608       0.552410E-001            NaN  0.274267       0.139061                 NaN            NaN            NaN
  1348.86        500.000        99.2006       0.553779E-001  0.329533                 NaN  0.275071       0.139371                 NaN            NaN            NaN
  1347.76        500.000        98.6173       0.585321       0.836661E-001            NaN  0.472886       0.240870                 NaN            NaN            NaN
  1346.66        500.000        99.8224       0.774270E-001  0.743991E-002            NaN  0.598735E-001  0.328219E-001            NaN            NaN            NaN
  1345.56        500.000        99.2271       0.326690       0.444708E-001            NaN  0.264549       0.137216                 NaN            NaN            NaN
  1344.46        500.000        99.2341       0.370882E-001  0.324001                 NaN  0.264255       0.140592                 NaN            NaN            NaN
  1343.36        500.000        99.2361       0.321810       0.473059E-001            NaN  0.260944       0.133854                 NaN            NaN            NaN
  1342.26        500.000        99.2558       0.318931       0.377806E-001            NaN  0.253829       0.133689                 NaN            NaN            NaN
  1341.16        500.000        99.2532       0.474711E-001  0.316398                 NaN  0.254077       0.128894                 NaN            NaN            NaN
  1340.05        500.000        99.2542       0.326045       0.216232E-001            NaN  0.256632       0.141492                 NaN            NaN            NaN
  1338.95        500.000        99.2718       0.313266       0.365114E-001            NaN  0.247947       0.130524                 NaN            NaN            NaN
  1337.85        500.000        99.2640       0.334470E-001  0.319476                 NaN  0.251043       0.132022                 NaN            NaN            NaN
  1336.75        500.000        99.2838       0.305775E-001  0.311499                 NaN  0.244005       0.130159                 NaN            NaN            NaN
  1335.65        500.000        99.2852       0.283018E-001  0.311700                 NaN  0.244001       0.130817                 NaN            NaN            NaN
  1334.55        500.000        99.2916       0.310450       0.270019E-001            NaN  0.241497       0.129490                 NaN            NaN            NaN
  1333.45        500.000        99.2965       0.308981       0.262751E-001            NaN  0.239669       0.128621                 NaN            NaN            NaN
  1332.35        500.000        99.3028       0.307384       0.248875E-001            NaN  0.237317       0.127586                 NaN            NaN            NaN
  1331.25        500.000        99.3070       0.307397       0.226400E-001            NaN  0.235833       0.127122                 NaN            NaN            NaN
  1330.15        500.000        99.3142       0.241924E-001  0.303865                 NaN  0.232882       0.124845                 NaN            NaN            NaN
  1329.05        500.000        99.3192       0.303754       0.209079E-001            NaN  0.231343       0.124804                 NaN            NaN            NaN
  1327.95        500.000        99.3246       0.301519       0.218223E-001            NaN  0.229071       0.123009                 NaN            NaN            NaN
  1326.85        500.000        99.3294       0.299604       0.220778E-001            NaN  0.227169       0.121721                 NaN            NaN            NaN
  1325.75        500.000        99.3345       0.298742       0.200665E-001            NaN  0.225438       0.121215                 NaN            NaN            NaN
  1324.65        500.000        99.2972       0.319630       0.137000E-001            NaN  0.235054       0.119392       0.149849E-001            NaN            NaN
  1323.55        500.000        99.2340       0.353784                 NaN            NaN  0.252752       0.120426       0.390671E-001            NaN            NaN
  1322.45        500.000        99.2424       0.349675                 NaN            NaN  0.250062       0.119354       0.385082E-001            NaN            NaN
  1321.35        500.000        99.2519       0.345470                 NaN            NaN  0.246848       0.117910       0.378371E-001            NaN            NaN
  1320.25        500.000        99.2606       0.338893                 NaN            NaN  0.244559       0.118543       0.373822E-001            NaN            NaN
  1319.15        500.000        99.2694       0.336083                 NaN            NaN  0.241231       0.116560       0.367010E-001            NaN            NaN
  1318.04        500.000        99.2775       0.331452                 NaN            NaN  0.238840       0.116034       0.361734E-001            NaN            NaN
  1316.94        500.000        99.2853       0.329827                 NaN            NaN  0.235914       0.113449       0.355494E-001            NaN            NaN
  1315.84        500.000        99.2932       0.325790                 NaN            NaN  0.233414       0.112569       0.350349E-001            NaN            NaN
  1314.74        500.000        99.3011       0.321725                 NaN            NaN  0.230860       0.111750       0.345226E-001            NaN            NaN
  1313.64        500.000        99.3091       0.317586                 NaN            NaN  0.228265       0.111072       0.339974E-001            NaN            NaN
  1312.54        500.000        99.3165       0.314602                 NaN            NaN  0.225739       0.109716       0.334656E-001            NaN            NaN
  1311.44        500.000        99.3234       0.311292                 NaN            NaN  0.223566       0.108695       0.330021E-001            NaN            NaN
  1310.34        500.000        99.3325       0.307628                 NaN            NaN  0.220292       0.107173       0.324056E-001            NaN            NaN
  1309.24        500.000        99.3391       0.304365                 NaN            NaN  0.218324       0.106240       0.319766E-001            NaN            NaN
  1308.14        500.000        99.3472       0.300188                 NaN            NaN  0.215666       0.105454       0.314755E-001            NaN            NaN
  1307.04        500.000        99.3538       0.297804                 NaN            NaN  0.213307       0.104093       0.309889E-001            NaN            NaN
  1305.94        500.000        99.3604       0.294285                 NaN            NaN  0.211236       0.103505       0.305547E-001            NaN            NaN
  1304.84        500.000        99.3676       0.291725                 NaN            NaN  0.208692       0.101963       0.300656E-001            NaN            NaN
  1303.74        500.000        99.3666       0.287547                 NaN            NaN  0.210569       0.105058       0.302272E-001            NaN            NaN
  1302.64        500.000        99.2145       0.349945                 NaN            NaN  0.262651       0.135123       0.377967E-001            NaN            NaN
  1301.54        500.000        99.5680       0.204453                 NaN            NaN  0.139384       0.684453E-001  0.197328E-001            NaN            NaN
  1300.44        500.000        99.3946       0.279966                 NaN            NaN  0.199623       0.974863E-001  0.283043E-001            NaN            NaN
  1299.34        500.000        99.4012       0.276945                 NaN            NaN  0.197414       0.965547E-001  0.278763E-001            NaN            NaN
  1298.24        500.000        99.4077       0.274032                 NaN            NaN  0.195276       0.955732E-001  0.274578E-001            NaN            NaN
  1297.14        500.000        99.4145       0.271274                 NaN            NaN  0.192985       0.942363E-001  0.270502E-001            NaN            NaN
  1296.03        500.000        99.4198       0.269007                 NaN            NaN  0.191375       0.931192E-001  0.266776E-001            NaN            NaN
  1294.93        500.000        99.4275       0.266383                 NaN            NaN  0.188314       0.916626E-001  0.261710E-001            NaN            NaN
  1293.83        500.000        99.4323       0.264120                 NaN            NaN  0.186875       0.908338E-001  0.258366E-001            NaN            NaN
  1292.73        500.000        99.4387       0.261454                 NaN            NaN  0.184623       0.898269E-001  0.254270E-001            NaN            NaN
  1291.63        500.000        99.4450       0.257728                 NaN            NaN  0.182788       0.894225E-001  0.250974E-001            NaN            NaN
  1290.53        500.000        99.4499       0.257256                 NaN            NaN  0.180708       0.874613E-001  0.246650E-001            NaN            NaN
  1289.43        500.000        99.4566       0.253443                 NaN            NaN  0.178694       0.869752E-001  0.243287E-001            NaN            NaN
  1288.33        500.000        99.4620       0.251755                 NaN            NaN  0.176736       0.855475E-001  0.239355E-001            NaN            NaN
  1287.23        500.000        99.4675       0.249537                 NaN            NaN  0.174895       0.844735E-001  0.235776E-001            NaN            NaN
  1286.13        500.000        99.4733       0.246778                 NaN            NaN  0.172960       0.837146E-001  0.232322E-001            NaN            NaN
  1285.03        500.000        99.4789       0.244779                 NaN            NaN  0.171002       0.824521E-001  0.228736E-001            NaN            NaN
  1283.93        500.000        99.4845       0.242387                 NaN            NaN  0.169124       0.814334E-001  0.225210E-001            NaN            NaN
  1282.83        500.000        99.4902       0.240031                 NaN            NaN  0.167431       0.801695E-001  0.222127E-001            NaN            NaN
  1281.73        500.000        99.4949       0.238518                 NaN            NaN  0.165380       0.793501E-001  0.218126E-001            NaN            NaN
  1280.63        500.000        99.5007       0.235713                 NaN            NaN  0.163582       0.785059E-001  0.214995E-001            NaN            NaN
  1279.53        500.000        99.5055       0.234108                 NaN            NaN  0.161931       0.772769E-001  0.211791E-001            NaN            NaN
  1278.43        500.000        99.5110       0.231658                 NaN            NaN  0.160197       0.762891E-001  0.208673E-001            NaN            NaN
  1277.33        500.000        99.5157       0.230183                 NaN            NaN  0.158342       0.752397E-001  0.205286E-001            NaN            NaN
  1276.23        500.000        99.5209       0.227961                 NaN            NaN  0.156670       0.742193E-001  0.202227E-001            NaN            NaN
  1275.13        500.000        99.5257       0.226200                 NaN            NaN  0.155006       0.731577E-001  0.199116E-001            NaN            NaN
  1274.02        500.000        97.9938       0.479225                 NaN            NaN  0.333628       0.137233       0.517847E-001   1.00437                 NaN
  1272.92        500.000        92.3764        1.42303                 NaN            NaN  0.988312       0.361957       0.167107        4.68322                 NaN
  1271.82        500.000        93.0104        1.31918                 NaN            NaN  0.910696       0.328155       0.152232        4.27930                 NaN
  1270.72        500.000        93.5516        1.23069                 NaN            NaN  0.843966       0.299014       0.139560        3.93516                 NaN
  1269.62        500.000        94.0089        1.15712                 NaN            NaN  0.787480       0.272779       0.128801        3.64492                 NaN
  1268.52        500.000        94.4099        1.09164                 NaN            NaN  0.737690       0.250118       0.119413        3.39123                 NaN
  1267.42        500.000        94.7586        1.03261                 NaN            NaN  0.694289       0.232068       0.111313        3.17117                 NaN
  1266.32        500.000        95.0730       0.981010                 NaN            NaN  0.654869       0.213700       0.103929        2.97345                 NaN
  1265.22        500.000        95.3471       0.934775                 NaN            NaN  0.620442       0.198542       0.975373E-001   2.80158                 NaN
  1264.12        500.000        95.6023       0.892902                 NaN            NaN  0.588094       0.183339       0.915257E-001   2.64184                 NaN
  1263.02        500.000        95.8224       0.851665                 NaN            NaN  0.560191       0.174294       0.865349E-001   2.50496                 NaN
  1261.92        500.000        96.0274       0.819755                 NaN            NaN  0.534074       0.160074       0.815916E-001   2.37706                 NaN
  1260.82        500.000        96.2116       0.787293                 NaN            NaN  0.510453       0.150485       0.772893E-001   2.26288                 NaN
  1259.72        500.000        96.3842       0.757667                 NaN            NaN  0.488175       0.140307       0.732183E-001   2.15640                 NaN
  1258.62        500.000        96.5383       0.729756                 NaN            NaN  0.468204       0.132917       0.696494E-001   2.06115                 NaN
  1257.52        500.000        96.6833       0.702890                 NaN            NaN  0.449393       0.125740       0.662649E-001   1.97243                 NaN
  1256.42        500.000        96.8119       0.681126                 NaN            NaN  0.432439       0.118153       0.631626E-001   1.89322                 NaN
  1255.32        500.000        96.9100       0.649299                 NaN            NaN  0.420153       0.123165       0.613163E-001   1.83607                 NaN
  1254.22        500.000        97.0654       0.641510                 NaN            NaN  0.398202       0.102737       0.570260E-001   1.73512                 NaN
  1253.12        500.000        97.1572       0.615167                 NaN            NaN  0.386784       0.102449       0.551334E-001   1.68328                 NaN
  1252.01        500.000        97.2635       0.597701                 NaN            NaN  0.372471       0.952899E-001  0.525594E-001   1.61850                 NaN
  1250.91        500.000        97.2655       0.572094                 NaN            NaN  0.372894       0.115989       0.531353E-001   1.62036                 NaN
  1249.81        500.000        97.4978       0.563975                 NaN            NaN  0.339786       0.789395E-001  0.467925E-001   1.47268                 NaN
  1248.71        500.000        97.5282       0.549092                 NaN            NaN  0.336708       0.808442E-001  0.461809E-001   1.45898                 NaN
  1247.61        500.000        97.6076       0.530478                 NaN            NaN  0.325587       0.793797E-001  0.444843E-001   1.41250                 NaN
  1246.51        500.000        97.6801       0.524520                 NaN            NaN  0.315826       0.706360E-001  0.423468E-001   1.36659                 NaN
  1245.41        500.000        97.7547       0.509141                 NaN            NaN  0.305559       0.670284E-001  0.406363E-001   1.32290                 NaN
  1244.31        500.000        97.8224       0.496338                 NaN            NaN  0.296156       0.631715E-001  0.389730E-001   1.28299                 NaN
  1243.21        500.000        97.8850       0.481280                 NaN            NaN  0.287302       0.630014E-001  0.376416E-001   1.24577                 NaN
  1242.11        500.000        97.9458       0.470352                 NaN            NaN  0.278697       0.591288E-001  0.361241E-001   1.20993                 NaN
  1241.01        500.000        98.0043       0.459528                 NaN            NaN  0.270533       0.558356E-001  0.346873E-001   1.17513                 NaN
  1239.91        500.000        98.0601       0.448969                 NaN            NaN  0.262582       0.528197E-001  0.333230E-001   1.14223                 NaN
  1238.81        500.000        98.1135       0.438275                 NaN            NaN  0.255080       0.505473E-001  0.320466E-001   1.11056                 NaN
  1237.71        500.000        98.1636       0.430997                 NaN            NaN  0.247873       0.459918E-001  0.307446E-001   1.08075                 NaN
  1236.61        500.000        98.2121       0.418149                 NaN            NaN  0.240810       0.463760E-001  0.297123E-001   1.05286                 NaN
  1235.51        500.000        98.2585       0.409903                 NaN            NaN  0.234213       0.433979E-001  0.285454E-001   1.02548                 NaN
  1234.41        500.000        98.3029       0.403845                 NaN            NaN  0.227864       0.392403E-001  0.273480E-001  0.998796                 NaN
  1233.31        500.000        98.3449       0.395566                 NaN            NaN  0.221647       0.373070E-001  0.263304E-001  0.974238                 NaN
  1232.21        500.000        98.3875       0.384787                 NaN            NaN  0.215605       0.367297E-001  0.253640E-001  0.950036                 NaN
  1231.11        500.000        98.4226       0.387995                 NaN            NaN  0.210201       0.280368E-001  0.241777E-001  0.926996                 NaN
  1230.00        500.000        96.2800       0.635572       0.216219                 NaN  0.566363                 NaN  0.816900E-001   2.22020                 NaN
  1228.90        500.000        98.8968       0.114214       0.137842                 NaN  0.696872E-001            NaN            NaN  0.781443                 NaN
  1227.80        500.000        98.7721       0.341214       0.710515E-001            NaN  0.196989                 NaN  0.203131E-001  0.598335                 NaN
  1226.70        500.000        99.6585       0.453062E-002            NaN            NaN  0.312736E-001  0.139664                 NaN  0.166072                 NaN
  1225.60        500.000        97.9376       0.366765       0.204541                 NaN  0.281868                 NaN  0.156314E-001   1.19355                 NaN
  1224.50        500.000        98.6289       0.655606E-001  0.321422                 NaN  0.176127                 NaN  0.927510E-002  0.798671                 NaN
  1223.40        500.000        99.4106       0.215084                 NaN            NaN  0.658592E-001            NaN  0.120783E-001  0.296390                 NaN
  1222.30        500.000        98.7455       0.232188       0.921064E-001            NaN  0.162472                 NaN  0.173154E-001  0.750385                 NaN
  1221.20        500.000        98.7087       0.356419                 NaN            NaN  0.160817                 NaN  0.181277E-001  0.755894                 NaN
  1220.10        500.000        97.6878       0.567453                 NaN            NaN  0.326485                 NaN  0.199764E-001   1.39828                 NaN
  1219.00        500.000        99.8500       0.881081E-001            NaN            NaN  0.360533E-002            NaN  0.851260E-002  0.497559E-001            NaN
  1217.90        500.000        98.7012       0.279435                 NaN            NaN  0.166053       0.460968E-001  0.192052E-001  0.788026                 NaN
  1216.80        500.000        98.5159       0.227820       0.125035                 NaN  0.187745                 NaN  0.184002E-001  0.925087                 NaN
  1215.70        500.000        94.7555       0.810228                 NaN            NaN  0.502971                 NaN  0.658335E-001   2.78014        1.08536     
  1214.60        500.000        98.8841                 NaN            NaN            NaN  0.174138       0.123656       0.168316E-001  0.801267                 NaN
  1213.50        500.000        99.3212       0.327561E-001            NaN            NaN  0.618652E-001  0.252574E-001  0.380771E-002  0.285161       0.269971     
  1212.40        500.000        99.2019       0.599428E-001            NaN            NaN  0.604122E-001  0.427857E-002  0.220120E-002  0.278334       0.392920     
  1211.30        500.000        99.8168       0.523423E-001            NaN            NaN  0.233381E-001  0.198852E-002  0.198936E-002  0.103585                 NaN
  1210.20        500.000        79.0729        2.38820                 NaN            NaN   1.72081       0.289820       0.931169E-001   7.90653        8.52862     
  1209.10        500.000        87.6694        1.28905                 NaN            NaN   1.03861       0.174608       0.576173E-001   4.83076        4.93995     
  1207.99        500.000        87.9464        1.33597                 NaN            NaN   1.01290       0.112655       0.534537E-001   4.70838        4.83022     
  1206.89        500.000        90.3835       0.934161                 NaN            NaN  0.801616       0.125456       0.463554E-001   3.80045        3.90842     
  1205.79        500.000        78.3120        1.79260                 NaN            NaN   1.78191       0.491737       0.104182        8.49832        9.01923     
  1204.69        500.000        99.5645       0.932291E-001  0.987998E-001            NaN  0.454993E-001            NaN  0.408234E-002  0.193910                 NaN
  1203.59        500.000        95.5250       0.501430                 NaN            NaN  0.372193       0.619758E-001  0.207786E-001   1.82415        1.69447     
  1202.49        500.000        74.4147        1.90711                 NaN            NaN   2.16637       0.626721       0.128844        9.50257        11.2537     
  1201.39        500.000        98.6929       0.264498                 NaN            NaN            NaN  0.747336E-005            NaN   1.04257                 NaN
  1200.29        500.000        88.3868       0.812055                 NaN            NaN  0.951783       0.246938       0.587247E-001   4.89601        4.64764     
  1199.19        500.000        96.3749       0.457413                 NaN            NaN  0.395926       0.103749       0.239658E-001  0.747986        1.89604     
  1198.09        500.000        94.0399       0.497453                 NaN            NaN  0.439022       0.112093       0.272207E-001   3.46707        1.41722     
  1196.99        500.000        95.4165       0.421857                 NaN            NaN  0.367022       0.951018E-001  0.226374E-001   1.85191        1.82496     
  1195.89        500.000        95.2260       0.430315                 NaN            NaN  0.380145       0.971670E-001  0.232406E-001   1.93247        1.91062     
  1194.79        500.000        92.6504       0.570321                 NaN            NaN  0.519055       0.124191       0.308145E-001   2.65471        3.45052     
  1193.69        500.000        94.7848       0.455360                 NaN            NaN  0.412393       0.101902       0.249815E-001   2.14874        2.07179     
  1192.59        500.000        93.4449       0.628700       0.145857E-003            NaN  0.512047       0.938632E-001  0.290169E-001   2.68899        2.60237     
  1191.49        500.000        98.6386       0.374330E-002  0.723347E-001            NaN  0.156970       0.212107                 NaN  0.596650       0.319585     
  1190.39        500.000        84.8550        1.41386       0.507302E-004            NaN   1.18410       0.294920E-001  0.750549E-001   5.70550        6.73695     
  1189.29        500.000        75.5230        1.61048                 NaN            NaN   1.67744       0.365947       0.101583        11.2869        9.43466     
  1188.19        500.000        82.1183        1.15615       0.824618       0.213944E-003   1.32852                 NaN  0.506597E-001   7.61983        6.90170     
  1187.09        500.000                 NaN   2.85492        5.82988       0.606500E-005   7.13540                 NaN  0.342222        43.0849        40.7527     
  1185.98        500.000                 NaN   2.83056        5.85585       0.546105E-005   7.13847                 NaN  0.341665        43.0801        40.7533     
  1184.88        500.000                 NaN   2.73706        5.95160       0.812061E-005   7.14140                 NaN  0.341488        43.0734        40.7551     
  1183.78        500.000                 NaN   6.13692       0.188281E-005            NaN   6.95583        1.49500       0.435852        43.5894        41.3870     
  1182.68        500.000                 NaN   6.68178       0.156772E-005            NaN   7.00164        1.17820       0.414277        43.4737        41.2504     
  1181.58        500.000                 NaN   6.32032       0.665864E-005            NaN   6.97546        1.39163       0.427428        43.5406        41.3446     
  1180.48        500.000                 NaN   6.10700       0.190679E-005            NaN   6.95661        1.51141       0.436766        43.5927        41.3955     
  1179.38        500.000                 NaN   6.01934       0.113201E-004            NaN   6.94180        1.55475       0.442945        43.6279        41.4132     
  1178.28        500.000                 NaN   6.00631       0.101254E-004            NaN   6.94122        1.56287       0.443336        43.6284        41.4178     
  1177.18        500.000                 NaN   6.02868       0.113327E-004            NaN   6.96281        1.54858       0.441612        43.6055        41.4128     
  1176.08        500.000                 NaN   5.97643       0.272880E-004            NaN   6.93984        1.58111       0.444309        43.6306        41.4277     
  1174.98        500.000                 NaN   5.95726       0.817161E-005            NaN   6.93917        1.59330       0.445699        43.6304        41.4342     
  1173.88        500.000                 NaN   5.98738                 NaN            NaN   6.95078        1.57203       0.444146        43.6225        41.4232     
  1172.78        500.000                 NaN   5.92163       0.856034E-005            NaN   6.95107        1.61253       0.445647        43.6256        41.4435     
  1171.68        500.000                 NaN   5.95865       0.688794E-005            NaN   6.95211        1.58948       0.444088        43.6239        41.4318     
