|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1167.28        500.000                 NaN   7.82596       0.638617E-005            NaN   7.17231        2.70094       0.795469        41.5120        39.9933     
  1166.18        500.000                 NaN   7.80634                 NaN            NaN   7.17132        2.71372       0.796374        41.5153        39.9969     
  1165.08        500.000                 NaN   7.78716                 NaN            NaN   7.17049        2.72687       0.797036        41.5179        40.0005     
  1163.97        500.000                 NaN   7.77799       0.525009E-005            NaN   7.18377        2.73095       0.794882        41.5126        39.9998     
  1162.87        500.000                 NaN   7.76316       0.473096E-005            NaN   7.18308        2.74154       0.795505        41.5137        40.0030     
  1161.77        500.000                 NaN   7.75015                 NaN            NaN   7.18258        2.75096       0.796007        41.5144        40.0059     
  1160.67        500.000                 NaN   7.71491       0.390022E-005            NaN   7.17854        2.77377       0.799654        41.5199        40.0133     
  1159.57        500.000                 NaN   7.69658                 NaN            NaN   7.17732        2.78631       0.800313        41.5230        40.0165     
  1158.47        500.000                 NaN   7.68486       0.295941E-005            NaN   7.17676        2.79345       0.800676        41.5260        40.0182     
  1157.37        500.000                 NaN   7.65652       0.199195E-005            NaN   7.16665        2.81689       0.802485        41.5312        40.0263     
  1156.27        500.000                 NaN   7.71897                 NaN            NaN   7.18177        2.77535       0.797878        41.5111        40.0149     
  1155.17        500.000                 NaN   7.69661                 NaN            NaN   7.18013        2.79065       0.798938        41.5146        40.0191     
  1154.07        500.000                 NaN   7.60892                 NaN            NaN   7.16480        2.84934       0.804311        41.5369        40.0357     
  1152.97        500.000                 NaN   7.64477       0.236422E-005            NaN   7.17809        2.82808       0.800792        41.5183        40.0300     
  1151.87        500.000                 NaN   7.63012                 NaN            NaN   7.16893        2.83699       0.801832        41.5294        40.0327     
  1150.77        500.000                 NaN   7.58769                 NaN            NaN   7.17615        2.86506       0.803123        41.5276        40.0404     
  1149.67        500.000                 NaN   7.61048       0.695101E-003            NaN   7.16837        2.85203       0.802710        41.5279        40.0378     
  1148.57        500.000                 NaN   7.52711       0.307208E-001            NaN   7.17499        2.88612       0.804577        41.5296        40.0469     
  1147.47        500.000                 NaN   7.53738       0.373240E-005            NaN   7.17398        2.90015       0.805555        41.5319        40.0510     
  1146.37        500.000                 NaN   7.45217       0.302526E-001            NaN   7.16829        2.93526       0.809644        41.5436        40.0608     
  1145.27        500.000                 NaN   7.46383       0.132697E-005            NaN   7.16743        2.94805       0.810426        41.5457        40.0645     
  1144.17        500.000                 NaN   7.51375                 NaN            NaN   7.17227        2.91729       0.806964        41.5331        40.0566     
  1143.07        500.000                 NaN   7.49934                 NaN            NaN   7.17203        2.92766       0.807475        41.5336        40.0599     
  1141.96        500.000                 NaN   7.42291                 NaN            NaN   7.16621        2.97732       0.811971        41.5481        40.0735     
  1140.86        500.000                 NaN   7.41323                 NaN            NaN   7.16637        2.98521       0.812056        41.5469        40.0762     
  1139.76        500.000                 NaN   7.43045                 NaN            NaN   7.17074        2.97557       0.809404        41.5402        40.0736     
  1138.66        500.000                 NaN   7.38133                 NaN            NaN   7.16499        3.00815       0.813254        41.5492        40.0831     
  1137.56        500.000                 NaN   7.36801                 NaN            NaN   7.16463        3.01767       0.813697        41.5500        40.0859     
  1136.46        500.000                 NaN   7.35493                 NaN            NaN   7.16430        3.02705       0.814128        41.5508        40.0888     
  1135.36        500.000                 NaN   7.42293                 NaN            NaN   7.17282        2.98426       0.808610        41.5341        40.0773     
  1134.26        500.000                 NaN   7.39937                 NaN            NaN   7.17094        3.00129       0.809647        41.5367        40.0820     
  1133.16        500.000                 NaN   7.31708                 NaN            NaN   7.16346        3.05437       0.815360        41.5526        40.0972     
  1132.06        500.000                 NaN   7.35169                 NaN            NaN   7.16704        3.03377       0.812756        41.5427        40.0920     
  1130.96        500.000                 NaN   7.34345                 NaN            NaN   7.16712        3.04016       0.812898        41.5423        40.0941     
  1129.86        500.000                 NaN   7.28095                 NaN            NaN   7.16274        3.08069       0.816537        41.5537        40.1054     
  1128.76        500.000                 NaN   7.27956                 NaN            NaN   7.16305        3.08025       0.816644        41.5555        40.1050     
  1127.66        500.000                 NaN   7.23653                 NaN            NaN   7.16205        3.11879       0.814496        41.5514        40.1168     
  1126.56        500.000                 NaN   7.25430                 NaN            NaN   7.16226        3.09771       0.817577        41.5581        40.1101     
  1125.46        500.000                 NaN   7.28800                 NaN            NaN   7.16614        3.07826       0.815270        41.5464        40.1059     
  1124.36        500.000                 NaN   7.32044                 NaN            NaN   7.16822        3.05581       0.813161        41.5436        40.0988     
  1123.26        500.000                 NaN   7.18749                 NaN            NaN   7.16745        3.15350       0.815332        41.5484        40.1278     
  1122.16        500.000                 NaN   7.17553                 NaN            NaN   7.16687        3.16308       0.816055        41.5472        40.1312     
  1121.06        500.000                 NaN   7.23660                 NaN            NaN   7.16485        3.11440       0.817079        41.5503        40.1168     
  1119.95        500.000                 NaN   7.22587                 NaN            NaN   7.16470        3.12210       0.817395        41.5508        40.1191     
  1118.85        500.000                 NaN   7.17550                 NaN            NaN   7.16118        3.15382       0.820168        41.5619        40.1274     
  1117.75        500.000                 NaN   7.16657                 NaN            NaN   7.16119        3.16025       0.820327        41.5623        40.1293     
  1116.65        500.000                 NaN   7.11898                 NaN            NaN   7.16446        3.20283       0.818210        41.5524        40.1431     
  1115.55        500.000                 NaN   7.13534                 NaN            NaN   7.15937        3.18219       0.822092        41.5648        40.1362     
  1114.45        500.000                 NaN   7.12415                 NaN            NaN   7.15922        3.19018       0.822512        41.5652        40.1387     
  1113.35        500.000                 NaN   7.11379                 NaN            NaN   7.15916        3.19765       0.822877        41.5654        40.1412     
  1112.25        500.000                 NaN   7.12374                 NaN            NaN   7.16185        3.19225       0.821008        41.5619        40.1392     
  1111.15        500.000                 NaN   7.09369                 NaN            NaN   7.15914        3.21216       0.823560        41.5656        40.1459     
  1110.05        500.000                 NaN   7.08467                 NaN            NaN   7.15928        3.21860       0.823646        41.5661        40.1477     
  1108.95        500.000                 NaN   7.07473                 NaN            NaN   7.15926        3.22575       0.823947        41.5663        40.1500     
  1107.85        500.000                 NaN   7.06292                 NaN            NaN   7.15790        3.23389       0.824677        41.5684        40.1522     
  1106.75        500.000                 NaN   7.05596                 NaN            NaN   7.15836        3.23926       0.824676        41.5678        40.1540     
  1105.65        500.000                 NaN   7.04652                 NaN            NaN   7.15823        3.24572       0.825018        41.5686        40.1559     
  1104.55        500.000                 NaN   7.04165                 NaN            NaN   7.16102        3.25482       0.823466        41.5588        40.1602     
  1103.45        500.000                 NaN   7.02945                 NaN            NaN   7.15844        3.25892       0.825405        41.5674        40.1604     
  1102.35        500.000                 NaN   7.01774                 NaN            NaN   7.15827        3.26692       0.825821        41.5685        40.1628     
  1101.25        500.000                 NaN   7.03768                 NaN            NaN   7.16067        3.25568       0.824211        41.5615        40.1603     
  1100.15        500.000                 NaN   7.03214                 NaN            NaN   7.16100        3.26029       0.824231        41.5604        40.1619     
  1099.05        500.000                 NaN   6.98858                 NaN            NaN   7.15782        3.28770       0.826874        41.5698        40.1693     
  1097.94        500.000                 NaN   6.98172                 NaN            NaN   7.15807        3.29315       0.827003        41.5689        40.1712     
  1096.84        500.000                 NaN   6.97188                 NaN            NaN   7.15772        3.30023       0.827410        41.5693        40.1734     
  1095.74        500.000                 NaN   6.96343                 NaN            NaN   7.15759        3.30640       0.827668        41.5696        40.1753     
  1094.64        500.000                 NaN   6.95432                 NaN            NaN   7.15746        3.31301       0.827944        41.5699        40.1774     
  1093.54        500.000                 NaN   6.92530                 NaN            NaN   7.16308        3.34425       0.824153        41.5550        40.1882     
  1092.44        500.000                 NaN   6.91744                 NaN            NaN   7.16297        3.34969       0.824429        41.5557        40.1898     
  1091.34        500.000                 NaN   6.90676                 NaN            NaN   7.16309        3.35744       0.824841        41.5555        40.1923     
  1090.24        500.000                 NaN   6.91752                 NaN            NaN   7.15741        3.33985       0.828756        41.5708        40.1856     
  1089.14        500.000                 NaN   6.91790                 NaN            NaN   7.15880        3.34039       0.828567        41.5678        40.1865     
  1088.04        500.000                 NaN   6.90754                 NaN            NaN   7.15866        3.34771       0.828959        41.5683        40.1888     
  1086.94        500.000                 NaN   6.89931                 NaN            NaN   7.15871        3.35374       0.829204        41.5682        40.1908     
  1085.84        500.000                 NaN   6.89116                 NaN            NaN   7.15877        3.35972       0.829445        41.5681        40.1928     
  1084.74        500.000                 NaN   6.88311                 NaN            NaN   7.15885        3.36565       0.829682        41.5680        40.1947     
  1083.64        500.000                 NaN   6.87514                 NaN            NaN   7.15893        3.37152       0.829913        41.5678        40.1967     
  1082.54        500.000                 NaN   6.86727                 NaN            NaN   7.15903        3.37733       0.830140        41.5677        40.1986     
  1081.44        500.000                 NaN   6.85949                 NaN            NaN   7.15913        3.38308       0.830361        41.5674        40.2005     
  1080.34        500.000                 NaN   6.81680                 NaN            NaN   7.16256        3.42236       0.827920        41.5572        40.2132     
  1079.24        500.000                 NaN   6.80266                 NaN            NaN   7.16212        3.43196       0.828698        41.5583        40.2163     
  1078.14        500.000                 NaN   6.80240                 NaN            NaN   7.16281        3.43314       0.828297        41.5565        40.2168     
  1077.04        500.000                 NaN   6.79195                 NaN            NaN   7.16267        3.44047       0.828724        41.5570        40.2192     
  1075.93        500.000                 NaN   6.77377                 NaN            NaN   7.16191        3.45259       0.829786        41.5591        40.2229     
  1074.83        500.000                 NaN   6.77491                 NaN            NaN   7.16271        3.45284       0.829294        41.5570        40.2232     
  1073.73        500.000                 NaN   6.80060                 NaN            NaN   7.15925        3.42589       0.832512        41.5670        40.2148     
  1072.63        500.000                 NaN   6.75023                 NaN            NaN   7.16211        3.46976       0.830524        41.5588        40.2286     
  1071.53        500.000                 NaN   6.74278                 NaN            NaN   7.16261        3.47523       0.830735        41.5582        40.2304     
  1070.43        500.000                 NaN   6.77801                 NaN            NaN   7.15959        3.44257       0.833172        41.5663        40.2204     
  1069.33        500.000                 NaN   6.77057                 NaN            NaN   7.15971        3.44808       0.833389        41.5660        40.2222     
  1068.23        500.000                 NaN   6.79056                 NaN            NaN   7.16243        3.43733       0.831535        41.5582        40.2199     
  1067.13        500.000                 NaN   6.71284                 NaN            NaN   7.16310        3.49746       0.831604        41.5571        40.2379     
  1066.03        500.000                 NaN   6.75557                 NaN            NaN   7.16067        3.45994       0.833257        41.5645        40.2261     
  1064.93        500.000                 NaN   6.74264                 NaN            NaN   7.16037        3.46896       0.834139        41.5646        40.2293     
  1063.83        500.000                 NaN   6.76221                 NaN            NaN   7.16310        3.45855       0.832317        41.5566        40.2272     
  1062.73        500.000                 NaN   6.68548                 NaN            NaN   7.16374        3.51789       0.832336        41.5557        40.2449     
  1061.63        500.000                 NaN   6.72216                 NaN            NaN   7.16091        3.48432       0.834684        41.5633        40.2346     
  1060.53        500.000                 NaN   6.71675                 NaN            NaN   7.16102        3.48835       0.834641        41.5635        40.2357     
  1059.43        500.000                 NaN   6.70988                 NaN            NaN   7.16121        3.49350       0.834835        41.5631        40.2375     
  1058.33        500.000                 NaN   6.70321                 NaN            NaN   7.16142        3.49852       0.835018        41.5626        40.2393     
  1057.23        500.000                 NaN   6.65149                 NaN            NaN   7.16463        3.54338       0.833248        41.5536        40.2536     
  1056.13        500.000                 NaN   6.69033                 NaN            NaN   7.16191        3.50830       0.835355        41.5614        40.2427     
  1055.03        500.000                 NaN   6.68434                 NaN            NaN   7.16219        3.51293       0.835494        41.5606        40.2444     
  1053.92        500.000                 NaN   6.67693                 NaN            NaN   7.16235        3.51840       0.835750        41.5603        40.2463     
  1052.82        500.000                 NaN   6.68889                 NaN            NaN   7.16433        3.51251       0.834642        41.5541        40.2455     
  1051.72        500.000                 NaN   6.66340                 NaN            NaN   7.16281        3.52863       0.836185        41.5590        40.2500     
  1050.62        500.000                 NaN   6.65837                 NaN            NaN   7.16323        3.53281       0.836287        41.5576        40.2517     
  1049.52        500.000                 NaN   6.65197                 NaN            NaN   7.16337        3.53752       0.836406        41.5575        40.2532     
  1048.42        500.000                 NaN   6.66181                 NaN            NaN   7.16493        3.53175       0.835052        41.5552        40.2513     
  1047.32        500.000                 NaN   6.66686                 NaN            NaN   7.16666        3.53146       0.834654        41.5474        40.2530     
  1046.22        500.000                 NaN   6.66073                 NaN            NaN   7.16693        3.53623       0.834806        41.5466        40.2547     
  1045.12        500.000                 NaN   6.64404                 NaN            NaN   7.16567        3.54532       0.835629        41.5530        40.2563     
  1044.02        500.000                 NaN   6.64463                 NaN            NaN   7.16696        3.54755       0.835357        41.5472        40.2583     
  1042.92        500.000                 NaN   6.57538                 NaN            NaN   7.16794        3.60207       0.834807        41.5455        40.2743     
  1041.82        500.000                 NaN   6.56828                 NaN            NaN   7.16959        3.60774       0.834565        41.5433        40.2765     
  1040.72        500.000                 NaN   6.56267                 NaN            NaN   7.16989        3.61214       0.834680        41.5425        40.2781     
  1039.62        500.000                 NaN   6.55692                 NaN            NaN   7.17016        3.61655       0.834809        41.5419        40.2797     
  1038.52        500.000                 NaN   6.54562                 NaN            NaN   7.16978        3.62413       0.835445        41.5430        40.2820     
  1037.42        500.000                 NaN   6.52952                 NaN            NaN   7.16810        3.63409       0.836933        41.5464        40.2850     
  1036.32        500.000                 NaN   5.56402                 NaN            NaN   7.04610        4.12107       0.920592        41.9763        40.3719     
  1035.22        500.000                 NaN   6.53576                 NaN            NaN   7.17142        3.63310       0.835207        41.5389        40.2857     
  1034.12        500.000                 NaN   5.57050       0.465127E-003            NaN   7.04367        4.12193       0.919838        41.9710        40.3726     
  1033.02        500.000                 NaN   6.51866                 NaN            NaN   7.17057        3.64468       0.836467        41.5400        40.2896     
  1031.91        500.000                 NaN   6.50303                 NaN            NaN   7.16963        3.65503       0.837242        41.5424        40.2927     
  1030.81        500.000                 NaN   6.48547                 NaN            NaN   7.16917        3.66620       0.838296        41.5449        40.2959     
  1029.71        500.000                 NaN   6.53738                 NaN            NaN   7.16844        3.62665       0.839489        41.5424        40.2856     
  1028.61        500.000                 NaN   5.50947                 NaN            NaN   7.04661        4.17084       0.919676        41.9647        40.3887     
  1027.51        500.000                 NaN   6.54846                 NaN            NaN   7.16881        3.61732       0.840498        41.5409        40.2840     
  1026.41        500.000                 NaN   6.48530                 NaN            NaN   7.17274        3.67097       0.836990        41.5347        40.2993     
  1025.31        500.000                 NaN   5.56141                 NaN            NaN   7.04757        4.13116       0.919816        41.9622        40.3779     
  1024.21        500.000                 NaN   6.53049                 NaN            NaN   7.16805        3.63004       0.841878        41.5410        40.2886     
  1023.11        500.000                 NaN   6.46761                 NaN            NaN   7.17416        3.68407       0.837515        41.5328        40.3039     
  1022.01        500.000                 NaN   6.44240                 NaN            NaN   7.17170        3.70010       0.839178        41.5382        40.3084     
  1020.91        500.000                 NaN   6.46058                 NaN            NaN   7.17499        3.69085       0.837125        41.5298        40.3067     
  1019.81        500.000                 NaN   5.53919                 NaN            NaN   7.05264        4.14367       0.919655        41.9635        40.3813     
  1018.71        500.000                 NaN   6.43160                 NaN            NaN   7.17365        3.70922       0.838885        41.5346        40.3121     
  1017.61        500.000                 NaN   6.44698                 NaN            NaN   7.17633        3.70195       0.837217        41.5266        40.3110     
  1016.51        500.000                 NaN   6.42278                 NaN            NaN   7.17471        3.71670       0.839064        41.5315        40.3153     
  1015.41        500.000                 NaN   6.41931                 NaN            NaN   7.17528        3.71977       0.838811        41.5305        40.3163     
  1014.31        500.000                 NaN   6.41362                 NaN            NaN   7.17557        3.72402       0.838958        41.5300        40.3178     
  1013.21        500.000                 NaN   6.40996                 NaN            NaN   7.17612        3.72724       0.838914        41.5287        40.3191     
  1012.11        500.000                 NaN   6.40363                 NaN            NaN   7.17639        3.73193       0.839100        41.5282        40.3208     
  1011.01        500.000                 NaN   5.53277                 NaN            NaN   7.05363        4.15071       0.918801        41.9595        40.3846     
  1009.90        500.000                 NaN   5.53172       0.195041E-004            NaN   7.05752        4.15241       0.919093        41.9524        40.3869     
  1008.80        500.000                 NaN   6.39164                 NaN            NaN   7.17764        3.74194       0.839259        41.5247        40.3248     
  1007.70        500.000                 NaN   6.38301                 NaN            NaN   7.17809        3.74740       0.840006        41.5249        40.3266     
  1006.60        500.000                 NaN   6.39791                 NaN            NaN   7.18109        3.74092       0.838106        41.5161        40.3258     
  1005.50        500.000                 NaN   6.37370                 NaN            NaN   7.18083        3.75688       0.839493        41.5180        40.3311     
  1004.40        500.000                 NaN   6.39221                 NaN            NaN   7.18150        3.74638       0.837860        41.5139        40.3282     
  1003.30        500.000                 NaN   5.52473       0.249448E-004            NaN   7.05894        4.15931       0.918384        41.9483        40.3903     
  1002.20        500.000                 NaN   6.35906                 NaN            NaN   7.18029        3.76613       0.840483        41.5202        40.3338     
  1001.10        500.000                 NaN   6.35326                 NaN            NaN   7.18098        3.77179       0.840303        41.5176        40.3361     
  1000.00        500.000                 NaN   6.36992                 NaN            NaN   7.18333        3.76293       0.838824        41.5106        40.3344     
