|6.6.6
Archiving\03_Data\eq/QFM_m2/KHA22/KHA22_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5970       0.364281       0.386825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5970       0.364280       0.386825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5970       0.364280       0.386824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5970       0.364279       0.386823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5970       0.364279       0.386823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5970       0.364278       0.386822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5970       0.364278       0.386822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5970       0.364277       0.386821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5970       0.364276       0.386820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5970       0.364276       0.386820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5970       0.364275       0.386819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5970       0.364275       0.386819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5970       0.364274       0.386818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5970       0.364273       0.386817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5970       0.364273       0.386817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5970       0.364272       0.386816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5970       0.364272       0.386815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5970       0.364271       0.386815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5970       0.364270       0.386814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5970       0.364270       0.386813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.4979       0.364267       0.363897E-001  0.101473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.6175       0.364249       0.159406E-001   1.00234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        97.8905       0.364234                 NaN   1.74528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        97.6323       0.364235                 NaN   2.00345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        97.3742       0.364235                 NaN   2.26161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        96.9647       0.364235                 NaN   2.67104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        96.5553       0.364236                 NaN   3.08047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        96.1459       0.364237                 NaN   3.48991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        95.7364       0.364237                 NaN   3.89934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        95.1933       0.364239                 NaN   4.44246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        94.6502       0.364240                 NaN   4.98557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        93.6539       0.242386                 NaN   5.87862       0.225068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        92.1858                 NaN            NaN   7.14147       0.672760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        91.5480                 NaN            NaN   7.77928       0.672763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        90.9101                 NaN            NaN   8.41710       0.672765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        90.2558                 NaN            NaN   9.07088       0.672769       0.542126E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        89.6025                 NaN            NaN   9.71187       0.672772       0.128856E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        88.9444                 NaN            NaN   10.3517       0.672775       0.310990E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        88.2864                 NaN            NaN   10.9915       0.672778       0.493126E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        87.6283                 NaN            NaN   11.6314       0.672781       0.675263E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        86.9702                 NaN            NaN   12.2712       0.672784       0.857402E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        86.3312                 NaN            NaN   12.8931       0.672787       0.102866                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        85.6922                 NaN            NaN   13.5150       0.672790       0.119992                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        85.0532                 NaN            NaN   14.1369       0.672794       0.137118                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        84.4142                 NaN            NaN   14.7588       0.672797       0.154245                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        83.7752                 NaN            NaN   15.3807       0.672800       0.171371                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        83.1361                 NaN            NaN   16.0026       0.672803       0.188498                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        82.4971                 NaN            NaN   16.6245       0.672807       0.205625                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        81.8581                 NaN            NaN   17.2464       0.672810       0.222752                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        81.2533                 NaN            NaN   17.8354       0.672814       0.238514                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        80.6486                 NaN            NaN   18.4243       0.672817       0.254276                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        80.0438                 NaN            NaN   19.0133       0.672821       0.270038                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        79.4390                 NaN            NaN   19.6023       0.672824       0.285801                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        78.8343                 NaN            NaN   20.1913       0.672828       0.301564                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        78.2295                 NaN            NaN   20.7803       0.672831       0.317326                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        77.6247                 NaN            NaN   21.3693       0.672835       0.333089                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        77.0199                 NaN            NaN   21.9584       0.672838       0.348852                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        76.4471                 NaN            NaN   22.5167       0.672842       0.363320                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        75.8743                 NaN            NaN   23.0751       0.672846       0.377787                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        75.3015                 NaN            NaN   23.6334       0.672849       0.392255                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        74.7286                 NaN            NaN   24.1918       0.672853       0.406723                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        74.1558                 NaN            NaN   24.7502       0.672857       0.421191                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        73.5829                 NaN            NaN   25.3085       0.672860       0.435659                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        73.0101                 NaN            NaN   25.8669       0.672864       0.450128                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        72.4372                 NaN            NaN   26.4253       0.672868       0.464596                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        71.8949                 NaN            NaN   26.9542       0.672872       0.478024                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        71.3525                 NaN            NaN   27.4832       0.672875       0.491452                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        70.8102                 NaN            NaN   28.0121       0.672879       0.504880                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        70.2678                 NaN            NaN   28.5410       0.672883       0.518309                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        69.7254                 NaN            NaN   29.0700       0.672887       0.531737                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        69.1830                 NaN            NaN   29.5989       0.672891       0.545166                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        68.6407                 NaN            NaN   30.1278       0.672894       0.558595                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        68.0983                 NaN            NaN   30.6568       0.672898       0.572023                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        67.5827                 NaN            NaN   31.1600       0.672902       0.584393                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        67.0671                 NaN            NaN   31.6633       0.672906       0.596763                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        66.5514                 NaN            NaN   32.1665       0.672910       0.609133                 NaN            NaN            NaN            NaN            NaN            NaN
