|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1238.61        500.000        97.2068                 NaN            NaN  0.918764                 NaN            NaN  0.351919        1.45292       0.696199E-001            NaN
  1237.10        500.000        97.3018       0.266662E-004            NaN  0.888841                 NaN            NaN  0.339792        1.40354       0.659744E-001            NaN
  1235.59        500.000        97.3832       0.251623E-004            NaN  0.865181                 NaN            NaN  0.329284        1.35981       0.625214E-001            NaN
  1234.08        500.000        97.4697                 NaN            NaN  0.837354                 NaN            NaN  0.316322        1.31651       0.601543E-001            NaN
  1232.57        500.000        97.5453                 NaN            NaN  0.815635                 NaN            NaN  0.308100        1.27478       0.561720E-001            NaN
  1231.06        500.000        97.6225                 NaN            NaN  0.790802                 NaN            NaN  0.297053        1.23593       0.537359E-001            NaN
  1229.55        500.000        97.6979                 NaN            NaN  0.766457                 NaN            NaN  0.286821        1.19766       0.511554E-001            NaN
  1228.04        500.000        97.7719                 NaN            NaN  0.741478                 NaN            NaN  0.275480        1.16190       0.492802E-001            NaN
  1226.53        500.000        97.8308                 NaN            NaN  0.725216                 NaN            NaN  0.268760        1.12896       0.462672E-001            NaN
  1225.02        500.000        97.8938       0.525646E-005            NaN  0.704753                 NaN            NaN  0.259547        1.09763       0.442591E-001            NaN
  1223.51        500.000        97.9598                 NaN            NaN  0.682686                 NaN            NaN  0.250759        1.06479       0.420163E-001            NaN
  1222.00        500.000        98.0190                 NaN            NaN  0.663428                 NaN            NaN  0.242566        1.03493       0.400802E-001            NaN
  1220.49        500.000        98.0784                 NaN            NaN  0.643434                 NaN            NaN  0.234190        1.00566       0.382743E-001            NaN
  1218.98        500.000        98.2256                 NaN            NaN  0.194349                 NaN            NaN  0.217825        1.27767       0.845689E-001            NaN
  1217.47        500.000        97.8073                 NaN            NaN   1.01216                 NaN            NaN  0.232245       0.937050       0.112628E-001            NaN
  1215.96        500.000        43.3388       0.144109                 NaN   10.2029                 NaN            NaN   5.08856        21.6664       0.421564        19.1377     
  1214.44        500.000        99.5133       0.496783E-001            NaN            NaN            NaN            NaN  0.344379E-002  0.981078E-003            NaN  0.432644     
  1212.93        500.000        93.5194       0.124905                 NaN  0.765185                 NaN            NaN  0.616302        2.61403       0.503324E-001   2.30986     
  1211.42        500.000        99.3965       0.333856E-005            NaN  0.114450       0.274594                 NaN  0.856148E-001            NaN            NaN  0.128805     
  1209.91        500.000        97.6357       0.397023E-001            NaN  0.200354                 NaN            NaN  0.155160        1.07046       0.221409E-001  0.876494     
  1208.40        500.000        99.6997                 NaN            NaN  0.596277E-001  0.119999                 NaN  0.298186E-001            NaN  0.206078E-002  0.887604E-001
  1206.89        500.000        99.1426       0.282579E-001            NaN  0.198234E-001            NaN            NaN  0.619756E-001  0.424613       0.778684E-002  0.314899     
  1205.38        500.000        99.2584                 NaN            NaN  0.196662                 NaN            NaN  0.888343E-001  0.182508       0.347453E-002  0.270165     
  1203.87        500.000        99.5448                 NaN            NaN  0.112157                 NaN            NaN            NaN  0.228242       0.523458E-002  0.109543     
  1202.36        500.000        99.7365       0.150664E-005            NaN  0.426207E-001            NaN            NaN  0.237847E-001  0.103816       0.156277E-002  0.917182E-001
  1200.85        500.000        99.9885                 NaN            NaN  0.146425E-003  0.221629E-002            NaN  0.824961E-003  0.470182E-002  0.954720E-004  0.348606E-002
  1199.34        500.000        99.9915                 NaN            NaN            NaN            NaN            NaN  0.417077E-003  0.407428E-002  0.188263E-003  0.384873E-002
  1197.83        500.000        78.4665                 NaN            NaN   2.74772       0.472324                 NaN   1.75218        8.07632       0.144085        8.34090     
  1196.32        500.000        90.2925                 NaN            NaN  0.569599       0.874268       0.205499E-005  0.794841        3.71734       0.582828E-001   3.69313     
  1194.81        500.000        89.1877                 NaN            NaN   1.24382       0.390022                 NaN  0.901818        4.09157       0.546324E-001   4.13039     
  1193.30        500.000        87.6574                 NaN            NaN   1.79740                 NaN            NaN  0.987104        4.73062       0.713419E-001   4.75610     
  1191.79        500.000        84.6284                 NaN            NaN   2.01135                 NaN            NaN   1.18578        6.05969       0.995100E-001   6.01529     
  1190.28        500.000        66.1836                 NaN            NaN   1.87560        2.34932                 NaN   2.55172        13.6156       0.198334        13.2258     
  1188.77        500.000                 NaN            NaN            NaN   11.6783                 NaN            NaN   7.35360        40.8883       0.577761        39.5021     
  1187.26        500.000                 NaN            NaN            NaN   11.6858                 NaN            NaN   7.35772        40.8759       0.576453        39.5042     
  1185.75        500.000                 NaN            NaN            NaN   11.6792                 NaN            NaN   7.35505        40.8844       0.578470        39.5029     
  1184.24        500.000                 NaN            NaN            NaN   11.6847                 NaN            NaN   7.35871        40.8766       0.576225        39.5038     
  1182.73        500.000                 NaN            NaN            NaN   11.6869                 NaN            NaN   7.36118        40.8726       0.575250        39.5041     
  1181.22        500.000                 NaN            NaN            NaN   11.6891                 NaN            NaN   7.36332        40.8690       0.574249        39.5044     
  1179.71        500.000                 NaN            NaN            NaN   9.42638        2.26566                 NaN   7.36736        40.8628       0.573063        39.5047     
  1178.20        500.000                 NaN            NaN            NaN   10.3071        1.38882                 NaN   7.37094        40.8564       0.571458        39.5053     
  1176.69        500.000                 NaN            NaN            NaN   11.7001                 NaN            NaN   7.37475        40.8496       0.569724        39.5058     
  1175.18        500.000                 NaN            NaN            NaN   11.7026                 NaN            NaN   7.37752        40.8450       0.568670        39.5062     
  1173.67        500.000                 NaN            NaN            NaN   11.6977                 NaN            NaN   7.37663        40.8501       0.570342        39.5053     
  1172.16        500.000                 NaN            NaN            NaN   4.45495        3.29267        3.90604        7.34681        40.9159       0.584950        39.4987     
  1170.65        500.000                 NaN            NaN            NaN   10.9292       0.777769                 NaN   7.38384        40.8359       0.566468        39.5068     
  1169.14        500.000                 NaN            NaN            NaN   4.52998        3.45642        3.67119        7.34762        40.9104       0.584317        39.5001     
  1167.63        500.000                 NaN            NaN            NaN   11.7115                 NaN            NaN   7.39038        40.8259       0.564828        39.5074     
  1166.12        500.000                 NaN            NaN            NaN   11.7118                 NaN            NaN   7.39097        40.8257       0.564204        39.5073     
  1164.61        500.000                 NaN            NaN            NaN   5.04808        4.04939        2.55795        7.35218        40.9089       0.584043        39.4995     
  1163.10        500.000                 NaN            NaN            NaN   1.40628        10.3110                 NaN   7.39525        40.8171       0.562091        39.5083     
  1161.59        500.000                 NaN            NaN            NaN  0.610563        1.20992        9.87775        7.38554        40.8421       0.568858        39.5053     
  1160.08        500.000                 NaN            NaN            NaN  0.489332        1.09455        10.1176        7.38870        40.8365       0.567571        39.5058     
  1158.57        500.000                 NaN            NaN            NaN   1.02601        1.86559        8.80624        7.38655        40.8418       0.568604        39.5052     
  1157.06        500.000                 NaN            NaN            NaN   10.0370        1.68694                 NaN   7.40344        40.8043       0.558938        39.5094     
  1155.55        500.000                 NaN            NaN            NaN   11.7293                 NaN            NaN   7.40828        40.7957       0.556798        39.5099     
  1154.04        500.000                 NaN            NaN            NaN   3.24691        8.46592                 NaN   7.40646        40.8104       0.562806        39.5075     
  1152.53        500.000                 NaN            NaN            NaN   2.64597        9.07541                 NaN   7.40759        40.8032       0.559289        39.5085     
  1151.02        500.000                 NaN            NaN            NaN   7.75787        3.93768                 NaN   7.38767        40.8434       0.568381        39.5050     
  1149.51        500.000                 NaN            NaN            NaN   7.87311        3.83287                 NaN   7.39382        40.8279       0.565406        39.5068     
  1148.00        500.000                 NaN            NaN            NaN   7.02714        4.66757                 NaN   7.38757        40.8436       0.568836        39.5053     
  1146.49        500.000                 NaN            NaN            NaN   11.7366                 NaN            NaN   7.42016        40.7790       0.553223        39.5110     
  1144.98        500.000                 NaN            NaN            NaN   6.45606        5.23830                 NaN   7.38856        40.8435       0.568437        39.5052     
  1143.47        500.000                 NaN            NaN            NaN   6.25890        5.44932                 NaN   7.39855        40.8222       0.563681        39.5074     
  1141.96        500.000                 NaN            NaN            NaN   5.98352        5.72152                 NaN   7.39757        40.8261       0.564438        39.5069     
  1140.45        500.000                 NaN            NaN            NaN   5.88304        5.79123                 NaN   7.37369        40.8747       0.575205        39.5022     
  1138.94        500.000                 NaN            NaN            NaN   5.81011        5.86578                 NaN   7.37717        40.8704       0.574259        39.5023     
  1137.43        500.000                 NaN            NaN            NaN   5.69256        5.98691                 NaN   7.38228        40.8631       0.572669        39.5025     
  1135.92        500.000                 NaN            NaN            NaN   5.58152        6.10038                 NaN   7.38459        40.8597       0.570913        39.5029     
  1134.41        500.000                 NaN            NaN            NaN  0.972210        10.7871                 NaN   7.44285        40.7404       0.543453        39.5141     
  1132.90        500.000                 NaN            NaN            NaN   5.19317        6.51176                 NaN   7.40355        40.8225       0.562636        39.5064     
  1131.39        500.000                 NaN            NaN            NaN   4.28252        7.40630                 NaN   7.41688        40.8218       0.567647        39.5048     
  1129.88        500.000                 NaN            NaN            NaN  0.512839        11.2611                 NaN   7.45473        40.7175       0.537542        39.5163     
  1128.36        500.000                 NaN            NaN            NaN   5.32847        6.35925                 NaN   7.39307        40.8469       0.568781        39.5035     
  1126.85        500.000                 NaN            NaN            NaN   11.7616                 NaN            NaN   7.44923        40.7326       0.542129        39.5145     
  1125.34        500.000                 NaN            NaN            NaN   11.7703                 NaN            NaN   7.45512        40.7201       0.538611        39.5159     
  1123.83        500.000                 NaN  0.866620E-002            NaN   5.08111        6.60356                 NaN   7.40028        40.8341       0.565225        39.5070     
  1122.32        500.000                 NaN            NaN            NaN   11.7717                 NaN            NaN   7.45795        40.7158       0.538033        39.5165     
  1120.81        500.000                 NaN            NaN            NaN   11.7732                 NaN            NaN   7.46034        40.7130       0.537160        39.5163     
  1119.30        500.000                 NaN            NaN            NaN   1.97519        9.79091                 NaN   7.45866        40.7173       0.539326        39.5186     
  1117.79        500.000                 NaN  0.104186                 NaN   5.04577        6.49600                 NaN   7.39276        40.8570       0.572231        39.5320     
  1116.28        500.000                 NaN            NaN            NaN   1.72192        10.0527       0.768146E-005   7.46611        40.7043       0.535636        39.5193     
  1114.77        500.000                 NaN            NaN            NaN   1.62419        10.1548       0.305257E-005   7.46963        40.6974       0.534191        39.5199     
  1113.26        500.000                 NaN            NaN            NaN   7.81081        3.97788                 NaN   7.47895        40.6826       0.530981        39.5187     
  1111.75        500.000                 NaN            NaN            NaN   11.7966                 NaN            NaN   7.47927        40.6774       0.527069        39.5197     
  1110.24        500.000                 NaN            NaN            NaN   11.8112                 NaN            NaN   7.49014        40.6552       0.521716        39.5218     
  1108.73        500.000                 NaN            NaN            NaN   10.5432        1.25994                 NaN   7.48877        40.6641       0.523512        39.5205     
  1107.22        500.000                 NaN            NaN            NaN   10.9041       0.904513                 NaN   7.49213        40.6554       0.522169        39.5217     
  1105.71        500.000                 NaN            NaN            NaN   9.64787        2.16714                 NaN   7.49483        40.6473       0.520037        39.5228     
  1104.20        500.000                 NaN            NaN            NaN   11.8190       0.569038E-005            NaN   7.49934        40.6409       0.517958        39.5228     
  1102.69        500.000                 NaN            NaN            NaN   6.32570        5.49232                 NaN   7.49834        40.6418       0.518552        39.5232     
  1101.18        500.000                 NaN            NaN            NaN   4.75072        7.07186                 NaN   7.49864        40.6368       0.517951        39.5240     
  1099.67        500.000                 NaN   1.03015                 NaN   10.2702                 NaN            NaN   7.37182        40.9292       0.603017        39.7956     
  1098.16        500.000                 NaN   1.29670                 NaN   9.87933                 NaN            NaN   7.34279        40.9921       0.621338        39.8677     
  1096.65        500.000                 NaN   1.45523                 NaN   9.64195       0.929667E-004            NaN   7.32352        41.0348       0.634157        39.9102     
  1095.14        500.000                 NaN            NaN            NaN   2.17222        9.66233                 NaN   7.51311        40.6146       0.511796        39.5259     
  1093.63        500.000                 NaN            NaN            NaN   1.72633        10.1127                 NaN   7.51691        40.6076       0.509925        39.5265     
  1092.12        500.000                 NaN            NaN            NaN   1.24152        10.6026                 NaN   7.52107        40.5999       0.507810        39.5271     
  1090.61        500.000                 NaN   1.85315                 NaN   9.05633       0.474589E-004            NaN   7.28183        41.1275       0.662467        40.0187     
  1089.10        500.000                 NaN   1.60865                 NaN   9.43425                 NaN            NaN   7.31934        41.0445       0.638420        39.9548     
  1087.59        500.000                 NaN   1.74718                 NaN   9.22555                 NaN            NaN   7.30160        41.0835       0.650199        39.9919     
  1086.08        500.000                 NaN   1.81752                 NaN   9.12161                 NaN            NaN   7.29368        41.1004       0.655539        40.0112     
  1084.57        500.000                 NaN   2.07067                 NaN   8.73278                 NaN            NaN   7.25751        41.1816       0.679463        40.0780     
  1083.06        500.000                 NaN   1.98527                 NaN   8.86899                 NaN            NaN   7.27278        41.1468       0.669782        40.0564     
  1081.55        500.000                 NaN   2.05004                 NaN   8.77182                 NaN            NaN   7.26505        41.1640       0.675128        40.0739     
  1080.04        500.000                 NaN   2.10699                 NaN   8.68634                 NaN            NaN   7.25807        41.1793       0.679851        40.0894     
  1078.53        500.000                 NaN   2.14595                 NaN   8.62849                 NaN            NaN   7.25403        41.1887       0.682831        40.1000     
  1077.02        500.000                 NaN   2.20046                 NaN   8.54685                 NaN            NaN   7.24761        41.2028       0.687349        40.1150     
  1075.51        500.000                 NaN   2.32806                 NaN   8.35112                 NaN            NaN   7.22682        41.2450       0.700136        40.1488     
  1074.00        500.000                 NaN   2.33052                 NaN   8.35000                 NaN            NaN   7.22976        41.2409       0.698762        40.1500     
  1072.49        500.000                 NaN   2.63173                 NaN   7.85694                 NaN            NaN   7.17522        41.3747       0.735941        40.2255     
  1070.98        500.000                 NaN   2.34893                 NaN   8.32646                 NaN            NaN   7.23164        41.2382       0.698874        40.1559     
  1069.47        500.000                 NaN   2.38201                 NaN   8.27745                 NaN            NaN   7.22813        41.2459       0.701418        40.1651     
  1067.96        500.000                 NaN   2.44790                 NaN   8.17674                 NaN            NaN   7.21915        41.2661       0.707479        40.1826     
  1066.45        500.000                 NaN   2.47600                 NaN   8.13495                 NaN            NaN   7.21624        41.2726       0.709679        40.1905     
  1064.94        500.000                 NaN   2.50216                 NaN   8.09653                 NaN            NaN   7.21376        41.2781       0.711588        40.1979     
  1063.43        500.000                 NaN   2.52669                 NaN   8.06056                 NaN            NaN   7.21149        41.2831       0.713359        40.2048     
  1061.92        500.000                 NaN   2.55075                 NaN   8.02531                 NaN            NaN   7.20928        41.2880       0.715093        40.2116     
  1060.41        500.000                 NaN   2.57407                 NaN   7.99119                 NaN            NaN   7.20719        41.2926       0.716749        40.2182     
  1058.90        500.000                 NaN   2.59654                 NaN   7.95840                 NaN            NaN   7.20522        41.2970       0.718328        40.2245     
  1057.39        500.000                 NaN   2.61842                 NaN   7.92647                 NaN            NaN   7.20329        41.3012       0.719867        40.2308     
  1055.88        500.000                 NaN   2.63968                 NaN   7.89548                 NaN            NaN   7.20144        41.3052       0.721353        40.2368     
  1054.37        500.000                 NaN   2.66035                 NaN   7.86538                 NaN            NaN   7.19966        41.3091       0.722790        40.2427     
  1052.86        500.000                 NaN   2.68342                 NaN   7.83150                 NaN            NaN   7.19755        41.3136       0.724519        40.2494     
  1051.35        500.000                 NaN   2.70125                 NaN   7.80600                 NaN            NaN   7.19624        41.3163       0.725613        40.2546     
  1049.84        500.000                 NaN   2.80236                 NaN   7.59846                 NaN            NaN   7.15418        41.4219       0.750918        40.2721     
  1048.33        500.000                 NaN   2.73843                 NaN   7.75164                 NaN            NaN   7.19303        41.3236       0.728220        40.2651     
  1046.82        500.000                 NaN   2.74372                 NaN   7.74502                 NaN            NaN   7.19246        41.3237       0.728369        40.2667     
  1045.31        500.000                 NaN   2.77411                 NaN   7.70012                 NaN            NaN   7.19027        41.3295       0.730591        40.2754     
  1043.80        500.000                 NaN   2.82883                 NaN   7.55807                 NaN            NaN   7.15092        41.4295       0.753331        40.2794     
  1042.28        500.000                 NaN   2.83461                 NaN   7.54923                 NaN            NaN   7.15019        41.4311       0.753867        40.2810     
  1040.77        500.000                 NaN   2.84009                 NaN   7.54084                 NaN            NaN   7.14950        41.4327       0.754380        40.2825     
  1039.26        500.000                 NaN   2.84525                 NaN   7.53296                 NaN            NaN   7.14889        41.4342       0.754845        40.2839     
  1037.75        500.000                 NaN   2.85732                 NaN   7.58043                 NaN            NaN   7.18436        41.3421       0.735968        40.2998     
  1036.24        500.000                 NaN   2.87430                 NaN   7.55579                 NaN            NaN   7.18285        41.3451       0.737199        40.3048     
  1034.73        500.000                 NaN   2.88794                 NaN   7.53607                 NaN            NaN   7.18192        41.3474       0.738059        40.3087     
  1033.22        500.000                 NaN   2.90339                 NaN   7.51394                 NaN            NaN   7.18088        41.3496       0.739006        40.3132     
  1031.71        500.000                 NaN   2.91804                 NaN   7.49256                 NaN            NaN   7.17959        41.3522       0.740105        40.3175     
  1030.20        500.000                 NaN   2.93225                 NaN   7.47265                 NaN            NaN   7.17876        41.3537       0.740916        40.3217     
  1028.69        500.000                 NaN   2.94472                 NaN   7.45509                 NaN            NaN   7.17822        41.3549       0.741582        40.3255     
  1027.18        500.000                 NaN   3.18072                 NaN   7.08612                 NaN            NaN   7.14793        41.4307       0.764903        40.3896     
  1025.67        500.000                 NaN   2.97134                 NaN   7.41889                 NaN            NaN   7.17756        41.3557       0.742680        40.3338     
  1024.16        500.000                 NaN   2.97963                 NaN   7.40708                 NaN            NaN   7.17725        41.3567       0.743104        40.3363     
  1022.65        500.000                 NaN   2.99066                 NaN   7.39168                 NaN            NaN   7.17657        41.3576       0.743809        40.3397     
  1021.14        500.000                 NaN   3.00161                 NaN   7.37675                 NaN            NaN   7.17629        41.3580       0.744285        40.3431     
  1019.63        500.000                 NaN   3.01255                 NaN   7.36177                 NaN            NaN   7.17599        41.3584       0.744788        40.3465     
  1018.12        500.000                 NaN   3.02389                 NaN   7.34601                 NaN            NaN   7.17562        41.3589       0.745489        40.3500     
  1016.61        500.000                 NaN   3.03132                 NaN   7.33583                 NaN            NaN   7.17630        41.3587       0.745432        40.3524     
  1015.10        500.000                 NaN   3.04423                 NaN   7.31857                 NaN            NaN   7.17514        41.3594       0.746227        40.3564     
  1013.59        500.000                 NaN   3.05439                 NaN   7.30489                 NaN            NaN   7.17484        41.3595       0.746713        40.3597     
  1012.08        500.000                 NaN   3.06576                 NaN   7.28893                 NaN            NaN   7.17405        41.3606       0.747487        40.3632     
  1010.57        500.000                 NaN   3.07256                 NaN   7.28002                 NaN            NaN   7.17499        41.3601       0.747146        40.3652     
  1009.06        500.000                 NaN   3.08281                 NaN   7.26595                 NaN            NaN   7.17421        41.3607       0.747857        40.3684     
  1007.55        500.000                 NaN   3.08968                 NaN   7.25848                 NaN            NaN   7.17459        41.3585       0.747749        40.3710     
  1006.04        500.000                 NaN   3.10541                 NaN   7.23518                 NaN            NaN   7.17361        41.3610       0.749029        40.3757     
  1004.53        500.000                 NaN   3.11509                 NaN   7.22173                 NaN            NaN   7.17356        41.3614       0.749465        40.3788     
  1003.02        500.000                 NaN   3.12463                 NaN   7.20938                 NaN            NaN   7.17335        41.3610       0.749772        40.3818     
  1001.51        500.000                 NaN   3.13405                 NaN   7.19664                 NaN            NaN   7.17322        41.3611       0.750159        40.3848     
  1000.00        500.000                 NaN   3.14346                 NaN   7.18399                 NaN            NaN   7.17310        41.3611       0.750544        40.3879     
