|6.6.6
Archiving\03_Data\Deq/QFM_m4/T13/T13_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.9764       0.235640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9764       0.235640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9764       0.235639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9764       0.235639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9764       0.235639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9764       0.235639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9764       0.235639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9764       0.235638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9764       0.235638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9764       0.235638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9764       0.235638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9764       0.235638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9764       0.235637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.9764       0.235637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.9764       0.235637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.9764       0.235637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2542       0.221074E-001  0.723696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.3539       0.201709E-001   1.62593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        97.4536       0.182344E-001   2.52817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.5533       0.162979E-001   3.43039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        95.6530       0.143614E-001   4.33262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        94.7527       0.124249E-001   5.23484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        93.8525       0.104884E-001   6.13706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        92.9522       0.855190E-002   7.03927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        92.0519       0.661543E-002   7.94148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        91.2149       0.469627E-002   8.78045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        90.3778       0.277711E-002   9.61942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        89.5396       0.765190E-003   10.4597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        88.7488                 NaN   11.2512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        87.9902                 NaN   12.0098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        87.2315                 NaN   12.7685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        86.4727                 NaN   13.5273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        85.7140                 NaN   14.2860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        84.9532                 NaN   15.0449       0.187278E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        84.2046                 NaN   15.7769       0.185494E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        83.4564                 NaN   16.5086       0.350289E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        82.7081                 NaN   17.2404       0.515084E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        81.9756                 NaN   17.9569       0.674623E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        81.2430                 NaN   18.6735       0.834162E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        80.5105                 NaN   19.3901       0.993702E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        79.7779                 NaN   20.1067       0.115324                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        79.0814                 NaN   20.7883       0.130307                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        78.3849                 NaN   21.4698       0.145290                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        77.6884                 NaN   22.1514       0.160273                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        76.9918                 NaN   22.8329       0.175256                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        76.2953                 NaN   23.5145       0.190239                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        75.5988                 NaN   24.1960       0.205222                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        74.9022                 NaN   24.8776       0.220205                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        74.2057                 NaN   25.5591       0.235189                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        73.5453                 NaN   26.2057       0.249029                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        72.8849                 NaN   26.8523       0.262869                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        72.2245                 NaN   27.4988       0.276709                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        71.5640                 NaN   28.1454       0.290549                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        70.9036                 NaN   28.7920       0.304390                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        70.2432                 NaN   29.4386       0.318230                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        69.5828                 NaN   30.0852       0.332070                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        68.9223                 NaN   30.7317       0.345911                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        68.2931                 NaN   31.3482       0.358676                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        67.6639                 NaN   31.9647       0.371441                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        67.0347                 NaN   32.5811       0.384206                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        66.4055                 NaN   33.1976       0.396971                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        65.7762                 NaN   33.8140       0.409736                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        65.1470                 NaN   34.4305       0.422502                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        64.5177                 NaN   35.0470       0.435267                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        63.8885                 NaN   35.6635       0.448033                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        63.2909                 NaN   36.2493       0.459797                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        62.6933                 NaN   36.8351       0.471562                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        62.0957                 NaN   37.4210       0.483327                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        61.4981                 NaN   38.0068       0.495092                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        60.9005                 NaN   38.5927       0.506857                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        60.3029                 NaN   39.1785       0.518621                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        59.7052                 NaN   39.7644       0.530387                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        59.1076                 NaN   40.3502       0.542152                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        58.5409                 NaN   40.9059       0.553253                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        57.9741                 NaN   41.4615       0.564355                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        57.4074                 NaN   42.0171       0.575457                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        56.8406                 NaN   42.5728       0.586559                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        56.2739                 NaN   43.1284       0.597661                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        55.7071                 NaN   43.6841       0.608763                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        55.1404                 NaN   44.2398       0.619865                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        54.5736                 NaN   44.7954       0.630967                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        54.0422                 NaN   45.3165       0.641239                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        53.5108                 NaN   45.8376       0.651510                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        52.9795                 NaN   46.3588       0.661782                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        52.4481                 NaN   46.8799       0.672053                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        51.9167                 NaN   47.4010       0.682325                 NaN            NaN            NaN            NaN            NaN            NaN
