|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1218.62        2500.00                 NaN            NaN            NaN   2.03257        2.88277        10.5769                 NaN   8.43814        43.5369        1.06747        31.4653     
  1217.47        2500.00                 NaN            NaN            NaN   2.05061        2.96131        10.4815                 NaN   8.44096        43.5334        1.06682        31.4654     
  1216.31        2500.00                 NaN            NaN            NaN   2.04228        3.02721        10.4252                 NaN   8.44375        43.5298        1.06614        31.4656     
  1215.15        2500.00                 NaN            NaN            NaN   2.08771        3.11652        10.2915                 NaN   8.44645        43.5266        1.06555        31.4657     
  1214.00        2500.00                 NaN            NaN            NaN   2.10670        3.19318        10.1970                 NaN   8.44912        43.5232        1.06492        31.4659     
  1212.84        2500.00                 NaN            NaN            NaN   2.12614        3.26926        10.1027                 NaN   8.45175        43.5199        1.06430        31.4660     
  1211.68        2500.00                 NaN            NaN            NaN   2.14586        3.34471        10.0086                 NaN   8.45434        43.5166        1.06368        31.4662     
  1210.53        2500.00                 NaN            NaN            NaN   2.16604        3.41959        9.91472                 NaN   8.45688        43.5134        1.06307        31.4663     
  1209.37        2500.00                 NaN            NaN            NaN   2.18642        3.49383        9.82125                 NaN   8.45939        43.5102        1.06247        31.4665     
  1208.21        2500.00                 NaN            NaN            NaN   2.20713        3.56745        9.72805                 NaN   8.46185        43.5070        1.06187        31.4666     
  1207.06        2500.00                 NaN            NaN            NaN   2.22820        3.64052        9.63504                 NaN   8.46426        43.5039        1.06128        31.4668     
  1205.90        2500.00                 NaN            NaN            NaN   2.24951        3.71295        9.54242                 NaN   8.46664        43.5008        1.06070        31.4670     
  1204.74        2500.00                 NaN            NaN            NaN   2.27105        3.78476        9.45019                 NaN   8.46898        43.4978        1.06012        31.4671     
  1203.59        2500.00                 NaN            NaN            NaN   2.29299        3.85602        9.35810                 NaN   8.47127        43.4948        1.05954        31.4673     
  1202.43        2500.00                 NaN            NaN            NaN   2.31506        3.92663        9.26653                 NaN   8.47353        43.4918        1.05898        31.4674     
  1201.27        2500.00                 NaN            NaN            NaN   2.33752        3.99670        9.17510                 NaN   8.47575        43.4889        1.05841        31.4676     
  1200.12        2500.00                 NaN            NaN            NaN   2.36016        4.06615        9.08411                 NaN   8.47793        43.4860        1.05786        31.4678     
  1198.96        2500.00                 NaN            NaN            NaN   2.38303        4.13502        8.99346                 NaN   8.48007        43.4832        1.05731        31.4679     
  1197.80        2500.00                 NaN            NaN            NaN   2.40613        4.20329        8.90317                 NaN   8.48218        43.4804        1.05677        31.4681     
  1196.65        2500.00                 NaN            NaN            NaN   2.42942        4.27098        8.81327                 NaN   8.48425        43.4776        1.05623        31.4682     
  1195.49        2500.00                 NaN            NaN            NaN   2.45298        4.33805        8.72371                 NaN   8.48628        43.4749        1.05569        31.4684     
  1194.33        2500.00                 NaN            NaN            NaN   2.44623        4.39696        8.67281                 NaN   8.48836        43.4719        1.05511        31.4686     
  1193.18        2500.00                 NaN            NaN            NaN   2.50070        4.47058        8.54559                 NaN   8.49024        43.4695        1.05465        31.4687     
  1192.02        2500.00                 NaN            NaN            NaN   2.52478        4.53594        8.45721                 NaN   8.49217        43.4669        1.05413        31.4689     
  1190.86        2500.00                 NaN            NaN            NaN   1.19238        14.3534                 NaN            NaN   8.49303        43.4391        1.04801        31.4741     
  1189.71        2500.00                 NaN            NaN            NaN   1.29130        14.2559                 NaN            NaN   8.49598        43.4352        1.04724        31.4743     
  1188.55        2500.00                 NaN            NaN            NaN   1.39395        14.1548                 NaN            NaN   8.49890        43.4314        1.04648        31.4745     
  1187.39        2500.00                 NaN            NaN            NaN   1.49794        14.0522                 NaN            NaN   8.50177        43.4276        1.04572        31.4747     
  1186.24        2500.00                 NaN            NaN            NaN   2.64801        4.85437        8.02074                 NaN   8.50131        43.4542        1.05163        31.4697     
  1185.08        2500.00                 NaN            NaN            NaN   1.70250        13.8506                 NaN            NaN   8.50735        43.4202        1.04425        31.4751     
  1183.92        2500.00                 NaN            NaN            NaN   1.80031        13.7542                 NaN            NaN   8.51005        43.4166        1.04352        31.4753     
  1182.77        2500.00                 NaN            NaN            NaN   1.89368        13.6623                 NaN            NaN   8.51269        43.4130        1.04279        31.4755     
  1181.61        2500.00                 NaN            NaN            NaN   1.97112        13.5863                 NaN            NaN   8.51526        43.4095        1.04207        31.4757     
  1180.45        2500.00                 NaN            NaN            NaN   1.96550        13.5939                 NaN            NaN   8.51765        43.4056        1.04128        31.4761     
  1179.29        2500.00                 NaN            NaN            NaN   2.26672        13.2930                 NaN            NaN   8.52046        43.4030        1.04076        31.4760     
  1178.14        2500.00                 NaN            NaN            NaN   2.30679        13.2546                 NaN            NaN   8.52283        43.3994        1.04002        31.4763     
  1176.98        2500.00                 NaN            NaN            NaN   2.34599        13.2171                 NaN            NaN   8.52519        43.3958        1.03929        31.4766     
  1175.82        2500.00                 NaN            NaN            NaN   2.38455        13.1802                 NaN            NaN   8.52754        43.3923        1.03855        31.4768     
  1174.67        2500.00                 NaN            NaN            NaN   2.42223        13.1442                 NaN            NaN   8.52986        43.3888        1.03781        31.4771     
  1173.51        2500.00                 NaN            NaN            NaN   2.45916        13.1090                 NaN            NaN   8.53217        43.3852        1.03708        31.4774     
  1172.35        2500.00                 NaN            NaN            NaN   2.49526        13.0746                 NaN            NaN   8.53446        43.3817        1.03634        31.4776     
  1171.20        2500.00                 NaN            NaN            NaN   2.05071        13.5127                 NaN            NaN   8.53208        43.3891        1.03883        31.4765     
  1170.04        2500.00                 NaN            NaN            NaN   2.05276        13.5128                 NaN            NaN   8.53452        43.3851        1.03796        31.4769     
  1168.88        2500.00                 NaN            NaN            NaN   2.09776        13.4697                 NaN            NaN   8.53692        43.3813        1.03716        31.4772     
  1167.73        2500.00                 NaN            NaN            NaN   2.37084        13.1968                 NaN            NaN   8.53893        43.3794        1.03680        31.4771     
  1166.57        2500.00                 NaN            NaN            NaN   2.40703        13.1625                 NaN            NaN   8.54124        43.3757        1.03600        31.4775     
  1165.41        2500.00                 NaN            NaN            NaN   2.44239        13.1291                 NaN            NaN   8.54354        43.3720        1.03520        31.4778     
  1164.26        2500.00                 NaN            NaN            NaN   2.47687        13.0965                 NaN            NaN   8.54583        43.3683        1.03440        31.4781     
  1163.10        2500.00                 NaN            NaN            NaN   2.51059        13.0647                 NaN            NaN   8.54810        43.3646        1.03360        31.4784     
  1161.94        2500.00                 NaN            NaN            NaN   2.32607        13.2528                 NaN            NaN   8.55098        43.3588        1.03232        31.4790     
  1160.79        2500.00                 NaN            NaN            NaN   2.57546        13.0037                 NaN            NaN   8.55262        43.3573        1.03200        31.4790     
  1159.63        2500.00                 NaN            NaN            NaN   2.60659        12.9745                 NaN            NaN   8.55486        43.3536        1.03120        31.4793     
  1158.47        2500.00                 NaN            NaN            NaN   2.65308        12.9298                 NaN            NaN   8.55703        43.3500        1.03043        31.4796     
  1157.32        2500.00                 NaN            NaN            NaN   2.66640        12.9186                 NaN            NaN   8.55932        43.3462        1.02958        31.4800     
  1156.16        2500.00                 NaN            NaN            NaN   2.69494        12.8920                 NaN            NaN   8.56153        43.3425        1.02877        31.4803     
  1155.00        2500.00                 NaN            NaN            NaN   2.72276        12.8662                 NaN            NaN   8.56374        43.3388        1.02796        31.4806     
  1153.85        2500.00                 NaN            NaN            NaN   2.74942        12.8415                 NaN            NaN   8.56594        43.3351        1.02715        31.4809     
  1152.69        2500.00                 NaN            NaN            NaN   2.57842        13.0163                 NaN            NaN   8.56908        43.3289        1.02577        31.4816     
  1151.53        2500.00                 NaN            NaN            NaN   2.80053        12.7944                 NaN            NaN   8.57033        43.3276        1.02551        31.4816     
  1150.38        2500.00                 NaN            NaN            NaN   2.82465        12.7723                 NaN            NaN   8.57252        43.3239        1.02469        31.4820     
  1149.22        2500.00                 NaN            NaN            NaN   2.84786        12.7511                 NaN            NaN   8.57470        43.3202        1.02386        31.4823     
  1148.06        2500.00                 NaN            NaN            NaN   2.87009        12.7310                 NaN            NaN   8.57688        43.3164        1.02303        31.4826     
  1146.91        2500.00                 NaN            NaN            NaN   2.89139        12.7117                 NaN            NaN   8.57906        43.3127        1.02220        31.4830     
  1145.75        2500.00                 NaN            NaN            NaN   2.91041        12.6947                 NaN            NaN   8.58121        43.3089        1.02137        31.4833     
  1144.59        2500.00                 NaN            NaN            NaN   2.92546        12.6816                 NaN            NaN   8.58332        43.3054        1.02059        31.4836     
  1143.44        2500.00                 NaN            NaN            NaN   2.93956        12.6695                 NaN            NaN   8.58542        43.3018        1.01980        31.4840     
  1142.28        2500.00                 NaN            NaN            NaN   2.96499        12.6459                 NaN            NaN   8.58743        43.2984        1.01906        31.4843     
  1141.12        2500.00                 NaN            NaN            NaN   2.96484        12.6482                 NaN            NaN   8.58964        43.2945        1.01820        31.4846     
  1139.97        2500.00                 NaN            NaN            NaN   2.98465        12.6303                 NaN            NaN   8.59168        43.2910        1.01744        31.4850     
  1138.81        2500.00                 NaN            NaN            NaN   2.99549        12.6215                 NaN            NaN   8.59379        43.2873        1.01662        31.4853     
  1137.65        2500.00                 NaN            NaN            NaN   10.2609        5.38380                 NaN            NaN   8.60980        43.2480        1.00722        31.4903     
  1136.50        2500.00                 NaN            NaN            NaN   10.9549        4.68009                 NaN            NaN   8.60679        43.2581        1.01127        31.4888     
  1135.34        2500.00                 NaN            NaN            NaN   2.73628        12.9059                 NaN            NaN   8.60560        43.2530        1.00950        31.4897     
  1134.18        2500.00                 NaN            NaN            NaN   1.68473        4.29080        9.62527                 NaN   8.58024        43.3112        1.02494        31.4829     
  1133.03        2500.00                 NaN            NaN            NaN   1.68048        3.90769        10.0073                 NaN   8.58404        43.3158        1.02402        31.4807     
  1131.87        2500.00                 NaN            NaN            NaN   1.72986        3.90283        9.98162                 NaN   8.59497        43.2900        1.01652        31.4842     
  1130.71        2500.00                 NaN            NaN            NaN   1.47314        4.57070        9.57145                 NaN   8.59531        43.2886        1.01611        31.4847     
  1129.56        2500.00                 NaN            NaN            NaN   1.62985        4.77261        9.20410                 NaN   8.58875        43.3027        1.01879        31.4832     
  1128.40        2500.00                 NaN            NaN            NaN   1.47595        4.72368        9.40566                 NaN   8.58611        43.3027        1.02210        31.4838     
  1127.24        2500.00                 NaN            NaN            NaN   1.75331        4.83975        9.02221                 NaN   8.59700        43.2865        1.01602        31.4852     
  1126.08        2500.00                 NaN            NaN            NaN  0.190901        4.59038        10.8303                 NaN   8.61500        43.2642        1.02267        31.4866     
  1124.93        2500.00                 NaN            NaN            NaN   1.47586        4.65991        9.47847                 NaN   8.58886        43.2995        1.01490        31.4825     
  1123.77        2500.00                 NaN            NaN            NaN   1.78495        4.75268        9.08477                 NaN   8.59974        43.2785        1.01308        31.4863     
  1122.61        2500.00                 NaN            NaN            NaN   2.31390        3.59051        9.70823                 NaN   8.60573        43.2892        1.01081        31.4816     
  1121.46        2500.00                 NaN            NaN            NaN   1.75416        3.57280        10.2970                 NaN   8.61298        43.2702        1.00885        31.4841     
  1120.30        2500.00                 NaN            NaN            NaN   1.59710        4.99088        9.04369                 NaN   8.59012        43.2720        1.01666        31.4895     
  1119.14        2500.00                 NaN            NaN            NaN   1.30454        5.05885        9.24616                 NaN   8.61850        43.2718        1.01650        31.4837     
  1117.99        2500.00                 NaN            NaN            NaN  0.850059        4.97741        9.79280                 NaN   8.61791        43.2541        1.01919        31.4885     
  1116.83        2500.00                 NaN            NaN            NaN   15.6881                 NaN            NaN            NaN   8.66249        43.1625       0.989511        31.4974     
  1115.67        2500.00                 NaN            NaN            NaN  0.851893        4.60559        10.1567                 NaN   8.62911        43.2563        1.01490        31.4855     
  1114.52        2500.00                 NaN            NaN            NaN   15.2255       0.481911                 NaN            NaN   8.67571        43.1342       0.982046        31.5007     
  1113.36        2500.00                 NaN            NaN            NaN   14.4407        1.24735                 NaN            NaN   8.66700        43.1590       0.988837        31.4971     
  1112.20        2500.00                 NaN            NaN            NaN   1.94524        4.87527        8.81657                 NaN   8.61582        43.2489        1.00861        31.4896     
  1111.05        2500.00                 NaN            NaN            NaN   15.6620       0.547586E-001            NaN            NaN   8.68519        43.1176       0.978200        31.5022     
  1109.89        2500.00                 NaN            NaN            NaN  0.740156        4.37158        10.5182                 NaN   8.64702        43.2290        1.00646        31.4875     
  1108.73        2500.00                 NaN            NaN            NaN   1.81525        4.31177        9.51642                 NaN   8.62745        43.2356        1.00311        31.4904     
  1107.58        2500.00                 NaN            NaN            NaN   2.07905        4.09718        9.46366                 NaN   8.63208        43.2350        1.00321        31.4898     
  1106.42        2500.00                 NaN            NaN            NaN   1.79420        4.30141        9.55327                 NaN   8.63336        43.2264        1.00036        31.4910     
  1105.26        2500.00                 NaN            NaN            NaN   15.7361                 NaN            NaN            NaN   8.70153        43.0859       0.970852        31.5056     
  1104.11        2500.00                 NaN            NaN            NaN   1.97645        13.7123                 NaN            NaN   8.66774        43.1581       0.988121        31.4973     
  1102.95        2500.00                 NaN            NaN            NaN   1.91276        13.7796                 NaN            NaN   8.67109        43.1519       0.986709        31.4979     
  1101.79        2500.00                 NaN            NaN            NaN   15.7448                 NaN            NaN            NaN   8.71439        43.0681       0.965962        31.5067     
  1100.64        2500.00                 NaN            NaN            NaN   15.7466       0.295478E-005            NaN            NaN   8.71142        43.0678       0.966799        31.5074     
  1099.48        2500.00                 NaN            NaN            NaN   2.46965        4.28317        8.89878                 NaN   8.63670        43.2178        1.00185        31.4921     
  1098.32        2500.00                 NaN            NaN            NaN   2.38557        4.01609        9.23732                 NaN   8.63175        43.2333        1.00638        31.4896     
  1097.17        2500.00                 NaN            NaN            NaN   2.26277        4.02383        9.36070                 NaN   8.62933        43.2252        1.00476        31.4934     
  1096.01        2500.00                 NaN            NaN            NaN   2.54462        4.15272        8.94093                 NaN   8.62688        43.2372        1.00762        31.4900     
  1094.85        2500.00                 NaN            NaN            NaN   15.7592       0.412543E-005            NaN            NaN   8.72299        43.0464       0.961852        31.5095     
  1093.70        2500.00                 NaN            NaN            NaN  0.912706        14.8454                 NaN            NaN   8.72738        43.0446       0.960651        31.5092     
  1092.54        2500.00                 NaN            NaN            NaN   1.80758        3.98353        9.89499                 NaN   8.66125        43.1665       0.988716        31.4974     
  1091.38        2500.00                 NaN            NaN            NaN   1.79192        3.86191        10.0367                 NaN   8.66539        43.1590       0.986956        31.4982     
  1090.23        2500.00                 NaN            NaN            NaN   2.05563        3.40917        10.2281                 NaN   8.67229        43.1530       0.984294        31.4976     
  1089.07        2500.00                 NaN            NaN            NaN   2.03973        3.26254        10.3945                 NaN   8.67637        43.1457       0.982787        31.4984     
  1087.91        2500.00                 NaN            NaN            NaN  0.536052        3.26747        11.8887                 NaN   8.69354        43.1276       0.987724        31.4990     
  1086.76        2500.00                 NaN            NaN            NaN   1.56085        3.25811        10.8724                 NaN   8.69253        43.1299       0.987048        31.4992     
  1085.60        2500.00                 NaN            NaN            NaN  0.503272        2.52833        12.6689                 NaN   8.71560        43.1049       0.979898        31.4990     
  1084.44        2500.00                 NaN            NaN            NaN  0.861358        2.31805        12.5376                 NaN   8.73248        43.0777       0.971422        31.5015     
  1083.29        2500.00                 NaN            NaN            NaN  0.714487        2.69423        12.2944                 NaN   8.71329        43.1040       0.980108        31.4995     
  1082.13        2500.00                 NaN            NaN            NaN   1.59620        2.71374        11.3916                 NaN   8.71464        43.1051       0.979131        31.4996     
  1080.97        2500.00                 NaN            NaN            NaN   1.96408        2.82874        10.9337                 NaN   8.69338        43.1014       0.974311        31.5044     
  1079.82        2500.00                 NaN            NaN            NaN  0.580476        2.61751        12.5176                 NaN   8.72254        43.0834       0.975886        31.5026     
  1078.66        2500.00                 NaN            NaN            NaN  0.605134        2.52812        12.5866                 NaN   8.72745        43.0756       0.973764        31.5033     
  1077.50        2500.00                 NaN            NaN            NaN  0.456483        2.67035        12.6030                 NaN   8.72928        43.0631       0.972070        31.5057     
  1076.34        2500.00                 NaN            NaN            NaN  0.609254        2.81709        12.3057                 NaN   8.72794        43.0612       0.972181        31.5066     
  1075.19        2500.00                 NaN            NaN            NaN   3.16294        3.95873        8.56045                 NaN   8.66759        43.1647       0.987753        31.4978     
  1074.03        2500.00                 NaN            NaN            NaN  0.728520        15.0844       0.136864E-004            NaN   8.77857        42.9516       0.938413        31.5184     
  1072.87        2500.00                 NaN            NaN            NaN  0.861452        14.9530       0.136384E-004            NaN   8.78034        42.9487       0.937731        31.5188     
  1071.72        2500.00                 NaN            NaN            NaN  0.991819        14.8242       0.135833E-004            NaN   8.78209        42.9458       0.937052        31.5191     
  1070.56        2500.00                 NaN            NaN            NaN   1.12302        14.6944       0.135193E-004            NaN   8.78380        42.9429       0.936397        31.5194     
  1069.40        2500.00                 NaN            NaN            NaN   4.27766        11.3703                 NaN            NaN   8.62696        43.2278        1.00402        31.4933     
  1068.25        2500.00                 NaN            NaN            NaN   4.31085        11.3382                 NaN            NaN   8.62779        43.2260        1.00365        31.4935     
  1067.09        2500.00                 NaN            NaN            NaN   4.34275        11.3074                 NaN            NaN   8.62863        43.2242        1.00327        31.4938     
  1065.93        2500.00                 NaN            NaN            NaN   4.37416        11.2771                 NaN            NaN   8.62943        43.2224        1.00291        31.4940     
  1064.78        2500.00                 NaN            NaN            NaN   15.8383                 NaN            NaN            NaN   8.80108        42.9086       0.929390        31.5226     
  1063.62        2500.00                 NaN            NaN            NaN   15.8567                 NaN            NaN            NaN   8.81415        42.8817       0.921761        31.5257     
  1062.46        2500.00                 NaN            NaN            NaN   15.8603                 NaN            NaN            NaN   8.81692        42.8759       0.920515        31.5263     
  1061.31        2500.00                 NaN            NaN            NaN   12.9668        2.88382                 NaN            NaN   8.81056        42.8892       0.924221        31.5253     
  1060.15        2500.00                 NaN            NaN            NaN   2.04267        13.7858                 NaN            NaN   8.80063        42.9172       0.931432        31.5222     
  1058.99        2500.00                 NaN            NaN            NaN   2.16082        13.6705                 NaN            NaN   8.80302        42.9124       0.930379        31.5229     
  1057.84        2500.00                 NaN            NaN            NaN   2.27529        13.5581                 NaN            NaN   8.80462        42.9093       0.929473        31.5232     
  1056.68        2500.00                 NaN            NaN            NaN   2.38746        13.4471                 NaN            NaN   8.80586        42.9072       0.928861        31.5235     
  1055.52        2500.00                 NaN            NaN            NaN   2.49445        13.3414                 NaN            NaN   8.80704        42.9051       0.928212        31.5237     
  1054.37        2500.00                 NaN            NaN            NaN   8.07158        7.81902                 NaN            NaN   8.84046        42.8281       0.909008        31.5318     
  1053.21        2500.00                 NaN            NaN            NaN   9.23991        6.65415                 NaN            NaN   8.84331        42.8226       0.907671        31.5324     
  1052.05        2500.00                 NaN            NaN            NaN   11.7762        4.12167                 NaN            NaN   8.84652        42.8163       0.906164        31.5331     
  1050.90        2500.00                 NaN            NaN            NaN   11.5069        4.39474                 NaN            NaN   8.84960        42.8103       0.904713        31.5337     
  1049.74        2500.00                 NaN            NaN            NaN   3.10789        12.7345       0.472129E-005            NaN   8.81160        42.8948       0.925857        31.5253     
  1048.58        2500.00                 NaN            NaN            NaN   14.6898        1.22241                 NaN            NaN   8.85862        42.7934       0.900387        31.5354     
  1047.43        2500.00                 NaN            NaN            NaN   11.0133        4.89960                 NaN            NaN   8.85894        42.7921       0.900297        31.5357     
  1046.27        2500.00                 NaN            NaN            NaN   8.99096        6.90964                 NaN            NaN   8.85104        42.8094       0.905209        31.5338     
  1045.11        2500.00                 NaN            NaN            NaN   8.63564        7.26844                 NaN            NaN   8.85395        42.8037       0.903857        31.5344     
  1043.96        2500.00                 NaN            NaN            NaN   3.51542        12.3345       0.443673E-005            NaN   8.81913        42.8808       0.922938        31.5272     
  1042.80        2500.00                 NaN            NaN            NaN   3.95335        11.8941       0.381334E-005            NaN   8.81717        42.8844       0.923971        31.5269     
  1041.64        2500.00                 NaN            NaN            NaN   4.00704        11.8423       0.377083E-005            NaN   8.81889        42.8812       0.923274        31.5273     
  1040.49        2500.00                 NaN            NaN            NaN   3.73036        12.1242       0.424488E-005            NaN   8.82368        42.8723       0.921164        31.5283     
  1039.33        2500.00                 NaN            NaN            NaN   3.79786        12.0583       0.417894E-005            NaN   8.82520        42.8693       0.920564        31.5287     
  1038.17        2500.00                 NaN            NaN            NaN   3.86340        11.9944       0.411232E-005            NaN   8.82674        42.8664       0.919962        31.5291     
  1037.02        2500.00                 NaN            NaN            NaN   3.92704        11.9324       0.404529E-005            NaN   8.82827        42.8635       0.919355        31.5295     
  1035.86        2500.00                 NaN            NaN            NaN   3.98886        11.8722       0.397810E-005            NaN   8.82982        42.8605       0.918745        31.5299     
  1034.70        2500.00                 NaN            NaN            NaN   4.04890        11.8138       0.391085E-005            NaN   8.83137        42.8575       0.918131        31.5303     
  1033.55        2500.00                 NaN            NaN            NaN   4.59896        11.2618       0.317627E-005            NaN   8.82918        42.8610       0.919093        31.5300     
  1032.39        2500.00                 NaN            NaN            NaN   4.16394        11.7022       0.377708E-005            NaN   8.83448        42.8514       0.916890        31.5311     
  1031.23        2500.00                 NaN            NaN            NaN   4.21902        11.6488       0.371092E-005            NaN   8.83605        42.8484       0.916265        31.5315     
  1030.08        2500.00                 NaN            NaN            NaN   4.27259        11.5970       0.364557E-005            NaN   8.83762        42.8453       0.915634        31.5319     
  1028.92        2500.00                 NaN            NaN            NaN   4.32467        11.5466       0.358092E-005            NaN   8.83920        42.8422       0.915001        31.5323     
  1027.76        2500.00                 NaN            NaN            NaN   5.08878        10.7922                 NaN            NaN   8.84386        42.8288       0.912119        31.5342     
  1026.61        2500.00                 NaN            NaN            NaN   4.42455        11.4503                 NaN            NaN   8.84238        42.8359       0.913721        31.5332     
  1025.45        2500.00                 NaN            NaN            NaN   4.47250        11.4042                 NaN            NaN   8.84398        42.8327       0.913075        31.5336     
  1024.29        2500.00                 NaN            NaN            NaN   4.51910        11.3594                 NaN            NaN   8.84558        42.8295       0.912425        31.5340     
  1023.13        2500.00                 NaN            NaN            NaN   4.56452        11.3158                 NaN            NaN   8.84719        42.8263       0.911772        31.5345     
  1021.98        2500.00                 NaN            NaN            NaN   4.60911        11.2730                 NaN            NaN   8.84881        42.8230       0.911116        31.5349     
  1020.82        2500.00                 NaN            NaN            NaN   4.65814        11.2258                 NaN            NaN   8.85031        42.8199       0.910500        31.5353     
  1019.66        2500.00                 NaN            NaN            NaN   4.69999        11.1859                 NaN            NaN   8.85201        42.8165       0.909808        31.5358     
  1018.51        2500.00                 NaN            NaN            NaN   3.58720        12.3295                 NaN            NaN   8.87512        42.7714       0.897358        31.5394     
  1017.35        2500.00                 NaN            NaN            NaN   4.78622        11.1035                 NaN            NaN   8.85525        42.8099       0.908479        31.5367     
  1016.19        2500.00                 NaN            NaN            NaN   5.94792        9.94621                 NaN            NaN   8.85556        42.8065       0.907192        31.5366     
  1015.04        2500.00                 NaN            NaN            NaN   4.86811        11.0255                 NaN            NaN   8.85852        42.8031       0.907131        31.5376     
  1013.88        2500.00                 NaN            NaN            NaN   4.91012        10.9854                 NaN            NaN   8.86010        42.7999       0.906465        31.5380     
  1012.72        2500.00                 NaN            NaN            NaN   4.94597        10.9516                 NaN            NaN   8.86182        42.7963       0.905768        31.5385     
  1011.57        2500.00                 NaN            NaN            NaN   4.98344        10.9161                 NaN            NaN   8.86348        42.7929       0.905078        31.5390     
  1010.41        2500.00                 NaN            NaN            NaN   5.02003        10.8816                 NaN            NaN   8.86515        42.7894       0.904385        31.5395     
  1009.25        2500.00                 NaN            NaN            NaN   5.05885        10.8448                 NaN            NaN   8.86672        42.7860       0.903715        31.5399     
  1008.10        2500.00                 NaN            NaN            NaN   5.09052        10.8152                 NaN            NaN   8.86851        42.7824       0.902985        31.5404     
  1006.94        2500.00                 NaN            NaN            NaN   5.39092        10.5178                 NaN            NaN   8.87043        42.7785       0.901690        31.5407     
  1005.78        2500.00                 NaN            NaN            NaN   5.15775        10.7521                 NaN            NaN   8.87190        42.7753       0.901569        31.5414     
  1004.63        2500.00                 NaN            NaN            NaN   5.19021        10.7218                 NaN            NaN   8.87359        42.7717       0.900857        31.5419     
  1003.47        2500.00                 NaN            NaN            NaN   5.14290        10.7734                 NaN            NaN   8.87756        42.7644       0.899116        31.5426     
  1002.31        2500.00                 NaN            NaN            NaN   5.17568        10.7428                 NaN            NaN   8.87925        42.7608       0.898408        31.5431     
  1001.16        2500.00                 NaN            NaN            NaN   5.28557        10.6327                 NaN            NaN   8.87862        42.7610       0.898723        31.5433     
  1000.00        2500.00                 NaN            NaN            NaN   5.31261        10.6079                 NaN            NaN   8.88047        42.7572       0.897961        31.5439     
