|6.6.6
Archiving\03_Data\eq/QFM_m1.5/TIS/TIS_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.1902       0.804109       0.566983E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1901       0.804191       0.566988E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1901       0.804272       0.566993E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1900       0.804353       0.566998E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1899       0.804435       0.567003E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1898       0.804516       0.567008E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1897       0.804598       0.567013E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1897       0.804679       0.567018E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1896       0.804761       0.567024E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1895       0.804842       0.567029E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1894       0.804924       0.567035E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1893       0.805006       0.567041E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1892       0.805087       0.567047E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1892       0.805169       0.567053E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1891       0.805251       0.567059E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1890       0.805333       0.567065E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1889       0.805415       0.567071E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1888       0.805496       0.567078E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1888       0.805578       0.567084E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1887       0.805660       0.567091E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1886       0.805742       0.567098E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1885       0.805824       0.567104E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1884       0.805906       0.567111E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1883       0.805988       0.567118E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1883       0.806070       0.567126E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1882       0.806152       0.567133E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1881       0.806234       0.567140E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1880       0.806317       0.567148E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1879       0.806399       0.567155E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1878       0.806481       0.567163E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1878       0.806563       0.567171E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1877       0.806646       0.567178E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1876       0.806728       0.567187E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1875       0.806811       0.567194E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1874       0.806893       0.567203E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1874       0.806975       0.567211E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1873       0.807058       0.567219E-002            NaN            NaN            NaN            NaN            NaN            NaN
