|6.6.6
Archiving\03_Data\frac/QFM_m5/WD94/WD94_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1924.81        2500.00        92.3200       0.867244        6.81275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        92.3016       0.867289        6.83107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        92.2834       0.867333        6.84928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        92.2651       0.867378        6.86748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        92.2470       0.867422        6.88562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        92.2288       0.867466        6.90371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        92.2107       0.867510        6.92177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        92.1927       0.867554        6.93979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        92.1747       0.867598        6.95771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        92.1567       0.867641        6.97561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        92.1389       0.867685        6.99346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        92.1210       0.867728        7.01126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        92.1032       0.867772        7.02902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        92.0855       0.867815        7.04672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        92.0521       0.867856        7.06379       0.162546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4608                 NaN  0.873509E-002  0.530440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4681                 NaN            NaN  0.531873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4693                 NaN  0.669292E-003  0.530025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4738                 NaN            NaN  0.526186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4669                 NaN  0.205684E-001  0.512533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4802                 NaN            NaN  0.519795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4819                 NaN            NaN  0.518133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4703                 NaN            NaN  0.529741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4975                 NaN            NaN  0.502497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4865                 NaN            NaN  0.513472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4876                 NaN  0.731754E-003  0.511717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4886                 NaN            NaN  0.511436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4938                 NaN            NaN  0.506209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4932                 NaN            NaN  0.506762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4949                 NaN            NaN  0.505142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4961                 NaN            NaN  0.503936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4989                 NaN            NaN  0.501119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5000                 NaN            NaN  0.499971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5004                 NaN            NaN  0.499646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5018                 NaN            NaN  0.498197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5017                 NaN            NaN  0.498296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.5019                 NaN            NaN  0.498081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        98.8629                 NaN  0.908145E-003   1.13622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.9995                 NaN            NaN  0.513019E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.7413                 NaN            NaN  0.258714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4169                 NaN            NaN  0.583053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5065                 NaN            NaN  0.493486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5045                 NaN            NaN  0.494634       0.831140E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4941                 NaN            NaN  0.490658       0.152055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4928                 NaN            NaN  0.492025       0.152247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4931                 NaN            NaN  0.491713       0.151722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4922                 NaN            NaN  0.492662       0.151568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4927                 NaN            NaN  0.492208       0.150900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3461                 NaN            NaN  0.634257       0.196775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.6347                 NaN            NaN  0.355019       0.103096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4934                 NaN            NaN  0.491635       0.149891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4913                 NaN            NaN  0.493774       0.149234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4901                 NaN            NaN  0.495045       0.148855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        98.7277                 NaN  0.376900E-002   1.23257       0.359605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.9960                 NaN            NaN            NaN  0.396651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.8597                 NaN            NaN  0.139326       0.995234E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3632                 NaN            NaN  0.618515       0.182911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4885                 NaN            NaN  0.496922       0.146080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.2199                 NaN            NaN  0.757948       0.221412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.7494                 NaN            NaN  0.243509       0.707368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4826                 NaN            NaN  0.502873       0.145629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4803                 NaN            NaN  0.505099       0.145801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4788                 NaN            NaN  0.506612       0.145383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4778                 NaN            NaN  0.507744       0.144865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4738                 NaN            NaN  0.511652       0.144991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4749                 NaN            NaN  0.510661       0.143932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4721                 NaN            NaN  0.513512       0.143987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4704                 NaN            NaN  0.515207       0.143592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4683                 NaN            NaN  0.517393       0.143353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4651                 NaN            NaN  0.520519       0.143478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2341                 NaN            NaN  0.745330       0.205321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.6963                 NaN            NaN  0.295647       0.801398E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4572                 NaN            NaN  0.528517       0.143097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4603                 NaN            NaN  0.525559       0.141207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4540                 NaN            NaN  0.531749       0.142012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4544                 NaN            NaN  0.531467       0.141054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4503                 NaN            NaN  0.535532       0.141206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4490                 NaN            NaN  0.536909       0.140820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4451                 NaN            NaN  0.540840       0.140970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4435                 NaN            NaN  0.542480       0.140365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4406                 NaN            NaN  0.545420       0.140140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4391                 NaN            NaN  0.546889       0.139782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4353                 NaN            NaN  0.550717       0.139879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4324                 NaN            NaN  0.553617       0.139417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4300                 NaN            NaN  0.556060       0.139529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4277                 NaN            NaN  0.558361       0.139067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4253                 NaN            NaN  0.560857       0.138841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4214                 NaN            NaN  0.564769       0.138686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4189                 NaN            NaN  0.567235       0.138843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4134                 NaN            NaN  0.572648       0.139340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4212                 NaN            NaN  0.565138       0.136427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4125                 NaN            NaN  0.573771       0.137679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4089                 NaN            NaN  0.577353       0.137744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4085                 NaN            NaN  0.577802       0.137121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4047                 NaN            NaN  0.581506       0.137475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4030                 NaN            NaN  0.583269       0.136989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3999                 NaN            NaN  0.586396       0.136851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3977                 NaN            NaN  0.588642       0.136662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.1645                 NaN            NaN  0.541651       0.984721E-002  0.283997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        97.6447                 NaN            NaN  0.210779                 NaN   2.14451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.6972                 NaN            NaN  0.205376                 NaN   2.09738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.7542                 NaN            NaN  0.201607                 NaN   2.04418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.8008                 NaN            NaN  0.196140                 NaN   2.00305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.8485                 NaN            NaN  0.192152                 NaN   1.95939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.8880                 NaN            NaN  0.188849                 NaN   1.92311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.9409                 NaN            NaN  0.182993                 NaN   1.87607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.9857                 NaN            NaN  0.177895                 NaN   1.83641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.0170                 NaN            NaN  0.174877                 NaN   1.80811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.0679                 NaN            NaN  0.170118                 NaN   1.76196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.0974                 NaN            NaN  0.166555                 NaN   1.73604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.1398                 NaN            NaN  0.161281                 NaN   1.69888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.1484                 NaN            NaN  0.158873                 NaN   1.69270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.2394                 NaN            NaN  0.152778                 NaN   1.60786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.2433                 NaN            NaN  0.148885                 NaN   1.60784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.2754                 NaN            NaN  0.147089                 NaN   1.57753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3078                 NaN            NaN  0.142130                 NaN   1.55003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3379                 NaN            NaN  0.139149                 NaN   1.52295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3708                 NaN            NaN  0.136179                 NaN   1.49305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3983                 NaN            NaN  0.132760                 NaN   1.46892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4270                 NaN            NaN  0.129927                 NaN   1.44304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4527                 NaN            NaN  0.125204                 NaN   1.42215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4815                 NaN            NaN  0.123361                 NaN   1.39518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5038                 NaN            NaN  0.118076                 NaN   1.37813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5067                 NaN            NaN  0.118959                 NaN   1.37433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7320                 NaN            NaN  0.984919E-001            NaN   1.16949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4167                 NaN            NaN  0.122452                 NaN   1.46084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6120                 NaN            NaN  0.107249                 NaN   1.28074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5797                 NaN            NaN  0.107022                 NaN   1.31330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6890                 NaN            NaN  0.975622E-001            NaN   1.21341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6648                 NaN            NaN  0.972577E-001            NaN   1.23798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6824                 NaN            NaN  0.968616E-001            NaN   1.22077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.2986                 NaN            NaN  0.107023                 NaN   1.59439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.1373                 NaN            NaN  0.706568E-001            NaN  0.792010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7469                 NaN            NaN  0.871133E-001            NaN   1.16598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7628                 NaN            NaN  0.842869E-001            NaN   1.15296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7603                 NaN            NaN  0.859649E-001            NaN   1.15377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8259                 NaN            NaN  0.765030E-001            NaN   1.09755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8160                 NaN            NaN  0.765483E-001            NaN   1.10748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8310                 NaN            NaN  0.743253E-001            NaN   1.09470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8520                 NaN            NaN  0.698943E-001            NaN   1.07809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.2834                 NaN            NaN  0.459719E-001            NaN  0.670629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.4654                 NaN            NaN  0.900545E-001            NaN   1.44456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8898                 NaN            NaN  0.624310E-001            NaN   1.04772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9133                 NaN            NaN  0.599675E-001            NaN   1.02675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9217                 NaN            NaN  0.580212E-001            NaN   1.02023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9425                 NaN            NaN  0.558325E-001            NaN   1.00169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9510                 NaN            NaN  0.527903E-001            NaN  0.996209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9662                 NaN            NaN  0.535087E-001            NaN  0.980276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9796                 NaN            NaN  0.484726E-001            NaN  0.971967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9821                 NaN            NaN  0.460239E-001            NaN  0.971827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0105                 NaN            NaN  0.433956E-001            NaN  0.946057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0143                 NaN            NaN  0.417170E-001            NaN  0.943979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0249                 NaN            NaN  0.397144E-001            NaN  0.935355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0380                 NaN            NaN  0.367249E-001            NaN  0.925294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0475                 NaN            NaN  0.340209E-001            NaN  0.918455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0562                 NaN            NaN  0.307567E-001            NaN  0.913026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0654                 NaN            NaN  0.273391E-001            NaN  0.907215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0780                 NaN            NaN  0.274539E-001            NaN  0.894553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9591                 NaN            NaN  0.727514E-002            NaN  0.295525       0.738063                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9072                 NaN            NaN            NaN            NaN  0.161328E-001   1.07670                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9137                 NaN            NaN            NaN            NaN  0.555974E-002   1.08071                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9183                 NaN            NaN            NaN            NaN  0.162086E-001   1.06550                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9270                 NaN            NaN            NaN            NaN            NaN   1.07299                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9330                 NaN            NaN            NaN            NaN            NaN   1.06696                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9359                 NaN            NaN            NaN            NaN  0.178838E-004   1.06410                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9331                 NaN            NaN            NaN            NaN            NaN   1.06685                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9522                 NaN            NaN            NaN            NaN  0.766027E-001  0.971218                 NaN            NaN            NaN            NaN            NaN            NaN
