|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/TAY13/TAY13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1567.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.89        500.000        99.4381       0.560160       0.169630E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.47        500.000        99.4109       0.582891       0.619737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.04        500.000        98.9927       0.968103       0.392022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.62        500.000        99.8342       0.157647       0.818634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        500.000        99.7569       0.231883       0.111864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.78        500.000        99.1155       0.842908       0.416346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        500.000        99.4389       0.534745       0.263801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.94        500.000        99.4354       0.540738       0.238859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.51        500.000        99.4554       0.520755       0.238224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.09        500.000        99.4526       0.523846       0.235925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.67        500.000        99.4587       0.518875       0.224573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.25        500.000        99.4623       0.516634       0.210786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.83        500.000        99.4667       0.512004       0.213396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.40        500.000        99.4728       0.505830       0.213242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.98        500.000        99.2739       0.697357       0.287351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.56        500.000        99.6836       0.304225       0.122222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.14        500.000        99.4842       0.497191       0.186095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.72        500.000        99.4906       0.490814       0.185730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.30        500.000        99.4926       0.490322       0.170489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.87        500.000        99.4989       0.482850       0.182256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        500.000        99.5004       0.483516       0.161184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.03        500.000        99.5028       0.481204       0.160162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.61        500.000        99.5125       0.473040       0.144655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.19        500.000        99.5141       0.469733       0.161790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.5177       0.467977       0.143288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.34        500.000        99.5210       0.465787       0.131901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000        99.5247       0.461826       0.134252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.50        500.000        99.5293       0.457729       0.129719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        500.000        99.5317       0.456663       0.116349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.66        500.000        99.5372       0.422378       0.404083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        500.000        99.5431       0.454880       0.202129E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.81        500.000        99.4518       0.539023       0.917318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
