|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/TAY13/TAY13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1567.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.89        500.000        99.3469       0.651023       0.203335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.47        500.000        99.3150       0.677583       0.743185E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.04        500.000        98.8281        1.12491       0.470187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.62        500.000        99.8067       0.183514       0.983344E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        500.000        99.7165       0.270031       0.134452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.78        500.000        98.9693       0.980740       0.499981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        500.000        99.3455       0.622772       0.317122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.94        500.000        99.3414       0.629833       0.287312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.51        500.000        99.3645       0.606855       0.286722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.09        500.000        99.3608       0.610808       0.284121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.67        500.000        99.3679       0.605078       0.270542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.25        500.000        99.3720       0.602573       0.254024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.83        500.000        99.3768       0.597508       0.257335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.40        500.000        99.3837       0.590538       0.257270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.98        500.000        99.1512       0.814074       0.346788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.56        500.000        99.6298       0.355472       0.147607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.14        500.000        99.3967       0.580839       0.224828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.72        500.000        99.4038       0.573770       0.224502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.30        500.000        99.4061       0.573269       0.206204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.87        500.000        99.4131       0.564839       0.220561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        500.000        99.4147       0.565812       0.195187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.03        500.000        99.4174       0.563150       0.194005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.61        500.000        99.4285       0.553938       0.175281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.19        500.000        99.4301       0.550315       0.196177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.4343       0.548369       0.173803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.34        500.000        99.4380       0.545982       0.160081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000        99.4422       0.541521       0.163031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.50        500.000        99.4473       0.536895       0.157591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        500.000        99.4500       0.535821       0.141403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.66        500.000        99.4549       0.495944       0.491544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        500.000        99.4635       0.534036       0.245904E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.81        500.000        99.3556       0.633255       0.111719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.39        500.000        99.5723       0.417136       0.106037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.97        500.000        99.4658       0.534191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.55        500.000        99.4727       0.527280       0.271493E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.12        500.000        99.4787       0.510143       0.111760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        500.000        99.4813       0.509466       0.919730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.28        500.000        99.4834       0.509370       0.721394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.86        500.000        99.4877       0.504621       0.769194E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000        99.4920       0.499946       0.809040E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.01        500.000        99.4939       0.500658       0.541684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.59        500.000        99.4981       0.495817       0.607934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.17        500.000        99.4982       0.493024       0.881999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.75        500.000        99.4805       0.500957       0.185146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.33        500.000        99.5336       0.458363       0.800575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.91        500.000        99.5115       0.488504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        500.000        99.5128       0.487149       0.525173E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.06        500.000        99.5143       0.477946       0.770537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000        99.5251       0.468324       0.659565E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.22        500.000        99.8798       0.269218E-001  0.932789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.80        500.000        99.1846       0.815443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.37        500.000        99.5294       0.470637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        500.000        98.7189        1.22071       0.603442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.53        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000        99.9003       0.996624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.69        500.000        99.5410       0.458975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.27        500.000        99.5430       0.456988       0.104424E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.84        500.000        99.5450       0.455020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.42        500.000        99.5465       0.453502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.00        500.000        99.5513       0.448747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.58        500.000        99.5534       0.446624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.16        500.000        99.5463       0.431723                 NaN  0.219924E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1477.73        500.000        99.5610       0.438987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.31        500.000        99.4896       0.117031                 NaN  0.393319                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.89        500.000        99.5067       0.112795E-001            NaN  0.482057                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.47        500.000        99.4326       0.115852E-001            NaN  0.555792                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.05        500.000        99.4729       0.612317E-002            NaN  0.521005                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        500.000        99.4739       0.389659E-002            NaN  0.522160                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.20        500.000        99.5559                 NaN            NaN  0.444114                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.78        500.000        99.3741       0.282001E-001            NaN  0.597655                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.36        500.000        99.4924       0.879917E-002            NaN  0.498831                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.94        500.000        99.4791       0.166522E-001            NaN  0.504267                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.52        500.000        99.4901       0.141196                 NaN  0.368749                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.09        500.000        99.4805                 NaN            NaN  0.519541                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.67        500.000        99.4819       0.265696E-001            NaN  0.491484                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.25        500.000        99.3977       0.317936E-001            NaN  0.570540                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.83        500.000        99.6715                 NaN            NaN  0.328489                 NaN            NaN            NaN            NaN            NaN            NaN
