|6.6.6
Archiving\03_Data\fracLP/QFM_m5/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1533.83        500.000        98.8516                 NaN            NaN            NaN            NaN   1.14839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8657                 NaN            NaN            NaN            NaN   1.13430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8802                 NaN            NaN            NaN            NaN   1.11985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.6214                 NaN            NaN            NaN            NaN   1.37855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1903                 NaN            NaN            NaN            NaN  0.809726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9198                 NaN            NaN            NaN            NaN   1.08023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9339                 NaN            NaN            NaN            NaN   1.06614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9458                 NaN            NaN            NaN            NaN   1.05422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.7624                 NaN            NaN            NaN            NaN  0.268496                 NaN  0.969148                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.7003                 NaN            NaN            NaN            NaN            NaN            NaN   1.29970                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.7009                 NaN            NaN            NaN            NaN            NaN            NaN   1.29906                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.7043                 NaN            NaN            NaN            NaN            NaN            NaN   1.29567                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.7018                 NaN            NaN            NaN            NaN  0.303345E-002            NaN   1.29512                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.7031                 NaN            NaN            NaN            NaN  0.122997                 NaN   1.17389                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.6918                 NaN            NaN            NaN            NaN            NaN            NaN   1.30817                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.6770                 NaN            NaN            NaN            NaN            NaN            NaN   1.32305                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.6602                 NaN            NaN            NaN            NaN            NaN            NaN   1.33979                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.9707                 NaN            NaN            NaN            NaN            NaN            NaN   1.03368       0.995593                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.8181                 NaN            NaN            NaN            NaN            NaN            NaN   1.30113       0.880780                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.8611                 NaN            NaN            NaN            NaN            NaN            NaN   1.27505       0.863884                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.9045                 NaN            NaN            NaN            NaN            NaN            NaN   1.25147       0.843998                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.9427                 NaN            NaN            NaN            NaN            NaN            NaN  0.828411        1.22893                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.9851                 NaN            NaN            NaN            NaN            NaN            NaN   1.20615       0.808736                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.0195                 NaN            NaN            NaN            NaN            NaN            NaN   1.18731       0.793201                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.0635                 NaN            NaN            NaN            NaN            NaN            NaN  0.775370        1.16114                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.0947                 NaN            NaN            NaN            NaN            NaN            NaN   1.14180       0.763454                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.1324                 NaN            NaN            NaN            NaN            NaN            NaN   1.12275       0.744886                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.1647                 NaN            NaN            NaN            NaN            NaN            NaN   1.10368       0.731574                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.1878                 NaN  0.842850E-002            NaN            NaN            NaN            NaN  0.704180        1.09961                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.2023                 NaN  0.251429E-001            NaN            NaN            NaN            NaN  0.663878        1.10866                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.2366                 NaN  0.238960E-001            NaN            NaN            NaN            NaN   1.08711       0.652352                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.2698                 NaN  0.226543E-001            NaN            NaN            NaN            NaN  0.641415        1.06617                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.3008                 NaN  0.214886E-001            NaN            NaN            NaN            NaN  0.630862        1.04687                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.3332                 NaN  0.203507E-001            NaN            NaN            NaN            NaN  0.619419        1.02704                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.3627                 NaN  0.190829E-001            NaN            NaN            NaN            NaN   1.00863       0.609559                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.3913                 NaN  0.180224E-001            NaN            NaN            NaN            NaN  0.990386       0.600244                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.4209                 NaN  0.170393E-001            NaN            NaN            NaN            NaN  0.588879       0.973159                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4468                 NaN  0.160159E-001            NaN            NaN            NaN            NaN  0.956672       0.580476                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.4752                 NaN  0.149890E-001            NaN            NaN            NaN            NaN  0.939507       0.570255                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5013                 NaN  0.140190E-001            NaN            NaN            NaN            NaN  0.923505       0.561138                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.0751                 NaN  0.333169E-001            NaN            NaN            NaN            NaN  0.701589        1.00529                 NaN  0.184726                 NaN            NaN            NaN
  1431.08        500.000        95.2172                 NaN  0.161960                 NaN            NaN            NaN            NaN   1.58905        1.64558                 NaN   1.38624                 NaN            NaN            NaN
  1428.57        500.000        95.4763                 NaN  0.151520                 NaN            NaN            NaN            NaN   1.55104        1.50800                 NaN   1.31309                 NaN            NaN            NaN
  1426.07        500.000        95.7179                 NaN  0.141759                 NaN            NaN            NaN            NaN   1.42961        1.46668                 NaN   1.24406                 NaN            NaN            NaN
  1423.56        500.000        95.9310                 NaN  0.133110                 NaN            NaN            NaN            NaN   1.36109        1.39138                 NaN   1.18338                 NaN            NaN            NaN
  1421.05        500.000        96.1267                 NaN  0.125214                 NaN            NaN            NaN            NaN   1.29835        1.32220                 NaN   1.12757                 NaN            NaN            NaN
  1418.55        500.000        96.3064                 NaN  0.117888                 NaN            NaN            NaN            NaN   1.25925        1.24052                 NaN   1.07594                 NaN            NaN            NaN
  1416.04        500.000        96.4725                 NaN  0.111122                 NaN            NaN            NaN            NaN   1.18660        1.20134                 NaN   1.02846                 NaN            NaN            NaN
  1413.53        500.000        96.6254                 NaN  0.105482                 NaN            NaN            NaN            NaN   1.13713        1.14727                 NaN  0.984678                 NaN            NaN            NaN
  1411.03        500.000        96.7682                 NaN  0.991154E-001            NaN            NaN            NaN            NaN   1.09034        1.09895                 NaN  0.943351                 NaN            NaN            NaN
  1408.52        500.000        96.8995                 NaN  0.938800E-001            NaN            NaN            NaN            NaN   1.05376        1.04738                 NaN  0.905455                 NaN            NaN            NaN
  1406.02        500.000        97.0227                 NaN  0.888362E-001            NaN            NaN            NaN            NaN   1.00697        1.01166                 NaN  0.869870                 NaN            NaN            NaN
  1403.51        500.000        97.1367                 NaN  0.842366E-001            NaN            NaN            NaN            NaN  0.972733       0.969514                 NaN  0.836839                 NaN            NaN            NaN
  1401.00        500.000        97.2446                 NaN  0.797907E-001            NaN            NaN            NaN            NaN  0.933770       0.936240                 NaN  0.805556                 NaN            NaN            NaN
  1398.50        500.000        97.3451                 NaN  0.756575E-001            NaN            NaN            NaN            NaN  0.900601       0.902353                 NaN  0.776307                 NaN            NaN            NaN
  1395.99        500.000        97.4396                 NaN  0.717562E-001            NaN            NaN            NaN            NaN  0.869289       0.870649                 NaN  0.748738                 NaN            NaN            NaN
  1393.48        500.000        97.5284                 NaN  0.681219E-001            NaN            NaN            NaN            NaN  0.840719       0.839911                 NaN  0.722801                 NaN            NaN            NaN
  1390.98        500.000        97.6127                 NaN  0.644506E-001            NaN            NaN            NaN            NaN  0.813919       0.811052                 NaN  0.697890                 NaN            NaN            NaN
  1388.47        500.000        97.6929                 NaN  0.613074E-001            NaN            NaN            NaN            NaN  0.786394       0.784556                 NaN  0.674809                 NaN            NaN            NaN
  1385.96        500.000        97.7680                 NaN  0.580350E-001            NaN            NaN            NaN            NaN  0.759016       0.762396                 NaN  0.652544                 NaN            NaN            NaN
  1383.46        500.000        97.8329                 NaN  0.546980E-001            NaN            NaN            NaN            NaN  0.737308       0.741863                 NaN  0.633263                 NaN            NaN            NaN
  1380.95        500.000        97.9118                 NaN  0.517428E-001            NaN            NaN            NaN            NaN  0.710161       0.716421                 NaN  0.609848                 NaN            NaN            NaN
  1378.45        500.000        97.9707                 NaN  0.493368E-001            NaN            NaN            NaN            NaN  0.690366       0.696765                 NaN  0.592848                 NaN            NaN            NaN
  1375.94        500.000        98.0334                 NaN  0.465972E-001            NaN            NaN            NaN            NaN  0.668364       0.677541                 NaN  0.574088                 NaN            NaN            NaN
  1373.43        500.000        98.0902                 NaN  0.441801E-001            NaN            NaN            NaN            NaN  0.659025       0.649243                 NaN  0.557373                 NaN            NaN            NaN
  1370.93        500.000        98.1476                 NaN  0.415955E-001            NaN            NaN            NaN            NaN  0.629094       0.641476                 NaN  0.540246                 NaN            NaN            NaN
  1368.42        500.000        98.1997                 NaN  0.391284E-001            NaN            NaN            NaN            NaN  0.626080       0.610566                 NaN  0.524532                 NaN            NaN            NaN
  1365.91        500.000        98.2507                 NaN  0.369207E-001            NaN            NaN            NaN            NaN  0.592575       0.610301                 NaN  0.509485                 NaN            NaN            NaN
  1363.41        500.000        98.2994                 NaN  0.347093E-001            NaN            NaN            NaN            NaN  0.575593       0.595379                 NaN  0.494899                 NaN            NaN            NaN
  1360.90        500.000        98.1950                 NaN  0.295673E-001            NaN            NaN            NaN            NaN  0.623895       0.620734                 NaN  0.530760                 NaN            NaN            NaN
  1358.40        500.000        97.3779                 NaN  0.223222E-001            NaN            NaN            NaN            NaN  0.970387       0.829918                 NaN  0.799444                 NaN            NaN            NaN
  1355.89        500.000        97.8230                 NaN  0.170919E-001            NaN            NaN            NaN            NaN  0.794245       0.704344                 NaN  0.661312                 NaN            NaN            NaN
  1353.38        500.000        98.1873                 NaN  0.151740E-001            NaN            NaN            NaN            NaN  0.648013       0.603499                 NaN  0.545999                 NaN            NaN            NaN
  1350.88        500.000        96.1564                 NaN  0.107542                 NaN            NaN            NaN            NaN   1.10285        1.49817                 NaN   1.13499                 NaN            NaN            NaN
  1348.37        500.000        95.4702                 NaN  0.169287                 NaN            NaN            NaN            NaN   1.95853        1.08979                 NaN   1.31219                 NaN            NaN            NaN
  1345.86        500.000        91.1453                 NaN  0.170728                 NaN            NaN            NaN            NaN   3.75804        2.36362                 NaN   2.56231                 NaN            NaN            NaN
  1343.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1340.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.35        500.000        99.9189                 NaN  0.525743E-002            NaN            NaN            NaN            NaN  0.562042E-001            NaN            NaN  0.195941E-001            NaN            NaN            NaN
  1335.84        500.000        99.9651                 NaN  0.883578E-003            NaN            NaN            NaN            NaN  0.113090E-001  0.126690E-001            NaN  0.100387E-001            NaN            NaN            NaN
  1333.33        500.000        99.9691                 NaN  0.770668E-003            NaN            NaN            NaN            NaN  0.132559E-001  0.810628E-002            NaN  0.872770E-002            NaN            NaN            NaN
  1330.83        500.000        99.9741                 NaN  0.817828E-003            NaN            NaN            NaN            NaN  0.111971E-001  0.663792E-002            NaN  0.724135E-002            NaN            NaN            NaN
  1328.32        500.000        99.9772                 NaN  0.900498E-003            NaN            NaN            NaN            NaN  0.990449E-002  0.568882E-002            NaN  0.628427E-002            NaN            NaN            NaN
  1325.81        500.000        99.9791                 NaN  0.102736E-002            NaN            NaN            NaN            NaN  0.505575E-002  0.911311E-002            NaN  0.565775E-002            NaN            NaN            NaN
  1323.31        500.000        99.9160                 NaN            NaN            NaN            NaN            NaN            NaN  0.579875E-001            NaN            NaN  0.260285E-001            NaN            NaN            NaN
  1320.80        500.000        99.9194                 NaN  0.186317E-001            NaN            NaN            NaN            NaN  0.493587E-001            NaN            NaN  0.125765E-001            NaN            NaN            NaN
  1318.30        500.000        98.3786                 NaN            NaN            NaN            NaN            NaN            NaN   1.18472                 NaN            NaN  0.436634                 NaN            NaN            NaN
  1315.79        500.000        98.8127                 NaN  0.197184                 NaN            NaN            NaN            NaN  0.680642                 NaN            NaN  0.309459                 NaN            NaN            NaN
  1313.28        500.000        99.4273                 NaN            NaN            NaN  0.425332E-001            NaN            NaN  0.304708                 NaN            NaN  0.225505                 NaN            NaN            NaN
  1310.78        500.000        99.8606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.139416                 NaN            NaN            NaN
  1308.27        500.000        99.3802                 NaN            NaN            NaN            NaN            NaN            NaN  0.243652       0.159946                 NaN  0.216211                 NaN            NaN            NaN
  1305.76        500.000        99.8480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.152005                 NaN            NaN            NaN
  1303.26        500.000        99.1409                 NaN            NaN            NaN            NaN            NaN            NaN  0.653370       0.526574E-001            NaN  0.153073                 NaN            NaN            NaN
  1300.75        500.000        98.7896                 NaN            NaN            NaN            NaN            NaN            NaN   1.12872                 NaN            NaN  0.817011E-001            NaN            NaN            NaN
  1298.25        500.000        99.7124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.287629                 NaN            NaN            NaN
  1295.74        500.000        99.5695                 NaN            NaN            NaN            NaN            NaN            NaN  0.310145                 NaN            NaN  0.120389                 NaN            NaN            NaN
  1293.23        500.000        99.6358                 NaN            NaN            NaN            NaN            NaN            NaN  0.219455                 NaN            NaN  0.144755                 NaN            NaN            NaN
  1290.73        500.000        98.7112                 NaN            NaN            NaN            NaN            NaN            NaN   1.02197                 NaN            NaN  0.266869                 NaN            NaN            NaN
  1288.22        500.000        98.7951                 NaN            NaN            NaN            NaN            NaN            NaN   1.03213                 NaN            NaN  0.172786                 NaN            NaN            NaN
  1285.71        500.000        98.8999                 NaN            NaN            NaN            NaN            NaN            NaN  0.759537                 NaN            NaN  0.340589                 NaN            NaN            NaN
  1283.21        500.000        99.5735                 NaN            NaN            NaN            NaN            NaN            NaN  0.269440                 NaN            NaN  0.157093                 NaN            NaN            NaN
  1280.70        500.000        99.8613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.138661                 NaN            NaN            NaN
  1278.20        500.000        99.5782                 NaN            NaN            NaN            NaN            NaN            NaN  0.317567                 NaN            NaN  0.104236                 NaN            NaN            NaN
  1275.69        500.000        99.3119                 NaN            NaN            NaN            NaN            NaN            NaN  0.544702                 NaN            NaN  0.143393                 NaN            NaN            NaN
  1273.18        500.000        96.8319                 NaN            NaN            NaN            NaN            NaN            NaN   1.02186                 NaN            NaN  0.333551        1.81273                 NaN            NaN
  1270.68        500.000        94.2768                 NaN            NaN            NaN            NaN            NaN            NaN   1.56508                 NaN            NaN  0.578499        3.45007       0.129526                 NaN
  1268.17        500.000        92.7575                 NaN            NaN            NaN            NaN            NaN            NaN   1.57334                 NaN            NaN  0.780541        4.43708       0.451543                 NaN
  1265.66        500.000        93.2991                 NaN            NaN            NaN            NaN            NaN            NaN   1.46583                 NaN            NaN  0.726160        4.09829       0.410649                 NaN
  1263.16        500.000        93.7674                 NaN            NaN            NaN            NaN            NaN            NaN   1.37164                 NaN            NaN  0.679195        3.80717       0.374562                 NaN
  1260.65        500.000        94.1265                 NaN            NaN            NaN            NaN            NaN            NaN   1.23081       0.904855E-001            NaN  0.652417        3.56477       0.334984                 NaN
  1258.15        500.000        94.4496                 NaN            NaN            NaN            NaN            NaN            NaN  0.284710       0.989868                 NaN  0.630969        3.34801       0.296870                 NaN
  1255.64        500.000        94.8488                 NaN            NaN            NaN            NaN            NaN            NaN  0.924431       0.248330                 NaN  0.582993        3.12086       0.274609                 NaN
  1253.13        500.000        95.2049                 NaN            NaN            NaN            NaN            NaN            NaN  0.863346       0.218058                 NaN  0.539861        2.91937       0.254487                 NaN
  1250.63        500.000        95.5244                 NaN            NaN            NaN            NaN            NaN            NaN  0.806796       0.193453                 NaN  0.501084        2.73832       0.235914                 NaN
  1248.12        500.000        95.8169                 NaN            NaN            NaN            NaN            NaN            NaN  0.169876       0.755563                 NaN  0.465249        2.57347       0.218987                 NaN
  1245.61        500.000        96.0789                 NaN            NaN            NaN            NaN            NaN            NaN  0.151159       0.708176                 NaN  0.433209        2.42536       0.203245                 NaN
  1243.11        500.000        96.3205                 NaN            NaN            NaN            NaN            NaN            NaN  0.663466       0.134704                 NaN  0.403462        2.28899       0.188883                 NaN
  1240.60        500.000        96.5408                 NaN            NaN            NaN            NaN            NaN            NaN  0.622925       0.120072                 NaN  0.376383        2.16429       0.175535                 NaN
  1238.10        500.000        96.7428                 NaN            NaN            NaN            NaN            NaN            NaN  0.585179       0.107731                 NaN  0.351561        2.04959       0.163124                 NaN
  1235.59        500.000        96.9290                 NaN            NaN            NaN            NaN            NaN            NaN  0.549793       0.968057E-001            NaN  0.328602        1.94394       0.151813                 NaN
  1233.08        500.000        97.0995                 NaN            NaN            NaN            NaN            NaN            NaN  0.517947       0.872415E-001            NaN  0.307731        1.84637       0.141209                 NaN
  1230.58        500.000        97.2572                 NaN            NaN            NaN            NaN            NaN            NaN  0.791573E-001  0.487648                 NaN  0.288351        1.75614       0.131486                 NaN
  1228.07        500.000        97.4031                 NaN            NaN            NaN            NaN            NaN            NaN  0.716220E-001  0.459714                 NaN  0.270477        1.67245       0.122618                 NaN
  1225.56        500.000        83.6013                 NaN            NaN            NaN            NaN            NaN            NaN  0.341950E-001   1.54015                 NaN   1.27133        7.21021       0.355234        5.98756     
  1223.06        500.000        73.3201                 NaN            NaN            NaN            NaN            NaN            NaN   2.37581                 NaN            NaN   2.01765        11.1771       0.490260        10.6190     
  1220.55        500.000        77.5174                 NaN            NaN            NaN            NaN            NaN            NaN   2.06435                 NaN            NaN   1.70955        9.36781       0.388531        8.95232     
  1218.05        500.000        80.4409                 NaN            NaN            NaN            NaN            NaN            NaN   1.84491                 NaN            NaN   1.49240        8.10950       0.319800        7.79251     
  1215.54        500.000        82.5525                 NaN            NaN            NaN            NaN            NaN            NaN   1.69050                 NaN            NaN   1.33587        7.19824       0.269669        6.95317     
  1213.03        500.000        84.0937                 NaN            NaN            NaN            NaN            NaN            NaN   1.57714                 NaN            NaN   1.21844        6.53486       0.233819        6.34199     
  1210.53        500.000        85.2453                 NaN            NaN            NaN            NaN            NaN            NaN   1.49816                 NaN            NaN   1.13164        6.03552       0.205390        5.88400     
  1208.02        500.000        85.5713                 NaN  0.567528E-001            NaN            NaN            NaN            NaN   1.41047                 NaN            NaN   1.11503        5.86513       0.184392        5.79693     
  1205.51        500.000        85.6510                 NaN  0.116387                 NaN            NaN            NaN            NaN   1.32634                 NaN            NaN   1.11168        5.81106       0.170633        5.81289     
  1203.01        500.000        85.9779                 NaN  0.112039                 NaN            NaN            NaN            NaN   1.29440                 NaN            NaN   1.07360        5.69092       0.163280        5.68790     
  1200.50        500.000        85.7858                 NaN  0.111289                 NaN            NaN            NaN            NaN   1.30291                 NaN            NaN   1.07388        5.79152       0.161039        5.77359     
  1197.99        500.000        84.4880                 NaN  0.119949                 NaN            NaN            NaN            NaN   1.39402                 NaN            NaN   1.15133        6.36499       0.169397        6.31232     
  1195.49        500.000        79.2615                 NaN  0.163592                 NaN            NaN            NaN            NaN   1.76971                 NaN            NaN   1.49743        8.62690       0.214358        8.46647     
  1192.98        500.000        27.3817                 NaN  0.607768                 NaN            NaN            NaN            NaN   5.61389                 NaN            NaN   4.97022        30.8315       0.688814        29.9061     
  1190.48        500.000                 NaN            NaN  0.862682                 NaN            NaN            NaN            NaN   7.55517                 NaN            NaN   6.67229        42.5879       0.934045        41.3879     
  1187.97        500.000                 NaN            NaN  0.740338                 NaN            NaN            NaN            NaN   7.92518                 NaN            NaN   6.70890        42.4579       0.909622        41.2580     
  1185.46        500.000                 NaN            NaN  0.696988                 NaN            NaN            NaN            NaN   8.04655                 NaN            NaN   6.71904        42.4245       0.902927        41.2100     
  1182.96        500.000                 NaN            NaN  0.687460                 NaN            NaN            NaN            NaN   8.06849                 NaN            NaN   6.71963        42.4235       0.902510        41.1984     
  1180.45        500.000                 NaN            NaN  0.648619                 NaN            NaN            NaN            NaN   8.17580                 NaN            NaN   6.72831        42.3956       0.896733        41.1549     
  1177.94        500.000                 NaN            NaN  0.763334                 NaN            NaN            NaN            NaN   2.61019        5.18799                 NaN   6.68364        42.5595       0.925648        41.2697     
  1175.44        500.000                 NaN            NaN  0.535657                 NaN            NaN            NaN            NaN   8.48558                 NaN            NaN   6.75343        42.3169       0.880168        41.0282     
  1172.93        500.000                 NaN            NaN  0.477646                 NaN            NaN            NaN            NaN   8.64407                 NaN            NaN   6.76624        42.2774       0.871640        40.9630     
  1170.43        500.000                 NaN            NaN  0.171881                 NaN            NaN            NaN            NaN   9.50185                 NaN            NaN   6.84177        42.0399       0.820813        40.6238     
  1167.92        500.000                 NaN            NaN  0.211369                 NaN            NaN            NaN            NaN   9.38306                 NaN            NaN   6.82872        42.0819       0.829380        40.6656     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.19714        3.75439                 NaN   6.87715        41.9460       0.799217        40.4261     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.69946        1.24611                 NaN   6.86893        41.9574       0.802468        40.4256     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.811095        9.16435                 NaN   6.88309        41.9133       0.794073        40.4341     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.98620                 NaN            NaN   6.89207        41.8982       0.789605        40.4339     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.97325                 NaN            NaN   6.88476        41.9175       0.793828        40.4306     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.259627        9.71578                 NaN   6.88682        41.9139       0.792924        40.4310     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.530485        9.44723                 NaN   6.88896        41.9100       0.791963        40.4314     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.809015        9.17105                 NaN   6.89114        41.9060       0.790982        40.4318     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09547        8.88697                 NaN   6.89335        41.9021       0.789984        40.4322     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.57949        6.96523       0.439931                 NaN   6.61416        42.6404       0.958485        40.8023     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.67663        8.31078                 NaN   6.89788        41.8938       0.787920        40.4330     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.99759        7.99240                 NaN   6.90022        41.8895       0.786843        40.4334     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.33128        7.66130                 NaN   6.90257        41.8852       0.785750        40.4339     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.33947        7.57886       0.630921E-004   6.87875        41.9845       0.800066        40.4183     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.22147        7.70386       0.576380E-004   6.88293        41.9742       0.797937        40.4196     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.82212        7.05190                 NaN            NaN   6.59436        42.6896       0.972697        40.8694     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97423        7.96562       0.481281E-004   6.89140        41.9529       0.793576        40.4223     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84501        8.10232       0.440050E-004   6.89570        41.9419       0.791346        40.4236     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.71216        8.24286                 NaN   6.90003        41.9308       0.789083        40.4251     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.57677        8.38608                 NaN   6.90441        41.9194       0.786783        40.4265     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.43683        8.53397                 NaN   6.90882        41.9079       0.784458        40.4280     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.85421        4.16463                 NaN   6.92555        41.8428       0.774742        40.4381     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.32076        3.70167                 NaN   6.92851        41.8372       0.773254        40.4386     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0527                 NaN            NaN   6.94330        41.7938       0.765208        40.4450     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.19803        2.83216                 NaN   6.93467        41.8251       0.770132        40.4399     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.687538        9.32510       0.814787E-004   6.93138        41.8477       0.772395        40.4359     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.31079        1.73684                 NaN   6.94475        41.7995       0.764789        40.4433     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0644                 NaN            NaN   6.95418        41.7748       0.759881        40.4468     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0693                 NaN            NaN   6.95571        41.7676       0.759222        40.4481     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0676                 NaN            NaN   6.95593        41.7694       0.759353        40.4477     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.22974       0.843192                 NaN   6.95911        41.7614       0.757695        40.4489     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.72605        5.79247        2.51142        6.92718        41.8252       0.773581        40.4441     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.87004       0.213364                 NaN   6.96621        41.7453       0.754262        40.4508     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.87591       0.210608                 NaN   6.96963        41.7402       0.752551        40.4511     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.77620       0.314487                 NaN   6.97242        41.7339       0.751007        40.4520     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1083                 NaN            NaN   6.98298        41.7089       0.744901        40.4549     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1106                 NaN            NaN   6.98572        41.7046       0.743655        40.4554     
