|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.25/K22/K22_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000        99.4658                 NaN  0.523402       0.107990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000        99.0320                 NaN  0.967960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000        99.0381                 NaN  0.910784       0.510872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000        99.0455                 NaN  0.954495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000        99.0516                 NaN  0.948449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000        99.0743                 NaN  0.877712       0.479983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000        99.0751                 NaN  0.922701       0.219811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000        99.0846                 NaN  0.915419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000        99.0674                 NaN  0.915783       0.168484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000        99.1309                 NaN  0.844253       0.248734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000        99.0913                 NaN  0.886786       0.219111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000        98.4467                 NaN   1.51007       0.432467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000        99.8298                 NaN  0.167091       0.315101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000        99.1355                 NaN  0.843658       0.208210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000        99.1491                 NaN  0.829649       0.212230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        500.000        99.1534                 NaN  0.827658       0.189136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        500.000        99.1597                 NaN  0.825300       0.149810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        500.000        99.1723                 NaN  0.805639       0.220913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        500.000        99.1766                 NaN  0.807394       0.160345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        500.000        98.3799                 NaN   1.58614       0.339993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        500.000        99.8732                 NaN  0.122925       0.386640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        500.000        99.3360                 NaN  0.651345       0.126832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        500.000        99.2083                 NaN  0.778166       0.135459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.2095                 NaN  0.778134       0.123595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        500.000        99.1124                 NaN  0.868574       0.189998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.3456                 NaN  0.645583       0.883309E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        99.2354                 NaN  0.753729       0.108728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.81        500.000        98.6255                 NaN   1.36673       0.775052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        500.000        99.6829                 NaN  0.268696       0.484294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        500.000        99.4372                 NaN  0.562849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        500.000        99.2578                 NaN  0.735653       0.650715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000        99.2772                 NaN  0.619306       0.103521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        500.000        99.1871                 NaN  0.798504       0.143749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000        99.3691                 NaN  0.630863       0.198001E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        500.000        99.2839                 NaN  0.714736       0.140375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.2897                 NaN  0.710258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        500.000        99.2376                 NaN  0.762380       0.132611E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000        99.5307                 NaN  0.469332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        500.000        99.1298                 NaN  0.870166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000        99.3138                 NaN  0.686157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        500.000        99.3092                 NaN  0.624228       0.665377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        500.000        99.3435                 NaN  0.656513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        500.000        99.3283                 NaN  0.671726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        500.000        99.3340                 NaN  0.665953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        500.000        99.3289                 NaN  0.671105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000        99.4132                 NaN  0.586850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        500.000        99.2839                 NaN  0.716069       0.334773E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000        99.3543                 NaN  0.645728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
