|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1182.38        500.000                 NaN   1.59290        7.68355       0.176732E-004            NaN   7.27998                 NaN   42.7834       0.320007        40.3401     
  1181.32        500.000                 NaN   1.57026        7.70708       0.173224E-004            NaN   7.28133                 NaN   42.7808       0.319603        40.3409     
  1180.26        500.000                 NaN   1.48407        7.80015                 NaN            NaN   7.28620                 NaN   42.7686       0.318648        40.3423     
  1179.20        500.000                 NaN   1.47420        7.80934       0.445504E-005            NaN   7.28674                 NaN   42.7681       0.318249        40.3434     
  1178.14        500.000                 NaN   1.81118        7.43699       0.346761E-002            NaN   7.29000                 NaN   42.7991       0.323311        40.3360     
  1177.08        500.000                 NaN   1.87287        7.37202       0.662829E-004            NaN   7.27736                 NaN   42.8122       0.326652        40.3388     
  1176.02        500.000                 NaN   1.79250        7.45033       0.103747E-002            NaN   7.28400                 NaN   42.8066       0.327582        40.3380     
  1174.96        500.000                 NaN   1.66128        7.59068       0.182041E-004            NaN   7.30342                 NaN   42.7884       0.321315        40.3349     
  1173.90        500.000                 NaN  0.877905        8.38407       0.338247E-004            NaN   7.31824                 NaN   42.7720       0.314317        40.3334     
  1172.84        500.000                 NaN   2.04795        7.18010       0.207345E-002            NaN   7.27175                 NaN   42.8345       0.328029        40.3356     
  1171.78        500.000                 NaN   2.02021        7.21048       0.991234E-003            NaN   7.27409                 NaN   42.8303       0.327528        40.3364     
  1170.72        500.000                 NaN   9.28543                 NaN            NaN            NaN   7.27661                 NaN   42.7783       0.316097        40.3435     
  1169.66        500.000                 NaN   7.88448        1.39339                 NaN            NaN   7.34465                 NaN   42.7228       0.313337        40.3413     
  1168.60        500.000                 NaN   8.37239       0.911607                 NaN            NaN   7.34148                 NaN   42.7163       0.313076        40.3452     
  1167.54        500.000                 NaN   7.02831        2.24548                 NaN            NaN   7.33167                 NaN   42.7329       0.317011        40.3446     
  1166.48        500.000                 NaN   7.24539        2.03643                 NaN            NaN   7.33440                 NaN   42.7214       0.315108        40.3473     
  1165.41        500.000                 NaN   7.49832        1.78615                 NaN            NaN   7.33437                 NaN   42.7192       0.314186        40.3478     
  1164.35        500.000                 NaN   6.72775        2.54701                 NaN            NaN   7.31921                 NaN   42.7406       0.317671        40.3477     
  1163.29        500.000                 NaN   8.36390       0.924920                 NaN            NaN   7.34970                 NaN   42.7053       0.311196        40.3450     
  1162.23        500.000                 NaN   7.83106        1.44956                 NaN            NaN   7.34839                 NaN   42.7149       0.312281        40.3438     
  1161.17        500.000                 NaN   7.15707        2.11178                 NaN            NaN   7.33191                 NaN   42.7405       0.315023        40.3437     
  1160.11        500.000                 NaN   6.78135        2.48953                 NaN            NaN   7.30655                 NaN   42.7556       0.317204        40.3498     
  1159.05        500.000                 NaN   2.57979        6.69424                 NaN            NaN   7.30780                 NaN   42.7514       0.316653        40.3502     
  1157.99        500.000                 NaN   7.29444        1.98053                 NaN            NaN   7.31655                 NaN   42.7418       0.316293        40.3504     
  1156.93        500.000                 NaN   1.48812        7.77043                 NaN            NaN   7.30927                 NaN   42.7644       0.319304        40.3485     
  1155.87        500.000                 NaN   1.43369        7.82730                 NaN            NaN   7.31207                 NaN   42.7589       0.318590        40.3494     
  1154.81        500.000                 NaN   1.37548        7.88808                 NaN            NaN   7.31496                 NaN   42.7533       0.317850        40.3504     
  1153.75        500.000                 NaN   7.65216        1.63031                 NaN            NaN   7.32682                 NaN   42.7229       0.313912        40.3539     
  1152.69        500.000                 NaN   7.75230        1.53223                 NaN            NaN   7.32948                 NaN   42.7179       0.313266        40.3548     
  1151.63        500.000                 NaN   1.93625        7.35236                 NaN            NaN   7.33384                 NaN   42.7101       0.311788        40.3557     
  1150.57        500.000                 NaN   1.56910        7.72039                 NaN            NaN   7.33574                 NaN   42.7067       0.311478        40.3566     
  1149.51        500.000                 NaN   1.95913        7.33459                 NaN            NaN   7.33526                 NaN   42.7020       0.311919        40.3571     
  1148.45        500.000                 NaN   1.75735        7.54268                 NaN            NaN   7.33986                 NaN   42.6918       0.310564        40.3577     
  1147.39        500.000                 NaN   6.77527       0.159820E-005            NaN            NaN   7.11679        1.46932        43.2403       0.411981        40.9864     
  1146.33        500.000                 NaN   6.67730       0.189931E-003            NaN            NaN   7.10783        1.52362        43.2638       0.416229        41.0110     
  1145.27        500.000                 NaN   6.61740                 NaN            NaN            NaN   7.10281        1.55827        43.2759       0.418753        41.0269     
  1144.21        500.000                 NaN   6.47313                 NaN            NaN            NaN   7.09145        1.63533        43.3113       0.427401        41.0614     
  1143.15        500.000                 NaN   6.52614                 NaN            NaN            NaN   7.09485        1.61262        43.2898       0.423877        41.0527     
  1142.09        500.000                 NaN   6.48326                 NaN            NaN            NaN   7.09296        1.63786        43.2988       0.423973        41.0631     
  1141.03        500.000                 NaN   6.43400                 NaN            NaN            NaN   7.09080        1.66607        43.3058       0.426212        41.0771     
  1139.97        500.000                 NaN   6.36859                 NaN            NaN            NaN   7.08534        1.70157        43.3240       0.428705        41.0918     
  1138.91        500.000                 NaN   6.35475                 NaN            NaN            NaN   7.07979        1.70939        43.3274       0.431449        41.0972     
  1137.85        500.000                 NaN   6.31524                 NaN            NaN            NaN   7.07964        1.73303        43.3330       0.431576        41.1075     
  1136.79        500.000                 NaN   6.27866                 NaN            NaN            NaN   7.07945        1.75580        43.3328       0.432940        41.1203     
  1135.72        500.000                 NaN   6.25626                 NaN            NaN            NaN   7.07544        1.76283        43.3531       0.433646        41.1188     
  1134.66        500.000                 NaN   6.24511                 NaN            NaN            NaN   7.07445        1.77552        43.3409       0.433989        41.1300     
  1133.60        500.000                 NaN   5.83117                 NaN            NaN            NaN   7.01254        1.98264        43.5061       0.458605        41.2089     
  1132.54        500.000                 NaN   5.83096                 NaN            NaN            NaN   7.01250        1.98264        43.5056       0.458602        41.2097     
  1131.48        500.000                 NaN   5.91242                 NaN            NaN            NaN   7.02619        1.94325        43.4684       0.453376        41.1963     
  1130.42        500.000                 NaN   5.83259                 NaN            NaN            NaN   7.01278        1.98166        43.5037       0.458461        41.2108     
  1129.36        500.000                 NaN   5.83203                 NaN            NaN            NaN   7.01269        1.98184        43.5034       0.458479        41.2116     
  1128.30        500.000                 NaN   5.83044                 NaN            NaN            NaN   7.01239        1.98247        43.5036       0.458569        41.2126     
  1127.24        500.000                 NaN   5.83033                 NaN            NaN            NaN   7.01237        1.98242        43.5031       0.458559        41.2133     
  1126.18        500.000                 NaN   5.70460                 NaN            NaN            NaN   7.01012        2.06061        43.5110       0.462390        41.2512     
  1125.12        500.000                 NaN   5.83005                 NaN            NaN            NaN   7.01231        1.98234        43.5020       0.458544        41.2147     
  1124.06        500.000                 NaN   6.02158                 NaN            NaN            NaN   7.06018        1.90561        43.3738       0.442851        41.1960     
  1123.00        500.000                 NaN   5.82978                 NaN            NaN            NaN   7.01225        1.98226        43.5010       0.458528        41.2161     
  1121.94        500.000                 NaN   5.82965                 NaN            NaN            NaN   7.01222        1.98222        43.5005       0.458520        41.2169     
  1120.88        500.000                 NaN   5.67756                 NaN            NaN            NaN   7.00951        2.07683        43.5103       0.463156        41.2627     
  1119.82        500.000                 NaN   5.94913                 NaN            NaN            NaN   7.05535        1.94839        43.3828       0.445565        41.2187     
  1118.76        500.000                 NaN   5.93301                 NaN            NaN            NaN   7.05445        1.95790        43.3846       0.446170        41.2239     
  1117.70        500.000                 NaN   5.91725                 NaN            NaN            NaN   7.05359        1.96719        43.3863       0.446761        41.2289     
  1116.64        500.000                 NaN   5.90186                 NaN            NaN            NaN   7.05276        1.97629        43.3879       0.447336        41.2339     
  1115.58        500.000                 NaN   5.88680                 NaN            NaN            NaN   7.05196        1.98518        43.3894       0.447898        41.2387     
  1114.52        500.000                 NaN   5.87207                 NaN            NaN            NaN   7.05119        1.99389        43.3909       0.448445        41.2435     
  1113.46        500.000                 NaN   5.85765                 NaN            NaN            NaN   7.05045        2.00242        43.3923       0.448980        41.2482     
  1112.40        500.000                 NaN   5.84352                 NaN            NaN            NaN   7.04974        2.01079        43.3936       0.449502        41.2529     
  1111.34        500.000                 NaN   5.82989                 NaN            NaN            NaN   7.04907        2.01888        43.3947       0.450001        41.2574     
  1110.28        500.000                 NaN   5.81647                 NaN            NaN            NaN   7.04842        2.02684        43.3959       0.450492        41.2619     
  1109.22        500.000                 NaN   5.80330                 NaN            NaN            NaN   7.04780        2.03467        43.3970       0.450972        41.2663     
  1108.16        500.000                 NaN   5.79054                 NaN            NaN            NaN   7.04721        2.04226        43.3979       0.451434        41.2706     
  1107.10        500.000                 NaN   5.77799                 NaN            NaN            NaN   7.04664        2.04974        43.3989       0.451887        41.2749     
  1106.04        500.000                 NaN   5.72810                 NaN            NaN            NaN   7.03701        2.07171        43.4254       0.455387        41.2824     
  1104.97        500.000                 NaN   5.67175                 NaN            NaN            NaN   7.02440        2.09466        43.4603       0.459726        41.2891     
  1103.91        500.000                 NaN   5.67282                 NaN            NaN            NaN   7.02946        2.09919        43.4456       0.458565        41.2943     
  1102.85        500.000                 NaN   5.62246                 NaN            NaN            NaN   7.01867        2.12011        43.4756       0.462339        41.3008     
  1101.79        500.000                 NaN   5.69513                 NaN            NaN            NaN   7.04158        2.09733        43.4103       0.455249        41.3004     
  1100.73        500.000                 NaN   5.63256                 NaN            NaN            NaN   7.02106        2.11613        43.4674       0.461481        41.3014     
  1099.67        500.000                 NaN   5.60294                 NaN            NaN            NaN   7.01411        2.12766        43.4867       0.463833        41.3048     
  1098.61        500.000                 NaN   5.52309                 NaN            NaN            NaN   7.00845        2.17270        43.5030       0.467328        41.3254     
  1097.55        500.000                 NaN   5.52525                 NaN            NaN            NaN   7.00912        2.17193        43.5005       0.467104        41.3261     
  1096.49        500.000                 NaN   5.66571                 NaN            NaN            NaN   7.04223        2.11709        43.4046       0.455840        41.3145     
  1095.43        500.000                 NaN   5.65545                 NaN            NaN            NaN   7.04187        2.12324        43.4050       0.456195        41.3182     
  1094.37        500.000                 NaN   5.64544                 NaN            NaN            NaN   7.04154        2.12929        43.4053       0.456539        41.3219     
  1093.31        500.000                 NaN   5.63556                 NaN            NaN            NaN   7.04122        2.13525        43.4056       0.456877        41.3255     
  1092.25        500.000                 NaN   5.62612                 NaN            NaN            NaN   7.04095        2.14098        43.4057       0.457193        41.3291     
  1091.19        500.000                 NaN   5.61670                 NaN            NaN            NaN   7.04068        2.14670        43.4058       0.457510        41.3326     
  1090.13        500.000                 NaN   5.46770                 NaN            NaN            NaN   7.00820        2.20707        43.4997       0.468853        41.3485     
  1089.07        500.000                 NaN   5.46758                 NaN            NaN            NaN   7.00817        2.20702        43.4992       0.468844        41.3492     
  1088.01        500.000                 NaN   5.46746                 NaN            NaN            NaN   7.00814        2.20697        43.4987       0.468836        41.3499     
  1086.95        500.000                 NaN   5.46734                 NaN            NaN            NaN   7.00812        2.20693        43.4981       0.468828        41.3506     
  1085.89        500.000                 NaN   5.46721                 NaN            NaN            NaN   7.00809        2.20689        43.4976       0.468819        41.3514     
  1084.83        500.000                 NaN   5.46709                 NaN            NaN            NaN   7.00806        2.20684        43.4971       0.468811        41.3521     
  1083.77        500.000                 NaN   5.46697                 NaN            NaN            NaN   7.00803        2.20679        43.4966       0.468803        41.3528     
  1082.71        500.000                 NaN   5.46685                 NaN            NaN            NaN   7.00801        2.20675        43.4961       0.468794        41.3535     
  1081.65        500.000                 NaN   5.46673                 NaN            NaN            NaN   7.00798        2.20670        43.4956       0.468786        41.3542     
  1080.59        500.000                 NaN   5.46661                 NaN            NaN            NaN   7.00795        2.20665        43.4951       0.468778        41.3549     
  1079.53        500.000                 NaN   5.46649                 NaN            NaN            NaN   7.00795        2.20663        43.4945       0.468764        41.3557     
  1078.47        500.000                 NaN   5.46636                 NaN            NaN            NaN   7.00790        2.20656        43.4941       0.468762        41.3563     
  1077.41        500.000                 NaN   5.46624                 NaN            NaN            NaN   7.00787        2.20652        43.4936       0.468753        41.3571     
  1076.35        500.000                 NaN   5.46612                 NaN            NaN            NaN   7.00784        2.20647        43.4931       0.468745        41.3578     
  1075.28        500.000                 NaN   5.46600                 NaN            NaN            NaN   7.00781        2.20643        43.4925       0.468737        41.3585     
  1074.22        500.000                 NaN   5.29269                 NaN            NaN            NaN   7.01250        2.32148        43.4804       0.473165        41.4198     
  1073.16        500.000                 NaN   5.47582                 NaN            NaN            NaN   7.03796        2.23302        43.4029       0.462080        41.3882     
  1072.10        500.000                 NaN   5.46884                 NaN            NaN            NaN   7.03794        2.23739        43.4023       0.462288        41.3912     
  1071.04        500.000                 NaN   5.46194                 NaN            NaN            NaN   7.03793        2.24171        43.4018       0.462493        41.3942     
  1069.98        500.000                 NaN   5.45511                 NaN            NaN            NaN   7.03792        2.24598        43.4012       0.462696        41.3971     
  1068.92        500.000                 NaN   5.33110                 NaN            NaN            NaN   7.01874        2.30352        43.4586       0.470571        41.4175     
  1067.86        500.000                 NaN   5.32114                 NaN            NaN            NaN   7.01732        2.30818        43.4623       0.471163        41.4199     
  1066.80        500.000                 NaN   5.29615                 NaN            NaN            NaN   7.01309        2.31929        43.4745       0.472809        41.4242     
  1065.74        500.000                 NaN   5.29265                 NaN            NaN            NaN   7.01244        2.32071        43.4758       0.473036        41.4253     
  1064.68        500.000                 NaN   5.29242                 NaN            NaN            NaN   7.01238        2.32069        43.4754       0.473038        41.4260     
  1063.62        500.000                 NaN   5.29158                 NaN            NaN            NaN   7.01223        2.32097        43.4753       0.473077        41.4269     
  1062.56        500.000                 NaN   5.29143                 NaN            NaN            NaN   7.01220        2.32094        43.4748       0.473072        41.4276     
  1061.50        500.000                 NaN   5.40294                 NaN            NaN            NaN   7.03811        2.27881        43.3958       0.464217        41.4201     
  1060.44        500.000                 NaN   5.29198                 NaN            NaN            NaN   7.01227        2.32049        43.4734       0.473004        41.4289     
  1059.38        500.000                 NaN   5.29184                 NaN            NaN            NaN   7.01224        2.32045        43.4729       0.472997        41.4296     
  1058.32        500.000                 NaN   5.29173                 NaN            NaN            NaN   7.01222        2.32040        43.4724       0.472989        41.4303     
  1057.26        500.000                 NaN   5.37844                 NaN            NaN            NaN   7.03838        2.29434        43.3926       0.464913        41.4313     
  1056.20        500.000                 NaN   5.37248                 NaN            NaN            NaN   7.03846        2.29814        43.3918       0.465081        41.4341     
  1055.14        500.000                 NaN   5.25465                 NaN            NaN            NaN   7.01402        2.34528        43.4662       0.473826        41.4461     
  1054.08        500.000                 NaN   5.25453                 NaN            NaN            NaN   7.01399        2.34523        43.4657       0.473818        41.4468     
  1053.02        500.000                 NaN   5.25442                 NaN            NaN            NaN   7.01396        2.34518        43.4652       0.473810        41.4475     
  1051.96        500.000                 NaN   5.25430                 NaN            NaN            NaN   7.01394        2.34513        43.4646       0.473802        41.4482     
  1050.90        500.000                 NaN   5.25419                 NaN            NaN            NaN   7.01391        2.34508        43.4641       0.473794        41.4489     
  1049.84        500.000                 NaN   5.25407                 NaN            NaN            NaN   7.01388        2.34504        43.4636       0.473785        41.4496     
  1048.78        500.000                 NaN   5.25396                 NaN            NaN            NaN   7.01385        2.34499        43.4631       0.473777        41.4503     
  1047.72        500.000                 NaN   5.25384                 NaN            NaN            NaN   7.01383        2.34494        43.4626       0.473769        41.4510     
  1046.66        500.000                 NaN   5.25372                 NaN            NaN            NaN   7.01380        2.34489        43.4621       0.473761        41.4517     
  1045.60        500.000                 NaN   5.20529                 NaN            NaN            NaN   7.01692        2.37900        43.4521       0.474756        41.4719     
  1044.53        500.000                 NaN   5.20518                 NaN            NaN            NaN   7.01690        2.37895        43.4516       0.474747        41.4726     
  1043.47        500.000                 NaN   5.20506                 NaN            NaN            NaN   7.01687        2.37891        43.4511       0.474739        41.4733     
  1042.41        500.000                 NaN   5.20495                 NaN            NaN            NaN   7.01684        2.37886        43.4506       0.474731        41.4740     
  1041.35        500.000                 NaN   5.20484                 NaN            NaN            NaN   7.01682        2.37881        43.4501       0.474723        41.4747     
  1040.29        500.000                 NaN   5.20473                 NaN            NaN            NaN   7.01679        2.37876        43.4496       0.474714        41.4754     
  1039.23        500.000                 NaN   5.20461                 NaN            NaN            NaN   7.01676        2.37871        43.4491       0.474706        41.4761     
  1038.17        500.000                 NaN   5.20450                 NaN            NaN            NaN   7.01674        2.37866        43.4486       0.474698        41.4768     
  1037.11        500.000                 NaN   5.20439                 NaN            NaN            NaN   7.01671        2.37861        43.4481       0.474689        41.4775     
  1036.05        500.000                 NaN   5.20427                 NaN            NaN            NaN   7.01668        2.37856        43.4476       0.474682        41.4782     
  1034.99        500.000                 NaN   5.20416                 NaN            NaN            NaN   7.01666        2.37851        43.4471       0.474673        41.4789     
  1033.93        500.000                 NaN   5.20405                 NaN            NaN            NaN   7.01663        2.37846        43.4466       0.474665        41.4796     
  1032.87        500.000                 NaN   5.20393                 NaN            NaN            NaN   7.01660        2.37841        43.4460       0.474657        41.4803     
  1031.81        500.000                 NaN   5.20382                 NaN            NaN            NaN   7.01658        2.37836        43.4455       0.474649        41.4811     
  1030.75        500.000                 NaN   5.20370                 NaN            NaN            NaN   7.01655        2.37832        43.4450       0.474641        41.4818     
  1029.69        500.000                 NaN   5.24553                 NaN            NaN            NaN   7.04319        2.38114        43.3635       0.468276        41.4984     
  1028.63        500.000                 NaN   5.24116                 NaN            NaN            NaN   7.04348        2.38412        43.3620       0.468367        41.5009     
  1027.57        500.000                 NaN   5.23692                 NaN            NaN            NaN   7.04379        2.38701        43.3605       0.468452        41.5033     
  1026.51        500.000                 NaN   5.12268                 NaN            NaN            NaN   7.02446        2.43754        43.4198       0.475879        41.5197     
  1025.45        500.000                 NaN   5.12256                 NaN            NaN            NaN   7.02443        2.43750        43.4193       0.475872        41.5204     
  1024.39        500.000                 NaN   5.12242                 NaN            NaN            NaN   7.02440        2.43746        43.4188       0.475866        41.5211     
  1023.33        500.000                 NaN   5.19830                 NaN            NaN            NaN   7.04600        2.41341        43.3486       0.470468        41.5233     
  1022.27        500.000                 NaN   5.12220                 NaN            NaN            NaN   7.02434        2.43736        43.4177       0.475849        41.5225     
  1021.21        500.000                 NaN   5.12209                 NaN            NaN            NaN   7.02432        2.43731        43.4172       0.475841        41.5232     
  1020.15        500.000                 NaN   5.12198                 NaN            NaN            NaN   7.02429        2.43726        43.4167       0.475833        41.5239     
  1019.09        500.000                 NaN   5.12187                 NaN            NaN            NaN   7.02426        2.43720        43.4162       0.475824        41.5246     
  1018.03        500.000                 NaN   5.13773                 NaN            NaN            NaN   7.02879        2.43207        43.4018       0.474470        41.5252     
  1016.97        500.000                 NaN   5.19684                 NaN            NaN            NaN   7.04712        2.41468        43.3451       0.469234        41.5270     
  1015.91        500.000                 NaN   5.19298                 NaN            NaN            NaN   7.04747        2.41736        43.3435       0.469307        41.5293     
  1014.84        500.000                 NaN   5.18592                 NaN            NaN            NaN   7.04728        2.42194        43.3424       0.469555        41.5329     
  1013.78        500.000                 NaN   5.12243                 NaN            NaN            NaN   7.02455        2.43670        43.4124       0.475672        41.5282     
  1012.72        500.000                 NaN   5.18168                 NaN            NaN            NaN   7.04856        2.42525        43.3387       0.469513        41.5363     
  1011.66        500.000                 NaN   5.17749                 NaN            NaN            NaN   7.04834        2.42846        43.3366       0.469600        41.5395     
  1010.60        500.000                 NaN   5.17422                 NaN            NaN            NaN   7.05013        2.43020        43.3349       0.469766        41.5407     
  1009.54        500.000                 NaN   5.17049                 NaN            NaN            NaN   7.04969        2.43305        43.3338       0.469718        41.5433     
  1008.48        500.000                 NaN   5.16689                 NaN            NaN            NaN   7.05008        2.43560        43.3321       0.469779        41.5456     
  1007.42        500.000                 NaN   5.16332                 NaN            NaN            NaN   7.05048        2.43814        43.3304       0.469839        41.5479     
  1006.36        500.000                 NaN   5.15978                 NaN            NaN            NaN   7.05089        2.44066        43.3286       0.469898        41.5502     
  1005.30        500.000                 NaN   5.15628                 NaN            NaN            NaN   7.05130        2.44316        43.3269       0.469955        41.5524     
  1004.24        500.000                 NaN   5.15280                 NaN            NaN            NaN   7.05171        2.44565        43.3251       0.470011        41.5547     
  1003.18        500.000                 NaN   5.14936                 NaN            NaN            NaN   7.05213        2.44812        43.3233       0.470066        41.5570     
  1002.12        500.000                 NaN   5.14594                 NaN            NaN            NaN   7.05256        2.45058        43.3215       0.470120        41.5593     
  1001.06        500.000                 NaN   5.14256                 NaN            NaN            NaN   7.05299        2.45302        43.3197       0.470172        41.5615     
