|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1383.85        500.000        98.8852       0.388702       0.263866                 NaN            NaN  0.321537       0.140665                 NaN            NaN            NaN
  1382.79        500.000        98.8799       0.259535       0.392425                 NaN            NaN  0.324042       0.144052                 NaN            NaN            NaN
  1381.73        500.000        98.9270       0.246398       0.378015                 NaN            NaN  0.308852       0.139766                 NaN            NaN            NaN
  1380.67        500.000        98.9206       0.379784       0.245522                 NaN            NaN  0.311626       0.142512                 NaN            NaN            NaN
  1379.61        500.000        98.9294       0.378002       0.239698                 NaN            NaN  0.309312       0.143618                 NaN            NaN            NaN
  1378.55        500.000        98.9425       0.374124       0.233520                 NaN            NaN  0.305660       0.144228                 NaN            NaN            NaN
  1377.48        500.000        98.9445       0.374836       0.227507                 NaN            NaN  0.305942       0.147186                 NaN            NaN            NaN
  1376.42        500.000        98.9698       0.367934       0.221041                 NaN            NaN  0.297230       0.143992                 NaN            NaN            NaN
  1375.36        500.000        98.9735       0.366593       0.217138                 NaN            NaN  0.296895       0.145879                 NaN            NaN            NaN
  1374.30        500.000        98.9828       0.364487       0.211334                 NaN            NaN  0.294434       0.146948                 NaN            NaN            NaN
  1373.24        500.000        98.9923       0.362134       0.206454                 NaN            NaN  0.291683       0.147398                 NaN            NaN            NaN
  1372.18        500.000        99.0016       0.360529       0.200293                 NaN            NaN  0.289343       0.148194                 NaN            NaN            NaN
  1371.12        500.000        99.0130       0.195606       0.356998                 NaN            NaN  0.285893       0.148526                 NaN            NaN            NaN
  1370.06        500.000        99.0206       0.190987       0.355390                 NaN            NaN  0.283824       0.149206                 NaN            NaN            NaN
  1369.00        500.000        99.0303       0.186236       0.353142                 NaN            NaN  0.280967       0.149352                 NaN            NaN            NaN
  1367.94        500.000        99.0392       0.180397       0.351061                 NaN            NaN  0.278637       0.150700                 NaN            NaN            NaN
  1366.88        500.000        99.0462       0.348790       0.178244                 NaN            NaN  0.276473       0.150290                 NaN            NaN            NaN
  1365.82        500.000        99.0588       0.346214       0.170846                 NaN            NaN  0.272833       0.151263                 NaN            NaN            NaN
  1364.76        500.000        99.0653       0.344579       0.167431                 NaN            NaN  0.271071       0.151577                 NaN            NaN            NaN
  1363.70        500.000        99.0741       0.342150       0.163297                 NaN            NaN  0.268587       0.151892                 NaN            NaN            NaN
  1362.64        500.000        99.0824       0.158516       0.340350                 NaN            NaN  0.266270       0.152435                 NaN            NaN            NaN
  1361.58        500.000        99.0911       0.154314       0.338224                 NaN            NaN  0.263754       0.152576                 NaN            NaN            NaN
  1360.52        500.000        99.0989       0.336244       0.150266                 NaN            NaN  0.261481       0.153106                 NaN            NaN            NaN
  1359.46        500.000        99.1071       0.146380       0.334161                 NaN            NaN  0.259120       0.153238                 NaN            NaN            NaN
  1358.40        500.000        99.1136       0.141735       0.333183                 NaN            NaN  0.257444       0.154075                 NaN            NaN            NaN
  1357.34        500.000        99.1244       0.138489       0.329459                 NaN            NaN  0.254155       0.153496                 NaN            NaN            NaN
  1356.28        500.000        99.1301       0.329205       0.134129                 NaN            NaN  0.252486       0.154050                 NaN            NaN            NaN
  1355.22        500.000        99.1383       0.130986       0.326877                 NaN            NaN  0.250014       0.153860                 NaN            NaN            NaN
  1354.16        500.000        99.1441       0.127205       0.325106                 NaN            NaN  0.248527       0.155023                 NaN            NaN            NaN
  1353.10        500.000        99.1242       0.261217       0.283460                 NaN            NaN  0.244950       0.861779E-001            NaN            NaN            NaN
  1352.04        500.000        99.1820       0.921002E-002  0.353460                 NaN            NaN  0.244861       0.210483                 NaN            NaN            NaN
  1350.98        500.000        99.1734       0.328350       0.896847E-001            NaN            NaN  0.241785       0.166783                 NaN            NaN            NaN
  1349.92        500.000        99.1744       0.317788       0.114363                 NaN            NaN  0.239374       0.154097                 NaN            NaN            NaN
  1348.86        500.000        99.1810       0.111075       0.316002                 NaN            NaN  0.237550       0.154354                 NaN            NaN            NaN
  1347.80        500.000        99.1856       0.315870       0.106973                 NaN            NaN  0.236196       0.155327                 NaN            NaN            NaN
  1346.73        500.000        99.1949       0.106242       0.312248                 NaN            NaN  0.233284       0.153358                 NaN            NaN            NaN
  1345.67        500.000        99.2008       0.310965       0.102622                 NaN            NaN  0.231617       0.153990                 NaN            NaN            NaN
  1344.61        500.000        99.2082       0.308909       0.994511E-001            NaN            NaN  0.229520       0.153957                 NaN            NaN            NaN
  1343.55        500.000        99.2136       0.308067       0.968699E-001            NaN            NaN  0.227764       0.153674                 NaN            NaN            NaN
  1342.49        500.000        99.2202       0.945717E-001  0.306039                 NaN            NaN  0.225764       0.153419                 NaN            NaN            NaN
  1341.43        500.000        99.2263       0.922123E-001  0.304467                 NaN            NaN  0.223904       0.153097                 NaN            NaN            NaN
  1340.37        500.000        99.2330       0.302884       0.891437E-001            NaN            NaN  0.221969       0.152987                 NaN            NaN            NaN
  1339.31        500.000        99.2389       0.301105       0.874041E-001            NaN            NaN  0.220134       0.152497                 NaN            NaN            NaN
  1338.25        500.000        99.2449       0.300112       0.842073E-001            NaN            NaN  0.218396       0.152421                 NaN            NaN            NaN
  1337.19        500.000        99.2506       0.829333E-001  0.297957                 NaN            NaN  0.216551       0.151975                 NaN            NaN            NaN
  1336.13        500.000        99.2572       0.295872       0.817829E-001            NaN            NaN  0.214458       0.150733                 NaN            NaN            NaN
  1335.07        500.000        98.3050       0.198081       0.674283                 NaN            NaN  0.487195       0.335420                 NaN            NaN            NaN
  1334.01        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1332.95        500.000        99.4855       0.589538E-001  0.205837                 NaN            NaN  0.146739       0.103015                 NaN            NaN            NaN
  1331.89        500.000        99.2795       0.289772       0.745308E-001            NaN            NaN  0.207556       0.148672                 NaN            NaN            NaN
  1330.83        500.000        99.2844       0.733568E-001  0.288331                 NaN            NaN  0.205952       0.147973                 NaN            NaN            NaN
  1329.77        500.000        99.2904       0.709021E-001  0.286604                 NaN            NaN  0.204226       0.147852                 NaN            NaN            NaN
  1328.71        500.000        99.2948       0.285184       0.712928E-001            NaN            NaN  0.202622       0.146066                 NaN            NaN            NaN
  1327.65        500.000        99.3001       0.284063       0.690024E-001            NaN            NaN  0.200904       0.145936                 NaN            NaN            NaN
  1326.59        500.000        99.3065       0.282258       0.666965E-001            NaN            NaN  0.199066       0.145482                 NaN            NaN            NaN
  1325.53        500.000        99.3114       0.280549       0.662338E-001            NaN            NaN  0.197451       0.144395                 NaN            NaN            NaN
  1324.47        500.000        99.3167       0.278965       0.643418E-001            NaN            NaN  0.195951       0.144085                 NaN            NaN            NaN
  1323.41        500.000        99.3214       0.276672       0.658009E-001            NaN            NaN  0.194168       0.141936                 NaN            NaN            NaN
  1322.35        500.000        99.3257       0.276175       0.638477E-001            NaN            NaN  0.192794       0.141449                 NaN            NaN            NaN
  1321.29        500.000        99.3308       0.638691E-001  0.273969                 NaN            NaN  0.191152       0.140233                 NaN            NaN            NaN
  1320.23        500.000        99.3359       0.272214       0.629902E-001            NaN            NaN  0.189567       0.139346                 NaN            NaN            NaN
  1319.17        500.000        99.3415       0.271003       0.602872E-001            NaN            NaN  0.187954       0.139233                 NaN            NaN            NaN
  1318.11        500.000        99.3442       0.630973E-001  0.269058                 NaN            NaN  0.186730       0.136938                 NaN            NaN            NaN
  1317.04        500.000        99.3499       0.267428       0.620077E-001            NaN            NaN  0.184870       0.135757                 NaN            NaN            NaN
  1315.98        500.000        99.3541       0.617825E-001  0.265738                 NaN            NaN  0.183539       0.134839                 NaN            NaN            NaN
  1314.92        500.000        99.3587       0.614985E-001  0.264089                 NaN            NaN  0.182058       0.133611                 NaN            NaN            NaN
  1313.86        500.000        99.3628       0.262628       0.617340E-001            NaN            NaN  0.180603       0.132222                 NaN            NaN            NaN
  1312.80        500.000        99.3673       0.260700       0.621859E-001            NaN            NaN  0.179130       0.130728                 NaN            NaN            NaN
  1311.74        500.000        99.3716       0.258983       0.620580E-001            NaN            NaN  0.177735       0.129607                 NaN            NaN            NaN
  1310.68        500.000        99.3758       0.256894       0.628208E-001            NaN            NaN  0.176327       0.128180                 NaN            NaN            NaN
  1309.62        500.000        99.3797       0.619560E-001  0.256091                 NaN            NaN  0.175006       0.127197                 NaN            NaN            NaN
  1308.56        500.000        99.3826       0.254857       0.621644E-001            NaN            NaN  0.174092       0.126244                 NaN            NaN            NaN
  1307.50        500.000        99.4475       0.224985       0.670456E-001            NaN            NaN  0.155243       0.105238                 NaN            NaN            NaN
  1306.44        500.000        99.3318       0.629960E-001  0.278043                 NaN            NaN  0.187734       0.139466                 NaN            NaN            NaN
  1305.38        500.000        99.3976       0.247773       0.658775E-001            NaN            NaN  0.168808       0.119935                 NaN            NaN            NaN
  1304.32        500.000        99.3997       0.663562E-001  0.246877                 NaN            NaN  0.168120       0.118900                 NaN            NaN            NaN
  1303.26        500.000        99.4033       0.245114       0.674596E-001            NaN            NaN  0.166870       0.117254                 NaN            NaN            NaN
  1302.20        500.000        99.4000       0.105407       0.227458                 NaN            NaN  0.166280       0.100829                 NaN            NaN            NaN
  1301.14        500.000        99.4206       0.281223E-001  0.257579                 NaN            NaN  0.163237       0.130477                 NaN            NaN            NaN
  1300.08        500.000        99.4136       0.238651       0.737515E-001            NaN            NaN  0.163146       0.110901                 NaN            NaN            NaN
  1299.02        500.000        99.4185       0.238423       0.703440E-001            NaN            NaN  0.161663       0.111114                 NaN            NaN            NaN
  1297.96        500.000        99.4213       0.729597E-001  0.236267                 NaN            NaN  0.160645       0.108808                 NaN            NaN            NaN
  1296.90        500.000        99.4249       0.234736       0.742013E-001            NaN            NaN  0.159272       0.106867                 NaN            NaN            NaN
  1295.84        500.000        99.4283       0.231884       0.768835E-001            NaN            NaN  0.158111       0.104779                 NaN            NaN            NaN
  1294.78        500.000        99.4317       0.787420E-001  0.229662                 NaN            NaN  0.156972       0.102906                 NaN            NaN            NaN
  1293.72        500.000        99.4345       0.228221       0.804857E-001            NaN            NaN  0.155882       0.100879                 NaN            NaN            NaN
  1292.66        500.000        99.4383       0.805383E-001  0.226331                 NaN            NaN  0.154822       0.999900E-001            NaN            NaN            NaN
  1291.60        500.000        99.4388       0.224397       0.847489E-001            NaN            NaN  0.154470       0.975817E-001            NaN            NaN            NaN
  1290.54        500.000        99.4477       0.222256       0.837614E-001            NaN            NaN  0.151257       0.950256E-001            NaN            NaN            NaN
  1289.48        500.000        99.4476       0.219536       0.886713E-001            NaN            NaN  0.151284       0.929180E-001            NaN            NaN            NaN
  1288.42        500.000        99.4496       0.217279       0.914682E-001            NaN            NaN  0.150579       0.910593E-001            NaN            NaN            NaN
  1287.36        500.000        99.4544       0.215005       0.924870E-001            NaN            NaN  0.148986       0.891181E-001            NaN            NaN            NaN
  1286.29        500.000        99.4546       0.208359       0.105832                 NaN            NaN  0.148348       0.828983E-001            NaN            NaN            NaN
  1285.23        500.000        99.4603       0.214338       0.899477E-001            NaN            NaN  0.147219       0.881554E-001            NaN            NaN            NaN
  1284.17        500.000        99.4626       0.208780       0.993761E-001            NaN            NaN  0.146047       0.831557E-001            NaN            NaN            NaN
  1283.11        500.000        99.4593       0.207037       0.105287                 NaN            NaN  0.147030       0.813452E-001            NaN            NaN            NaN
  1282.05        500.000        99.4696       0.113459       0.199937                 NaN            NaN  0.142842       0.742085E-001            NaN            NaN            NaN
  1280.99        500.000        99.4701       0.111022       0.199691                 NaN            NaN  0.143357       0.757858E-001            NaN            NaN            NaN
  1279.93        500.000        99.4727       0.198017       0.113396                 NaN            NaN  0.142328       0.735425E-001            NaN            NaN            NaN
  1278.87        500.000        99.4750       0.117302       0.194949                 NaN            NaN  0.141524       0.712049E-001            NaN            NaN            NaN
  1277.81        500.000        99.4761       0.124750       0.189103                 NaN            NaN  0.141284       0.687608E-001            NaN            NaN            NaN
  1276.75        500.000        95.4760       0.466657        1.07903                 NaN            NaN  0.573718       0.143808E-001   2.39020                 NaN            NaN
  1275.69        500.000        94.1366       0.548755        1.41054                 NaN            NaN  0.720196       0.498621E-005   3.18387                 NaN            NaN
  1274.63        500.000        94.3768        1.37390       0.516295                 NaN            NaN  0.694182                 NaN   3.03884                 NaN            NaN
  1273.57        500.000        94.2072        1.35424       0.571261                 NaN            NaN  0.715393                 NaN   3.11786       0.340098E-001            NaN
  1272.51        500.000        91.7901        1.61216       0.509348                 NaN            NaN   1.00960       0.336703        4.45549       0.286580                 NaN
  1271.45        500.000        92.3980       0.407251        1.54685                 NaN            NaN  0.939862       0.332159        4.11161       0.264272                 NaN
  1270.39        500.000        92.9370        1.45535       0.378069                 NaN            NaN  0.876777       0.303542        3.80569       0.243557                 NaN
  1269.33        500.000        93.3759        1.33763       0.428909                 NaN            NaN  0.824692       0.256568        3.55146       0.224796                 NaN
  1268.27        500.000        93.8362       0.150134        1.41676                 NaN            NaN  0.771578       0.307035        3.30549       0.212818                 NaN
  1267.21        500.000        94.1644       0.441549        1.15369                 NaN            NaN  0.732283       0.206856        3.10710       0.194168                 NaN
  1266.15        500.000        94.5087       0.252977        1.21232                 NaN            NaN  0.691370       0.229318        2.92094       0.184340                 NaN
  1265.09        500.000        94.8072       0.134266        1.24101                 NaN            NaN  0.655904       0.230423        2.75685       0.174364                 NaN
  1264.03        500.000        95.0475        1.02653       0.351997                 NaN            NaN  0.626998       0.170331        2.61500       0.161634                 NaN
  1262.97        500.000        95.2918        1.08078       0.197232                 NaN            NaN  0.597873       0.192120        2.48511       0.155070                 NaN
  1261.91        500.000        95.5263       0.166097        1.05398                 NaN            NaN  0.569392       0.182357        2.35539       0.146461                 NaN
  1260.85        500.000        95.7175       0.141414        1.03086                 NaN            NaN  0.546317       0.174226        2.25026       0.139447                 NaN
  1259.79        500.000        95.9006        1.02038       0.102177                 NaN            NaN  0.524088       0.169593        2.15022       0.132895                 NaN
  1258.73        500.000        96.0698        1.00348       0.761633E-001            NaN            NaN  0.503361       0.162598        2.05790       0.126711                 NaN
  1257.67        500.000        96.2262       0.997425       0.409989E-001            NaN            NaN  0.484138       0.157270        1.97289       0.121071                 NaN
  1256.60        500.000        96.3701       0.994377       0.580802E-002            NaN            NaN  0.466405       0.152362        1.89509       0.115837                 NaN
  1255.54        500.000        96.5041       0.966150                 NaN            NaN            NaN  0.449687       0.146867        1.82231       0.110912                 NaN
  1254.48        500.000        96.6287       0.936027                 NaN            NaN            NaN  0.434131       0.139976        1.75495       0.106235                 NaN
  1253.42        500.000        96.7430       0.903761                 NaN            NaN            NaN  0.419719       0.137303        1.69401       0.102190                 NaN
  1252.36        500.000        96.8562       0.893765                 NaN            NaN            NaN  0.405648       0.116769        1.63081       0.967934E-001            NaN
  1251.30        500.000        96.9560       0.864841                 NaN            NaN            NaN  0.392941       0.114957        1.57802       0.932847E-001            NaN
  1250.24        500.000        97.0515       0.842539                 NaN            NaN            NaN  0.380739       0.108845        1.52676       0.896075E-001            NaN
  1249.18        500.000        97.1473       0.800278                 NaN            NaN            NaN  0.368254       0.118934        1.47813       0.870790E-001            NaN
  1248.12        500.000        97.2363       0.778240                 NaN            NaN            NaN  0.357375       0.113227        1.43138       0.834832E-001            NaN
  1247.06        500.000        97.3142       0.765157                 NaN            NaN            NaN  0.346334       0.105067        1.38873       0.805616E-001            NaN
  1246.00        500.000        97.3949       0.735330                 NaN            NaN            NaN  0.336152       0.108030        1.34774       0.778559E-001            NaN
  1244.94        500.000        97.4694       0.716232                 NaN            NaN            NaN  0.326455       0.104246        1.30868       0.750122E-001            NaN
  1243.88        500.000        97.5371       0.708440                 NaN            NaN            NaN  0.317665       0.931659E-001   1.27174       0.718626E-001            NaN
  1242.82        500.000        97.6075       0.675720                 NaN            NaN            NaN  0.308138       0.101602        1.23700       0.700601E-001            NaN
  1241.76        500.000        97.6692       0.667477                 NaN            NaN            NaN  0.300096       0.922609E-001   1.20374       0.672408E-001            NaN
  1240.70        500.000        97.7304       0.654830                 NaN            NaN            NaN  0.292027       0.863990E-001   1.17161       0.647161E-001            NaN
  1239.64        500.000        97.7925       0.636904                 NaN            NaN            NaN  0.283701       0.842512E-001   1.14016       0.624463E-001            NaN
  1238.58        500.000        97.8448       0.615609                 NaN            NaN            NaN  0.276300       0.891234E-001   1.11327       0.609283E-001            NaN
  1237.52        500.000        97.9000       0.605118                 NaN            NaN            NaN  0.269083       0.826059E-001   1.08471       0.585069E-001            NaN
  1236.46        500.000        97.9512       0.593570                 NaN            NaN            NaN  0.262137       0.784574E-001   1.05818       0.564716E-001            NaN
  1235.40        500.000        97.9999       0.584879                 NaN            NaN            NaN  0.255598       0.728022E-001   1.03246       0.543402E-001            NaN
  1234.34        500.000        98.0495       0.569501                 NaN            NaN            NaN  0.248756       0.720722E-001   1.00755       0.526350E-001            NaN
  1233.28        500.000        98.0888       0.583615                 NaN            NaN            NaN  0.243778       0.501092E-001  0.984055       0.496482E-001            NaN
  1232.22        500.000        98.1393       0.546206                 NaN            NaN            NaN  0.236446       0.674130E-001  0.961538       0.491088E-001            NaN
  1231.16        500.000        98.1767       0.556612                 NaN            NaN            NaN  0.231601       0.487272E-001  0.939844       0.464663E-001            NaN
  1230.10        500.000        98.2194       0.535135                 NaN            NaN            NaN  0.225428       0.555271E-001  0.919022       0.454486E-001            NaN
  1229.04        500.000        98.2570       0.536779                 NaN            NaN            NaN  0.220478       0.438320E-001  0.898553       0.433630E-001            NaN
  1227.98        500.000        98.2873       0.551317                 NaN            NaN            NaN  0.216353       0.240157E-001  0.880167       0.408860E-001            NaN
  1226.92        500.000        98.3315       0.520059                 NaN            NaN            NaN  0.210049       0.380903E-001  0.859990       0.403280E-001            NaN
  1225.85        500.000        98.3588       0.537650                 NaN            NaN            NaN  0.206474       0.164104E-001  0.842819       0.378349E-001            NaN
  1224.79        500.000        98.3985       0.519230                 NaN            NaN            NaN  0.201030       0.203249E-001  0.824126       0.368099E-001            NaN
  1223.73        500.000        98.4186       0.517884                 NaN            NaN            NaN  0.198512       0.172520E-001  0.812297       0.354976E-001            NaN
  1222.67        500.000        98.4579       0.526713                 NaN            NaN            NaN  0.192281       0.205876E-003  0.789622       0.332825E-001            NaN
  1221.61        500.000        98.4848       0.517483                 NaN            NaN            NaN  0.189130                 NaN  0.776504       0.321144E-001            NaN
  1220.55        500.000        98.5179       0.506080                 NaN            NaN            NaN  0.184674                 NaN  0.760312       0.310215E-001            NaN
  1219.49        500.000        98.5426       0.499415                 NaN            NaN            NaN  0.181518       0.156970E-005  0.746689       0.297424E-001            NaN
  1218.43        500.000        98.5761       0.487570                 NaN            NaN            NaN  0.176350       0.142221E-005  0.731008       0.289494E-001            NaN
  1217.37        500.000        98.6059       0.477139                 NaN            NaN            NaN  0.171554                 NaN  0.717034       0.283878E-001            NaN
  1216.31        500.000        98.6314       0.469394                 NaN            NaN            NaN  0.169035                 NaN  0.703325       0.268270E-001            NaN
  1215.25        500.000        98.6574       0.460923                 NaN            NaN            NaN  0.165989                 NaN  0.689962       0.256825E-001            NaN
  1214.19        500.000        98.6861       0.450706                 NaN            NaN            NaN  0.160765                 NaN  0.677085       0.253554E-001            NaN
  1213.13        500.000        98.7125       0.441914                 NaN            NaN            NaN  0.157115                 NaN  0.663987       0.244545E-001            NaN
  1212.07        500.000        98.7380       0.433232                 NaN            NaN            NaN  0.154615                 NaN  0.650957       0.232028E-001            NaN
  1211.01        500.000        97.6486       0.254015       0.466869E-004            NaN            NaN  0.336203       0.215986        1.46249       0.826371E-001            NaN
  1209.95        500.000        99.0681       0.216228       0.852402E-001            NaN            NaN  0.905824E-001            NaN  0.529475       0.103443E-001            NaN
  1208.89        500.000        99.0105       0.386554                 NaN            NaN            NaN  0.101638                 NaN  0.486267       0.150303E-001            NaN
  1207.83        500.000        88.4451        1.40423                 NaN            NaN            NaN   1.01088       0.415244        4.41980       0.107275        4.19747     
  1206.77        500.000        94.9347       0.538443                 NaN            NaN            NaN  0.349246       0.117864        1.62313       0.448642E-001   2.39176     
  1205.71        500.000        93.8026       0.837560                 NaN            NaN            NaN  0.524815       0.232849        2.30077       0.552945E-001   2.24613     
  1204.65        500.000        90.3107        1.57751                 NaN            NaN            NaN  0.837145       0.553741E-001   3.54092       0.647157E-001   3.61362     
  1203.59        500.000        91.8863       0.966940                 NaN            NaN            NaN  0.684722       0.273729        3.02592       0.718819E-001   3.09048     
  1202.53        500.000        91.6779       0.590867                 NaN            NaN            NaN  0.708932       0.435263        3.17983       0.785293E-001   3.32872     
  1201.47        500.000        86.5209        1.88776                 NaN            NaN            NaN   1.12100       0.380507        4.93237       0.109540        5.04793     
  1200.41        500.000        99.0946       0.187148                 NaN            NaN            NaN  0.757578E-001  0.136611E-001  0.341498       0.788954E-002  0.279437     
  1199.35        500.000        84.2379        2.47976                 NaN            NaN            NaN   1.35487       0.127096        5.77872       0.955259E-001   5.92613     
  1198.29        500.000        85.8314        2.03348       0.330641                 NaN            NaN   1.21572                 NaN   5.21011       0.829849E-001   5.29562     
  1197.23        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.16        500.000        99.9984       0.791906E-004  0.810260E-004            NaN            NaN  0.142466E-003  0.944625E-004  0.601359E-003  0.105288E-004  0.616309E-003
  1195.10        500.000        89.9807        1.45171       0.991710E-001            NaN            NaN  0.819640                 NaN   3.76572       0.718988E-001   3.81120     
  1194.04        500.000        91.8298        1.32134                 NaN            NaN            NaN  0.682302                 NaN   3.04303       0.480136E-001   3.07556     
  1192.98        500.000        89.0658        1.42055       0.136909E-005            NaN            NaN  0.916770       0.197210        4.15331       0.699626E-001   4.17640     
  1191.92        500.000        96.6425       0.115388       0.385521                 NaN            NaN  0.275533                 NaN   1.26579       0.196793E-001   1.29558     
  1190.86        500.000        88.4318       0.515288        1.13447                 NaN            NaN  0.929070                 NaN   4.44367       0.745414E-001   4.47117     
  1189.80        500.000        93.0246        1.01069                 NaN            NaN            NaN  0.570168       0.345158E-004   2.71419       0.406955E-001   2.63962     
  1188.74        500.000        82.4509        2.38728                 NaN            NaN            NaN   1.36800                 NaN   6.99364       0.994157E-001   6.70074     
  1187.68        500.000        13.4172        7.30620        3.50735                 NaN            NaN   6.53640                 NaN   35.1296       0.499236        33.6040     
  1186.62        500.000                 NaN   3.26533        8.78526       0.216327E-005            NaN   7.43983                 NaN   40.8340       0.600027        39.0755     
  1185.56        500.000        72.9756        1.71252                 NaN            NaN            NaN   1.92413       0.788925        11.3707       0.228322        10.9997     
  1184.50        500.000                 NaN   2.16047        10.4617       0.229752E-004            NaN   7.50115                 NaN   40.5430       0.561456        38.7722     
  1183.44        500.000                 NaN   2.21426        10.3944       0.242769E-004            NaN   7.49767                 NaN   40.5566       0.566694        38.7703     
  1182.38        500.000                 NaN   2.12494        10.4866       0.237502E-004            NaN   7.50059                 NaN   40.5521       0.565778        38.7700     
  1181.32        500.000                 NaN   2.09478        10.5181       0.232762E-004            NaN   7.50200                 NaN   40.5501       0.565073        38.7699     
  1180.26        500.000                 NaN   1.97985        10.6397                 NaN            NaN   7.50707                 NaN   40.5392       0.563396        38.7708     
