|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1179.20        500.000                 NaN   1.96601        10.6536       0.597011E-005            NaN   7.50764                 NaN   40.5390       0.562700        38.7710     
  1178.14        500.000                 NaN   2.41640        10.1620       0.465014E-002            NaN   7.51123                 NaN   40.5698       0.571675        38.7642     
  1177.08        500.000                 NaN   2.49877        10.0761       0.890755E-004            NaN   7.49825                 NaN   40.5829       0.577595        38.7663     
  1176.02        500.000                 NaN   2.39161        10.1796       0.139417E-002            NaN   7.50513                 NaN   40.5781       0.579250        38.7649     
  1174.96        500.000                 NaN   2.21664        10.3646       0.244405E-004            NaN   7.52540                 NaN   40.5627       0.568196        38.7625     
  1173.90        500.000                 NaN   1.17134        11.4300       0.454914E-004            NaN   7.54024                 NaN   40.5446       0.555797        38.7580     
  1172.84        500.000                 NaN   2.73269        9.82310       0.278499E-002            NaN   7.49279                 NaN   40.6070       0.580087        38.7615     
  1171.78        500.000                 NaN   2.69573        9.86340       0.133147E-002            NaN   7.49523                 NaN   40.6035       0.579211        38.7616     
  1170.72        500.000                 NaN   12.6225                 NaN            NaN            NaN   7.49768                 NaN   40.5540       0.558992        38.7668     
  1169.66        500.000                 NaN   10.7426        1.87287                 NaN            NaN   7.56757                 NaN   40.5000       0.554104        38.7628     
  1168.60        500.000                 NaN   11.3976        1.22512                 NaN            NaN   7.56426                 NaN   40.4939       0.553646        38.7654     
  1167.54        500.000                 NaN   9.59306        3.01738                 NaN            NaN   7.55421                 NaN   40.5104       0.560618        38.7644     
  1166.48        500.000                 NaN   9.88461        2.73611                 NaN            NaN   7.55696                 NaN   40.4994       0.557256        38.7657     
  1165.41        500.000                 NaN   10.2253        2.39956                 NaN            NaN   7.55690                 NaN   40.4974       0.555630        38.7652     
  1164.35        500.000                 NaN   9.18906        3.42149                 NaN            NaN   7.54161                 NaN   40.5200       0.561826        38.7660     
  1163.29        500.000                 NaN   11.3850        1.24253                 NaN            NaN   7.57300                 NaN   40.4867       0.550380        38.7624     
  1162.23        500.000                 NaN   10.6705        1.94676                 NaN            NaN   7.57185                 NaN   40.4972       0.552322        38.7614     
  1161.17        500.000                 NaN   9.76944        2.83524                 NaN            NaN   7.55496                 NaN   40.5222       0.557185        38.7610     
  1160.11        500.000                 NaN   9.26643        3.34126                 NaN            NaN   7.52879                 NaN   40.5367       0.561048        38.7658     
  1159.05        500.000                 NaN   3.46401        9.14681                 NaN            NaN   7.53014                 NaN   40.5334       0.560084        38.7656     
  1157.99        500.000                 NaN   9.95849        2.65250                 NaN            NaN   7.53922                 NaN   40.5251       0.559462        38.7653     
  1156.93        500.000                 NaN   1.98635        10.6065                 NaN            NaN   7.53183                 NaN   40.5473       0.564804        38.7632     
  1155.87        500.000                 NaN   1.91374        10.6820                 NaN            NaN   7.53474                 NaN   40.5426       0.563551        38.7634     
  1154.81        500.000                 NaN   1.83608        10.7627                 NaN            NaN   7.53774                 NaN   40.5376       0.562251        38.7636     
  1153.75        500.000                 NaN   10.4384        2.18160                 NaN            NaN   7.54991                 NaN   40.5089       0.555288        38.7659     
  1152.69        500.000                 NaN   10.5726        2.04993                 NaN            NaN   7.55268                 NaN   40.5046       0.554156        38.7660     
  1151.63        500.000                 NaN   2.60390        10.0246                 NaN            NaN   7.55711                 NaN   40.4972       0.551544        38.7657     
  1150.57        500.000                 NaN   2.10591        10.5235                 NaN            NaN   7.55911                 NaN   40.4945       0.551005        38.7660     
  1149.51        500.000                 NaN   2.62700        10.0029                 NaN            NaN   7.55891                 NaN   40.4922       0.551816        38.7672     
  1148.45        500.000                 NaN   2.35632        10.2798                 NaN            NaN   7.56373                 NaN   40.4835       0.549432        38.7673     
  1147.39        500.000                 NaN   9.08102       0.218214E-005            NaN            NaN   7.34200        2.38426        41.0490       0.729673        39.4141     
  1146.33        500.000                 NaN   8.94587       0.259500E-003            NaN            NaN   7.33301        2.47250        41.0729       0.737231        39.4382     
  1145.27        500.000                 NaN   8.86145                 NaN            NaN            NaN   7.32807        2.52885        41.0860       0.741736        39.4539     
  1144.21        500.000                 NaN   8.66053                 NaN            NaN            NaN   7.31683        2.65412        41.1226       0.757114        39.4889     
  1143.15        500.000                 NaN   8.73138                 NaN            NaN            NaN   7.32017        2.61724        41.1016       0.750865        39.4787     
  1142.09        500.000                 NaN   8.66963                 NaN            NaN            NaN   7.31856        2.65839        41.1125       0.751082        39.4898     
  1141.03        500.000                 NaN   8.59985                 NaN            NaN            NaN   7.31655        2.70430        41.1207       0.755080        39.5035     
  1139.97        500.000                 NaN   8.50957                 NaN            NaN            NaN   7.31116        2.76207        41.1396       0.759533        39.5181     
  1138.91        500.000                 NaN   8.48928                 NaN            NaN            NaN   7.30547        2.77482        41.1434       0.764408        39.5226     
  1137.85        500.000                 NaN   8.43341                 NaN            NaN            NaN   7.30552        2.81333        41.1502       0.764667        39.5329     
  1136.79        500.000                 NaN   8.38061                 NaN            NaN            NaN   7.30549        2.85039        41.1512       0.767110        39.5452     
  1135.72        500.000                 NaN   8.35364                 NaN            NaN            NaN   7.30145        2.86190        41.1713       0.768381        39.5433     
  1134.66        500.000                 NaN   8.33356                 NaN            NaN            NaN   7.30051        2.88258        41.1606       0.769008        39.5537     
  1133.60        500.000                 NaN   7.76682                 NaN            NaN            NaN   7.23809        3.21955        41.3259       0.812804        39.6368     
  1132.54        500.000                 NaN   7.76672                 NaN            NaN            NaN   7.23808        3.21961        41.3259       0.812811        39.6368     
  1131.48        500.000                 NaN   7.87772                 NaN            NaN            NaN   7.25194        3.15559        41.2895       0.803532        39.6217     
  1130.42        500.000                 NaN   7.76928                 NaN            NaN            NaN   7.23841        3.21815        41.3251       0.812591        39.6365     
  1129.36        500.000                 NaN   7.76869                 NaN            NaN            NaN   7.23835        3.21851        41.3252       0.812636        39.6366     
  1128.30        500.000                 NaN   7.76672                 NaN            NaN            NaN   7.23808        3.21961        41.3259       0.812812        39.6368     
  1127.24        500.000                 NaN   7.76676                 NaN            NaN            NaN   7.23808        3.21959        41.3259       0.812808        39.6368     
  1126.18        500.000                 NaN   7.58509                 NaN            NaN            NaN   7.23627        3.34686        41.3368       0.819668        39.6753     
  1125.12        500.000                 NaN   7.76673                 NaN            NaN            NaN   7.23808        3.21960        41.3259       0.812810        39.6368     
  1124.06        500.000                 NaN   8.01759                 NaN            NaN            NaN   7.28688        3.09477        41.2012       0.784938        39.6146     
  1123.00        500.000                 NaN   7.76672                 NaN            NaN            NaN   7.23808        3.21961        41.3259       0.812811        39.6368     
  1121.94        500.000                 NaN   7.76672                 NaN            NaN            NaN   7.23808        3.21961        41.3259       0.812811        39.6368     
  1120.88        500.000                 NaN   7.54689                 NaN            NaN            NaN   7.23589        3.37362        41.3391       0.821110        39.6834     
  1119.82        500.000                 NaN   7.91495                 NaN            NaN            NaN   7.28226        3.16463        41.2132       0.789831        39.6352     
  1118.76        500.000                 NaN   7.89209                 NaN            NaN            NaN   7.28143        3.18016        41.2157       0.790926        39.6397     
  1117.70        500.000                 NaN   7.86973                 NaN            NaN            NaN   7.28063        3.19535        41.2181       0.791993        39.6442     
  1116.64        500.000                 NaN   7.84788                 NaN            NaN            NaN   7.27986        3.21021        41.2204       0.793034        39.6486     
  1115.58        500.000                 NaN   7.82651                 NaN            NaN            NaN   7.27912        3.22476        41.2227       0.794049        39.6529     
  1114.52        500.000                 NaN   7.80560                 NaN            NaN            NaN   7.27841        3.23899        41.2249       0.795040        39.6571     
  1113.46        500.000                 NaN   7.78512                 NaN            NaN            NaN   7.27772        3.25295        41.2270       0.796007        39.6612     
  1112.40        500.000                 NaN   7.76505                 NaN            NaN            NaN   7.27707        3.26663        41.2290       0.796953        39.6653     
  1111.34        500.000                 NaN   7.74568                 NaN            NaN            NaN   7.27646        3.27986        41.2309       0.797857        39.6692     
  1110.28        500.000                 NaN   7.72660                 NaN            NaN            NaN   7.27587        3.29290        41.2328       0.798747        39.6731     
  1109.22        500.000                 NaN   7.70788                 NaN            NaN            NaN   7.27530        3.30569        41.2345       0.799618        39.6770     
  1108.16        500.000                 NaN   7.68972                 NaN            NaN            NaN   7.27478        3.31813        41.2362       0.800456        39.6807     
  1107.10        500.000                 NaN   7.67186                 NaN            NaN            NaN   7.27427        3.33037        41.2379       0.801280        39.6844     
  1106.04        500.000                 NaN   7.60532                 NaN            NaN            NaN   7.26453        3.36621        41.2645       0.807520        39.6919     
  1104.97        500.000                 NaN   7.53130                 NaN            NaN            NaN   7.25175        3.40368        41.2993       0.815250        39.6987     
  1103.91        500.000                 NaN   7.52973                 NaN            NaN            NaN   7.25700        3.41111        41.2859       0.813206        39.7031     
  1102.85        500.000                 NaN   7.46332                 NaN            NaN            NaN   7.24607        3.44527        41.3158       0.819935        39.7096     
  1101.79        500.000                 NaN   7.55499                 NaN            NaN            NaN   7.26949        3.40819        41.2529       0.807346        39.7071     
  1100.73        500.000                 NaN   7.47666                 NaN            NaN            NaN   7.24857        3.43892        41.3088       0.818439        39.7086     
  1099.67        500.000                 NaN   7.43816                 NaN            NaN            NaN   7.24152        3.45778        41.3282       0.822635        39.7118     
  1098.61        500.000                 NaN   7.32538                 NaN            NaN            NaN   7.23601        3.53120        41.3459       0.828884        39.7326     
  1097.55        500.000                 NaN   7.32825                 NaN            NaN            NaN   7.23673        3.53002        41.3440       0.828501        39.7325     
  1096.49        500.000                 NaN   7.51170                 NaN            NaN            NaN   7.27044        3.44072        41.2507       0.808480        39.7179     
  1095.43        500.000                 NaN   7.49708                 NaN            NaN            NaN   7.27014        3.45082        41.2518       0.809129        39.7210     
  1094.37        500.000                 NaN   7.48277                 NaN            NaN            NaN   7.26986        3.46073        41.2528       0.809756        39.7241     
  1093.31        500.000                 NaN   7.46866                 NaN            NaN            NaN   7.26960        3.47051        41.2537       0.810375        39.7271     
  1092.25        500.000                 NaN   7.45514                 NaN            NaN            NaN   7.26939        3.47992        41.2546       0.810955        39.7300     
  1091.19        500.000                 NaN   7.44166                 NaN            NaN            NaN   7.26918        3.48930        41.2554       0.811535        39.7329     
  1090.13        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58777        41.3479       0.831731        39.7505     
  1089.07        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58777        41.3479       0.831731        39.7505     
  1088.01        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58777        41.3479       0.831731        39.7505     
  1086.95        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58777        41.3479       0.831731        39.7505     
  1085.89        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1084.83        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1083.77        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1082.71        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1081.65        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1080.59        500.000                 NaN   7.24582                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1079.53        500.000                 NaN   7.24581                 NaN            NaN            NaN   7.23624        3.58782        41.3479       0.831720        39.7506     
  1078.47        500.000                 NaN   7.24581                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1077.41        500.000                 NaN   7.24581                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1076.35        500.000                 NaN   7.24581                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1075.28        500.000                 NaN   7.24581                 NaN            NaN            NaN   7.23621        3.58778        41.3479       0.831730        39.7505     
  1074.22        500.000                 NaN   6.98895                 NaN            NaN            NaN   7.24182        3.77533        41.3413       0.839688        39.8129     
  1073.16        500.000                 NaN   7.23937                 NaN            NaN            NaN   7.26743        3.63119        41.2642       0.819950        39.7779     
  1072.10        500.000                 NaN   7.22929                 NaN            NaN            NaN   7.26746        3.63838        41.2643       0.820337        39.7802     
  1071.04        500.000                 NaN   7.21932                 NaN            NaN            NaN   7.26750        3.64550        41.2644       0.820719        39.7826     
  1069.98        500.000                 NaN   7.20945                 NaN            NaN            NaN   7.26755        3.65254        41.2645       0.821095        39.7849     
  1068.92        500.000                 NaN   7.04154                 NaN            NaN            NaN   7.24826        3.74643        41.3222       0.835141        39.8065     
  1067.86        500.000                 NaN   7.02811                 NaN            NaN            NaN   7.24686        3.75412        41.3264       0.836210        39.8083     
  1066.80        500.000                 NaN   6.99466                 NaN            NaN            NaN   7.24262        3.77231        41.3390       0.839158        39.8123     
  1065.74        500.000                 NaN   6.99013                 NaN            NaN            NaN   7.24199        3.77471        41.3408       0.839576        39.8127     
  1064.68        500.000                 NaN   6.99000                 NaN            NaN            NaN   7.24195        3.77476        41.3409       0.839596        39.8127     
  1063.62        500.000                 NaN   6.98902                 NaN            NaN            NaN   7.24183        3.77530        41.3413       0.839680        39.8129     
  1062.56        500.000                 NaN   6.98898                 NaN            NaN            NaN   7.24182        3.77532        41.3413       0.839685        39.8129     
  1061.50        500.000                 NaN   7.13393                 NaN            NaN            NaN   7.26820        3.70667        41.2645       0.823935        39.8028     
  1060.44        500.000                 NaN   6.99003                 NaN            NaN            NaN   7.24196        3.77474        41.3409       0.839593        39.8127     
  1059.38        500.000                 NaN   6.99000                 NaN            NaN            NaN   7.24195        3.77476        41.3409       0.839596        39.8127     
  1058.32        500.000                 NaN   6.99000                 NaN            NaN            NaN   7.24195        3.77476        41.3409       0.839596        39.8127     
  1057.26        500.000                 NaN   7.09837                 NaN            NaN            NaN   7.26869        3.73229        41.2641       0.825241        39.8113     
  1056.20        500.000                 NaN   7.08971                 NaN            NaN            NaN   7.26883        3.73856        41.2639       0.825555        39.8135     
  1055.14        500.000                 NaN   6.93494                 NaN            NaN            NaN   7.24406        3.81556        41.3375       0.841146        39.8268     
  1054.08        500.000                 NaN   6.93494                 NaN            NaN            NaN   7.24406        3.81556        41.3375       0.841146        39.8268     
  1053.02        500.000                 NaN   6.93494                 NaN            NaN            NaN   7.24406        3.81556        41.3375       0.841146        39.8268     
  1051.96        500.000                 NaN   6.93494                 NaN            NaN            NaN   7.24406        3.81556        41.3375       0.841146        39.8268     
  1050.90        500.000                 NaN   6.93494                 NaN            NaN            NaN   7.24406        3.81556        41.3375       0.841146        39.8268     
  1049.84        500.000                 NaN   6.93494                 NaN            NaN            NaN   7.24406        3.81556        41.3375       0.841147        39.8268     
  1048.78        500.000                 NaN   6.93494                 NaN            NaN            NaN   7.24406        3.81556        41.3375       0.841147        39.8268     
  1047.72        500.000                 NaN   6.93494                 NaN            NaN            NaN   7.24406        3.81556        41.3375       0.841147        39.8268     
  1046.66        500.000                 NaN   6.93493                 NaN            NaN            NaN   7.24406        3.81556        41.3375       0.841147        39.8268     
  1045.60        500.000                 NaN   6.86157                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1044.53        500.000                 NaN   6.86157                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1043.47        500.000                 NaN   6.86157                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1042.41        500.000                 NaN   6.86157                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1041.35        500.000                 NaN   6.86157                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1040.29        500.000                 NaN   6.86157                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1039.23        500.000                 NaN   6.86157                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1038.17        500.000                 NaN   6.86157                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1037.11        500.000                 NaN   6.86157                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842953        39.8467     
  1036.05        500.000                 NaN   6.86156                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1034.99        500.000                 NaN   6.86156                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1033.93        500.000                 NaN   6.86156                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1032.87        500.000                 NaN   6.86156                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1031.81        500.000                 NaN   6.86156                 NaN            NaN            NaN   7.24755        3.87128        41.3299       0.842954        39.8467     
  1030.75        500.000                 NaN   6.86155                 NaN            NaN            NaN   7.24755        3.87129        41.3299       0.842955        39.8467     
  1029.69        500.000                 NaN   6.90346                 NaN            NaN            NaN   7.27499        3.87591        41.2525       0.831654        39.8615     
  1028.63        500.000                 NaN   6.89696                 NaN            NaN            NaN   7.27534        3.88085        41.2517       0.831831        39.8633     
  1027.57        500.000                 NaN   6.89066                 NaN            NaN            NaN   7.27571        3.88565        41.2509       0.831999        39.8651     
  1026.51        500.000                 NaN   6.73731                 NaN            NaN            NaN   7.25623        3.96824        41.3103       0.845260        39.8827     
  1025.45        500.000                 NaN   6.73729                 NaN            NaN            NaN   7.25623        3.96825        41.3103       0.845262        39.8827     
  1024.39        500.000                 NaN   6.73726                 NaN            NaN            NaN   7.25622        3.96826        41.3103       0.845264        39.8827     
  1023.33        500.000                 NaN   6.83279                 NaN            NaN            NaN   7.27821        3.92901        41.2422       0.835652        39.8822     
  1022.27        500.000                 NaN   6.73725                 NaN            NaN            NaN   7.25622        3.96827        41.3103       0.845265        39.8827     
  1021.21        500.000                 NaN   6.73725                 NaN            NaN            NaN   7.25622        3.96827        41.3103       0.845265        39.8827     
  1020.15        500.000                 NaN   6.73725                 NaN            NaN            NaN   7.25622        3.96827        41.3103       0.845265        39.8827     
  1019.09        500.000                 NaN   6.73725                 NaN            NaN            NaN   7.25622        3.96827        41.3103       0.845264        39.8827     
  1018.03        500.000                 NaN   6.75732                 NaN            NaN            NaN   7.26087        3.95995        41.2967       0.842867        39.8822     
  1016.97        500.000                 NaN   6.83069                 NaN            NaN            NaN   7.27962        3.93162        41.2423       0.833556        39.8822     
  1015.91        500.000                 NaN   6.82491                 NaN            NaN            NaN   7.28004        3.93607        41.2414       0.833701        39.8839     
  1014.84        500.000                 NaN   6.81461                 NaN            NaN            NaN   7.27988        3.94363        41.2409       0.834159        39.8868     
  1013.78        500.000                 NaN   6.73856                 NaN            NaN            NaN   7.25666        3.96786        41.3091       0.845067        39.8828     
  1012.72        500.000                 NaN   6.80795                 NaN            NaN            NaN   7.28130        3.94919        41.2386       0.834116        39.8889     
  1011.66        500.000                 NaN   6.80175                 NaN            NaN            NaN   7.28110        3.95450        41.2371       0.834286        39.8912     
  1010.60        500.000                 NaN   6.79692                 NaN            NaN            NaN   7.28300        3.95743        41.2361       0.834599        39.8919     
  1009.54        500.000                 NaN   6.79116                 NaN            NaN            NaN   7.28260        3.96218        41.2357       0.834530        39.8938     
  1008.48        500.000                 NaN   6.78572                 NaN            NaN            NaN   7.28305        3.96643        41.2347       0.834656        39.8955     
  1007.42        500.000                 NaN   6.78032                 NaN            NaN            NaN   7.28351        3.97065        41.2336       0.834779        39.8971     
  1006.36        500.000                 NaN   6.77496                 NaN            NaN            NaN   7.28398        3.97484        41.2326       0.834900        39.8987     
  1005.30        500.000                 NaN   6.76965                 NaN            NaN            NaN   7.28444        3.97901        41.2315       0.835018        39.9004     
  1004.24        500.000                 NaN   6.76437                 NaN            NaN            NaN   7.28492        3.98316        41.2304       0.835134        39.9020     
  1003.18        500.000                 NaN   6.75914                 NaN            NaN            NaN   7.28540        3.98728        41.2294       0.835248        39.9036     
  1002.12        500.000                 NaN   6.75394                 NaN            NaN            NaN   7.28588        3.99137        41.2282       0.835360        39.9052     
  1001.06        500.000                 NaN   6.74879                 NaN            NaN            NaN   7.28637        3.99544        41.2271       0.835469        39.9068     
