|6.6.6
Archiving\03_Data\fracLP/QFM_m5/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1496.24        500.000        99.1195                 NaN            NaN            NaN            NaN  0.640144E-001  0.816533                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1265                 NaN            NaN            NaN            NaN  0.538361E-001  0.819667                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1342                 NaN            NaN            NaN            NaN  0.446638E-001  0.821094                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1409                 NaN            NaN            NaN            NaN  0.354382E-001  0.823674                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1466                 NaN            NaN            NaN            NaN  0.249844E-001  0.828450                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1536                 NaN            NaN            NaN            NaN  0.174695E-001  0.828942                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1582                 NaN            NaN            NaN            NaN  0.313906E-002  0.838665                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1597                 NaN            NaN            NaN            NaN            NaN  0.840258                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1700                 NaN            NaN            NaN            NaN  0.266305E-001  0.803361                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1686                 NaN            NaN            NaN            NaN  0.711089E-002  0.824322                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1705                 NaN            NaN            NaN            NaN            NaN  0.829465                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1751                 NaN            NaN            NaN            NaN  0.499216E-001  0.775003                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1653                 NaN            NaN            NaN            NaN            NaN  0.826660       0.803065E-002            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.6975                 NaN            NaN            NaN            NaN  0.252349E-002  0.583482       0.716501                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.7018                 NaN            NaN            NaN            NaN            NaN  0.562284       0.735965                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.7263                 NaN            NaN            NaN            NaN  0.361333E-002  0.546312       0.723730                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.7508                 NaN            NaN            NaN            NaN  0.104891E-001  0.526952       0.711751                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.7757                 NaN            NaN            NaN            NaN  0.728760E-001  0.702344       0.449112                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.7976                 NaN            NaN            NaN            NaN  0.681490E-001  0.443694       0.690527                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8210                 NaN            NaN            NaN            NaN  0.672979E-001  0.432834       0.678904                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.8410                 NaN            NaN            NaN            NaN  0.644144E-001  0.668538       0.426010                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0643                 NaN            NaN            NaN            NaN  0.553032E-001  0.339733       0.540661                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6821                 NaN            NaN            NaN            NaN  0.759030E-001  0.762736       0.479245                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.9034                 NaN            NaN            NaN            NaN  0.597802E-001  0.401323       0.635525                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.9116                 NaN            NaN            NaN            NaN  0.573809E-001  0.626442       0.399188                 NaN  0.539295E-002            NaN            NaN            NaN
  1433.58        500.000        96.7068                 NaN            NaN            NaN            NaN            NaN   1.36468       0.857235                 NaN   1.07129                 NaN            NaN            NaN
  1431.08        500.000        96.8461                 NaN            NaN            NaN            NaN            NaN   1.30645       0.819660                 NaN   1.02784                 NaN            NaN            NaN
  1428.57        500.000        96.9734                 NaN            NaN            NaN            NaN            NaN   1.25256       0.786198                 NaN  0.987852                 NaN            NaN            NaN
  1426.07        500.000        97.0941                 NaN            NaN            NaN            NaN            NaN   1.20194       0.754338                 NaN  0.949669                 NaN            NaN            NaN
  1423.56        500.000        97.2088                 NaN            NaN            NaN            NaN            NaN  0.724225        1.15351                 NaN  0.913449                 NaN            NaN            NaN
  1421.05        500.000        97.3140                 NaN            NaN            NaN            NaN            NaN  0.695367        1.11023                 NaN  0.880364                 NaN            NaN            NaN
  1418.55        500.000        97.4146                 NaN            NaN            NaN            NaN            NaN   1.06840       0.668522                 NaN  0.848497                 NaN            NaN            NaN
  1416.04        500.000        97.5079                 NaN            NaN            NaN            NaN            NaN   1.02947       0.643857                 NaN  0.818809                 NaN            NaN            NaN
  1413.53        500.000        97.9406                 NaN            NaN            NaN            NaN            NaN  0.531410       0.849638                 NaN  0.678394                 NaN            NaN            NaN
  1411.03        500.000        97.3320                 NaN            NaN            NaN            NaN            NaN   1.10234       0.687693                 NaN  0.877924                 NaN            NaN            NaN
  1408.52        500.000        97.7613                 NaN            NaN            NaN            NaN            NaN  0.575515       0.925046                 NaN  0.738119                 NaN            NaN            NaN
  1406.02        500.000        97.8357                 NaN            NaN            NaN            NaN            NaN  0.556432       0.893804                 NaN  0.714091                 NaN            NaN            NaN
  1403.51        500.000        97.9076                 NaN            NaN            NaN            NaN            NaN  0.865203       0.535991                 NaN  0.691231                 NaN            NaN            NaN
  1401.00        500.000        97.9765                 NaN            NaN            NaN            NaN            NaN  0.518336       0.836371                 NaN  0.668835                 NaN            NaN            NaN
  1398.50        500.000        98.0134                 NaN            NaN            NaN            NaN            NaN  0.817711       0.511045                 NaN  0.657890                 NaN            NaN            NaN
  1395.99        500.000        98.1287                 NaN            NaN            NaN            NaN            NaN  0.773344       0.480312                 NaN  0.617663                 NaN            NaN            NaN
  1393.48        500.000        98.1608                 NaN            NaN            NaN            NaN            NaN  0.468708       0.761284                 NaN  0.609243                 NaN            NaN            NaN
  1390.98        500.000        98.2170                 NaN            NaN            NaN            NaN            NaN  0.454052       0.738022                 NaN  0.590892                 NaN            NaN            NaN
  1388.47        500.000        98.2700                 NaN            NaN            NaN            NaN            NaN  0.716650       0.439698                 NaN  0.573642                 NaN            NaN            NaN
  1385.96        500.000        98.3213                 NaN            NaN            NaN            NaN            NaN  0.426063       0.695688                 NaN  0.556948                 NaN            NaN            NaN
  1383.46        500.000        98.3703                 NaN            NaN            NaN            NaN            NaN  0.676042       0.412670                 NaN  0.540958                 NaN            NaN            NaN
  1380.95        500.000        98.4173                 NaN            NaN            NaN            NaN            NaN  0.399800       0.657304                 NaN  0.525613                 NaN            NaN            NaN
  1378.45        500.000        98.4623                 NaN            NaN            NaN            NaN            NaN  0.639068       0.387771                 NaN  0.510864                 NaN            NaN            NaN
  1375.94        500.000        98.5037                 NaN            NaN            NaN            NaN            NaN  0.622239       0.376687                 NaN  0.497388                 NaN            NaN            NaN
  1373.43        500.000        98.5473                 NaN            NaN            NaN            NaN            NaN  0.365177       0.604665                 NaN  0.482896                 NaN            NaN            NaN
  1370.93        500.000        98.5846                 NaN            NaN            NaN            NaN            NaN  0.589364       0.355304                 NaN  0.470716                 NaN            NaN            NaN
  1368.42        500.000        98.6251                 NaN            NaN            NaN            NaN            NaN  0.343966       0.573676                 NaN  0.457234                 NaN            NaN            NaN
  1365.91        500.000        98.6607                 NaN            NaN            NaN            NaN            NaN  0.334721       0.559125                 NaN  0.445416                 NaN            NaN            NaN
  1363.41        500.000        98.6964                 NaN            NaN            NaN            NaN            NaN  0.545164       0.324808                 NaN  0.433628                 NaN            NaN            NaN
  1360.90        500.000        98.7303                 NaN            NaN            NaN            NaN            NaN  0.316063       0.531280                 NaN  0.422350                 NaN            NaN            NaN
  1358.40        500.000        98.7631                 NaN            NaN            NaN            NaN            NaN  0.307061       0.518384                 NaN  0.411441                 NaN            NaN            NaN
  1355.89        500.000        98.7953                 NaN            NaN            NaN            NaN            NaN  0.505504       0.298465                 NaN  0.400766                 NaN            NaN            NaN
  1353.38        500.000        98.8249                 NaN            NaN            NaN            NaN            NaN  0.493741       0.290458                 NaN  0.390949                 NaN            NaN            NaN
  1350.88        500.000        98.8552                 NaN            NaN            NaN            NaN            NaN  0.282089       0.481932                 NaN  0.380801                 NaN            NaN            NaN
  1348.37        500.000        98.8827                 NaN            NaN            NaN            NaN            NaN  0.274794       0.470878                 NaN  0.371593                 NaN            NaN            NaN
  1345.86        500.000        98.9104                 NaN            NaN            NaN            NaN            NaN  0.459615       0.267657                 NaN  0.362282                 NaN            NaN            NaN
  1343.36        500.000        98.9371                 NaN            NaN            NaN            NaN            NaN  0.260361       0.449193                 NaN  0.353393                 NaN            NaN            NaN
  1340.85        500.000        98.9625                 NaN            NaN            NaN            NaN            NaN  0.438910       0.253739                 NaN  0.344814                 NaN            NaN            NaN
  1338.35        500.000        98.9876                 NaN            NaN            NaN            NaN            NaN  0.429176       0.246763                 NaN  0.336425                 NaN            NaN            NaN
  1335.84        500.000        99.0114                 NaN            NaN            NaN            NaN            NaN  0.240375       0.419764                 NaN  0.328486                 NaN            NaN            NaN
  1333.33        500.000        99.0351                 NaN            NaN            NaN            NaN            NaN  0.234102       0.410327                 NaN  0.320494                 NaN            NaN            NaN
  1330.83        500.000        99.0577                 NaN            NaN            NaN            NaN            NaN  0.228180       0.401250                 NaN  0.312832                 NaN            NaN            NaN
  1328.32        500.000        99.0787                 NaN            NaN            NaN            NaN            NaN  0.222635       0.392830                 NaN  0.305847                 NaN            NaN            NaN
  1325.81        500.000        99.1010                 NaN            NaN            NaN            NaN            NaN  0.216595       0.384228                 NaN  0.298205                 NaN            NaN            NaN
  1323.31        500.000        99.1211                 NaN            NaN            NaN            NaN            NaN  0.211270       0.376189                 NaN  0.291488                 NaN            NaN            NaN
  1320.80        500.000        99.1404                 NaN            NaN            NaN            NaN            NaN  0.206036       0.368582                 NaN  0.284986                 NaN            NaN            NaN
  1318.30        500.000        99.1608                 NaN            NaN            NaN            NaN            NaN  0.360330       0.200906                 NaN  0.277990                 NaN            NaN            NaN
  1315.79        500.000        99.1787                 NaN            NaN            NaN            NaN            NaN  0.196162       0.353119                 NaN  0.271992                 NaN            NaN            NaN
  1313.28        500.000        99.1972                 NaN            NaN            NaN            NaN            NaN  0.345963       0.191094                 NaN  0.265734                 NaN            NaN            NaN
  1310.78        500.000        99.2149                 NaN            NaN            NaN            NaN            NaN  0.186449       0.338878                 NaN  0.259769                 NaN            NaN            NaN
  1308.27        500.000        99.2320                 NaN            NaN            NaN            NaN            NaN  0.332006       0.181960                 NaN  0.254009                 NaN            NaN            NaN
  1305.76        500.000        99.2491                 NaN            NaN            NaN            NaN            NaN  0.177397       0.325306                 NaN  0.248211                 NaN            NaN            NaN
  1303.26        500.000        99.2641                 NaN            NaN            NaN            NaN            NaN  0.173584       0.319143                 NaN  0.243190                 NaN            NaN            NaN
  1300.75        500.000        99.2820                 NaN            NaN            NaN            NaN            NaN  0.168945       0.312060                 NaN  0.236950                 NaN            NaN            NaN
  1298.25        500.000        99.2962                 NaN            NaN            NaN            NaN            NaN  0.165583       0.306013                 NaN  0.232171                 NaN            NaN            NaN
  1295.74        500.000        88.1514                 NaN            NaN            NaN            NaN            NaN  0.950705        1.93879                 NaN   1.38045        7.57869                 NaN            NaN
  1293.23        500.000        80.0350                 NaN            NaN            NaN            NaN            NaN   1.51676        3.06036                 NaN   2.19659        13.1913                 NaN            NaN
  1290.73        500.000        84.2946                 NaN            NaN            NaN            NaN            NaN   2.38165        1.20885                 NaN   1.73837        10.3765                 NaN            NaN
  1288.22        500.000        87.0868                 NaN            NaN            NaN            NaN            NaN   1.00659        1.93474                 NaN   1.43598        8.53586                 NaN            NaN
  1285.71        500.000        89.0604                 NaN            NaN            NaN            NaN            NaN  0.862049        1.61869                 NaN   1.22082        7.23806                 NaN            NaN
  1283.21        500.000        90.5264                 NaN            NaN            NaN            NaN            NaN  0.754377        1.38285                 NaN   1.05976        6.27660                 NaN            NaN
  1280.70        500.000        91.6531                 NaN            NaN            NaN            NaN            NaN  0.672204        1.20038                 NaN  0.934949        5.53936                 NaN            NaN
  1278.20        500.000        92.5668                 NaN            NaN            NaN            NaN            NaN  0.603643        1.05296                 NaN  0.832763        4.94386                 NaN            NaN
  1275.69        500.000        93.3058                 NaN            NaN            NaN            NaN            NaN  0.547850       0.933838                 NaN  0.749618        4.46293                 NaN            NaN
  1273.18        500.000        93.9227                 NaN            NaN            NaN            NaN            NaN  0.501101       0.834473                 NaN  0.679825        4.06188                 NaN            NaN
  1270.68        500.000        94.4499                 NaN            NaN            NaN            NaN            NaN  0.749505       0.460191                 NaN  0.619441        3.72092                 NaN            NaN
  1268.17        500.000        94.8987                 NaN            NaN            NaN            NaN            NaN  0.425958       0.677228                 NaN  0.567877        3.43022                 NaN            NaN
  1265.66        500.000        95.2915                 NaN            NaN            NaN            NaN            NaN  0.614427       0.395237                 NaN  0.522431        3.17637                 NaN            NaN
  1263.16        500.000        95.6349                 NaN            NaN            NaN            NaN            NaN  0.368398       0.559480                 NaN  0.482370        2.95485                 NaN            NaN
  1260.65        500.000        95.9444                 NaN            NaN            NaN            NaN            NaN  0.343207       0.510931                 NaN  0.446225        2.75528                 NaN            NaN
  1258.15        500.000        96.2161                 NaN            NaN            NaN            NaN            NaN  0.468198       0.321083                 NaN  0.414239        2.58033                 NaN            NaN
  1255.64        500.000        96.4603                 NaN            NaN            NaN            NaN            NaN  0.301480       0.430058                 NaN  0.385393        2.42274                 NaN            NaN
  1253.13        500.000        96.6793                 NaN            NaN            NaN            NaN            NaN  0.283298       0.396308                 NaN  0.359561        2.28154                 NaN            NaN
  1250.63        500.000        96.8806                 NaN            NaN            NaN            NaN            NaN  0.365766       0.266488                 NaN  0.335729        2.15141                 NaN            NaN
  1248.12        500.000        97.0618                 NaN            NaN            NaN            NaN            NaN  0.251469       0.338228                 NaN  0.314144        2.03435                 NaN            NaN
  1245.61        500.000        97.2277                 NaN            NaN            NaN            NaN            NaN  0.237305       0.313471                 NaN  0.294435        1.92707                 NaN            NaN
  1243.11        500.000        97.3776                 NaN            NaN            NaN            NaN            NaN  0.291151       0.224695                 NaN  0.276562        1.83003                 NaN            NaN
  1240.60        500.000        97.5174                 NaN            NaN            NaN            NaN            NaN  0.212600       0.270876                 NaN  0.259972        1.73911                 NaN            NaN
  1238.10        500.000        97.6431                 NaN            NaN            NaN            NaN            NaN  0.201674       0.252927                 NaN  0.245043        1.65730                 NaN            NaN
  1235.59        500.000        97.7636                 NaN            NaN            NaN            NaN            NaN  0.191591       0.235339                 NaN  0.230727        1.57870                 NaN            NaN
  1233.08        500.000        97.8710                 NaN            NaN            NaN            NaN            NaN  0.182090       0.220584                 NaN  0.218075        1.50827                 NaN            NaN
  1230.58        500.000        97.9720                 NaN            NaN            NaN            NaN            NaN  0.206538       0.173143                 NaN  0.205996        1.44236                 NaN            NaN
  1228.07        500.000        98.0639                 NaN            NaN            NaN            NaN            NaN  0.193881       0.165268                 NaN  0.195104        1.38184                 NaN            NaN
  1225.56        500.000        98.1509                 NaN            NaN            NaN            NaN            NaN  0.182134       0.157689                 NaN  0.184846        1.32442                 NaN            NaN
  1223.06        500.000        98.2311                 NaN            NaN            NaN            NaN            NaN  0.171377       0.150651                 NaN  0.175398        1.27143                 NaN            NaN
  1220.55        500.000        98.3073                 NaN            NaN            NaN            NaN            NaN  0.161371       0.143771                 NaN  0.166357        1.22120                 NaN            NaN
  1218.05        500.000        98.3184                 NaN            NaN            NaN            NaN            NaN  0.139690       0.153576                 NaN  0.162048        1.19763       0.286565E-001            NaN
  1215.54        500.000        89.0422                 NaN            NaN            NaN            NaN            NaN  0.340230       0.442058                 NaN  0.756857        4.83736        4.58132                 NaN
  1213.03        500.000        89.1370                 NaN            NaN            NaN            NaN            NaN  0.327262       0.444868                 NaN  0.748549        4.77278        4.56951                 NaN
  1210.53        500.000        89.3875                 NaN            NaN            NaN            NaN            NaN  0.313034       0.443911                 NaN  0.730490        4.65906        4.46603                 NaN
  1208.02        500.000        89.3967                 NaN            NaN            NaN            NaN            NaN  0.454718       0.302638                 NaN  0.728253        4.65486        4.46283                 NaN
  1205.51        500.000        89.0661                 NaN            NaN            NaN            NaN            NaN  0.298272       0.480120                 NaN  0.747139        4.80606        4.60227                 NaN
  1203.01        500.000        88.0237                 NaN            NaN            NaN            NaN            NaN  0.307436       0.537536                 NaN  0.811646        5.27987        5.03981                 NaN
  1200.50        500.000        85.2434                 NaN            NaN            NaN            NaN            NaN  0.324248       0.699905                 NaN  0.986494        6.53963        6.20634                 NaN
  1197.99        500.000        79.7347                 NaN  0.220838E-001            NaN            NaN            NaN   1.20864                 NaN            NaN   1.26258        9.09527        8.67671                 NaN
  1195.49        500.000        49.5836                 NaN  0.198175                 NaN            NaN            NaN   2.60152       0.163549       0.825317E-006   3.32476        22.4336        21.6948                 NaN
  1192.98        500.000                 NaN            NaN  0.323661                 NaN            NaN            NaN   5.38513                 NaN            NaN   6.56524        44.5907        42.7769       0.358408     
  1190.48        500.000                 NaN            NaN  0.304097                 NaN            NaN            NaN   5.49624                 NaN            NaN   6.57874        44.5506        42.7168       0.353431     
  1187.97        500.000                 NaN            NaN  0.284253                 NaN            NaN            NaN   3.25960        2.34694                 NaN   6.59155        44.5138        42.6552       0.348667     
  1185.46        500.000                 NaN            NaN  0.249203                 NaN            NaN            NaN   2.89297        2.91474                 NaN   6.61617        44.4406        42.5468       0.339490     
  1182.96        500.000                 NaN            NaN  0.190740                 NaN            NaN            NaN   6.14623                 NaN            NaN   6.65800        44.3158        42.3654       0.323802     
  1180.45        500.000                 NaN            NaN  0.144548                 NaN            NaN            NaN   2.56988        3.82329                 NaN   6.67875        44.2503        42.2178       0.315428     
  1177.94        500.000                 NaN            NaN  0.796569E-001            NaN            NaN            NaN   3.19506        3.55927       0.266675E-004   6.71718        44.1365        42.0120       0.300274     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21289                 NaN            NaN   6.77437        43.9705        41.7631       0.279109     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.39415        2.82061                 NaN   6.77615        43.9654        41.7652       0.278470     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.39971        5.81946                 NaN   6.78025        43.9559        41.7676       0.277062     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.20038                 NaN            NaN   6.76938        43.9813        41.7665       0.282382     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21033                 NaN            NaN   6.77806        43.9633        41.7691       0.279300     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.22197                 NaN            NaN   6.78742        43.9419        41.7729       0.275810     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.23118                 NaN            NaN   6.79481        43.9238        41.7767       0.273493     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.952340        2.61708        3.60951        6.75254        44.0146        41.7678       0.286040     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.65918        2.53561                 NaN   6.76023        43.9900        41.7728       0.282193     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.66075        2.53647                 NaN   6.76314        43.9831        41.7750       0.281514     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.66235        2.53733                 NaN   6.76605        43.9762        41.7772       0.280831     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.66396        2.53820                 NaN   6.76897        43.9693        41.7794       0.280143     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.38268        5.85094       0.141145E-004   6.80391        43.9044        41.7866       0.271471     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.41210        5.82417       0.737569E-004   6.80705        43.8972        41.7888       0.270615     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.45489        5.78439       0.650623E-004   6.81023        43.8896        41.7911       0.269772     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.51421        5.72816       0.570742E-004   6.81342        43.8818        41.7935       0.268924     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.56677        5.67868       0.501196E-004   6.81660        43.8740        41.7958       0.268071     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.62390        5.62466       0.440076E-004   6.81979        43.8662        41.7982       0.267217     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.69034        5.56138       0.385725E-004   6.82296        43.8584        41.8005       0.266360     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.74759        5.50728       0.339688E-004   6.82614        43.8506        41.8029       0.265498     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.80733        5.45054       0.298121E-004   6.82929        43.8429        41.8053       0.264646     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.87733        5.38372       0.261186E-004   6.83243        43.8351        41.8076       0.263786     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.94461        5.31962       0.229645E-004   6.83558        43.8272        41.8100       0.262925     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.01197        5.25546       0.202259E-004   6.83871        43.8194        41.8124       0.262064     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.07957        5.19116       0.178562E-004   6.84186        43.8114        41.8148       0.261195     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.15003        5.12390       0.158127E-004   6.84496        43.8036        41.8171       0.260338     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.71690        3.53870                 NaN   6.82822        43.8345        41.8158       0.265848     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.71443        3.54401                 NaN   6.83126        43.8273        41.8180       0.264976     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.71138        3.54990                 NaN   6.83430        43.8201        41.8202       0.264100     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.70798        3.55617                 NaN   6.83735        43.8129        41.8224       0.263219     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.70397        3.56306                 NaN   6.84041        43.8057        41.8246       0.262334     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.69961        3.57030                 NaN   6.84346        43.7984        41.8268       0.261445     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.69468        3.57813                 NaN   6.84653        43.7912        41.8290       0.260551     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.68916        3.58655                 NaN   6.84960        43.7839        41.8311       0.259653     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.59087        3.68992                 NaN   6.85421        43.7726        41.8339       0.258414     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.58610        3.69765                 NaN   6.85730        43.7653        41.8361       0.257503     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.58054        3.70618                 NaN   6.86040        43.7580        41.8383       0.256588     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.57464        3.71504                 NaN   6.86350        43.7506        41.8405       0.255670     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.56800        3.72467                 NaN   6.86662        43.7432        41.8427       0.254747     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.56083        3.73482                 NaN   6.86972        43.7359        41.8449       0.253823     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.55650        3.74224                 NaN   6.87285        43.7284        41.8472       0.252897     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.56848        3.73385                 NaN   6.87604        43.7200        41.8496       0.251985     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.57990        3.72594                 NaN   6.87921        43.7118        41.8521       0.251077     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.72148        3.55826                 NaN   6.85793        43.7565        41.8484       0.257466     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.17070        4.12526                 NaN   6.86651        43.7274        41.8549       0.255303     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.19467        4.10381                 NaN   6.86914        43.7209        41.8570       0.254514     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.64493        3.64488       0.335260E-004   6.86526        43.7330        41.8563       0.255672     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.66777        3.70412                 NaN   6.93266        43.5864        41.8744       0.234707     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.76702        4.38688                 NaN   6.80008        43.9434        41.8253       0.277362     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.67145        3.62634       0.333943E-004   6.87360        43.7128        41.8626       0.253191     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.78716        4.36871       0.140814E-005   6.80365        43.9353        41.8288       0.276365     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.69474        3.60835                 NaN   6.87920        43.6993        41.8668       0.251547     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.70334        3.60235                 NaN   6.88192        43.6928        41.8689       0.250714     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.81787        4.34124       0.136297E-005   6.80930        43.9227        41.8341       0.274767     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.70624        3.60627       0.581102E-004   6.88805        43.6767        41.8737       0.248976     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.83308        4.32774       0.134277E-005   6.81343        43.9145        41.8375       0.273790     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.69722        3.62143       0.624839E-004   6.89357        43.6618        41.8784       0.247461     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.69374        3.62865       0.658364E-004   6.89681        43.6531        41.8810       0.246649     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.86421        4.29991       0.132773E-005   6.81829        43.9025        41.8429       0.272189     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.87358        4.29141       0.132551E-005   6.82010        43.8987        41.8446       0.271693     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.69832        3.63520       0.710491E-004   6.90708        43.6271        41.8884       0.243818     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.89472        4.27303       0.133065E-005   6.82331        43.8901        41.8482       0.270599     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.86206        4.31657       0.148490E-005   6.82746        43.8727        41.8526       0.268609     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.26743        4.09009                 NaN   6.91896        43.5828        41.9004       0.240330     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.59255        3.83095                 NaN   6.97688        43.4639        41.9139       0.221820     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.88655        3.54020                 NaN   6.97986        43.4562        41.9163       0.220959     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.88836        3.53423                 NaN   6.97812        43.4614        41.9164       0.221452     
