|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1563.66        2500.00                 NaN   99.7478       0.233472       0.187734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.08        2500.00                 NaN   99.0850       0.828455       0.865622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.51        2500.00                 NaN   99.3847       0.589429       0.258503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.93        2500.00                 NaN   99.3896       0.566078       0.442747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00                 NaN   99.3936       0.563436       0.430132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00                 NaN   99.4007       0.555821       0.434810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.21        2500.00                 NaN   99.3992       0.558601       0.421959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.64        2500.00                 NaN   99.4136       0.545900       0.404640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        2500.00                 NaN   99.4130       0.547262       0.397433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.49        2500.00                 NaN   99.4022       0.560158       0.376264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        2500.00                 NaN   99.4354       0.526947       0.376625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00                 NaN   99.2594       0.697408       0.431464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00                 NaN   99.7851       0.201579       0.133099E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00                 NaN   99.2411       0.709691       0.492186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00                 NaN   99.4379       0.527366       0.347635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00                 NaN   99.4443       0.517517       0.381589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00                 NaN   99.4469       0.523376       0.297059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00                 NaN   99.4488       0.517661       0.335024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00                 NaN   99.4533       0.523195       0.235427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00                 NaN   99.4593       0.503734       0.369208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00                 NaN   99.6350       0.354172       0.107973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00                 NaN   99.2926       0.658981       0.484452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00                 NaN   99.4693       0.501580       0.290886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00                 NaN   99.4730       0.499210       0.277464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00                 NaN   99.3475       0.850778E-001            NaN            NaN  0.567450                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00                 NaN   99.3045       0.374315E-001            NaN            NaN  0.658104                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00                 NaN   99.3011                 NaN            NaN            NaN  0.698905                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00                 NaN   99.2841                 NaN            NaN            NaN  0.715919                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00                 NaN   99.3123                 NaN            NaN            NaN  0.687660                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00                 NaN   99.2942                 NaN            NaN            NaN  0.705777                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00                 NaN   99.2886                 NaN            NaN            NaN  0.711372                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00                 NaN   99.2848                 NaN            NaN            NaN  0.715161                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00                 NaN   99.5208                 NaN            NaN            NaN  0.479151                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00                 NaN   99.0265                 NaN            NaN            NaN  0.973482                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00                 NaN   98.9616                 NaN            NaN            NaN  0.520167       0.518267                 NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00                 NaN   98.8658                 NaN            NaN            NaN  0.690486       0.443670                 NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00                 NaN   98.8785                 NaN            NaN            NaN  0.682503       0.439031                 NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00                 NaN   98.8900                 NaN            NaN            NaN  0.434180       0.675778                 NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00                 NaN   98.9048                 NaN            NaN            NaN  0.667569       0.427675                 NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00                 NaN   98.9154                 NaN            NaN            NaN  0.423412       0.661216                 NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00                 NaN   98.9269                 NaN  0.347610E-003            NaN  0.654539       0.418189                 NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00                 NaN   98.9370                 NaN  0.237406E-005            NaN  0.414440       0.648531                 NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00                 NaN   98.9488                 NaN            NaN            NaN  0.642002       0.409233                 NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00                 NaN   98.9595                 NaN            NaN            NaN  0.404614       0.635883                 NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00                 NaN   98.9706                 NaN            NaN            NaN  0.629544       0.399902                 NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00                 NaN   98.9797                 NaN  0.673126E-005            NaN  0.623619       0.396642                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN   98.9916                 NaN            NaN            NaN  0.616815       0.391614                 NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00                 NaN   99.0006                 NaN            NaN            NaN  0.611600       0.387760                 NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00                 NaN   99.0098                 NaN  0.103939E-004            NaN  0.606510       0.383683                 NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00                 NaN   99.0178                 NaN            NaN            NaN  0.602320       0.379919                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00                 NaN   99.0315                 NaN            NaN            NaN  0.593870       0.374672                 NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00                 NaN   99.0384                 NaN            NaN            NaN  0.590020       0.371567                 NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00                 NaN   99.2138                 NaN  0.472753E-003            NaN  0.483874       0.301863                 NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00                 NaN   98.8851                 NaN  0.176721E-005            NaN  0.429357       0.685515                 NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00                 NaN   99.0657                 NaN            NaN            NaN  0.573991       0.360267                 NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00                 NaN   99.0746                 NaN  0.444219E-002            NaN  0.570653       0.350295                 NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00                 NaN   99.1257                 NaN  0.123539E-001            NaN  0.318540       0.543412                 NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00                 NaN   99.0504                 NaN  0.114626E-001            NaN  0.348643       0.589457                 NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00                 NaN   99.0996                 NaN  0.105710E-001            NaN  0.329638       0.560220                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN   99.1079                 NaN  0.954901E-002            NaN  0.327582       0.554986                 NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00                 NaN   99.1151                 NaN  0.874699E-002            NaN  0.550443       0.325682                 NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   99.1225                 NaN  0.788544E-002            NaN  0.545821       0.323794                 NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00                 NaN   99.1330                 NaN  0.203316E-001            NaN  0.300864       0.545759                 NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00                 NaN   99.1415                 NaN  0.249330E-001            NaN  0.291119       0.542453                 NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00                 NaN   99.1453                 NaN  0.111586E-001            NaN  0.535101       0.308415                 NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00                 NaN   99.1462                 NaN            NaN            NaN  0.324215       0.529598                 NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00                 NaN   99.1559                 NaN  0.348742E-003            NaN  0.524892       0.318817                 NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00                 NaN   99.1616                 NaN            NaN            NaN  0.316740       0.521636                 NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00                 NaN   99.1685                 NaN            NaN            NaN  0.313555       0.517916                 NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00                 NaN   98.5711                 NaN  0.510454E-001            NaN  0.584190       0.490107       0.303564                 NaN            NaN            NaN            NaN
  1453.44        2500.00                 NaN   97.5301                 NaN  0.212255                 NaN  0.697685       0.712771       0.847190                 NaN            NaN            NaN            NaN
  1451.87        2500.00                 NaN   97.5907                 NaN  0.209766                 NaN  0.697426       0.674994       0.827114                 NaN            NaN            NaN            NaN
  1450.30        2500.00                 NaN   97.6488                 NaN  0.207275                 NaN  0.682288       0.653664       0.807955                 NaN            NaN            NaN            NaN
  1448.72        2500.00                 NaN   97.6825                 NaN  0.207999                 NaN  0.676258       0.635230       0.798045                 NaN            NaN            NaN            NaN
  1447.15        2500.00                 NaN   97.7866                 NaN  0.198540                 NaN  0.643306       0.610517       0.761087                 NaN            NaN            NaN            NaN
  1445.57        2500.00                 NaN   97.8072                 NaN  0.201305                 NaN  0.640411       0.595317       0.755755                 NaN            NaN            NaN            NaN
  1444.00        2500.00                 NaN   97.8641                 NaN  0.197257                 NaN  0.623840       0.578319       0.736500                 NaN            NaN            NaN            NaN
  1442.42        2500.00                 NaN   97.9066                 NaN  0.196353                 NaN  0.560649       0.613632       0.722735                 NaN            NaN            NaN            NaN
  1440.85        2500.00                 NaN   97.9555                 NaN  0.193875                 NaN  0.600268       0.543909       0.706495                 NaN            NaN            NaN            NaN
  1439.27        2500.00                 NaN   97.9987                 NaN  0.192129                 NaN  0.527993       0.589004       0.692126                 NaN            NaN            NaN            NaN
  1437.70        2500.00                 NaN   98.0400                 NaN  0.190429                 NaN  0.577890       0.513117       0.678587                 NaN            NaN            NaN            NaN
  1436.13        2500.00                 NaN   98.0805                 NaN  0.186313                 NaN  0.562855       0.505321       0.664989                 NaN            NaN            NaN            NaN
  1434.55        2500.00                 NaN   98.1385                 NaN  0.187868                 NaN  0.551774       0.476726       0.645087                 NaN            NaN            NaN            NaN
  1432.98        2500.00                 NaN   98.1581                 NaN  0.185424                 NaN  0.546283       0.470721       0.639428                 NaN            NaN            NaN            NaN
  1431.40        2500.00                 NaN   98.1988                 NaN  0.182822                 NaN  0.457673       0.535552       0.625121                 NaN            NaN            NaN            NaN
  1429.83        2500.00                 NaN   98.2329                 NaN  0.181634                 NaN  0.444528       0.527122       0.613822                 NaN            NaN            NaN            NaN
  1428.25        2500.00                 NaN   98.2713                 NaN  0.180053                 NaN  0.431845       0.515957       0.600817                 NaN            NaN            NaN            NaN
  1426.68        2500.00                 NaN   98.3028                 NaN  0.178454                 NaN  0.507428       0.420877       0.590406                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.3345                 NaN  0.177258                 NaN  0.499053       0.409503       0.579725                 NaN            NaN            NaN            NaN
  1423.53        2500.00                 NaN   98.3666                 NaN  0.175353                 NaN  0.398121       0.491100       0.568826                 NaN            NaN            NaN            NaN
  1421.96        2500.00                 NaN   98.3960                 NaN  0.174102                 NaN  0.388289       0.482539       0.559106                 NaN            NaN            NaN            NaN
  1420.38        2500.00                 NaN   98.4272                 NaN  0.172669                 NaN  0.473991       0.377697       0.548493                 NaN            NaN            NaN            NaN
  1418.81        2500.00                 NaN   98.4553                 NaN  0.171209                 NaN  0.367211       0.467413       0.538867                 NaN            NaN            NaN            NaN
  1417.23        2500.00                 NaN   98.4827                 NaN  0.169925                 NaN  0.458919       0.358766       0.529671                 NaN            NaN            NaN            NaN
  1415.66        2500.00                 NaN   98.5105                 NaN  0.168526                 NaN  0.452273       0.348621       0.520122                 NaN            NaN            NaN            NaN
  1414.08        2500.00                 NaN   98.5357                 NaN  0.167516                 NaN  0.339342       0.445946       0.511542                 NaN            NaN            NaN            NaN
  1412.51        2500.00                 NaN   98.5568                 NaN  0.167574                 NaN  0.331339       0.438988       0.505254                 NaN            NaN            NaN            NaN
  1410.93        2500.00                 NaN   98.5925                 NaN  0.162745                 NaN  0.323540       0.429808       0.491402                 NaN            NaN            NaN            NaN
  1409.36        2500.00                 NaN   98.6107                 NaN  0.163635                 NaN  0.314095       0.425392       0.486216                 NaN            NaN            NaN            NaN
  1407.79        2500.00                 NaN   98.6354                 NaN  0.161737                 NaN  0.306824       0.418548       0.477457                 NaN            NaN            NaN            NaN
  1406.21        2500.00                 NaN   98.6563                 NaN  0.160771                 NaN  0.413194       0.299275       0.470420                 NaN            NaN            NaN            NaN
  1404.64        2500.00                 NaN   98.6823                 NaN  0.159527                 NaN  0.405985       0.290795       0.461416                 NaN            NaN            NaN            NaN
  1403.06        2500.00                 NaN   98.7021                 NaN  0.158317                 NaN  0.400907       0.284077       0.454644                 NaN            NaN            NaN            NaN
  1401.49        2500.00                 NaN   98.7226                 NaN  0.157163                 NaN  0.395122       0.277496       0.447596                 NaN            NaN            NaN            NaN
  1399.91        2500.00                 NaN   98.7433                 NaN  0.155949                 NaN  0.389482       0.270724       0.440532                 NaN            NaN            NaN            NaN
  1398.34        2500.00                 NaN   98.7639                 NaN  0.154534                 NaN  0.384031       0.264351       0.433198                 NaN            NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.7834                 NaN  0.153436                 NaN  0.378683       0.257909       0.426582                 NaN            NaN            NaN            NaN
  1395.19        2500.00                 NaN   98.8024                 NaN  0.152239                 NaN  0.373451       0.251904       0.420020                 NaN            NaN            NaN            NaN
  1393.62        2500.00                 NaN   98.8209                 NaN  0.152994                 NaN  0.242894       0.369215       0.413949                 NaN            NaN            NaN            NaN
  1392.04        2500.00                 NaN   98.8392                 NaN  0.147782                 NaN  0.243809       0.362482       0.406721                 NaN            NaN            NaN            NaN
  1390.47        2500.00                 NaN   98.8563                 NaN  0.148657                 NaN  0.358841       0.235033       0.401196                 NaN            NaN            NaN            NaN
  1388.89        2500.00                 NaN   98.8725                 NaN  0.147936                 NaN  0.228485       0.355371       0.395667                 NaN            NaN            NaN            NaN
  1387.32        2500.00                 NaN   98.8921                 NaN  0.145617                 NaN  0.348630       0.225182       0.388442                 NaN            NaN            NaN            NaN
  1385.74        2500.00                 NaN   98.9074                 NaN  0.144966                 NaN  0.344641       0.219739       0.383274                 NaN            NaN            NaN            NaN
  1384.17        2500.00                 NaN   98.9235                 NaN  0.143959                 NaN  0.340863       0.214004       0.377723                 NaN            NaN            NaN            NaN
  1382.59        2500.00                 NaN   98.9393                 NaN  0.142214                 NaN  0.210563       0.336026       0.371944                 NaN            NaN            NaN            NaN
  1381.02        2500.00                 NaN   98.9542                 NaN  0.141245                 NaN  0.205852       0.332011       0.366704                 NaN            NaN            NaN            NaN
  1379.45        2500.00                 NaN   98.9683                 NaN  0.140216                 NaN  0.201926       0.327837       0.361745                 NaN            NaN            NaN            NaN
  1377.87        2500.00                 NaN   98.9845                 NaN  0.138449                 NaN  0.323500       0.197686       0.355849                 NaN            NaN            NaN            NaN
  1376.30        2500.00                 NaN   98.9975                 NaN  0.137314                 NaN  0.194687       0.319174       0.351326                 NaN            NaN            NaN            NaN
  1374.72        2500.00                 NaN   99.0118                 NaN  0.136107                 NaN  0.316343       0.189575       0.346132                 NaN            NaN            NaN            NaN
  1373.15        2500.00                 NaN   99.0258                 NaN  0.135090                 NaN  0.311649       0.186225       0.341244                 NaN            NaN            NaN            NaN
  1371.57        2500.00                 NaN   99.0393                 NaN  0.133322                 NaN  0.307806       0.183201       0.336349                 NaN            NaN            NaN            NaN
  1370.00        2500.00                 NaN   99.0499                 NaN  0.132947                 NaN  0.178724       0.305968       0.332451                 NaN            NaN            NaN            NaN
  1368.42        2500.00                 NaN   99.0668                 NaN  0.130009                 NaN  0.300080       0.176965       0.326151                 NaN            NaN            NaN            NaN
  1366.85        2500.00                 NaN   99.0778                 NaN  0.129284                 NaN  0.173556       0.297071       0.322313                 NaN            NaN            NaN            NaN
  1365.27        2500.00                 NaN   99.0897                 NaN  0.127962                 NaN  0.170538       0.293734       0.318031                 NaN            NaN            NaN            NaN
  1363.70        2500.00                 NaN   99.1020                 NaN  0.126549                 NaN  0.167838       0.290056       0.313591                 NaN            NaN            NaN            NaN
  1362.13        2500.00                 NaN   99.1123                 NaN  0.125061                 NaN  0.286820       0.166083       0.309710                 NaN            NaN            NaN            NaN
  1360.55        2500.00                 NaN   99.1253                 NaN  0.123858                 NaN  0.161622       0.284177       0.305019                 NaN            NaN            NaN            NaN
  1358.98        2500.00                 NaN   99.1356                 NaN  0.121944                 NaN  0.280343       0.161018       0.301119                 NaN            NaN            NaN            NaN
  1357.40        2500.00                 NaN   99.1472                 NaN  0.120589                 NaN  0.276629       0.158714       0.296879                 NaN            NaN            NaN            NaN
  1355.83        2500.00                 NaN   99.1577                 NaN  0.119240                 NaN  0.156460       0.273587       0.293024                 NaN            NaN            NaN            NaN
  1354.25        2500.00                 NaN   99.1682                 NaN  0.118008                 NaN  0.154186       0.270360       0.289259                 NaN            NaN            NaN            NaN
  1352.68        2500.00                 NaN   99.1771                 NaN  0.115918                 NaN  0.267208       0.153922       0.285863                 NaN            NaN            NaN            NaN
  1351.10        2500.00                 NaN   99.1902                 NaN  0.114098                 NaN  0.263518       0.151487       0.280690                 NaN            NaN            NaN            NaN
  1349.53        2500.00                 NaN   99.1979                 NaN  0.113117                 NaN  0.149981       0.260846       0.278152                 NaN            NaN            NaN            NaN
  1347.96        2500.00                 NaN   99.2069                 NaN  0.110988                 NaN  0.256802       0.150604       0.274704                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   99.2174                 NaN  0.108987                 NaN  0.149043       0.254158       0.270366                 NaN            NaN            NaN            NaN
  1344.81        2500.00                 NaN   99.2267                 NaN  0.107848                 NaN  0.147071       0.251330       0.267048                 NaN            NaN            NaN            NaN
  1343.23        2500.00                 NaN   99.2359                 NaN  0.106120                 NaN  0.146222       0.248220       0.263553                 NaN            NaN            NaN            NaN
  1341.66        2500.00                 NaN   99.2425                 NaN  0.104458                 NaN  0.246549       0.145571       0.260953                 NaN            NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.2536                 NaN  0.102433                 NaN  0.242170       0.145101       0.256657                 NaN            NaN            NaN            NaN
  1338.51        2500.00                 NaN   99.2610                 NaN  0.100721                 NaN  0.239360       0.145063       0.253809                 NaN            NaN            NaN            NaN
  1336.93        2500.00                 NaN   99.2698                 NaN  0.991260E-001            NaN  0.144471       0.236081       0.250565                 NaN            NaN            NaN            NaN
  1335.36        2500.00                 NaN   99.2777                 NaN  0.974002E-001            NaN  0.143972       0.233427       0.247540                 NaN            NaN            NaN            NaN
  1333.79        2500.00                 NaN   99.2855                 NaN  0.954333E-001            NaN  0.230309       0.144446       0.244354                 NaN            NaN            NaN            NaN
  1332.21        2500.00                 NaN   99.2934                 NaN  0.934833E-001            NaN  0.144852       0.226950       0.241295                 NaN            NaN            NaN            NaN
  1330.64        2500.00                 NaN   99.3002                 NaN  0.922601E-001            NaN  0.144478       0.224338       0.238706                 NaN            NaN            NaN            NaN
  1329.06        2500.00                 NaN   99.3089                 NaN  0.893514E-001            NaN  0.146151       0.220486       0.235143                 NaN            NaN            NaN            NaN
  1327.49        2500.00                 NaN   99.3155                 NaN  0.879598E-001            NaN  0.218255       0.145587       0.232666                 NaN            NaN            NaN            NaN
  1325.91        2500.00                 NaN   99.3230                 NaN  0.860023E-001            NaN  0.214947       0.146328       0.229696                 NaN            NaN            NaN            NaN
  1324.34        2500.00                 NaN   99.3295                 NaN  0.839776E-001            NaN  0.147461       0.211975       0.227062                 NaN            NaN            NaN            NaN
  1322.76        2500.00                 NaN   99.3367                 NaN  0.822578E-001            NaN  0.208635       0.148009       0.224348                 NaN            NaN            NaN            NaN
  1321.19        2500.00                 NaN   99.3429                 NaN  0.802586E-001            NaN  0.206540       0.148605       0.221734                 NaN            NaN            NaN            NaN
  1319.62        2500.00                 NaN   99.3499                 NaN  0.781575E-001            NaN  0.150082       0.202821       0.219017                 NaN            NaN            NaN            NaN
  1318.04        2500.00                 NaN   99.3552                 NaN  0.758900E-001            NaN  0.199341       0.152773       0.216756                 NaN            NaN            NaN            NaN
  1316.47        2500.00                 NaN   99.3542                 NaN  0.844508E-001            NaN  0.217141       0.124956       0.219262                 NaN            NaN            NaN            NaN
  1314.89        2500.00                 NaN   99.3723                 NaN  0.604671E-001            NaN  0.170778       0.189141       0.207282                 NaN            NaN            NaN            NaN
  1313.32        2500.00                 NaN   99.3705                 NaN  0.698929E-001            NaN  0.187635       0.161095       0.210889                 NaN            NaN            NaN            NaN
  1311.74        2500.00                 NaN   99.3816                 NaN  0.670461E-001            NaN  0.186685       0.158895       0.205781                 NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN   99.3848                 NaN  0.656410E-001            NaN  0.161569       0.183048       0.204907                 NaN            NaN            NaN            NaN
