|6.6.6
Archiving\03_Data\eq/QFM/WD94/WD94_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           Sp(TH)         O(HP)          pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1291.67        2500.00                 NaN            NaN   1.01816        52.0989       0.774410        27.1216        9.93515        4.43477        1.65850        2.95849                 NaN
  1288.46        2500.00                 NaN            NaN   1.01818        52.0987       0.774416        27.1216        9.93516        4.43480        1.65860        2.95855                 NaN
  1285.26        2500.00                 NaN            NaN   1.01821        52.0984       0.774423        27.1217        9.93516        4.43482        1.65869        2.95860                 NaN
  1282.05        2500.00                 NaN            NaN   1.04536        52.2087       0.774194        26.9554        4.39417        9.78868        1.85734        2.97620                 NaN
  1278.85        2500.00                 NaN            NaN   1.04539        52.2084       0.774200        26.9554        4.39419        9.78868        1.85745        2.97626                 NaN
  1275.64        2500.00                 NaN            NaN   1.04541        52.2082       0.774206        26.9555        4.39421        9.78869        1.85755        2.97632                 NaN
  1272.44        2500.00                 NaN            NaN   1.04543        52.2079       0.774212        26.9555        4.39424        9.78869        1.85766        2.97637                 NaN
  1269.23        2500.00                 NaN            NaN   1.04546        52.2077       0.774219        26.9555        4.39426        9.78869        1.85777        2.97643                 NaN
  1266.03        2500.00                 NaN            NaN   1.04548        52.2074       0.774225        26.9555        4.39428        9.78870        1.85787        2.97649                 NaN
  1262.82        2500.00                 NaN            NaN   1.04551        52.2072       0.774231        26.9556        4.39431        9.78870        1.85798        2.97654                 NaN
  1259.62        2500.00                 NaN            NaN   1.04553        52.2069       0.774237        26.9556        4.39433        9.78871        1.85808        2.97660                 NaN
  1256.41        2500.00                 NaN            NaN   1.07448        52.3028       0.774035        26.8077        9.66436        4.34711        2.03917        2.99036                 NaN
  1253.21        2500.00                 NaN            NaN   1.07450        52.3025       0.774041        26.8077        9.66436        4.34713        2.03928        2.99042                 NaN
  1250.00        2500.00                 NaN            NaN   1.07453        52.3023       0.774047        26.8078        9.66436        4.34716        2.03940        2.99048                 NaN
  1246.79        2500.00                 NaN            NaN   1.07455        52.3020       0.774053        26.8078        9.66436        4.34718        2.03951        2.99053                 NaN
  1243.59        2500.00                 NaN            NaN   1.07458        52.3018       0.774059        26.8078        9.66436        4.34721        2.03963        2.99059                 NaN
  1240.38        2500.00                 NaN            NaN   1.07460        52.3015       0.774064        26.8078        9.66436        4.34723        2.03974        2.99064                 NaN
  1237.18        2500.00                 NaN            NaN   1.07463        52.3012       0.774070        26.8079        9.66437        4.34725        2.03986        2.99070                 NaN
  1233.97        2500.00                 NaN            NaN   1.07465        52.3010       0.774076        26.8079        9.66437        4.34728        2.03998        2.99076                 NaN
  1230.77        2500.00                 NaN            NaN   1.10567        52.3825       0.773900        26.6801        4.29358        9.55961        2.20371        3.00087                 NaN
  1227.56        2500.00                 NaN            NaN   1.10569        52.3822       0.773906        26.6802        4.29361        9.55961        2.20384        3.00093                 NaN
  1224.36        2500.00                 NaN            NaN   1.10572        52.3820       0.773912        26.6802        4.29363        9.55961        2.20396        3.00099                 NaN
  1221.15        2500.00                 NaN            NaN   1.10574        52.3817       0.773917        26.6802        4.29366        9.55961        2.20408        3.00104                 NaN
  1217.95        2500.00                 NaN            NaN   1.10577        52.3814       0.773923        26.6803        4.29368        9.55961        2.20421        3.00110                 NaN
  1214.74        2500.00                 NaN            NaN   1.10579        52.3812       0.773929        26.6803        4.29371        9.55961        2.20433        3.00115                 NaN
  1211.54        2500.00                 NaN            NaN   1.10582        52.3809       0.773934        26.6803        4.29373        9.55961        2.20446        3.00121                 NaN
  1208.33        2500.00                 NaN            NaN   1.10584        52.3806       0.773940        26.6804        4.29376        9.55961        2.20458        3.00127                 NaN
  1205.13        2500.00                 NaN            NaN   1.13884        52.4494       0.773787        26.5721        4.23503        9.46985        2.35272        3.00832                 NaN
  1201.92        2500.00                 NaN            NaN   1.13887        52.4491       0.773793        26.5721        4.23505        9.46985        2.35285        3.00838                 NaN
  1198.72        2500.00                 NaN            NaN   1.13889        52.4488       0.773798        26.5721        4.23508        9.46985        2.35298        3.00844                 NaN
  1195.51        2500.00                 NaN            NaN   1.13892        52.4486       0.773804        26.5722        4.23510        9.46985        2.35312        3.00849                 NaN
  1192.31        2500.00                 NaN            NaN   1.13894        52.4483       0.773809        26.5722        4.23513        9.46985        2.35325        3.00855                 NaN
  1189.10        2500.00                 NaN            NaN   1.13897        52.4480       0.773815        26.5722        4.23515        9.46984        2.35338        3.00860                 NaN
  1185.90        2500.00                 NaN            NaN   1.13900        52.4477       0.773820        26.5723        4.23518        9.46984        2.35351        3.00866                 NaN
  1182.69        2500.00                 NaN            NaN   1.13902        52.4475       0.773825        26.5723        4.23520        9.46984        2.35365        3.00871                 NaN
  1179.49        2500.00                 NaN            NaN   1.17424        52.5031       0.773696        26.4851        4.17023        9.39460        2.48636        3.01265                 NaN
  1176.28        2500.00                 NaN            NaN   1.17426        52.5029       0.773702        26.4851        4.17026        9.39460        2.48650        3.01271                 NaN
  1173.08        2500.00                 NaN            NaN   1.17429        52.5026       0.773707        26.4851        4.17028        9.39460        2.48664        3.01276                 NaN
  1169.87        2500.00                 NaN            NaN   1.17432        52.5023       0.773712        26.4852        4.17031        9.39459        2.48678        3.01282                 NaN
  1166.67        2500.00                 NaN            NaN   1.17434        52.5020       0.773717        26.4852        4.17033        9.39459        2.48692        3.01287                 NaN
  1163.46        2500.00                 NaN            NaN   1.17437        52.5017       0.773722        26.4853        4.17036        9.39458        2.48706        3.01293                 NaN
  1160.26        2500.00                 NaN            NaN   1.17440        52.5014       0.773728        26.4853        4.17039        9.39458        2.48720        3.01298                 NaN
  1157.05        2500.00                 NaN            NaN   1.17442        52.5011       0.773733        26.4853        4.17041        9.39458        2.48734        3.01304                 NaN
  1153.85        2500.00                 NaN            NaN   1.21266        52.5427       0.773630        26.4181        9.33364        4.10238        2.60341        3.01354                 NaN
  1150.64        2500.00                 NaN            NaN   1.21269        52.5424       0.773635        26.4181        9.33364        4.10240        2.60356        3.01360                 NaN
  1147.44        2500.00                 NaN            NaN   1.21272        52.5421       0.773640        26.4181        9.33363        4.10243        2.60370        3.01365                 NaN
  1144.23        2500.00                 NaN            NaN   1.21275        52.5418       0.773645        26.4182        9.33363        4.10246        2.60385        3.01371                 NaN
  1141.03        2500.00                 NaN            NaN   1.21277        52.5415       0.773650        26.4182        9.33362        4.10248        2.60399        3.01376                 NaN
  1137.82        2500.00                 NaN            NaN   1.21280        52.5412       0.773655        26.4183        9.33362        4.10251        2.60414        3.01381                 NaN
  1134.62        2500.00                 NaN            NaN   1.21283        52.5409       0.773660        26.4183        9.33361        4.10254        2.60428        3.01387                 NaN
  1131.41        2500.00                 NaN            NaN   1.21285        52.5406       0.773665        26.4183        9.33360        4.10256        2.60443        3.01392                 NaN
  1128.21        2500.00                 NaN            NaN   1.25396        52.5690       0.773585        26.3722        9.28437        4.03008        2.70603        3.01072                 NaN
  1125.00        2500.00                 NaN            NaN   1.25399        52.5687       0.773589        26.3723        9.28436        4.03010        2.70619        3.01077                 NaN
  1121.79        2500.00                 NaN            NaN   1.25401        52.5684       0.773594        26.3723        9.28435        4.03013        2.70634        3.01083                 NaN
  1118.59        2500.00                 NaN            NaN   1.25404        52.5681       0.773599        26.3724        9.28434        4.03016        2.70649        3.01088                 NaN
  1115.38        2500.00                 NaN            NaN   1.25407        52.5678       0.773604        26.3724        9.28434        4.03018        2.70664        3.01094                 NaN
  1112.18        2500.00                 NaN            NaN   1.25410        52.5675       0.773608        26.3725        9.28433        4.03021        2.70679        3.01099                 NaN
  1108.97        2500.00                 NaN            NaN   1.25412        52.5672       0.773613        26.3725        9.28432        4.03024        2.70694        3.01104                 NaN
  1105.77        2500.00                 NaN            NaN   1.25415        52.5669       0.773618        26.3725        9.28432        4.03027        2.70709        3.01110                 NaN
  1102.56        2500.00                 NaN            NaN   1.29915        52.5785       0.773567        26.3506        3.95339        9.25020        2.79244        3.00209                 NaN
  1099.36        2500.00                 NaN            NaN   1.29918        52.5782       0.773571        26.3507        3.95342        9.25019        2.79260        3.00214                 NaN
  1096.15        2500.00                 NaN            NaN   1.29920        52.5779       0.773576        26.3507        3.95344        9.25018        2.79275        3.00219                 NaN
  1092.95        2500.00                 NaN            NaN   1.29923        52.5776       0.773581        26.3508        3.95347        9.25018        2.79291        3.00225                 NaN
  1089.74        2500.00                 NaN            NaN   1.29926        52.5773       0.773585        26.3508        3.95350        9.25017        2.79306        3.00230                 NaN
  1086.54        2500.00                 NaN            NaN   1.29929        52.5770       0.773590        26.3509        3.95353        9.25016        2.79322        3.00235                 NaN
  1083.33        2500.00                 NaN            NaN   1.29932        52.5767       0.773594        26.3509        3.95355        9.25015        2.79337        3.00240                 NaN
  1080.13        2500.00                 NaN            NaN   1.29935        52.5764       0.773599        26.3509        3.95358        9.25014        2.79353        3.00246                 NaN
  1076.92        2500.00                 NaN            NaN   1.34772        52.5788       0.773568        26.3448        9.22228        3.87466        2.86413        2.99405                 NaN
  1073.72        2500.00                 NaN            NaN   1.34774        52.5785       0.773572        26.3448        9.22227        3.87469        2.86429        2.99411                 NaN
  1070.51        2500.00                 NaN            NaN   1.34777        52.5782       0.773576        26.3449        9.22226        3.87472        2.86445        2.99416                 NaN
  1067.31        2500.00                 NaN            NaN   1.34780        52.5779       0.773581        26.3449        9.22225        3.87475        2.86461        2.99421                 NaN
  1064.10        2500.00                 NaN            NaN   1.34783        52.5776       0.773585        26.3450        9.22224        3.87478        2.86477        2.99426                 NaN
  1060.90        2500.00                 NaN            NaN   1.34786        52.5773       0.773589        26.3450        9.22223        3.87481        2.86493        2.99431                 NaN
  1057.69        2500.00                 NaN            NaN   1.34789        52.5770       0.773594        26.3451        9.22222        3.87483        2.86509        2.99437                 NaN
  1054.49        2500.00                 NaN            NaN   1.34792        52.5766       0.773598        26.3451        9.22221        3.87486        2.86525        2.99442                 NaN
  1051.28        2500.00                 NaN            NaN   1.40146        52.5604       0.773599        26.3650        3.79218        9.20951        2.91904        2.97882                 NaN
  1048.08        2500.00                 NaN            NaN   1.40851        52.5569       0.773605        26.3690        9.20886        3.78202        2.92489        2.92488       0.513173E-001
  1044.87        2500.00                 NaN            NaN   1.41673        52.5459       0.773620        26.3781        9.21819        3.77749        2.92976        1.51797        1.44225     
  1041.67        2500.00                 NaN            NaN   1.42509        52.5341       0.773636        26.3881        3.77314        9.22822        2.93431       0.236760        2.70667     
  1038.46        2500.00                 NaN            NaN   1.43258        52.5294       0.773643        26.3931        9.22903        3.76319        2.93875                 NaN   2.94032     
  1035.26        2500.00                 NaN            NaN   1.43262        52.5292       0.773648        26.3931        9.22903        3.76322        2.93891                 NaN   2.94027     
  1032.05        2500.00                 NaN            NaN   1.43265        52.5289       0.773653        26.3932        9.22903        3.76326        2.93908                 NaN   2.94022     
  1028.85        2500.00                 NaN            NaN   1.43268        52.5286       0.773658        26.3933        9.22903        3.76329        2.93924                 NaN   2.94017     
  1025.64        2500.00                 NaN            NaN   1.46223        52.5164       0.773664        26.4104        9.22458        3.71674        2.95430                 NaN   2.94170     
  1022.44        2500.00                 NaN            NaN   1.46227        52.5161       0.773669        26.4105        9.22458        3.71677        2.95446                 NaN   2.94165     
  1019.23        2500.00                 NaN            NaN   1.46230        52.5158       0.773674        26.4106        9.22458        3.71680        2.95463                 NaN   2.94160     
  1016.03        2500.00                 NaN            NaN   1.46233        52.5155       0.773679        26.4107        9.22458        3.71684        2.95480                 NaN   2.94155     
  1012.82        2500.00                 NaN            NaN   1.46237        52.5153       0.773683        26.4108        9.22458        3.71687        2.95496                 NaN   2.94151     
  1009.62        2500.00                 NaN            NaN   1.46240        52.5150       0.773688        26.4108        9.22458        3.71691        2.95513                 NaN   2.94146     
  1006.41        2500.00                 NaN            NaN   1.46243        52.5147       0.773693        26.4109        9.22458        3.71694        2.95529                 NaN   2.94141     
  1003.21        2500.00                 NaN            NaN   1.46247        52.5144       0.773697        26.4110        9.22458        3.71698        2.95546                 NaN   2.94137     
  1000.00        2500.00                 NaN            NaN   1.52623        52.4780       0.773723        26.4606        9.22345        3.62189        2.97149                 NaN   2.94459     
