|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1209.18        500.000        98.3147                 NaN            NaN  0.266600       0.231229       0.210178       0.955656       0.215880E-001            NaN
  1207.68        500.000        98.8609                 NaN  0.771700E-001  0.181178                 NaN  0.158538       0.706330       0.158836E-001            NaN
  1206.19        500.000        82.4706                 NaN  0.533044        1.53814                 NaN   1.50476        6.97613       0.108592        6.86868     
  1204.69        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1203.20        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.101965E-005
  1201.70        500.000        74.9647                 NaN  0.719114        1.95716                 NaN   2.11154        9.98752       0.145996        10.1139     
  1200.21        500.000        82.6436                 NaN  0.472673        1.39096                 NaN   1.45543        6.95890       0.101139        6.97727     
  1198.72        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1197.22        500.000        99.9989                 NaN  0.347266E-004  0.925486E-004            NaN  0.959925E-004  0.452754E-003  0.596786E-005  0.443086E-003
  1195.73        500.000        65.5037                 NaN  0.983373        2.76471                 NaN   2.88080        13.8039       0.184838        13.8786     
  1194.23        500.000        99.9999                 NaN  0.203739E-005  0.108588E-005            NaN  0.555796E-005            NaN            NaN  0.469121E-004
  1192.74        500.000        99.9995                 NaN  0.608022E-004            NaN            NaN  0.523502E-004  0.222036E-003  0.137725E-005  0.177997E-003
  1191.25        500.000        99.9987                 NaN            NaN  0.821126E-004            NaN  0.920404E-004  0.541207E-003  0.886931E-005  0.558174E-003
  1189.75        500.000        80.5796                 NaN  0.633752        1.02832                 NaN   1.55593        8.07500       0.108782        8.01860     
  1188.26        500.000        85.9827                 NaN  0.265018        1.30036                 NaN   1.09242        5.73234       0.683074E-001   5.55888     
  1186.76        500.000        74.2251                 NaN  0.732856        1.39485                 NaN   2.01590        10.5257       0.137685        10.9678     
  1185.27        500.000                 NaN            NaN   2.03853        5.98471                 NaN   7.07178        44.3380       0.467179        40.0998     
  1183.78        500.000                 NaN            NaN   2.05414        5.95841                 NaN   7.07125        44.3400       0.468077        40.1081     
  1182.28        500.000                 NaN            NaN   2.31416        5.49271                 NaN   7.00689        44.4688       0.490871        40.2266     
  1180.79        500.000                 NaN            NaN   2.12241        5.83829                 NaN   7.07163        44.3505       0.472759        40.1444     
  1179.29        500.000                 NaN            NaN   2.32837        5.46937                 NaN   7.00724        44.4679       0.491478        40.2356     
  1177.80        500.000                 NaN            NaN   2.16101        5.77145                 NaN   7.06310        44.3693       0.475878        40.1592     
  1176.31        500.000                 NaN            NaN   2.34538        5.43241                 NaN   7.01650        44.4708       0.493051        40.2418     
  1174.81        500.000                 NaN            NaN   2.20856        5.67726                 NaN   7.05647        44.3942       0.481175        40.1823     
  1173.32        500.000                 NaN            NaN   2.42722        5.29034                 NaN   7.03029        44.4770       0.497140        40.2780     
  1171.82        500.000                 NaN            NaN   2.22525        5.66412                 NaN   7.06020        44.3771       0.479289        40.1940     
  1170.33        500.000                 NaN            NaN   2.42790        5.29313                 NaN   7.03014        44.4708       0.496774        40.2812     
  1168.83        500.000                 NaN            NaN   2.25791        5.60851                 NaN   7.05843        44.3821       0.481398        40.2117     
  1167.34        500.000                 NaN            NaN   2.37649        5.37601                 NaN   7.05175        44.4382       0.495719        40.2618     
  1165.85        500.000                 NaN            NaN   2.42228        5.29278                 NaN   7.03222        44.4725       0.498400        40.2818     
  1164.35        500.000                 NaN            NaN   2.42158        5.29442                 NaN   7.03115        44.4698       0.498832        40.2842     
  1162.86        500.000                 NaN            NaN   2.42293        5.29302                 NaN   7.03182        44.4669       0.498867        40.2865     
  1161.36        500.000                 NaN            NaN   2.42664        5.28698                 NaN   7.03386        44.4630       0.499211        40.2903     
  1159.87        500.000                 NaN            NaN   2.32819        5.48885                 NaN   7.05614        44.3903       0.485705        40.2508     
  1158.38        500.000                 NaN            NaN   2.41301        5.31715                 NaN   7.05202        44.4341       0.497113        40.2866     
  1156.88        500.000                 NaN            NaN   2.35672        5.43894                 NaN   7.05384        44.3973       0.487676        40.2655     
  1155.39        500.000                 NaN            NaN   2.46205        5.22386                 NaN   7.02560        44.4748       0.502892        40.3108     
  1153.89        500.000                 NaN            NaN   2.47985        5.19392                 NaN   7.04587        44.4626       0.501540        40.3162     
  1152.40        500.000                 NaN            NaN   2.45777        5.23183                 NaN   7.03756        44.4563       0.502035        40.3145     
  1150.91        500.000                 NaN            NaN   2.42335        5.29953                 NaN   7.05492        44.4318       0.495999        40.2944     
  1149.41        500.000                 NaN            NaN   2.45883        5.24907                 NaN   7.05551        44.4285       0.495708        40.3124     
  1147.92        500.000                 NaN            NaN   2.47404        5.20908                 NaN   7.04780        44.4487       0.499269        40.3211     
  1146.42        500.000                 NaN            NaN   2.50376        5.15863                 NaN   7.04533        44.4527       0.502651        40.3370     
  1144.93        500.000                 NaN            NaN   2.49310        5.18503                 NaN   7.04981        44.4321       0.501638        40.3383     
  1143.43        500.000                 NaN            NaN   2.49719        5.17937                 NaN   7.05052        44.4294       0.501621        40.3419     
  1141.94        500.000                 NaN            NaN   2.49660        5.17410                 NaN   7.05008        44.4411       0.500115        40.3379     
  1140.45        500.000                 NaN            NaN   2.50684        5.16488                 NaN   7.05142        44.4258       0.501741        40.3493     
  1138.95        500.000                 NaN            NaN   2.91552        4.27481       0.224541E-001   6.91915        44.8501       0.546891        40.4710     
  1137.46        500.000                 NaN            NaN   2.91359        4.25053       0.507843E-001   6.91979        44.8471       0.546627        40.4716     
  1135.96        500.000                 NaN            NaN   2.52089        5.14378                 NaN   7.05285        44.4204       0.501874        40.3602     
  1134.47        500.000                 NaN            NaN   2.52702        5.13292                 NaN   7.05194        44.4228       0.502030        40.3633     
  1132.98        500.000                 NaN            NaN   2.56834        5.07014                 NaN   7.04947        44.4266       0.502455        40.3830     
  1131.48        500.000                 NaN            NaN   2.54542        5.08986                 NaN   7.04007        44.4538       0.504428        40.3664     
  1129.99        500.000                 NaN            NaN   2.91457        4.26500       0.326305E-001   6.91918        44.8449       0.546722        40.4770     
  1128.49        500.000                 NaN            NaN   2.54714        5.10111                 NaN   7.05307        44.4182       0.502550        40.3779     
  1127.00        500.000                 NaN            NaN   2.55198        5.09348                 NaN   7.05333        44.4171       0.502681        40.3814     
  1125.51        500.000                 NaN            NaN   2.55592        5.08767                 NaN   7.05343        44.4156       0.502764        40.3846     
  1124.01        500.000                 NaN            NaN   2.57417        5.05074                 NaN   7.04906        44.4313       0.504567        40.3902     
  1122.52        500.000                 NaN            NaN   2.56436        5.07482                 NaN   7.05371        44.4130       0.502979        40.3911     
  1121.02        500.000                 NaN            NaN   2.56825        5.06900                 NaN   7.05375        44.4117       0.503079        40.3942     
  1119.53        500.000                 NaN            NaN   2.57305        5.06141                 NaN   7.05405        44.4105       0.503218        40.3978     
  1118.03        500.000                 NaN            NaN   2.58779        5.03938                 NaN   7.04500        44.4191       0.503946        40.4048     
  1116.54        500.000                 NaN            NaN   2.91489        4.27735       0.166562E-001   6.91847        44.8396       0.546743        40.4863     
  1115.05        500.000                 NaN            NaN   2.58518        5.04452                 NaN   7.05610        44.4026       0.503231        40.4083     
  1113.55        500.000                 NaN            NaN   2.58992        5.03653                 NaN   7.05614        44.4024       0.503434        40.4116     
  1112.06        500.000                 NaN            NaN   2.62879        4.96967                 NaN   7.04534        44.4233       0.505444        40.4275     
  1110.56        500.000                 NaN            NaN   2.60091        5.02090                 NaN   7.05869        44.3970       0.503311        40.4192     
  1109.07        500.000                 NaN            NaN   2.60294        5.01550                 NaN   7.05670        44.3997       0.503889        40.4213     
  1107.58        500.000                 NaN            NaN   2.89132        3.90883       0.440379        6.92951        44.7990       0.543120        40.4879     
  1106.08        500.000                 NaN            NaN   2.89703        3.99615       0.339139        6.92683        44.8068       0.543959        40.4901     
  1104.59        500.000                 NaN            NaN   2.61731        4.99167                 NaN   7.05763        44.3972       0.504536        40.4316     
  1103.09        500.000                 NaN            NaN   2.60610        5.02858                 NaN   7.06117        44.3734       0.500683        40.4301     
  1101.60        500.000                 NaN            NaN   2.91459        4.28228       0.918723E-002   6.91792        44.8329       0.546672        40.4965     
  1100.11        500.000                 NaN            NaN   2.62893        4.97304                 NaN   7.05835        44.3933       0.505161        40.4413     
  1098.61        500.000                 NaN            NaN   2.63249        4.96763                 NaN   7.05867        44.3915       0.505307        40.4444     
  1097.12        500.000                 NaN            NaN   2.63868        4.95900                 NaN   7.06061        44.3861       0.505697        40.4499     
  1095.62        500.000                 NaN            NaN   2.64675        4.94016                 NaN   7.05395        44.4066       0.504915        40.4477     
  1094.13        500.000                 NaN            NaN   2.67234        4.90834                 NaN   7.05879        44.3874       0.505835        40.4673     
  1092.63        500.000                 NaN            NaN   2.64916        4.94305                 NaN   7.06198        44.3805       0.506073        40.4593     
  1091.14        500.000                 NaN            NaN   2.64378        4.96902                 NaN   7.06389        44.3621       0.502191        40.4590     
  1089.65        500.000                 NaN            NaN   2.68126        4.89014                 NaN   7.05923        44.3885       0.506576        40.4743     
  1088.15        500.000                 NaN            NaN   2.65233        4.95565                 NaN   7.06504        44.3586       0.502487        40.4659     
  1086.66        500.000                 NaN            NaN   2.69125        4.87735                 NaN   7.05882        44.3838       0.506816        40.4820     
  1085.16        500.000                 NaN            NaN   2.66082        4.94251                 NaN   7.06583        44.3551       0.502857        40.4729     
  1083.67        500.000                 NaN            NaN   2.91378        4.28223       0.722733E-002   6.91744        44.8243       0.546528        40.5085     
  1082.18        500.000                 NaN            NaN   2.70623        4.85346                 NaN   7.06055        44.3790       0.507286        40.4935     
  1080.68        500.000                 NaN            NaN   2.67291        4.92412                 NaN   7.06743        44.3492       0.503318        40.4830     
  1079.19        500.000                 NaN            NaN   2.71306        4.84272                 NaN   7.06214        44.3750       0.507470        40.4996     
  1077.69        500.000                 NaN            NaN   2.91356        4.28384       0.478028E-002   6.91723        44.8216       0.546495        40.5125     
  1076.20        500.000                 NaN            NaN   2.68944        4.87787                 NaN   7.06091        44.3740       0.507163        40.4906     
  1074.71        500.000                 NaN            NaN   2.68825        4.90102                 NaN   7.06984        44.3406       0.503874        40.4964     
  1073.21        500.000                 NaN            NaN   2.69192        4.89546                 NaN   7.07042        44.3385       0.504006        40.4997     
  1071.72        500.000                 NaN            NaN   2.72847        4.82152                 NaN   7.06349        44.3639       0.507936        40.5146     
  1070.22        500.000                 NaN            NaN   2.69958        4.88366                 NaN   7.07152        44.3348       0.504246        40.5062     
  1068.73        500.000                 NaN            NaN   2.70326        4.87805                 NaN   7.07207        44.3328       0.504386        40.5094     
  1067.23        500.000                 NaN            NaN   2.70678        4.87290                 NaN   7.07277        44.3305       0.504484        40.5126     
  1065.74        500.000                 NaN            NaN   2.71037        4.86759                 NaN   7.07342        44.3282       0.504603        40.5159     
  1064.25        500.000                 NaN            NaN   2.71386        4.86235                 NaN   7.07402        44.3260       0.504729        40.5191     
  1062.75        500.000                 NaN            NaN   2.71733        4.85720                 NaN   7.07467        44.3237       0.504839        40.5222     
  1061.26        500.000                 NaN            NaN   2.72101        4.85177                 NaN   7.07503        44.3215       0.505061        40.5256     
  1059.76        500.000                 NaN            NaN   2.72451        4.84602                 NaN   7.07641        44.3193       0.505262        40.5285     
  1058.27        500.000                 NaN            NaN   2.72842        4.84009                 NaN   7.07722        44.3170       0.505293        40.5319     
  1056.78        500.000                 NaN            NaN   2.72988        4.83992                 NaN   7.07845        44.3119       0.505158        40.5347     
  1055.28        500.000                 NaN            NaN   2.73481        4.83100                 NaN   7.07839        44.3123       0.505432        40.5380     
  1053.79        500.000                 NaN            NaN   2.73751        4.82772                 NaN   7.07909        44.3091       0.505520        40.5411     
  1052.29        500.000                 NaN            NaN   2.74043        4.82419                 NaN   7.08024        44.3057       0.505372        40.5440     
  1050.80        500.000                 NaN            NaN   2.75425        4.79056                 NaN   7.08114        44.3160       0.507257        40.5508     
  1049.31        500.000                 NaN            NaN   2.77292        4.75811                 NaN   7.07426        44.3267       0.508965        40.5591     
  1047.81        500.000                 NaN            NaN   2.86849        2.91414        1.52049        6.96644        44.6542       0.534504        40.5417     
  1046.32        500.000                 NaN            NaN   2.86363        2.73132        1.72216        6.97438        44.6310       0.532800        40.5447     
  1044.82        500.000                 NaN            NaN   2.78132        4.74553                 NaN   7.07639        44.3198       0.509187        40.5678     
  1043.33        500.000                 NaN            NaN   2.75485        4.78828                 NaN   7.07636        44.3109       0.509954        40.5596     
  1041.84        500.000                 NaN            NaN   2.78656        4.73926                 NaN   7.07818        44.3133       0.509226        40.5735     
  1040.34        500.000                 NaN            NaN   2.76473        4.78929                 NaN   7.08561        44.2859       0.506098        40.5684     
  1038.85        500.000                 NaN            NaN   2.79194        4.73136                 NaN   7.07955        44.3085       0.509353        40.5793     
  1037.35        500.000                 NaN            NaN   2.79494        4.72746                 NaN   7.08140        44.3045       0.509291        40.5824     
  1035.86        500.000                 NaN            NaN   2.79739        4.72373                 NaN   7.08151        44.3029       0.509474        40.5850     
  1034.36        500.000                 NaN            NaN   2.79965        4.72147                 NaN   7.08229        44.2993       0.509449        40.5878     
  1032.87        500.000                 NaN            NaN   2.80222        4.71755                 NaN   7.08274        44.2973       0.509512        40.5907     
  1031.38        500.000                 NaN            NaN   2.80484        4.71396                 NaN   7.08349        44.2946       0.509562        40.5936     
  1029.88        500.000                 NaN            NaN   2.87281        2.70192        1.73929        6.97839        44.6115       0.532643        40.5634     
  1028.39        500.000                 NaN            NaN   2.86860        2.48641        1.97478        6.98722        44.5844       0.530816        40.5678     
  1026.89        500.000                 NaN            NaN   2.78957        4.75590                 NaN   7.09330        44.2597       0.506515        40.5950     
  1025.40        500.000                 NaN            NaN   2.78451        4.74867                 NaN   7.08560        44.2799       0.509735        40.5916     
  1023.91        500.000                 NaN            NaN   2.81536        4.69898                 NaN   7.08577        44.2831       0.510411        40.6064     
  1022.41        500.000                 NaN            NaN   2.81896        4.69533                 NaN   7.09005        44.2747       0.509763        40.6112     
  1020.92        500.000                 NaN            NaN   2.82135        4.69280                 NaN   7.09019        44.2730       0.509683        40.6130     
  1019.42        500.000                 NaN            NaN   2.82435        4.68769                 NaN   7.09085        44.2713       0.509710        40.6162     
  1017.93        500.000                 NaN            NaN   2.82595        4.68414                 NaN   7.08894        44.2725       0.510602        40.6179     
  1016.44        500.000                 NaN            NaN   2.82806        4.68164                 NaN   7.08986        44.2694       0.510566        40.6205     
  1014.94        500.000                 NaN            NaN   2.96998        4.20958       0.120046E-002   6.95561        44.7210       0.544207        40.5984     
  1013.45        500.000                 NaN            NaN   2.83228        4.67675                 NaN   7.09182        44.2628       0.510504        40.6259     
  1011.95        500.000                 NaN            NaN   2.83450        4.67389                 NaN   7.09275        44.2598       0.510498        40.6286     
  1010.46        500.000                 NaN            NaN   2.83648        4.67177                 NaN   7.09380        44.2563       0.510453        40.6312     
  1008.96        500.000                 NaN            NaN   2.83840        4.67023                 NaN   7.09465        44.2525       0.510362        40.6339     
  1007.47        500.000                 NaN            NaN   2.84053        4.66780                 NaN   7.09579        44.2489       0.510326        40.6366     
  1005.98        500.000                 NaN            NaN   2.84413        4.66373                 NaN   7.09909        44.2420       0.510018        40.6410     
  1004.48        500.000                 NaN            NaN   2.84532        4.66175                 NaN   7.09800        44.2425       0.510240        40.6422     
  1002.99        500.000                 NaN            NaN   2.84672        4.66125                 NaN   7.09959        44.2375       0.510060        40.6449     
  1001.49        500.000                 NaN            NaN   2.97199        4.20347       0.344862E-005   6.95506        44.7102       0.545908        40.6134     
  1000.00        500.000                 NaN            NaN   2.85395        4.64942                 NaN   7.10506        44.2286       0.510414        40.6525     
