|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1554.31        500.000        99.2336       0.737369       0.290499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        500.000        99.2334       0.737082       0.295477E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        500.000        99.2493       0.724933       0.257903E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000        99.2473       0.725656       0.270625E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        500.000        99.2611       0.714002       0.249009E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000        99.2612       0.715981       0.228604E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        500.000        99.2671       0.683861       0.490420E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.2788       0.703632       0.175316E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        500.000        99.2810       0.692937       0.260176E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000        99.2861       0.698236       0.156600E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        500.000        99.2885       0.695062       0.164429E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000        99.3019       0.646716       0.513352E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        500.000        99.2838       0.574202       0.141955                 NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        500.000        99.4444       0.555587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        500.000        99.2005       0.799503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        500.000        99.3175       0.682528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        500.000        99.3203       0.679656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000        99.3253       0.674702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        500.000        99.3393       0.578897       0.818235E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000        99.3362       0.663839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        500.000        99.3380       0.662019       0.600711E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        500.000        99.3437       0.656339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.44        500.000        99.3497       0.650328       0.127982E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000        99.3568       0.621294       0.218698E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.46        500.000        99.3579       0.642141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.96        500.000        99.3614       0.638576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.47        500.000        99.3662       0.633841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.97        500.000        99.3713       0.628673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.48        500.000        99.3762       0.623807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        500.000        99.3773       0.622704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.49        500.000        99.3814       0.618573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        500.000        99.3874       0.612590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        500.000        99.3912       0.608804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.01        500.000        99.3916       0.608440       0.359043E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1503.52        500.000        99.3986       0.601379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.02        500.000        99.4026       0.597448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.53        500.000        99.4043       0.595729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.03        500.000        99.4290       0.571003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.54        500.000        99.3906       0.609434       0.195703E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1496.04        500.000        99.4232       0.529134       0.476556E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1494.55        500.000        99.4199       0.580131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        500.000        99.5174       0.482646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.56        500.000        99.3276       0.672401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.07        500.000        99.4235       0.576456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.57        500.000        99.4321       0.567872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        500.000        99.4403       0.559736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.59        500.000        99.4385       0.561514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.09        500.000        99.4414       0.558637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.60        500.000        99.4446       0.555433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.10        500.000        99.4477       0.552286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.61        500.000        99.4504       0.549558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.12        500.000        99.4514       0.548557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        500.000        99.4550       0.544992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.13        500.000        99.4565       0.543520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.63        500.000        99.4606       0.539385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.14        500.000        99.4620       0.538024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.64        500.000        99.4631       0.536919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.15        500.000        99.4258       0.342958                 NaN  0.231271                 NaN            NaN            NaN            NaN            NaN
  1467.66        500.000        99.3054                 NaN            NaN  0.694632                 NaN            NaN            NaN            NaN            NaN
  1466.16        500.000        99.3022                 NaN            NaN  0.697826                 NaN            NaN            NaN            NaN            NaN
  1464.67        500.000        99.2996                 NaN            NaN  0.700358                 NaN            NaN            NaN            NaN            NaN
  1463.17        500.000        99.2894                 NaN            NaN  0.710619                 NaN            NaN            NaN            NaN            NaN
  1461.68        500.000        99.2855                 NaN            NaN  0.714507                 NaN            NaN            NaN            NaN            NaN
  1460.19        500.000        99.0998                 NaN            NaN  0.588843       0.311319                 NaN            NaN            NaN            NaN
  1458.69        500.000        98.8636                 NaN            NaN  0.726715       0.409704                 NaN            NaN            NaN            NaN
  1457.20        500.000        98.8751                 NaN            NaN  0.405016       0.719835                 NaN            NaN            NaN            NaN
  1455.70        500.000        98.8849                 NaN            NaN  0.714014       0.401104                 NaN            NaN            NaN            NaN
  1454.21        500.000        98.8935                 NaN            NaN  0.397338       0.709174                 NaN            NaN            NaN            NaN
  1452.72        500.000        98.9045                 NaN            NaN  0.393026       0.702487                 NaN            NaN            NaN            NaN
  1451.22        500.000        98.9139                 NaN            NaN  0.389460       0.696657                 NaN            NaN            NaN            NaN
  1449.73        500.000        98.9250                 NaN            NaN  0.690128       0.384872                 NaN            NaN            NaN            NaN
  1448.23        500.000        98.9329                 NaN            NaN  0.685113       0.381948                 NaN            NaN            NaN            NaN
  1446.74        500.000        98.9418                 NaN            NaN  0.377472       0.680697                 NaN            NaN            NaN            NaN
  1445.24        500.000        98.9512                 NaN            NaN  0.675425       0.373385                 NaN            NaN            NaN            NaN
  1443.75        500.000        98.9602                 NaN            NaN  0.668743       0.371072                 NaN            NaN            NaN            NaN
  1442.26        500.000        98.9679                 NaN            NaN  0.664926       0.367188                 NaN            NaN            NaN            NaN
  1440.76        500.000        98.9781                 NaN            NaN  0.659091       0.362832                 NaN            NaN            NaN            NaN
  1439.27        500.000        98.9857                 NaN            NaN  0.359581       0.654748                 NaN            NaN            NaN            NaN
  1437.77        500.000        98.9933                 NaN            NaN  0.650691       0.355993                 NaN            NaN            NaN            NaN
  1436.28        500.000        99.0005                 NaN            NaN  0.646520       0.353003                 NaN            NaN            NaN            NaN
  1434.79        500.000        99.0095                 NaN            NaN  0.639770       0.350700                 NaN            NaN            NaN            NaN
  1433.29        500.000        99.0418                 NaN            NaN  0.338526       0.619718                 NaN            NaN            NaN            NaN
  1431.80        500.000        99.0000                 NaN            NaN  0.353678       0.646352                 NaN            NaN            NaN            NaN
  1430.30        500.000        99.0315                 NaN            NaN  0.628097       0.340410                 NaN            NaN            NaN            NaN
  1428.81        500.000        99.0394                 NaN            NaN  0.338124       0.622495                 NaN            NaN            NaN            NaN
  1427.32        500.000        97.6173                 NaN            NaN  0.988032       0.803165       0.591500                 NaN            NaN            NaN
  1425.82        500.000        97.1826                 NaN            NaN   1.18813       0.850894       0.778348                 NaN            NaN            NaN
  1424.33        500.000        97.2539                 NaN            NaN  0.831194        1.15690       0.758039                 NaN            NaN            NaN
  1422.83        500.000        97.3097                 NaN            NaN   1.13395       0.814002       0.742369                 NaN            NaN            NaN
  1421.34        500.000        97.3623                 NaN            NaN  0.798476        1.11142       0.727781                 NaN            NaN            NaN
  1419.84        500.000        97.4096                 NaN            NaN  0.784397        1.09129       0.714703                 NaN            NaN            NaN
  1418.35        500.000        97.4709                 NaN            NaN   1.06497       0.767661       0.696473                 NaN            NaN            NaN
  1416.86        500.000        97.5114                 NaN            NaN  0.754524        1.04883       0.685255                 NaN            NaN            NaN
  1415.36        500.000        97.5597                 NaN            NaN  0.740743        1.02803       0.671567                 NaN            NaN            NaN
  1413.87        500.000        97.6035                 NaN            NaN  0.727586        1.00991       0.658974                 NaN            NaN            NaN
  1412.37        500.000        97.6479                 NaN            NaN  0.990916       0.714772       0.646384                 NaN            NaN            NaN
  1410.88        500.000        97.6913                 NaN            NaN  0.973053       0.701606       0.634052                 NaN            NaN            NaN
  1409.39        500.000        97.7319                 NaN            NaN  0.689421       0.956140       0.622514                 NaN            NaN            NaN
  1407.89        500.000        97.7704                 NaN            NaN  0.940302       0.677783       0.611517                 NaN            NaN            NaN
  1406.40        500.000        97.8033                 NaN            NaN  0.668048       0.926687       0.601981                 NaN            NaN            NaN
  1404.90        500.000        97.8470                 NaN            NaN  0.654840       0.908802       0.589309                 NaN            NaN            NaN
  1403.41        500.000        97.8801                 NaN            NaN  0.895778       0.644189       0.579950                 NaN            NaN            NaN
  1401.92        500.000        97.9160                 NaN            NaN  0.633452       0.880908       0.569635                 NaN            NaN            NaN
  1400.42        500.000        97.9501                 NaN  0.168269E-005  0.623241       0.866940       0.559738                 NaN            NaN            NaN
  1398.93        500.000        97.9810                 NaN            NaN  0.614777       0.853550       0.550649                 NaN            NaN            NaN
  1397.43        500.000        98.0108                 NaN  0.366839E-001  0.618392       0.787395       0.546747                 NaN            NaN            NaN
  1395.94        500.000        98.0312                 NaN  0.252175       0.457774       0.690066       0.568735                 NaN            NaN            NaN
  1394.45        500.000        98.0641                 NaN  0.255700       0.438274       0.681554       0.560399                 NaN            NaN            NaN
  1392.95        500.000        98.0935                 NaN  0.258029       0.420165       0.676982       0.551359                 NaN            NaN            NaN
  1391.46        500.000        98.1215                 NaN  0.261877       0.670591       0.402038       0.543966                 NaN            NaN            NaN
  1389.96        500.000        98.1499                 NaN  0.264825       0.663635       0.385490       0.536107                 NaN            NaN            NaN
  1388.47        500.000        98.1773                 NaN  0.268475       0.657017       0.368172       0.528997                 NaN            NaN            NaN
  1386.97        500.000        98.2091                 NaN  0.270975       0.349817       0.650302       0.519845                 NaN            NaN            NaN
  1385.48        500.000        98.2315                 NaN  0.273884       0.334699       0.646476       0.513484                 NaN            NaN            NaN
  1383.99        500.000        98.2566                 NaN  0.277207       0.641683       0.317762       0.506703                 NaN            NaN            NaN
  1382.49        500.000        98.2802                 NaN  0.280283       0.303027       0.636529       0.499947                 NaN            NaN            NaN
  1381.00        500.000        98.3056                 NaN  0.283428       0.286170       0.631740       0.493019                 NaN            NaN            NaN
  1379.50        500.000        98.3295                 NaN  0.286291       0.271499       0.626317       0.486359                 NaN            NaN            NaN
  1378.01        500.000        98.3515                 NaN  0.289216       0.256382       0.622679       0.480271                 NaN            NaN            NaN
  1376.52        500.000        98.3745                 NaN  0.291499       0.242476       0.617737       0.473823                 NaN            NaN            NaN
  1375.02        500.000        98.3966                 NaN  0.294829       0.227691       0.613127       0.467781                 NaN            NaN            NaN
  1373.53        500.000        98.4189                 NaN  0.297230       0.213755       0.608742       0.461418                 NaN            NaN            NaN
  1372.03        500.000        98.4380                 NaN  0.299755       0.200816       0.605443       0.456001                 NaN            NaN            NaN
  1370.54        500.000        98.4598                 NaN  0.302287       0.601231       0.186608       0.450032                 NaN            NaN            NaN
  1369.05        500.000        98.4795                 NaN  0.304743       0.173420       0.597916       0.444426                 NaN            NaN            NaN
  1367.55        500.000        98.4977                 NaN  0.308769       0.161424       0.592594       0.439506                 NaN            NaN            NaN
  1366.06        500.000        98.5187                 NaN  0.308005       0.589531       0.150887       0.432877                 NaN            NaN            NaN
  1364.56        500.000        98.5376                 NaN  0.311683       0.586548       0.136194       0.427948                 NaN            NaN            NaN
  1363.07        500.000        98.5554                 NaN  0.313309       0.582908       0.125535       0.422823                 NaN            NaN            NaN
  1361.57        500.000        98.5736                 NaN  0.316066       0.579623       0.112889       0.417788                 NaN            NaN            NaN
  1360.08        500.000        98.5879                 NaN  0.383681       0.606856                 NaN  0.421527                 NaN            NaN            NaN
  1358.59        500.000        98.6119                 NaN  0.251409       0.196330       0.541807       0.398567                 NaN            NaN            NaN
  1357.09        500.000        98.6249                 NaN  0.320493       0.818646E-001  0.569848       0.402844                 NaN            NaN            NaN
  1355.60        500.000        98.6415                 NaN  0.321981       0.714690E-001  0.566986       0.398062                 NaN            NaN            NaN
  1354.10        500.000        98.6577                 NaN  0.323326       0.563722       0.619337E-001  0.393348                 NaN            NaN            NaN
  1352.61        500.000        98.6731                 NaN  0.324523       0.527547E-001  0.560873       0.388783                 NaN            NaN            NaN
  1351.12        500.000        98.6898                 NaN  0.325443       0.436254E-001  0.557189       0.383899                 NaN            NaN            NaN
  1349.62        500.000        98.7036                 NaN  0.326472       0.359214E-001  0.554155       0.379840                 NaN            NaN            NaN
  1348.13        500.000        98.7192                 NaN  0.326632       0.278611E-001  0.551271       0.374990                 NaN            NaN            NaN
  1346.63        500.000        98.7169                 NaN  0.329399       0.560815       0.164687E-001  0.376403                 NaN            NaN            NaN
  1345.14        500.000        98.7602                 NaN  0.327583       0.541202       0.830143E-002  0.362674                 NaN            NaN            NaN
  1343.65        500.000        98.6464                 NaN  0.447652       0.496339                 NaN  0.409591                 NaN            NaN            NaN
  1342.15        500.000        98.9063                 NaN  0.207340       0.578600                 NaN  0.307722                 NaN            NaN            NaN
  1340.66        500.000        98.7919                 NaN  0.323441       0.892244E-003  0.531010       0.352719                 NaN            NaN            NaN
  1339.16        500.000        98.7970                 NaN  0.303514       0.510650       0.401372E-001  0.348657                 NaN            NaN            NaN
  1337.67        500.000        98.8135                 NaN  0.320234       0.520652                 NaN  0.345568                 NaN            NaN            NaN
  1336.17        500.000        98.8275                 NaN  0.316163       0.515426                 NaN  0.340908                 NaN            NaN            NaN
  1334.68        500.000        98.8397                 NaN  0.312864       0.510526                 NaN  0.336879                 NaN            NaN            NaN
  1333.19        500.000        98.8504                 NaN  0.307375       0.501303       0.795746E-002  0.333002                 NaN            NaN            NaN
  1331.69        500.000        98.8635                 NaN  0.307874       0.499657                 NaN  0.328967                 NaN            NaN            NaN
  1330.20        500.000        98.8748                 NaN  0.305165       0.494800                 NaN  0.325193                 NaN            NaN            NaN
  1328.70        500.000        98.8866                 NaN  0.303843       0.487984                 NaN  0.321595                 NaN            NaN            NaN
  1327.21        500.000        98.8985                 NaN  0.299378       0.484855                 NaN  0.317258                 NaN            NaN            NaN
  1325.72        500.000        98.9084                 NaN  0.297590       0.479912                 NaN  0.314105                 NaN            NaN            NaN
  1324.22        500.000        98.9202                 NaN  0.295487       0.474106                 NaN  0.310243                 NaN            NaN            NaN
  1322.73        500.000        98.9300                 NaN  0.293172       0.470018                 NaN  0.306812                 NaN            NaN            NaN
  1321.23        500.000        98.9439                 NaN  0.289018       0.464655                 NaN  0.302432                 NaN            NaN            NaN
  1319.74        500.000        98.9512                 NaN  0.287889       0.461221                 NaN  0.299735                 NaN            NaN            NaN
  1318.25        500.000        98.9639                 NaN  0.284023       0.456410                 NaN  0.295680                 NaN            NaN            NaN
  1316.75        500.000        98.9732                 NaN  0.281162       0.453201                 NaN  0.292407                 NaN            NaN            NaN
  1315.26        500.000        98.9842                 NaN  0.277316       0.449709                 NaN  0.288785                 NaN            NaN            NaN
  1313.76        500.000        98.9943                 NaN  0.275308       0.444990                 NaN  0.285427                 NaN            NaN            NaN
  1312.27        500.000        99.0044                 NaN  0.272265       0.441270                 NaN  0.282099                 NaN            NaN            NaN
  1310.77        500.000        99.0144                 NaN  0.269969       0.436881                 NaN  0.278797                 NaN            NaN            NaN
  1309.28        500.000        99.0233                 NaN  0.267416       0.433481                 NaN  0.275831                 NaN            NaN            NaN
  1307.79        500.000        99.0336                 NaN  0.262611       0.431674                 NaN  0.272130                 NaN            NaN            NaN
  1306.29        500.000        99.0435                 NaN  0.261365       0.426105                 NaN  0.269036                 NaN            NaN            NaN
  1304.80        500.000        99.0522                 NaN  0.259197       0.422505                 NaN  0.266115                 NaN            NaN            NaN
  1303.30        500.000        99.0597                 NaN  0.256325       0.420511                 NaN  0.263454                 NaN            NaN            NaN
  1301.81        500.000        99.0722                 NaN  0.252774       0.415479                 NaN  0.259550                 NaN            NaN            NaN
  1300.32        500.000        99.0805                 NaN  0.251274       0.411386                 NaN  0.256858                 NaN            NaN            NaN
  1298.82        500.000        99.0884                 NaN  0.247307       0.410102                 NaN  0.254164                 NaN            NaN            NaN
  1297.33        500.000        99.0995                 NaN  0.245255       0.404658                 NaN  0.250582                 NaN            NaN            NaN
  1295.83        500.000        99.1086                 NaN  0.241612       0.402181                 NaN  0.247624                 NaN            NaN            NaN
  1294.34        500.000        99.1158                 NaN  0.239528       0.399616                 NaN  0.245088                 NaN            NaN            NaN
  1292.85        500.000        99.1252                 NaN  0.234169       0.398359                 NaN  0.242275                 NaN            NaN            NaN
  1291.35        500.000        99.1339                 NaN  0.234832       0.391551                 NaN  0.239679                 NaN            NaN            NaN
  1289.86        500.000        99.1447                 NaN  0.230244       0.389556                 NaN  0.235480                 NaN            NaN            NaN
  1288.36        500.000        99.1498                 NaN  0.228149       0.388141                 NaN  0.233912                 NaN            NaN            NaN
  1286.87        500.000        99.1594                 NaN  0.225107       0.384537                 NaN  0.230974                 NaN            NaN            NaN
  1285.38        500.000        99.1658                 NaN  0.222296       0.383206                 NaN  0.228653                 NaN            NaN            NaN
  1283.88        500.000        99.1757                 NaN  0.219594       0.379146                 NaN  0.225591                 NaN            NaN            NaN
  1282.39        500.000        99.1822                 NaN  0.216983       0.377387                 NaN  0.223447                 NaN            NaN            NaN
  1280.89        500.000        99.1914                 NaN  0.213840       0.374379                 NaN  0.220411                 NaN            NaN            NaN
  1279.40        500.000        99.1994                 NaN  0.210835       0.371636                 NaN  0.218178                 NaN            NaN            NaN
  1277.90        500.000        99.2087                 NaN  0.207238       0.369091                 NaN  0.215009                 NaN            NaN            NaN
  1276.41        500.000        99.2161                 NaN  0.204350       0.366921                 NaN  0.212645                 NaN            NaN            NaN
  1274.92        500.000        99.2232                 NaN  0.201646       0.364835                 NaN  0.210340                 NaN            NaN            NaN
  1273.42        500.000        99.2309                 NaN  0.199285       0.361882                 NaN  0.207928                 NaN            NaN            NaN
  1271.93        500.000        99.2385                 NaN  0.195451       0.360582                 NaN  0.205447                 NaN            NaN            NaN
  1270.43        500.000        99.2432                 NaN  0.192800       0.359538                 NaN  0.204424                 NaN            NaN            NaN
  1268.94        500.000        99.2549                 NaN  0.188986       0.356439                 NaN  0.199666                 NaN            NaN            NaN
  1267.45        500.000        99.2614                 NaN  0.185997       0.354252                 NaN  0.198312                 NaN            NaN            NaN
  1265.95        500.000        99.2681                 NaN  0.183653       0.351990                 NaN  0.196257                 NaN            NaN            NaN
  1264.46        500.000        99.2750                 NaN  0.180622       0.350399                 NaN  0.193930                 NaN            NaN            NaN
  1262.96        500.000        99.2824                 NaN  0.177534       0.348307                 NaN  0.191744                 NaN            NaN            NaN
  1261.47        500.000        98.3691                 NaN  0.251027       0.512642                 NaN  0.286157       0.581061                 NaN            NaN
  1259.98        500.000        95.2027                 NaN  0.138917       0.593278       0.953746       0.614134        2.49719                 NaN            NaN
  1258.48        500.000        94.1250                 NaN  0.272417       0.953461       0.689484       0.750396        3.05311       0.156111                 NaN
  1256.99        500.000        94.0431                 NaN  0.376124        1.13905       0.373193       0.763682        3.09830       0.206576                 NaN
  1255.49        500.000        94.3817                 NaN  0.357502       0.346527        1.08383       0.722290        2.91459       0.193604                 NaN
  1254.00        500.000        94.7005                 NaN  0.343561       0.313326        1.03377       0.683121        2.74394       0.181768                 NaN
  1252.50        500.000        94.9785                 NaN  0.331427       0.991787       0.282697       0.648822        2.59543       0.171376                 NaN
  1251.01        500.000        95.2319                 NaN  0.320207       0.952625       0.255121       0.617192        2.46106       0.161874                 NaN
  1249.52        500.000        95.4629                 NaN  0.309338       0.915310       0.231963       0.588203        2.33905       0.153208                 NaN
  1248.02        500.000        95.6743                 NaN  0.299316       0.881272       0.210715       0.561423        2.22783       0.145138                 NaN
  1246.53        500.000        95.8689                 NaN  0.289693       0.849384       0.191514       0.536625        2.12615       0.137770                 NaN
  1245.03        500.000        96.0478                 NaN  0.280439       0.818780       0.175442       0.513550        2.03304       0.130901                 NaN
  1243.54        500.000        96.2135                 NaN  0.271626       0.789989       0.161109       0.492180        1.94709       0.124502                 NaN
  1242.05        500.000        96.3705                 NaN  0.262352       0.149546       0.761459       0.471559        1.86617       0.118414                 NaN
  1240.55        500.000        96.5132                 NaN  0.253143       0.142305       0.733164       0.452821        1.79262       0.112711                 NaN
  1239.06        500.000        96.6482                 NaN  0.243954       0.705849       0.136223       0.434953        1.72353       0.107338                 NaN
  1237.56        500.000        96.7756                 NaN  0.234315       0.677422       0.134060       0.417929        1.65848       0.102221                 NaN
  1236.07        500.000        96.8926                 NaN  0.225776       0.653993       0.129128       0.402108        1.59889       0.974744E-001            NaN
  1234.58        500.000        97.0048                 NaN  0.215996       0.626668       0.130923       0.387011        1.54175       0.928079E-001            NaN
  1233.08        500.000        97.1102                 NaN  0.205270       0.598134       0.137075       0.372494        1.48843       0.883828E-001            NaN
  1231.59        500.000        97.2099                 NaN  0.195392       0.572459       0.141508       0.359125        1.43750       0.841640E-001            NaN
  1230.09        500.000        97.3035                 NaN  0.184668       0.150134       0.545140       0.345820        1.39064       0.800642E-001            NaN
  1228.60        500.000        97.3927                 NaN  0.173293       0.161901       0.517391       0.333656        1.34494       0.761245E-001            NaN
  1227.10        500.000        97.4759                 NaN  0.162067       0.173933       0.490799       0.322061        1.30284       0.724333E-001            NaN
  1225.61        500.000        97.5555                 NaN  0.149593       0.461909       0.191436       0.310917        1.26194       0.687542E-001            NaN
  1224.12        500.000        97.6324                 NaN  0.137461       0.434173       0.207873       0.300130        1.22280       0.651774E-001            NaN
  1222.62        500.000        97.5881                 NaN            NaN  0.733026       0.889786E-001  0.308355        1.22590       0.556191E-001            NaN
  1221.13        500.000        97.8418                 NaN  0.175287       0.524469                 NaN  0.268533        1.12732       0.626316E-001            NaN
  1219.63        500.000        96.7203                 NaN            NaN  0.917855       0.968146E-001  0.443531        1.74440       0.771083E-001            NaN
  1218.14        500.000        97.3733                 NaN            NaN  0.372553       0.456103       0.320918        1.42478       0.523485E-001            NaN
  1216.65        500.000        99.4547                 NaN            NaN  0.125979       0.167622       0.424335E-001  0.185908       0.233516E-001            NaN
  1215.15        500.000        98.3272                 NaN  0.183103       0.395538                 NaN  0.201935       0.848145       0.440775E-001            NaN
  1213.66        500.000        96.0423                 NaN  0.185593       0.743841       0.285335       0.528809        2.11208       0.102066                 NaN
  1212.16        500.000        99.5465                 NaN  0.655406E-001  0.132880                 NaN  0.375656E-001  0.201906       0.156398E-001            NaN
  1210.67        500.000        97.8814                 NaN            NaN  0.354166       0.353482       0.246065        1.13588       0.289775E-001            NaN
  1209.18        500.000        98.0107                 NaN            NaN  0.397733       0.335306       0.232634       0.982666       0.409890E-001            NaN
