|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/TAY13/TAY13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1433.07        2500.00        99.2262       0.235093E-001  0.398049E-001  0.501408       0.209056                 NaN            NaN            NaN            NaN            NaN
  1431.59        2500.00        99.2314       0.242761E-001  0.426018E-001  0.200638       0.501060                 NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        99.2337       0.223238E-001  0.411230E-001  0.205022       0.497856                 NaN            NaN            NaN            NaN            NaN
  1428.63        2500.00        99.2389       0.212501E-001  0.405248E-001  0.205265       0.494048                 NaN            NaN            NaN            NaN            NaN
  1427.16        2500.00        99.2644       0.392822E-001  0.167324       0.529026                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.68        2500.00        99.2016       0.694430E-001            NaN  0.458926       0.270076                 NaN            NaN            NaN            NaN            NaN
  1424.20        2500.00        99.2813                 NaN            NaN  0.499105       0.219604                 NaN            NaN            NaN            NaN            NaN
  1422.72        2500.00        99.3267       0.450715E-001  0.411181E-001  0.448956       0.138184                 NaN            NaN            NaN            NaN            NaN
  1421.24        2500.00        99.2135                 NaN  0.214712       0.571776                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.76        2500.00        99.2269                 NaN            NaN  0.329075       0.444045                 NaN            NaN            NaN            NaN            NaN
  1418.29        2500.00        99.1429       0.194245E-002            NaN  0.327332       0.469051       0.587907E-001            NaN            NaN            NaN            NaN
  1416.81        2500.00        98.3157       0.207264                 NaN  0.513821       0.465088       0.498088                 NaN            NaN            NaN            NaN
  1415.33        2500.00        98.3373       0.234048                 NaN  0.420498       0.512262       0.495928                 NaN            NaN            NaN            NaN
  1413.85        2500.00        97.9871       0.238139       0.502430       0.682091                 NaN  0.590193                 NaN            NaN            NaN            NaN
  1412.37        2500.00        98.8194       0.167327                 NaN  0.299824       0.363815       0.349601                 NaN            NaN            NaN            NaN
  1410.90        2500.00        98.4077       0.233074                 NaN  0.493862       0.389921       0.475461                 NaN            NaN            NaN            NaN
  1409.42        2500.00        98.4342       0.231586                 NaN  0.487050       0.380295       0.466895                 NaN            NaN            NaN            NaN
  1407.94        2500.00        98.4554       0.231348                 NaN  0.371370       0.481179       0.460671                 NaN            NaN            NaN            NaN
  1406.46        2500.00        98.4769       0.231142                 NaN  0.475205       0.362253       0.454478                 NaN            NaN            NaN            NaN
  1404.98        2500.00        98.4992       0.230791                 NaN  0.469194       0.352976       0.447837                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.5201       0.230057                 NaN  0.463623       0.344807       0.441439                 NaN            NaN            NaN            NaN
  1402.03        2500.00        98.5398       0.229816                 NaN  0.458434       0.336327       0.435629                 NaN            NaN            NaN            NaN
  1400.55        2500.00        98.5598       0.229552                 NaN  0.328087       0.452838       0.429696                 NaN            NaN            NaN            NaN
  1399.07        2500.00        98.5788       0.229028                 NaN  0.320505       0.447864       0.423832                 NaN            NaN            NaN            NaN
  1397.59        2500.00        98.5979       0.228800                 NaN  0.312534       0.442527       0.418226                 NaN            NaN            NaN            NaN
  1396.12        2500.00        98.6131       0.229387                 NaN  0.438919       0.305074       0.413519                 NaN            NaN            NaN            NaN
  1394.64        2500.00        98.6355       0.227198                 NaN  0.298371       0.432243       0.406723                 NaN            NaN            NaN            NaN
  1393.16        2500.00        98.6381       0.231887                 NaN  0.290736       0.432157       0.407087                 NaN            NaN            NaN            NaN
  1391.68        2500.00        98.6770       0.223646                 NaN  0.421198       0.284819       0.393370                 NaN            NaN            NaN            NaN
  1390.20        2500.00        98.6864       0.226773                 NaN  0.418576       0.276692       0.391552                 NaN            NaN            NaN            NaN
  1388.73        2500.00        98.6981       0.227955                 NaN  0.417087       0.268782       0.388076                 NaN            NaN            NaN            NaN
  1387.25        2500.00        98.7210       0.224928                 NaN  0.408140       0.264906       0.380996                 NaN            NaN            NaN            NaN
  1385.77        2500.00        98.7342       0.225965                 NaN  0.256475       0.406174       0.377190                 NaN            NaN            NaN            NaN
  1384.29        2500.00        98.7488       0.225559                 NaN  0.401895       0.250926       0.372779                 NaN            NaN            NaN            NaN
  1382.81        2500.00        98.7666       0.224900                 NaN  0.244742       0.396454       0.367323                 NaN            NaN            NaN            NaN
  1381.34        2500.00        98.7794       0.224769                 NaN  0.239035       0.393431       0.363409                 NaN            NaN            NaN            NaN
  1379.86        2500.00        98.7901       0.226346                 NaN  0.232160       0.390541       0.360832                 NaN            NaN            NaN            NaN
  1378.38        2500.00        98.8124       0.221983                 NaN  0.384714       0.228230       0.352703                 NaN            NaN            NaN            NaN
  1376.90        2500.00        98.8224       0.223591                 NaN  0.221859       0.381842       0.350346                 NaN            NaN            NaN            NaN
  1375.42        2500.00        98.8358       0.223212                 NaN  0.216370       0.378334       0.346265                 NaN            NaN            NaN            NaN
  1373.95        2500.00        98.8485       0.222824                 NaN  0.211318       0.375042       0.342327                 NaN            NaN            NaN            NaN
  1372.47        2500.00        98.8611       0.222774                 NaN  0.371724       0.205912       0.338456                 NaN            NaN            NaN            NaN
  1370.99        2500.00        98.8741       0.221840                 NaN  0.368073       0.201669       0.334330                 NaN            NaN            NaN            NaN
  1369.51        2500.00        98.8872       0.221479                 NaN  0.364398       0.196495       0.330460                 NaN            NaN            NaN            NaN
  1368.03        2500.00        98.8996       0.220653                 NaN  0.360839       0.192380       0.326559                 NaN            NaN            NaN            NaN
  1366.56        2500.00        98.9115       0.220442                 NaN  0.357438       0.187597       0.322993                 NaN            NaN            NaN            NaN
  1365.08        2500.00        98.9231       0.219813                 NaN  0.183187       0.354518       0.319345                 NaN            NaN            NaN            NaN
  1363.60        2500.00        98.9178       0.224941                 NaN  0.357017       0.179016       0.321255                 NaN            NaN            NaN            NaN
  1362.12        2500.00        98.9615       0.213374                 NaN  0.343391       0.175013       0.306756                 NaN            NaN            NaN            NaN
  1360.64        2500.00        98.9569       0.217918                 NaN  0.170805       0.345622       0.308754                 NaN            NaN            NaN            NaN
  1359.16        2500.00        98.9679       0.217481                 NaN  0.342675       0.166603       0.305375                 NaN            NaN            NaN            NaN
  1357.69        2500.00        98.9792       0.216729                 NaN  0.339468       0.162778       0.301808                 NaN            NaN            NaN            NaN
  1356.21        2500.00        98.9890       0.215914                 NaN  0.159612       0.336789       0.298688                 NaN            NaN            NaN            NaN
  1354.73        2500.00        98.9995       0.215110                 NaN  0.155978       0.334068       0.295355                 NaN            NaN            NaN            NaN
  1353.25        2500.00        99.0098       0.214513                 NaN  0.331254       0.152262       0.292136                 NaN            NaN            NaN            NaN
  1351.77        2500.00        99.0190       0.213368                 NaN  0.328494       0.150051       0.289088                 NaN            NaN            NaN            NaN
  1350.30        2500.00        99.0284       0.213234                 NaN  0.325632       0.146437       0.286306                 NaN            NaN            NaN            NaN
  1348.82        2500.00        99.0388       0.211594                 NaN  0.323257       0.143394       0.282924                 NaN            NaN            NaN            NaN
  1347.34        2500.00        99.0486       0.210353                 NaN  0.320327       0.141093       0.279627                 NaN            NaN            NaN            NaN
  1345.86        2500.00        99.0570       0.209680                 NaN  0.317934       0.138423       0.276966                 NaN            NaN            NaN            NaN
  1344.38        2500.00        99.0568       0.214187                 NaN  0.132709       0.317759       0.278520                 NaN            NaN            NaN            NaN
  1342.91        2500.00        99.0845       0.201536                 NaN  0.135930       0.311309       0.266750                 NaN            NaN            NaN            NaN
  1341.43        2500.00        99.0838       0.206540                 NaN  0.130897       0.310429       0.268358                 NaN            NaN            NaN            NaN
  1339.95        2500.00        99.0928       0.205355                 NaN  0.128824       0.307575       0.265491                 NaN            NaN            NaN            NaN
  1338.47        2500.00        99.1015       0.203975                 NaN  0.126785       0.305125       0.262582                 NaN            NaN            NaN            NaN
  1336.99        2500.00        99.1090       0.202800                 NaN  0.125314       0.302779       0.260118                 NaN            NaN            NaN            NaN
  1335.52        2500.00        99.1170       0.201401                 NaN  0.123668       0.300547       0.257408                 NaN            NaN            NaN            NaN
  1334.04        2500.00        99.1254       0.200062                 NaN  0.298031       0.121843       0.254711                 NaN            NaN            NaN            NaN
  1332.56        2500.00        99.1334       0.198728                 NaN  0.295422       0.120364       0.252112                 NaN            NaN            NaN            NaN
  1331.08        2500.00        99.1407       0.197430                 NaN  0.293457       0.118713       0.249683                 NaN            NaN            NaN            NaN
  1329.60        2500.00        99.1489       0.195392                 NaN  0.290635       0.118188       0.246862                 NaN            NaN            NaN            NaN
  1328.13        2500.00        99.1562       0.194242                 NaN  0.116326       0.288680       0.244525                 NaN            NaN            NaN            NaN
  1326.65        2500.00        99.1633       0.192320                 NaN  0.116130       0.286227       0.242050                 NaN            NaN            NaN            NaN
  1325.17        2500.00        99.1717       0.196562                 NaN  0.106003       0.285589       0.240144                 NaN            NaN            NaN            NaN
  1323.69        2500.00        99.1779       0.183959                 NaN  0.279560       0.121927       0.236654                 NaN            NaN            NaN            NaN
  1322.21        2500.00        99.1858       0.187249                 NaN  0.279229       0.113180       0.234538                 NaN            NaN            NaN            NaN
  1320.74        2500.00        99.1918       0.185687                 NaN  0.277139       0.112900       0.232492                 NaN            NaN            NaN            NaN
  1319.26        2500.00        99.1983       0.183525                 NaN  0.274777       0.113217       0.230198                 NaN            NaN            NaN            NaN
  1317.78        2500.00        99.2047       0.181858                 NaN  0.272640       0.112758       0.228006                 NaN            NaN            NaN            NaN
  1316.30        2500.00        99.2111       0.179609                 NaN  0.113178       0.270366       0.225726                 NaN            NaN            NaN            NaN
  1314.82        2500.00        99.2187       0.178083                 NaN  0.267962       0.111906       0.223369                 NaN            NaN            NaN            NaN
  1313.35        2500.00        99.2244       0.175781                 NaN  0.112728       0.265834       0.221298                 NaN            NaN            NaN            NaN
  1311.87        2500.00        99.2305       0.173756                 NaN  0.112761       0.263827       0.219127                 NaN            NaN            NaN            NaN
  1310.39        2500.00        99.2367       0.172174                 NaN  0.112316       0.261650       0.217141                 NaN            NaN            NaN            NaN
  1308.91        2500.00        99.2434       0.168996                 NaN  0.113999       0.258945       0.214645                 NaN            NaN            NaN            NaN
  1307.43        2500.00        99.2487       0.167220                 NaN  0.257002       0.114262       0.212854                 NaN            NaN            NaN            NaN
  1305.96        2500.00        99.2545       0.164817                 NaN  0.254552       0.115303       0.210871                 NaN            NaN            NaN            NaN
  1304.48        2500.00        99.2598       0.162431                 NaN  0.252374       0.116503       0.208914                 NaN            NaN            NaN            NaN
  1303.00        2500.00        99.2660       0.160196                 NaN  0.250004       0.116991       0.206802                 NaN            NaN            NaN            NaN
  1301.52        2500.00        92.6207       0.986986                 NaN  0.261593        1.11713        1.03124        3.98236                 NaN            NaN            NaN
  1300.04        2500.00        87.3079        1.64683                 NaN   1.82655       0.373211        1.68930        7.15622                 NaN            NaN            NaN
  1298.57        2500.00        87.9593        1.58723                 NaN   1.76678       0.315183        1.61188        6.75965                 NaN            NaN            NaN
  1297.09        2500.00        89.1239        1.44070                 NaN   1.64262       0.266798        1.46023        6.06578                 NaN            NaN            NaN
  1295.61        2500.00        89.5551        1.40200                 NaN  0.224354        1.60983        1.40933        5.79934                 NaN            NaN            NaN
  1294.13        2500.00        85.7215        1.05100                 NaN  0.864314        2.23534        1.83419        7.74483       0.548768                 NaN            NaN
  1292.65        2500.00        70.8240                 NaN            NaN   4.57267        3.10975        3.51969        15.4278        2.54615                 NaN            NaN
  1291.17        2500.00        75.6343                 NaN            NaN   3.75227        2.70958        2.95657        12.8627        2.08459                 NaN            NaN
  1289.70        2500.00        79.0283                 NaN            NaN   3.16961        2.42862        2.55868        11.0568        1.75797                 NaN            NaN
  1288.22        2500.00        80.0391                 NaN            NaN   2.40576        2.96852        2.45928        10.5195        1.60784                 NaN            NaN
  1286.74        2500.00        79.9880                 NaN            NaN   2.01238        3.23386        2.43424        10.8763        1.45526                 NaN            NaN
  1285.26        2500.00        90.8459                 NaN            NaN   1.65892       0.955281        1.15877        4.42526       0.955884                 NaN            NaN
  1283.78        2500.00        85.9613                 NaN            NaN   1.89656        1.93113        1.74537        7.39059        1.07503                 NaN            NaN
  1282.31        2500.00        86.5097                 NaN            NaN   1.85133        1.79104        1.67705        7.11739        1.05345                 NaN            NaN
  1280.83        2500.00        86.9831                 NaN            NaN   1.82135        1.71545        1.62662        6.88217       0.971270                 NaN            NaN
  1279.35        2500.00        89.7620                 NaN            NaN   1.53964        1.28524        1.28123        5.39214       0.739714                 NaN            NaN
  1277.87        2500.00        88.8505                 NaN            NaN   1.68538        1.37538        1.39771        5.90064       0.790382                 NaN            NaN
  1276.39        2500.00        89.1959                 NaN            NaN   1.68012        1.28577        1.35491        5.73493       0.748415                 NaN            NaN
  1274.92        2500.00        89.0174                 NaN            NaN   1.73708        1.27361        1.37833        5.85412       0.739482                 NaN            NaN
  1273.44        2500.00        89.9337                 NaN            NaN   1.63021        1.11651        1.26084        5.38574       0.672982                 NaN            NaN
  1271.96        2500.00        89.4888                 NaN            NaN   1.10008        1.75434        1.31467        5.65904       0.683113                 NaN            NaN
  1270.48        2500.00        90.6424                 NaN            NaN   1.59029       0.952477        1.17041        5.03971       0.604707                 NaN            NaN
  1269.00        2500.00        89.2614                 NaN            NaN   1.82779        1.04317        1.34594        5.87089       0.650789                 NaN            NaN
  1267.53        2500.00        92.8958                 NaN            NaN  0.683965        1.27502       0.887336        3.78171       0.476196                 NaN            NaN
  1266.05        2500.00        91.1569                 NaN            NaN  0.842757        1.53890        1.10594        4.79688       0.558588                 NaN            NaN
  1264.57        2500.00        84.6751                 NaN            NaN  0.904646        3.56289        1.89056        8.51295       0.453846                 NaN            NaN
  1263.09        2500.00        98.2423                 NaN            NaN  0.239747                 NaN  0.288281       0.664416       0.565213                 NaN            NaN
  1261.61        2500.00        96.6614                 NaN            NaN  0.377622       0.689608       0.511213        1.39706       0.363129                 NaN            NaN
  1260.14        2500.00        88.8934                 NaN            NaN  0.296398        2.75323        1.23530        6.82162                 NaN            NaN            NaN
  1258.66        2500.00        97.6399                 NaN            NaN  0.328670                 NaN  0.355965       0.873317       0.802186                 NaN            NaN
  1257.18        2500.00        93.6291                 NaN            NaN  0.718474       0.970167       0.866134        3.25779       0.558366                 NaN            NaN
  1255.70        2500.00        96.4774                 NaN            NaN  0.399283       0.363718       0.372606        2.17160       0.215389                 NaN            NaN
  1254.22        2500.00        95.1730                 NaN            NaN  0.850184       0.417982       0.615954        2.61533       0.327593                 NaN            NaN
  1252.75        2500.00        89.4406                 NaN            NaN   1.82766       0.616382        1.30507        5.88733       0.848022       0.749238E-001            NaN
  1251.27        2500.00       100.0000       0.753106E-005            NaN  0.688364E-005            NaN  0.517872E-005  0.140857E-004  0.214604E-005            NaN            NaN
  1249.79        2500.00        99.9997                 NaN            NaN  0.492277E-004  0.661620E-004  0.371425E-004  0.154911E-003            NaN  0.105133E-004            NaN
  1248.31        2500.00        99.9999                 NaN            NaN            NaN            NaN  0.141274E-004  0.740790E-004  0.154505E-004            NaN            NaN
