|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/TAY13/TAY13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1248.31        2500.00        99.9999                 NaN            NaN            NaN            NaN  0.132844E-004  0.755673E-004  0.840873E-005            NaN            NaN
  1246.83        2500.00        89.9313                 NaN            NaN   2.51460                 NaN   1.35442        6.01309                 NaN  0.186589                 NaN
  1245.36        2500.00        96.4695                 NaN            NaN  0.820920                 NaN  0.468760        2.16810                 NaN  0.726774E-001            NaN
  1243.88        2500.00        97.3978                 NaN            NaN  0.423950       0.922087E-001  0.352965        1.61146       0.997867E-001  0.218297E-001            NaN
  1242.40        2500.00        99.4400                 NaN            NaN  0.156270                 NaN  0.844823E-001  0.309844                 NaN  0.943392E-002            NaN
  1240.92        2500.00        93.5046                 NaN            NaN  0.921242       0.602133       0.812653        4.01540                 NaN  0.143954                 NaN
  1239.44        2500.00        96.8616                 NaN            NaN  0.658379                 NaN  0.418961        2.00326                 NaN  0.578040E-001            NaN
  1237.97        2500.00        98.0250                 NaN            NaN  0.409221                 NaN  0.242399        1.24982                 NaN  0.735339E-001            NaN
  1236.49        2500.00        96.6718                 NaN            NaN  0.803357       0.106463       0.463556        1.92703                 NaN  0.277618E-001            NaN
  1235.01        2500.00        97.4580                 NaN            NaN  0.374967       0.240006       0.319686        1.55339                 NaN  0.539352E-001            NaN
  1233.53        2500.00        95.5984                 NaN            NaN   1.04802                 NaN  0.587016        2.69012                 NaN  0.764223E-001            NaN
  1232.05        2500.00        99.9112                 NaN            NaN  0.160052E-001            NaN  0.134873E-001  0.533916E-001  0.590914E-002            NaN            NaN
  1230.58        2500.00        99.9650                 NaN            NaN  0.433315E-002            NaN  0.366349E-002  0.245382E-001  0.244143E-002            NaN            NaN
  1229.10        2500.00        95.0300                 NaN            NaN   1.18497       0.114521E-001  0.653204        3.03219                 NaN  0.881418E-001            NaN
  1227.62        2500.00        97.7019                 NaN            NaN  0.293333E-001  0.549742       0.261909        1.40462                 NaN  0.524855E-001            NaN
  1226.14        2500.00        97.9741                 NaN            NaN  0.107164       0.356630       0.264053        1.26210                 NaN  0.359242E-001            NaN
  1224.66        2500.00        95.1170                 NaN            NaN  0.220247       0.489040       0.504079        2.65819                 NaN  0.559470E-001  0.955502     
  1223.18        2500.00        37.4200                 NaN            NaN   7.82604                 NaN   5.43167        29.2542                 NaN  0.444961        19.6232     
  1221.71        2500.00                 NaN            NaN            NaN   4.67727        4.53771        8.38418        46.8102        2.26169                 NaN   33.3289     
  1220.23        2500.00                 NaN            NaN            NaN   4.78716        4.48492        8.39427        46.7943        2.23717                 NaN   33.3022     
  1218.75        2500.00                 NaN            NaN            NaN   4.74520        4.54855        8.39944        46.7881        2.22709                 NaN   33.2917     
  1217.27        2500.00                 NaN            NaN            NaN   6.34259        3.57302        8.45535        46.7175        1.83349       0.118549        32.9595     
  1215.79        2500.00                 NaN            NaN            NaN   7.13627        3.13743        8.49345        46.6665        1.61210       0.182781        32.7714     
  1214.32        2500.00                 NaN            NaN            NaN   10.0226        1.54149        8.61056        46.5156       0.804633       0.421456        32.0836     
  1212.84        2500.00                 NaN            NaN            NaN  0.120444E-001   12.8409        8.72438        46.3709                 NaN  0.657793        31.3940     
  1211.36        2500.00                 NaN            NaN            NaN   12.7467       0.105374        8.72863        46.3669                 NaN  0.657735        31.3947     
  1209.88        2500.00                 NaN            NaN            NaN   12.7194       0.133400        8.73418        46.3604                 NaN  0.657272        31.3953     
  1208.40        2500.00                 NaN            NaN            NaN   12.8331       0.209603E-001   8.74263        46.3527                 NaN  0.656536        31.3941     
  1206.93        2500.00                 NaN            NaN            NaN  0.274017        12.5778        8.74337        46.3512                 NaN  0.656937        31.3967     
  1205.45        2500.00                 NaN            NaN            NaN   12.5107       0.340578        8.74795        46.3465                 NaN  0.656772        31.3975     
  1203.97        2500.00                 NaN            NaN            NaN   12.2215       0.625268        8.74637        46.3497                 NaN  0.658011        31.3992     
  1202.49        2500.00                 NaN            NaN            NaN   12.1614       0.685159        8.75150        46.3443                 NaN  0.657782        31.3998     
  1201.01        2500.00                 NaN            NaN            NaN   12.2660       0.582500        8.75996        46.3353                 NaN  0.656828        31.3994     
  1199.54        2500.00                 NaN            NaN            NaN   12.2175       0.630777        8.76470        46.3303                 NaN  0.656609        31.4001     
  1198.06        2500.00                 NaN            NaN            NaN   12.1701       0.677892        8.76941        46.3253                 NaN  0.656391        31.4009     
  1196.58        2500.00                 NaN            NaN            NaN   12.1243       0.723466        8.77412        46.3203                 NaN  0.656170        31.4016     
  1195.10        2500.00                 NaN            NaN            NaN   12.0806       0.766906        8.77885        46.3153                 NaN  0.655945        31.4024     
  1193.62        2500.00                 NaN            NaN            NaN   12.0374       0.809861        8.78358        46.3103                 NaN  0.655716        31.4031     
  1192.15        2500.00                 NaN            NaN            NaN   11.9964       0.850671        8.78825        46.3053                 NaN  0.655504        31.4039     
  1190.67        2500.00                 NaN            NaN            NaN   11.9579       0.889014        8.79295        46.3002                 NaN  0.655262        31.4046     
  1189.19        2500.00                 NaN            NaN            NaN   11.9186       0.928163        8.79762        46.2952                 NaN  0.655028        31.4054     
  1187.71        2500.00                 NaN            NaN            NaN   11.8828       0.963911        8.80237        46.2899                 NaN  0.654762        31.4062     
  1186.23        2500.00                 NaN            NaN            NaN   11.8455        1.00087        8.80696        46.2851                 NaN  0.654575        31.4070     
  1184.76        2500.00                 NaN            NaN            NaN   11.8149        1.03142        8.81171        46.2799                 NaN  0.654307        31.4077     
  1183.28        2500.00                 NaN            NaN            NaN   11.7809        1.06533        8.81644        46.2748                 NaN  0.654069        31.4085     
  1181.80        2500.00                 NaN            NaN            NaN   11.7485        1.09805        8.82132        46.2690                 NaN  0.653723        31.4094     
  1180.32        2500.00                 NaN            NaN            NaN   11.7155        1.13060        8.82579        46.2644                 NaN  0.653581        31.4101     
  1178.84        2500.00                 NaN            NaN            NaN   11.6843        1.16173        8.83048        46.2592                 NaN  0.653329        31.4110     
  1177.37        2500.00                 NaN            NaN            NaN   11.0199        1.79104        8.80573        46.3062                 NaN  0.662728        31.4143     
  1175.89        2500.00                 NaN            NaN            NaN   11.5149        1.32610        8.83567        46.2555                 NaN  0.653924        31.4139     
  1174.41        2500.00                 NaN            NaN            NaN   1.48046        11.3377        8.83539        46.2769                 NaN  0.658921        31.4107     
  1172.93        2500.00                 NaN            NaN            NaN   1.47982        11.3447        8.84077        46.2648                 NaN  0.657186        31.4127     
  1171.45        2500.00                 NaN            NaN            NaN   1.43720        11.4021        8.84827        46.2426                 NaN  0.653528        31.4163     
  1169.98        2500.00                 NaN            NaN            NaN   1.45921        11.3803        8.85299        46.2371                 NaN  0.653228        31.4172     
  1168.50        2500.00                 NaN            NaN            NaN   1.53648        11.3000        8.85390        46.2371                 NaN  0.654100        31.4184     
  1167.02        2500.00                 NaN            NaN            NaN   11.1725        1.66177        8.85564        46.2359                 NaN  0.654473        31.4198     
  1165.54        2500.00                 NaN            NaN            NaN   11.2096        1.62526        8.86183        46.2288                 NaN  0.653827        31.4206     
  1164.06        2500.00                 NaN            NaN            NaN   10.5475        2.25534        8.82285        46.2867                 NaN  0.663702        31.4239     
  1162.58        2500.00                 NaN            NaN            NaN   11.2519        1.58263        8.87778        46.2139                 NaN  0.653145        31.4206     
  1161.11        2500.00                 NaN            NaN            NaN   3.12947        9.66882        8.75687        46.3492                 NaN  0.661758        31.4339     
  1159.63        2500.00                 NaN            NaN            NaN   10.6829        2.14063        8.85715        46.2314                 NaN  0.657561        31.4304     
  1158.15        2500.00                 NaN            NaN            NaN   10.6214        2.18031        8.85342        46.2603                 NaN  0.661598        31.4230     
  1156.67        2500.00                 NaN            NaN            NaN   10.6195        2.18472        8.86532        46.2422                 NaN  0.661459        31.4268     
  1155.19        2500.00                 NaN            NaN            NaN   2.06380        10.7400        8.88269        46.2317                 NaN  0.660092        31.4217     
  1153.72        2500.00                 NaN            NaN            NaN   11.2646        1.58238        8.90950        46.1688                 NaN  0.648798        31.4259     
  1152.24        2500.00                 NaN            NaN            NaN   11.1762        1.66849        8.90998        46.1676                 NaN  0.649110        31.4286     
  1150.76        2500.00                 NaN            NaN            NaN   11.1930        1.65322        8.91659        46.1601                 NaN  0.648526        31.4286     
  1149.28        2500.00                 NaN            NaN            NaN   11.1304        1.71437        8.91862        46.1572                 NaN  0.648641        31.4307     
  1147.80        2500.00                 NaN            NaN            NaN   11.1607        1.68595        8.92590        46.1490                 NaN  0.647933        31.4305     
  1146.33        2500.00                 NaN            NaN            NaN   11.1389        1.70786        8.93025        46.1438                 NaN  0.647684        31.4315     
  1144.85        2500.00                 NaN            NaN            NaN   11.1174        1.72949        8.93458        46.1385                 NaN  0.647436        31.4326     
  1143.37        2500.00                 NaN            NaN            NaN   1.64349        11.2070        8.94407        46.1279                 NaN  0.646069        31.4315     
  1141.89        2500.00                 NaN            NaN            NaN   1.65846        11.1919        8.94851        46.1226                 NaN  0.645879        31.4326     
  1140.41        2500.00                 NaN            NaN            NaN   1.68967        11.1613        8.95317        46.1164                 NaN  0.645541        31.4339     
  1138.94        2500.00                 NaN            NaN            NaN   11.1252        1.72584        8.95706        46.1112                 NaN  0.645355        31.4353     
  1137.46        2500.00                 NaN            NaN            NaN   11.0548        1.79440        8.95827        46.1094                 NaN  0.645678        31.4374     
  1135.98        2500.00                 NaN            NaN            NaN   11.0092        1.83927        8.96101        46.1058                 NaN  0.645722        31.4390     
  1134.50        2500.00                 NaN            NaN            NaN   11.0453        1.80581        8.96920        46.0961                 NaN  0.644806        31.4388     
  1133.02        2500.00                 NaN            NaN            NaN   1.85638        10.9932        8.97107        46.0936                 NaN  0.644964        31.4407     
  1131.55        2500.00                 NaN            NaN            NaN   10.9685        1.88111        8.97496        46.0887                 NaN  0.644779        31.4420     
  1130.07        2500.00                 NaN            NaN            NaN   10.8966        1.95112        8.97562        46.0872                 NaN  0.645165        31.4443     
  1128.59        2500.00                 NaN            NaN            NaN   10.9199        1.92968        8.98265        46.0788                 NaN  0.644418        31.4445     
  1127.11        2500.00                 NaN            NaN            NaN   10.8660        1.98232        8.98430        46.0763                 NaN  0.644616        31.4464     
  1125.63        2500.00                 NaN            NaN            NaN   10.8744        1.97527        8.99041        46.0688                 NaN  0.644034        31.4470     
  1124.16        2500.00                 NaN            NaN            NaN   10.8525        1.99724        8.99429        46.0638                 NaN  0.643836        31.4483     
  1122.68        2500.00                 NaN            NaN            NaN   10.8217        2.02793        8.99754        46.0593                 NaN  0.643743        31.4498     
  1121.20        2500.00                 NaN            NaN            NaN   10.8195        2.03094        9.00270        46.0529                 NaN  0.643305        31.4506     
  1119.72        2500.00                 NaN            NaN            NaN   10.8045        2.04626        9.00701        46.0474                 NaN  0.643020        31.4518     
  1118.24        2500.00                 NaN            NaN            NaN   10.7811        2.06953        9.01041        46.0429                 NaN  0.642874        31.4531     
  1116.77        2500.00                 NaN            NaN            NaN   10.8035        2.04970        9.01793        46.0336                 NaN  0.642115        31.4531     
  1115.29        2500.00                 NaN            NaN            NaN   10.7555        2.09607        9.01915        46.0315                 NaN  0.642259        31.4554     
  1113.81        2500.00                 NaN            NaN            NaN   10.7432        2.10901        9.02360        46.0257                 NaN  0.641938        31.4566     
  1112.33        2500.00                 NaN            NaN            NaN   2.08905        10.7647        9.02761        46.0200                 NaN  0.641488        31.4572     
  1110.85        2500.00                 NaN            NaN            NaN   10.7261        2.12795        9.03304        46.0128                 NaN  0.641129        31.4590     
  1109.38        2500.00                 NaN            NaN            NaN   2.14303        10.7113        9.03704        46.0076                 NaN  0.640885        31.4601     
  1107.90        2500.00                 NaN            NaN            NaN   2.15060        10.7037        9.04202        46.0021                 NaN  0.640622        31.4609     
  1106.42        2500.00                 NaN            NaN            NaN   2.16449        10.6914        9.04621        45.9952                 NaN  0.640153        31.4626     
  1104.94        2500.00                 NaN            NaN            NaN   2.17383        10.6834        9.05025        45.9889                 NaN  0.639745        31.4639     
  1103.46        2500.00                 NaN            NaN            NaN   2.20113        10.6531        9.05414        45.9868                 NaN  0.640384        31.4644     
  1101.99        2500.00                 NaN            NaN            NaN   10.6585        2.19922        9.05929        45.9776                 NaN  0.639167        31.4662     
  1100.51        2500.00                 NaN            NaN            NaN   2.22250        10.6327        9.06301        45.9755                 NaN  0.639596        31.4666     
  1099.03        2500.00                 NaN            NaN            NaN   10.6233        2.23390        9.06814        45.9676                 NaN  0.638945        31.4681     
  1097.55        2500.00                 NaN            NaN            NaN   10.5940        2.26462        9.06494        45.9649                 NaN  0.639983        31.4716     
  1096.07        2500.00                 NaN            NaN            NaN   10.6124        2.24784        9.07622        45.9546                 NaN  0.637991        31.4710     
  1094.59        2500.00                 NaN            NaN            NaN   10.5851        2.27433        9.07815        45.9522                 NaN  0.637949        31.4722     
  1093.12        2500.00                 NaN            NaN            NaN   10.5466        2.30928        9.07738        45.9556                 NaN  0.639253        31.4718     
  1091.64        2500.00                 NaN            NaN            NaN   2.28568        10.5765        9.08850        45.9376                 NaN  0.637189        31.4745     
  1090.16        2500.00                 NaN            NaN            NaN   10.5656        2.29782        9.09292        45.9311                 NaN  0.636836        31.4757     
  1088.68        2500.00                 NaN            NaN            NaN   10.1067        2.76825        8.98050        46.0265                 NaN  0.633532        31.4845     
  1087.20        2500.00                 NaN            NaN            NaN   2.32252        10.5419        9.10072        45.9204                 NaN  0.636368        31.4781     
  1085.73        2500.00                 NaN            NaN            NaN   2.33281        10.5328        9.10526        45.9138                 NaN  0.635989        31.4793     
  1084.25        2500.00                 NaN            NaN            NaN   10.5253        2.34114        9.10993        45.9072                 NaN  0.635588        31.4808     
  1082.77        2500.00                 NaN            NaN            NaN   10.5189        2.34847        9.11463        45.9005                 NaN  0.635167        31.4823     
  1081.29        2500.00                 NaN            NaN            NaN   10.5129        2.35548        9.11922        45.8940                 NaN  0.634724        31.4837     
  1079.81        2500.00                 NaN            NaN            NaN   10.4437        2.42020        9.11678        45.8985                 NaN  0.636282        31.4846     
  1078.34        2500.00                 NaN            NaN            NaN   10.5012        2.36935        9.12841        45.8809                 NaN  0.633831        31.4864     
  1076.86        2500.00                 NaN            NaN            NaN   10.4890        2.38246        9.13267        45.8746                 NaN  0.633559        31.4877     
  1075.38        2500.00                 NaN            NaN            NaN   10.4823        2.39012        9.13714        45.8682                 NaN  0.633144        31.4891     
  1073.90        2500.00                 NaN            NaN            NaN   10.4846        2.38931        9.14220        45.8610                 NaN  0.632464        31.4904     
  1072.42        2500.00                 NaN            NaN            NaN   10.4695        2.40511        9.14610        45.8552                 NaN  0.632305        31.4918     
  1070.95        2500.00                 NaN            NaN            NaN   10.4741        2.40216        9.15140        45.8476                 NaN  0.631536        31.4932     
  1069.47        2500.00                 NaN            NaN            NaN   10.4686        2.40885        9.15596        45.8410                 NaN  0.631082        31.4946     
  1067.99        2500.00                 NaN            NaN            NaN   10.4626        2.41568        9.16075        45.8342                 NaN  0.630734        31.4961     
  1066.51        2500.00                 NaN            NaN            NaN   10.4570        2.42261        9.16522        45.8276                 NaN  0.630204        31.4973     
  1065.03        2500.00                 NaN            NaN            NaN   10.3742        2.50916        9.15391        45.8298                 NaN  0.629757        31.5031     
  1063.56        2500.00                 NaN            NaN            NaN   2.44963        10.4311        9.17172        45.8179                 NaN  0.629723        31.4999     
  1062.08        2500.00                 NaN            NaN            NaN   10.4263        2.45573        9.17746        45.8095                 NaN  0.629316        31.5017     
  1060.60        2500.00                 NaN            NaN            NaN   10.4207        2.46268        9.18193        45.8028                 NaN  0.628878        31.5031     
  1059.12        2500.00                 NaN            NaN            NaN   10.4151        2.46952        9.18641        45.7961                 NaN  0.628436        31.5045     
  1057.64        2500.00                 NaN            NaN            NaN   10.2123        2.65295        9.16652        45.8277                 NaN  0.635058        31.5055     
  1056.17        2500.00                 NaN            NaN            NaN   10.4043        2.48292        9.19537        45.7825                 NaN  0.627542        31.5073     
  1054.69        2500.00                 NaN            NaN            NaN   10.3991        2.48949        9.19985        45.7757                 NaN  0.627089        31.5088     
  1053.21        2500.00                 NaN            NaN            NaN   10.3940        2.49597        9.20434        45.7688                 NaN  0.626633        31.5102     
  1051.73        2500.00                 NaN            NaN            NaN   10.3890        2.50236        9.20884        45.7620                 NaN  0.626174        31.5117     
  1050.25        2500.00                 NaN            NaN            NaN   10.3841        2.50868        9.21333        45.7550                 NaN  0.625709        31.5131     
  1048.78        2500.00                 NaN            NaN            NaN   10.3793        2.51491        9.21783        45.7481                 NaN  0.625242        31.5146     
  1047.30        2500.00                 NaN            NaN            NaN   10.3747        2.52106        9.22233        45.7411                 NaN  0.624770        31.5161     
  1045.82        2500.00                 NaN            NaN            NaN   10.0181        2.87167        9.14539        45.8146                 NaN  0.628611        31.5216     
  1044.34        2500.00                 NaN            NaN            NaN   10.0171        2.87370        9.15091        45.8070                 NaN  0.628294        31.5230     
  1042.86        2500.00                 NaN            NaN            NaN   10.1330        2.74080        9.20601        45.7677                 NaN  0.632164        31.5203     
  1041.39        2500.00                 NaN            NaN            NaN   10.3633        2.53974        9.24081        45.7117                 NaN  0.622642        31.5219     
  1039.91        2500.00                 NaN            NaN            NaN   10.3569        2.54778        9.24478        45.7052                 NaN  0.622274        31.5232     
  1038.43        2500.00                 NaN            NaN            NaN   10.3535        2.55263        9.24968        45.6976                 NaN  0.621719        31.5249     
  1036.95        2500.00                 NaN            NaN            NaN   10.3488        2.55895        9.25412        45.6905                 NaN  0.621252        31.5264     
  1035.47        2500.00                 NaN            NaN            NaN   10.3442        2.56519        9.25856        45.6834                 NaN  0.620780        31.5279     
  1034.00        2500.00                 NaN            NaN            NaN   2.57197        10.3392        9.26279        45.6764                 NaN  0.620338        31.5293     
  1032.52        2500.00                 NaN            NaN            NaN   2.57803        10.3350        9.26742        45.6689                 NaN  0.619830        31.5308     
  1031.04        2500.00                 NaN            NaN            NaN   2.58376        10.3310        9.27207        45.6614                 NaN  0.619317        31.5325     
  1029.56        2500.00                 NaN            NaN            NaN   2.58977        10.3269        9.27670        45.6538                 NaN  0.618802        31.5341     
  1028.08        2500.00                 NaN            NaN            NaN   10.3234        2.59484        9.28140        45.6463                 NaN  0.618278        31.5358     
  1026.60        2500.00                 NaN            NaN            NaN   10.2958        2.62143        9.28252        45.6443                 NaN  0.618771        31.5372     
  1025.13        2500.00                 NaN            NaN            NaN   10.0816        2.80919        9.25761        45.6858                 NaN  0.627201        31.5387     
  1023.65        2500.00                 NaN            NaN            NaN   2.61118        10.3125        9.29543        45.6234                 NaN  0.616690        31.5408     
  1022.17        2500.00                 NaN            NaN            NaN   10.3091        2.61636        9.30002        45.6159                 NaN  0.616158        31.5424     
  1020.69        2500.00                 NaN            NaN            NaN   10.3060        2.62043        9.30445        45.6094                 NaN  0.615620        31.5440     
  1019.21        2500.00                 NaN            NaN            NaN   10.0173        2.89744        9.24205        45.6737                 NaN  0.621105        31.5484     
  1017.74        2500.00                 NaN            NaN            NaN   10.2270        2.69464        9.30300        45.6107                 NaN  0.617768        31.5469     
  1016.26        2500.00                 NaN            NaN            NaN   2.90044        10.0175        9.25278        45.6576                 NaN  0.620187        31.5515     
  1014.78        2500.00                 NaN            NaN            NaN   10.2935        2.64137        9.32295        45.5782                 NaN  0.613443        31.5506     
  1013.30        2500.00                 NaN            NaN            NaN   10.1988        2.72577        9.31388        45.5926                 NaN  0.617055        31.5518     
  1011.82        2500.00                 NaN            NaN            NaN   2.90501        10.0179        9.26887        45.6332                 NaN  0.618780        31.5562     
  1010.35        2500.00                 NaN            NaN            NaN   10.0542        2.85374        9.30211        45.6129                 NaN  0.622409        31.5547     
  1008.87        2500.00                 NaN            NaN            NaN   10.0521        2.85762        9.30663        45.6054                 NaN  0.621899        31.5564     
  1007.39        2500.00                 NaN            NaN            NaN   10.0501        2.86149        9.31117        45.5978                 NaN  0.621382        31.5580     
  1005.91        2500.00                 NaN            NaN            NaN   10.0482        2.86528        9.31571        45.5902                 NaN  0.620859        31.5597     
  1004.43        2500.00                 NaN            NaN            NaN   10.0464        2.86899        9.32027        45.5826                 NaN  0.620330        31.5614     
  1002.96        2500.00                 NaN            NaN            NaN   10.0447        2.87262        9.32484        45.5749                 NaN  0.619796        31.5631     
  1001.48        2500.00                 NaN            NaN            NaN   10.0432        2.87619        9.32943        45.5672                 NaN  0.619256        31.5647     
  1000.00        2500.00                 NaN            NaN            NaN   10.0417        2.87968        9.33403        45.5594                 NaN  0.618710        31.5664     
