|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1972.43        500.000        99.0122                 NaN  0.964158       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        500.000        99.0122                 NaN  0.964158       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        500.000        99.0122                 NaN  0.964158       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        99.0122                 NaN  0.964157       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        99.0122                 NaN  0.964157       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.0122                 NaN  0.964157       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        99.0122                 NaN  0.964157       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.0122                 NaN  0.964156       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.0122                 NaN  0.964156       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.0122                 NaN  0.964156       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.0122                 NaN  0.964156       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.0122                 NaN  0.964156       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.0122                 NaN  0.964155       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.0122                 NaN  0.964155       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.0122                 NaN  0.964155       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.0122                 NaN  0.964156       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.0122                 NaN  0.964155       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.0122                 NaN  0.964154       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.0122                 NaN  0.964154       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.0122                 NaN  0.964154       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.0122                 NaN  0.964153       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.0122                 NaN  0.964153       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.0122                 NaN  0.964153       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.0122                 NaN  0.964153       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.0122                 NaN  0.964152       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.0122                 NaN  0.964152       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.0122                 NaN  0.964152       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.0122                 NaN  0.964151       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.0122                 NaN  0.964151       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.0122                 NaN  0.964151       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.0122                 NaN  0.964151       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.0122                 NaN  0.964150       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.0122                 NaN  0.964150       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.0122                 NaN  0.964150       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.0122                 NaN  0.964150       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.0122                 NaN  0.964149       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.0122                 NaN  0.964149       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.0122                 NaN  0.964149       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.0122                 NaN  0.964148       0.236649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.0122                 NaN  0.964148       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.0122                 NaN  0.964148       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.0122                 NaN  0.964147       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.0122                 NaN  0.964147       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.0122                 NaN  0.964147       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.0122                 NaN  0.964146       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.0122                 NaN  0.964146       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.0122                 NaN  0.964146       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.0122                 NaN  0.964146       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.0122                 NaN  0.964145       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.0122                 NaN  0.964145       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.0122                 NaN  0.964145       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.0122                 NaN  0.964144       0.236648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.0122                 NaN  0.964144       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.0122                 NaN  0.964144       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.0122                 NaN  0.964143       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.0122                 NaN  0.964143       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.0122                 NaN  0.964142       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.0122                 NaN  0.964142       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.0122                 NaN  0.964142       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.0122                 NaN  0.964141       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.0122                 NaN  0.964141       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.0122                 NaN  0.964141       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.0122                 NaN  0.964140       0.236647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.0122                 NaN  0.964140       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.0122                 NaN  0.964140       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.0122                 NaN  0.964139       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.0122                 NaN  0.964139       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.0122                 NaN  0.964138       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.0122                 NaN  0.964138       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.0122                 NaN  0.964138       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.0122                 NaN  0.964137       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.0122                 NaN  0.964137       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.0122                 NaN  0.964136       0.236646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.0122                 NaN  0.964136       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.0122                 NaN  0.964136       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.0122                 NaN  0.964135       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.0122                 NaN  0.964135       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.0122                 NaN  0.964134       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.0122                 NaN  0.964134       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.0122                 NaN  0.964134       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.0122                 NaN  0.964133       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.0122                 NaN  0.964133       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.0122                 NaN  0.964132       0.236645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.0122                 NaN  0.964132       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.0122                 NaN  0.964131       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.0122                 NaN  0.964131       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.0122                 NaN  0.964130       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.0122                 NaN  0.964130       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.0122                 NaN  0.964130       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.0122                 NaN  0.964129       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.0122                 NaN  0.964129       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.0122                 NaN  0.964128       0.236644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.0122                 NaN  0.964128       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.0122                 NaN  0.964127       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.0122                 NaN  0.964127       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.0122                 NaN  0.964126       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.0122                 NaN  0.964126       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.0122                 NaN  0.964125       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.0122                 NaN  0.964125       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.0122                 NaN  0.964124       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.0122                 NaN  0.964124       0.236643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.0122                 NaN  0.964123       0.236642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.0122                 NaN  0.964123       0.236642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.0122                 NaN  0.964122       0.236642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.0122                 NaN  0.964122       0.236642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.0122                 NaN  0.964121       0.236642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.0122                 NaN  0.964121       0.236642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.0122                 NaN  0.964120       0.236642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.0122                 NaN  0.964119       0.236641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.0122                 NaN  0.964119       0.236641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.0122                 NaN  0.964118       0.236641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.0122                 NaN  0.964118       0.236641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.0122                 NaN  0.964117       0.236641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.0122                 NaN  0.964117       0.236641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.0122                 NaN  0.964116       0.236641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.0107                 NaN  0.964115       0.236640E-001  0.151397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        98.9976                 NaN  0.964129       0.236644E-001  0.145605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        98.9979                 NaN  0.964269       0.236678E-001  0.141611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        98.9978                 NaN  0.964405       0.236712E-001  0.141687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        98.9977                 NaN  0.964541       0.236745E-001  0.140513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.9977                 NaN  0.964676       0.236778E-001  0.139391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.9977                 NaN  0.964810       0.236811E-001  0.138421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.9974                 NaN  0.964943       0.236843E-001  0.139302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        98.9979                 NaN  0.965076       0.236876E-001  0.133748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        98.9976                 NaN  0.965205       0.236908E-001  0.135057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.9976                 NaN  0.965334       0.236940E-001  0.134201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        98.9976                 NaN  0.965463       0.236971E-001  0.132615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        98.9976                 NaN  0.965591       0.237003E-001  0.131558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        98.9975                 NaN  0.965717       0.237034E-001  0.130998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.7582                 NaN  0.965843       0.232996E-001  0.132634E-001  0.239361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.6846                 NaN            NaN            NaN  0.134341E-001  0.301962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2986                 NaN            NaN            NaN  0.139149E-001  0.687519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2989                 NaN            NaN            NaN  0.138983E-001  0.687155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2985                 NaN            NaN            NaN  0.138857E-001  0.687616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2991                 NaN            NaN            NaN  0.138528E-001  0.687019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3002                 NaN            NaN            NaN  0.138136E-001  0.686012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3008                 NaN            NaN            NaN  0.137941E-001  0.685441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3000                 NaN            NaN            NaN  0.137855E-001  0.686226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2768                 NaN            NaN            NaN  0.142576E-001  0.708958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.7924                 NaN            NaN            NaN  0.408324E-002  0.203557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.8433                 NaN            NaN            NaN  0.227903E-001   1.13392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3057                 NaN            NaN            NaN  0.136763E-001  0.680608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2748                 NaN            NaN            NaN  0.142978E-001  0.710945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3428                 NaN            NaN            NaN  0.129175E-001  0.644249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3128                 NaN            NaN            NaN  0.135299E-001  0.673710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3139                 NaN            NaN            NaN  0.135198E-001  0.672532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2452                 NaN            NaN            NaN  0.149091E-001  0.739867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3915                 NaN            NaN            NaN  0.119913E-001  0.596502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3216                 NaN            NaN            NaN  0.133970E-001  0.664954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3254                 NaN            NaN            NaN  0.133368E-001  0.661303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3273                 NaN            NaN            NaN  0.133206E-001  0.659368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3246                 NaN            NaN            NaN  0.133991E-001  0.662041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3404                 NaN            NaN            NaN  0.130697E-001  0.646529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3363                 NaN            NaN            NaN  0.132440E-001  0.650462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3380                 NaN            NaN            NaN  0.131754E-001  0.648842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.7655                 NaN            NaN            NaN  0.418043E-002  0.230342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.9337                 NaN            NaN            NaN  0.217597E-001   1.04450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3520                 NaN            NaN            NaN  0.129515E-001  0.635082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3566                 NaN            NaN            NaN  0.128852E-001  0.630538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.0357                 NaN            NaN            NaN  0.153838E-002  0.378630       0.584180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6037                 NaN            NaN            NaN            NaN  0.461425E-001   1.35015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6360                 NaN            NaN            NaN            NaN  0.461406E-001   1.31789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6514                 NaN            NaN            NaN            NaN  0.437307E-001   1.30490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6708                 NaN            NaN            NaN            NaN  0.403966E-001   1.28880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
