|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.75/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            hed            q             
  1558.90        2500.00        99.0233                 NaN            NaN            NaN  0.762927E-001            NaN  0.900360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0395                 NaN            NaN            NaN  0.778733E-001            NaN  0.882676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        96.2898                 NaN            NaN            NaN  0.264559                 NaN   3.44561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.7315                 NaN            NaN            NaN  0.243200E-001            NaN  0.244194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.4221                 NaN            NaN            NaN  0.325828E-001            NaN  0.545320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1099                 NaN            NaN            NaN  0.639424E-001            NaN  0.826177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1197                 NaN            NaN            NaN  0.594258E-001            NaN  0.820895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1252                 NaN            NaN            NaN  0.550684E-001            NaN  0.819763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1339                 NaN            NaN            NaN  0.145738E-001            NaN  0.851564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0163                 NaN            NaN            NaN  0.433580E-001            NaN  0.269395       0.670942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9373                 NaN            NaN            NaN  0.869935E-002            NaN            NaN   1.05402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9323                 NaN            NaN            NaN            NaN            NaN            NaN   1.06774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9364                 NaN            NaN            NaN            NaN            NaN            NaN   1.06363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9379                 NaN            NaN            NaN            NaN            NaN            NaN   1.06210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9374                 NaN            NaN            NaN            NaN            NaN            NaN   1.06256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9348                 NaN            NaN            NaN            NaN            NaN            NaN   1.06520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9292                 NaN            NaN            NaN            NaN            NaN            NaN   1.07079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9259                 NaN            NaN            NaN            NaN            NaN            NaN   1.07412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9155                 NaN            NaN            NaN            NaN            NaN            NaN   1.08453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9055                 NaN            NaN            NaN            NaN            NaN            NaN   1.09447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8809                 NaN            NaN            NaN            NaN            NaN            NaN   1.11910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8577                 NaN            NaN            NaN            NaN            NaN            NaN   1.14234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.4139                 NaN            NaN            NaN            NaN            NaN            NaN  0.882062       0.703994                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2885                 NaN            NaN            NaN            NaN            NaN            NaN   1.17207       0.539450                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.3168                 NaN            NaN            NaN            NaN            NaN            NaN   1.15416       0.529009                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3415                 NaN            NaN            NaN            NaN            NaN            NaN   1.13700       0.521448                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3656                 NaN            NaN            NaN            NaN            NaN            NaN   1.12233       0.512041                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3896                 NaN            NaN            NaN            NaN            NaN            NaN   1.10443       0.505960                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4157                 NaN            NaN            NaN            NaN            NaN            NaN  0.495262        1.08903                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4371                 NaN            NaN            NaN            NaN            NaN            NaN  0.487943        1.07498                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4582                 NaN            NaN            NaN            NaN            NaN            NaN   1.06195       0.479884                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4784                 NaN            NaN            NaN            NaN            NaN            NaN   1.04961       0.472021                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4990                 NaN            NaN            NaN            NaN            NaN            NaN   1.03570       0.465278                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5176                 NaN            NaN            NaN            NaN            NaN            NaN   1.02519       0.457254                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5360                 NaN            NaN            NaN            NaN            NaN            NaN   1.01289       0.451120                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5549                 NaN            NaN            NaN            NaN            NaN            NaN   1.00132       0.443756                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5714                 NaN            NaN            NaN            NaN            NaN            NaN  0.991727       0.436859                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5877                 NaN            NaN            NaN            NaN            NaN            NaN  0.981791       0.430502                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6044                 NaN            NaN            NaN            NaN            NaN            NaN  0.971862       0.423728                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        96.4922                 NaN            NaN            NaN  0.567684E-001            NaN            NaN   1.17711        1.24241                 NaN   1.03155                 NaN            NaN            NaN            NaN
  1453.63        2500.00        95.4774                 NaN            NaN            NaN  0.448536                 NaN            NaN   1.40756        1.07013                 NaN   1.59639                 NaN            NaN            NaN            NaN
  1451.13        2500.00        95.6565                 NaN            NaN            NaN  0.441260                 NaN            NaN   1.00323        1.36264                 NaN   1.53634                 NaN            NaN            NaN            NaN
  1448.62        2500.00        95.8191                 NaN            NaN            NaN  0.435038                 NaN            NaN   1.32244       0.941892                 NaN   1.48152                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.9721                 NaN            NaN            NaN  0.429411                 NaN            NaN  0.881564        1.28711                 NaN   1.42979                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.1287                 NaN            NaN            NaN  0.386894                 NaN            NaN  0.881730        1.23347                 NaN   1.36922                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.2352                 NaN            NaN            NaN  0.458512                 NaN            NaN   1.23858       0.719647                 NaN   1.34809                 NaN            NaN            NaN            NaN
  1438.60        2500.00        95.3952                 NaN  0.948617E-001            NaN  0.200499E-001            NaN            NaN   1.45958        1.40863                 NaN   1.62169                 NaN            NaN            NaN            NaN
  1436.09        2500.00        95.3217                 NaN  0.117909                 NaN            NaN            NaN            NaN   1.51287        1.38309                 NaN   1.66447                 NaN            NaN            NaN            NaN
  1433.58        2500.00        95.5916                 NaN  0.110083                 NaN            NaN            NaN            NaN   1.30323        1.42589                 NaN   1.56916                 NaN            NaN            NaN            NaN
  1431.08        2500.00        95.8378                 NaN  0.102763                 NaN            NaN            NaN            NaN   1.34550        1.23211                 NaN   1.48178                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.0629                 NaN  0.961528E-001            NaN            NaN            NaN            NaN   1.16941        1.26985                 NaN   1.40169                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.2669                 NaN  0.903461E-001            NaN            NaN            NaN            NaN   1.20476        1.10857                 NaN   1.32945                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.4528                 NaN  0.848478E-001            NaN            NaN            NaN            NaN   1.05626        1.14312                 NaN   1.26300                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.6229                 NaN  0.798590E-001            NaN            NaN            NaN            NaN   1.08623        1.00864                 NaN   1.20238                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.7786                 NaN  0.752480E-001            NaN            NaN            NaN            NaN  0.965261        1.03436                 NaN   1.14654                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.9229                 NaN  0.710448E-001            NaN            NaN            NaN            NaN  0.986609       0.924680                 NaN   1.09480                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.0561                 NaN  0.670349E-001            NaN            NaN            NaN            NaN  0.941411       0.888329                 NaN   1.04713                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.1790                 NaN  0.634956E-001            NaN            NaN            NaN            NaN  0.854338       0.900217                 NaN   1.00298                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.2943                 NaN  0.598582E-001            NaN            NaN            NaN            NaN  0.823346       0.860997                 NaN  0.961479                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.4002                 NaN  0.567508E-001            NaN            NaN            NaN            NaN  0.825044       0.794922                 NaN  0.923068                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.5011                 NaN  0.537800E-001            NaN            NaN            NaN            NaN  0.768032       0.790376                 NaN  0.886709                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.5945                 NaN  0.510001E-001            NaN            NaN            NaN            NaN  0.758640       0.743079                 NaN  0.852824                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.6818                 NaN  0.483444E-001            NaN            NaN            NaN            NaN  0.728748       0.719974                 NaN  0.821173                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.7632                 NaN  0.458069E-001            NaN            NaN            NaN            NaN  0.700380       0.699014                 NaN  0.791549                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8407                 NaN  0.434296E-001            NaN            NaN            NaN            NaN  0.673259       0.679233                 NaN  0.763427                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.9132                 NaN  0.412385E-001            NaN            NaN            NaN            NaN  0.648035       0.660502                 NaN  0.736992                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.9803                 NaN  0.390567E-001            NaN            NaN            NaN            NaN  0.624081       0.644332                 NaN  0.712205                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0476                 NaN  0.370176E-001            NaN            NaN            NaN            NaN  0.626974       0.600777                 NaN  0.687642                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1075                 NaN  0.351412E-001            NaN            NaN            NaN            NaN  0.579143       0.612439                 NaN  0.665745                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1642                 NaN  0.333671E-001            NaN            NaN            NaN            NaN  0.561408       0.596201                 NaN  0.644862                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2217                 NaN  0.315450E-001            NaN            NaN            NaN            NaN  0.585950       0.537083                 NaN  0.623760                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2725                 NaN  0.298150E-001            NaN            NaN            NaN            NaN  0.519371       0.573485                 NaN  0.604868                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3199                 NaN  0.283688E-001            NaN            NaN            NaN            NaN  0.502444       0.561521                 NaN  0.587783                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3711                 NaN  0.265436E-001            NaN            NaN            NaN            NaN  0.551814       0.482347                 NaN  0.568209                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4135                 NaN  0.252042E-001            NaN            NaN            NaN            NaN  0.542190       0.466407                 NaN  0.552711                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4562                 NaN  0.237317E-001            NaN            NaN            NaN            NaN  0.532477       0.450872                 NaN  0.536736                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4954                 NaN  0.223293E-001            NaN            NaN            NaN            NaN  0.435560       0.524654                 NaN  0.522020                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5356                 NaN  0.210654E-001            NaN            NaN            NaN            NaN  0.515609       0.420622                 NaN  0.507061                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5720                 NaN  0.197513E-001            NaN            NaN            NaN            NaN  0.405800       0.508951                 NaN  0.493463                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6071                 NaN  0.184851E-001            NaN            NaN            NaN            NaN  0.391613       0.502442                 NaN  0.480345                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6408                 NaN  0.173267E-001            NaN            NaN            NaN            NaN  0.378373       0.495890                 NaN  0.467616                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6727                 NaN  0.161195E-001            NaN            NaN            NaN            NaN  0.364918       0.490673                 NaN  0.455593                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7033                 NaN  0.150069E-001            NaN            NaN            NaN            NaN  0.352389       0.485231                 NaN  0.444039                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7328                 NaN  0.139176E-001            NaN            NaN            NaN            NaN  0.339626       0.480737                 NaN  0.432924                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7607                 NaN  0.127598E-001            NaN            NaN            NaN            NaN  0.327018       0.477279                 NaN  0.422201                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7874                 NaN  0.117389E-001            NaN            NaN            NaN            NaN  0.314927       0.473816                 NaN  0.412158                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8130                 NaN  0.106890E-001            NaN            NaN            NaN            NaN  0.303270       0.470800                 NaN  0.402237                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8371                 NaN  0.969621E-002            NaN            NaN            NaN            NaN  0.468576       0.291566                 NaN  0.393028                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8611                 NaN  0.880166E-002            NaN            NaN            NaN            NaN  0.465654       0.280501                 NaN  0.383897                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8833                 NaN  0.784537E-002            NaN            NaN            NaN            NaN  0.464479       0.268966                 NaN  0.375364                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9056                 NaN  0.684884E-002            NaN            NaN            NaN            NaN  0.463768       0.257024                 NaN  0.366763                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9253                 NaN  0.592843E-002            NaN            NaN            NaN            NaN  0.245866       0.463750                 NaN  0.359145                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9460                 NaN  0.502350E-002            NaN            NaN            NaN            NaN  0.464092       0.233793                 NaN  0.351113                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.9640                 NaN  0.411286E-002            NaN            NaN            NaN            NaN  0.464749       0.222990                 NaN  0.344101                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9830                 NaN  0.327168E-002            NaN            NaN            NaN            NaN  0.210346       0.466629                 NaN  0.336724                 NaN            NaN            NaN            NaN
  1315.79        2500.00        99.0000                 NaN  0.243335E-002            NaN            NaN            NaN            NaN  0.199003       0.468406                 NaN  0.330115                 NaN            NaN            NaN            NaN
  1313.28        2500.00        78.0542                 NaN  0.209883                 NaN            NaN            NaN            NaN   2.79921        2.30761                 NaN   3.03018        13.5989                 NaN            NaN            NaN
  1310.78        2500.00        64.3336                 NaN  0.327192                 NaN            NaN            NaN            NaN   3.47985        4.50222                 NaN   4.75924        22.5979                 NaN            NaN            NaN
  1308.27        2500.00        71.8892                 NaN  0.241407                 NaN            NaN            NaN            NaN   2.75910        3.59134                 NaN   3.75943        17.7595                 NaN            NaN            NaN
  1305.76        2500.00        76.6780                 NaN  0.186325                 NaN            NaN            NaN            NaN   3.06878        2.24914                 NaN   3.12703        14.6908                 NaN            NaN            NaN
  1303.26        2500.00        79.9504                 NaN  0.147624                 NaN            NaN            NaN            NaN   4.61442                 NaN            NaN   2.69465        12.5929                 NaN            NaN            NaN
  1300.75        2500.00        81.8405                 NaN  0.142570                 NaN            NaN            NaN            NaN   2.97289        1.15306                 NaN   2.45364        11.4374                 NaN            NaN            NaN
  1298.25        2500.00        64.2747                 NaN  0.440028                 NaN            NaN            NaN            NaN   7.12332       0.257465E-001            NaN   4.81755        23.1199       0.198773                 NaN            NaN
  1295.74        2500.00        96.8374                 NaN  0.617721E-002            NaN            NaN            NaN            NaN   1.56312                 NaN            NaN  0.133774        1.45954                 NaN            NaN            NaN
  1293.23        2500.00        80.0528                 NaN            NaN            NaN            NaN            NaN            NaN   2.54556        1.15389                 NaN   2.59060        13.3883       0.268846                 NaN            NaN
  1290.73        2500.00        68.5990                 NaN  0.359001E-001            NaN            NaN            NaN            NaN   6.56867                 NaN            NaN   4.29348        20.1214       0.381477                 NaN            NaN
  1288.22        2500.00        99.3383       0.162062E-005  0.919662E-001            NaN            NaN            NaN            NaN  0.564204E-001            NaN            NaN  0.172994                 NaN  0.340311                 NaN            NaN
  1285.71        2500.00        82.2593        13.0229       0.940654E-001            NaN            NaN            NaN            NaN  0.928404                 NaN            NaN  0.714151        2.98115                 NaN            NaN            NaN
  1283.21        2500.00        91.1579                 NaN            NaN            NaN            NaN            NaN            NaN   2.82502                 NaN            NaN   1.34922        4.55058       0.117311                 NaN            NaN
  1280.70        2500.00        12.3948        79.4402                 NaN            NaN            NaN            NaN            NaN  0.964012                 NaN            NaN  0.742541        6.45850                 NaN            NaN            NaN
  1278.20        2500.00        82.4769                 NaN  0.766501E-002            NaN            NaN            NaN            NaN   3.67112       0.900244E-001            NaN   2.01195        11.3290       0.413422                 NaN            NaN
  1275.69        2500.00        84.7901                 NaN  0.217540                 NaN            NaN            NaN            NaN   1.83541                 NaN            NaN   1.85329        10.6028       0.700856                 NaN            NaN
  1273.18        2500.00        65.4458                 NaN            NaN            NaN            NaN            NaN            NaN  0.468602        5.03930                 NaN   3.95152        24.2121       0.882742                 NaN            NaN
  1270.68        2500.00        97.5729                 NaN            NaN            NaN            NaN            NaN            NaN   2.33619                 NaN            NaN            NaN            NaN  0.908720E-001            NaN            NaN
  1268.17        2500.00        87.3474                 NaN            NaN            NaN            NaN            NaN            NaN   2.20993                 NaN            NaN   1.97378        8.19644       0.272421                 NaN            NaN
  1265.66        2500.00        98.7475                 NaN            NaN            NaN            NaN            NaN            NaN  0.923418                 NaN            NaN  0.161710                 NaN  0.167357                 NaN            NaN
  1263.16        2500.00        99.5243                 NaN            NaN            NaN            NaN            NaN            NaN  0.455246                 NaN            NaN            NaN            NaN  0.204162E-001            NaN            NaN
  1260.65        2500.00        35.5218       0.108866E-004            NaN            NaN            NaN            NaN            NaN  0.123148                 NaN            NaN   4.32462        38.6570        1.33387        5.31658        14.7230     
  1258.15        2500.00        97.6468                 NaN            NaN            NaN            NaN            NaN            NaN   2.06796                 NaN            NaN  0.285242                 NaN            NaN            NaN            NaN
  1255.64        2500.00        99.1260                 NaN            NaN            NaN            NaN            NaN            NaN  0.784972                 NaN            NaN  0.648003E-001            NaN  0.242566E-001            NaN            NaN
  1253.13        2500.00        96.1994                 NaN            NaN            NaN            NaN            NaN            NaN   3.54559                 NaN            NaN  0.254966                 NaN            NaN            NaN            NaN
  1250.63        2500.00        98.9048                 NaN            NaN            NaN            NaN            NaN            NaN  0.136741E-001  0.560749       0.271653       0.249081                 NaN            NaN            NaN            NaN
  1248.12        2500.00        97.8525                 NaN            NaN            NaN            NaN            NaN            NaN  0.198203       0.296673                 NaN  0.285316        1.36731                 NaN            NaN            NaN
  1245.61        2500.00        99.4862                 NaN            NaN            NaN            NaN            NaN            NaN  0.233395                 NaN            NaN  0.280415                 NaN            NaN            NaN            NaN
  1243.11        2500.00        97.4308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.583885        1.98533                 NaN            NaN            NaN
  1240.60        2500.00        99.1445                 NaN            NaN            NaN            NaN            NaN            NaN  0.340586E-001  0.493256                 NaN  0.366299E-001  0.291527                 NaN            NaN            NaN
  1238.10        2500.00        97.5132                 NaN            NaN            NaN            NaN            NaN            NaN  0.741475                 NaN            NaN  0.211587E-001   1.72418                 NaN            NaN            NaN
  1235.59        2500.00        97.9085                 NaN            NaN            NaN            NaN            NaN            NaN   1.01559                 NaN            NaN  0.132105       0.943800                 NaN            NaN            NaN
  1233.08        2500.00        96.7979                 NaN            NaN            NaN            NaN            NaN            NaN  0.693778                 NaN            NaN  0.320408        2.15677       0.311167E-001            NaN            NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.41621        7.26129       0.110715        8.02015        47.1584       0.686951                 NaN   33.3463     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   2.37643                 NaN            NaN   6.52700                 NaN            NaN   7.68274        48.3016       0.851155                 NaN   34.2611     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   2.38685                 NaN            NaN   6.50968                 NaN            NaN   7.68183        48.3033       0.851433                 NaN   34.2669     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.62432        5.06075                 NaN   7.91946        47.3750       0.698850                 NaN   33.3216     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.05438        7.75866       0.103858E-005   8.05398        47.0902       0.684731                 NaN   33.3580     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   2.40404                 NaN            NaN   6.48326                 NaN            NaN   7.68338        48.2975       0.851649                 NaN   34.2802     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   2.41048                 NaN            NaN   6.47327                 NaN            NaN   7.68198        48.2978       0.851668                 NaN   34.2849     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   2.77840                 NaN            NaN   3.32133                 NaN            NaN   7.47124        49.0618       0.907213        2.15476        34.3053     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   2.77570                 NaN            NaN   3.35099                 NaN            NaN   7.47130        49.0556       0.906759        2.13240        34.3073     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   2.78324                 NaN            NaN   3.33063                 NaN            NaN   7.47225        49.0563       0.906979        2.13920        34.3114     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   2.77753                 NaN            NaN   3.35402                 NaN            NaN   7.47368        49.0466       0.906281        2.12919        34.3127     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   2.78702                 NaN            NaN   3.34431                 NaN            NaN   7.47349        49.0491       0.906649        2.12195        34.3174     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   2.78063                 NaN            NaN   3.37295                 NaN            NaN   7.47282        49.0407       0.905725        2.10929        34.3179     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   2.79121                 NaN            NaN   3.35254                 NaN            NaN   7.47436        49.0429       0.906410        2.10905        34.3235     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   2.78850                 NaN            NaN   3.38075                 NaN            NaN   7.47613        49.0337       0.905454        2.09001        34.3255     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   2.79284                 NaN            NaN   3.36108                 NaN            NaN   7.47441        49.0347       0.906024        2.10190        34.3291     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   2.79322                 NaN            NaN   3.36224                 NaN            NaN   7.47508        49.0331       0.905569        2.10041        34.3303     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   2.79830                 NaN            NaN   3.35090                 NaN            NaN   7.47477        49.0325       0.905677        2.10342        34.3344     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   2.82202                 NaN            NaN   3.33827                 NaN            NaN   7.47626        49.0252       0.905745        2.08372        34.3488     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   2.80044                 NaN            NaN   3.36795                 NaN            NaN   7.47680        49.0251       0.905650        2.08399        34.3400     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   2.80393                 NaN            NaN   3.37169                 NaN            NaN   7.47684        49.0222       0.905667        2.07594        34.3438     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   2.80697                 NaN            NaN   3.36856                 NaN            NaN   7.47535        49.0206       0.905464        2.07618        34.3469     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   2.80995                 NaN            NaN   3.37322                 NaN            NaN   7.47786        49.0157       0.905174        2.06753        34.3506     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   2.80845                 NaN            NaN   3.39653                 NaN            NaN   7.47854        49.0089       0.905015        2.04966        34.3529     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   2.80916                 NaN            NaN   3.41045                 NaN            NaN   7.48007        49.0069       0.904673        2.03406        34.3547     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   2.81860                 NaN            NaN   3.35585                 NaN            NaN   7.47656        49.0129       0.905548        2.07079        34.3597     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   2.81881                 NaN            NaN   3.36347                 NaN            NaN   7.47745        49.0103       0.905461        2.06259        34.3619     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   2.82830                 NaN            NaN   3.25650                 NaN            NaN   7.47383        49.0246       0.905870        2.14672        34.3642     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   2.83075                 NaN            NaN   3.25977                 NaN            NaN   7.47468        49.0211       0.905648        2.14068        34.3673     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   2.81548                 NaN            NaN   3.45981                 NaN            NaN   7.48688        48.9742       0.902492        1.98943        34.3717     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   2.82491                 NaN            NaN   3.44003                 NaN            NaN   7.48439        48.9808       0.903642        1.98988        34.3763     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   2.82457                 NaN            NaN   3.45474                 NaN            NaN   7.48653        48.9723       0.903095        1.97949        34.3793     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   2.81689                 NaN            NaN   3.49714                 NaN            NaN   7.48796        48.9610       0.902819        1.95434        34.3798     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   2.82450                 NaN            NaN   3.43472                 NaN            NaN   7.48510        48.9704       0.903486        1.99924        34.3825     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   2.83210                 NaN            NaN   3.46944                 NaN            NaN   7.48689        48.9574       0.902741        1.96117        34.3903     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   2.83197                 NaN            NaN   3.45703                 NaN            NaN   7.48590        48.9656       0.903160        1.96670        34.3896     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   2.82574                 NaN            NaN   3.51852                 NaN            NaN   7.49108        48.9448       0.901064        1.92621        34.3925     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   2.83430                 NaN            NaN   3.48669                 NaN            NaN   7.48854        48.9534       0.902466        1.93842        34.3961     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   2.83507                 NaN            NaN   3.48775                 NaN            NaN   7.48750        48.9495       0.901819        1.93924        34.3991     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   2.83621                 NaN            NaN   3.49976                 NaN            NaN   7.48886        48.9448       0.901543        1.92686        34.4020     
  1130.33        2500.00                 NaN            NaN            NaN            NaN   2.83509                 NaN            NaN   3.53846                 NaN            NaN   7.48955        48.9363       0.901924        1.89411        34.4046     
