|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.75/WD94/WD94_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        99.2409       0.614454       0.144642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        98.9975       0.948079       0.544051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        99.0118       0.931151       0.570790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        99.0274       0.919220       0.533959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.0328       0.915170       0.520508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.0466       0.901162       0.522491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.0559       0.894811       0.492394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        99.0628       0.889027       0.482026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.0730       0.879654       0.473254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.0835       0.871111       0.453827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.0906       0.865873       0.434936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        99.1016       0.853582       0.448133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.0475       0.905893       0.465606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.1832       0.777756       0.390355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        99.1257       0.836522       0.377609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.1373       0.823105       0.396100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
