|6.6.6
Archiving\03_Data\eqLP/QFM_m3/TIS/TIS_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.0004       0.983757       0.157937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.0005       0.983756       0.157937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.0005       0.983755       0.157937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.0005       0.983755       0.157937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.0005       0.983754       0.157937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.0005       0.983753       0.157936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.0005       0.983752       0.157936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.0005       0.983751       0.157936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.0005       0.983751       0.157936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.0005       0.983750       0.157936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.0005       0.983749       0.157936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.0005       0.983748       0.157936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.0005       0.983747       0.157935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.0005       0.983746       0.157935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.0005       0.983745       0.157935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.0005       0.983744       0.157935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.0005       0.983743       0.157935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.0005       0.983742       0.157935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.0005       0.983741       0.157935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.0005       0.983741       0.157934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0005       0.983740       0.157934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.0005       0.983739       0.157934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.0005       0.983738       0.157934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.0005       0.983737       0.157934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.0005       0.983736       0.157934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0005       0.983735       0.157933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.0005       0.983733       0.157933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0005       0.983732       0.157933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.0005       0.983731       0.157933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.0005       0.983730       0.157933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.0005       0.983729       0.157933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.0005       0.983728       0.157932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.0005       0.983727       0.157932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.0005       0.983726       0.157932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.0005       0.983725       0.157932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.0005       0.983723       0.157932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.0005       0.983722       0.157931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.0005       0.983721       0.157931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.0005       0.983720       0.157931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.0005       0.983719       0.157931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.0005       0.983718       0.157931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.0005       0.983716       0.157930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.0005       0.983715       0.157930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.0005       0.983714       0.157930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.0005       0.983712       0.157930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.0005       0.983711       0.157930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.0005       0.983710       0.157929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.0005       0.983709       0.157929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.0005       0.983707       0.157929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.0005       0.983706       0.157929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.0005       0.983704       0.157929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.0005       0.983703       0.157928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.0005       0.983702       0.157928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.0005       0.983700       0.157928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.0005       0.983699       0.157928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.0005       0.983697       0.157927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.0005       0.983696       0.157927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.0005       0.983694       0.157927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.0005       0.983693       0.157927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.0005       0.983691       0.157927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.0005       0.983690       0.157926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.0005       0.983688       0.157926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.0005       0.983687       0.157926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.0005       0.983685       0.157926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.0005       0.983684       0.157925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.0005       0.983682       0.157925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.0005       0.983680       0.157925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.0005       0.983679       0.157924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.0005       0.983677       0.157924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.0005       0.983675       0.157924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.0005       0.983674       0.157924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.0005       0.983672       0.157923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.0005       0.983670       0.157923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.0005       0.983668       0.157923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.0005       0.983666       0.157922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.0005       0.983664       0.157922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.0005       0.983662       0.157922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        99.0005       0.983661       0.157922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        99.0005       0.983659       0.157921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        99.0006       0.983657       0.157921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        99.0006       0.983655       0.157921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        99.0006       0.983653       0.157920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        99.0006       0.983651       0.157920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        99.0006       0.983649       0.157920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        99.0006       0.983647       0.157919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        99.0006       0.983645       0.157919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        99.0006       0.983644       0.157919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        99.0006       0.983642       0.157919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        99.0006       0.983640       0.157918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        99.0006       0.983638       0.157918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        99.0006       0.983636       0.157918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        99.0006       0.983633       0.157917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        99.0006       0.983631       0.157917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        99.0006       0.983629       0.157916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        99.0006       0.983627       0.157916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        99.0006       0.983625       0.157916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        99.0006       0.983623       0.157915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        99.0006       0.983620       0.157915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        99.0006       0.983618       0.157915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        99.0006       0.983616       0.157914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        99.0006       0.983613       0.157914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        99.0006       0.983611       0.157914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        98.9993       0.983609       0.157913E-001  0.128272E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        98.9830       0.983606       0.157913E-001  0.176180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.9667       0.983603       0.157912E-001  0.339531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        98.9508       0.983601       0.157912E-001  0.498151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        98.9349       0.983598       0.157911E-001  0.656770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        98.8466       0.983594       0.151515E-001  0.814477E-001  0.731799E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        97.9778       0.983582       0.762653E-002  0.984648E-001  0.932490                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        97.1133       0.983570                 NaN  0.115233        1.78786                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        96.6407       0.983572                 NaN  0.131170        2.24453                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        96.0516       0.983576                 NaN  0.146985        2.81782                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        95.4625       0.983581                 NaN  0.162800        3.39113                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        94.7260       0.983587                 NaN  0.178027        4.11240                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        93.9895       0.983594                 NaN  0.193254        4.83368                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        93.2529       0.983601                 NaN  0.208480        5.55497                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        92.5164       0.983608                 NaN  0.223708        6.27627                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        91.7799       0.983614                 NaN  0.238935        6.99758                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        91.0433       0.983621                 NaN  0.254162        7.71890                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        90.3067       0.983628                 NaN  0.269390        8.44023                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        89.5702       0.983634                 NaN  0.284618        9.16157                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        88.8373       0.983642                 NaN  0.298614        9.88042                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        88.1045       0.983649                 NaN  0.312609        10.5993                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        87.3716       0.983657                 NaN  0.326605        11.3181                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        86.6387       0.983664                 NaN  0.340601        12.0370                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        85.9058       0.983671                 NaN  0.354597        12.7559                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        85.1729       0.983679                 NaN  0.368594        13.4748                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        84.4400       0.983686                 NaN  0.382591        14.1937                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        83.7071       0.983693                 NaN  0.396588        14.9126                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        83.0407       0.983700                 NaN  0.409272        15.5664                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        82.3742       0.983708                 NaN  0.421957        16.2201                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        81.7077       0.983715                 NaN  0.434642        16.8739                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        81.0413       0.983722                 NaN  0.447327        17.5277                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        80.3748       0.983729                 NaN  0.460012        18.1815                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        79.7083       0.983736                 NaN  0.472697        18.8353                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        79.0418       0.983743                 NaN  0.485383        19.4891                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        78.3753       0.983750                 NaN  0.498069        20.1429                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        77.7834       0.983757                 NaN  0.509611        20.7232                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        77.1915       0.983763                 NaN  0.521154        21.3036                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        76.5996       0.983770                 NaN  0.532697        21.8839                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        76.0077       0.983776                 NaN  0.544240        22.4643                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        75.4158       0.983783                 NaN  0.555783        23.0446                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        74.8239       0.983790                 NaN  0.567326        23.6250                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        74.2319       0.983796                 NaN  0.578870        24.2054                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        73.6400       0.983803                 NaN  0.590414        24.7858                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        73.1221       0.983809                 NaN  0.600867        25.2933                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        72.6041       0.983815                 NaN  0.611321        25.8007                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        72.0862       0.983821                 NaN  0.621774        26.3082                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        71.5682       0.983827                 NaN  0.632228        26.8157                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        71.0503       0.983833                 NaN  0.642682        27.3232                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        70.5323       0.983839                 NaN  0.653136        27.8307                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        70.0144       0.983845                 NaN  0.663590        28.3382                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        69.4964       0.983851                 NaN  0.674044        28.8457                 NaN            NaN            NaN            NaN            NaN            NaN
