|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1197.92        2500.00                 NaN            NaN            NaN   5.59318        11.1526                 NaN            NaN   8.85747        43.1696        1.07850        30.1486     
  1196.89        2500.00                 NaN            NaN            NaN   5.57357        11.1714                 NaN            NaN   8.85814        43.1696        1.07879        30.1485     
  1195.85        2500.00                 NaN            NaN            NaN   5.47043        11.2737                 NaN            NaN   8.85956        43.1694        1.07876        30.1482     
  1194.81        2500.00                 NaN            NaN            NaN   5.43829        11.3057                 NaN            NaN   8.86042        43.1689        1.07869        30.1480     
  1193.78        2500.00                 NaN            NaN            NaN   5.43877        11.3053                 NaN            NaN   8.86125        43.1681        1.07854        30.1480     
  1192.74        2500.00                 NaN            NaN            NaN   5.44764        11.2968                 NaN            NaN   8.86212        43.1671        1.07835        30.1480     
  1191.70        2500.00                 NaN            NaN            NaN   16.7678                 NaN            NaN            NaN   8.86632        43.1408        1.07203        30.1531     
  1190.67        2500.00                 NaN            NaN            NaN   16.7690                 NaN            NaN            NaN   8.86829        43.1380        1.07148        30.1532     
  1189.63        2500.00                 NaN            NaN            NaN   16.7703                 NaN            NaN            NaN   8.87033        43.1351        1.07091        30.1534     
  1188.60        2500.00                 NaN            NaN            NaN   16.7717                 NaN            NaN            NaN   8.87245        43.1320        1.07030        30.1535     
  1187.56        2500.00                 NaN            NaN            NaN   16.7732                 NaN            NaN            NaN   8.87465        43.1288        1.06967        30.1537     
  1186.52        2500.00                 NaN            NaN            NaN   16.7748                 NaN            NaN            NaN   8.87694        43.1254        1.06900        30.1539     
  1185.49        2500.00                 NaN            NaN            NaN   16.8120                 NaN            NaN            NaN   8.88814        43.0768        1.05946        30.1635     
  1184.45        2500.00                 NaN            NaN            NaN   15.6277        1.17978                 NaN            NaN   8.88255        43.0853        1.06098        30.1637     
  1183.41        2500.00                 NaN            NaN            NaN   15.7884        1.01996                 NaN            NaN   8.88595        43.0815        1.06035        30.1638     
  1182.38        2500.00                 NaN            NaN            NaN   15.8757       0.932181                 NaN            NaN   8.88936        43.0791        1.06013        30.1635     
  1181.34        2500.00                 NaN            NaN            NaN   15.9735       0.835670                 NaN            NaN   8.89332        43.0747        1.05926        30.1635     
  1180.31        2500.00                 NaN            NaN            NaN   16.7602                 NaN            NaN            NaN   8.89344        43.1264        1.07088        30.1492     
  1179.27        2500.00                 NaN            NaN            NaN   16.1369       0.675517                 NaN            NaN   8.90154        43.0654        1.05735        30.1634     
  1178.23        2500.00                 NaN            NaN            NaN   16.2080       0.606273                 NaN            NaN   8.90578        43.0603        1.05631        30.1633     
  1177.20        2500.00                 NaN            NaN            NaN   16.2734       0.542851                 NaN            NaN   8.91013        43.0551        1.05521        30.1633     
  1176.16        2500.00                 NaN            NaN            NaN   16.3349       0.483637                 NaN            NaN   8.91460        43.0495        1.05404        30.1634     
  1175.12        2500.00                 NaN            NaN            NaN   16.3928       0.428178                 NaN            NaN   8.91921        43.0436        1.05280        30.1634     
  1174.09        2500.00                 NaN            NaN            NaN   16.4481       0.375533                 NaN            NaN   8.92397        43.0374        1.05148        30.1635     
  1173.05        2500.00                 NaN            NaN            NaN   16.5013       0.325210                 NaN            NaN   8.92891        43.0308        1.05007        30.1636     
  1172.02        2500.00                 NaN            NaN            NaN   16.7637                 NaN            NaN            NaN   8.90131        43.1166        1.06905        30.1494     
  1170.98        2500.00                 NaN            NaN            NaN   16.6022       0.231160                 NaN            NaN   8.93948        43.0162        1.04694        30.1640     
  1169.94        2500.00                 NaN            NaN            NaN   16.6524       0.184719                 NaN            NaN   8.94513        43.0082        1.04523        30.1643     
  1168.91        2500.00                 NaN            NaN            NaN   16.6739       0.167823                 NaN            NaN   8.95111        42.9995        1.04326        30.1645     
  1167.87        2500.00                 NaN            NaN            NaN   16.8023       0.419143E-001            NaN            NaN   8.95630        42.9934        1.04184        30.1643     
  1166.83        2500.00                 NaN            NaN            NaN   16.8460                 NaN            NaN            NaN   8.96059        42.9885        1.04081        30.1642     
  1165.80        2500.00                 NaN            NaN            NaN   16.8475                 NaN            NaN            NaN   8.96419        42.9842        1.03997        30.1642     
  1164.76        2500.00                 NaN            NaN            NaN   16.7673                 NaN            NaN            NaN   8.90806        43.1076        1.06734        30.1497     
  1163.73        2500.00                 NaN            NaN            NaN   16.8488                 NaN            NaN            NaN   8.97026        42.9780        1.03887        30.1641     
  1162.69        2500.00                 NaN            NaN            NaN   16.8501                 NaN            NaN            NaN   8.97363        42.9741        1.03810        30.1641     
  1161.65        2500.00                 NaN            NaN            NaN   16.8501                 NaN            NaN            NaN   8.97713        42.9714        1.03759        30.1637     
  1160.62        2500.00                 NaN            NaN            NaN   16.7720                 NaN            NaN            NaN   8.91369        43.0984        1.06538        30.1505     
  1159.58        2500.00                 NaN            NaN            NaN   16.8273                 NaN            NaN            NaN   8.97487        42.9926        1.04522        30.1600     
  1158.54        2500.00                 NaN            NaN            NaN   16.8582                 NaN            NaN            NaN   8.98946        42.9540        1.03388        30.1645     
  1157.51        2500.00                 NaN            NaN            NaN   16.8428                 NaN            NaN            NaN   8.98073        42.9750        1.03938        30.1621     
  1156.47        2500.00                 NaN            NaN            NaN   16.8426                 NaN            NaN            NaN   8.98210        42.9740        1.03929        30.1621     
  1155.44        2500.00                 NaN            NaN            NaN   16.8593                 NaN            NaN            NaN   8.99726        42.9465        1.03266        30.1643     
  1154.40        2500.00                 NaN            NaN            NaN   16.8472                 NaN            NaN            NaN   8.98997        42.9635        1.03699        30.1623     
  1153.36        2500.00                 NaN            NaN            NaN   16.8497                 NaN            NaN            NaN   8.99432        42.9579        1.03573        30.1624     
  1152.33        2500.00                 NaN            NaN            NaN   16.8663                 NaN            NaN            NaN   9.00923        42.9298        1.02965        30.1650     
  1151.29        2500.00                 NaN            NaN            NaN   16.8552                 NaN            NaN            NaN   9.00331        42.9455        1.03308        30.1629     
  1150.25        2500.00                 NaN            NaN            NaN   16.8710                 NaN            NaN            NaN   9.01988        42.9179        1.02656        30.1647     
  1149.22        2500.00                 NaN            NaN            NaN   16.8553                 NaN            NaN            NaN   9.00881        42.9409        1.03245        30.1626     
  1148.18        2500.00                 NaN            NaN            NaN   16.8740                 NaN            NaN            NaN   9.02672        42.9096        1.02488        30.1648     
  1147.15        2500.00                 NaN            NaN            NaN   16.8757                 NaN            NaN            NaN   9.03068        42.9049        1.02387        30.1648     
  1146.11        2500.00                 NaN            NaN            NaN   16.8421                 NaN            NaN            NaN   9.01197        42.9497        1.03617        30.1601     
  1145.07        2500.00                 NaN            NaN            NaN   16.8504                 NaN            NaN            NaN   9.02616        42.9299        1.03243        30.1611     
  1144.04        2500.00                 NaN            NaN            NaN   16.6454       0.222801                 NaN            NaN   9.03597        42.9070        1.02485        30.1640     
  1143.00        2500.00                 NaN            NaN            NaN   16.4879       0.382089                 NaN            NaN   9.03705        42.9042        1.02408        30.1647     
  1141.96        2500.00                 NaN            NaN            NaN  0.178794        16.7027                 NaN            NaN   9.04656        42.8860        1.02039        30.1655     
  1140.93        2500.00                 NaN            NaN            NaN   16.6283       0.253808                 NaN            NaN   9.04902        42.8830        1.02000        30.1658     
  1139.89        2500.00                 NaN            NaN            NaN  0.325386        16.5569                 NaN            NaN   9.05121        42.8806        1.01977        30.1661     
  1138.86        2500.00                 NaN            NaN            NaN  0.430327        16.4523                 NaN            NaN   9.05338        42.8782        1.01949        30.1664     
  1137.82        2500.00                 NaN            NaN            NaN   14.9824        1.80761                 NaN            NaN   8.93491        43.0500        1.06178        30.1633     
  1136.78        2500.00                 NaN            NaN            NaN   16.3437       0.538729                 NaN            NaN   9.05848        42.8737        1.01887        30.1665     
  1135.75        2500.00                 NaN            NaN            NaN   16.2612       0.621451                 NaN            NaN   9.06058        42.8713        1.01865        30.1668     
  1134.71        2500.00                 NaN            NaN            NaN   16.1831       0.699767                 NaN            NaN   9.06272        42.8689        1.01842        30.1671     
  1133.68        2500.00                 NaN            NaN            NaN   16.1090       0.774097                 NaN            NaN   9.06487        42.8664        1.01818        30.1674     
  1132.64        2500.00                 NaN            NaN            NaN   16.0386       0.844791                 NaN            NaN   9.06705        42.8639        1.01792        30.1677     
  1131.60        2500.00                 NaN            NaN            NaN   15.9715       0.912190                 NaN            NaN   9.06924        42.8614        1.01765        30.1680     
  1130.57        2500.00                 NaN            NaN            NaN   15.9074       0.976597                 NaN            NaN   9.07145        42.8588        1.01738        30.1683     
  1129.53        2500.00                 NaN            NaN            NaN   15.8462        1.03821                 NaN            NaN   9.07367        42.8562        1.01709        30.1686     
  1128.49        2500.00                 NaN            NaN            NaN   15.7875        1.09728                 NaN            NaN   9.07592        42.8536        1.01680        30.1689     
  1127.46        2500.00                 NaN            NaN            NaN   15.7311        1.15402                 NaN            NaN   9.07817        42.8510        1.01650        30.1692     
  1126.42        2500.00                 NaN            NaN            NaN   15.6770        1.20856                 NaN            NaN   9.08044        42.8483        1.01619        30.1695     
  1125.39        2500.00                 NaN            NaN            NaN   15.6249        1.26111                 NaN            NaN   9.08271        42.8456        1.01587        30.1698     
  1124.35        2500.00                 NaN            NaN            NaN   1.29403        15.5932                 NaN            NaN   9.08547        42.8419        1.01526        30.1701     
  1123.31        2500.00                 NaN            NaN            NaN   1.33960        15.5482                 NaN            NaN   9.08786        42.8390        1.01489        30.1704     
  1122.28        2500.00                 NaN            NaN            NaN   15.5044        1.38396                 NaN            NaN   9.09025        42.8362        1.01451        30.1707     
  1121.24        2500.00                 NaN            NaN            NaN   15.4631        1.42576                 NaN            NaN   9.09265        42.8333        1.01415        30.1710     
  1120.20        2500.00                 NaN            NaN            NaN   1.47640        15.4130                 NaN            NaN   9.09490        42.8306        1.01382        30.1713     
  1119.17        2500.00                 NaN            NaN            NaN   15.4875        1.40645                 NaN            NaN   9.10013        42.8224        1.01187        30.1717     
  1118.13        2500.00                 NaN            NaN            NaN   15.3706        1.52157                 NaN            NaN   9.10000        42.8231        1.01258        30.1721     
  1117.10        2500.00                 NaN            NaN            NaN   15.3182        1.57374                 NaN            NaN   9.10249        42.8208        1.01241        30.1724     
  1116.06        2500.00                 NaN            NaN            NaN   15.2314        1.66136                 NaN            NaN   9.10525        42.8167        1.01202        30.1732     
  1115.02        2500.00                 NaN            NaN            NaN   15.2673        1.62714                 NaN            NaN   9.10743        42.8137        1.01125        30.1731     
  1113.99        2500.00                 NaN            NaN            NaN   15.2415        1.65394                 NaN            NaN   9.11043        42.8101        1.01062        30.1734     
  1112.95        2500.00                 NaN            NaN            NaN   15.2614        1.63637                 NaN            NaN   9.11470        42.8045        1.00945        30.1735     
  1111.91        2500.00                 NaN            NaN            NaN   15.0351        1.85627                 NaN            NaN   9.11147        42.8110        1.01202        30.1741     
  1110.88        2500.00                 NaN            NaN            NaN   1.69729        15.2013                 NaN            NaN   9.11958        42.7988        1.00878        30.1743     
  1109.84        2500.00                 NaN            NaN            NaN   15.1433        1.75626                 NaN            NaN   9.12162        42.7959        1.00835        30.1746     
  1108.81        2500.00                 NaN            NaN            NaN   15.1126        1.78767                 NaN            NaN   9.12412        42.7928        1.00793        30.1749     
  1107.77        2500.00                 NaN            NaN            NaN   15.0690        1.83215                 NaN            NaN   9.12633        42.7897        1.00753        30.1753     
  1106.73        2500.00                 NaN            NaN            NaN   1.85545        15.0462                 NaN            NaN   9.12879        42.7868        1.00713        30.1756     
  1105.70        2500.00                 NaN            NaN            NaN   15.0231        1.87931                 NaN            NaN   9.13146        42.7836        1.00664        30.1758     
  1104.66        2500.00                 NaN            NaN            NaN   14.9696        1.82521                 NaN            NaN   8.95911        43.0171        1.05946        30.1695     
  1103.62        2500.00                 NaN            NaN            NaN   1.94352        14.9607                 NaN            NaN   9.13568        42.7777        1.00571        30.1766     
  1102.59        2500.00                 NaN            NaN            NaN   14.9294        1.97516                 NaN            NaN   9.13859        42.7745        1.00544        30.1769     
  1101.55        2500.00                 NaN            NaN            NaN   14.8990        2.00658                 NaN            NaN   9.14049        42.7716        1.00497        30.1774     
  1100.52        2500.00                 NaN            NaN            NaN   14.8832        2.02303                 NaN            NaN   9.14370        42.7680        1.00448        30.1776     
  1099.48        2500.00                 NaN            NaN            NaN   14.8527        2.05471                 NaN            NaN   9.14578        42.7647        1.00397        30.1781     
  1098.44        2500.00                 NaN            NaN            NaN   14.6967        2.20610                 NaN            NaN   9.14336        42.7693        1.00591        30.1787     
  1097.41        2500.00                 NaN            NaN            NaN   2.08408        14.8253                 NaN            NaN   9.15173        42.7575        1.00280        30.1786     
  1096.37        2500.00                 NaN            NaN            NaN   14.3053        2.58837                 NaN            NaN   9.13858        42.7780        1.00998        30.1797     
  1095.33        2500.00                 NaN            NaN            NaN   14.6460        2.25936                 NaN            NaN   9.15110        42.7595        1.00439        30.1796     
  1094.30        2500.00                 NaN            NaN            NaN   14.2391        2.65535                 NaN            NaN   9.14259        42.7729        1.00950        30.1805     
  1093.26        2500.00                 NaN            NaN            NaN   14.7351        2.17729                 NaN            NaN   9.16260        42.7441        1.00099        30.1799     
  1092.23        2500.00                 NaN            NaN            NaN   14.7163        2.19639                 NaN            NaN   9.16625        42.7404        1.00061        30.1801     
  1091.19        2500.00                 NaN            NaN            NaN   14.6111        2.29868                 NaN            NaN   9.16394        42.7459        1.00090        30.1794     
  1090.15        2500.00                 NaN            NaN            NaN   14.5582        2.35280                 NaN            NaN   9.16744        42.7395        1.00135        30.1807     
  1089.12        2500.00                 NaN            NaN            NaN   14.1111        2.78625                 NaN            NaN   9.15347        42.7589        1.00792        30.1824     
  1088.08        2500.00                 NaN            NaN            NaN   14.5458        2.36876                 NaN            NaN   9.17100        42.7323       0.999871        30.1822     
  1087.04        2500.00                 NaN            NaN            NaN   14.0604        2.83807                 NaN            NaN   9.15774        42.7533        1.00731        30.1832     
  1086.01        2500.00                 NaN            NaN            NaN   14.0863        2.80957                 NaN            NaN   9.15902        42.7535        1.00798        30.1837     
  1084.97        2500.00                 NaN            NaN            NaN   14.0119        2.88776                 NaN            NaN   9.16203        42.7477        1.00669        30.1839     
  1083.94        2500.00                 NaN            NaN            NaN   14.0342        2.86306                 NaN            NaN   9.16338        42.7476        1.00729        30.1844     
  1082.90        2500.00                 NaN            NaN            NaN   14.0090        2.88899                 NaN            NaN   9.16559        42.7447        1.00694        30.1848     
  1081.86        2500.00                 NaN            NaN            NaN   14.0124        2.88776                 NaN            NaN   9.16901        42.7397        1.00597        30.1852     
  1080.83        2500.00                 NaN            NaN            NaN   14.0036        2.89670                 NaN            NaN   9.17124        42.7366        1.00592        30.1860     
  1079.79        2500.00                 NaN            NaN            NaN   13.9003        3.00270                 NaN            NaN   9.17302        42.7329        1.00504        30.1860     
  1078.75        2500.00                 NaN            NaN            NaN   13.8832        3.02057                 NaN            NaN   9.17537        42.7299        1.00464        30.1864     
  1077.72        2500.00                 NaN            NaN            NaN   13.8568        3.04697                 NaN            NaN   9.17703        42.7280        1.00448        30.1867     
  1076.68        2500.00                 NaN            NaN            NaN   14.3732        2.55237                 NaN            NaN   9.19991        42.6939       0.994142        30.1864     
  1075.65        2500.00                 NaN            NaN            NaN   2.55952        14.3693                 NaN            NaN   9.20384        42.6879       0.992743        30.1867     
  1074.61        2500.00                 NaN            NaN            NaN   14.3619        2.56695                 NaN            NaN   9.20601        42.6854       0.992533        30.1872     
  1073.57        2500.00                 NaN            NaN            NaN   14.3438        2.58597                 NaN            NaN   9.20843        42.6821       0.992076        30.1876     
  1072.54        2500.00                 NaN            NaN            NaN   14.4175        2.51432                 NaN            NaN   9.21070        42.6814       0.991551        30.1845     
  1071.50        2500.00                 NaN            NaN            NaN   13.7547        3.15408                 NaN            NaN   9.18942        42.7097        1.00259        30.1895     
  1070.46        2500.00                 NaN            NaN            NaN   13.7368        3.17269                 NaN            NaN   9.19161        42.7067        1.00225        30.1900     
  1069.43        2500.00                 NaN            NaN            NaN   14.0131        2.91143                 NaN            NaN   9.20648        42.6845       0.995355        30.1892     
  1068.39        2500.00                 NaN            NaN            NaN   14.0110        2.91942                 NaN            NaN   9.20958        42.6743       0.994554        30.1911     
  1067.36        2500.00                 NaN            NaN            NaN   13.8969        3.02801                 NaN            NaN   9.20793        42.6796       0.996303        30.1913     
  1066.32        2500.00                 NaN            NaN            NaN   13.5655        3.37031                 NaN            NaN   9.18482        42.6579        1.01843        30.2030     
  1065.28        2500.00                 NaN            NaN            NaN   13.8005        3.13078                 NaN            NaN   9.20916        42.6702       0.996109        30.1932     
  1064.25        2500.00                 NaN            NaN            NaN   13.7825        3.14924                 NaN            NaN   9.21138        42.6675       0.995835        30.1936     
  1063.21        2500.00                 NaN            NaN            NaN   13.7646        3.16797                 NaN            NaN   9.21331        42.6646       0.995407        30.1941     
  1062.17        2500.00                 NaN            NaN            NaN   13.5963        3.31742                 NaN            NaN   9.20967        42.6842       0.999498        30.1929     
  1061.14        2500.00                 NaN            NaN            NaN   13.5813        3.33317                 NaN            NaN   9.21189        42.6811       0.999139        30.1934     
  1060.10        2500.00                 NaN            NaN            NaN   13.5665        3.34869                 NaN            NaN   9.21411        42.6781       0.998778        30.1938     
  1059.07        2500.00                 NaN            NaN            NaN   13.5520        3.36388                 NaN            NaN   9.21627        42.6752       0.998448        30.1942     
  1058.03        2500.00                 NaN            NaN            NaN   13.5396        3.37724                 NaN            NaN   9.21877        42.6718       0.997984        30.1947     
  1056.99        2500.00                 NaN            NaN            NaN   13.5238        3.39375                 NaN            NaN   9.22079        42.6689       0.997686        30.1951     
  1055.96        2500.00                 NaN            NaN            NaN   13.5101        3.40817                 NaN            NaN   9.22295        42.6659       0.997336        30.1956     
  1054.92        2500.00                 NaN            NaN            NaN   13.4990        3.42037                 NaN            NaN   9.22529        42.6624       0.996881        30.1960     
  1053.88        2500.00                 NaN            NaN            NaN   13.4857        3.43448                 NaN            NaN   9.22753        42.6593       0.996510        30.1965     
  1052.85        2500.00                 NaN            NaN            NaN   13.4725        3.44846                 NaN            NaN   9.22977        42.6561       0.996139        30.1970     
  1051.81        2500.00                 NaN            NaN            NaN   13.4660        3.45804                 NaN            NaN   9.23684        42.6465       0.994879        30.1978     
  1050.78        2500.00                 NaN            NaN            NaN   13.4443        3.47783                 NaN            NaN   9.23402        42.6505       0.995606        30.1978     
  1049.74        2500.00                 NaN            NaN            NaN   13.4336        3.51648                 NaN            NaN   9.25354        42.5989       0.991223        30.2063     
  1048.70        2500.00                 NaN            NaN            NaN   13.4229        3.52771                 NaN            NaN   9.25533        42.5966       0.990813        30.2066     
  1047.67        2500.00                 NaN            NaN            NaN   13.3849        3.60025                 NaN            NaN   9.23307        42.5573        1.00369        30.2209     
  1046.63        2500.00                 NaN            NaN            NaN   13.6789        3.25667                 NaN            NaN   9.25513        42.6212       0.988518        30.1996     
  1045.59        2500.00                 NaN            NaN            NaN   13.4458        3.48394                 NaN            NaN   9.24866        42.6294       0.992037        30.2002     
  1044.56        2500.00                 NaN            NaN            NaN   13.3753        3.55226                 NaN            NaN   9.24775        42.6310       0.993121        30.2006     
  1043.52        2500.00                 NaN            NaN            NaN   13.3643        3.56410                 NaN            NaN   9.25002        42.6278       0.992722        30.2011     
  1042.49        2500.00                 NaN            NaN            NaN   13.3537        3.57557                 NaN            NaN   9.25230        42.6245       0.992318        30.2015     
  1041.45        2500.00                 NaN            NaN            NaN   13.7664        3.18555                 NaN            NaN   9.27588        42.5887       0.981345        30.2021     
  1040.41        2500.00                 NaN            NaN            NaN   13.7482        3.20419                 NaN            NaN   9.27784        42.5860       0.981109        30.2026     
  1039.38        2500.00                 NaN            NaN            NaN   13.7300        3.22291                 NaN            NaN   9.27978        42.5833       0.980885        30.2031     
  1038.34        2500.00                 NaN            NaN            NaN   13.7120        3.24146                 NaN            NaN   9.28171        42.5806       0.980665        30.2036     
  1037.30        2500.00                 NaN            NaN            NaN   13.9315        3.04399                 NaN            NaN   9.29794        42.5508       0.971411        30.2044     
  1036.27        2500.00                 NaN            NaN            NaN   13.6755        3.27882                 NaN            NaN   9.28551        42.5752       0.980258        30.2047     
  1035.23        2500.00                 NaN            NaN            NaN   13.6575        3.29729                 NaN            NaN   9.28739        42.5726       0.980062        30.2052     
  1034.20        2500.00                 NaN            NaN            NaN   13.6395        3.31573                 NaN            NaN   9.28927        42.5699       0.979874        30.2057     
  1033.16        2500.00                 NaN            NaN            NaN   13.6212        3.33443                 NaN            NaN   9.29110        42.5674       0.979708        30.2062     
  1032.12        2500.00                 NaN            NaN            NaN   13.6032        3.35276                 NaN            NaN   9.29295        42.5648       0.979536        30.2067     
  1031.09        2500.00                 NaN            NaN            NaN   13.5852        3.37116                 NaN            NaN   9.29477        42.5622       0.979379        30.2073     
  1030.05        2500.00                 NaN            NaN            NaN   13.2414        3.69955                 NaN            NaN   9.27984        42.5847       0.987202        30.2074     
  1029.01        2500.00                 NaN            NaN            NaN   13.5493        3.40776                 NaN            NaN   9.29837        42.5572       0.979083        30.2083     
  1027.98        2500.00                 NaN            NaN            NaN   13.5307        3.42664                 NaN            NaN   9.30010        42.5548       0.978976        30.2088     
  1026.94        2500.00                 NaN            NaN            NaN   13.2171        3.72703                 NaN            NaN   9.28720        42.5739       0.985838        30.2089     
  1025.91        2500.00                 NaN            NaN            NaN   13.2097        3.73549                 NaN            NaN   9.28957        42.5704       0.985386        30.2094     
  1024.87        2500.00                 NaN            NaN            NaN   13.2033        3.74312                 NaN            NaN   9.29207        42.5668       0.984837        30.2099     
  1023.83        2500.00                 NaN            NaN            NaN   13.1948        3.75256                 NaN            NaN   9.29424        42.5635       0.984465        30.2104     
  1022.80        2500.00                 NaN            NaN            NaN   13.1878        3.76070                 NaN            NaN   9.29664        42.5599       0.983990        30.2109     
  1021.76        2500.00                 NaN            NaN            NaN   13.1810        3.76866                 NaN            NaN   9.29905        42.5563       0.983506        30.2115     
  1020.72        2500.00                 NaN            NaN            NaN   3.18658        13.8136                 NaN            NaN   9.34347        42.4830       0.960433        30.2129     
  1019.69        2500.00                 NaN            NaN            NaN   3.19513        13.8068                 NaN            NaN   9.34618        42.4787       0.959719        30.2134     
  1018.65        2500.00                 NaN            NaN            NaN   13.1621        3.79065                 NaN            NaN   9.30645        42.5457       0.982148        30.2129     
  1017.62        2500.00                 NaN            NaN            NaN   13.1564        3.79769                 NaN            NaN   9.30900        42.5418       0.981575        30.2135     
  1016.58        2500.00                 NaN            NaN            NaN   13.1515        3.80409                 NaN            NaN   9.31122        42.5382       0.980965        30.2140     
  1015.54        2500.00                 NaN            NaN            NaN   13.2519        3.70325                 NaN            NaN   9.31646        42.5335       0.980066        30.2148     
  1014.51        2500.00                 NaN            NaN            NaN   13.2442        3.71144                 NaN            NaN   9.31844        42.5308       0.979841        30.2153     
  1013.47        2500.00                 NaN            NaN            NaN   3.24704        13.7648                 NaN            NaN   9.36239        42.4532       0.955580        30.2169     
  1012.43        2500.00                 NaN            NaN            NaN   13.7456        3.26665                 NaN            NaN   9.36376        42.4512       0.955411        30.2174     
  1011.40        2500.00                 NaN            NaN            NaN   3.27322        13.7419                 NaN            NaN   9.36733        42.4455       0.954185        30.2179     
  1010.36        2500.00                 NaN            NaN            NaN   13.1914        3.76952                 NaN            NaN   9.32769        42.5161       0.977912        30.2174     
  1009.33        2500.00                 NaN            NaN            NaN   13.7422        3.27695                 NaN            NaN   9.37356        42.4354       0.952567        30.2194     
  1008.29        2500.00                 NaN            NaN            NaN   3.28372        13.7373                 NaN            NaN   9.37638        42.4308       0.951810        30.2200     
  1007.25        2500.00                 NaN            NaN            NaN   13.7121        3.30823                 NaN            NaN   9.37626        42.4308       0.952207        30.2204     
  1006.22        2500.00                 NaN            NaN            NaN   3.29926        13.7254                 NaN            NaN   9.38178        42.4220       0.950315        30.2212     
  1005.18        2500.00                 NaN            NaN            NaN   13.7205        3.30600                 NaN            NaN   9.38478        42.4174       0.949554        30.2218     
  1004.14        2500.00                 NaN            NaN            NaN   13.7142        3.31409                 NaN            NaN   9.38710        42.4132       0.948891        30.2225     
  1003.11        2500.00                 NaN            NaN            NaN   13.7088        3.32141                 NaN            NaN   9.39029        42.4083       0.948071        30.2231     
  1002.07        2500.00                 NaN            NaN            NaN   13.0903        3.88477                 NaN            NaN   9.34726        42.4829       0.972896        30.2218     
  1001.04        2500.00                 NaN            NaN            NaN   13.0859        3.89043                 NaN            NaN   9.34972        42.4792       0.972379        30.2224     
  1000.00        2500.00                 NaN            NaN            NaN   13.0816        3.89605                 NaN            NaN   9.35217        42.4754       0.971856        30.2230     
