|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1199.99        2500.00                 NaN            NaN            NaN   4.12449        8.31236                 NaN            NaN   8.75042        46.2938       0.622022        31.8969     
  1198.96        2500.00                 NaN            NaN            NaN   4.14142        8.29558                 NaN            NaN   8.75183        46.2917       0.621908        31.8975     
  1197.92        2500.00                 NaN            NaN            NaN   4.13746        8.29949                 NaN            NaN   8.75272        46.2904       0.621813        31.8981     
  1196.89        2500.00                 NaN            NaN            NaN   4.12269        8.31334                 NaN            NaN   8.75338        46.2900       0.621973        31.8987     
  1195.85        2500.00                 NaN            NaN            NaN   4.04594        8.38929                 NaN            NaN   8.75475        46.2892       0.621942        31.8989     
  1194.81        2500.00                 NaN            NaN            NaN   4.02200        8.41287                 NaN            NaN   8.75559        46.2883       0.621893        31.8994     
  1193.78        2500.00                 NaN            NaN            NaN   4.02235        8.41245                 NaN            NaN   8.75639        46.2871       0.621798        31.8999     
  1192.74        2500.00                 NaN            NaN            NaN   4.02897        8.40593                 NaN            NaN   8.75724        46.2856       0.621680        31.9006     
  1191.70        2500.00                 NaN            NaN            NaN   12.4548                 NaN            NaN            NaN   8.76160        46.2582       0.618042        31.9074     
  1190.67        2500.00                 NaN            NaN            NaN   12.4557                 NaN            NaN            NaN   8.76355        46.2548       0.617718        31.9082     
  1189.63        2500.00                 NaN            NaN            NaN   12.4567                 NaN            NaN            NaN   8.76556        46.2513       0.617379        31.9090     
  1188.60        2500.00                 NaN            NaN            NaN   12.4578                 NaN            NaN            NaN   8.76765        46.2476       0.617022        31.9099     
  1187.56        2500.00                 NaN            NaN            NaN   12.4590                 NaN            NaN            NaN   8.76982        46.2438       0.616648        31.9107     
  1186.52        2500.00                 NaN            NaN            NaN   12.4603                 NaN            NaN            NaN   8.77207        46.2399       0.616253        31.9116     
  1185.49        2500.00                 NaN            NaN            NaN   12.4929                 NaN            NaN            NaN   8.78348        46.1892       0.610768        31.9236     
  1184.45        2500.00                 NaN            NaN            NaN   11.5964       0.892063                 NaN            NaN   8.77789        46.1976       0.611633        31.9243     
  1183.41        2500.00                 NaN            NaN            NaN   11.7166       0.772702                 NaN            NaN   8.78123        46.1932       0.611258        31.9250     
  1182.38        2500.00                 NaN            NaN            NaN   11.7824       0.706465                 NaN            NaN   8.78457        46.1901       0.611124        31.9253     
  1181.34        2500.00                 NaN            NaN            NaN   11.8562       0.633912                 NaN            NaN   8.78847        46.1850       0.610611        31.9259     
  1180.31        2500.00                 NaN            NaN            NaN   12.4502                 NaN            NaN            NaN   8.78787        46.2359       0.617250        31.9088     
  1179.27        2500.00                 NaN            NaN            NaN   11.9796       0.513195                 NaN            NaN   8.79657        46.1741       0.609491        31.9270     
  1178.23        2500.00                 NaN            NaN            NaN   12.0336       0.460888                 NaN            NaN   8.80075        46.1683       0.608884        31.9276     
  1177.20        2500.00                 NaN            NaN            NaN   12.0833       0.412925                 NaN            NaN   8.80504        46.1622       0.608240        31.9283     
  1176.16        2500.00                 NaN            NaN            NaN   12.1301       0.368093                 NaN            NaN   8.80945        46.1559       0.607558        31.9289     
  1175.12        2500.00                 NaN            NaN            NaN   12.1743       0.326062                 NaN            NaN   8.81399        46.1492       0.606834        31.9296     
  1174.09        2500.00                 NaN            NaN            NaN   12.2165       0.286124                 NaN            NaN   8.81870        46.1422       0.606066        31.9304     
  1173.05        2500.00                 NaN            NaN            NaN   12.2573       0.247911                 NaN            NaN   8.82357        46.1347       0.605248        31.9312     
  1172.02        2500.00                 NaN            NaN            NaN   12.4521                 NaN            NaN            NaN   8.79556        46.2221       0.616125        31.9141     
  1170.98        2500.00                 NaN            NaN            NaN   12.3348       0.176393                 NaN            NaN   8.83402        46.1184       0.603427        31.9329     
  1169.94        2500.00                 NaN            NaN            NaN   12.3736       0.141026                 NaN            NaN   8.83960        46.1095       0.602430        31.9339     
  1168.91        2500.00                 NaN            NaN            NaN   12.3911       0.127550                 NaN            NaN   8.84552        46.0998       0.601287        31.9348     
  1167.87        2500.00                 NaN            NaN            NaN   12.4890       0.318283E-001            NaN            NaN   8.85063        46.0929       0.600464        31.9352     
  1166.83        2500.00                 NaN            NaN            NaN   12.5224                 NaN            NaN            NaN   8.85486        46.0872       0.599860        31.9357     
  1165.80        2500.00                 NaN            NaN            NaN   12.5236                 NaN            NaN            NaN   8.85841        46.0822       0.599363        31.9364     
  1164.76        2500.00                 NaN            NaN            NaN   12.4542                 NaN            NaN            NaN   8.80214        46.2097       0.615074        31.9189     
  1163.73        2500.00                 NaN            NaN            NaN   12.5250                 NaN            NaN            NaN   8.86435        46.0745       0.598713        31.9374     
  1162.69        2500.00                 NaN            NaN            NaN   12.5260                 NaN            NaN            NaN   8.86767        46.0700       0.598259        31.9381     
  1161.65        2500.00                 NaN            NaN            NaN   12.5256                 NaN            NaN            NaN   8.87114        46.0669       0.597956        31.9384     
  1160.62        2500.00                 NaN            NaN            NaN   12.4575                 NaN            NaN            NaN   8.80771        46.1986       0.613914        31.9223     
  1159.58        2500.00                 NaN            NaN            NaN   12.5073                 NaN            NaN            NaN   8.86860        46.0872       0.602316        31.9346     
  1158.54        2500.00                 NaN            NaN            NaN   12.5331                 NaN            NaN            NaN   8.88327        46.0469       0.595793        31.9410     
  1157.51        2500.00                 NaN            NaN            NaN   12.5213                 NaN            NaN            NaN   8.87435        46.0673       0.598936        31.9382     
  1156.47        2500.00                 NaN            NaN            NaN   12.5212                 NaN            NaN            NaN   8.87567        46.0657       0.598873        31.9386     
  1155.44        2500.00                 NaN            NaN            NaN   12.5341                 NaN            NaN            NaN   8.89091        46.0374       0.595060        31.9426     
  1154.40        2500.00                 NaN            NaN            NaN   12.5248                 NaN            NaN            NaN   8.88347        46.0539       0.597533        31.9403     
  1153.36        2500.00                 NaN            NaN            NaN   12.5267                 NaN            NaN            NaN   8.88778        46.0476       0.596799        31.9411     
  1152.33        2500.00                 NaN            NaN            NaN   12.5401                 NaN            NaN            NaN   8.90274        46.0185       0.593302        31.9454     
  1151.29        2500.00                 NaN            NaN            NaN   12.5313                 NaN            NaN            NaN   8.89668        46.0338       0.595257        31.9430     
  1150.25        2500.00                 NaN            NaN            NaN   12.5443                 NaN            NaN            NaN   8.91322        46.0048       0.591506        31.9462     
  1149.22        2500.00                 NaN            NaN            NaN   12.5308                 NaN            NaN            NaN   8.90210        46.0282       0.594877        31.9440     
  1148.18        2500.00                 NaN            NaN            NaN   12.5469                 NaN            NaN            NaN   8.91994        45.9951       0.590518        31.9476     
  1147.15        2500.00                 NaN            NaN            NaN   12.5484                 NaN            NaN            NaN   8.92385        45.9896       0.589929        31.9482     
  1146.11        2500.00                 NaN            NaN            NaN   12.5189                 NaN            NaN            NaN   8.90512        46.0361       0.596993        31.9429     
  1145.07        2500.00                 NaN            NaN            NaN   12.5259                 NaN            NaN            NaN   8.91924        46.0150       0.594837        31.9450     
  1144.04        2500.00                 NaN            NaN            NaN   12.3705       0.170178                 NaN            NaN   8.92903        45.9907       0.590467        31.9491     
  1143.00        2500.00                 NaN            NaN            NaN   12.2502       0.291640                 NaN            NaN   8.93011        45.9874       0.590015        31.9506     
  1141.96        2500.00                 NaN            NaN            NaN  0.136515        12.4170                 NaN            NaN   8.93945        45.9672       0.587878        31.9519     
  1140.93        2500.00                 NaN            NaN            NaN   12.3603       0.193826                 NaN            NaN   8.94186        45.9635       0.587645        31.9529     
  1139.89        2500.00                 NaN            NaN            NaN  0.248684        12.3055                 NaN            NaN   8.94400        45.9605       0.587500        31.9538     
  1138.86        2500.00                 NaN            NaN            NaN  0.328721        12.2258                 NaN            NaN   8.94612        45.9574       0.587333        31.9546     
  1137.82        2500.00                 NaN            NaN            NaN   11.0949        1.38137                 NaN            NaN   8.82809        46.1355       0.611622        31.9485     
  1136.78        2500.00                 NaN            NaN            NaN   12.1422       0.411623                 NaN            NaN   8.95116        45.9520       0.586960        31.9561     
  1135.75        2500.00                 NaN            NaN            NaN   12.0791       0.474905                 NaN            NaN   8.95322        45.9489       0.586824        31.9570     
  1134.71        2500.00                 NaN            NaN            NaN   12.0195       0.534840                 NaN            NaN   8.95530        45.9458       0.586681        31.9579     
  1133.68        2500.00                 NaN            NaN            NaN   11.9629       0.591746                 NaN            NaN   8.95740        45.9427       0.586530        31.9588     
  1132.64        2500.00                 NaN            NaN            NaN   11.9090       0.645889                 NaN            NaN   8.95952        45.9395       0.586373        31.9597     
  1131.60        2500.00                 NaN            NaN            NaN   11.8577       0.697529                 NaN            NaN   8.96166        45.9363       0.586210        31.9606     
  1130.57        2500.00                 NaN            NaN            NaN   11.8087       0.746894                 NaN            NaN   8.96382        45.9331       0.586041        31.9614     
  1129.53        2500.00                 NaN            NaN            NaN   11.7618       0.794142                 NaN            NaN   8.96599        45.9298       0.585868        31.9623     
  1128.49        2500.00                 NaN            NaN            NaN   11.7169       0.839451                 NaN            NaN   8.96818        45.9265       0.585689        31.9632     
  1127.46        2500.00                 NaN            NaN            NaN   11.6738       0.882988                 NaN            NaN   8.97038        45.9232       0.585506        31.9641     
  1126.42        2500.00                 NaN            NaN            NaN   11.6323       0.924861                 NaN            NaN   8.97260        45.9199       0.585319        31.9650     
  1125.39        2500.00                 NaN            NaN            NaN   11.5924       0.965220                 NaN            NaN   8.97482        45.9165       0.585128        31.9659     
  1124.35        2500.00                 NaN            NaN            NaN  0.990544        11.5684                 NaN            NaN   8.97752        45.9120       0.584766        31.9668     
  1123.31        2500.00                 NaN            NaN            NaN   1.02557        11.5339                 NaN            NaN   8.97986        45.9085       0.584542        31.9677     
  1122.28        2500.00                 NaN            NaN            NaN   11.5003        1.05969                 NaN            NaN   8.98220        45.9050       0.584317        31.9686     
  1121.24        2500.00                 NaN            NaN            NaN   11.4686        1.09189                 NaN            NaN   8.98455        45.9014       0.584101        31.9695     
  1120.20        2500.00                 NaN            NaN            NaN   1.13078        11.4301                 NaN            NaN   8.98675        45.8980       0.583899        31.9704     
  1119.17        2500.00                 NaN            NaN            NaN   11.4874        1.07761                 NaN            NaN   8.99191        45.8889       0.582770        31.9714     
  1118.13        2500.00                 NaN            NaN            NaN   11.3975        1.16595                 NaN            NaN   8.99176        45.8891       0.583168        31.9725     
  1117.10        2500.00                 NaN            NaN            NaN   11.3572        1.20613                 NaN            NaN   8.99418        45.8862       0.583058        31.9733     
  1116.06        2500.00                 NaN            NaN            NaN   11.2909        1.27342                 NaN            NaN   8.99687        45.8813       0.582824        31.9747     
  1115.02        2500.00                 NaN            NaN            NaN   11.3182        1.24739                 NaN            NaN   8.99904        45.8777       0.582377        31.9752     
  1113.99        2500.00                 NaN            NaN            NaN   11.2985        1.26806                 NaN            NaN   9.00197        45.8734       0.582001        31.9761     
  1112.95        2500.00                 NaN            NaN            NaN   11.3138        1.25484                 NaN            NaN   9.00618        45.8670       0.581321        31.9769     
  1111.91        2500.00                 NaN            NaN            NaN   11.1394        1.42366                 NaN            NaN   9.00293        45.8733       0.582791        31.9779     
  1110.88        2500.00                 NaN            NaN            NaN   1.30221        11.2672                 NaN            NaN   9.01096        45.8599       0.580919        31.9788     
  1109.84        2500.00                 NaN            NaN            NaN   11.2230        1.34728                 NaN            NaN   9.01296        45.8563       0.580661        31.9797     
  1108.81        2500.00                 NaN            NaN            NaN   11.1994        1.37157                 NaN            NaN   9.01541        45.8526       0.580411        31.9807     
  1107.77        2500.00                 NaN            NaN            NaN   11.1660        1.40575                 NaN            NaN   9.01757        45.8488       0.580170        31.9817     
  1106.73        2500.00                 NaN            NaN            NaN   1.42397        11.1483                 NaN            NaN   9.01998        45.8452       0.579931        31.9826     
  1105.70        2500.00                 NaN            NaN            NaN   11.1305        1.44248                 NaN            NaN   9.02259        45.8414       0.579641        31.9834     
  1104.66        2500.00                 NaN            NaN            NaN   11.0716        1.40496                 NaN            NaN   8.85159        46.0870       0.609994        31.9748     
  1103.62        2500.00                 NaN            NaN            NaN   1.49208        11.0825                 NaN            NaN   9.02672        45.8341       0.579087        31.9855     
  1102.59        2500.00                 NaN            NaN            NaN   11.0583        1.51666                 NaN            NaN   9.02957        45.8302       0.578922        31.9864     
  1101.55        2500.00                 NaN            NaN            NaN   11.0350        1.54089                 NaN            NaN   9.03144        45.8266       0.578644        31.9874     
  1100.52        2500.00                 NaN            NaN            NaN   11.0226        1.55385                 NaN            NaN   9.03458        45.8224       0.578354        31.9882     
  1099.48        2500.00                 NaN            NaN            NaN   10.9992        1.57836                 NaN            NaN   9.03662        45.8184       0.578046        31.9894     
  1098.44        2500.00                 NaN            NaN            NaN   10.8787        1.69482                 NaN            NaN   9.03419        45.8226       0.579155        31.9904     
  1097.41        2500.00                 NaN            NaN            NaN   1.60144        10.9780                 NaN            NaN   9.04246        45.8097       0.577358        31.9911     
  1096.37        2500.00                 NaN            NaN            NaN   10.5778        1.98732                 NaN            NaN   9.02942        45.8312       0.581478        31.9928     
  1095.33        2500.00                 NaN            NaN            NaN   10.8395        1.73650                 NaN            NaN   9.04176        45.8108       0.578253        31.9932     
  1094.30        2500.00                 NaN            NaN            NaN   10.5268        2.03918                 NaN            NaN   9.03334        45.8248       0.581185        31.9947     
  1093.26        2500.00                 NaN            NaN            NaN   10.9084        1.67391                 NaN            NaN   9.05311        45.7935       0.576278        31.9948     
  1092.23        2500.00                 NaN            NaN            NaN   10.8939        1.68879                 NaN            NaN   9.05670        45.7890       0.576049        31.9955     
  1091.19        2500.00                 NaN            NaN            NaN   10.8126        1.76750                 NaN            NaN   9.05433        45.7942       0.576207        31.9952     
  1090.15        2500.00                 NaN            NaN            NaN   10.7723        1.80900                 NaN            NaN   9.05782        45.7871       0.576457        31.9973     
  1089.12        2500.00                 NaN            NaN            NaN   10.4277        2.14099                 NaN            NaN   9.04398        45.8074       0.580229        31.9997     
  1088.08        2500.00                 NaN            NaN            NaN   10.7623        1.82205                 NaN            NaN   9.06131        45.7786       0.575590        32.0001     
  1087.04        2500.00                 NaN            NaN            NaN   10.3885        2.18130                 NaN            NaN   9.04817        45.8006       0.579860        32.0016     
  1086.01        2500.00                 NaN            NaN            NaN   10.4067        2.16095                 NaN            NaN   9.04938        45.8001       0.580239        32.0026     
  1084.97        2500.00                 NaN            NaN            NaN   10.3509        2.22000                 NaN            NaN   9.05236        45.7936       0.579486        32.0036     
  1083.94        2500.00                 NaN            NaN            NaN   10.3665        2.20245                 NaN            NaN   9.05365        45.7929       0.579823        32.0046     
  1082.90        2500.00                 NaN            NaN            NaN   10.3471        2.22258                 NaN            NaN   9.05581        45.7893       0.579610        32.0056     
  1081.86        2500.00                 NaN            NaN            NaN   10.3496        2.22182                 NaN            NaN   9.05919        45.7837       0.579043        32.0066     
  1080.83        2500.00                 NaN            NaN            NaN   10.3420        2.22979                 NaN            NaN   9.06136        45.7798       0.579005        32.0081     
  1079.79        2500.00                 NaN            NaN            NaN   10.2644        2.30983                 NaN            NaN   9.06311        45.7755       0.578491        32.0087     
  1078.75        2500.00                 NaN            NaN            NaN   10.2511        2.32382                 NaN            NaN   9.06541        45.7718       0.578253        32.0097     
  1077.72        2500.00                 NaN            NaN            NaN   10.2307        2.34414                 NaN            NaN   9.06704        45.7694       0.578152        32.0106     
  1076.68        2500.00                 NaN            NaN            NaN   10.6285        1.96620                 NaN            NaN   9.08966        45.7324       0.572196        32.0110     
  1075.65        2500.00                 NaN            NaN            NaN   1.97151        10.6260                 NaN            NaN   9.09353        45.7256       0.571383        32.0120     
  1074.61        2500.00                 NaN            NaN            NaN   10.6197        1.97792                 NaN            NaN   9.09565        45.7224       0.571253        32.0130     
  1073.57        2500.00                 NaN            NaN            NaN   10.6057        1.99282                 NaN            NaN   9.09802        45.7184       0.570981        32.0141     
  1072.54        2500.00                 NaN            NaN            NaN   10.6636        1.93524                 NaN            NaN   9.10040        45.7182       0.570680        32.0119     
  1071.50        2500.00                 NaN            NaN            NaN   10.1514        2.42790                 NaN            NaN   9.07921        45.7472       0.577017        32.0173     
  1070.46        2500.00                 NaN            NaN            NaN   10.1374        2.44251                 NaN            NaN   9.08135        45.7436       0.576813        32.0183     
  1069.43        2500.00                 NaN            NaN            NaN   10.3528        2.24163                 NaN            NaN   9.09597        45.7189       0.572830        32.0179     
  1068.39        2500.00                 NaN            NaN            NaN   10.3504        2.24809                 NaN            NaN   9.09922        45.7087       0.572374        32.0212     
  1067.36        2500.00                 NaN            NaN            NaN   10.2617        2.33196                 NaN            NaN   9.09751        45.7136       0.573368        32.0218     
  1066.32        2500.00                 NaN            NaN            NaN   10.0144        2.59579                 NaN            NaN   9.07514        45.6920       0.586121        32.0365     
  1065.28        2500.00                 NaN            NaN            NaN   10.1874        2.41170                 NaN            NaN   9.09882        45.7034       0.573247        32.0254     
  1064.25        2500.00                 NaN            NaN            NaN   10.1733        2.42621                 NaN            NaN   9.10099        45.7000       0.573080        32.0265     
  1063.21        2500.00                 NaN            NaN            NaN   10.1594        2.44091                 NaN            NaN   9.10287        45.6964       0.572825        32.0276     
  1062.17        2500.00                 NaN            NaN            NaN   10.0279        2.55629                 NaN            NaN   9.09901        45.7157       0.575155        32.0260     
  1061.14        2500.00                 NaN            NaN            NaN   10.0162        2.56872                 NaN            NaN   9.10118        45.7119       0.574939        32.0271     
  1060.10        2500.00                 NaN            NaN            NaN   10.0046        2.58098                 NaN            NaN   9.10335        45.7082       0.574723        32.0281     
  1059.07        2500.00                 NaN            NaN            NaN   9.99328        2.59299                 NaN            NaN   9.10546        45.7046       0.574524        32.0291     
  1058.03        2500.00                 NaN            NaN            NaN   9.98362        2.60359                 NaN            NaN   9.10792        45.7005       0.574248        32.0302     
  1056.99        2500.00                 NaN            NaN            NaN   9.97123        2.61662                 NaN            NaN   9.10989        45.6970       0.574068        32.0312     
  1055.96        2500.00                 NaN            NaN            NaN   9.96056        2.62803                 NaN            NaN   9.11200        45.6933       0.573858        32.0323     
  1054.92        2500.00                 NaN            NaN            NaN   9.95194        2.63775                 NaN            NaN   9.11430        45.6891       0.573588        32.0334     
  1053.88        2500.00                 NaN            NaN            NaN   9.94152        2.64894                 NaN            NaN   9.11649        45.6853       0.573365        32.0344     
  1052.85        2500.00                 NaN            NaN            NaN   9.93121        2.66002                 NaN            NaN   9.11868        45.6814       0.573143        32.0355     
  1051.81        2500.00                 NaN            NaN            NaN   9.92649        2.66772                 NaN            NaN   9.12566        45.6707       0.572410        32.0370     
  1050.78        2500.00                 NaN            NaN            NaN   9.90905        2.68330                 NaN            NaN   9.12284        45.6745       0.572819        32.0375     
  1049.74        2500.00                 NaN            NaN            NaN   9.90518        2.71352                 NaN            NaN   9.14242        45.6203       0.570308        32.0482     
  1048.70        2500.00                 NaN            NaN            NaN   9.89671        2.72250                 NaN            NaN   9.14416        45.6174       0.570063        32.0492     
  1047.67        2500.00                 NaN            NaN            NaN   9.87193        2.78104                 NaN            NaN   9.12297        45.5788       0.577514        32.0677     
  1046.63        2500.00                 NaN            NaN            NaN   10.0877        2.51703                 NaN            NaN   9.14361        45.6411       0.568706        32.0418     
  1045.59        2500.00                 NaN            NaN            NaN   9.90921        2.69050                 NaN            NaN   9.13719        45.6495       0.570721        32.0429     
  1044.56        2500.00                 NaN            NaN            NaN   9.85499        2.74261                 NaN            NaN   9.13628        45.6508       0.571337        32.0440     
  1043.52        2500.00                 NaN            NaN            NaN   9.84639        2.75207                 NaN            NaN   9.13850        45.6469       0.571099        32.0450     
  1042.49        2500.00                 NaN            NaN            NaN   9.83808        2.76124                 NaN            NaN   9.14074        45.6430       0.570858        32.0461     
  1041.45        2500.00                 NaN            NaN            NaN   10.1559        2.46382                 NaN            NaN   9.16404        45.6042       0.564538        32.0474     
  1040.41        2500.00                 NaN            NaN            NaN   10.1417        2.47853                 NaN            NaN   9.16596        45.6008       0.564394        32.0485     
  1039.38        2500.00                 NaN            NaN            NaN   10.1275        2.49329                 NaN            NaN   9.16785        45.5975       0.564257        32.0496     
  1038.34        2500.00                 NaN            NaN            NaN   10.1134        2.50793                 NaN            NaN   9.16974        45.5941       0.564121        32.0508     
  1037.30        2500.00                 NaN            NaN            NaN   10.2856        2.35536                 NaN            NaN   9.18584        45.5621       0.558794        32.0524     
  1036.27        2500.00                 NaN            NaN            NaN   10.0849        2.53741                 NaN            NaN   9.17345        45.5874       0.563870        32.0530     
  1035.23        2500.00                 NaN            NaN            NaN   10.0707        2.55200                 NaN            NaN   9.17529        45.5841       0.563749        32.0541     
  1034.20        2500.00                 NaN            NaN            NaN   10.0566        2.56656                 NaN            NaN   9.17712        45.5808       0.563632        32.0552     
  1033.16        2500.00                 NaN            NaN            NaN   10.0423        2.58133                 NaN            NaN   9.17891        45.5776       0.563527        32.0563     
  1032.12        2500.00                 NaN            NaN            NaN   10.0283        2.59581                 NaN            NaN   9.18071        45.5744       0.563420        32.0574     
  1031.09        2500.00                 NaN            NaN            NaN   10.0141        2.61036                 NaN            NaN   9.18249        45.5712       0.563321        32.0586     
  1030.05        2500.00                 NaN            NaN            NaN   9.74960        2.86093                 NaN            NaN   9.16771        45.5947       0.567811        32.0592     
  1029.01        2500.00                 NaN            NaN            NaN   9.98598        2.63927                 NaN            NaN   9.18600        45.5648       0.563133        32.0608     
  1027.98        2500.00                 NaN            NaN            NaN   9.97138        2.65420                 NaN            NaN   9.18769        45.5617       0.563063        32.0619     
  1026.94        2500.00                 NaN            NaN            NaN   9.73054        2.88317                 NaN            NaN   9.17492        45.5818       0.567001        32.0626     
  1025.91        2500.00                 NaN            NaN            NaN   9.72468        2.89004                 NaN            NaN   9.17725        45.5776       0.566732        32.0637     
  1024.87        2500.00                 NaN            NaN            NaN   9.71956        2.89628                 NaN            NaN   9.17969        45.5733       0.566408        32.0648     
  1023.83        2500.00                 NaN            NaN            NaN   9.71290        2.90392                 NaN            NaN   9.18182        45.5693       0.566186        32.0659     
  1022.80        2500.00                 NaN            NaN            NaN   9.70735        2.91055                 NaN            NaN   9.18417        45.5650       0.565904        32.0670     
  1021.76        2500.00                 NaN            NaN            NaN   9.70196        2.91705                 NaN            NaN   9.18653        45.5607       0.565617        32.0681     
  1020.72        2500.00                 NaN            NaN            NaN   2.47025        10.1940                 NaN            NaN   9.23053        45.4822       0.552347        32.0707     
  1019.69        2500.00                 NaN            NaN            NaN   2.47716        10.1887                 NaN            NaN   9.23319        45.4772       0.551929        32.0719     
  1018.65        2500.00                 NaN            NaN            NaN   9.68702        2.93508                 NaN            NaN   9.19378        45.5479       0.564810        32.0714     
  1017.62        2500.00                 NaN            NaN            NaN   9.68251        2.94087                 NaN            NaN   9.19627        45.5433       0.564472        32.0726     
  1016.58        2500.00                 NaN            NaN            NaN   9.67854        2.94616                 NaN            NaN   9.19845        45.5390       0.564113        32.0737     
  1015.54        2500.00                 NaN            NaN            NaN   9.75352        2.87134                 NaN            NaN   9.20354        45.5331       0.563583        32.0749     
  1014.51        2500.00                 NaN            NaN            NaN   9.74726        2.87814                 NaN            NaN   9.20547        45.5297       0.563446        32.0760     
  1013.47        2500.00                 NaN            NaN            NaN   2.51914        10.1560                 NaN            NaN   9.24909        45.4472       0.549499        32.0791     
  1012.43        2500.00                 NaN            NaN            NaN   10.1410        2.53460                 NaN            NaN   9.25042        45.4445       0.549394        32.0801     
  1011.40        2500.00                 NaN            NaN            NaN   2.53950        10.1387                 NaN            NaN   9.25394        45.4380       0.548681        32.0812     
  1010.36        2500.00                 NaN            NaN            NaN   9.70668        2.92368                 NaN            NaN   9.21455        45.5122       0.562303        32.0806     
  1009.33        2500.00                 NaN            NaN            NaN   10.1385        2.54350                 NaN            NaN   9.26007        45.4263       0.547735        32.0840     
  1008.29        2500.00                 NaN            NaN            NaN   2.54904        10.1347                 NaN            NaN   9.26284        45.4210       0.547291        32.0852     
  1007.25        2500.00                 NaN            NaN            NaN   10.1148        2.56828                 NaN            NaN   9.26269        45.4204       0.547511        32.0862     
  1006.22        2500.00                 NaN            NaN            NaN   2.56168        10.1255                 NaN            NaN   9.26814        45.4106       0.546416        32.0877     
  1005.18        2500.00                 NaN            NaN            NaN   10.1216        2.56720                 NaN            NaN   9.27109        45.4052       0.545970        32.0889     
  1004.14        2500.00                 NaN            NaN            NaN   10.1168        2.57377                 NaN            NaN   9.27336        45.4003       0.545580        32.0902     
  1003.11        2500.00                 NaN            NaN            NaN   10.1127        2.57974                 NaN            NaN   9.27649        45.3946       0.545101        32.0914     
  1002.07        2500.00                 NaN            NaN            NaN   9.62997        3.01352                 NaN            NaN   9.23379        45.4733       0.559355        32.0900     
  1001.04        2500.00                 NaN            NaN            NaN   9.62646        3.01829                 NaN            NaN   9.23620        45.4688       0.559049        32.0912     
  1000.00        2500.00                 NaN            NaN            NaN   9.62299        3.02303                 NaN            NaN   9.23859        45.4643       0.558740        32.0924     
