|6.6.6
Archiving\03_Data\frac/QFM_m0.25/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1726.82        2500.00        99.3889                 NaN  0.868645E-002  0.602461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.8192                 NaN  0.254229E-002  0.178279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        98.6688                 NaN  0.187055E-001   1.31246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.6477                 NaN  0.487054E-002  0.347475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3690                 NaN  0.869378E-002  0.622337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3654                 NaN  0.866624E-002  0.625898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3602                 NaN  0.867269E-002  0.631128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3561                 NaN  0.866345E-002  0.635208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3513                 NaN  0.865654E-002  0.640046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3477                 NaN  0.864563E-002  0.643674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3439                 NaN  0.862525E-002  0.647465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3366                 NaN  0.866742E-002  0.654767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3378                 NaN  0.857859E-002  0.653669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3320                 NaN  0.861505E-002  0.659370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3214                 NaN  0.868649E-002  0.669901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.7073                 NaN  0.164153E-001   1.27628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.9810                 NaN  0.229099E-003  0.187630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2848                 NaN  0.898358E-002  0.706174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3140                 NaN  0.855934E-002  0.677479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3116                 NaN  0.854140E-002  0.679844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3089                 NaN  0.852825E-002  0.682546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3062                 NaN  0.851227E-002  0.685325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2901                 NaN  0.869069E-002  0.701221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3137                 NaN  0.831729E-002  0.677942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2977                 NaN  0.850014E-002  0.693807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.8813                 NaN  0.803649E-002  0.572407       0.538244                 NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.8162                 NaN  0.652445E-002  0.252092        1.92515                 NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.8815                 NaN  0.638130E-002  0.244355        1.86774                 NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.9110                 NaN  0.618045E-002  0.238518        1.84434                 NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.9481                 NaN  0.591799E-002  0.232344        1.81366                 NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        94.1146                 NaN  0.172044E-001  0.665273        5.20291                 NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9973                 NaN            NaN  0.272010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.1457                 NaN  0.497505E-002  0.204787        1.64450                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.1229                 NaN  0.491634E-002  0.201964        1.67021                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.1542                 NaN  0.472198E-002  0.196429        1.64467                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.0612                 NaN  0.497081E-002  0.204452        1.72942                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3358                 NaN  0.407401E-002  0.172756        1.48736                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2433                 NaN  0.414341E-002  0.179822        1.57270                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2658                 NaN  0.400183E-002  0.174636        1.55554                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.1587                 NaN  0.420308E-002  0.183385        1.65372                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4666                 NaN  0.328469E-002  0.150211        1.37989                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3440                 NaN  0.346959E-002  0.159251        1.49324                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3736                 NaN  0.328231E-002  0.154634        1.46846                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3975                 NaN  0.306650E-002  0.149449        1.44994                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4168                 NaN  0.290776E-002  0.144439        1.43586                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4409                 NaN  0.274827E-002  0.139889        1.41647                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4623                 NaN  0.259792E-002  0.135064        1.40005                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4824                 NaN  0.242240E-002  0.130510        1.38467                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5020                 NaN  0.226622E-002  0.125876        1.36984                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5207                 NaN  0.213452E-002  0.121557        1.35556                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5317                 NaN  0.193828E-002  0.116874        1.34950                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5665                 NaN  0.177026E-002  0.112861        1.31882                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.5745                 NaN  0.164580E-002  0.108446        1.31543                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.5885                 NaN  0.152333E-002  0.104246        1.30572                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6051                 NaN  0.129217E-002  0.997713E-001   1.29385                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6285                 NaN  0.114325E-002  0.962580E-001   1.27408                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6376                 NaN  0.926329E-003  0.919055E-001   1.26954                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6519                 NaN  0.785237E-003  0.879142E-001   1.25938                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6648                 NaN  0.596257E-003  0.837768E-001   1.25087                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.6786                 NaN  0.420935E-003  0.799862E-001   1.24102                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.6902                 NaN  0.261364E-003  0.758742E-001   1.23369                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7022                 NaN  0.378870E-004  0.720285E-001   1.22576                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7130                 NaN  0.133558E-003  0.686879E-001   1.21813                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7239                 NaN            NaN  0.647499E-001   1.21133                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.7345                 NaN  0.478000E-004  0.615865E-001   1.20383                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.7433                 NaN            NaN  0.572140E-001   1.19947                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.7533                 NaN  0.882774E-004  0.550811E-001   1.19152                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.7594                 NaN            NaN  0.513021E-001   1.18925                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.7668                 NaN            NaN  0.477489E-001   1.18547                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.7592                 NaN            NaN  0.442338E-001   1.12466       0.718927E-001            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.3260                 NaN  0.554820E-002  0.266438E-001            NaN   1.64185                 NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.2230                 NaN  0.114063E-001            NaN            NaN   1.76562                 NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.0112                 NaN  0.114112E-001            NaN            NaN  0.176056        1.80130                 NaN            NaN            NaN            NaN
  1541.35        2500.00        97.3340                 NaN  0.100440E-001  0.313407                 NaN   2.34251                 NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.3798                 NaN  0.969331E-002  0.327920                 NaN   2.28257                 NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.0355                 NaN  0.107928E-001  0.349149                 NaN   2.48472       0.119831                 NaN            NaN            NaN            NaN
  1533.83        2500.00        97.9137                 NaN  0.745997E-002  0.271205                 NaN   1.80763                 NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.5538                 NaN  0.859465E-002  0.319120                 NaN   2.11847                 NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.5740                 NaN  0.644016E-002  0.259915       0.172020        1.98759                 NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.6244                 NaN  0.595504E-002  0.253659       0.182018        1.93393                 NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.6754                 NaN  0.539081E-002  0.250949       0.191202        1.87708                 NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.7211                 NaN  0.499576E-002  0.249441       0.192542        1.83193                 NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.7685                 NaN  0.462080E-002  0.246850       0.189081        1.79096                 NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.8189                 NaN  0.427784E-002  0.244940       0.186830        1.74509                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.8597                 NaN  0.391554E-002  0.243146       0.185968        1.70725                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.8993                 NaN  0.357244E-002  0.241583       0.185283        1.67023                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.9439                 NaN  0.339530E-002  0.239829       0.173931        1.63894                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.9791                 NaN  0.320814E-002  0.238557       0.166269        1.61283                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.0190                 NaN  0.286807E-002  0.236773       0.165431        1.57592                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.0567                 NaN  0.269052E-002  0.235095       0.156698        1.54878                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0886                 NaN  0.254135E-002  0.233766       0.148419        1.52666                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1252                 NaN  0.228165E-002  0.232412       0.145076        1.49504                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1575                 NaN  0.211753E-002  0.230934       0.137950        1.47148                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.1887                 NaN  0.194953E-002  0.229842       0.131738        1.44780                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2184                 NaN  0.181547E-002  0.228702       0.124538        1.42651                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2484                 NaN  0.166074E-002  0.227268       0.118553        1.40407                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2769                 NaN  0.146627E-002  0.226484       0.114988        1.38019                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3027                 NaN  0.141327E-002  0.225529       0.105683        1.36472                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3299                 NaN  0.136235E-002  0.224457       0.965577E-001   1.34769                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3561                 NaN  0.121791E-002  0.223322       0.919338E-001   1.32746                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3808                 NaN  0.110132E-002  0.222489       0.867167E-001   1.30885                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4029                 NaN  0.104069E-002  0.221584       0.800263E-001   1.29444                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4264                 NaN  0.982362E-003  0.221015       0.725571E-001   1.27902                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4494                 NaN  0.936265E-003  0.220291       0.655496E-001   1.26386                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4693                 NaN  0.879410E-003  0.219455       0.595876E-001   1.25081                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4874                 NaN  0.891660E-003  0.218778       0.512366E-001   1.24166                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5098                 NaN  0.807546E-003  0.218106       0.466150E-001   1.22469                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5228                 NaN  0.628432E-003  0.217926       0.472791E-001   1.21138                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5518                 NaN  0.783982E-003  0.216576       0.328399E-001   1.19802                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5642                 NaN  0.100072E-002  0.217220       0.242616E-001   1.19331                 NaN            NaN            NaN            NaN            NaN
