|6.6.6
Archiving\03_Data\DeqLP/QFM_m1.75/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.9914       0.856835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9914       0.856873E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9914       0.856911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9914       0.856950E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9914       0.856988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9914       0.857027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9914       0.857066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9914       0.857105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9914       0.857145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9914       0.857168E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9914       0.857190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9914       0.857213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9914       0.857237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9914       0.857271E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9914       0.857305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.9330       0.800216E-002  0.590160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.0988                 NaN  0.901159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.7559                 NaN   1.24410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.4127                 NaN   1.58728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        98.0693                 NaN   1.93069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        97.7257                 NaN   2.27434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        97.3818                 NaN   2.61823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        97.0377                 NaN   2.96235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.6933                 NaN   3.30670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        96.3487                 NaN   3.65129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        95.6627                 NaN   4.33731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        94.9759                 NaN   5.02412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        94.2883                 NaN   5.71171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        93.5999                 NaN   6.40009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        92.9108                 NaN   7.08925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        92.2208                 NaN   7.77919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        91.5301                 NaN   8.46990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        90.8386                 NaN   9.16139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        90.1238                 NaN   9.87616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        89.4082                 NaN   10.5918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        88.7205                 NaN   11.2795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        88.0156                 NaN   11.9786       0.574931E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        87.3218                 NaN   12.6610       0.172242E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        86.6271                 NaN   13.3442       0.287132E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        85.9316                 NaN   14.0281       0.402161E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        85.2354                 NaN   14.7129       0.517330E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        84.5730                 NaN   15.3645       0.624951E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        83.9099                 NaN   16.0169       0.732698E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        83.2460                 NaN   16.6699       0.840570E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        82.5815                 NaN   17.3237       0.948568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        81.9162                 NaN   17.9781       0.105669                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        81.2502                 NaN   18.6333       0.116493                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        80.5836                 NaN   19.2891       0.127330                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        79.9162                 NaN   19.9457       0.138179                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        79.2869                 NaN   20.5650       0.148118                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        78.6569                 NaN   21.1850       0.158068                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        78.0263                 NaN   21.8056       0.168028                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        77.3951                 NaN   22.4269       0.177999                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        76.7633                 NaN   23.0487       0.187981                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        76.1309                 NaN   23.6712       0.197974                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        75.4978                 NaN   24.2942       0.207976                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        74.8641                 NaN   24.9179       0.217990                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        74.2626                 NaN   25.5102       0.227185                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        73.6606                 NaN   26.1030       0.236389                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        73.0580                 NaN   26.6964       0.245602                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        72.4549                 NaN   27.2903       0.254825                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        71.8512                 NaN   27.8848       0.264057                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        71.2469                 NaN   28.4798       0.273297                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        70.6422                 NaN   29.0753       0.282547                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        70.0369                 NaN   29.6713       0.291805                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        69.4578                 NaN   30.2419       0.300330                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        68.8782                 NaN   30.8130       0.308863                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        68.2981                 NaN   31.3845       0.317403                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        67.7175                 NaN   31.9565       0.325952                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        67.1365                 NaN   32.5290       0.334507                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        66.5550                 NaN   33.1019       0.343071                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        65.9731                 NaN   33.6753       0.351642                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        65.3906                 NaN   34.2492       0.360221                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        64.8346                 NaN   34.7972       0.368229                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        64.2782                 NaN   35.3456       0.376245                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        63.7214                 NaN   35.8944       0.384266                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        63.1641                 NaN   36.4436       0.392295                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        62.6065                 NaN   36.9932       0.400330                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        62.0484                 NaN   37.5432       0.408371                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        61.4900                 NaN   38.0936       0.416418                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        60.9312                 NaN   38.6443       0.424472                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        60.3989                 NaN   39.1693       0.431871                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        59.8662                 NaN   39.6945       0.439275                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        59.3332                 NaN   40.2201       0.446684                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        58.7999                 NaN   40.7460       0.454099                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        58.2662                 NaN   41.2723       0.461519                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        57.7322                 NaN   41.7988       0.468944                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        57.1979                 NaN   42.3257       0.476374                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        56.6633                 NaN   42.8529       0.483809                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        56.1611                 NaN   43.3481       0.490819                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        55.6586                 NaN   43.8436       0.497833                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        55.1558                 NaN   44.3393       0.504852                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        54.6528                 NaN   44.8353       0.511875                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        54.1495                 NaN   45.3316       0.518901                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        53.6460                 NaN   45.8281       0.525932                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        53.1422                 NaN   46.3248       0.532967                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        52.6382                 NaN   46.8218       0.540007                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        52.1718                 NaN   47.2815       0.546689                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        51.7051                 NaN   47.7415       0.553375                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        51.2383                 NaN   48.2016       0.560064                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        50.7713                 NaN   48.6620       0.566757                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        50.3041                 NaN   49.1225       0.573452                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        49.8367                 NaN   49.5831       0.580151                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        49.3692                 NaN   50.0440       0.586854                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        48.9015                 NaN   50.5050       0.593559                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        48.4764                 NaN   50.9238       0.599806                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        48.0511                 NaN   51.3428       0.606056                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        47.6258                 NaN   51.7619       0.612309                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        47.2003                 NaN   52.1811       0.618564                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        46.7747                 NaN   52.6005       0.624821                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        46.3490                 NaN   53.0199       0.631080                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        45.9232                 NaN   53.4394       0.637342                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        45.4973                 NaN   53.8591       0.643606                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        45.1163                 NaN   54.2342       0.649555                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        44.7352                 NaN   54.6093       0.655506                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        44.3540                 NaN   54.9846       0.661458                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        43.9727                 NaN   55.3598       0.667412                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        43.5915                 NaN   55.7352       0.673368                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        43.2101                 NaN   56.1106       0.679326                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        42.8287                 NaN   56.4860       0.685285                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        42.4473                 NaN   56.8615       0.691246                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        42.1000                 NaN   57.2029       0.697079                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        41.7527                 NaN   57.5444       0.702914                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        41.4053                 NaN   57.8859       0.708750                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        41.0580                 NaN   58.2274       0.714588                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        40.2897                 NaN   58.3781       0.713964       0.618267                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        39.3846                 NaN   58.4553       0.710319        1.44980                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        38.5337                 NaN   58.5256       0.705832        2.23484                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        37.6812                 NaN   58.5960       0.701335        3.02147                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        36.9535                 NaN   58.6476       0.697353        3.70149                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        36.2247                 NaN   58.6993       0.693364        4.38270                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        35.4946                 NaN   58.7509       0.689368        5.06510                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        34.7633                 NaN   58.8026       0.685364        5.74868                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        34.0309                 NaN   58.8543       0.681352        6.43346                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        33.2972                 NaN   58.9061       0.677333        7.11942                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        32.5623                 NaN   58.9578       0.673306        7.80657                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        31.8262                 NaN   59.0096       0.669272        8.49492                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        31.2440                 NaN   59.0418       0.664284        9.04996                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        30.6610                 NaN   59.0739       0.659289        9.60577                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        30.0773                 NaN   59.1060       0.654286        10.1624                 NaN            NaN            NaN            NaN            NaN
