|6.6.6
Archiving\03_Data\Dfrac/QFM_m4/T13/T13_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Ni             Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1892.23        2500.00        99.3523                 NaN  0.303560E-002            NaN  0.644666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3471                 NaN  0.976994E-002            NaN  0.643178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3495                 NaN  0.148630E-001            NaN  0.635655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3492                 NaN  0.149348E-001            NaN  0.635815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3510                 NaN  0.149134E-001            NaN  0.634128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3542                 NaN  0.148469E-001            NaN  0.630931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3567                 NaN  0.148047E-001            NaN  0.628517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3584                 NaN  0.147845E-001            NaN  0.626767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3609                 NaN  0.147230E-001            NaN  0.624364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3622                 NaN  0.147117E-001            NaN  0.623059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3640                 NaN  0.146730E-001            NaN  0.621280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3645                 NaN  0.146584E-001            NaN  0.620885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3684                 NaN  0.145484E-001            NaN  0.617087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3681                 NaN  0.145645E-001            NaN  0.617295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.3680                 NaN  0.145767E-001            NaN  0.617425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3715                 NaN  0.144602E-001            NaN  0.614061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3659                 NaN  0.145783E-001            NaN  0.619499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.2723                 NaN  0.166769E-001            NaN  0.711015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4751                 NaN  0.120457E-001            NaN  0.512816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3727                 NaN  0.143593E-001            NaN  0.612919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3726                 NaN  0.143597E-001            NaN  0.613008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3730                 NaN  0.143084E-001            NaN  0.612643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.3731                 NaN  0.142855E-001            NaN  0.612590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3727                 NaN  0.143317E-001            NaN  0.613009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3746                 NaN  0.141888E-001            NaN  0.611173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3711                 NaN  0.142460E-001            NaN  0.614701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.3722                 NaN  0.141800E-001            NaN  0.613638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3712                 NaN  0.141350E-001            NaN  0.614647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3647                 NaN  0.143247E-001            NaN  0.620962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3734                 NaN  0.139720E-001            NaN  0.612630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4786                 NaN  0.116365E-001            NaN  0.509734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.2549                 NaN  0.165566E-001            NaN  0.728512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3623                 NaN  0.141600E-001            NaN  0.623581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1764                 NaN  0.182168E-001            NaN  0.805368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5521                 NaN  0.980390E-002            NaN  0.438081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3596                 NaN  0.140313E-001            NaN  0.626382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3579                 NaN  0.139746E-001            NaN  0.628120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3551                 NaN  0.139944E-001            NaN  0.630915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3763                 NaN  0.134636E-001            NaN  0.610189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3259                 NaN  0.144601E-001            NaN  0.659663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3491                 NaN  0.138934E-001            NaN  0.637052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3451                 NaN  0.139287E-001            NaN  0.641013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3422                 NaN  0.139230E-001            NaN  0.643886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3385                 NaN  0.139360E-001            NaN  0.647604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3363                 NaN  0.139050E-001            NaN  0.649805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3337                 NaN  0.138555E-001            NaN  0.652485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3294                 NaN  0.138850E-001            NaN  0.656714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3259                 NaN  0.138802E-001            NaN  0.660213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3201                 NaN  0.139166E-001            NaN  0.666002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3213                 NaN  0.138338E-001            NaN  0.664893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3146                 NaN  0.138554E-001            NaN  0.671595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3087                 NaN  0.139037E-001            NaN  0.677385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3084                 NaN  0.138136E-001            NaN  0.677794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3035                 NaN  0.138357E-001            NaN  0.682657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.2983                 NaN  0.138510E-001            NaN  0.687846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2956                 NaN  0.138237E-001            NaN  0.690546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.2901                 NaN  0.138688E-001            NaN  0.696054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2853                 NaN  0.138316E-001            NaN  0.700918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3694                 NaN  0.121329E-001            NaN  0.618462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.8144                 NaN  0.355319E-002            NaN  0.182075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        98.6494                 NaN  0.257782E-001            NaN   1.32480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2697                 NaN  0.138167E-001            NaN  0.716459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2604                 NaN  0.139385E-001            NaN  0.725640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2632                 NaN  0.137617E-001            NaN  0.723073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2528                 NaN  0.139110E-001            NaN  0.733327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2524                 NaN  0.137970E-001            NaN  0.733829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2467                 NaN  0.138532E-001            NaN  0.739450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2429                 NaN  0.138566E-001            NaN  0.743203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2398                 NaN  0.138216E-001            NaN  0.746399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2303                 NaN  0.139454E-001            NaN  0.755771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2314                 NaN  0.138410E-001            NaN  0.754724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2263                 NaN  0.138651E-001            NaN  0.759799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2214                 NaN  0.138876E-001            NaN  0.764724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        98.8336                 NaN  0.206444E-001            NaN   1.14575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.6544                 NaN  0.611792E-002            NaN  0.339456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.1652                 NaN  0.147005E-001            NaN  0.820083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2103                 NaN  0.138317E-001            NaN  0.775912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2022                 NaN  0.138933E-001            NaN  0.783932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2058                 NaN  0.138110E-001            NaN  0.780381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.1990                 NaN  0.138882E-001            NaN  0.787141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.1946                 NaN  0.139208E-001            NaN  0.791498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.1988                 NaN  0.137806E-001            NaN  0.787400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2168                 NaN  0.134117E-001            NaN  0.769829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.1665                 NaN  0.142531E-001            NaN  0.819208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1913                 NaN  0.138271E-001            NaN  0.794860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.1830                 NaN  0.139405E-001            NaN  0.803060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.1928                 NaN  0.137242E-001            NaN  0.793509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.1865                 NaN  0.138117E-001            NaN  0.799713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.1770                 NaN  0.139676E-001            NaN  0.809001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.1939                 NaN  0.136291E-001            NaN  0.792498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.1859                 NaN  0.137485E-001            NaN  0.800359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2491                 NaN  0.128027E-001            NaN  0.738084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.1238                 NaN  0.147348E-001            NaN  0.861455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.1855                 NaN  0.137429E-001            NaN  0.800734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.1839                 NaN  0.137720E-001            NaN  0.802348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.7722                 NaN  0.384547E-002            NaN  0.223963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.6128                 NaN  0.233875E-001            NaN   1.36379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.1875                 NaN  0.137007E-001            NaN  0.798839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.1963                 NaN  0.135675E-001            NaN  0.790110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.1954                 NaN  0.135813E-001            NaN  0.791022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.1980                 NaN  0.135658E-001            NaN  0.788401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.1998                 NaN  0.135368E-001            NaN  0.786623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.4204                 NaN            NaN            NaN  0.361601        1.21798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2935                 NaN            NaN            NaN  0.273077        1.43343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3237                 NaN            NaN            NaN  0.267823        1.40849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3517                 NaN            NaN            NaN  0.262071        1.38624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3789                 NaN            NaN            NaN  0.257331        1.36377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4071                 NaN            NaN            NaN  0.252306        1.34055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4326                 NaN            NaN            NaN  0.247572        1.31985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4597                 NaN            NaN            NaN  0.242397        1.29789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4855                 NaN            NaN            NaN  0.239878        1.27466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5099                 NaN            NaN            NaN  0.233273        1.25683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5330                 NaN            NaN            NaN  0.229925        1.23710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5541                 NaN            NaN            NaN  0.222745        1.22320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5801                 NaN            NaN            NaN  0.219807        1.20012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5994                 NaN            NaN            NaN  0.216964        1.18365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6201                 NaN            NaN            NaN  0.211403        1.16845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6445                 NaN            NaN            NaN  0.210737        1.14472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6590                 NaN            NaN            NaN  0.202831        1.13813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6871                 NaN            NaN            NaN  0.201501        1.11142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7032                 NaN            NaN            NaN  0.196202        1.10064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7148                 NaN            NaN            NaN  0.187282        1.09791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7426                 NaN            NaN            NaN  0.189627        1.06776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7559                 NaN            NaN            NaN  0.186185        1.05796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7747                 NaN            NaN            NaN  0.183024        1.04223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7008                 NaN            NaN            NaN  0.200089        1.09912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9056                 NaN            NaN            NaN  0.162113       0.932251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8246                 NaN            NaN            NaN  0.172423        1.00294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8378                 NaN            NaN            NaN  0.169130       0.993049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8556                 NaN            NaN            NaN  0.165408       0.979039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8706                 NaN            NaN            NaN  0.162709       0.966715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8841                 NaN            NaN            NaN  0.159586       0.956264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8972                 NaN            NaN            NaN  0.155537       0.947233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9112                 NaN            NaN            NaN  0.152265       0.936536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9247                 NaN            NaN            NaN  0.149420       0.925862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9375                 NaN            NaN            NaN  0.148146       0.914384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9506                 NaN            NaN            NaN  0.143970       0.905397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9631                 NaN            NaN            NaN  0.142074       0.894815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9773                 NaN            NaN            NaN  0.141053       0.881646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9882                 NaN            NaN            NaN  0.137975       0.873799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9995                 NaN            NaN            NaN  0.135161       0.865356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0099                 NaN            NaN            NaN  0.130358       0.859717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0193                 NaN            NaN            NaN  0.126015       0.854699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0309                 NaN            NaN            NaN  0.125414       0.843718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0382                 NaN            NaN            NaN  0.120472       0.841315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0531                 NaN            NaN            NaN  0.120455       0.826433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0614                 NaN            NaN            NaN  0.118120       0.820527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0736                 NaN            NaN            NaN  0.114867       0.811484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0790                 NaN            NaN            NaN  0.114330       0.806683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0918                 NaN            NaN            NaN  0.111104       0.797067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0067                 NaN            NaN            NaN  0.508699E-001  0.426690       0.515698                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.5474                 NaN            NaN            NaN  0.832274E-001  0.986619       0.382708                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.3111                 NaN            NaN            NaN  0.271686E-005            NaN  0.688897                 NaN            NaN            NaN            NaN            NaN            NaN
