|6.6.6
Archiving\03_Data\Dfrac/QFM_m4/T13/T13_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Ni             Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1508.77        2500.00        98.8985                 NaN            NaN            NaN  0.340030E-003            NaN   1.10116                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9002                 NaN            NaN            NaN            NaN            NaN   1.09977                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9012                 NaN            NaN            NaN            NaN            NaN   1.09884                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9005                 NaN            NaN            NaN            NaN            NaN   1.09952                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.9012                 NaN            NaN            NaN            NaN            NaN   1.09878                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.9021                 NaN            NaN            NaN            NaN            NaN   1.09790                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8995                 NaN            NaN            NaN            NaN            NaN   1.10046                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8944                 NaN            NaN            NaN            NaN            NaN   1.10556                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.8892                 NaN            NaN            NaN            NaN            NaN   1.11080                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8801                 NaN            NaN            NaN            NaN            NaN   1.11990                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8718                 NaN            NaN            NaN            NaN            NaN   1.12816                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8569                 NaN            NaN            NaN            NaN            NaN   1.14307                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.8432                 NaN            NaN            NaN            NaN            NaN   1.15678                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.8170                 NaN            NaN            NaN            NaN            NaN   1.18296                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7914                 NaN            NaN            NaN            NaN            NaN   1.20859                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.7513                 NaN            NaN            NaN            NaN            NaN   1.24870                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6697                 NaN            NaN            NaN            NaN            NaN   1.33028                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3754                 NaN            NaN            NaN            NaN            NaN   1.22204       0.402544                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3099                 NaN            NaN            NaN            NaN            NaN  0.149752E-001   1.67514                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3281                 NaN            NaN            NaN            NaN            NaN  0.252010E-002   1.66935                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3410                 NaN            NaN            NaN            NaN            NaN  0.717712E-001   1.58728                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3571                 NaN            NaN            NaN            NaN            NaN  0.643664E-001   1.57855                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3736                 NaN            NaN            NaN            NaN            NaN  0.388559E-001   1.58754                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3887                 NaN            NaN            NaN            NaN            NaN  0.530824E-001   1.55820                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4027                 NaN            NaN            NaN            NaN            NaN  0.321046E-001   1.56515                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4160                 NaN            NaN            NaN            NaN            NaN  0.175215E-001   1.56644                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4287                 NaN            NaN            NaN            NaN            NaN  0.209876E-001   1.55032                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4358                 NaN            NaN            NaN            NaN            NaN  0.153971E-001   1.54876                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4476                 NaN            NaN            NaN            NaN            NaN  0.130440E-001   1.53936                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4599                 NaN            NaN            NaN            NaN            NaN   1.54013                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        96.6254                 NaN            NaN            NaN            NaN            NaN   1.04496        1.50811                 NaN  0.821508                 NaN            NaN            NaN
  1431.08        2500.00        95.6798                 NaN            NaN            NaN  0.257765                 NaN   1.32881        1.46039                 NaN   1.27319                 NaN            NaN            NaN
  1428.57        2500.00        95.6010                 NaN            NaN            NaN  0.766047                 NaN   2.27003                 NaN            NaN   1.36292                 NaN            NaN            NaN
  1426.07        2500.00        95.7240                 NaN            NaN            NaN  0.761157                 NaN   2.18985                 NaN            NaN   1.32500                 NaN            NaN            NaN
  1423.56        2500.00        95.8392                 NaN            NaN            NaN  0.783606                 NaN   2.08576                 NaN            NaN   1.29141                 NaN            NaN            NaN
  1421.05        2500.00        95.9175                 NaN            NaN            NaN  0.737452                 NaN   2.08120                 NaN            NaN   1.26385                 NaN            NaN            NaN
  1418.55        2500.00        95.9834                 NaN            NaN            NaN  0.650366                 NaN   2.13586                 NaN            NaN   1.23037                 NaN            NaN            NaN
  1416.04        2500.00        96.1674                 NaN            NaN            NaN  0.767552                 NaN   1.87785                 NaN            NaN   1.18722                 NaN            NaN            NaN
  1413.53        2500.00        96.2387                 NaN            NaN            NaN  0.769276                 NaN   1.82612                 NaN            NaN   1.16593                 NaN            NaN            NaN
  1411.03        2500.00        96.3220                 NaN            NaN            NaN  0.758637                 NaN   1.78185                 NaN            NaN   1.13757                 NaN            NaN            NaN
  1408.52        2500.00        96.3984                 NaN            NaN            NaN  0.747050                 NaN   1.74301                 NaN            NaN   1.11150                 NaN            NaN            NaN
  1406.02        2500.00        96.4722                 NaN            NaN            NaN  0.728498                 NaN   1.71283                 NaN            NaN   1.08646                 NaN            NaN            NaN
  1403.51        2500.00        96.5568                 NaN            NaN            NaN  0.737082                 NaN   1.64692                 NaN            NaN   1.05917                 NaN            NaN            NaN
  1401.00        2500.00        96.6238                 NaN            NaN            NaN  0.712780                 NaN   1.62807                 NaN            NaN   1.03539                 NaN            NaN            NaN
  1398.50        2500.00        96.7013                 NaN            NaN            NaN  0.735936                 NaN   1.54947                 NaN            NaN   1.01324                 NaN            NaN            NaN
  1395.99        2500.00        96.7600                 NaN            NaN            NaN  0.712723                 NaN   1.53653                 NaN            NaN  0.990764                 NaN            NaN            NaN
  1393.48        2500.00        96.8243                 NaN            NaN            NaN  0.707546                 NaN   1.49926                 NaN            NaN  0.968928                 NaN            NaN            NaN
  1390.98        2500.00        96.8906                 NaN            NaN            NaN  0.702214                 NaN   1.45975                 NaN            NaN  0.947419                 NaN            NaN            NaN
  1388.47        2500.00        96.9446                 NaN            NaN            NaN  0.692307                 NaN   1.43575                 NaN            NaN  0.927377                 NaN            NaN            NaN
  1385.96        2500.00        97.0028                 NaN            NaN            NaN  0.683512                 NaN   1.40637                 NaN            NaN  0.907339                 NaN            NaN            NaN
  1383.46        2500.00        97.0569                 NaN            NaN            NaN  0.674650                 NaN   1.38032                 NaN            NaN  0.888125                 NaN            NaN            NaN
  1380.95        2500.00        97.1134                 NaN            NaN            NaN  0.665039                 NaN   1.35302                 NaN            NaN  0.868585                 NaN            NaN            NaN
  1378.45        2500.00        97.1466                 NaN            NaN            NaN  0.657221                 NaN   1.34081                 NaN            NaN  0.855347                 NaN            NaN            NaN
  1375.94        2500.00        97.2207                 NaN            NaN            NaN  0.645778                 NaN   1.30395                 NaN            NaN  0.829610                 NaN            NaN            NaN
  1373.43        2500.00        97.2634                 NaN            NaN            NaN  0.638955                 NaN   1.28238                 NaN            NaN  0.815292                 NaN            NaN            NaN
  1370.93        2500.00        97.3016                 NaN            NaN            NaN  0.642395                 NaN   1.25368                 NaN            NaN  0.802352                 NaN            NaN            NaN
  1368.42        2500.00        97.3633                 NaN            NaN            NaN  0.614925                 NaN   1.24282                 NaN            NaN  0.778924                 NaN            NaN            NaN
  1365.91        2500.00        97.3993                 NaN            NaN            NaN  0.606668                 NaN   1.22828                 NaN            NaN  0.765708                 NaN            NaN            NaN
  1363.41        2500.00        97.4417                 NaN            NaN            NaN  0.596197                 NaN   1.21193                 NaN            NaN  0.750177                 NaN            NaN            NaN
  1360.90        2500.00        97.4820                 NaN            NaN            NaN  0.587381                 NaN   1.19486                 NaN            NaN  0.735739                 NaN            NaN            NaN
  1358.40        2500.00        97.5317                 NaN            NaN            NaN  0.582474                 NaN   1.16567                 NaN            NaN  0.720163                 NaN            NaN            NaN
  1355.89        2500.00        97.5705                 NaN            NaN            NaN  0.561883                 NaN   1.16481                 NaN            NaN  0.702808                 NaN            NaN            NaN
  1353.38        2500.00        97.6044                 NaN            NaN            NaN  0.552220                 NaN   1.15246                 NaN            NaN  0.690877                 NaN            NaN            NaN
  1350.88        2500.00        97.6463                 NaN            NaN            NaN  0.536925                 NaN   1.14069                 NaN            NaN  0.676043                 NaN            NaN            NaN
  1348.37        2500.00        97.6803                 NaN            NaN            NaN  0.528512                 NaN   1.12811                 NaN            NaN  0.663068                 NaN            NaN            NaN
  1345.86        2500.00        97.7162                 NaN            NaN            NaN  0.515314                 NaN   1.11875                 NaN            NaN  0.649764                 NaN            NaN            NaN
  1343.36        2500.00        97.7513                 NaN            NaN            NaN  0.503894                 NaN   1.10794                 NaN            NaN  0.636826                 NaN            NaN            NaN
  1340.85        2500.00        97.7853                 NaN            NaN            NaN  0.489515                 NaN   1.10112                 NaN            NaN  0.624106                 NaN            NaN            NaN
  1338.35        2500.00        97.8207                 NaN            NaN            NaN  0.479027                 NaN   1.08872                 NaN            NaN  0.611540                 NaN            NaN            NaN
  1335.84        2500.00        97.8535                 NaN            NaN            NaN  0.464643                 NaN   1.08263                 NaN            NaN  0.599266                 NaN            NaN            NaN
  1333.33        2500.00        97.8857                 NaN            NaN            NaN  0.454943                 NaN   1.07156                 NaN            NaN  0.587765                 NaN            NaN            NaN
  1330.83        2500.00        97.9191                 NaN            NaN            NaN  0.438959                 NaN   1.06624                 NaN            NaN  0.575675                 NaN            NaN            NaN
  1328.32        2500.00        97.9522                 NaN            NaN            NaN  0.427664                 NaN   1.05606                 NaN            NaN  0.564121                 NaN            NaN            NaN
  1325.81        2500.00        97.9813                 NaN            NaN            NaN  0.415379                 NaN   1.05001                 NaN            NaN  0.553318                 NaN            NaN            NaN
  1323.31        2500.00        98.0133                 NaN            NaN            NaN  0.400695                 NaN   1.04394                 NaN            NaN  0.542058                 NaN            NaN            NaN
  1320.80        2500.00        98.0472                 NaN            NaN            NaN  0.388755                 NaN   1.03259                 NaN            NaN  0.531478                 NaN            NaN            NaN
  1318.30        2500.00        98.0727                 NaN            NaN            NaN  0.372672                 NaN   1.03425                 NaN            NaN  0.520350                 NaN            NaN            NaN
  1315.79        2500.00        98.1010                 NaN            NaN            NaN  0.358424                 NaN   1.02964                 NaN            NaN  0.510918                 NaN            NaN            NaN
  1313.28        2500.00        98.1299                 NaN            NaN            NaN  0.343786                 NaN   1.02543                 NaN            NaN  0.500879                 NaN            NaN            NaN
  1310.78        2500.00        98.1567                 NaN            NaN            NaN  0.330936                 NaN   1.02086                 NaN            NaN  0.491481                 NaN            NaN            NaN
  1308.27        2500.00        98.1823                 NaN            NaN            NaN  0.316145                 NaN   1.01918                 NaN            NaN  0.482399                 NaN            NaN            NaN
  1305.76        2500.00        98.2106                 NaN            NaN            NaN  0.300309                 NaN   1.01622                 NaN            NaN  0.472851                 NaN            NaN            NaN
  1303.26        2500.00        98.2350                 NaN            NaN            NaN  0.284500                 NaN   1.01618                 NaN            NaN  0.464314                 NaN            NaN            NaN
  1300.75        2500.00        98.2616                 NaN            NaN            NaN  0.267094                 NaN   1.01592                 NaN            NaN  0.455397                 NaN            NaN            NaN
  1298.25        2500.00        98.2872                 NaN            NaN            NaN  0.253581                 NaN   1.01229                 NaN            NaN  0.446932                 NaN            NaN            NaN
  1295.74        2500.00        98.3089                 NaN            NaN            NaN  0.236143                 NaN   1.01560                 NaN            NaN  0.439402                 NaN            NaN            NaN
  1293.23        2500.00        98.3354                 NaN            NaN            NaN  0.220130                 NaN   1.01319                 NaN            NaN  0.431313                 NaN            NaN            NaN
  1290.73        2500.00        87.4696                 NaN            NaN            NaN  0.505902                 NaN   4.16127                 NaN            NaN   1.73836        6.12485                 NaN            NaN
  1288.22        2500.00        84.3452                 NaN            NaN            NaN  0.298495                 NaN   5.25150                 NaN            NaN   2.14715        7.62919       0.328509                 NaN
  1285.71        2500.00        85.0720                 NaN            NaN            NaN  0.671377E-001            NaN   5.26025                 NaN            NaN   2.04766        7.18280       0.370136                 NaN
  1283.21        2500.00        86.6003                 NaN            NaN            NaN            NaN            NaN   4.85702                 NaN            NaN   1.84804        6.37570       0.318974                 NaN
  1280.70        2500.00        87.9671                 NaN            NaN            NaN            NaN            NaN   4.40368                 NaN            NaN   1.67357        5.67878       0.276876                 NaN
  1278.20        2500.00        84.4652                 NaN            NaN            NaN  0.126456                 NaN   2.60286        2.54810                 NaN   2.20101        7.63385       0.422546                 NaN
  1275.69        2500.00        90.3091                 NaN            NaN            NaN  0.115535                 NaN   3.81697                 NaN            NaN   1.37382        4.19832       0.186213                 NaN
  1273.18        2500.00        92.0575                 NaN            NaN            NaN            NaN            NaN   2.98209                 NaN            NaN   1.08674        3.72919       0.144498                 NaN
  1270.68        2500.00        94.3834                 NaN            NaN            NaN            NaN            NaN  0.952602       0.577897E-001  0.815394       0.553073        3.03473       0.203028                 NaN
  1268.17        2500.00        91.4524                 NaN            NaN            NaN            NaN            NaN   3.49728                 NaN            NaN   1.44324        3.46732       0.139765                 NaN
  1265.66        2500.00        96.0751                 NaN            NaN            NaN            NaN            NaN  0.584346                 NaN            NaN  0.735885        2.52200       0.826663E-001            NaN
  1263.16        2500.00        92.0939                 NaN            NaN            NaN            NaN            NaN  0.426804        3.31987       0.570139E-001  0.914978        3.07395       0.113470                 NaN
  1260.65        2500.00        94.3286                 NaN            NaN            NaN            NaN            NaN   2.13451                 NaN            NaN  0.808359        2.59502       0.133496                 NaN
  1258.15        2500.00        94.1393                 NaN            NaN            NaN            NaN            NaN   1.77784       0.755634E-001            NaN  0.767879        3.09813       0.141234                 NaN
  1255.64        2500.00        96.6178                 NaN            NaN            NaN            NaN            NaN   1.44629                 NaN            NaN  0.449658        1.41024       0.760583E-001            NaN
  1253.13        2500.00        95.2929                 NaN            NaN            NaN            NaN            NaN   1.66199                 NaN            NaN  0.655411        2.28560       0.104057                 NaN
  1250.63        2500.00        95.9790                 NaN            NaN            NaN            NaN            NaN  0.658831       0.629163                 NaN  0.525122        2.08788       0.120038                 NaN
  1248.12        2500.00        96.0487                 NaN            NaN            NaN            NaN            NaN   1.35146                 NaN            NaN  0.653905        1.81445       0.131494                 NaN
  1245.61        2500.00        96.4787                 NaN            NaN            NaN            NaN            NaN   1.09596       0.205025                 NaN  0.351564        1.83750       0.312263E-001            NaN
  1243.11        2500.00        75.2873                 NaN            NaN            NaN            NaN            NaN  0.235057        4.85635                 NaN   2.46168        9.60282       0.245581        7.31126     
  1240.60        2500.00        77.1563                 NaN            NaN            NaN            NaN            NaN   4.53264                 NaN            NaN   2.20798        8.98228       0.249811        6.87096     
  1238.10        2500.00        80.3832                 NaN            NaN            NaN            NaN            NaN   3.79590                 NaN            NaN   1.83421        7.82748       0.232234        5.92699     
  1235.59        2500.00        80.1163                 NaN            NaN            NaN            NaN            NaN   3.22017       0.522054                 NaN   1.89649        7.88866       0.212882        6.14348     
  1233.08        2500.00        73.0697                 NaN            NaN            NaN            NaN            NaN   3.05462        1.66255                 NaN   2.41404        11.2975       0.296550        8.20506     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5798                 NaN            NaN   8.45939        43.2629        1.08174        31.6161     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5753                 NaN            NaN   8.47651        43.2613        1.07571        31.6112     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6038       0.787895E-004            NaN   8.51611        43.1996        1.06418        31.6162     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5819                 NaN            NaN   8.48912        43.2444        1.07256        31.6121     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6749        4.90598                 NaN   8.49119        43.2436        1.07246        31.6119     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5888                 NaN            NaN   8.50355        43.2255        1.06903        31.6131     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9221       0.687495                 NaN   8.53376        43.1800        1.06027        31.6165     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5951                 NaN            NaN   8.51497        43.2098        1.06610        31.6140     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5948                 NaN            NaN   8.51615        43.2092        1.06597        31.6138     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6211                 NaN            NaN   8.55333        43.1524        1.05508        31.6181     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6121                 NaN            NaN   8.54167        43.1711        1.05869        31.6165     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.70498        5.92755                 NaN   8.57421        43.1221        1.05107        31.6201     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.41679        6.21931                 NaN   8.58030        43.1131        1.04982        31.6207     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.16198        6.47706                 NaN   8.58556        43.1055        1.04873        31.6212     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.93242        6.70923                 NaN   8.59019        43.0988        1.04777        31.6216     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.72498        6.91899                 NaN   8.59426        43.0928        1.04692        31.6220     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.53685        7.10226                 NaN   8.60454        43.0923        1.04413        31.6199     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.36313        7.27732                 NaN   8.60826        43.0879        1.04332        31.6200     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6162                 NaN            NaN   8.57337        43.1394        1.05475        31.6163     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.77474        10.8734                 NaN   8.59911        43.0884        1.04255        31.6219     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.78102        10.8700                 NaN   8.60368        43.0818        1.04122        31.6223     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.78983        10.8642                 NaN   8.60824        43.0752        1.03987        31.6227     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.80132        10.8557                 NaN   8.61280        43.0686        1.03851        31.6232     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6476                 NaN            NaN   8.60391        43.0843        1.04259        31.6217     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.83290        10.8302                 NaN   8.62190        43.0552        1.03576        31.6241     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.41430        10.2521                 NaN   8.62394        43.0506        1.03449        31.6246     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.83517        10.8348                 NaN   8.63152        43.0401        1.03300        31.6254     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6655                 NaN            NaN   8.63034        43.0458        1.03421        31.6241     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.93038        10.7453                 NaN   8.63994        43.0283        1.03012        31.6259     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21603        8.43390                 NaN   8.63178        43.0593        1.03782        31.6211     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6794                 NaN            NaN   8.64748        43.0185        1.02833        31.6263     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.03697        10.6483                 NaN   8.65323        43.0082        1.02583        31.6274     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.07918        10.6094                 NaN   8.65760        43.0016        1.02439        31.6279     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.12470        10.5671                 NaN   8.66193        42.9949        1.02296        31.6284     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.17388        10.5212                 NaN   8.66621        42.9884        1.02153        31.6289     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.30888        10.3934                 NaN   8.67414        42.9753        1.01834        31.6300     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.30625        10.3956                 NaN   8.67491        42.9748        1.01850        31.6300     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.04775        8.70253                 NaN   8.73429        42.8809       0.997008        31.6375     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.87915        10.8340                 NaN   8.68799        42.9535        1.01374        31.6317     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.07417        8.67598                 NaN   8.73646        42.8791       0.996830        31.6374     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.84486        10.8910                 NaN   8.71397        42.9110        1.00393        31.6352     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.90022        8.85817                 NaN   8.74344        42.8658       0.993546        31.6388     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.82691        8.93314                 NaN   8.74517        42.8629       0.992860        31.6391     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.74710        9.01471                 NaN   8.74696        42.8598       0.992141        31.6393     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.75333        7.01034                 NaN   8.74881        42.8565       0.991384        31.6396     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.68425        7.08141                 NaN   8.75076        42.8530       0.990582        31.6400     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.5772        4.25072                 NaN   8.79842        42.7551       0.968561        31.6500     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2918        4.54223                 NaN   8.80438        42.7445       0.966151        31.6510     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0444        4.79489                 NaN   8.80950        42.7353       0.964072        31.6518     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8279        5.01598                 NaN   8.81394        42.7273       0.962258        31.6526     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6372        5.21078                 NaN   8.81782        42.7203       0.960663        31.6532     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.36339        7.49977                 NaN   8.83190        42.6944       0.955000        31.6555     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3173        5.53743                 NaN   8.82430        42.7086       0.957983        31.6543     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.21213        7.65031                 NaN   8.83213        42.6948       0.955273        31.6554     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.15438        7.70914                 NaN   8.83308        42.6930       0.954856        31.6556     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.12774        7.73659                 NaN   8.83382        42.6916       0.954533        31.6557     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.10027        7.76483                 NaN   8.83451        42.6903       0.954227        31.6558     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.07356        7.79227                 NaN   8.83516        42.6891       0.953940        31.6559     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.04751        7.81901                 NaN   8.83578        42.6880       0.953669        31.6560     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.02134        7.84583                 NaN   8.83635        42.6869       0.953412        31.6561     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.99527        7.87251                 NaN   8.83690        42.6859       0.953169        31.6562     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.97013        7.89824                 NaN   8.83741        42.6849       0.952940        31.6563     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.94268        7.92623                 NaN   8.83789        42.6840       0.952723        31.6564     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.91624        7.95319                 NaN   8.83835        42.6832       0.952519        31.6565     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.88964        7.98028                 NaN   8.83878        42.6824       0.952326        31.6566     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.86289        8.00749                 NaN   8.83918        42.6816       0.952145        31.6567     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.83600        8.03481                 NaN   8.83955        42.6809       0.951975        31.6567     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80897        8.06225                 NaN   8.83991        42.6803       0.951815        31.6568     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.78192        8.08967                 NaN   8.84023        42.6797       0.951666        31.6569     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75492        8.11702                 NaN   8.84054        42.6791       0.951527        31.6569     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.77384        8.09997                 NaN   8.84169        42.6764       0.950831        31.6572     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.63174        7.24954                 NaN   8.84939        42.6632       0.947619        31.6586     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.35002        6.54056                 NaN   8.85629        42.6480       0.944711        31.6604     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0879        3.84724                 NaN   8.89475        42.5764       0.925698        31.6680     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.54573        7.34222                 NaN   8.85407        42.6533       0.945002        31.6597     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.47400        7.41471                 NaN   8.85475        42.6520       0.944695        31.6598     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6947        4.25537                 NaN   8.90788        42.5519       0.919660        31.6704     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2332        4.70825                 NaN   8.90424        42.5625       0.922922        31.6688     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.57451        7.32153                 NaN   8.86160        42.6396       0.941768        31.6610     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.07615        7.81171                 NaN   8.85515        42.6525       0.944962        31.6596     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.00359        7.88487                 NaN   8.85571        42.6515       0.944711        31.6597     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.96844        6.91796                 NaN   8.84867        42.6573       0.946864        31.6608     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.22637        6.65949                 NaN   8.84779        42.6582       0.947238        31.6609     
