|6.6.6
Archiving\03_Data\eq/QFM_m4.75/YM20/YM20_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.6904       0.217422       0.780233E-001  0.141234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.6773       0.217463       0.911464E-001  0.141255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.6641       0.217505       0.104274       0.141276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.6509       0.217547       0.117407       0.141297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.6377       0.217588       0.130545       0.141319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.6245       0.217630       0.143688       0.141340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.6114       0.217672       0.156835       0.141361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5982       0.217713       0.169987       0.141383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5850       0.217755       0.183145       0.141404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5721       0.217796       0.196006       0.141425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5591       0.217837       0.208872       0.141446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5462       0.217878       0.221743       0.141467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5333       0.217919       0.234618       0.141488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5204       0.217960       0.247499       0.141509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5075       0.218001       0.260384       0.141530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.4945       0.218042       0.273273       0.141551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.4816       0.218083       0.286168       0.141572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.4690       0.218124       0.298762       0.141592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.4563       0.218164       0.311362       0.141613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.4437       0.218205       0.323965       0.141634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.4310       0.218245       0.336574       0.141654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.4184       0.218286       0.349186       0.141675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.4057       0.218326       0.361804       0.141696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3930       0.218367       0.374426       0.141716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3804       0.218407       0.387052       0.141737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3679       0.218447       0.399455       0.141757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3555       0.218487       0.411863       0.141778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3430       0.218527       0.424274       0.141798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3306       0.218567       0.436691       0.141819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3182       0.218607       0.449001       0.141839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3059       0.218647       0.461316       0.141859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2936       0.218686       0.473573       0.141879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        97.8056       0.333371E-001  0.514760       0.137614E-001   1.15417       0.478397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        96.9035                 NaN  0.518921       0.134389E-001   1.99941       0.564689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        96.2242                 NaN  0.516348       0.131729E-001   2.68137       0.564959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        95.5531                 NaN  0.513020       0.129048E-001   3.35577       0.565222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        94.8814                 NaN  0.509689       0.126365E-001   4.03076       0.565484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        94.2237                 NaN  0.505298       0.123656E-001   4.69285       0.565736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        93.5655                 NaN  0.500902       0.120945E-001   5.35549       0.565987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        92.9155                 NaN  0.495787       0.118222E-001   6.01063       0.566231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        92.2714                 NaN  0.490146       0.115494E-001   6.65960       0.566471       0.859803E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        91.6361                 NaN  0.481048       0.112682E-001   7.29148       0.566701       0.133562E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        91.0004                 NaN  0.471942       0.109867E-001   7.92384       0.566930       0.258630E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        90.3643                 NaN  0.462829       0.107051E-001   8.55667       0.567158       0.383800E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        89.7276                 NaN  0.453709       0.104232E-001   9.18997       0.567385       0.509073E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        89.0905                 NaN  0.444582       0.101412E-001   9.82373       0.567611       0.634447E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        88.4529                 NaN  0.435447       0.985897E-002   10.4580       0.567836       0.759922E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        87.8149                 NaN  0.426306       0.957655E-002   11.0926       0.568060       0.885497E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        87.1764                 NaN  0.417157       0.929394E-002   11.7278       0.568284       0.101117                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        86.5652                 NaN  0.403349       0.899500E-002   12.3406       0.568477       0.113351                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        85.9537                 NaN  0.389533       0.869590E-002   12.9538       0.568669       0.125592                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        85.3418                 NaN  0.375707       0.839663E-002   13.5674       0.568860       0.137843                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        84.7296                 NaN  0.361874       0.809719E-002   14.1813       0.569050       0.150101                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        84.1170                 NaN  0.348032       0.779760E-002   14.7956       0.569239       0.162367                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        83.5041                 NaN  0.334181       0.749784E-002   15.4102       0.569427       0.174642                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        82.8908                 NaN  0.320322       0.719792E-002   16.0252       0.569614       0.186924                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        82.2771                 NaN  0.306455       0.689784E-002   16.6405       0.569800       0.199214                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        81.6773                 NaN  0.287487       0.657641E-002   17.2478       0.569959       0.210867                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        81.0772                 NaN  0.268510       0.625485E-002   17.8554       0.570116       0.222526                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        80.4768                 NaN  0.249523       0.593315E-002   18.4633       0.570272       0.234191                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        79.8762                 NaN  0.230528       0.561132E-002   19.0714       0.570427       0.245863                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        79.2752                 NaN  0.211524       0.528936E-002   19.6798       0.570581       0.257540                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        78.6740                 NaN  0.192512       0.496727E-002   20.2885       0.570734       0.269224                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        78.0726                 NaN  0.173490       0.464505E-002   20.8975       0.570886       0.280913                 NaN            NaN            NaN            NaN            NaN            NaN
