|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ne             lc             ilm           
  1280.51        2500.00        91.7819                 NaN  0.300839        1.26202                 NaN   1.00555        5.19849       0.451162                 NaN            NaN            NaN            NaN
  1279.06        2500.00        89.1006                 NaN  0.597921        1.53208                 NaN   1.41469        6.87453       0.480128                 NaN            NaN            NaN            NaN
  1277.62        2500.00        96.0099                 NaN  0.125353       0.626186                 NaN  0.413468        2.51230       0.312797                 NaN            NaN            NaN            NaN
  1276.17        2500.00        94.0433                 NaN            NaN   1.06862                 NaN  0.660166        3.82613       0.401823                 NaN            NaN            NaN            NaN
  1274.72        2500.00        90.8662                 NaN  0.179124        1.60147                 NaN   1.05409        5.77063       0.528460                 NaN            NaN            NaN            NaN
  1273.28        2500.00        97.5881                 NaN  0.525713E-001  0.303128                 NaN  0.269044        1.59342       0.193725                 NaN            NaN            NaN            NaN
  1271.83        2500.00        93.5391                 NaN  0.325470       0.948894                 NaN  0.793429        4.04023       0.352900                 NaN            NaN            NaN            NaN
  1270.39        2500.00        93.7219                 NaN  0.111989        1.14704                 NaN  0.694820        3.96705       0.357230                 NaN            NaN            NaN            NaN
  1268.94        2500.00        97.2441                 NaN  0.175614       0.310149                 NaN  0.335687        1.76433       0.170153                 NaN            NaN            NaN            NaN
  1267.49        2500.00        79.2251                 NaN  0.724994        3.40065                 NaN   2.31640        13.2166        1.11625                 NaN            NaN            NaN            NaN
  1266.05        2500.00        99.9759                 NaN            NaN  0.188710E-002            NaN            NaN            NaN  0.221977E-001            NaN            NaN            NaN            NaN
  1264.60        2500.00        99.8405                 NaN  0.598442E-001  0.121292E-001            NaN  0.408210E-001  0.416222E-001  0.503937E-002            NaN            NaN            NaN            NaN
  1263.16        2500.00        99.8358                 NaN            NaN  0.215232E-001            NaN            NaN  0.142724                 NaN            NaN            NaN            NaN            NaN
  1261.71        2500.00        98.7927                 NaN  0.367886E-001  0.195629                 NaN  0.138959       0.743332       0.926062E-001            NaN            NaN            NaN            NaN
  1260.26        2500.00        95.8844                 NaN            NaN  0.802042                 NaN  0.404740        2.61485       0.293976                 NaN            NaN            NaN            NaN
  1258.82        2500.00        91.5080                 NaN  0.198199        1.54593                 NaN  0.848125        5.04905       0.462595                 NaN  0.388059                 NaN            NaN
  1257.37        2500.00        98.5204                 NaN            NaN  0.287346                 NaN  0.123756       0.776119       0.899253E-001            NaN  0.202473                 NaN            NaN
  1255.93        2500.00        92.7376                 NaN  0.156971        1.27667                 NaN  0.598389        3.82358       0.295962                 NaN   1.11085                 NaN            NaN
  1254.48        2500.00        81.2719                 NaN            NaN   4.20806                 NaN  0.498533        10.3841       0.639167       0.419648        2.57860                 NaN            NaN
  1253.04        2500.00        21.4580                 NaN   2.10392        11.5996                 NaN   6.18644        40.8353        2.45665                 NaN   12.5429        2.81720                 NaN
  1251.59        2500.00                 NaN            NaN   2.85317        13.9823                 NaN   7.87948        50.2475        2.96826                 NaN   15.4876        6.58163                 NaN
  1250.14        2500.00                 NaN            NaN            NaN   19.7834                 NaN   3.08974        53.2110        2.53773        2.44155        14.0673        4.86929                 NaN
  1248.70        2500.00                 NaN            NaN            NaN   19.7946                 NaN   3.09100        53.2482        2.53512        2.44794        14.0793        4.80380                 NaN
  1247.25        2500.00                 NaN            NaN            NaN   19.8060                 NaN   3.09223        53.2857        2.53248        2.45431        14.0913        4.73790                 NaN
  1245.81        2500.00                 NaN            NaN   2.59923        14.4150                 NaN   7.74753        50.5583        3.08241                 NaN   15.4694        6.12809                 NaN
  1244.36        2500.00                 NaN            NaN            NaN   19.8323                 NaN   3.09093        53.3640        2.52369        2.47146        14.1143        4.60340                 NaN
  1242.91        2500.00                 NaN            NaN            NaN   19.8459                 NaN   3.09005        53.4035        2.51907        2.48028        14.1258        4.53541                 NaN
  1241.47        2500.00                 NaN            NaN            NaN   19.8878                 NaN   2.99127        53.5524        2.49731        2.53782        14.1031        4.43026                 NaN
  1240.02        2500.00                 NaN            NaN   2.66987        14.1390                 NaN   7.77894        51.0188        3.15395                 NaN   15.4387        5.80072                 NaN
  1238.58        2500.00                 NaN            NaN   2.95525        13.6563                 NaN   7.83828        50.7252        2.98447                 NaN   15.4513        6.32910       0.600592E-001
  1237.13        2500.00                 NaN            NaN            NaN   19.9277                 NaN   3.03158        53.6290        2.49134        2.53922        14.1492        4.23187                 NaN
  1235.68        2500.00                 NaN            NaN            NaN   19.9397                 NaN   3.03600        53.6657        2.48832        2.54498        14.1626        4.16267                 NaN
  1234.24        2500.00                 NaN            NaN  0.844839E-006   19.9564                 NaN   3.04452        53.6949        2.48439        2.54880        14.1769        4.09403                 NaN
  1232.79        2500.00                 NaN            NaN  0.819968E-006   20.0122                 NaN   3.00046        53.7423        2.46366        2.58047        14.1843        4.01657                 NaN
  1231.35        2500.00                 NaN            NaN  0.935182E-006   20.0108                 NaN   2.99597        53.8045        2.46109        2.59382        14.1930        3.94078                 NaN
  1229.90        2500.00                 NaN            NaN  0.851810E-006   19.9265                 NaN   2.98523        53.9255        2.48237        2.59860        14.2096        3.87228                 NaN
  1228.45        2500.00                 NaN            NaN   3.02304        13.6291                 NaN   7.86777        50.9066        2.89348                 NaN   15.6038        5.97061       0.105535     
  1227.01        2500.00                 NaN            NaN   3.03578        13.6238                 NaN   7.87322        50.9295        2.87636                 NaN   15.6275        5.91963       0.114091     
  1225.56        2500.00                 NaN            NaN   3.05235        13.6170                 NaN   7.88021        50.9478        2.85407                 NaN   15.6532        5.87019       0.125231     
  1224.12        2500.00                 NaN            NaN   3.06916        13.6100                 NaN   7.88729        50.9660        2.83146                 NaN   15.6790        5.82052       0.136530     
  1222.67        2500.00                 NaN            NaN   3.08621        13.6029                 NaN   7.89447        50.9842        2.80852                 NaN   15.7051        5.77061       0.147991     
  1221.22        2500.00                 NaN            NaN   3.10351        13.5957                 NaN   7.90175        51.0023        2.78525                 NaN   15.7315        5.72047       0.159618     
  1219.78        2500.00                 NaN            NaN   3.12104        13.5884                 NaN   7.90912        51.0203        2.76167                 NaN   15.7580        5.67009       0.171402     
  1218.33        2500.00                 NaN            NaN   3.19322        13.5572                 NaN   7.93848        50.9690        2.66431                 NaN   15.8110        5.64673       0.220029     
  1216.89        2500.00                 NaN            NaN   3.19328        13.5575                 NaN   7.93883        51.0097        2.66432                 NaN   15.8294        5.58693       0.220035     
  1215.44        2500.00                 NaN            NaN   3.19334        13.5579                 NaN   7.93918        51.0507        2.66433                 NaN   15.8479        5.52671       0.220041     
  1214.00        2500.00                 NaN            NaN   3.19339        13.5582                 NaN   7.93953        51.0920        2.66434                 NaN   15.8665        5.46608       0.220046     
  1212.55        2500.00                 NaN            NaN   3.19345        13.5585                 NaN   7.93988        51.1336        2.66436                 NaN   15.8852        5.40501       0.220052     
  1211.10        2500.00                 NaN            NaN   3.19351        13.5588                 NaN   7.94023        51.1754        2.66437                 NaN   15.9041        5.34352       0.220058     
  1209.66        2500.00                 NaN            NaN   3.19356        13.5591                 NaN   7.94058        51.2176        2.66438                 NaN   15.9231        5.28160       0.220064     
  1208.21        2500.00                 NaN            NaN            NaN   20.2932                 NaN   2.98520        54.4733        2.38055        2.73693        14.4089        2.72197                 NaN
  1206.77        2500.00                 NaN            NaN            NaN   20.1822                 NaN   2.94693        54.6456        2.37980        2.76922        14.4260        2.64171       0.853513E-002
  1205.32        2500.00                 NaN            NaN            NaN   20.3334                 NaN   2.98067        54.5635        2.36902        2.75724        14.4372        2.55897                 NaN
  1203.87        2500.00                 NaN            NaN   3.32487        13.5033                 NaN   7.99472        51.2200        2.48751                 NaN   16.0628        5.09838       0.308449     
  1202.43        2500.00                 NaN            NaN            NaN   20.3445                 NaN   2.85362        54.7442        2.16861        2.91384        14.4773        2.40031       0.976742E-001
  1200.98        2500.00                 NaN            NaN            NaN   20.4576                 NaN   2.77542        54.7797        2.06935        2.97520        14.4882        2.31039       0.144120     
  1199.54        2500.00                 NaN            NaN   3.47432        13.4392                 NaN   8.05586        51.1599        2.28608                 NaN   16.1934        4.98213       0.409098     
  1198.09        2500.00                 NaN            NaN   3.93537        13.0821                 NaN   8.37747        50.6311        1.52348                 NaN   16.4395        5.15983       0.851218     
  1196.64        2500.00                 NaN            NaN   3.93545        13.0824                 NaN   8.37784        50.6753        1.52348                 NaN   16.4594        5.09489       0.851240     
  1195.20        2500.00                 NaN            NaN   3.93552        13.0827                 NaN   8.37822        50.7197        1.52349                 NaN   16.4796        5.02954       0.851262     
  1193.75        2500.00                 NaN            NaN   3.93559        13.0830                 NaN   8.37859        50.7644        1.52350                 NaN   16.4998        4.96378       0.851284     
  1192.31        2500.00                 NaN            NaN   3.93567        13.0833                 NaN   8.37897        50.8094        1.52351                 NaN   16.5202        4.89759       0.851306     
  1190.86        2500.00                 NaN            NaN   3.93574        13.0836                 NaN   8.37935        50.8547        1.52352                 NaN   16.5407        4.83098       0.851329     
  1189.41        2500.00                 NaN            NaN   3.93582        13.0839                 NaN   8.37972        50.9003        1.52353                 NaN   16.5614        4.76395       0.851351     
  1187.97        2500.00                 NaN            NaN            NaN   21.2752                 NaN   2.21956        55.1469        1.40322        3.40115        14.6043        1.49044       0.459225     
  1186.52        2500.00                 NaN            NaN            NaN   21.7687                 NaN   1.94044        55.1348        1.09958        3.59836        14.5572        1.32609       0.574751     
  1185.08        2500.00                 NaN            NaN            NaN   21.8942                 NaN   1.85094        55.1795       0.992984        3.67011        14.5657        1.22464       0.621933     
  1183.63        2500.00                 NaN            NaN            NaN   22.0207                 NaN   1.76131        55.2249       0.886335        3.74208        14.5746        1.12106       0.668934     
  1182.19        2500.00                 NaN            NaN            NaN   22.1481                 NaN   1.67159        55.2697       0.779664        3.81425        14.5833        1.01761       0.715735     
  1180.74        2500.00                 NaN            NaN            NaN   22.2765                 NaN   1.58177        55.3144       0.672962        3.88665        14.5920       0.913309       0.762335     
  1179.29        2500.00                 NaN            NaN            NaN   22.4059                 NaN   1.49183        55.3591       0.566213        3.95928        14.6008       0.808140       0.808737     
  1177.85        2500.00                 NaN            NaN            NaN   22.5363                 NaN   1.40181        55.4038       0.459465        4.03211        14.6095       0.702106       0.854916     
  1176.40        2500.00                 NaN            NaN            NaN   22.6677                 NaN   1.31160        55.4484       0.352581        4.10525        14.6184       0.595177       0.900923     
  1174.96        2500.00                 NaN            NaN            NaN   22.8003                 NaN   1.22116        55.4930       0.245546        4.17871        14.6272       0.487338       0.946758     
  1173.51        2500.00                 NaN            NaN            NaN   22.9339                 NaN   1.13067        55.5375       0.138537        4.25238        14.6361       0.378614       0.992346     
  1172.06        2500.00                 NaN            NaN   3.39058        13.8069                 NaN   8.61157        52.1233        2.40912                 NaN   16.5395        2.77753       0.341458     
  1170.62        2500.00                 NaN            NaN   3.54234        13.7448                 NaN   8.67622        51.9772        2.22083                 NaN   16.6283        2.77983       0.430486     
  1169.17        2500.00                 NaN            NaN   3.57346        13.7299                 NaN   8.69923        51.9921        2.18234                 NaN   16.6606        2.71105       0.451318     
  1167.73        2500.00                 NaN            NaN   3.60409        13.7155                 NaN   8.72204        52.0077        2.14448                 NaN   16.6929        2.64155       0.471777     
  1166.28        2500.00                 NaN            NaN   3.63423        13.7017                 NaN   8.74466        52.0240        2.10726                 NaN   16.7250        2.57132       0.491858     
  1164.83        2500.00                 NaN            NaN   3.66389        13.6883                 NaN   8.76709        52.0409        2.07065                 NaN   16.7572        2.50036       0.511577     
  1163.39        2500.00                 NaN            NaN   3.69311        13.6755                 NaN   8.78935        52.0585        2.03462                 NaN   16.7893        2.42869       0.530947     
  1161.94        2500.00                 NaN            NaN   4.18740        13.0543                 NaN   8.42502        51.4924        1.15112                 NaN   17.0984        3.53360        1.05783     
  1160.50        2500.00                 NaN            NaN   4.18749        13.0546                 NaN   8.42542        51.5447        1.15113                 NaN   17.1222        3.45655        1.05786     
  1159.05        2500.00                 NaN            NaN   4.18758        13.0550                 NaN   8.42582        51.5974        1.15114                 NaN   17.1463        3.37894        1.05789     
  1157.60        2500.00                 NaN            NaN   4.18767        13.0553                 NaN   8.42623        51.6504        1.15115                 NaN   17.1705        3.30076        1.05792     
  1156.16        2500.00                 NaN            NaN   3.83274        13.6181                 NaN   8.89820        52.1563        1.86287                 NaN   16.9495        2.05948       0.622758     
  1154.71        2500.00                 NaN            NaN   3.86895        13.5959                 NaN   8.92482        52.1716        1.82022                 NaN   16.9851        1.98800       0.645429     
  1153.27        2500.00                 NaN            NaN   3.89358        13.5889                 NaN   8.94499        52.1944        1.78953                 NaN   17.0164        1.91048       0.661677     
  1151.82        2500.00                 NaN            NaN   4.03473        13.3747                 NaN   9.01313        52.1992        1.65334                 NaN   17.0947        1.88571       0.744546     
  1150.38        2500.00                 NaN            NaN   4.04391        13.3753                 NaN   9.02668        52.2465        1.64366                 NaN   17.1162        1.79648       0.751264     
  1148.93        2500.00                 NaN            NaN   4.07826        13.3601                 NaN   9.04829        52.2594        1.60313                 NaN   17.1574        1.72230       0.771166     
  1147.48        2500.00                 NaN            NaN   4.10408        13.3501                 NaN   9.06977        52.2842        1.57391                 NaN   17.1862        1.64568       0.786079     
  1146.04        2500.00                 NaN            NaN   4.12129        13.3473                 NaN   9.08888        52.3117        1.55033                 NaN   17.2176        1.56464       0.798240     
  1144.59        2500.00                 NaN            NaN   4.56164        13.1688                 NaN   9.24934        51.7882        1.03443                 NaN   17.4350        1.73905        1.02351     
  1143.15        2500.00                 NaN            NaN   4.58502        13.1602                 NaN   9.26868        51.8155        1.00662                 NaN   17.4685        1.65792        1.03754     
  1141.70        2500.00                 NaN            NaN   4.60738        13.1488                 NaN   9.28783        51.8490       0.983719                 NaN   17.4990        1.57581        1.04838     
  1140.25        2500.00                 NaN            NaN   4.63248        13.1384                 NaN   9.30958        51.8748       0.956828                 NaN   17.5316        1.49496        1.06136     
  1138.81        2500.00                 NaN            NaN   4.65481        13.1344                 NaN   9.32556        51.9052       0.930708                 NaN   17.5633        1.41165        1.07432     
  1137.36        2500.00                 NaN            NaN   4.68396        13.1296                 NaN   9.35182        51.9124       0.894423                 NaN   17.5987        1.33724        1.09177     
  1135.92        2500.00                 NaN            NaN   4.70247        13.1165                 NaN   9.36746        51.9615       0.877529                 NaN   17.6298        1.24452        1.10024     
  1134.47        2500.00                 NaN            NaN   4.73904        13.1030                 NaN   9.39130        51.9728       0.836087                 NaN   17.6690        1.16944        1.11939     
  1133.02        2500.00                 NaN            NaN   4.74772        13.1023                 NaN   9.40752        52.0201       0.826897                 NaN   17.6957        1.07516        1.12465     
  1131.58        2500.00                 NaN            NaN   4.78326        13.0893                 NaN   9.43057        52.0330       0.786605                 NaN   17.7345       0.999591        1.14319     
  1130.13        2500.00                 NaN            NaN   4.80829        13.0829                 NaN   9.45140        52.0599       0.758838                 NaN   17.7686       0.914036        1.15606     
  1128.69        2500.00                 NaN            NaN   4.82712        13.0744                 NaN   9.46985        52.0995       0.738852                 NaN   17.8015       0.822553        1.16621     
  1127.24        2500.00                 NaN            NaN            NaN   23.4496                 NaN   1.06641        55.4970        4.43231                 NaN   14.4389                 NaN   1.11573     
  1125.79        2500.00                 NaN            NaN            NaN   23.5735                 NaN   1.11218        55.3713        4.41895                 NaN   14.4188                 NaN   1.10530     
  1124.35        2500.00                 NaN            NaN            NaN   23.5766                 NaN   1.12230        55.3607        4.42129                 NaN   14.4140                 NaN   1.10518     
  1122.90        2500.00                 NaN            NaN            NaN   23.5930                 NaN   1.12679        55.3468        4.42380                 NaN   14.4034                 NaN   1.10615     
  1121.46        2500.00                 NaN            NaN            NaN   23.6027                 NaN   1.13413        55.3345        4.42617                 NaN   14.3958                 NaN   1.10663     
  1120.01        2500.00                 NaN            NaN   5.15863        12.9566                 NaN   9.64689        52.0271       0.370840                 NaN   18.0932       0.422698        1.32401     
  1118.57        2500.00                 NaN            NaN            NaN   23.6188                 NaN   1.09242        55.3600        4.43963                 NaN   14.3701                 NaN   1.11906     
  1117.12        2500.00                 NaN            NaN            NaN   23.6391                 NaN   1.10325        55.3367        4.44029                 NaN   14.3620                 NaN   1.11865     
  1115.67        2500.00                 NaN            NaN            NaN   23.6497                 NaN   1.14947        55.3002        4.43959                 NaN   14.3479                 NaN   1.11315     
  1114.23        2500.00                 NaN            NaN            NaN   23.6955                 NaN   1.15518        55.2607        4.43906                 NaN   14.3383                 NaN   1.11123     
  1112.78        2500.00                 NaN            NaN            NaN   23.6889                 NaN   1.11398        55.2998        4.44941                 NaN   14.3263                 NaN   1.12168     
  1111.34        2500.00                 NaN            NaN            NaN   23.6714                 NaN   1.16804        55.2707        4.44619                 NaN   14.3264                 NaN   1.11722     
  1109.89        2500.00                 NaN            NaN            NaN   23.7576                 NaN   1.15913        55.2146        4.44584                 NaN   14.3083                 NaN   1.11450     
  1108.44        2500.00                 NaN            NaN            NaN   23.7802                 NaN   1.17153        55.1952        4.44746                 NaN   14.2886                 NaN   1.11710     
  1107.00        2500.00                 NaN            NaN            NaN   23.7382                 NaN   1.19828        55.1975        4.44791                 NaN   14.3024                 NaN   1.11565     
  1105.55        2500.00                 NaN            NaN            NaN   23.7625                 NaN   1.20321        55.1823        4.45166                 NaN   14.2840                 NaN   1.11633     
  1104.11        2500.00                 NaN            NaN            NaN   23.7571                 NaN   1.20307        55.1893        4.45687                 NaN   14.2743                 NaN   1.11932     
  1102.66        2500.00                 NaN            NaN            NaN   23.7329                 NaN   1.18890        55.2204        4.46629                 NaN   14.2680                 NaN   1.12353     
  1101.21        2500.00                 NaN            NaN            NaN   23.7308                 NaN   1.18544        55.2279        4.47329                 NaN   14.2576                 NaN   1.12492     
  1099.77        2500.00                 NaN            NaN            NaN   23.7327                 NaN   1.17945        55.2344        4.48063                 NaN   14.2466                 NaN   1.12625     
  1098.32        2500.00                 NaN            NaN            NaN   23.7667                 NaN   1.17858        55.2147        4.48532                 NaN   14.2290                 NaN   1.12580     
  1096.88        2500.00                 NaN            NaN            NaN   23.8025                 NaN   1.17950        55.1886        4.48765                 NaN   14.2157                 NaN   1.12604     
  1095.43        2500.00                 NaN            NaN   4.97527        12.7711       0.254039E-001   8.70474        53.1456       0.217022                 NaN   18.6895                 NaN   1.47140     
  1093.98        2500.00                 NaN            NaN            NaN   23.9162                 NaN   1.24613        55.0521        4.47130                 NaN   14.1940                 NaN   1.12018     
  1092.54        2500.00                 NaN            NaN            NaN   23.7728                 NaN   1.45585        54.9224        4.37891                 NaN   14.3214                 NaN   1.14867     
  1091.09        2500.00                 NaN            NaN            NaN   23.9663                 NaN   1.24594        55.0193        4.48131                 NaN   14.1720                 NaN   1.11512     
  1089.65        2500.00                 NaN            NaN            NaN   23.9784                 NaN   1.24881        55.0104        4.48468                 NaN   14.1613                 NaN   1.11640     
  1088.20        2500.00                 NaN            NaN            NaN   23.8721                 NaN   1.24099        55.0983        4.49679                 NaN   14.1648                 NaN   1.12694     
  1086.75        2500.00                 NaN            NaN            NaN   23.9496                 NaN   1.27805        55.0174        4.49434                 NaN   14.1440                 NaN   1.11653     
  1085.31        2500.00                 NaN            NaN            NaN   24.0335                 NaN   1.28649        54.9516        4.49190                 NaN   14.1225                 NaN   1.11389     
  1083.86        2500.00                 NaN            NaN            NaN   24.0531                 NaN   1.28554        54.9346        4.49287                 NaN   14.1190                 NaN   1.11487     
  1082.42        2500.00                 NaN            NaN            NaN   24.0101                 NaN   1.24330        55.0182        4.51036                 NaN   14.0872                 NaN   1.13085     
  1080.97        2500.00                 NaN            NaN            NaN   24.0843                 NaN   1.31210        54.8997        4.49764                 NaN   14.0918                 NaN   1.11442     
  1079.53        2500.00                 NaN            NaN            NaN   24.1082                 NaN   1.26147        54.9382        4.50908                 NaN   14.0538                 NaN   1.12930     
  1078.08        2500.00                 NaN            NaN            NaN   24.1416                 NaN   1.32113        54.8548        4.50144                 NaN   14.0666                 NaN   1.11443     
  1076.63        2500.00                 NaN            NaN   5.43434        13.1380                 NaN   10.0951        51.5525                 NaN            NaN   18.3218                 NaN   1.45822     
  1075.19        2500.00                 NaN            NaN            NaN   24.1354                 NaN   1.34543        54.8433        4.50800                 NaN   14.0550                 NaN   1.11285     
  1073.74        2500.00                 NaN            NaN            NaN   24.1946                 NaN   1.34624        54.8095        4.51390                 NaN   14.0249                 NaN   1.11087     
  1072.30        2500.00                 NaN            NaN            NaN   24.1204                 NaN   1.30681        54.9017        4.52781                 NaN   14.0170                 NaN   1.12626     
  1070.85        2500.00                 NaN            NaN            NaN   24.2002                 NaN   1.37052        54.7854        4.51742                 NaN   14.0159                 NaN   1.11052     
  1069.40        2500.00                 NaN            NaN            NaN   24.2776                 NaN   1.35702        54.7483        4.52242                 NaN   13.9847                 NaN   1.10991     
  1067.96        2500.00                 NaN            NaN            NaN   24.2126                 NaN   1.40479        54.7516        4.51654                 NaN   14.0023                 NaN   1.11226     
  1066.51        2500.00                 NaN            NaN            NaN   24.2571                 NaN   1.39587        54.7319        4.51173                 NaN   13.9830                 NaN   1.12043     
  1065.07        2500.00                 NaN            NaN            NaN   24.2546                 NaN   1.39731        54.7449        4.53145                 NaN   13.9554                 NaN   1.11644     
  1063.62        2500.00                 NaN            NaN            NaN   24.3541                 NaN   1.40248        54.6725        4.53349                 NaN   13.9312                 NaN   1.10630     
  1062.17        2500.00                 NaN            NaN            NaN   24.3778                 NaN   1.39867        54.6571        4.53362                 NaN   13.9224                 NaN   1.11043     
  1060.73        2500.00                 NaN            NaN            NaN   24.3504                 NaN   1.34798        54.7313        4.55322                 NaN   13.8968                 NaN   1.12031     
  1059.28        2500.00                 NaN            NaN            NaN   24.3633                 NaN   1.43247        54.6421        4.53807                 NaN   13.9158                 NaN   1.10821     
  1057.84        2500.00                 NaN            NaN            NaN   24.4505                 NaN   1.42419        54.5948        4.54273                 NaN   13.8811                 NaN   1.10674     
  1056.39        2500.00                 NaN            NaN            NaN   24.3622                 NaN   1.43486        54.6387        4.53992                 NaN   13.9120                 NaN   1.11231     
  1054.94        2500.00                 NaN            NaN            NaN   24.3624                 NaN   1.43220        54.6440        4.53965                 NaN   13.9079                 NaN   1.11388     
  1053.50        2500.00                 NaN            NaN            NaN   24.4040                 NaN   1.44413        54.6100        4.55116                 NaN   13.8795                 NaN   1.11130     
  1052.05        2500.00                 NaN            NaN            NaN   24.4339                 NaN   1.46585        54.5790        4.55271                 NaN   13.8584                 NaN   1.11012     
  1050.61        2500.00                 NaN            NaN            NaN   24.4578                 NaN   1.45707        54.5747        4.56290                 NaN   13.8391                 NaN   1.10842     
  1049.16        2500.00                 NaN            NaN            NaN   24.4864                 NaN   1.46405        54.5528        4.56396                 NaN   13.8256                 NaN   1.10715     
  1047.72        2500.00                 NaN            NaN            NaN   24.5168                 NaN   1.48623        54.5219        4.56593                 NaN   13.8042                 NaN   1.10492     
  1046.27        2500.00                 NaN            NaN            NaN   24.5415                 NaN   1.49347        54.5013        4.56832                 NaN   13.7907                 NaN   1.10466     
  1044.82        2500.00                 NaN            NaN            NaN   24.6242                 NaN   1.50745        54.4377        4.57404                 NaN   13.7620                 NaN   1.09454     
  1043.38        2500.00                 NaN            NaN            NaN   24.6273                 NaN   1.48544        54.4698        4.58103                 NaN   13.7276                 NaN   1.10880     
  1041.93        2500.00                 NaN            NaN            NaN   24.6501                 NaN   1.51246        54.4231        4.58356                 NaN   13.7364                 NaN   1.09442     
  1040.49        2500.00                 NaN            NaN            NaN   24.6924                 NaN   1.53156        54.3814        4.58421                 NaN   13.7193                 NaN   1.09117     
  1039.04        2500.00                 NaN            NaN            NaN   24.7325                 NaN   1.54841        54.3435        4.58562                 NaN   13.7017                 NaN   1.08819     
  1037.59        2500.00                 NaN            NaN            NaN   24.7650                 NaN   1.56163        54.3139        4.58787                 NaN   13.6857                 NaN   1.08596     
  1036.15        2500.00                 NaN            NaN            NaN   24.7296                 NaN   1.57192        54.3299        4.58904                 NaN   13.6909                 NaN   1.08868     
  1034.70        2500.00                 NaN            NaN            NaN   24.8330                 NaN   1.59795        54.2414        4.59015                 NaN   13.6587                 NaN   1.07886     
  1033.26        2500.00                 NaN            NaN            NaN   24.9241                 NaN   1.59714        54.1909        4.59231                 NaN   13.6134                 NaN   1.08217     
  1031.81        2500.00                 NaN            NaN            NaN   24.8736                 NaN   1.61251        54.2047        4.59288                 NaN   13.6362                 NaN   1.08017     
  1030.36        2500.00                 NaN            NaN            NaN   24.9081                 NaN   1.62509        54.1742        4.59544                 NaN   13.6197                 NaN   1.07752     
  1028.92        2500.00                 NaN            NaN            NaN   24.9303                 NaN   1.63610        54.1542        4.59856                 NaN   13.6045                 NaN   1.07635     
  1027.47        2500.00                 NaN            NaN            NaN   24.9735                 NaN   1.64443        54.1217        4.60211                 NaN   13.5850                 NaN   1.07325     
  1026.03        2500.00                 NaN            NaN            NaN   25.0400                 NaN   1.66215        54.0773        4.60872                 NaN   13.5422                 NaN   1.06960     
  1024.58        2500.00                 NaN            NaN            NaN   25.0064                 NaN   2.09919        53.6500        4.42683                 NaN   13.7309                 NaN   1.08674     
  1023.13        2500.00                 NaN            NaN            NaN   25.0066                 NaN   1.70072        54.0563        4.60006                 NaN   13.5679                 NaN   1.06845     
  1021.69        2500.00                 NaN            NaN            NaN   25.2144                 NaN   1.82236        53.8177        4.54410                 NaN   13.5287                 NaN   1.07277     
  1020.24        2500.00                 NaN            NaN            NaN   25.1556                 NaN   1.71507        53.9674        4.61959                 NaN   13.4837                 NaN   1.05872     
  1018.80        2500.00                 NaN            NaN            NaN   25.1964                 NaN   1.72842        53.9345        4.62254                 NaN   13.4615                 NaN   1.05661     
  1017.35        2500.00                 NaN            NaN            NaN   25.1349                 NaN   1.76920        53.9271        4.60746                 NaN   13.5069                 NaN   1.05446     
  1015.91        2500.00                 NaN            NaN            NaN   25.2370                 NaN   1.73051        53.9083        4.63025                 NaN   13.4382                 NaN   1.05572     
  1014.46        2500.00                 NaN            NaN            NaN   25.2130                 NaN   1.73826        53.9256        4.62903                 NaN   13.4326                 NaN   1.06161     
  1013.01        2500.00                 NaN            NaN            NaN   25.2692                 NaN   1.77885        53.8588        4.63202                 NaN   13.4084                 NaN   1.05279     
  1011.57        2500.00                 NaN            NaN            NaN   25.2771                 NaN   1.79504        53.8354        4.63324                 NaN   13.4116                 NaN   1.04757     
  1010.12        2500.00                 NaN            NaN            NaN   25.4014                 NaN   1.80282        53.7611        4.64139                 NaN   13.3511                 NaN   1.04226     
  1008.68        2500.00                 NaN            NaN            NaN   25.4189                 NaN   1.82129        53.7339        4.64312                 NaN   13.3452                 NaN   1.03757     
  1007.23        2500.00                 NaN            NaN            NaN   25.4550                 NaN   1.83482        53.7023        4.64467                 NaN   13.3272                 NaN   1.03603     
  1005.78        2500.00                 NaN            NaN            NaN   25.2380                 NaN   1.78168        53.8929        4.64389                 NaN   13.3917                 NaN   1.05180     
  1004.34        2500.00                 NaN            NaN            NaN   25.5326                 NaN   1.86507        53.6355        4.65202                 NaN   13.2860                 NaN   1.02880     
  1002.89        2500.00                 NaN            NaN            NaN   25.3174                 NaN   1.71749        53.8888        4.62936                 NaN   13.3706                 NaN   1.07629     
  1001.45        2500.00                 NaN            NaN            NaN   25.1445                 NaN   1.65392        54.1193        4.66575                 NaN   13.3321                 NaN   1.08450     
  1000.00        2500.00                 NaN            NaN            NaN   25.0143                 NaN   1.74088        54.0950        4.68115                 NaN   13.3708                 NaN   1.09790     
