|6.6.6
Archiving\03_Data\eqLP/QFM_m2.75/Y98/Y98_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.2196       0.772123       0.831152E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.2195       0.772196       0.831153E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.2194       0.772269       0.831155E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.2193       0.772342       0.831157E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.2193       0.772415       0.831159E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2192       0.772489       0.831161E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2191       0.772562       0.831164E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2191       0.772635       0.831166E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2190       0.772709       0.831169E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2189       0.772782       0.831172E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.2188       0.772856       0.831175E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.2188       0.772929       0.831178E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.2187       0.773003       0.831182E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.2186       0.773077       0.831186E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2185       0.773151       0.831190E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2185       0.773224       0.831194E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2184       0.773298       0.831198E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2183       0.773372       0.831202E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2182       0.773446       0.831207E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2182       0.773520       0.831212E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2181       0.773594       0.831217E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2180       0.773669       0.831222E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.2179       0.773743       0.831227E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.2179       0.773817       0.831233E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.2178       0.773891       0.831238E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.2177       0.773966       0.831244E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.2176       0.774040       0.831250E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.2176       0.774115       0.831257E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.2175       0.774189       0.831263E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.2174       0.774264       0.831270E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.2173       0.774338       0.831276E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.2173       0.774413       0.831283E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.2172       0.774488       0.831290E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.2171       0.774563       0.831298E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.2170       0.774637       0.831305E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.2170       0.774712       0.831313E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.2169       0.774787       0.831320E-002            NaN            NaN            NaN            NaN            NaN            NaN
