|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/TAY13/TAY13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  2000.00        500.000        99.5356       0.440803       0.236169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1997.49        500.000        99.5356       0.440802       0.236169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1994.99        500.000        99.5356       0.440801       0.236168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1992.48        500.000        99.5356       0.440801       0.236168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1989.97        500.000        99.5356       0.440800       0.236167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.47        500.000        99.5356       0.440799       0.236167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1984.96        500.000        99.5356       0.440798       0.236166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1982.46        500.000        99.5356       0.440797       0.236166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1979.95        500.000        99.5356       0.440796       0.236165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.44        500.000        99.5356       0.440795       0.236165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.94        500.000        99.5356       0.440794       0.236164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1972.43        500.000        99.5356       0.440793       0.236164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        500.000        99.5356       0.440792       0.236163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        500.000        99.5356       0.440791       0.236163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        99.5356       0.440790       0.236162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        99.5356       0.440789       0.236162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.5356       0.440788       0.236161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        99.5356       0.440787       0.236161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.5356       0.440786       0.236160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.5356       0.440785       0.236159E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.5356       0.440784       0.236159E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.5356       0.440783       0.236158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.5356       0.440782       0.236158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.5356       0.440781       0.236157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.5356       0.440780       0.236157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.5356       0.440778       0.236156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.3239       0.440781       0.159276E-001  0.219435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.8605                 NaN            NaN  0.139529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3350                 NaN            NaN  0.664988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3354                 NaN            NaN  0.664616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3440                 NaN            NaN  0.656015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3455                 NaN            NaN  0.654471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3488                 NaN            NaN  0.651192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3548                 NaN            NaN  0.645231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3564                 NaN            NaN  0.643569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3593                 NaN            NaN  0.640691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3619                 NaN            NaN  0.638117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3650                 NaN            NaN  0.634958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3673                 NaN            NaN  0.632742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3732                 NaN            NaN  0.626781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3734                 NaN            NaN  0.626563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        98.9279                 NaN            NaN   1.07210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.8338                 NaN            NaN  0.166156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3809                 NaN            NaN  0.619115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3815                 NaN            NaN  0.615332       0.320167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3249                 NaN            NaN  0.664771       0.102959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4759                 NaN            NaN  0.523401       0.738901E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3373                 NaN            NaN  0.646863       0.158477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3785                 NaN            NaN  0.606542       0.149218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3778                 NaN            NaN  0.607270       0.149568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3804                 NaN            NaN  0.604684       0.149128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3821                 NaN            NaN  0.603038       0.148742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3830                 NaN            NaN  0.602158       0.148160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3860                 NaN            NaN  0.599229       0.147432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3822                 NaN            NaN  0.602876       0.148854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        98.0660                 NaN            NaN   1.88753       0.464528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.9990                 NaN            NaN            NaN  0.102453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6509                 NaN            NaN  0.341782       0.729045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.2434                 NaN            NaN  0.738537       0.180408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3906                 NaN            NaN  0.594958       0.144910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3828                 NaN            NaN  0.602504       0.146819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5680                 NaN            NaN  0.421796       0.102398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.2209                 NaN            NaN  0.760620       0.184595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3912                 NaN            NaN  0.594431       0.144038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3033                 NaN            NaN  0.680297       0.164411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4792                 NaN            NaN  0.508572       0.122281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3881                 NaN            NaN  0.597588       0.143495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3890                 NaN            NaN  0.596693       0.142694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3888                 NaN            NaN  0.597004       0.142388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3886                 NaN            NaN  0.597227       0.141843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3865                 NaN            NaN  0.599262       0.142052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3859                 NaN            NaN  0.599941       0.141799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3893                 NaN            NaN  0.596705       0.140264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3845                 NaN            NaN  0.601465       0.140842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3831                 NaN            NaN  0.602803       0.140945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        98.8068                 NaN            NaN   1.16617       0.270590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.9578                 NaN            NaN  0.412595E-001  0.940308E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4314                 NaN            NaN  0.555791       0.127970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3228                 NaN            NaN  0.661992       0.152007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3766                 NaN            NaN  0.609453       0.139032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.0734                 NaN            NaN  0.906122       0.204408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
