|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          57
T(K)           P(bar)         V,J/bar/mol    H,J/mol        Gruneisen_T    Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        vp/vs          rho,kg/m3      G,J/mol        cp,J/K/mol     alpha,1/K      beta,1/bar     S,J/K/mol      n,mol          N,g            Ks_{T},bar/K   Gs_{T},bar/K   Ks_{P}         Gs_P           v0_{T}         vp_{T}         vs_{T}         v0_{P}         vp_P           vs_{P}         cp/cv          vol,%          wt,%           mol,%          SiO2,mol,pfu   TiO2,mol,pfu   Al2O3,mol,pfu  Cr2O3,mol,pfu  FeO,mol,pfu    MnO,mol,pfu    MgO,mol,pfu    CaO,mol,pfu    Na2O,mol,pfu   K2O,mol,pfu    NiO,mol,pfu    O2,mol,pfu     mu[SiO2],J/mol mu[TiO2],J/mol mu[Al2O3],J/mo mu[Cr2O3],J/mo mu[FeO],J/mol  mu[MnO],J/mol  mu[MgO],J/mol  mu[CaO],J/mol  mu[Na2O],J/mol mu[K2O],J/mol  mu[NiO],J/mol  nom_ox        
  1576.92        2500.00        1.21325       -371742.       0.359003        248005.        0.00000        2.95646        2.95646        0.00000                 NaN   2837.36       -522458.        52.6411       0.627488E-004  0.419208E-005   95.5767       0.178925        34.4243       -30.5644      -0.985473E-001   11.3010       0.324076E-002 -0.894219E-004 -0.902051E-004   0.00000       0.611625E-004  0.611883E-004   0.00000        1.03534        100.000        100.000        100.000       0.295586       0.488318E-002  0.253038E-001  0.105270E-002  0.574857E-001   0.00000       0.147380       0.527846E-001  0.758321E-002  0.318485E-003  0.444365E-012  0.133392E-003  -991298.      -0.106659E+007 -0.183204E+007 -0.133651E+007  -412775.       -519489.       -690475.       -821483.       -946686.      -0.110090E+007  -594395.        0.00000     
  1575.47        2500.00        1.20809       -370406.       0.359599        248601.        0.00000        2.95978        2.95978        0.00000                 NaN   2837.81       -520257.        52.3839       0.626730E-004  0.418548E-005   95.1148       0.178206        34.2834       -30.9233      -0.229976        11.3146       0.802150E-002 -0.913336E-004 -0.931590E-004   0.00000       0.611606E-004  0.612243E-004   0.00000        1.03530        100.000        100.000        100.000       0.294589       0.488301E-002  0.252908E-001  0.103482E-002  0.571280E-001   0.00000       0.146159       0.527703E-001  0.758299E-002  0.318485E-003  0.362300E-012  0.970872E-004  -991082.      -0.106633E+007 -0.183173E+007 -0.133609E+007  -412511.                 NaN  -690329.       -821168.       -945169.      -0.110080E+007            NaN   0.00000     
  1574.03        2500.00        1.19991       -367935.       0.359708        248574.        0.00000        2.95997        2.95997        0.00000                 NaN   2837.15       -516548.        51.9996       0.626598E-004  0.418601E-005   94.4153       0.177030        34.0433       -30.8694      -0.222458        11.3181       0.778338E-002 -0.910577E-004 -0.928237E-004   0.00000       0.611916E-004  0.612534E-004   0.00000        1.03527        100.000        100.000        100.000       0.292496       0.488232E-002  0.252495E-001  0.100714E-002  0.566243E-001   0.00000       0.144475       0.527064E-001  0.758198E-002  0.318485E-003  0.471648E-012  0.154782E-003  -990873.      -0.106584E+007 -0.183098E+007 -0.133629E+007  -412283.       -519079.       -690171.       -820806.       -945344.      -0.109938E+007  -594012.        0.00000     
  1572.58        2500.00        1.19185       -365468.       0.359760        248529.        0.00000        2.95988        2.95988        0.00000                 NaN   2836.81       -512864.        51.6223       0.626468E-004  0.418654E-005   93.7287       0.175951        33.8106       -30.8353      -0.221249        11.3240       0.774103E-002 -0.909045E-004 -0.926612E-004   0.00000       0.612360E-004  0.612975E-004   0.00000        1.03524        100.000        100.000        100.000       0.290435       0.488166E-002  0.252108E-001  0.983776E-003  0.562277E-001   0.00000       0.142754       0.526454E-001  0.758105E-002  0.318485E-003  0.314561E-012  0.153908E-003  -990655.      -0.106546E+007 -0.183047E+007 -0.133637E+007  -412034.       -518880.       -690024.       -820464.       -944747.      -0.109853E+007  -560169.        0.00000     
  1571.14        2500.00        1.18389       -363031.       0.359811        248482.        0.00000        2.95978        2.95978        0.00000                 NaN   2836.46       -509226.        51.2496       0.626340E-004  0.418708E-005   93.0505       0.174885        33.5806       -30.8019      -0.219885        11.3298       0.769309E-002 -0.907561E-004 -0.925022E-004   0.00000       0.612808E-004  0.613418E-004   0.00000        1.03520        100.000        100.000        100.000       0.288398       0.488100E-002  0.251726E-001  0.960809E-003  0.558356E-001   0.00000       0.141056       0.525842E-001  0.758013E-002  0.318485E-003  0.351334E-012  0.153043E-003  -990444.      -0.106495E+007 -0.183003E+007 -0.133612E+007  -411774.       -518673.       -689874.       -820090.       -944137.      -0.109839E+007  -574216.        0.00000     
  1569.69        2500.00        1.17603       -360625.       0.359863        248435.        0.00000        2.95968        2.95968        0.00000                 NaN   2836.11       -505634.        50.8818       0.626215E-004  0.418761E-005   92.3808       0.173833        33.3536       -30.7676      -0.218778        11.3357       0.765477E-002 -0.906015E-004 -0.923391E-004   0.00000       0.613257E-004  0.613865E-004   0.00000        1.03517        100.000        100.000        100.000       0.286386       0.488031E-002  0.251351E-001  0.938407E-003  0.554474E-001   0.00000       0.139382       0.525228E-001  0.757921E-002  0.318485E-003  0.311588E-012  0.152191E-003  -990242.      -0.106471E+007 -0.182939E+007 -0.133569E+007  -411497.       -518458.       -689724.       -819765.       -943553.      -0.109718E+007  -539026.        0.00000     
  1568.24        2500.00        1.16827       -358247.       0.359898        248377.        0.00000        2.95952        2.95952        0.00000                 NaN   2835.76       -502086.        50.5190       0.626095E-004  0.418826E-005   91.7196       0.172793        33.1293       -30.7284      -0.215673        11.3415       0.754490E-002 -0.904242E-004 -0.921374E-004   0.00000       0.613720E-004  0.614319E-004   0.00000        1.03514        100.000        100.000        100.000       0.284398       0.487963E-002  0.250982E-001  0.916631E-003  0.550642E-001   0.00000       0.137731       0.524612E-001  0.757830E-002  0.318485E-003  0.307744E-012  0.151353E-003  -990025.      -0.106422E+007 -0.182893E+007 -0.133584E+007  -411266.                 NaN  -689572.       -819390.       -943078.      -0.109666E+007            NaN   0.00000     
  1566.80        2500.00        1.16066       -355918.       0.359950        248332.        0.00000        2.95943        2.95943        0.00000                 NaN   2835.41       -498607.        50.1627       0.625968E-004  0.418877E-005   91.0703       0.171773        32.9094       -30.6938      -0.214586        11.3473       0.750707E-002 -0.902672E-004 -0.919720E-004   0.00000       0.614161E-004  0.614757E-004   0.00000        1.03510        100.000        100.000        100.000       0.282449       0.487895E-002  0.250617E-001  0.894982E-003  0.546871E-001   0.00000       0.136113       0.523999E-001  0.757740E-002  0.318485E-003  0.305937E-012  0.150526E-003  -989817.      -0.106386E+007 -0.182840E+007 -0.133538E+007  -410952.       -518050.       -689436.       -819074.       -942433.      -0.109523E+007  -564373.        0.00000     
  1565.35        2500.00        1.15313       -353615.       0.359991        248279.        0.00000        2.95930        2.95930        0.00000                 NaN   2835.06       -495168.        49.8109       0.625845E-004  0.418937E-005   90.4288       0.170765        32.6920       -30.6565      -0.212146        11.3531       0.742081E-002 -0.900982E-004 -0.917839E-004   0.00000       0.614612E-004  0.615202E-004   0.00000        1.03507        100.000        100.000        100.000       0.280522       0.487825E-002  0.250256E-001  0.873843E-003  0.543135E-001   0.00000       0.134516       0.523386E-001  0.757652E-002  0.318485E-003  0.303369E-012  0.149710E-003  -989594.      -0.106351E+007 -0.182780E+007 -0.133578E+007  -410728.       -517856.       -689286.       -818797.       -941826.      -0.109432E+007  -577877.        0.00000     
  1563.91        2500.00        1.14607       -351312.       0.358632        247213.        0.00000        2.95356        2.95356        0.00000                 NaN   2833.88       -491786.        49.5003       0.626335E-004  0.419735E-005   89.8229       0.169754        32.4781       -30.3349      -0.109142        11.3686       0.381776E-002 -0.887164E-004 -0.895857E-004   0.00000       0.617144E-004  0.617448E-004   0.00000        1.03503        100.000        100.000        100.000       0.278628       0.487756E-002  0.249899E-001  0.852968E-003  0.539447E-001   0.00000       0.132949       0.522774E-001  0.757564E-002  0.318485E-003  0.373178E-012  0.149154E-003  -989373.      -0.106291E+007 -0.182731E+007 -0.133558E+007  -410427.       -517661.       -689156.       -818595.       -940757.      -0.109213E+007  -511619.        0.00000     
