|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1294.97        2500.00                 NaN   87.8332                 NaN            NaN  0.390559E-001  0.859573        1.87934        1.40393        7.31587       0.669003                 NaN            NaN
  1293.52        2500.00                 NaN   87.0114                 NaN            NaN  0.131778       0.354174        2.33663        1.61811        7.74151       0.806396                 NaN            NaN
  1292.07        2500.00                 NaN   94.5811                 NaN            NaN            NaN  0.620173       0.812518       0.504570        3.34405       0.137572                 NaN            NaN
  1290.63        2500.00                 NaN   92.0630                 NaN            NaN            NaN  0.644357        1.16038       0.901552        4.77163       0.459102                 NaN            NaN
  1289.18        2500.00                 NaN   88.8674                 NaN            NaN            NaN   1.68937       0.832434        1.27675        6.66622       0.667872                 NaN            NaN
  1287.74        2500.00                 NaN   98.6711                 NaN            NaN            NaN  0.591587E-001  0.732222       0.505090                 NaN  0.324574E-001            NaN            NaN
  1286.29        2500.00                 NaN   91.4078                 NaN            NaN  0.292724E-001  0.677325       0.807637       0.611009        5.97281       0.494153                 NaN            NaN
  1284.85        2500.00                 NaN   93.6538                 NaN            NaN  0.335479E-001  0.340086        1.03055       0.719367        3.85996       0.362665                 NaN            NaN
  1283.40        2500.00                 NaN   89.9887                 NaN            NaN  0.545176E-001   1.42037       0.819261        1.16044        6.01399       0.542768                 NaN            NaN
  1281.95        2500.00                 NaN   98.3401                 NaN            NaN            NaN  0.187180       0.262627       0.186774       0.946649       0.766478E-001            NaN            NaN
  1280.51        2500.00                 NaN   94.6266                 NaN            NaN  0.206151E-001  0.791593       0.383245       0.612332        3.24877       0.316845                 NaN            NaN
  1279.06        2500.00                 NaN   94.8465                 NaN            NaN  0.205418E-001  0.704252       0.509449       0.593149        3.04909       0.277056                 NaN            NaN
  1277.62        2500.00                 NaN   95.2454                 NaN            NaN  0.206301E-001  0.671181       0.414881       0.544502        2.84033       0.263058                 NaN            NaN
  1276.17        2500.00                 NaN   95.5707                 NaN            NaN  0.187936E-001  0.620962       0.398869       0.506757        2.63914       0.244765                 NaN            NaN
  1274.72        2500.00                 NaN   95.6494                 NaN            NaN  0.185151E-001  0.604284       0.399588       0.497861        2.59035       0.239960                 NaN            NaN
  1273.28        2500.00                 NaN   95.6576                 NaN            NaN  0.270434E-002  0.950846       0.144923       0.532733        2.50539       0.205771                 NaN            NaN
  1271.83        2500.00                 NaN   96.4600                 NaN            NaN  0.217106E-001  0.110739       0.561563       0.396269        2.22332       0.226394                 NaN            NaN
  1270.39        2500.00                 NaN   94.3610                 NaN            NaN            NaN  0.725187       0.806623       0.643611        3.18649       0.277076                 NaN            NaN
  1268.94        2500.00                 NaN   98.0153                 NaN            NaN  0.345527E-001  0.318413                 NaN  0.218625        1.27072       0.142438                 NaN            NaN
  1267.49        2500.00                 NaN   96.4741                 NaN            NaN  0.188861E-001  0.138593       0.669658       0.387701        2.10666       0.204400                 NaN            NaN
  1266.05        2500.00                 NaN   96.9298                 NaN            NaN  0.701363E-002  0.375020       0.430551       0.359802        1.73979       0.157992                 NaN            NaN
  1264.60        2500.00                 NaN   97.0377                 NaN            NaN  0.632988E-002  0.429141       0.487969       0.437458        1.38438       0.217036                 NaN            NaN
  1263.16        2500.00                 NaN   96.5438                 NaN            NaN  0.147493E-001  0.274293       0.361168       0.293053        2.38642       0.126493                 NaN            NaN
  1261.71        2500.00                 NaN   97.1876                 NaN            NaN  0.820537E-002  0.365165       0.346315       0.324172        1.62108       0.147486                 NaN            NaN
  1260.26        2500.00                 NaN   96.8707                 NaN            NaN  0.991121E-002  0.354421       0.409613       0.355926        1.83358       0.165886                 NaN            NaN
  1258.82        2500.00                 NaN   97.4732                 NaN  0.449019E-001            NaN  0.353514       0.232691       0.286275        1.47248       0.136944                 NaN            NaN
  1257.37        2500.00                 NaN   97.0743                 NaN  0.185570                 NaN  0.469625                 NaN  0.329927        1.77912       0.161492                 NaN            NaN
  1255.93        2500.00                 NaN   95.3206                 NaN  0.258716                 NaN  0.770515                 NaN  0.472324        2.61357       0.212111       0.352122                 NaN
  1254.48        2500.00                 NaN   75.7809                 NaN  0.753612                 NaN   3.99646       0.375409        2.05235        12.2199       0.845946        3.97544                 NaN
  1253.04        2500.00                 NaN            NaN   3.84126                 NaN            NaN   6.02994        14.6403        7.14164        44.2897        2.26188        15.1409        6.65434     
  1251.59        2500.00                 NaN            NaN   3.84126                 NaN            NaN   6.02994        14.6403        7.14164        44.3184        2.26188        15.1548        6.61180     
  1250.14        2500.00                 NaN            NaN   3.79930                 NaN            NaN   5.80101        14.8820        7.16831        44.3337        2.27216        15.1752        6.56833     
  1248.70        2500.00                 NaN            NaN   3.79930                 NaN            NaN   5.80101        14.8820        7.16831        44.3627        2.27216        15.1892        6.52529     
  1247.25        2500.00                 NaN            NaN   3.79930                 NaN            NaN   5.80101        14.8820        7.16831        44.3919        2.27216        15.2033        6.48198     
  1245.81        2500.00                 NaN            NaN   3.79930                 NaN            NaN   5.80101        14.8820        7.16831        44.4213        2.27216        15.2175        6.43840     
  1244.36        2500.00                 NaN            NaN   3.79930                 NaN            NaN   5.80101        14.8820        7.16831        44.4509        2.27216        15.2318        6.39450     
  1242.91        2500.00                 NaN            NaN   3.79930                 NaN            NaN   5.80101        14.8820        7.16831        44.4809        2.27216        15.2462        6.35017     
  1241.47        2500.00                 NaN            NaN   3.79930                 NaN            NaN   5.80101        14.8820        7.16831        44.5109        2.27216        15.2607        6.30555     
  1240.02        2500.00                 NaN            NaN   3.79930                 NaN            NaN   5.80101        14.8820        7.16831        44.5412        2.27216        15.2753        6.26066     
  1238.58        2500.00                 NaN            NaN   3.61943                 NaN            NaN   14.9827        5.79403        7.26482        44.5066        2.30873        15.3071        6.21653     
  1237.13        2500.00                 NaN            NaN   3.61942                 NaN            NaN   14.9827        5.79404        7.26482        44.5373        2.30873        15.3219        6.17115     
  1235.68        2500.00                 NaN            NaN   3.61929                 NaN            NaN   14.9826        5.79427        7.26489        44.5680        2.30875        15.3367        6.12547     
  1234.24        2500.00                 NaN            NaN   3.61946                 NaN            NaN   14.9827        5.79408        7.26477        44.5991        2.30870        15.3517        6.07951     
  1232.79        2500.00                 NaN            NaN   3.61757                 NaN            NaN   14.9795        5.80928        7.25902        44.6329        2.30541        15.3650        6.03124     
  1231.35        2500.00                 NaN            NaN   3.15655                 NaN            NaN   13.9018        6.99735        7.45163        44.5737        2.45068        15.4354        6.03278     
  1229.90        2500.00                 NaN            NaN   2.98004                 NaN            NaN   6.84955        14.3434        7.62713        44.4223        2.41318        15.4423        5.92212     
  1228.45        2500.00                 NaN            NaN   2.90967                 NaN            NaN   14.3068        6.92856        7.66920        44.4235        2.42556        15.4634        5.87329     
  1227.01        2500.00                 NaN            NaN   2.83934                 NaN            NaN   7.00679        14.2709        7.71130        44.4249        2.43791        15.4846        5.82418     
  1225.56        2500.00                 NaN            NaN   2.76904                 NaN            NaN   14.2359        7.08426        7.75343        44.4264        2.45025        15.5059        5.77478     
  1224.12        2500.00                 NaN            NaN   2.69878                 NaN            NaN   14.2015        7.16099        7.79560        44.4281        2.46258        15.5273        5.72510     
  1222.67        2500.00                 NaN            NaN   2.62856                 NaN            NaN   14.1679        7.23699        7.83778        44.4299        2.47489        15.5488        5.67513     
  1221.22        2500.00                 NaN            NaN   2.55837                 NaN            NaN   14.1350        7.31229        7.88000        44.4319        2.48719        15.5704        5.62484     
  1219.78        2500.00                 NaN            NaN   2.48909                 NaN            NaN   7.38585        14.1033        7.92193        44.4345        2.49932        15.5920        5.57401     
  1218.33        2500.00                 NaN            NaN   2.42045                 NaN            NaN   7.45801        14.0726        7.96365        44.4374        2.51133        15.6138        5.52286     
  1216.89        2500.00                 NaN            NaN   2.35182                 NaN            NaN   14.0425        7.52955        8.00541        44.4404        2.52332        15.6356        5.47141     
  1215.44        2500.00                 NaN            NaN   2.28326                 NaN            NaN   7.60043        14.0131        8.04719        44.4436        2.53530        15.6575        5.41966     
  1214.00        2500.00                 NaN            NaN   2.21470                 NaN            NaN   7.67076        13.9842        8.08901        44.4469        2.54726        15.6795        5.36761     
  1212.55        2500.00                 NaN            NaN   2.14622                 NaN            NaN   7.74045        13.9560        8.13082        44.4504        2.55919        15.7016        5.31524     
  1211.10        2500.00                 NaN            NaN   2.07773                 NaN            NaN   13.9284        7.80959        8.17270        44.4541        2.57112        15.7238        5.26259     
  1209.66        2500.00                 NaN            NaN   2.00924                 NaN            NaN   13.9013        7.87824        8.21459        44.4579        2.58303        15.7461        5.20959     
  1208.21        2500.00                 NaN            NaN   1.94034                 NaN            NaN   13.8760        7.94576        8.25687        44.4617        2.59489        15.7685        5.15598     
  1206.77        2500.00                 NaN            NaN   1.86733                 NaN            NaN   13.8404        8.02575        8.29978        44.4656        2.60771        15.7913        5.10214     
  1205.32        2500.00                 NaN            NaN   1.79033                 NaN            NaN   13.7964        8.11657        8.34348        44.4693        2.62143        15.8144        5.04808     
  1203.87        2500.00                 NaN            NaN   1.71436                 NaN            NaN   13.7552        8.20420        8.38701        44.4732        2.63484        15.8376        4.99362     
  1202.43        2500.00                 NaN            NaN   1.64014                 NaN            NaN   8.28835        13.7164        8.43003        44.4777        2.64793        15.8607        4.93884     
  1200.98        2500.00                 NaN            NaN   1.56628                 NaN            NaN   13.6776        8.37227        8.47282        44.4825        2.66096        15.8839        4.88371     
  1199.54        2500.00                 NaN            NaN   1.49245                 NaN            NaN   13.6402        8.45486        8.51572        44.4874        2.67395        15.9072        4.82819     
  1198.09        2500.00                 NaN            NaN   1.48043                 NaN            NaN   13.9396        8.18956        8.56607        44.4704        2.66299        15.9225        4.76848     
  1196.64        2500.00                 NaN            NaN   1.36326                 NaN            NaN   13.6367        8.54134        8.60086        44.4956        2.69441        15.9525        4.71524     
  1195.20        2500.00                 NaN            NaN   1.30539                 NaN            NaN   8.55702        13.6598        8.64322        44.4993        2.70262        15.9748        4.65786     
  1193.75        2500.00                 NaN            NaN   1.24747                 NaN            NaN   13.6827        8.57314        8.68564        44.5031        2.71082        15.9971        4.60012     
  1192.31        2500.00                 NaN            NaN   1.20351                 NaN            NaN   13.8902        8.41700        8.74139        44.4857        2.70752        16.0151        4.53958     
  1190.86        2500.00                 NaN            NaN  0.727404                 NaN            NaN   9.53430        13.1667        9.33462        44.0278        2.73851        16.0798        4.39087     
  1189.41        2500.00                 NaN            NaN  0.727404                 NaN            NaN   9.53430        13.1667        9.33462        44.0651        2.73851        16.0978        4.33558     
  1187.97        2500.00                 NaN            NaN  0.727404                 NaN            NaN   9.53430        13.1667        9.33462        44.1026        2.73851        16.1159        4.27994     
  1186.52        2500.00                 NaN            NaN  0.727404                 NaN            NaN   9.53430        13.1667        9.33462        44.1404        2.73851        16.1342        4.22393     
  1185.08        2500.00                 NaN            NaN  0.798702                 NaN            NaN   14.3812        8.20901        9.40048        44.1667        2.73505        16.1779        4.13092     
  1183.63        2500.00                 NaN            NaN  0.798702                 NaN            NaN   14.3812        8.20901        9.40048        44.2052        2.73505        16.1965        4.07383     
  1182.19        2500.00                 NaN            NaN  0.798702                 NaN            NaN   14.3812        8.20901        9.40048        44.2440        2.73505        16.2152        4.01638     
  1180.74        2500.00                 NaN            NaN  0.798702                 NaN            NaN   14.3812        8.20901        9.40048        44.2830        2.73505        16.2340        3.95855     
  1179.29        2500.00                 NaN            NaN  0.585729                 NaN            NaN   8.94161        13.7594        9.13241        44.5387        2.80829        16.2307        4.00311     
  1177.85        2500.00                 NaN            NaN  0.513842                 NaN            NaN   8.99383        13.7563        9.17817        44.5429        2.81899        16.2549        3.94105     
  1176.40        2500.00                 NaN            NaN  0.439605                 NaN            NaN   9.04830        13.7510        9.22562        44.5464        2.83046        16.2796        3.87915     
  1174.96        2500.00                 NaN            NaN  0.212318                 NaN            NaN   14.1493        8.82855        9.63207        44.2662        2.83715        16.3386        3.73579     
  1173.51        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.3051        2.83814        16.3583        3.67628     
  1172.06        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.3456        2.83814        16.3779        3.61619     
  1170.62        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.3864        2.83814        16.3976        3.55572     
  1169.17        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.4275        2.83814        16.4174        3.49486     
  1167.73        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.4688        2.83814        16.4373        3.43360     
  1166.28        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.5104        2.83814        16.4574        3.37194     
  1164.83        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.5531        2.83814        16.4780        3.30866     
  1163.39        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.5955        2.83814        16.4984        3.24581     
  1161.94        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.6382        2.83814        16.5190        3.18250     
  1160.50        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.6812        2.83814        16.5398        3.11872     
  1159.05        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.7240        2.83814        16.5604        3.05530     
  1157.60        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.7678        2.83814        16.5816        2.99030     
  1156.16        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.8120        2.83814        16.6029        2.92489     
  1154.71        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.8564        2.83814        16.6243        2.85906     
  1153.27        2500.00                 NaN            NaN  0.206654                 NaN            NaN   14.1463        8.83532        9.63387        44.9010        2.83814        16.6459        2.79281     
  1151.82        2500.00                 NaN            NaN            NaN            NaN            NaN   9.04543        14.0735        9.71836        44.8795        2.87356        16.6773        2.73240     
  1150.38        2500.00                 NaN            NaN  0.206650                 NaN            NaN   14.1477        8.83378        9.63417        44.9911        2.83811        16.6894        2.65908     
  1148.93        2500.00                 NaN            NaN            NaN            NaN            NaN   9.00688        14.1391        9.76111        44.9258        2.86364        16.7193        2.58414     
  1147.48        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2371        8.88648        9.76203        44.9797        2.87103        16.7458        2.51784     
  1146.04        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2371        8.88648        9.76203        45.0257        2.87103        16.7680        2.44960     
  1144.59        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2371        8.88648        9.76203        45.0720        2.87103        16.7904        2.38092     
  1143.15        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2371        8.88648        9.76203        45.1194        2.87103        16.8132        2.31075     
  1141.70        2500.00                 NaN            NaN            NaN            NaN            NaN   8.93480        14.2176        9.83812        45.0959        2.85437        16.8379        2.22132     
  1140.25        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2873        8.87906        9.87051        45.1136        2.84885        16.8618        2.13887     
  1138.81        2500.00                 NaN            NaN            NaN            NaN            NaN   8.83123        14.3468        9.90008        45.1348        2.84406        16.8859        2.05707     
  1137.36        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3552        8.77724        9.93837        45.1486        2.85186        16.9115        2.01728     
  1135.92        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3552        8.77724        9.93837        45.1970        2.85186        16.9348        1.94551     
  1134.47        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3552        8.77724        9.93837        45.2458        2.85186        16.9584        1.87323     
  1133.02        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3552        8.77724        9.93837        45.2949        2.85186        16.9821        1.80042     
  1131.58        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3935        8.74993        10.0533        45.2338        2.83705        17.0070        1.72541     
  1130.13        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3935        8.74993        10.0533        45.2835        2.83705        17.0310        1.65172     
  1128.69        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3935        8.74993        10.0533        45.3336        2.83705        17.0552        1.57749     
  1127.24        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3935        8.74993        10.0533        45.3840        2.83705        17.0795        1.50273     
  1125.79        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5152        8.65214        10.1381        45.3445        2.82122        17.1003        1.42852     
  1124.35        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5152        8.65214        10.1381        45.3956        2.82122        17.1249        1.35283     
  1122.90        2500.00                 NaN            NaN            NaN            NaN            NaN   8.53877        14.6599        10.2293        45.3566        2.80327        17.1491        1.26313     
  1121.46        2500.00                 NaN            NaN            NaN            NaN            NaN   8.53877        14.6599        10.2293        45.4082        2.80327        17.1741        1.18650     
  1120.01        2500.00                 NaN            NaN            NaN            NaN            NaN   8.53877        14.6599        10.2293        45.4603        2.80327        17.1992        1.10931     
  1118.57        2500.00                 NaN            NaN            NaN            NaN            NaN   8.53877        14.6599        10.2293        45.5128        2.80327        17.2245        1.03157     
  1117.12        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7550        8.49312        10.2050        45.6168        2.79748        17.2631       0.869415     
  1115.67        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8060        8.45567        10.2224        45.6556        2.79299        17.2898       0.777516     
  1114.23        2500.00                 NaN            NaN            NaN            NaN            NaN   8.53877        14.6599        10.2293        45.6723        2.80327        17.3015       0.794983     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9679        8.33738        10.2835        45.7113        2.77746        17.3453       0.577183     
  1111.34        2500.00                 NaN            NaN            NaN            NaN            NaN   8.33439        14.9621        10.2940        45.7526        2.77696        17.3708       0.509151     
  1109.89        2500.00                 NaN            NaN            NaN            NaN            NaN   8.31054        14.9936        10.3147        45.7881        2.77289        17.3977       0.422493     
  1108.44        2500.00                 NaN            NaN            NaN            NaN            NaN   8.25280        15.0763        10.3494        45.8146        2.76480        17.4263       0.315729     
  1107.00        2500.00                 NaN            NaN            NaN            NaN            NaN   8.30271        14.9259        10.3724        45.7880        2.78314        17.4220       0.405843     
  1105.55        2500.00                 NaN            NaN            NaN            NaN            NaN   8.13776        15.1953        10.4030        45.8697        2.75787        17.4776       0.158832     
  1104.11        2500.00                 NaN            NaN            NaN            NaN            NaN   8.09643        15.2376        10.4257        45.9010        2.75476        17.5032       0.813358E-001
  1102.66        2500.00                 NaN            NaN            NaN            NaN            NaN   8.06298        15.2730        10.4468        45.9343        2.75156        17.5289       0.243339E-002
  1101.21        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2804        8.09415        10.4642        45.8982        2.74232        17.5207                 NaN
  1099.77        2500.00                 NaN            NaN            NaN            NaN            NaN   8.05230        15.3220        10.4884        45.8755        2.73929        17.5225                 NaN
  1098.32        2500.00                 NaN            NaN            NaN            NaN            NaN   8.01122        15.3753        10.5752        45.7919        2.72753        17.5188                 NaN
  1096.88        2500.00                 NaN            NaN            NaN            NaN            NaN   15.3978        8.00259        10.5388        45.8165        2.72794        17.5164                 NaN
  1095.43        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4385        7.97040        10.5636        45.7894        2.72315        17.5149                 NaN
  1093.98        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4834        7.92909        10.5860        45.7666        2.71958        17.5154                 NaN
  1092.54        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5211        7.90504        10.6131        45.7354        2.71349        17.5120                 NaN
  1091.09        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5634        7.87106        10.6374        45.7087        2.70870        17.5107                 NaN
  1089.65        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6065        7.83625        10.6619        45.6820        2.70389        17.5094                 NaN
  1088.20        2500.00                 NaN            NaN            NaN            NaN            NaN   7.83953        15.6675        10.7025        45.6128        2.68339        17.4942                 NaN
  1086.75        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7241        7.67903        10.7454        45.6295        2.70313        17.5189                 NaN
  1085.31        2500.00                 NaN            NaN            NaN            NaN            NaN   7.73180        15.7098        10.7521        45.6008        2.69553        17.5100                 NaN
  1083.86        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7804        7.67355        10.7998        45.5526        2.68468        17.5090                 NaN
  1082.42        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8703        7.62862        10.7849        45.5401        2.67867        17.4973                 NaN
  1080.97        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8731        7.60804        10.8085        45.5293        2.67703        17.5041                 NaN
  1079.53        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8825        7.57931        10.8153        45.5334        2.68429        17.5052                 NaN
  1078.08        2500.00                 NaN            NaN            NaN            NaN            NaN   7.63395        15.8565        10.8427        45.4953        2.66662        17.5049                 NaN
  1076.63        2500.00                 NaN            NaN            NaN            NaN            NaN   7.63812        15.8114        10.8191        45.5353        2.68664        17.5094                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0598        7.48976        10.9258        45.3877        2.64724        17.4897                 NaN
  1073.74        2500.00                 NaN            NaN            NaN            NaN            NaN   7.50609        16.0069        10.9148        45.4174        2.65669        17.4980                 NaN
  1072.30        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7240        7.67905        10.7453        45.6295        2.70314        17.5189                 NaN
  1070.85        2500.00                 NaN            NaN            NaN            NaN            NaN   7.51843        16.0517        10.9747        45.3311        2.63142        17.4926                 NaN
  1069.40        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9207        7.53687        10.8909        45.4701        2.66913        17.5123                 NaN
  1067.96        2500.00                 NaN            NaN            NaN            NaN            NaN   7.19038        16.4193        11.2656        45.0528        2.58758        17.4844                 NaN
  1066.51        2500.00                 NaN            NaN            NaN            NaN            NaN   16.4142        7.21476        11.1639        45.1317        2.59790        17.4775                 NaN
  1065.07        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3857        7.25072        11.1121        45.1743        2.60365        17.4735                 NaN
  1063.62        2500.00                 NaN            NaN            NaN            NaN            NaN   7.20651        16.4289        11.1470        45.1452        2.59807        17.4743                 NaN
  1062.17        2500.00                 NaN            NaN            NaN            NaN            NaN   16.5220        7.12360        11.2828        45.0167        2.57996        17.4750                 NaN
  1060.73        2500.00                 NaN            NaN            NaN            NaN            NaN   16.4920        7.14358        11.3086        44.9995        2.57875        17.4775                 NaN
  1059.28        2500.00                 NaN            NaN            NaN            NaN            NaN   16.5926        7.09883        11.2250        45.0442        2.57603        17.4634                 NaN
  1057.84        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6525        7.06227        11.2571        45.0038        2.56641        17.4579                 NaN
  1056.39        2500.00                 NaN            NaN            NaN            NaN            NaN   16.7184        7.00563        11.2889        44.9712        2.55962        17.4562                 NaN
  1054.94        2500.00                 NaN            NaN            NaN            NaN            NaN   6.98253        16.7612        11.3146        44.9372        2.55185        17.4527                 NaN
  1053.50        2500.00                 NaN            NaN            NaN            NaN            NaN   16.8158        6.94327        11.3436        44.9032        2.54430        17.4498                 NaN
  1052.05        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6410        7.04854        11.3676        44.9167        2.56104        17.4651                 NaN
  1050.61        2500.00                 NaN            NaN            NaN            NaN            NaN   6.82751        16.9528        11.4019        44.8401        2.53043        17.4473                 NaN
  1049.16        2500.00                 NaN            NaN            NaN            NaN            NaN   6.79069        17.0065        11.4310        44.8053        2.52253        17.4439                 NaN
  1047.72        2500.00                 NaN            NaN            NaN            NaN            NaN   6.75266        17.0617        11.4604        44.7702        2.51448        17.4406                 NaN
  1046.27        2500.00                 NaN            NaN            NaN            NaN            NaN   6.73868        17.1182        11.4998        44.7127        2.49999        17.4306                 NaN
  1044.82        2500.00                 NaN            NaN            NaN            NaN            NaN   6.70676        17.1369        11.5092        44.7116        2.50145        17.4340                 NaN
  1043.38        2500.00                 NaN            NaN            NaN            NaN            NaN   6.66025        17.2121        11.5502        44.6596        2.48902        17.4288                 NaN
  1041.93        2500.00                 NaN            NaN            NaN            NaN            NaN   17.2654        6.63148        11.5812        44.6196        2.47927        17.4230                 NaN
  1040.49        2500.00                 NaN            NaN            NaN            NaN            NaN   17.2569        6.62832        11.5860        44.6228        2.47691        17.4291                 NaN
  1039.04        2500.00                 NaN            NaN            NaN            NaN            NaN   6.50478        17.4132        11.6402        44.5565        2.46463        17.4206                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   17.4699        6.49281        11.6797        44.4981        2.44966        17.4098                 NaN
  1036.15        2500.00                 NaN            NaN            NaN            NaN            NaN   17.5156        6.46064        11.7057        44.4676        2.44281        17.4077                 NaN
  1034.70        2500.00                 NaN            NaN            NaN            NaN            NaN   17.5438        6.43939        11.7284        44.4460        2.43410        17.4083                 NaN
  1033.26        2500.00                 NaN            NaN            NaN            NaN            NaN   17.5870        6.40922        11.7528        44.4175        2.42690        17.4066                 NaN
  1031.81        2500.00                 NaN            NaN            NaN            NaN            NaN   6.37803        17.6327        11.7780        44.3875        2.41931        17.4044                 NaN
  1030.36        2500.00                 NaN            NaN            NaN            NaN            NaN   17.7074        6.33424        11.8141        44.3391        2.40849        17.3966                 NaN
  1028.92        2500.00                 NaN            NaN            NaN            NaN            NaN   17.7796        6.28633        11.8491        44.2952        2.39830        17.3914                 NaN
  1027.47        2500.00                 NaN            NaN            NaN            NaN            NaN   17.8515        6.23870        11.8839        44.2517        2.38791        17.3863                 NaN
  1026.03        2500.00                 NaN            NaN            NaN            NaN            NaN   17.9248        6.19039        11.9191        44.2075        2.37729        17.3810                 NaN
  1024.58        2500.00                 NaN            NaN            NaN            NaN            NaN   17.9994        6.14132        11.9546        44.1626        2.36641        17.3756                 NaN
  1023.13        2500.00                 NaN            NaN            NaN            NaN            NaN   18.0534        6.08944        11.9893        44.1323        2.35993        17.3756                 NaN
  1021.69        2500.00                 NaN            NaN            NaN            NaN            NaN   18.1250        6.04255        12.0240        44.0889        2.34905        17.3705                 NaN
  1020.24        2500.00                 NaN            NaN            NaN            NaN            NaN   18.1893        6.00191        12.0554        44.0490        2.33845        17.3659                 NaN
  1018.80        2500.00                 NaN            NaN            NaN            NaN            NaN   18.2546        5.96082        12.0870        44.0087        2.32768        17.3612                 NaN
  1017.35        2500.00                 NaN            NaN            NaN            NaN            NaN   18.3205        5.91938        12.1188        43.9680        2.31677        17.3565                 NaN
  1015.91        2500.00                 NaN            NaN            NaN            NaN            NaN   18.3873        5.87752        12.1508        43.9270        2.30570        17.3516                 NaN
  1014.46        2500.00                 NaN            NaN            NaN            NaN            NaN   18.4545        5.83556        12.1830        43.8856        2.29452        17.3467                 NaN
  1013.01        2500.00                 NaN            NaN            NaN            NaN            NaN   18.5223        5.79334        12.2154        43.8440        2.28321        17.3417                 NaN
  1011.57        2500.00                 NaN            NaN            NaN            NaN            NaN   18.5906        5.75095        12.2479        43.8020        2.27177        17.3367                 NaN
  1010.12        2500.00                 NaN            NaN            NaN            NaN            NaN   18.6709        5.71148        12.2823        43.7497        2.25740        17.3281                 NaN
  1008.68        2500.00                 NaN            NaN            NaN            NaN            NaN   18.7387        5.66912        12.3151        43.7079        2.24595        17.3232                 NaN
  1007.23        2500.00                 NaN            NaN            NaN            NaN            NaN   18.8066        5.62692        12.3479        43.6659        2.23443        17.3181                 NaN
