|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1294.97        2500.00                 NaN   88.5815                 NaN            NaN  0.134265E-001  0.671396        1.48136        1.34236        7.53632       0.373689                 NaN            NaN
  1293.52        2500.00                 NaN   87.8666                 NaN            NaN  0.452667E-001  0.277289        1.84319        1.54600        7.97158       0.450091                 NaN            NaN
  1292.07        2500.00                 NaN   94.9012                 NaN            NaN            NaN  0.486764       0.632357       0.479251        3.42405       0.763331E-001            NaN            NaN
  1290.63        2500.00                 NaN   92.5763                 NaN            NaN            NaN  0.502962       0.913200       0.857704        4.89469       0.255147                 NaN            NaN
  1289.18        2500.00                 NaN   89.5795                 NaN            NaN            NaN   1.33195       0.651420        1.21638        6.84902       0.371690                 NaN            NaN
  1287.74        2500.00                 NaN   98.8838                 NaN            NaN            NaN  0.462842E-001  0.574112       0.477866                 NaN  0.179377E-001            NaN            NaN
  1286.29        2500.00                 NaN   91.8554                 NaN            NaN  0.998531E-002  0.533174       0.631148       0.579830        6.11653       0.273919                 NaN            NaN
  1284.85        2500.00                 NaN   94.0786                 NaN            NaN  0.114321E-001  0.265839       0.811196       0.681991        3.95009       0.200833                 NaN            NaN
  1283.40        2500.00                 NaN   90.6490                 NaN            NaN  0.186068E-001   1.12174       0.642884        1.10189        6.16481       0.301040                 NaN            NaN
  1281.95        2500.00                 NaN   98.4644                 NaN            NaN            NaN  0.147082       0.205173       0.176250       0.964877       0.422469E-001            NaN            NaN
  1280.51        2500.00                 NaN   94.9971                 NaN            NaN  0.700562E-002  0.623194       0.299896       0.578984        3.31884       0.174986                 NaN            NaN
  1279.06        2500.00                 NaN   95.2139                 NaN            NaN  0.697521E-002  0.554459       0.398778       0.560425        3.11262       0.152893                 NaN            NaN
  1277.62        2500.00                 NaN   95.5834                 NaN            NaN  0.699809E-002  0.528330       0.324785       0.513960        2.89753       0.145024                 NaN            NaN
  1276.17        2500.00                 NaN   95.8892                 NaN            NaN  0.636946E-002  0.488681       0.312244       0.477926        2.69074       0.134822                 NaN            NaN
  1274.72        2500.00                 NaN   95.9642                 NaN            NaN  0.627049E-002  0.475573       0.312898       0.469212        2.63977       0.132082                 NaN            NaN
  1273.28        2500.00                 NaN   95.9723                 NaN            NaN  0.915210E-003  0.745129       0.114105       0.501730        2.55267       0.113183                 NaN            NaN
  1271.83        2500.00                 NaN   96.7052                 NaN            NaN  0.733830E-002  0.867366E-001  0.441926       0.372762        2.26170       0.124375                 NaN            NaN
  1270.39        2500.00                 NaN   94.7913                 NaN            NaN            NaN  0.569224       0.635742       0.606016        3.24539       0.152362                 NaN            NaN
  1268.94        2500.00                 NaN   98.1642                 NaN            NaN  0.116497E-001  0.250314                 NaN  0.205156        1.29065       0.780585E-001            NaN            NaN
  1267.49        2500.00                 NaN   96.7414                 NaN            NaN  0.637131E-002  0.108624       0.526874       0.364043        2.14059       0.112083                 NaN            NaN
  1266.05        2500.00                 NaN   97.1747                 NaN            NaN  0.236389E-002  0.294883       0.337308       0.337547        1.76668       0.865563E-001            NaN            NaN
  1264.60        2500.00                 NaN   97.3440                 NaN            NaN  0.213196E-002  0.335974       0.383402       0.410131        1.40550       0.118823                 NaN            NaN
  1263.16        2500.00                 NaN   96.7323                 NaN            NaN  0.496181E-002  0.214728       0.283683       0.274431        2.42072       0.691717E-001            NaN            NaN
  1261.71        2500.00                 NaN   97.4126                 NaN            NaN  0.275960E-002  0.286956       0.271297       0.303501        1.64227       0.806312E-001            NaN            NaN
  1260.26        2500.00                 NaN   97.1139                 NaN            NaN  0.333175E-002  0.277621       0.321810       0.333087        1.85963       0.906499E-001            NaN            NaN
  1258.82        2500.00                 NaN   97.6748                 NaN  0.320388E-001            NaN  0.277652       0.182253       0.267639        1.49087       0.747585E-001            NaN            NaN
  1257.37        2500.00                 NaN   97.3014                 NaN  0.132431                 NaN  0.368787                 NaN  0.308313        1.80092       0.881188E-001            NaN            NaN
  1255.93        2500.00                 NaN   95.6425                 NaN  0.184965                 NaN  0.605900                 NaN  0.441496        2.64679       0.115767       0.362561                 NaN
  1254.48        2500.00                 NaN   76.9097                 NaN  0.545822                 NaN   3.18361       0.298671        1.93822        12.5222       0.466467        4.13532                 NaN
  1253.04        2500.00                 NaN            NaN   3.08648                 NaN            NaN   5.02393        12.1932        7.04424        47.4091        1.30264        16.4487        7.49178     
  1251.59        2500.00                 NaN            NaN   3.08653                 NaN            NaN   5.02404        12.1935        7.04453        47.4419        1.30267        16.4633        7.44353     
  1250.14        2500.00                 NaN            NaN   3.05274                 NaN            NaN   4.83600        12.3946        7.07088        47.4587        1.30857        16.4845        7.39397     
  1248.70        2500.00                 NaN            NaN   3.05278                 NaN            NaN   4.83611        12.3950        7.07118        47.4919        1.30860        16.4993        7.34517     
  1247.25        2500.00                 NaN            NaN   3.05282                 NaN            NaN   4.83621        12.3953        7.07148        47.5253        1.30863        16.5142        7.29606     
  1245.81        2500.00                 NaN            NaN   3.05286                 NaN            NaN   4.83631        12.3956        7.07177        47.5590        1.30867        16.5292        7.24667     
  1244.36        2500.00                 NaN            NaN   3.05291                 NaN            NaN   4.83642        12.3959        7.07207        47.5928        1.30870        16.5443        7.19692     
  1242.91        2500.00                 NaN            NaN   3.05295                 NaN            NaN   4.83652        12.3962        7.07237        47.6270        1.30873        16.5595        7.14670     
  1241.47        2500.00                 NaN            NaN   3.05299                 NaN            NaN   4.83663        12.3965        7.07267        47.6614        1.30876        16.5749        7.09615     
  1240.02        2500.00                 NaN            NaN   3.05303                 NaN            NaN   4.83674        12.3968        7.07297        47.6960        1.30879        16.5903        7.04531     
  1238.58        2500.00                 NaN            NaN   2.91060                 NaN            NaN   12.4800        4.83657        7.16791        47.6573        1.32977        16.6231        6.99476     
  1237.13        2500.00                 NaN            NaN   2.91064                 NaN            NaN   12.4804        4.83669        7.16821        47.6923        1.32980        16.6387        6.94337     
  1235.68        2500.00                 NaN            NaN   2.91057                 NaN            NaN   12.4806        4.83698        7.16859        47.7274        1.32985        16.6544        6.89167     
  1234.24        2500.00                 NaN            NaN   2.91074                 NaN            NaN   12.4810        4.83693        7.16877        47.7629        1.32985        16.6702        6.83964     
  1232.79        2500.00                 NaN            NaN   2.90852                 NaN            NaN   12.4788        4.84978        7.16348        47.8018        1.32800        16.6845        6.78511     
  1231.35        2500.00                 NaN            NaN   2.53787                 NaN            NaN   11.5907        5.84015        7.35185        47.7275        1.41132        16.7559        6.78468     
  1229.90        2500.00                 NaN            NaN   2.39573                 NaN            NaN   5.71997        11.9749        7.52569        47.5699        1.38983        16.7638        6.66026     
  1228.45        2500.00                 NaN            NaN   2.33925                 NaN            NaN   11.9469        5.78684        7.56731        47.5721        1.39695        16.7858        6.60487     
  1227.01        2500.00                 NaN            NaN   2.28279                 NaN            NaN   5.85307        11.9196        7.60896        47.5744        1.40406        16.8079        6.54916     
  1225.56        2500.00                 NaN            NaN   2.22636                 NaN            NaN   11.8930        5.91869        7.65064        47.5769        1.41116        16.8302        6.49315     
  1224.12        2500.00                 NaN            NaN   2.16995                 NaN            NaN   11.8669        5.98370        7.69235        47.5795        1.41826        16.8525        6.43682     
  1222.67        2500.00                 NaN            NaN   2.11357                 NaN            NaN   11.8415        6.04812        7.73408        47.5823        1.42534        16.8749        6.38018     
  1221.22        2500.00                 NaN            NaN   2.05721                 NaN            NaN   11.8167        6.11198        7.77584        47.5853        1.43241        16.8974        6.32319     
  1219.78        2500.00                 NaN            NaN   2.00158                 NaN            NaN   6.17440        11.7928        7.81733        47.5889        1.43939        16.9200        6.26560     
  1218.33        2500.00                 NaN            NaN   1.94646                 NaN            NaN   6.23566        11.7697        7.85862        47.5928        1.44630        16.9427        6.20766     
  1216.89        2500.00                 NaN            NaN   1.89135                 NaN            NaN   11.7472        6.29642        7.89994        47.5969        1.45320        16.9655        6.14940     
  1215.44        2500.00                 NaN            NaN   1.83628                 NaN            NaN   6.35665        11.7253        7.94128        47.6012        1.46009        16.9884        6.09081     
  1214.00        2500.00                 NaN            NaN   1.78121                 NaN            NaN   6.41643        11.7038        7.98266        47.6057        1.46698        17.0114        6.03188     
  1212.55        2500.00                 NaN            NaN   1.72620                 NaN            NaN   6.47569        11.6828        8.02404        47.6103        1.47384        17.0344        5.97262     
  1211.10        2500.00                 NaN            NaN   1.67118                 NaN            NaN   11.6624        6.53452        8.06548        47.6151        1.48070        17.0576        5.91304     
  1209.66        2500.00                 NaN            NaN   1.61616                 NaN            NaN   11.6423        6.59295        8.10694        47.6201        1.48756        17.0809        5.85309     
  1208.21        2500.00                 NaN            NaN   1.56079                 NaN            NaN   11.6238        6.65045        8.14879        47.6250        1.49438        17.1043        5.79245     
  1206.77        2500.00                 NaN            NaN   1.50213                 NaN            NaN   11.5967        6.71843        8.19125        47.6300        1.50176        17.1281        5.73156     
  1205.32        2500.00                 NaN            NaN   1.44023                 NaN            NaN   11.5626        6.79552        8.23448        47.6348        1.50965        17.1523        5.67043     
  1203.87        2500.00                 NaN            NaN   1.37917                 NaN            NaN   11.5308        6.86996        8.27755        47.6399        1.51736        17.1765        5.60887     
  1202.43        2500.00                 NaN            NaN   1.31951                 NaN            NaN   6.94150        11.5009        8.32012        47.6455        1.52489        17.2006        5.54696     
  1200.98        2500.00                 NaN            NaN   1.26014                 NaN            NaN   11.4711        7.01286        8.36247        47.6515        1.53239        17.2249        5.48466     
  1199.54        2500.00                 NaN            NaN   1.20078                 NaN            NaN   11.4424        7.08313        8.40493        47.6577        1.53986        17.2492        5.42194     
  1198.09        2500.00                 NaN            NaN   1.19114                 NaN            NaN   11.6969        6.86170        8.45498        47.6416        1.53359        17.2654        5.35467     
  1196.64        2500.00                 NaN            NaN   1.09692                 NaN            NaN   11.4450        7.15770        8.48924        47.6685        1.55164        17.2967        5.29440     
  1195.20        2500.00                 NaN            NaN   1.05040                 NaN            NaN   7.17186        11.4671        8.53121        47.6735        1.55637        17.3199        5.22964     
  1193.75        2500.00                 NaN            NaN   1.00383                 NaN            NaN   11.4890        7.18639        8.57324        47.6786        1.56108        17.3433        5.16449     
  1192.31        2500.00                 NaN            NaN  0.968469                 NaN            NaN   11.6668        7.05652        8.62857        47.6619        1.55921        17.3623        5.09628     
  1190.86        2500.00                 NaN            NaN  0.585258                 NaN            NaN   8.00217        11.1077        9.21208        47.1609        1.57667        17.4274        4.92783     
  1189.41        2500.00                 NaN            NaN  0.585267                 NaN            NaN   8.00236        11.1080        9.21247        47.2031        1.57671        17.4465        4.86560     
  1187.97        2500.00                 NaN            NaN  0.585276                 NaN            NaN   8.00255        11.1084        9.21287        47.2455        1.57675        17.4657        4.80297     
  1186.52        2500.00                 NaN            NaN  0.585284                 NaN            NaN   8.00273        11.1087        9.21327        47.2883        1.57679        17.4851        4.73993     
  1185.08        2500.00                 NaN            NaN  0.642558                 NaN            NaN   12.1318        6.89906        9.27716        47.3110        1.57458        17.5292        4.63464     
  1183.63        2500.00                 NaN            NaN  0.642568                 NaN            NaN   12.1321        6.89922        9.27757        47.3546        1.57462        17.5489        4.57043     
  1182.19        2500.00                 NaN            NaN  0.642578                 NaN            NaN   12.1324        6.89938        9.27797        47.3984        1.57466        17.5688        4.50580     
  1180.74        2500.00                 NaN            NaN  0.642588                 NaN            NaN   12.1328        6.89954        9.27838        47.4425        1.57470        17.5888        4.44076     
  1179.29        2500.00                 NaN            NaN  0.471496                 NaN            NaN   7.50643        11.5824        9.01581        47.7273        1.61720        17.5880        4.49140     
  1177.85        2500.00                 NaN            NaN  0.413632                 NaN            NaN   7.55144        11.5827        9.06114        47.7328        1.62336        17.6134        4.42149     
  1176.40        2500.00                 NaN            NaN  0.353893                 NaN            NaN   7.59835        11.5813        9.10812        47.7375        1.62995        17.6392        4.35177     
  1174.96        2500.00                 NaN            NaN  0.170888                 NaN            NaN   11.9528        7.42000        9.50740        47.4275        1.63344        17.6983        4.18974     
  1173.51        2500.00                 NaN            NaN  0.166440                 NaN            NaN   11.9506        7.42586        9.50959        47.4714        1.63405        17.7192        4.12284     
  1172.06        2500.00                 NaN            NaN  0.166443                 NaN            NaN   11.9509        7.42604        9.51001        47.5172        1.63409        17.7400        4.05532     
  1170.62        2500.00                 NaN            NaN  0.166445                 NaN            NaN   11.9513        7.42622        9.51043        47.5632        1.63413        17.7609        3.98737     
  1169.17        2500.00                 NaN            NaN  0.166448                 NaN            NaN   11.9516        7.42639        9.51085        47.6095        1.63417        17.7820        3.91898     
  1167.73        2500.00                 NaN            NaN  0.166451                 NaN            NaN   11.9520        7.42657        9.51127        47.6561        1.63422        17.8032        3.85016     
  1166.28        2500.00                 NaN            NaN  0.166454                 NaN            NaN   11.9523        7.42675        9.51170        47.7031        1.63426        17.8245        3.78089     
  1164.83        2500.00                 NaN            NaN  0.166457                 NaN            NaN   11.9527        7.42694        9.51212        47.7512        1.63430        17.8465        3.70982     
  1163.39        2500.00                 NaN            NaN  0.166459                 NaN            NaN   11.9531        7.42712        9.51255        47.7990        1.63434        17.8682        3.63923     
  1161.94        2500.00                 NaN            NaN  0.166462                 NaN            NaN   11.9534        7.42731        9.51298        47.8471        1.63439        17.8902        3.56813     
  1160.50        2500.00                 NaN            NaN  0.166465                 NaN            NaN   11.9538        7.42749        9.51341        47.8956        1.63443        17.9123        3.49651     
  1159.05        2500.00                 NaN            NaN  0.166468                 NaN            NaN   11.9542        7.42767        9.51384        47.9438        1.63447        17.9343        3.42529     
  1157.60        2500.00                 NaN            NaN  0.166471                 NaN            NaN   11.9545        7.42786        9.51427        47.9932        1.63452        17.9568        3.35232     
  1156.16        2500.00                 NaN            NaN  0.166474                 NaN            NaN   11.9549        7.42805        9.51470        48.0429        1.63456        17.9795        3.27889     
  1154.71        2500.00                 NaN            NaN  0.166477                 NaN            NaN   11.9553        7.42824        9.51514        48.0930        1.63461        18.0023        3.20500     
  1153.27        2500.00                 NaN            NaN  0.166480                 NaN            NaN   11.9556        7.42843        9.51557        48.1433        1.63465        18.0253        3.13064     
  1151.82        2500.00                 NaN            NaN            NaN            NaN            NaN   7.61078        11.8939        9.59903        48.1204        1.65502        18.0582        3.06269     
  1150.38        2500.00                 NaN            NaN  0.166497                 NaN            NaN   11.9576        7.42751        9.51674        48.2446        1.63472        18.0718        2.98055     
  1148.93        2500.00                 NaN            NaN            NaN            NaN            NaN   7.58016        11.9540        9.64215        48.1750        1.64940        18.1030        2.89634     
  1147.48        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0331        7.48299        9.64330        48.2341        1.65367        18.1310        2.82188     
  1146.04        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0335        7.48319        9.64374        48.2859        1.65371        18.1546        2.74532     
  1144.59        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0339        7.48338        9.64419        48.3380        1.65376        18.1785        2.66828     
  1143.15        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0342        7.48358        9.64464        48.3913        1.65380        18.2029        2.58956     
  1141.70        2500.00                 NaN            NaN            NaN            NaN            NaN   7.51693        12.0342        9.71994        48.3670        1.64420        18.2286        2.48919     
  1140.25        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0933        7.47462        9.75232        48.3880        1.64105        18.2540        2.39671     
  1138.81        2500.00                 NaN            NaN            NaN            NaN            NaN   7.43766        12.1448        9.78190        48.4128        1.63832        18.2796        2.30496     
  1137.36        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1437        7.39999        9.81970        48.4276        1.64278        18.3060        2.26020     
  1135.92        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1441        7.40019        9.82016        48.4820        1.64283        18.3310        2.17974     
  1134.47        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1445        7.40039        9.82062        48.5368        1.64288        18.3561        2.09869     
  1133.02        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1449        7.40059        9.82109        48.5920        1.64292        18.3814        2.01706     
  1131.58        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1879        7.37732        9.93454        48.5260        1.63434        18.4070        1.93287     
  1130.13        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1883        7.37753        9.93501        48.5819        1.63438        18.4326        1.85027     
  1128.69        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1887        7.37773        9.93549        48.6381        1.63443        18.4585        1.76708     
  1127.24        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1891        7.37794        9.93596        48.6947        1.63448        18.4845        1.68329     
  1125.79        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2989        7.29552        10.0201        48.6538        1.62538        18.5062        1.60008     
  1124.35        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2994        7.29573        10.0206        48.7111        1.62542        18.5326        1.51526     
  1122.90        2500.00                 NaN            NaN            NaN            NaN            NaN   7.20012        12.4311        10.1108        48.6703        1.61508        18.5579        1.41472     
  1121.46        2500.00                 NaN            NaN            NaN            NaN            NaN   7.20032        12.4315        10.1113        48.7283        1.61513        18.5846        1.32886     
  1120.01        2500.00                 NaN            NaN            NaN            NaN            NaN   7.20053        12.4320        10.1118        48.7867        1.61518        18.6115        1.24238     
  1118.57        2500.00                 NaN            NaN            NaN            NaN            NaN   7.20073        12.4324        10.1123        48.8455        1.61523        18.6385        1.15529     
  1117.12        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5192        7.16582        10.0889        48.9603        1.61195        18.6802       0.973674     
  1115.67        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5659        7.13441        10.1066        49.0042        1.60941        18.7087       0.870732     
  1114.23        2500.00                 NaN            NaN            NaN            NaN            NaN   7.20136        12.4337        10.1138        49.0246        1.61538        18.7210       0.890269     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7142        7.03492        10.1678        49.0684        1.60053        18.7678       0.646343     
  1111.34        2500.00                 NaN            NaN            NaN            NaN            NaN   7.03096        12.7103        10.1786        49.1148        1.60028        18.7949       0.570141     
  1109.89        2500.00                 NaN            NaN            NaN            NaN            NaN   7.01124        12.7395        10.1995        49.1551        1.59797        18.8236       0.473088     
  1108.44        2500.00                 NaN            NaN            NaN            NaN            NaN   6.96528        12.8139        10.2342        49.1857        1.59334        18.8541       0.353528     
  1107.00        2500.00                 NaN            NaN            NaN            NaN            NaN   6.99791        12.6768        10.2575        49.1601        1.60398        18.8493       0.454425     
  1105.55        2500.00                 NaN            NaN            NaN            NaN            NaN   6.86413        12.9233        10.2879        49.2488        1.58941        18.9086       0.177836     
  1104.11        2500.00                 NaN            NaN            NaN            NaN            NaN   6.82660        12.9635        10.3108        49.2846        1.58765        18.9358       0.910650E-001
  1102.66        2500.00                 NaN            NaN            NaN            NaN            NaN   6.79571        12.9978        10.3322        49.3225        1.58585        18.9632       0.272439E-002
  1101.21        2500.00                 NaN            NaN            NaN            NaN            NaN   13.0015        6.83356        10.3492        49.2824        1.58048        18.9528                 NaN
  1099.77        2500.00                 NaN            NaN            NaN            NaN            NaN   6.80474        13.0322        10.3731        49.2576        1.57870        18.9536                 NaN
  1098.32        2500.00                 NaN            NaN            NaN            NaN            NaN   6.76503        13.0778        10.4603        49.1741        1.57208        18.9507                 NaN
  1096.88        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1038        6.75951        10.4234        49.1956        1.57217        18.9454                 NaN
  1095.43        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1402        6.73249        10.4481        49.1669        1.56941        18.9428                 NaN
  1093.98        2500.00                 NaN            NaN            NaN            NaN            NaN   13.1778        6.70108        10.4702        49.1416        1.56731        18.9420                 NaN
  1092.54        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2138        6.67788        10.4974        49.1094        1.56382        18.9377                 NaN
  1091.09        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2514        6.64984        10.5216        49.0808        1.56105        18.9353                 NaN
  1089.65        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2895        6.62123        10.5459        49.0522        1.55827        18.9329                 NaN
  1088.20        2500.00                 NaN            NaN            NaN            NaN            NaN   6.62360        13.3470        10.5867        48.9800        1.54651        18.9163                 NaN
  1086.75        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3758        6.48431        10.6307        49.0064        1.55810        18.9447                 NaN
  1085.31        2500.00                 NaN            NaN            NaN            NaN            NaN   6.53554        13.3672        10.6370        48.9734        1.55364        18.9332                 NaN
  1083.86        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4309        6.48636        10.6841        48.9206        1.54734        18.9307                 NaN
  1082.42        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5194        6.45100        10.6685        48.9020        1.54373        18.9154                 NaN
  1080.97        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5272        6.42774        10.6917        48.8895        1.54274        18.9212                 NaN
  1079.53        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5144        6.40986        10.7004        48.9035        1.54718        18.9247                 NaN
  1078.08        2500.00                 NaN            NaN            NaN            NaN            NaN   6.45497        13.5083        10.7259        48.8538        1.53673        18.9203                 NaN
  1076.63        2500.00                 NaN            NaN            NaN            NaN            NaN   6.46230        13.4511        10.7045        48.9062        1.54852        18.9274                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   13.6925        6.33019        10.8088        48.7404        1.52560        18.9026                 NaN
  1073.74        2500.00                 NaN            NaN            NaN            NaN            NaN   6.33847        13.6435        10.7988        48.7762        1.53114        18.9119                 NaN
  1072.30        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3766        6.48431        10.6328        49.0120        1.55812        18.9362                 NaN
  1070.85        2500.00                 NaN            NaN            NaN            NaN            NaN   6.35122        13.6903        10.8578        48.6811        1.51648        18.9031                 NaN
  1069.40        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5549        6.36395        10.7767        48.8395        1.53845        18.9264                 NaN
  1067.96        2500.00                 NaN            NaN            NaN            NaN            NaN   6.07092        14.0088        11.1468        48.3882        1.49134        18.8940                 NaN
  1066.51        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9946        6.10352        11.0464        48.4726        1.49728        18.8857                 NaN
  1065.07        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9834        6.13004        10.9942        48.5133        1.50045        18.8786                 NaN
  1063.62        2500.00                 NaN            NaN            NaN            NaN            NaN   6.08394        14.0247        11.0295        48.4851        1.49730        18.8795                 NaN
  1062.17        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0925        6.02571        11.1645        48.3503        1.48693        18.8801                 NaN
  1060.73        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0763        6.03117        11.1905        48.3334        1.48626        18.8824                 NaN
  1059.28        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1657        6.00406        11.1066        48.3750        1.48452        18.8640                 NaN
  1057.84        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2212        5.97056        11.1388        48.3329        1.47899        18.8575                 NaN
  1056.39        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2826        5.91727        11.1707        48.2992        1.47511        18.8552                 NaN
  1054.94        2500.00                 NaN            NaN            NaN            NaN            NaN   5.90445        14.3168        11.1960        48.2620        1.47060        18.8501                 NaN
  1053.50        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3651        5.87162        11.2250        48.2260        1.46625        18.8461                 NaN
  1052.05        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2034        5.96121        11.2499        48.2460        1.47602        18.8634                 NaN
  1050.61        2500.00                 NaN            NaN            NaN            NaN            NaN   5.77421        14.4870        11.2826        48.1571        1.45820        18.8409                 NaN
  1049.16        2500.00                 NaN            NaN            NaN            NaN            NaN   5.74323        14.5348        11.3116        48.1203        1.45365        18.8365                 NaN
  1047.72        2500.00                 NaN            NaN            NaN            NaN            NaN   5.71130        14.5838        11.3409        48.0830        1.44901        18.8320                 NaN
  1046.27        2500.00                 NaN            NaN            NaN            NaN            NaN   5.70057        14.6349        11.3804        48.0227        1.44069        18.8207                 NaN
  1044.82        2500.00                 NaN            NaN            NaN            NaN            NaN   5.67019        14.6533        11.3898        48.0217        1.44152        18.8235                 NaN
  1043.38        2500.00                 NaN            NaN            NaN            NaN            NaN   5.63659        14.7144        11.4307        47.9668        1.43437        18.8171                 NaN
  1041.93        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7643        5.60991        11.4617        47.9250        1.42877        18.8103                 NaN
  1040.49        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7524        5.61236        11.4662        47.9266        1.42735        18.8151                 NaN
  1039.04        2500.00                 NaN            NaN            NaN            NaN            NaN   5.50309        14.8938        11.5203        47.8569        1.42030        18.8056                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9463        5.49279        11.5598        47.7958        1.41171        18.7935                 NaN
  1036.15        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9860        5.46746        11.5857        47.7629        1.40775        18.7902                 NaN
  1034.70        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0103        5.44937        11.6082        47.7396        1.40271        18.7898                 NaN
  1033.26        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0472        5.42596        11.6325        47.7090        1.39855        18.7868                 NaN
  1031.81        2500.00                 NaN            NaN            NaN            NaN            NaN   5.40186        15.0862        11.6575        47.6768        1.39416        18.7835                 NaN
  1030.36        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1553        5.36217        11.6937        47.6262        1.38796        18.7747                 NaN
  1028.92        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2194        5.32156        11.7287        47.5799        1.38210        18.7683                 NaN
  1027.47        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2833        5.28127        11.7634        47.5339        1.37612        18.7620                 NaN
  1026.03        2500.00                 NaN            NaN            NaN            NaN            NaN   15.3483        5.24041        11.7985        47.4872        1.37001        18.7556                 NaN
  1024.58        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4145        5.19891        11.8340        47.4398        1.36375        18.7491                 NaN
  1023.13        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4558        5.15332        11.8695        47.4117        1.36012        18.7496                 NaN
  1021.69        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5188        5.11382        11.9042        47.3659        1.35386        18.7434                 NaN
  1020.24        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5762        5.07982        11.9354        47.3233        1.34774        18.7376                 NaN
  1018.80        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6344        5.04545        11.9668        47.2802        1.34153        18.7316                 NaN
  1017.35        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6932        5.01077        11.9985        47.2367        1.33524        18.7256                 NaN
  1015.91        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7527        4.97572        12.0304        47.1928        1.32885        18.7194                 NaN
  1014.46        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8126        4.94060        12.0625        47.1487        1.32241        18.7132                 NaN
  1013.01        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8730        4.90524        12.0947        47.1042        1.31588        18.7070                 NaN
  1011.57        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9339        4.86975        12.1271        47.0594        1.30929        18.7006                 NaN
  1010.12        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0086        4.83827        12.1609        47.0014        1.30096        18.6898                 NaN
  1008.68        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0686        4.80278        12.1936        46.9570        1.29436        18.6837                 NaN
  1007.23        2500.00                 NaN            NaN            NaN            NaN            NaN   16.1287        4.76743        12.2263        46.9124        1.28772        18.6774                 NaN
