|6.6.6
Archiving\03_Data\eq/QFM_m5/EETA/EETA_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ab            
  1647.44        2500.00        96.9887       0.801543        2.19834       0.114138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        96.9832       0.801643        2.20376       0.114143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        96.9777       0.801742        2.20918       0.114148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        96.9735       0.801832        2.21328       0.114152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        96.9693       0.801922        2.21738       0.114156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        96.9643       0.802018        2.22229       0.114161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        96.9575       0.802115        2.22694       0.114166E-001  0.205868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        96.9440       0.802218        2.23078       0.114172E-001  0.116311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        96.9304       0.802321        2.23462       0.114178E-001  0.212061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        96.9169       0.802424        2.23846       0.114184E-001  0.307839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        96.9034       0.802526        2.24230       0.114190E-001  0.403643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        96.8894       0.802629        2.24594       0.114196E-001  0.505971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        95.8339       0.803662        2.25049       0.114334E-001  0.476947E-001   1.05281                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        94.2117       0.805200        2.25486       0.114544E-001  0.364123E-001   2.68036                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        92.5834       0.806741        2.25923       0.114755E-001  0.250863E-001   4.31410                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        91.0505       0.808195        2.26252       0.114953E-001  0.131201E-001   5.85422                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        89.5121       0.809651        2.26581       0.115151E-001  0.111039E-002   7.39984                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        88.0926       0.810999        2.26758       0.115334E-001            NaN   8.81730                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        86.7163       0.812303        2.26855       0.115511E-001            NaN   10.1913                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        85.4942       0.813465        2.26761       0.115667E-001            NaN   11.4132                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        84.2686       0.814628        2.26666       0.115824E-001            NaN   12.6385                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        83.0396       0.815794        2.26571       0.115981E-001            NaN   13.8673                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        81.8071       0.816961        2.26475       0.116138E-001            NaN   15.0996                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        80.5712       0.818130        2.26379       0.116296E-001            NaN   16.3353                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        79.3318       0.819301        2.26282       0.116453E-001            NaN   17.5745                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        78.0889       0.820473        2.26184       0.116611E-001            NaN   18.8171                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        76.8425       0.821648        2.26086       0.116770E-001            NaN   20.0633                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        75.7987       0.822638        2.25693       0.116902E-001            NaN   21.1101                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        74.7523       0.823630        2.25300       0.117034E-001            NaN   22.1593                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        73.7036       0.824623        2.24905       0.117166E-001            NaN   23.2110                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        72.6524       0.825617        2.24509       0.117299E-001            NaN   24.2652                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        71.5987       0.826612        2.24112       0.117431E-001            NaN   25.3218                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        70.5426       0.827608        2.23714       0.117564E-001            NaN   26.3809                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        69.4840       0.828606        2.23314       0.117697E-001            NaN   27.4425                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        68.4230       0.829605        2.22913       0.117830E-001            NaN   28.5065                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        67.4533       0.830526        2.22558       0.117953E-001            NaN   29.4788                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        66.1377       0.831708        2.21835       0.118112E-001            NaN   28.9566        1.84385                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        64.7442       0.832975        2.21164       0.118283E-001            NaN   28.1924        4.00698                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        63.3466       0.834244        2.20490       0.118455E-001            NaN   27.4258        6.17664                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        61.8990       0.835611        2.19818       0.118640E-001            NaN   26.6837        8.37165                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        60.4467       0.836979        2.19143       0.118826E-001            NaN   25.9392        10.5738                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        58.9899       0.838350        2.18465       0.119011E-001            NaN   25.1921        12.7831                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        57.5284       0.839723        2.17784       0.119198E-001            NaN   24.4425        14.9996                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        56.0336       0.841179        2.17194       0.119396E-001            NaN   23.7683        17.1730                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        54.3740       0.842881        2.17128       0.119629E-001            NaN   23.3493        18.5777       0.672928                 NaN            NaN            NaN            NaN
  1503.21        2500.00        54.3726       0.842918        2.17128       0.119625E-001            NaN   23.3501        18.5783       0.672948                 NaN            NaN            NaN            NaN
  1500.00        2500.00        51.0044       0.846424        2.17515       0.120114E-001            NaN   22.8239        2.90126        20.2369                 NaN            NaN            NaN            NaN
  1496.79        2500.00        51.0030       0.846459        2.17515       0.120110E-001            NaN   22.8245        2.90134        20.2375                 NaN            NaN            NaN            NaN
  1493.59        2500.00        51.0016       0.846495        2.17515       0.120107E-001            NaN   22.8252        2.90142        20.2381                 NaN            NaN            NaN            NaN
  1490.38        2500.00        51.0002       0.846530        2.17515       0.120103E-001            NaN   22.8258        2.90150        20.2388                 NaN            NaN            NaN            NaN
  1487.18        2500.00        44.9939       0.852716        2.16192       0.120972E-001            NaN   22.0674        23.0151        6.89679                 NaN            NaN            NaN            NaN
  1483.97        2500.00        44.9926       0.852747        2.16191       0.120968E-001            NaN   22.0680        23.0157        6.89695                 NaN            NaN            NaN            NaN
  1480.77        2500.00        44.9913       0.852778        2.16190       0.120964E-001            NaN   22.0685        23.0163        6.89711                 NaN            NaN            NaN            NaN
  1477.56        2500.00        44.9900       0.852810        2.16189       0.120959E-001            NaN   22.0690        23.0169        6.89727                 NaN            NaN            NaN            NaN
  1474.36        2500.00        44.9887       0.852841        2.16188       0.120955E-001            NaN   22.0696        23.0175        6.89742                 NaN            NaN            NaN            NaN
  1471.15        2500.00        44.9873       0.852873        2.16187       0.120951E-001            NaN   22.0701        23.0181        6.89758                 NaN            NaN            NaN            NaN
  1467.95        2500.00        44.9860       0.852904        2.16186       0.120947E-001            NaN   22.0707        23.0187        6.89774                 NaN            NaN            NaN            NaN
  1464.74        2500.00        44.9847       0.852935        2.16185       0.120943E-001            NaN   22.0712        23.0193        6.89790                 NaN            NaN            NaN            NaN
  1461.54        2500.00        35.1700       0.863006        2.08368       0.122362E-001            NaN   21.4925        26.8223        13.5563                 NaN            NaN            NaN            NaN
  1458.33        2500.00        35.1689       0.863031        2.08366       0.122357E-001            NaN   21.4928        26.8228        13.5565                 NaN            NaN            NaN            NaN
  1455.13        2500.00        35.1678       0.863056        2.08363       0.122352E-001            NaN   21.4932        26.8233        13.5568                 NaN            NaN            NaN            NaN
  1451.92        2500.00        35.1667       0.863081        2.08361       0.122346E-001            NaN   21.4936        26.8238        13.5570                 NaN            NaN            NaN            NaN
  1448.72        2500.00        31.0818       0.867298        2.02011       0.122935E-001            NaN   21.7668        27.8481        16.4036                 NaN            NaN            NaN            NaN
  1445.51        2500.00        31.0808       0.867320        2.02008       0.122930E-001            NaN   21.7671        27.8486        16.4038                 NaN            NaN            NaN            NaN
  1442.31        2500.00        29.2067       0.869289        1.98685       0.123200E-001            NaN   22.0225        17.7356        28.1667                 NaN            NaN            NaN            NaN
  1439.10        2500.00        27.8418       0.870480        1.97716       0.123360E-001            NaN   21.9649        28.7660        18.2825       0.284837                 NaN            NaN            NaN
  1435.90        2500.00        26.0365       0.871861        1.97949       0.123547E-001            NaN   21.8980        18.7295        29.5680       0.904313                 NaN            NaN            NaN
  1432.69        2500.00        26.0357       0.871880        1.97945       0.123541E-001            NaN   21.8982        18.7297        29.5684       0.904377                 NaN            NaN            NaN
  1429.49        2500.00        26.0349       0.871899        1.97941       0.123535E-001            NaN   21.8984        18.7299        29.5687       0.904440                 NaN            NaN            NaN
  1426.28        2500.00        26.0341       0.871918        1.97938       0.123530E-001            NaN   21.8986        18.7300        29.5691       0.904503                 NaN            NaN            NaN
  1423.08        2500.00        20.1960       0.876312        1.97234       0.124143E-001            NaN   21.4210        19.9950        32.5747        2.95228                 NaN            NaN            NaN
  1419.87        2500.00        20.1954       0.876327        1.97229       0.124137E-001            NaN   21.4211        19.9951        32.5750        2.95247                 NaN            NaN            NaN
  1416.67        2500.00        17.9127       0.878076        1.96420       0.124376E-001            NaN   21.3107        20.4779        33.6710        3.77302                 NaN            NaN            NaN
  1413.46        2500.00        16.8677       0.878862        1.95567       0.124479E-001  0.142487E-001   21.0573        34.4122        20.6464        4.15518                 NaN            NaN            NaN
  1410.26        2500.00        15.8933       0.879597        1.94718       0.124574E-001  0.354678E-001   20.7468        20.7980        35.1707        4.51644                 NaN            NaN            NaN
  1407.05        2500.00        15.8928       0.879609        1.94713       0.124567E-001  0.354689E-001   20.7469        20.7980        35.1709        4.51672                 NaN            NaN            NaN
  1403.85        2500.00        15.8923       0.879621        1.94708       0.124560E-001  0.354701E-001   20.7469        20.7981        35.1710        4.51700                 NaN            NaN            NaN
  1400.64        2500.00        15.8918       0.879633        1.94703       0.124553E-001  0.354712E-001   20.7470        20.7981        35.1712        4.51728                 NaN            NaN            NaN
  1397.44        2500.00        15.8914       0.879645        1.94697       0.124546E-001  0.354723E-001   20.7470        20.7981        35.1714        4.51756                 NaN            NaN            NaN
  1394.23        2500.00        15.8909       0.879657        1.94692       0.124539E-001  0.354734E-001   20.7471        20.7982        35.1716        4.51784                 NaN            NaN            NaN
  1391.03        2500.00        15.8904       0.879669        1.94687       0.124533E-001  0.354745E-001   20.7471        20.7982        35.1717        4.51812                 NaN            NaN            NaN
  1387.82        2500.00        15.8899       0.879681        1.94682       0.124526E-001  0.354757E-001   20.7472        20.7982        35.1719        4.51840                 NaN            NaN            NaN
  1384.62        2500.00        9.81390       0.884359        1.87731       0.125179E-001  0.205466        18.7694        39.9725        21.6355        6.82903                 NaN            NaN            NaN
  1381.41        2500.00        9.81362       0.884367        1.87725       0.125172E-001  0.205472        18.7694        39.9725        21.6355        6.82942                 NaN            NaN            NaN
  1378.21        2500.00        8.62755       0.885351        1.86035       0.125303E-001  0.249862        18.3800        40.9094        21.7894        7.28550                 NaN            NaN            NaN
  1375.00        2500.00        8.07062       0.885829        1.85220       0.125362E-001  0.272393        18.1990        41.3461        21.8623        7.49903                 NaN            NaN            NaN
  1371.79        2500.00        7.53566       0.885674        1.78673       0.123572E-001  0.303513        17.4827        21.8105        41.9933        7.78191       0.407592                 NaN            NaN
  1368.59        2500.00        7.53545       0.885681        1.78667       0.123565E-001  0.303521        17.4827        21.8104        41.9933        7.78235       0.407590                 NaN            NaN
  1365.38        2500.00        7.53524       0.885687        1.78662       0.123557E-001  0.303528        17.4826        21.8103        41.9933        7.78278       0.407588                 NaN            NaN
  1362.18        2500.00        7.53502       0.885694        1.78656       0.123550E-001  0.303536        17.4826        21.8102        41.9932        7.78322       0.407587                 NaN            NaN
  1358.97        2500.00        5.52665       0.884046        1.43003       0.113495E-001  0.444793        13.7607        21.3253        44.9906        8.96474        2.66177                 NaN            NaN
