|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.310267E-001   99.9690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.157866E-002   99.3791       0.369894       0.249415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.225896E-002   97.9377       0.591188        1.46368                 NaN            NaN  0.519470E-002            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.344694E-005  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.896217E-004   99.9206       0.235578E-001  0.557130E-001            NaN            NaN  0.474653E-004            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.736969E-003   99.2972       0.497947       0.204129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.713216E-003   99.2940       0.205563       0.499700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.677557E-003   99.2968       0.204474       0.498035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.674213E-003   99.2743       0.210667       0.514343                 NaN            NaN  0.210275E-005            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.484639E-003   99.3351       0.145210       0.490474                 NaN            NaN  0.287681E-001            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.574776E-003   99.3073       0.490345       0.201755                 NaN            NaN  0.169267E-005            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.553016E-003   99.3093       0.200887       0.489254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.494207E-003   99.3168       0.490594       0.181758                 NaN            NaN  0.103351E-001            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.423343E-003   99.3216       0.497552       0.155328                 NaN            NaN  0.251383E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00                 NaN   99.9979       0.207540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.796508E-003   98.6548       0.985293       0.310775                 NaN            NaN  0.483309E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.346095E-003   99.3301       0.155101       0.490980                 NaN            NaN  0.234765E-001            NaN            NaN            NaN            NaN
  1441.88        2500.00       0.552039E-004   99.8870       0.828544E-001  0.266767E-001            NaN            NaN  0.337669E-002            NaN            NaN            NaN            NaN
  1440.72        2500.00       0.606080E-003   98.7728       0.892649       0.304211                 NaN            NaN  0.297194E-001            NaN            NaN            NaN            NaN
  1439.56        2500.00       0.246477E-003   99.3465       0.485321       0.134464                 NaN            NaN  0.334877E-001            NaN            NaN            NaN            NaN
  1438.41        2500.00       0.246184E-003   99.3418       0.152064       0.482763                 NaN            NaN  0.231138E-001            NaN            NaN            NaN            NaN
  1437.25        2500.00       0.236224E-003   99.3429       0.479198       0.159176                 NaN            NaN  0.185201E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00       0.205389E-003   99.3450       0.478974       0.156000                 NaN            NaN  0.198436E-001            NaN            NaN            NaN            NaN
  1434.93        2500.00       0.191013E-003   99.3490       0.476038       0.155153                 NaN            NaN  0.195907E-001            NaN            NaN            NaN            NaN
  1433.78        2500.00       0.189302E-003   99.2705       0.174103       0.534761                 NaN            NaN  0.204005E-001            NaN            NaN            NaN            NaN
  1432.62        2500.00                 NaN   98.6354       0.527994       0.259278                 NaN            NaN  0.189554       0.387788                 NaN            NaN            NaN
  1431.46        2500.00                 NaN   98.2685       0.316839       0.624355                 NaN            NaN  0.257941       0.532373                 NaN            NaN            NaN
  1430.31        2500.00                 NaN   98.2924       0.306467       0.618646                 NaN            NaN  0.257317       0.525156                 NaN            NaN            NaN
  1429.15        2500.00                 NaN   98.3139       0.296645       0.613780                 NaN            NaN  0.257181       0.518538                 NaN            NaN            NaN
  1427.99        2500.00                 NaN   99.4811       0.189955       0.947345E-001            NaN            NaN  0.750530E-001  0.159146                 NaN            NaN            NaN
  1426.84        2500.00       0.140684E-001   97.2321       0.516608       0.962328                 NaN            NaN  0.425065       0.849837                 NaN            NaN            NaN
  1425.68        2500.00                 NaN   98.4069       0.593009       0.257901                 NaN            NaN  0.252687       0.489521                 NaN            NaN            NaN
  1424.52        2500.00                 NaN   98.3998       0.254852       0.598195                 NaN            NaN  0.254619       0.492504                 NaN            NaN            NaN
  1423.37        2500.00                 NaN   98.4191       0.246626       0.592841                 NaN            NaN  0.254594       0.486870                 NaN            NaN            NaN
  1422.21        2500.00                 NaN   98.4381       0.235964       0.590408                 NaN            NaN  0.254444       0.481051                 NaN            NaN            NaN
  1421.05        2500.00                 NaN   98.4528       0.589406       0.225708                 NaN            NaN  0.255249       0.476820                 NaN            NaN            NaN
  1419.90        2500.00                 NaN   98.4789       0.218942       0.581842                 NaN            NaN  0.252076       0.468284                 NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.4947       0.208840       0.580001                 NaN            NaN  0.252805       0.463689                 NaN            NaN            NaN
  1417.58        2500.00                 NaN   98.5114       0.200436       0.576741                 NaN            NaN  0.252745       0.458656                 NaN            NaN            NaN
  1416.43        2500.00                 NaN   98.5290       0.574056       0.191486                 NaN            NaN  0.252180       0.453239                 NaN            NaN            NaN
  1415.27        2500.00                 NaN   98.5461       0.183046       0.570881                 NaN            NaN  0.251906       0.448039                 NaN            NaN            NaN
  1414.11        2500.00                 NaN   98.5629       0.567807       0.174963                 NaN            NaN  0.251430       0.442946                 NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.5797       0.167359       0.564101                 NaN            NaN  0.251046       0.437806                 NaN            NaN            NaN
  1411.80        2500.00                 NaN   98.5940       0.563553       0.158047                 NaN            NaN  0.250952       0.433404                 NaN            NaN            NaN
  1410.64        2500.00                 NaN   97.9305       0.751902       0.272338                 NaN            NaN  0.402291       0.642957                 NaN            NaN            NaN
  1409.49        2500.00                 NaN   99.1845       0.378440       0.950382E-001            NaN            NaN  0.107229       0.234791                 NaN            NaN            NaN
  1408.33        2500.00                 NaN   98.6423       0.135895       0.554352                 NaN            NaN  0.249012       0.418418                 NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.6575       0.549707       0.130419                 NaN            NaN  0.248591       0.413748                 NaN            NaN            NaN
  1406.02        2500.00                 NaN   98.6728       0.548385       0.121759                 NaN            NaN  0.247981       0.409071                 NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.6857       0.114625       0.546713                 NaN            NaN  0.247861       0.405147                 NaN            NaN            NaN
  1403.70        2500.00                 NaN   98.7017       0.107494       0.544165                 NaN            NaN  0.246674       0.399963                 NaN            NaN            NaN
  1402.55        2500.00                 NaN   98.7144       0.541573       0.101043                 NaN            NaN  0.246726       0.396264                 NaN            NaN            NaN
  1401.39        2500.00                 NaN   98.7282       0.540701       0.935546E-001            NaN            NaN  0.245861       0.391676                 NaN            NaN            NaN
  1400.23        2500.00                 NaN   98.7401       0.539530       0.865047E-001            NaN            NaN  0.245764       0.388107                 NaN            NaN            NaN
  1399.08        2500.00                 NaN   98.7547       0.536801       0.804934E-001            NaN            NaN  0.244588       0.383387                 NaN            NaN            NaN
  1397.92        2500.00                 NaN   97.4438        1.08469       0.184662                 NaN            NaN  0.497938       0.788905                 NaN            NaN            NaN
  1396.76        2500.00                 NaN   99.9873                 NaN            NaN            NaN            NaN            NaN  0.126801E-001            NaN            NaN            NaN
  1395.61        2500.00                 NaN   98.9189       0.347517E-001  0.495918                 NaN            NaN  0.227286       0.323171                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.8033       0.533148       0.531583E-001            NaN            NaN  0.242224       0.368149                 NaN            NaN            NaN
  1393.29        2500.00                 NaN   98.8138       0.531688       0.477202E-001            NaN            NaN  0.242090       0.364665                 NaN            NaN            NaN
  1392.14        2500.00                 NaN   98.8259       0.535291       0.291286E-001            NaN            NaN  0.247802       0.361849                 NaN            NaN            NaN
  1390.98        2500.00                 NaN   98.8394       0.495386E-001  0.522752                 NaN            NaN  0.232782       0.355506                 NaN            NaN            NaN
  1389.82        2500.00                 NaN   98.8484       0.528804       0.295447E-001            NaN            NaN  0.239526       0.353764                 NaN            NaN            NaN
  1388.67        2500.00                 NaN   98.8590       0.221839E-001  0.529895                 NaN            NaN  0.238645       0.350235                 NaN            NaN            NaN
  1387.51        2500.00                 NaN   98.8717       0.163115E-001  0.528501                 NaN            NaN  0.237407       0.346128                 NaN            NaN            NaN
  1386.35        2500.00                 NaN   98.8812       0.126975E-001  0.526042                 NaN            NaN  0.236894       0.343148                 NaN            NaN            NaN
  1385.20        2500.00                 NaN   98.8827       0.493107       0.603094E-001            NaN            NaN  0.222662       0.341262                 NaN            NaN            NaN
  1384.04        2500.00                 NaN   98.9112       0.521574                 NaN            NaN            NaN  0.234209       0.332995                 NaN            NaN            NaN
  1382.88        2500.00                 NaN   98.9139       0.518753                 NaN            NaN            NaN  0.234694       0.332700                 NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.9192       0.509350                 NaN            NaN            NaN  0.239931       0.331548                 NaN            NaN            NaN
  1380.57        2500.00                 NaN   98.9312       0.498065       0.266365E-001            NaN            NaN  0.219201       0.324864                 NaN            NaN            NaN
  1379.41        2500.00                 NaN   98.9405       0.509583                 NaN            NaN            NaN  0.226722       0.323165                 NaN            NaN            NaN
  1378.25        2500.00                 NaN   98.9473       0.509364                 NaN            NaN            NaN  0.222977       0.320395                 NaN            NaN            NaN
  1377.10        2500.00                 NaN   98.9585       0.503490                 NaN            NaN            NaN  0.221123       0.316852                 NaN            NaN            NaN
  1375.94        2500.00                 NaN   98.9646       0.503622                 NaN            NaN            NaN  0.217286       0.314452                 NaN            NaN            NaN
  1374.78        2500.00                 NaN   98.9793       0.495180                 NaN            NaN            NaN  0.215989       0.309577                 NaN            NaN            NaN
  1373.63        2500.00                 NaN   98.9788       0.496876       0.471704E-002            NaN            NaN  0.210773       0.308849                 NaN            NaN            NaN
  1372.47        2500.00                 NaN   98.9959       0.488315                 NaN            NaN            NaN  0.211991       0.303831                 NaN            NaN            NaN
  1371.31        2500.00                 NaN   99.0011       0.489157                 NaN            NaN            NaN  0.207974       0.301759                 NaN            NaN            NaN
  1370.16        2500.00                 NaN   99.0097       0.483270                 NaN            NaN            NaN  0.208145       0.298920                 NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.0158       0.480492                 NaN            NaN            NaN  0.206936       0.296806                 NaN            NaN            NaN
  1367.84        2500.00                 NaN   99.0273       0.471669                 NaN            NaN            NaN  0.207689       0.293363                 NaN            NaN            NaN
  1366.69        2500.00                 NaN   99.0349       0.472562                 NaN            NaN            NaN  0.202527       0.290043                 NaN            NaN            NaN
  1365.53        2500.00                 NaN   99.0419       0.468204                 NaN            NaN            NaN  0.202035       0.287897                 NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.0495       0.465533                 NaN            NaN            NaN  0.199755       0.285179                 NaN            NaN            NaN
  1363.22        2500.00                 NaN   99.0574       0.462709                 NaN            NaN            NaN  0.197456       0.282435                 NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.0648       0.460605                 NaN            NaN            NaN  0.194899       0.279711                 NaN            NaN            NaN
  1360.90        2500.00                 NaN   99.0709       0.455889                 NaN            NaN            NaN  0.195420       0.277762                 NaN            NaN            NaN
  1359.75        2500.00                 NaN   99.0799       0.455294                 NaN            NaN            NaN  0.190518       0.274332                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.0851       0.453107                 NaN            NaN            NaN  0.189288       0.272491                 NaN            NaN            NaN
  1357.43        2500.00                 NaN   99.0936       0.446369                 NaN            NaN            NaN  0.190055       0.270009                 NaN            NaN            NaN
  1356.28        2500.00                 NaN   99.1016       0.445687                 NaN            NaN            NaN  0.185928       0.266753                 NaN            NaN            NaN
  1355.12        2500.00                 NaN   99.1065       0.445658                 NaN            NaN            NaN  0.182977       0.264815                 NaN            NaN            NaN
  1353.96        2500.00                 NaN   99.1162       0.438113                 NaN            NaN            NaN  0.183547       0.262180                 NaN            NaN            NaN
  1352.81        2500.00                 NaN   99.1207       0.438463                 NaN            NaN            NaN  0.180340       0.260476                 NaN            NaN            NaN
  1351.65        2500.00                 NaN   99.1297       0.433102                 NaN            NaN            NaN  0.180327       0.256875                 NaN            NaN            NaN
  1350.49        2500.00                 NaN   99.1337       0.434773                 NaN            NaN            NaN  0.176184       0.255368                 NaN            NaN            NaN
  1349.34        2500.00                 NaN   99.1433       0.413944                 NaN            NaN            NaN  0.187774       0.254980                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.1500       0.429068                 NaN            NaN            NaN  0.172269       0.248676                 NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.1533       0.426947                 NaN            NaN            NaN  0.171265       0.248510                 NaN            NaN            NaN
  1345.87        2500.00                 NaN   99.1590       0.424904                 NaN            NaN            NaN  0.169683       0.246432                 NaN            NaN            NaN
  1344.71        2500.00                 NaN   99.1695       0.420740                 NaN            NaN            NaN  0.166849       0.242956                 NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.1699       0.417194                 NaN            NaN            NaN  0.169880       0.243052                 NaN            NaN            NaN
  1342.40        2500.00                 NaN   99.1772       0.419823                 NaN            NaN            NaN  0.163048       0.239900                 NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.1829       0.419935                 NaN            NaN            NaN  0.159479       0.237732                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.1888       0.416102                 NaN            NaN            NaN  0.159361       0.235751                 NaN            NaN            NaN
  1338.93        2500.00                 NaN   99.1944       0.415747                 NaN            NaN            NaN  0.156180       0.233648                 NaN            NaN            NaN
  1337.77        2500.00                 NaN   99.1993       0.410319                 NaN            NaN            NaN  0.157877       0.232525                 NaN            NaN            NaN
  1336.61        2500.00                 NaN   99.2045       0.415878                 NaN            NaN            NaN  0.150579       0.229072                 NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.2118       0.407221                 NaN            NaN            NaN  0.153343       0.227638                 NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.2156       0.408024                 NaN            NaN            NaN  0.150303       0.226041                 NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.2207       0.408391                 NaN            NaN            NaN  0.146833       0.224041                 NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.2272       0.405481                 NaN            NaN            NaN  0.145377       0.221926                 NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.2312       0.406919                 NaN            NaN            NaN  0.141782       0.220146                 NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.2365       0.402779                 NaN            NaN            NaN  0.142277       0.218491                 NaN            NaN            NaN
  1328.51        2500.00                 NaN   99.2409       0.404438                 NaN            NaN            NaN  0.137996       0.216663                 NaN            NaN            NaN
  1327.36        2500.00                 NaN   99.2465       0.400164                 NaN            NaN            NaN  0.138503       0.214856                 NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.2510       0.401304                 NaN            NaN            NaN  0.134636       0.213054                 NaN            NaN            NaN
  1325.04        2500.00                 NaN   99.2550       0.400505                 NaN            NaN            NaN  0.132953       0.211518                 NaN            NaN            NaN
  1323.89        2500.00                 NaN   99.2598       0.401236                 NaN            NaN            NaN  0.129274       0.209707                 NaN            NaN            NaN
