|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.203035E-001   99.9797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.103425E-002   99.4636       0.321158       0.214162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.148388E-002   98.2138       0.508386        1.27215                 NaN            NaN  0.418776E-002            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.225829E-005  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.587467E-004   99.9314       0.201822E-001  0.482803E-001            NaN            NaN  0.380806E-004            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.483728E-003   99.3929       0.431690       0.174940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.468381E-003   99.3904       0.176099       0.433076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.445180E-003   99.3930       0.175071       0.431445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.443179E-003   99.3738       0.180309       0.445422                 NaN            NaN  0.168459E-005            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.318720E-003   99.4279       0.124200       0.424542                 NaN            NaN  0.230172E-001            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.378160E-003   99.4029       0.424266       0.172478                 NaN            NaN  0.135315E-005            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.363989E-003   99.4048       0.171659       0.423171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.325495E-003   99.4120       0.424149       0.155234                 NaN            NaN  0.825042E-002            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.278946E-003   99.4171       0.429971       0.132588                 NaN            NaN  0.200510E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00                 NaN   99.9982       0.179179E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.525824E-003   98.8442       0.851544       0.265249                 NaN            NaN  0.385227E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.228359E-003   99.4252       0.132178       0.423715                 NaN            NaN  0.186790E-001            NaN            NaN            NaN            NaN
  1441.88        2500.00       0.364398E-004   99.9032       0.714083E-001  0.227021E-001            NaN            NaN  0.268333E-002            NaN            NaN            NaN            NaN
  1440.72        2500.00       0.400659E-003   98.9466       0.770217       0.259156                 NaN            NaN  0.236287E-001            NaN            NaN            NaN            NaN
  1439.56        2500.00       0.162892E-003   99.4406       0.418284       0.114405                 NaN            NaN  0.265825E-001            NaN            NaN            NaN            NaN
  1438.41        2500.00       0.162737E-003   99.4363       0.129310       0.415885                 NaN            NaN  0.183293E-001            NaN            NaN            NaN            NaN
  1437.25        2500.00       0.156248E-003   99.4373       0.412618       0.135280                 NaN            NaN  0.146737E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00       0.135938E-003   99.4394       0.412251       0.132505                 NaN            NaN  0.157128E-001            NaN            NaN            NaN            NaN
  1434.93        2500.00       0.126466E-003   99.4431       0.409519       0.131717                 NaN            NaN  0.154957E-001            NaN            NaN            NaN            NaN
  1433.78        2500.00       0.125352E-003   99.3763       0.147695       0.459730                 NaN            NaN  0.161245E-001            NaN            NaN            NaN            NaN
  1432.62        2500.00                 NaN   98.7681       0.453859       0.219901                 NaN            NaN  0.149649       0.408488                 NaN            NaN            NaN
  1431.46        2500.00                 NaN   98.4309       0.268561       0.536424                 NaN            NaN  0.203362       0.560755                 NaN            NaN            NaN
  1430.31        2500.00                 NaN   98.4540       0.259519       0.531051                 NaN            NaN  0.202522       0.552939                 NaN            NaN            NaN
  1429.15        2500.00                 NaN   98.4748       0.250949       0.526401                 NaN            NaN  0.202048       0.545755                 NaN            NaN            NaN
  1427.99        2500.00                 NaN   99.5313       0.162586       0.799808E-001            NaN            NaN  0.587954E-001  0.167295                 NaN            NaN            NaN
  1426.84        2500.00       0.930232E-002   97.5004       0.436720       0.825383                 NaN            NaN  0.333481       0.894698                 NaN            NaN            NaN
  1425.68        2500.00                 NaN   98.5632       0.507200       0.217522                 NaN            NaN  0.197515       0.514547                 NaN            NaN            NaN
  1424.52        2500.00                 NaN   98.5579       0.214766       0.511209                 NaN            NaN  0.198642       0.517470                 NaN            NaN            NaN
  1423.37        2500.00                 NaN   98.5765       0.207627       0.506228                 NaN            NaN  0.198285       0.511324                 NaN            NaN            NaN
  1422.21        2500.00                 NaN   98.5951       0.198462       0.503643                 NaN            NaN  0.197817       0.504984                 NaN            NaN            NaN
  1421.05        2500.00                 NaN   98.6096       0.502380       0.189663                 NaN            NaN  0.198086       0.500313                 NaN            NaN            NaN
  1419.90        2500.00                 NaN   98.6345       0.183758       0.495343                 NaN            NaN  0.195287       0.491123                 NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.6499       0.175123       0.493377                 NaN            NaN  0.195505       0.486071                 NaN            NaN            NaN
  1417.58        2500.00                 NaN   98.6663       0.167900       0.490114                 NaN            NaN  0.195104       0.480561                 NaN            NaN            NaN
  1416.43        2500.00                 NaN   98.6834       0.487354       0.160239                 NaN            NaN  0.194336       0.474649                 NaN            NaN            NaN
  1415.27        2500.00                 NaN   98.7000       0.153026       0.484192                 NaN            NaN  0.193782       0.468966                 NaN            NaN            NaN
  1414.11        2500.00                 NaN   98.7163       0.481098       0.146113                 NaN            NaN  0.193069       0.463397                 NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.7326       0.139624       0.477531                 NaN            NaN  0.192429       0.457781                 NaN            NaN            NaN
  1411.80        2500.00                 NaN   98.7468       0.476550       0.131717                 NaN            NaN  0.191995       0.452938                 NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.1633       0.634829       0.226655                 NaN            NaN  0.303334       0.671875                 NaN            NaN            NaN
  1409.49        2500.00                 NaN   99.2752       0.319156       0.789871E-001            NaN            NaN  0.817047E-001  0.244929                 NaN            NaN            NaN
  1408.33        2500.00                 NaN   98.7937       0.112896       0.467332                 NaN            NaN  0.189530       0.436516                 NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.8085       0.462958       0.108235                 NaN            NaN  0.188868       0.431401                 NaN            NaN            NaN
  1406.02        2500.00                 NaN   98.8233       0.461354       0.100942                 NaN            NaN  0.188078       0.426281                 NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.8360       0.949256E-001  0.459456                 NaN            NaN  0.187635       0.421949                 NaN            NaN            NaN
  1403.70        2500.00                 NaN   98.8515       0.889317E-001  0.456878                 NaN            NaN  0.186420       0.416306                 NaN            NaN            NaN
  1402.55        2500.00                 NaN   98.8639       0.454219       0.835053E-001            NaN            NaN  0.186137       0.412212                 NaN            NaN            NaN
  1401.39        2500.00                 NaN   98.8774       0.452983       0.772307E-001            NaN            NaN  0.185141       0.407196                 NaN            NaN            NaN
  1400.23        2500.00                 NaN   98.8892       0.451511       0.713334E-001            NaN            NaN  0.184760       0.403243                 NaN            NaN            NaN
  1399.08        2500.00                 NaN   98.9033       0.448765       0.663082E-001            NaN            NaN  0.183535       0.398094                 NaN            NaN            NaN
  1397.92        2500.00                 NaN   97.7503       0.905791       0.151949                 NaN            NaN  0.372566       0.819405                 NaN            NaN            NaN
  1396.76        2500.00                 NaN   99.9869                 NaN            NaN            NaN            NaN            NaN  0.131296E-001            NaN            NaN            NaN
  1395.61        2500.00                 NaN   99.0538       0.285323E-001  0.413188                 NaN            NaN  0.169637       0.334891                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.9508       0.443767       0.436057E-001            NaN            NaN  0.180492       0.381307                 NaN            NaN            NaN
  1393.29        2500.00                 NaN   98.9613       0.442087       0.391056E-001            NaN            NaN  0.180046       0.377455                 NaN            NaN            NaN
  1392.14        2500.00                 NaN   98.9733       0.444565       0.238398E-001            NaN            NaN  0.183975       0.374295                 NaN            NaN            NaN
  1390.98        2500.00                 NaN   98.9858       0.405023E-001  0.433692                 NaN            NaN  0.172535       0.367493                 NaN            NaN            NaN
  1389.82        2500.00                 NaN   98.9950       0.438201       0.241288E-001            NaN            NaN  0.177203       0.365451                 NaN            NaN            NaN
  1388.67        2500.00                 NaN   99.0055       0.180964E-001  0.438571                 NaN            NaN  0.176273       0.361563                 NaN            NaN            NaN
  1387.51        2500.00                 NaN   99.0176       0.132924E-001  0.436949                 NaN            NaN  0.175033       0.357083                 NaN            NaN            NaN
  1386.35        2500.00                 NaN   99.0271       0.103366E-001  0.434487                 NaN            NaN  0.174316       0.353768                 NaN            NaN            NaN
  1385.20        2500.00                 NaN   99.0286       0.407004       0.490589E-001            NaN            NaN  0.163703       0.351588                 NaN            NaN            NaN
  1384.04        2500.00                 NaN   99.0556       0.429817                 NaN            NaN            NaN  0.171752       0.342831                 NaN            NaN            NaN
  1382.88        2500.00                 NaN   99.0588       0.427053                 NaN            NaN            NaN  0.171818       0.342292                 NaN            NaN            NaN
  1381.72        2500.00                 NaN   99.0648       0.419117                 NaN            NaN            NaN  0.175238       0.340868                 NaN            NaN            NaN
  1380.57        2500.00                 NaN   99.0758       0.408997       0.215655E-001            NaN            NaN  0.159923       0.333761                 NaN            NaN            NaN
  1379.41        2500.00                 NaN   99.0851       0.418043                 NaN            NaN            NaN  0.165124       0.331782                 NaN            NaN            NaN
  1378.25        2500.00                 NaN   99.0920       0.417228                 NaN            NaN            NaN  0.162093       0.328705                 NaN            NaN            NaN
  1377.10        2500.00                 NaN   99.1026       0.412042                 NaN            NaN            NaN  0.160547       0.324838                 NaN            NaN            NaN
  1375.94        2500.00                 NaN   99.1088       0.411552                 NaN            NaN            NaN  0.157483       0.322147                 NaN            NaN            NaN
  1374.78        2500.00                 NaN   99.1225       0.404321                 NaN            NaN            NaN  0.156228       0.316923                 NaN            NaN            NaN
  1373.63        2500.00                 NaN   99.1230       0.405101       0.379410E-002            NaN            NaN  0.152167       0.315952                 NaN            NaN            NaN
  1372.47        2500.00                 NaN   99.1388       0.397837                 NaN            NaN            NaN  0.152789       0.310590                 NaN            NaN            NaN
  1371.31        2500.00                 NaN   99.1441       0.397981                 NaN            NaN            NaN  0.149663       0.308248                 NaN            NaN            NaN
  1370.16        2500.00                 NaN   99.1526       0.392817                 NaN            NaN            NaN  0.149496       0.305125                 NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.1588       0.390047                 NaN            NaN            NaN  0.148379       0.302744                 NaN            NaN            NaN
  1367.84        2500.00                 NaN   99.1696       0.382666                 NaN            NaN            NaN  0.148685       0.299009                 NaN            NaN            NaN
  1366.69        2500.00                 NaN   99.1770       0.382834                 NaN            NaN            NaN  0.144718       0.295406                 NaN            NaN            NaN
  1365.53        2500.00                 NaN   99.1840       0.378924                 NaN            NaN            NaN  0.144122       0.293001                 NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.1914       0.376327                 NaN            NaN            NaN  0.142276       0.290017                 NaN            NaN            NaN
  1363.22        2500.00                 NaN   99.1990       0.373584                 NaN            NaN            NaN  0.140386       0.287012                 NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.2062       0.371461                 NaN            NaN            NaN  0.138342       0.284028                 NaN            NaN            NaN
  1360.90        2500.00                 NaN   99.2123       0.367361                 NaN            NaN            NaN  0.138466       0.281836                 NaN            NaN            NaN
  1359.75        2500.00                 NaN   99.2207       0.366347                 NaN            NaN            NaN  0.134764       0.278144                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.2262       0.364112                 NaN            NaN            NaN  0.133649       0.276068                 NaN            NaN            NaN
  1357.43        2500.00                 NaN   99.2342       0.358426                 NaN            NaN            NaN  0.133982       0.273344                 NaN            NaN            NaN
  1356.28        2500.00                 NaN   99.2419       0.357403                 NaN            NaN            NaN  0.130877       0.269841                 NaN            NaN            NaN
  1355.12        2500.00                 NaN   99.2468       0.356944                 NaN            NaN            NaN  0.128572       0.267675                 NaN            NaN            NaN
  1353.96        2500.00                 NaN   99.2558       0.350642                 NaN            NaN            NaN  0.128800       0.264807                 NaN            NaN            NaN
